Speaker,Brazilian Portuguese (PT)
,"A base de Hachijojima realmente estava equipada com aquelas armas e se tornou uma base para ataques diretos, mas Rokkenjima nunca foi abastecida com nada."
,"Mais do que isso, eles cancelaram completamente a obra, deixando apenas uma tripulação mínima estacionada na ilha, aguardando por ordens que nunca vieram."
,"Poderia ter sido o fato de que era realmente uma base secreta, o que selou nossos destinos?"
,Os oficiais de alto‐escalão já tinham esquecido completamente sobre aquela caverna inútil e sem sentido.
,Nós não passávamos de guardas de uma simples caverna.
,"Passamos nossos dias no campo, pescando e brincando com a terra, enquanto observávamos as formações americanas voando sobre nós."
,......Alguns de nós estavam aliviados com o prospecto do fim da guerra antes que alguém lembrasse que estávamos aqui...e antes que qualquer um de nós tivesse que encarar uma batalha real.
,"É claro, para mim, foi o oposto."
,"Eu esperava além da esperança, que as tropas dos Estados Unidos avançassem e me matassem de uma vez."
,"E então, durante um daqueles dias vazios..."
,Vamos retornar agora.
,"......Voltar para o ponto de virada da minha vida e meu destino, ......quando Ushiromiya Kinzo finalmente passou a viver......"
