Speaker,PS3 Japanese - Censored (JPC)
Ushiromiya Lion,「それはあなたの仕事でしょう？」
,ちょっぴりだけ意地悪そうな表情を見せて、理御はそっぽを向く。
,ウィルは面倒臭そうに、頭をばりばりと掻きながら肩を竦める。
Willard H. Wright,「………まぁいいさ。こいつを試すだけの話だ」
,ウィルは右手を開いて、理御に見せる。
,何の変哲もない、ただの右手。
,それを見せる仕草に何の意味があるのか、理御は小首を傾げなければならなかった。
Ushiromiya Lion,「ご苦労様です。……えぇと、……君の名前は確か……」
Shannon,「紗音です」
Ushiromiya Lion,「そうだった、紗音でしたね。引き続き、受付をよろしく頼みます。肩を冷やさないように」
Shannon,「ありがとうございます、理御さま」
,理御の気遣いに、深々と頭を下げる紗音。
,そこには、先ほどの緊張感など、微塵ほどもなかった…。
Ushiromiya Lion,「参りましょう、ウィル。せっかく時間を頂けたのです。……当主様の機嫌は、秋の空より変わりやすいですよ？」
Shannon,「行ってらっしゃいませ」
Willard H. Wright,「………行くか」
