Speaker,PS3 Japanese - Censored (JPC)
Ushiromiya Maria,「そこではどんな願いも叶うってベアトは言った…！　そこには黒い魔女のいない、やさしいママに会える…！　会ったことのないパパにも会えるかもしれないね…！」
Ushiromiya Maria,「もちろん学校も宿題も、いじわるな友達も誰もいなくて、真里亞とベアトはいつまでも楽しく暮らせるの…！　ね、さくたろ、楽しみだねー！　うりゅー！」
,…………肖像画の碑文、か。
,やはり、あの碑文の謎に、妾は向かい合わなくてはならないのだろうか。
,金蔵の実の子供たちが頭を抱える謎を、……どうして、赤の他人である妾が解けようか…？
,……そんな妾に、もしも解けてしまったなら、……それはきっと、奇跡。
,その奇跡は、妾に奇跡の力を再び与える奇跡を、起こしてくれるだろうか……。
,懐かしき、故郷を貫く鮎の川。{n}黄金郷を目指す者よ、これを下りて鍵を探せ……。
{f:5:Beatrice},「…………金蔵の故郷の川を下れば、鍵が見つかるとでも言うのか」
,川を下れば、やがて里あり。{n}その里にて二人が口にし岸を探れ。
,そこに黄金郷への鍵が眠る……。
{f:5:Beatrice},「……川を下れば里もあろうが。二人が口にする岸とは何か」
,鍵を手にせし者は、以下に従いて黄金郷へ旅立つべし……。
,………鍵が手に入らぬ者には、以下は読む価値もなし、ということか。
,わかるわけもなかろうが、このような謎。
,……解けるわけもないから、解けたら奇跡か。道理であるな……。
{f:5:Beatrice},「…………ん」
,体がちりりと痛む。反魔法の毒素が肌を焼く。
,誰かニンゲンが近付いてきているのだろう。妾は姿を消す。
,複数の足音が近付いてくる。
,源次と紗音、……嘉音も一緒だった。
Ronoue Genji,「………皆、碑文の謎解きに夢中なようだな」
Kanon,「はい。使用人たちの中にも、碑文を書き写して持ち帰り、謎解きに挑む者が多いようです」
Shannon,「……本当に、あの謎を解くと、１０ｔの黄金が見つかるのでしょうか」
Ronoue Genji,「うむ。それは間違いない」
Kanon,「わかりません。……どうしてお館様は、大切な黄金の隠し場所を、謎めいた碑文とはいえ、こうして誰もが目に出来る場所に晒すのでしょう」
Ronoue Genji,「……それが、お館様の魔法であり、賭けだ。お館様は、この難解な謎を解いた者は、ベアトリーチェさまの魂を宿すと信じている」
Shannon,「…………不思議な賭け、いえ、魔法ですね…」
Kanon,「ふん、オカルト狂いも行き着くところまで行ったってわけだ」
Shannon,「シ。そんなこと言っちゃだめ……」
Ronoue Genji,「……碑文の謎に挑む資格は、全ての者に許されている。無論、それは使用人も例外ではない。……お前は、挑んでいるのか？」
Shannon,「い、いえ……。……こんな難しい謎、私にはさっぱりですし…。それに……」
Ronoue Genji,「……それに？」
Shannon,「１０ｔも黄金があっても、特に使い道も思い付きませんし……。私は、今の穏やかな日が、いつまでも続いてくれれば、それで充分だと思ってます」
Kanon,「姉さんは最近、譲治さまといい雰囲気みたいだからね。浮かれて、変なドジしなきゃいいけど」
Shannon,「そ、そんなことありませんっ」
,そのやり取りを尻目に、源次は肖像画に近付き、……肖像画の魔女を見上げた。
Ronoue Genji,「…………………………………」
,源次のその様子に気付き、紗音も嘉音もすぐに口を噤んだ。
,……使用人たちの頭にして、……金蔵ともっとも歳が近く、我が友とさえ呼ばれる彼は恐らく、誰よりも金蔵の心の奥深くを理解しているだろう。
,その彼は、この肖像画と碑文を見て、何を思うのか………。
,紗音にも嘉音にも、それを察することは出来ない。
Ronoue Genji,「…………懐かしき、故郷を貫く鮎の川」
,唐突に源次が、碑文の冒頭を読み上げる。
,紗音は慌てて、はい、と相槌を打つが、彼女に対して言ったものか、独り言なのかはわからない。
,源次はそのまま、背中を向けたまま、続けた。
Ronoue Genji,「お館様が懐かしむ故郷は、小田原ではない」
Kanon,「……遠方にお住まいだったと聞いたことがあります」
Shannon,「ど、どこかは存じませんが……」
Ronoue Genji,「台湾だ」
,振り返り、源次は一言、そう告げた。
Shannon,「……あ、……あぁ、そうだったのですか…」
Kanon,「なるほど、やっと蔵臼さまの話が繋がったよ。ほら、お館様が好まれる、ビンロウ」
Shannon,「……そう言えば蔵臼さま。あれは台湾では煙草のようにポピュラーな嗜好品だと仰ってましたっけ…。それでお館様はビンロウを……」
,戦争が終わるまでの半世紀の間、多くの日本人がこの地へ移民していった。
,金蔵の一家は右代宮家の分家筋だった。
,かなりの遠縁だったらしいので、本家のある小田原には縛られず、この新天地に新しい未来を思い描いて移民したのだろう…。
,紗音たちは、なるほどと相槌を打つが、なぜに源次が唐突にそんな話を始めるのかわからなかった。
Shannon,「……では、……お館様の故郷の、台湾に鮎の泳ぐ川があって、そこに鍵があるということでしょうか」
Kanon,「姉さんは馬鹿だな。鮎の泳ぐ川なんていくらでもあるに決まってる」
Shannon,「わ、わからないよ…？　お館様が台湾のどちらにお住まいだったかは知らないけれど、……そこには川が一つしかないのかもしれない。だったら、そこってことになるじゃない」
Kanon,「姉さんは楽観的だな。そんな簡単なことで、謎が解けるものか」
Ronoue Genji,「……お館様の魔法の儀式は、挑む者が多いほどにその力を増すと仰せだ。お前も挑戦してみなさい。誰にも等しく、機会は与えられているのだ」
Shannon,「………は、…はい」
Kanon,「どうせ解けないさ。下らない……」
,源次は踵を返す。紗音たちも慌てて後を追う。
,彼らの足音が遠退き、静寂を取り戻した頃、ひらりと黄金の蝶が、何処かより舞い戻る。
{f:5:Beatrice},「………台湾、とな。……ほぅ、ずいぶんと遠くに住んでいたものよ」
,懐かしき、故郷を貫く鮎の川。{n}即ち、懐かしき、台湾を貫く鮎の川……？
{f:5:Beatrice},「……台湾に川などいくらでもあるわ。嘉音の言う通りではないか。馬鹿馬鹿しい」
,……………………………。
,しかし、台湾という単語が、気に掛かる。
,あの無口な源次が、誰にも問われずに唐突に呟いたそれが、何の意味も持たないなどということがあるだろうか。
,紛れもなく、源次は碑文の謎に絡めてそれを口にした。{n}まるで、碑文の謎を解くヒントでもあるかのように……。
{f:5:Beatrice},「…………馬鹿らしいとは思いつつも。……良かろうぞ、源次。そなたの茶番に、しばし付き合おうではないか」
,台湾、か……。千年の日々に世界を旅したこともあるが、台湾には疎い。
{f:5:Beatrice},「……無知を補うには知識の結晶に頼るが一番。それは薄く伸ばされて何枚にも重ねて綴じられて、書物と呼ばれているのだ」
,台湾について記した書物は、果たしてどこにあるだろう。
,本のたくさん納められている場所といえば、金蔵の書斎か。{n}あそこは無理だ。妾の立ち入れぬ魔除けが施されている。
,ならば、書庫、か……。
,金蔵の部屋の膨大な蔵書は、年月と共に増え続けている。
,書斎に収まりきらなくなった蔵書の一部は、書庫と呼ばれる倉庫に保管されているのだ。
,……もちろん、それでも膨大な量なのだが。
,書庫には、価値ある本から、価値の見出せない本まで、様々な書物が、古書店のようにぎっしりと収められていた。
,………書庫の扉の鍵穴が金色に光り、黄金の蝶がひらりと抜け出てくる。
{f:5:Beatrice},「相も変わらず、酷い臭いのする部屋よ。…埃、カビ。なるほど、知識とはこういう臭いなのか」
,……さて、台湾について記した本を、この膨大な中から探すというのか。気の遠くなる話だ。
,しかし、すぐに気付く。
,もっとも手っ取り早く、台湾にある川を知ろうと思ったら、必要な本は台湾の本ではない。
{f:5:Beatrice},「………地図帳ではないか。………そのくらい、どこかにありそうであるな。……探せ、我が眷属の蝶たちよ…！！　この埃臭く誇り高き知識の墓所より、妾の探す本を探し出せ！」
,足元より無数の黄金蝶の群が湧き上がる。
,それはうねり、風のようになって、書庫の中をぐるぐるととぐろを巻くかのように巡った。
,やがて、蝶の群が一冊の本を選び出す。それのようだった。
{f:5:Beatrice},「ご苦労であるぞ。………ふむ、世界の地図帳、アジア編であるか。ぴったりであるな」
,数巻にも及ぶ、豪勢で分厚い地図図鑑だった。
,台湾についても厚いページを割いている。資料価値は充分なようだった。
{f:5:Beatrice},「………台湾、とな。……南北３９４ｋｍ、東西１４４ｋｍ。面積、約３万６０００平方ｋｍ。……ほほう、なかなかに広大であるな」
,その面積は、日本に例えれば九州ほどもある。{n}……そこで、ベアトはとても当然な疑問に行き当たる。
{f:5:Beatrice},「金蔵はこれほどの広大な島の、どこに住んでいたというのか。……源次は台湾とは言ったが、台湾のどことは言わなかったぞ。これは迂闊であった……」
,ベアトは漠然と、台湾の地図さえ見ればすぐに謎は氷解すると思い込んでいた。
,しかし台湾は決して狭くは無い。この大きな島のどこを、金蔵は懐かしき故郷と呼ぶのか。
,……埃塗れの書庫で、時に咳き込みながらまでして本を調べ、その程度のことで手詰まりでは、あまりに面白くなかった。
{f:5:Beatrice},「一番大きな都市は台北か。……かつては、大正町なるところに日本人たちが住んでいたとの記述もあるぞ。……金蔵もやはり、ここに住んでいたのであろうか？　いやいや、そう決め付けるのは早計であるぞ、その保証は無い」
,台湾以上のことは決め付けずに、次を調べようぞ。
,故郷を貫く鮎の川だ。{n}何々……？　台湾には１２９本の河川がある？
{f:5:Beatrice},「はッ……。１２９本…！　この中のどれだけに鮎が泳いでいたやら…！　考えただけでも眩暈がするわ！」
,急激に馬鹿らしくなってきた。
,やはり、あれは源次の気紛れな呟きだったのだ。
,それをさも、碑文のヒントに違いないと勘違いしてしまったのだろう…。
{f:5:Beatrice},「黄金に目の眩んだ愚か者への褒美は、埃塗れというわけか。くっくくく、源次め、やってくれるわ」
,本をどさりと投げ出し、魔法にて本棚を一つ、ソファーに変えると、妾はそこにどっかりと身を投げ出す。
,しばらくの間、やられたやられたと愚痴り、天井を見上げた。
,悔しいから、この部屋の埃でも集めて玉にして、源次の湯のみの中にでも浮かべてやろうかと思い、床に目を落とす。
,投げ出した本が、ページを開いたまま転がっていた。
,そのページに、黄金蝶が止まる。
,………気紛れに本を投げ出し、偶然開いたページより神託を読み取るのは、まじないの一つだ。
,なるほど、……偶然開いたそのページに、何かヒントがあるかもしれないというのか。
,半ば期待せず、それを拾う……。
,開いていたのは、妾が読んでいたページのすぐ近くだろう。{n}台湾の地理について紹介するページのようだった。
,そのページは奇しくも、河川と湖沼について紹介するページだった……。
{f:5:Beatrice},「………川が１２９本あることはすでに承知しておるわ。まだ他にも妾に伝えたいことがあるというのか」
,主要な河川としては、以下の６つが数えられる。{n}濁水渓。高屏渓。淡水河。大甲渓。曽文渓。大肚渓。
{f:5:Beatrice},「ほう。さて、これらの川には鮎は住めたのか、否か」
,そこでふと思い当たり、呆れる。
,鮎は淡水魚だ。そして川に海水が流れるはずもない。
,……よほど汚かったり、ダムで塞き止めでもしない限り、川と名さえ付けば、どこの川だって鮎は住めるではないか。
{f:5:Beatrice},「馬鹿らしい。川ならどこだって淡水だ。鮎の住めぬ道理はないわ。…………そう考えれば、この淡水河なる川の馬鹿らしいことよ。川に淡水が流れるのは当然であろうが。淡水以外が流れて初めて、それを川の名にすれば良かろうに」
,淡水河は、台北から、港湾都市“淡水”へ向けて流れている。
,なるほど、淡水が流れてるからではなく、河口の町の名が川となったのか。
,…………川を下れば、やがて里あり。{n}その里にて二人が口にし岸を探れ。
{f:5:Beatrice},「………………………………」
,馬鹿馬鹿しいとは思う。しかし、なぜかこの町が気になった。
,懐かしき、故郷を貫く鮎の川。
,この文言で、１２９本ある河川の内の１本が特定できるはずなのだ。
,……鮎は、淡水魚。そして、淡水へ向けて流れる、淡水河の存在。
,滅茶苦茶なこじつけだとは思う。{n}……それとも、これは何かの暗示なのか…？
,……ここまでわざわざやって来て、埃塗れになってまで本を探した。
,ここで引き下がっては、ただの汚れ損というもの。
,…………良かろうぞ。
,妾が適当に放りて開いたページに神託があったかどうか。……妾の運試しと行こうではないか。
,妾は、さらに詳しく調べようと次なるページを開く……。
Clair,「この謎解きは、遊びのつもりでした。そして使用人たちはみんな、この謎解きゲームに夢中でした」
Clair,「私も、その内のひとりに加わるだけのつもりでした。……熱中できる読み物を久しく失い、退屈していた私は、その本を自室に持ち帰り、毎晩、眺めました」
Ushiromiya Lion,「……地図帳に、碑文の謎のヒントが？」
Willard H. Wright,「第３のゲームで、絵羽は書庫で何かの本を調べて謎を解いた。そして第５のゲームで古戸ヱリカは、謎を解くために書庫で求めた本は地図帳だった」
Ushiromiya Lion,「では、やはり台湾の地図に、何か秘密が……」
Clair,「……鮎の川とは、淡水河を暗示していると信じました。地図で淡水河を毎日辿り、地形を細かく調べました。……もちろん、鮎の泳ぎそうな小さな渓流もいくつも調べました。でも、……何もわかりませんでした」
Willard H. Wright,「過去のゲームでの情報によるなら、……それは、川じゃない。だが、流れるものだ。絵羽はそう読み解いた」
Ushiromiya Lion,「川ではない…？」
Clair,「はい。結論から言えば、淡水河とは無関係でした。……しかし、やはり今にして思えば、あれは神託だったのです。淡水河自体は無関係でしたが、……それはやはり、大きなヒントになったのです」
Ushiromiya Lion,「川は無関係なのに、……ヒントにはなると？」
Willard H. Wright,「落ち着いて考えろ。川でなく、流れるものを考えるんだ」
Ushiromiya Lion,「………つまり、水以外が流れる何か…？」
Willard H. Wright,「何が思い付く。……発想を柔軟にしろ」
Ushiromiya Lion,「…………………………」
{f:5:Bernkastel},「……ウィル。謎掛けごっこはもうウンザリしてるわ。……焦らさないで、教えちゃいなさいよ。……あなたは解けたんでしょ？　碑文」
Willard H. Wright,「…………………。……恐らくな」
Ushiromiya Lion,「……水以外で流れるもの……。……もの……。……物…？　……物流……？　例えば街道とか、道路とか」
Clair,「正解です。鮎の川が、川そのものを指さないことに気付くのに、私は膨大な時間を掛けました……」
Willard H. Wright,「そうだ。淡水の名が付く、川以外のものがある。それは物や人が流れ、上りも下りもある」
Ushiromiya Lion,「……上り、下り……？　まさか、……」
Willard H. Wright,「そうだ。鉄道だ」
,淡水線。それは、台北から淡水港までを結んだ鉄道だ。
,１９０１年に開通。{n}その後、駅を増やし続け、台北の大きな動脈となった。
,この鉄道は戦後も運用され、台北捷運淡水線として今日も使用されている。
,その路線は、台北駅より伸び、終点の淡水へ向けて下っていく……。
,台北駅。{n}長安駅（旧名、大正街駅）。{n}双連駅。{n}大同公司駅。{n}円山駅。{n}剣潭駅（旧名、宮ノ下駅）。{n}士林駅。{n}石碑駅（旧名、…………、
Willard H. Wright,「………碑文には、川を下れば、やがて何があると？」
Ushiromiya Lion,「さ、里があると」
Willard H. Wright,「淡水線の駅の中で、里の名を持つ駅は、この石碑駅しかない」
Ushiromiya Lion,「こ、これは何と読むんでしょう……」
Willard H. Wright,「キリガン駅、と読む。戦後、石碑駅に名を変えたが、金蔵が住んでいた当時は、キリガン駅だった」
Ushiromiya Lion,「川を下れば、やがて里あり……。その里にて、二人が口にし岸を探れ……」
{f:5:Bernkastel},「……くす。里だけじゃなく、岸まであるわね。その駅の名前……」
Clair,「果たして、その駅を示しているのか、短くない時間を悩みました。……里という文字と、岸という文字。何となく、なぞなぞの文字遊びのように感じていました…」
Ushiromiya Lion,「この、キリガンの一文字目の、口偏の漢字。口の脇にあるこれ（其）は、“その”と読みますよね…？！　“口にし”で、口の文字もあるし…！　……ん、…でも、“二人が”口にし、の意味がわからない…」
,キリガンを意味する３文字の漢字は、里、口、其、岸、などで構成されている。
,それらは何れも、碑文の中に登場する文言だ。
,“其の里にて二人が口にし岸を探れ”。
,この駅の名を、暗示しているようにも読み取れる。{n}しかし、二人が口にし、というのがわからない……。
Clair,「……私も、そこに引っ掛かりました。しかし、きっとこれを指し示すに違いないという、強い信念がありました」
Ushiromiya Lion,「この駅名が旧名であるように、……この地名も、何か旧名があるのでは？」
Willard H. Wright,「そうだ。元々、キリガン駅は、地名から名付けられたものだ。そして、地名のキリガンは、駅名と違い、こう書く」
Ushiromiya Lion,「あっ、……口が、二つ……！」
Clair,「調べればすぐにわかることでした。……やはり、碑文はこの、キリガンのことを指し示していたのです」
Ushiromiya Lion,「では、ここに、黄金郷の鍵が眠っていると…？」
Clair,「普通に考えればそうなります。しかし、台湾まではるばる行けるわけもなく。当然、キリガンと呼ばれる土地も広大です。そのどこに、小さな鍵が隠されているのか、わかるはずもない。途方に暮れました……」
Willard H. Wright,「しかし、お前は諦めなかったな」
Clair,「碑文の、少なくとも最初の５行については、確実に答えを手に入れたと確信していましたから。………私にとって、これはもう、何よりも面白いゲーム、……いえ、ミステリーでした」
,一度はそこで諦めかけました。
,しかし、私は鍵を手にしたに違いないのです。{n}そこで、碑文に従い、黄金郷へ旅立つことにしました。
Ushiromiya Lion,「……第一の晩に、鍵の選びし六人を生贄に捧げよ…」
Willard H. Wright,「この一文を見てわかることは、鍵とは即ち、６つの何かを示せるということだ。……その時点で、錠前に挿す、言葉通りの鍵ではないことが推理可能だ」
Ushiromiya Lion,「６つの何か……？」
Clair,「はい。６つの何か。……私も頭が固い人間でしたから。……とにかく、６に関わる何かがないかと、本を読み漁りました。６。６、６、６」
Clair,「キリガンという鍵の在り処は、言葉遊びによって隠されていました。ならばきっと、この６もまた、言葉遊びに関わるに違いない。６。６、６、６。……探しました。６を」
Ushiromiya Lion,「…………この、キリガンという文字が、６つに分解できるとか……」
Willard H. Wright,「いい推理だ。しかし、この３つの漢字といくら睨めっこしても、答えは出ない。そもそもキリガンなんて読み方自体、日本語読みだ」
Ushiromiya Lion,「では、現地では何と？」
Clair,「……Ｑｉｌｉａｎと発音します。それは英語だと、６文字」
Ushiromiya Lion,「６文字…！　じゃあ、やはりこれは、言葉遊び…！」
Willard H. Wright,「第一の晩に、鍵の選びし６文字を生贄に捧げよ、ってわけだ」
Ushiromiya Lion,「……な、………なるほど…………」
,こうして話せば、ここに至るまではあっという間の推理に聞こえるかもしれない。
,……しかし、たった一人でここまで至るには、長い時間を掛けたのだ。
,源次がたった一言呟いた言葉だけから、ここまでに至るには、気が遠くなるような夜の数を重ねたのだ。
Ushiromiya Lion,「では、この６文字を生贄に捧げよとは、一体、どういう意味でしょう」
Willard H. Wright,「続く第二の晩以降は、“残されし者”で話が進んでいく。……何かの文字列から、鍵の６文字を間引き、残った文字でどうこうしろと言っていることが推理できる」
Clair,「しかし、何から６文字を間引くのか。それにも長く悩みました。ここからは、もはや新しい謎。誰の助けもなく、今度こそ自分の力だけで解かねばなりませんでした」
Ushiromiya Lion,「……過去のゲームの中で、…確か楼座叔母さんが、第一の晩について何か仮説を立てていたような気がします」
Willard H. Wright,「第十の晩の、黄金の“郷”に注目した推理だな。碑文の中には、他に四度も黄金郷という単語が登場するのに、なぜかこれ一つだけが、黄金の郷と記されている」
Clair,「なぜ、第十の晩だけ、黄金の郷なのか。これに気付くのにも、そしてどうしてなのかに気付くのにも、これまた長い時間を掛けました」
Willard H. Wright,「楼座の推理はこうだった。黄金の“郷”をキョウと読み、京都の“京”と読み解いた。そして、懐かしき故郷から京都までの十日かかる旅路を十分の一した地点に、何か秘密があると疑った。………いい推理だったが惜しかった。“京”は京都以外にも読み解けたんだ」
Ushiromiya Lion,「……“京”を、京都以外で読み解く……？　ん……」
Willard H. Wright,「難しく考えるな。そのままだ」
Clair,「……京です。いえ、キョウでなく、ケイと読みましょうか。数字の単位です。一十百千万億兆、京」
Ushiromiya Lion,「数字の、単位……！」
Clair,「……私の場合は、この六軒島にいるという地の利がありましたから。“京”を思い当たるヒントはあったのです。私の場合は、先に答えがわかってから、逆に問題の意味がわかったという感じでした」
Willard H. Wright,「ややこしいことを言うと理御が混乱する。話を戻そう。……第十の晩に１京に至るならば、第一の晩はいくつになる？」
Ushiromiya Lion,「い、１京の十分の一ですから、……えっと、………千兆…？」
Willard H. Wright,「正解だ。千兆から、鍵の選びし６文字を間引くんだ」
Clair,「Ｑｉｌｉａｎが英語である以上、千兆も英語であろうとはすぐに察しました」
Willard H. Wright,「千兆は英語では、Ｑｕａｄｒｉｌｌｉｏｎ。……第５のゲームでの戦人の推理通り、１１文字だ。いや、これはあんたの推理だったか」
{f:5:Bernkastel},「…………くす」
Clair,「奇しくも、このスペルも冒頭はＱ。６文字の鍵の冒頭もＱ。きっとこれに違いないと直感しました」
,理御は懐より手帳を取り出し、ＱｕａｄｒｉｌｌｉｏｎとＱｉｌｉａｎのスペルを書き出す。
,ぱっと見ただけでも、かなり似ている印象を受けた。
Ushiromiya Lion,「………………。……確かに。……Ｑｕａｄｒｉｌｌｉｏｎの中には、鍵が示す６文字が、確かに含まれています…！　じゃあ、この６文字を消すと……？！」
,意味不明な５文字が残る。{n}しかし、５文字というのには意味がある。
,なぜなら、続く碑文で、殺せという表記は、あと５回登場し、その上で第九の晩には“誰も生き残れはしない”と続く。
,つまり、５文字が残るのは正解なのだ。
Ushiromiya Lion,「しかも、この５文字は、第５のゲームでの戦人さんの推理通り、寄り添っている文字があります。ｄとｒです！　これが“寄り添いし二人”に違いない！」
Clair,「……ここまでくれば、もはや謎は、ほとんど解けたも同然」
Willard H. Wright,「逆に言えば、碑文だけで解ける謎は、ここまでだ。この後、言葉遊びを続けても、答えはわかるかもしれねぇが、仕掛けは開かない」
Clair,「そうです。……ここまでがわかれば、あとはそれに従い、抉りて殺すのみです」
Willard H. Wright,「お前は、その場所の心当たりの方が先だったわけだな」
Clair,「はい。………元々、碑文が現れるより以前から、そこに黄金が隠されているのではないかと疑われていました。そしてそこに、謎めいた一文があれば、きっと何か秘密が隠されているに違いないと思うのは当然のこと……」
Ushiromiya Lion,「……その場所、とは……？」
Willard H. Wright,「黄金郷の入口を開ける、仕掛けの場所だ。……勘のいいヤツなら、鍵の選びし６人を生贄に捧げる“第一の晩”が、どこのことか、もう察してるはずだ」
Ushiromiya Lion,「え？　それは千兆のことであって、場所のことではないのでは……？」
Willard H. Wright,「千兆と記された場所だ。……お前は知ってるはずだが。それとも、クソ真面目に金蔵の言い付けを守り、近寄らなかったから知らないというのか…？」
