Speaker,PS3 Japanese - Censored (JPC)
,しかし、新しく呼び出されたこの家具は、…駒の価値が格段に違う。
Asmodeus,「……素敵な獲物に恵まれるなんて、なぁんて幸運なのかしら。………くすくすくす、怯えてる？　かぁわいい。くすくすくすくす！」
Kanon,「…………来い。魔女の家具…。お前には殺されない…！」
Asmodeus,「くすくす！　私の姿を追うこともできないのろまのくせに、粋がって」
Asmodeus,「……行くわよ？　……ねぇねぇ、どこがいい？　どこを貫いてほしい？　お答えなさいよ、かわいい子。あなたの好きなところを、思い切り貫いてあげる…！！　くすくすくすくす、さぁさお答えなさいよかわいい子…！」
Kanon,「ぼ、…僕を可愛いと言うなッ！！！」
Asmodeus,「きゃっはははははッ！！　行くわよのろま！！　さぁ追ってごらん、その節穴で！！　きゃーっはっはははははははははッ！！」
Ushiromiya Jessica,「うぐっっ……！！」
Kanon,「…………お、……お嬢様………」
Ushiromiya Jessica,「へ、………目では追えなかったけどよ…。読みは、当てたぜ………。ざまぁ…見やがれ…………」
,狙われたのは嘉音の背中だった。{n}…でも朱志香は読みきった。
,嘲笑する魔女が狙うのが、正々堂々ともっとも相反する、…背中であることを読みきった。
,でも、防ぎようがなかった。{n}…自己犠牲を気取るつもりなんかなかった。{n}こうする以外に、嘉音の背中を守れないと思った。
,…………だから、自らの背中で受けるしかなかった。
,悪魔の杭に姿を変えた魔女の家具は、深々と朱志香の背中に突き刺さっている。…それが肺にまで至る致命傷であることは明白だった。
,それを見て魔女は邪悪な声で大いに笑う。
,なぜなら、“魔女の読み通りの場所に”、命中したから。{n}…全て全て、読み通りだった！
{f:5:Beatrice},「どうした嘉音ンン…？　朱志香お嬢様はお前より先には殺されなかったンじゃないのかァ？？」
{f:5:Beatrice},「くっききききき、そうそうそれそれその顔よ、お前のその顔が見たかったッ！！　きっきききききっきききききききききッ！！　楽しんだッ実に充分ッ！！　もう良い死ね死ね笑わせろッ！！」
{f:5:Beatrice},「さぁさお出でなさい罪を赦しなさい、煉獄の七杭が一つ、憤怒！！」
Satan,「……憤怒のサタン。ここに」
{f:5:Beatrice},「その獲物はお前のものだ。今すぐ食らって、こやつの舞台に幕を下ろしてやれ」
{f:5:Beatrice},「……人ならば降板とも言おうが、家具のお前の場合は、大道具係が舞台裏に運び出すといったところか！」
Kanon,「………………僕はもう、……家具じゃない。そしてそれを、……二度と疑わない！」
Satan,「……くすくす、なぁに？　あんた、また私に殺されちゃうの？」
Satan,「あんたの胸、……温かくて本当に貫くと気持ちがいいのよ…？　さぁ、また味わわせて…？　あなたの温かい胸の中で、熱い熱い血潮で私を思い切り気持ちよくして…？」
Satan,「…きゃっはっははははははははははははははッ！！！」
Kanon,「ぐっっ……！！」
,防げるはずもない。
,部屋中から啄木鳥がノックするような音が溢れ出して、…あっと思ったら、……それはもう胸のど真ん中だった…。
,チェスで駒を取る時に、相手の駒がそれを防ぐことなんて、ルール上ありえない。
,だから、それはルールにまで定められた、当然の結果。
,嘉音は両膝を付く…。そして、謝罪した。
,……魔女にじゃない。…そして“お嬢様”にでもない。
,………朱志香に、謝罪した。
Kanon,「…ごめん…………。……守り……切れなかった…………」
Ushiromiya Jessica,「………気にしないで……。……格好良かった…よ……」
,嘉音はとうとう倒れる。……そして朱志香と並び、双子座を思わせるように、二人して横たわる。
Ushiromiya Jessica,「……嘉音くんはさ、………もう、家具じゃないよ…」
Kanon,「…はい……。………それに、……気付くのが、……遅過ぎた……」
Ushiromiya Jessica,「君の本当の名前、……………聞きたかった…」
Kanon,「…僕の、……本当の名前は、…………、……ぁ、………あああぁぁ…ぁ…」
,嘉音は最期に、自分の本当の名前を教えたかった。…だが、…朱志香は、永遠に目覚めぬ眠りに、すでに落ちていた……。
,だから、嘉音が今日まで守ってきた本当の名前は、………ついに、…朱志香に、……教えられなかった…。
Kanon,「………僕は…、…………人間に、………な…れ…………、」
,それが、嘉音が残した、…最後の言葉となった。
{f:5:Beatrice},「わっははははははははは、くっきかかかかかかかかかかかかッ！！　笑わせるな家具がッ！！」
{f:5:Beatrice},「百年を経ようと家具は家具よ！　捨てる時に家具のために墓穴を掘る馬鹿がどこにいる？　家具は叩き割って薪にして、後には灰しか残らぬわ！！」
{f:5:Beatrice},「くっくくくく、そういうことよ、家具に刻める墓碑などない！　……貴様は死ねばこれ以上の屈辱を受けることがないと信じているようだが、それは甘いぞ…？　死者を辱めるというのがどういうものか、……妾が教えてやろうぞ。くっくっくっくっく！！！」
,煙管をひと吸いすると、魔女はその煙を嘉音の死体に吐きかける…。
,……すると嘉音の体は、すっと宙に浮かび上がり、…虚空の口に食われたかのように掻き消えてしまう。
,魔女は最後まで卑劣だった。……最後に通じ合った二人の遺体を、寄り添わせることすら許さなかったのだ…。
,見る者があったなら、死者を辱めるというのはこういうことなのかと嘆くだろう。
,…しかし、ベアトリーチェはもっともっと残酷だった…。{n}……それは、すぐに理解できるものとなる…。
