Speaker,PS3 Japanese - Censored (JPC)
Ushiromiya Battler,「これが俺の真実だ！　{p:2:右代宮金蔵はすでに死亡している}。{p:2:よって島の本当の人数は１７人}！　{p:2:そこに未知の人物Ｘが加わることで１８人となっている}。{p:2:この人物Ｘの存在の仮定によって、１７人全員にアリバイがあっても犯行は可能になる}ッ！！」
Ushiromiya Kyrie,「……つまり、私たちはこれ以上、お父様への面会を拒まれるならば、以下の仮説を立てなければならないの。つまり、お父様はすでに亡くなっている。しかし、遺産を分配したくない蔵臼兄さんがそれを隠してる、ってね？」
Ushiromiya Krauss,「………………………………。…馬鹿馬鹿しい」
Ushiromiya Natsuhi,「そ、そうです、馬鹿馬鹿しいにも程があります！！　これほどの侮辱は初めてですッ！！」
Ushiromiya Kyrie,「私たちは、警官立会いの下で強制的にその生死を確かめることさえ可能よ。ねぇ、絵羽姉さん…？」
Ushiromiya Eva,「……え、……えぇ…。そうよ、兄さん。話は何とでもでっち上げられるわ。兄さんが、第三者の立会いの下にお父様を面会させなければならない状況になんて、簡単にお膳立てが出来るわ…！」
Ushiromiya Kyrie,「でも。それは右代宮家にとってとても不名誉なことだと思うの」
Ushiromiya Kyrie,「だから私はこの提案をしている。世話人の義務と責任。万一の際のペナルティ。これを承諾してくれれば、私たちはお父様を無理やり引き摺り出すなんて真似は控えることができる」
Ushiromiya Rudolf,「…あぁ、そうだぜ、兄貴…。さっき言ったじゃねぇか…。兄貴は世話人として当然の義務を果たしてる、ってな。霧江の条件は大したことじゃねぇはずだぜ？　なぜ過剰反応する？」
Ushiromiya Rudolf,「……親父が自然死以外の理由で死んだ場合、次期当主から引き摺り下ろされるってのが、そんなにも気になるのかよ？」
Ushiromiya Eva,「それともなぁに？　お父様が自然死以外の理由で亡くなるような心当たりでもあるのかしら…？」
Ushiromiya Krauss,「そんな心当たりなどあるわけもない。……なるほど、私にも親父殿の気持ちがわかってきたよ。死に方ひとつ自由にさせてもらえないとは、実に気の毒な晩年だよ」
Ushiromiya Kyrie,「えぇ、本当に気の毒な晩年ね。……その晩年が、実はもう過去のことじゃないのかと、私たちは疑っているの」
Ushiromiya Kyrie,「……この疑惑は、私たちをお父様に面会させてもらえるだけで、あっさりと解けるわ。…ここまで私たちに侮辱されても、…それでも面会は許されないんですか、蔵臼兄さん………？」
Ushiromiya Krauss,「……………………………」
Ushiromiya Kyrie,「お父様は多分、すでに亡くなっているわ。恐らく遺体は極秘の内にどこかに処分したでしょう。……そして、お父様の代理ということで財産を独占した後、失踪したことにして７年掛けて、お父様を死体なき死者にする」
Ushiromiya Kyrie,「…………ごめんなさいね、気を悪くしないで？　これはあくまでも私の推理ごっこだから」
Ushiromiya Natsuhi,「ぶ、……無礼極まりないッ！！　あなたにこの屋敷に留まる資格はありませんッ！！　即刻退場なさい！！　二度と当家の敷居をまたぐことを許しません！！」
Ushiromiya Kyrie,「去年通用した手が、今年もまた通用すると思ったのが運の尽きね。……お父様はご機嫌斜めだから面会できない？　去年の時点で充分不審だったのに、今年もだなんて」
Ushiromiya Kyrie,「お父様の代理を騙り財産を乗っ取るなら、もっとスピーディーにやって、今日の親族会議を待たずに失踪させるべきだったわね。さすがに甘いわよ、蔵臼お兄様……？」
Ushiromiya Krauss,「…………君が何のことを言っているのか私にはさっ、」
Ushiromiya Kyrie,「でも！　……お父様がご機嫌斜めなのは事実で、蔵臼兄さんが世話人としての責務として、私たちの面会を拒んでるのだとしたら、それはとても立派なことよね。なら、私の出した条件をのんでくれれば、この場は収まるわ」
Ushiromiya Kyrie,「………何しろ、お父様のことをこんなにも大切にする蔵臼兄さんですもの。お父様に、検死されて困るような死に方が、あるわけがない」
Ushiromiya Kyrie,「いずれにせよ、お父様は病院嫌いなんだから書斎で亡くなるでしょうね？　いずれにせよ必ず検死は行なわれるわ。……{i:検死を逃れて殺す}には、失踪しかない」
Ushiromiya Eva,「………霧江さん。兄さんをいじめるのは、それくらいにして下さらないかしら…？」
,絵羽が、気色悪いくらいにやさしい声で霧江をたしなめる。
,…それは状況的に考えてありえないこと。{n}だからこそ、あまりに気色悪かった…。
Ushiromiya Eva,「兄さんにも色々と都合やプライドもあるはず。兄さんにとって当然の義務であっても、それを文書化して、その上、ペナルティまで課せられたんじゃ、…そりゃ不愉快なはずよ。ねぇ、楼座……？」
Ushiromiya Rosa,「……えぇ、そうね。………蔵臼兄さんの長男としてのプライドを軽んじ過ぎたかもしれないわ。……霧江さんの言うような、世話人の責務についての覚書にサインというのは、さすがに気の毒かもしれない」
Ushiromiya Rudolf,「そうだな。兄貴はよくやってくれてる。そこを汲み取り、おかしな書類にサインとか、万一の時はペナルティとか、そういう話を抜きにして兄貴に全部一任することを、考えてもいいかもしれねぇな」
Ushiromiya Krauss,「お、…………お前ら…………、」
,絵羽だけでなく、留弗夫や楼座までもが、示し合わせたかのような薄気味悪い笑顔を浮かべて蔵臼を追い詰める。
,彼らは今や、霧江がどうやって追い詰め、どこを落とし所にしているか完全に理解していた…。
Ushiromiya Kyrie,「……世話人の責務についての覚書。これにサインすることなく、私たちがお父様への面会を生涯求めないことにも出来るわ。……覚書などなくとも、蔵臼兄さんが世話人に相応しいという保証をしてくれれば」
Ushiromiya Krauss,「私に、………その保証金を支払えというのかね？　ふっふふふふ、はっははははははは…！　これはおかしい！　わっはははははははははは！」
Ushiromiya Kyrie,「保証金は、絵羽さん、留弗夫さん、そして楼座さんの３人に、１人、３０億円ずつ。手付金として、その１割の３億円ずつを、今年度中に振り込んでもらうわ」
Ushiromiya Krauss,「９０億だと？！　そんなカネはないッ！！！」
Ushiromiya Kyrie,「お父様がお亡くなりになった後なら捻出できるはずよ。私たちも、その程度には下調べは済んでる。手付金の９億円だって、蔵臼さんの財産状況なら何とかなるはず」
Ushiromiya Kyrie,「それこそ、{i:お父様に借りることだって}可能でしょう？　…白々しい演技は不要よ」
Ushiromiya Krauss,「…………ふ、不愉快だ。実に不愉快な話だ…！！」
Ushiromiya Natsuhi,「ま、まったくです！！　お父様の遺産の話だけでも充分、不敬だというのに！　お父様はもう死んでいる？　主人がそれを隠していて財産を独占している？！」
Ushiromiya Natsuhi,「もううんざりです！！　あなたたち全員に、もはや右代宮を名乗る資格などありませんッ！！」
Ushiromiya Hideyoshi,「落ち着いてや、夏妃さん…！　みんなももう話はこれまでや！　どうや、この場の話は一旦、ここまでにせんか…？！　規模がデカイ上に唐突な話や。わしらも興奮してるところがあるかもしれん！」
Ushiromiya Hideyoshi,「ここは一旦、休憩を挟んで頭を冷やさんか？　蔵臼兄さんにも、ちょいと時間が必要やろ。な、蔵臼さん？」
Ushiromiya Krauss,「………時間…？　そんなものが、なぜ私に必要なのかね」
Ushiromiya Hideyoshi,「まままままま！　わしらかて、本音じゃ物騒なことなんぞ考えとらん！　どうしてもお父さんに会わせてもらえんから、ちょいと嫌味が言いたくなっただけなんや…！」
Ushiromiya Hideyoshi,「それに蔵臼さんが、売り言葉に買い言葉で頭に血が上ってしまったのも、よーぅわかっとる…！　蔵臼兄さんかて、本当はそこまで言うんなら、会わせてやってもいいと思っとるんや！」
Ushiromiya Hideyoshi,「な？　そうやろ？　ただ、ついつい意地になってもうたんで、今さら会ってもいいなんて言えなくなってしまっただけや。そうやろ？　な？　な？」
Ushiromiya Natsuhi,「……た、…確かに主人も皆さん同様、少々冷静を欠いてしまったところもあるでしょう。……私たちはお父様の、皆さんに会いたくないという意志を尊重して頑なに断っていたに過ぎません」
Ushiromiya Krauss,「…………………。……うむ、そうだな。つい、昔のような兄弟喧嘩になってしまい、私も意地になってしまった。………頭を冷やそう」
Ushiromiya Krauss,「…お前たちが親父殿にどうしても会いたいという強い気持ちはよくわかった。…私もそれを伝える。………何とか面会してもらえるよう、親父を説得しよう。………それでどうかね」
Ushiromiya Rosa,「……そうね。蔵臼兄さんに、説得の時間を与えてもいいと思うわ」
Ushiromiya Rudolf,「そうだな。……頼むぜ、兄貴。俺たちに会ってくれるよう、よく説得してくれ。何しろ、親父の世話人なんだからよ」
Ushiromiya Eva,「その説得だけど、今夜中って制限を設けさせてもらうわよ？　明日になったら、私たちは書斎の扉を打ち破ってでも、お父様の安否を確認するわ。………それでいいわよね？　兄さん…？」
Ushiromiya Krauss,「……好きにするがいい。なるほど、説得すらも大して時間は掛けられないようだ。……夏妃、行こう。せめて晩餐にはご一緒していただくよう、お願い申し上げよう」
Ushiromiya Natsuhi,「は、はい…！」
,蔵臼は夏妃を伴うと客室を出て行く。
,二人の足音が聞こえなくなると、秀吉が深いため息を漏らして、にやっと笑いながらソファーにどかっと腰を下ろした…。
Ushiromiya Hideyoshi,「…………霧江さん。…あんた、恐ろしい人やな」
Ushiromiya Kyrie,「勝手な口出しをしてごめんなさい。謝るわ」
Ushiromiya Rudolf,「……いやいや、当初の計画にはなかった追い詰め方だが、結果は上々だ。…相変わらず、お前ってヤツには頭が下がるぜ…」
Ushiromiya Rosa,「でも、…９億円も用意できるのかしら……？　蔵臼兄さんの財政状況ギリギリで、７.５億が限界と私たちは計算したはず…。……９億はさすがに吹っ掛け過ぎじゃない…？」
Ushiromiya Kyrie,「無理なら無理でいいのよ。蔵臼兄さんの顔を立てて７.５億に減額、とかやれば譲歩したっぽく見えて収まりやすいでしょう？　本当に９億出てきたなら大成功だし」
Ushiromiya Eva,「兄さん、今頃、夏妃さんと作戦会議中でしょうね。……あのプライドの高い兄さんが、どんな言い訳をしながら屁理屈をこねてくるか、本当に見物だわ」
Ushiromiya Kyrie,「お父さんを説得……？　出来るわけがない」
,居もしない人物の説得なんて、出来るわけがない…！
Ushiromiya Krauss,「………………兄弟たちも、年に一度の親族会議に、それぞれの都合を合わせてやって来ています」
,蔵臼と夏妃の姿は、薄暗い金蔵の書斎にあった。
,時折、雷鳴が聞こえ、薄暗い部屋を明滅させるかのように照らし出す。……嵐が島を閉ざすのはもうじきのようだった。
Ushiromiya Natsuhi,「……お父様…！　どうか今一度、不敬な彼らに、当主様の威厳をお示し下さい…！」
Ushiromiya Kinzo,「駄目だな………」
,窓辺に立ち、威厳ある背中を向ける大柄な人影が、静かだけれど力強く、…そう答えた。
,少しだけ俯き、震える仕草を見せる。…やがてその肩越しに聞こえてきたのはくぐもった笑い声であった。
Ushiromiya Kinzo,「くっくくくくくくくくくく、はっはっはっはっはっはッ！！　駄目だな、全然駄目だ…！！　わっははははははははははッ！！」
,………余命３ヶ月…？　後先短い老いぼれ…？{n}それは誰のことを指して言ったのか。
Ushiromiya Kinzo,「愚か者がァ！！　弟たちに恫喝されてノコノコやって来たか。恥を知れいッ！！」
,金蔵が振り返りながら払ったマントは、澱んだ部屋の空気を力強く一閃する。
,その風圧は、まさに右代宮金蔵の威厳と気迫をそのままに表していた。
,その風圧に吹き飛ばされるかのように、蔵臼が尻餅をついてしまったとしても、何の不思議もなかった。
,半ば腰を抜かしたようにも見える蔵臼に気遣うように夏妃も腰を落とす。
,そこに金蔵の、……ずしり、……ずしりと、貫禄を示す重みある足音が近付く。
Ushiromiya Krauss,「お、……お父さん………、」
Ushiromiya Kinzo,「馬ァ鹿があぁあぁぁ……！！　嘉音に聞いておるわ、貴様が弟たちに、どれほど情けなく手玉に取られたかをなぁ？！？！」
Ushiromiya Natsuhi,「お、お父様…！　夫はお父様の名誉を守るために懸命に…、」
,夏妃の言葉に耳も貸さず、金蔵は尻餅をついている蔵臼の襟元に手の平を差し伸べる。
,…いや、人差し指を残してぎゅっと握り、その人差し指一本を………、蔵臼の襟元にぐぃぃと押し当て、……ねじり、………………ゆっくりと、高々と、……蔵臼を指一本で持ち上げる。
Ushiromiya Kinzo,「…情けないヤツだなお前はァぁあぁ。……妻に自分の弁解をさせるのか？　言い訳くらい自分でして見せよッ！！」
Ushiromiya Krauss,「ぐくく、…………………っがはッ……！！」
,蔵臼の爪先は宙をもがく。
,金蔵の隆々とした指が喉を締め上げているのだ。{n}喋るどころか、口をきくことさえ出来はしまい。
,もっとも、口を開くことが許されたとしても、今の蔵臼に、金蔵を納得させられるような言い訳など、思いつくわけもないのだが…。
,しかし、……何という力なのか…。{n}金蔵のこの怪力を見て、誰が老人だなどと呼べたものか…。
Ushiromiya Natsuhi,「……お父様…！！　夫は夫なりに戦いました…！！　どうかお許し下さい…！！」
Ushiromiya Kinzo,「…………夏妃ィ。……戦いというのはな、勝つまでの過程を言うのだ。……負けるまでの過程は、戦うとは言わぬ」
Ushiromiya Kinzo,「それはただ一言、みっともないと言うのだああぁッ！！　わっはははははははは、これが私の跡継ぎだと言うのか、わっははははははは、わっはっはっはははははははっはぁああああ！！」
,金蔵は雷鳴と共に、これほど愉快なことはあろうかとでも言うように豪快に笑う。
,そして笑いの最後に、不甲斐ない息子をまるで紙くずのように放り投げ、壁に叩き付ける…。
Ushiromiya Krauss,「ぐはッ、……ううううぅぅ……」
Ushiromiya Natsuhi,「あなた、あなた…！！　しっかり……」
,壁からずり落ち、苦しそうに喉を擦る蔵臼…。{n}夏妃は駆け寄り介抱する…。
,しかし金蔵はそんな二人には何の興味も示さず、最初からそうだったかのように、再び窓辺に戻り、不吉な雷雲を見上げる。
Ushiromiya Kinzo,「…………ベアトリーチェにさえ会えれば、我が人生には何の悔いもないと思っていたが、どうやらそういうわけにも行かぬらしい」
Ushiromiya Kinzo,「……魔女より得たものは何も残せぬのが初めからの約束。しかし、右代宮の名は魔女のものではない」
Ushiromiya Kinzo,「……その名を継ぐのが誰に相応しいか。どうやらそれだけは、わしが自らの手で解決せねばならぬようだ。……喜べ蔵臼！！　気が変わったぞ」
Ushiromiya Krauss,「………お、お父さん…。………では……？」
Ushiromiya Kinzo,「貴様ら腑抜けどもと食事をする気など起きぬ。だが、その後の親族会議には出席する！」
Ushiromiya Natsuhi,「お、お父様…。ありがとうございます……！」
Ushiromiya Kinzo,「私はその席上で、当主継承についての重大な発表をするであろう。お前たちの下らない争いは、私自らが解決してやるッ！！　うっははははははは、わーっはっはっはっはっはっはっはっはっはっはっはッ！！！」
