Speaker,PS3 Japanese - Censored (JPC)
,卵自体は、すでに“最初の１人”に産み出されていた。
,そして、真里亞と出会うまでの間に、殻の中で千年の貫禄を持つ“キャラクター”を充分に熟成させた。
,そして真里亞に認めさせることで孵化し、………六軒島の魔女は、初めて姿を持った。
,恐らく、この瞬間こそが、……１９８６年のベアトリーチェの誕生した瞬間なのではないか。
,……妹の雛ベアトとやらは、戦人への恋心から生まれる。
,それがまだ生まれていない以上、この姉ベアトの誕生にも、そしてこの時点でのベアトリーチェの存在にも、戦人は何の関係もないことになる。
,…………………………。
,こんな推理で、お楽しみいただけてるのか？　ベルンカステル……。
,楽しめてんなら、拍手くらいしろィ、観劇者ども。
,…………こりゃ、どーも。
Ushiromiya Maria,「真里亞は、ベアトに魔法で叶えてほしい願いがたくさんあるの。だから、ベアトが復活するのに協力してるの」
Willard H. Wright,「……願いとは何だ」
Ushiromiya Maria,「いっぱいある。きひひひひひ、内緒」
Willard H. Wright,「黒き魔女からママを守ってほしい、か」
Ushiromiya Maria,「どうしてウィルは何でもわかるの？　すごいよ。うー！」
Willard H. Wright,「……魔女に願わねば、取り戻せない世界だと。お前はもう、思っているのか」
Ushiromiya Maria,「うん。ママは大好き。やさしい。いつまでも一緒にいたい。永遠に」
Willard H. Wright,「………………………。………今度はマリアージュ・ソルシエールについて聞きたい」
Ushiromiya Maria,「……………………………」
Willard H. Wright,「……………。……どうした」
Ushiromiya Maria,「やだ」
Willard H. Wright,「…………何？」
Ushiromiya Maria,「私、喉が渇いちゃったからジュース飲んでくる。またね」
,真里亞は急によそよそしくなり、ぺこりと頭を下げてから、一方的に立ち去る。
,……真里亞らしくない仕草だった。
Willard H. Wright,「……………………………」
,なるほど。ゲームマスターが、駒を動かしたということか。
,……今は別の話を聞け、ということらしい。
,理御は、いつの間にか親族たちに混じって談笑している。
,朱志香は、さんざんしりをつねられたらしく、悪態をつき、それを譲治になだめられている。
,……朱志香と譲治。次はこの二人に話を聞くか。
,真里亞に比べれば、はるかに反魔法の毒素の強い二人だ。
,少なくとも、全てのゲームの開始時には、ベアトリーチェを認めてはいない。
,真里亞からは、認めた者の話を。{n}では次は、認めてない者の話だ。
