Speaker,Umineko Project (UP)
,It was a fence wonderfully adorned in a gothic style.
,"For an instant, I spun around, thinking that I might have returned to the original mansion."
,"Of course, there were fences around the mansion to stop us from entering the forest. But this fence was decorated differently, ......and most of all, it was very tall."
,It probably reached a full two stories up.
,"It was covered with ivy, and created a mysterious, solemn atmosphere..."
,"At the time, ......I believed the legend of the witch of the forest, {f:5:Beatrice}."
,"I had been told that she was frightening, but some of the servants told me that she would sometimes help you if you respected her."
,"......Since I had started to lose confidence in how my life was going, I believed that the only way I could be saved was by receiving her help."
,"So that's what made me think it. ......I believed that this was the fence of the mansion of {f:5:Beatrice}, the witch of the forest."
,"I thought that if I could meet with {f:5:Beatrice}, she would definitely save me."
,So I thought I would try to go in.
,"But that fence was very, very tall, and it didn't look like I could go over it."
,"So I decided to walk around it.{n}I thought that if I did, I would eventually reach a gate."
,"But it wasn't that easy. The fence had a length to match its height, and no matter how far I went, I didn't reach a corner."
,"It might have been enclosing a very massive area, ...or maybe it just felt that way because my child's legs made it difficult to walk in the forest."
,"Anyway, because I couldn't find a gate for a while, I started to feel sad, as though the witch had rejected me..."
,"As I did, I eventually came upon a large tree, whose twisted root had bent the fence."
,"I might get my clothes dirty, but if I crawled, it looked like I would be able to sneak in..."
Ushiromiya Eva,""".........And that was the hidden mansion?"""
Ushiromiya Rosa,"""I don't know whether it was the hidden mansion we've been talking about... Still, at the very least, it wasn't a place that we know of."""
,It wasn't as though I came out into a garden as soon as I passed the fence.{n}I had to continue through a lot more uncultivated forest after that.
,And then......the forest suddenly opened up. And what appeared there was an unbelievably............fantastical scene.
,"To think that Rokkenjima, where I had believed no one other than us lived, ...had been hiding such a wonderful mansion..."
,"A beautiful flower garden spanned the front of the mansion.{n}It was a flower garden of a completely different design from the rose garden we know so well, and was very lovely."
,"Of course, the mansion was also wonderful."
,"...It was one or two sizes smaller than ours, but it was a very elegant, and yet lovely mansion."
,"Then, ...............I saw her.{n}I saw her sitting in a garden chair, positioned to give a view of the flower garden, wearing an elegant dress."
,It was that black dress embroidered in gold that we would later know from that portrait.
,......I hadn't seen an elegant dress like that except in fairy tales and on the stage of musicals.
,...That a person would be wearing it as their normal clothes... That in itself seemed quite fantastical.
,That magical scene was enough to make me lose my sense of reality.
,"If someone had told me then that it was a dream, I might have nodded obediently, and waited to wake up in my bed..."
,"Since, in my shock, I had forgotten to hide myself, she eventually noticed me."
,"At first, her expression was quite listless, but when she noticed me, her eyes opened very wide."
,...It was only natural—a guest that she didn't know had suddenly appeared.
,"I automatically bowed my head, feeling that I should greet her and apologize for entering without permission..."
{f:5:Beatrice},"""............Who are you? A new gardener?"""
,Those were the first words she said to me.{n}...That calmed me down a little bit.{n}Because I realized that she could be talked with.
,"Because I hadn't been turned into a frog just by meeting her eyes, like the terrifying witch in that fairy tale."
Ushiromiya Rosa,"""......I, ......I'm sorry. ...I shouldn't have entered the garden without permission..."""
{f:5:Beatrice},"""........................ ......Who are you? Name yourself."""
Ushiromiya Rosa,"""I, ...I am Ushiromiya Rosa."""
{f:5:Beatrice},"""......Ushiromiya. .....................Hoh. ...So you are one of Kinzo's family."""
Ushiromiya Rosa,"""Huh? Ah, ...yes! I'm Kinzo's daughter. G‐good afternoon...!"""
,"I was just a little surprised.{n}...After all, Father was a great man feared by everyone."
,And she had referred to him without using honorifics.{n}So she quickly became frightening.
,"...After all, if she could refer to my fearsome father that way, she must be a witch with incredible power."
,"After staring at me curiously, she beckoned me to come over to her."
,"And I obeyed, although filled with belated trepidation.{n}......After all, I thought I really might be turned into a frog."
,"...And the closer and closer I got, the stronger that fear became."
,"After all, ...I said it several times already, but, ............that woman and her dress and the flower garden and the mansion, ......that entire harmony was so fantastical and beautiful that it seemed separate from reality."
,It surely wouldn't have surprised me even if she was actually a witch...
,And I was truly lucky.{n}She didn't turn me into a frog.
,"As I awkwardly stood there stock still, she motioned to an open chair, and urged me to sit down."
{f:5:Beatrice},"""Sit. Welcoming and speaking to those who visit this garden for the first time is my only pleasure. .........That said, I have nothing else to find pleasure in."""
,"As she said that, she showed an unhappy smile for just an instant."
,"Because I was full of a strange mix of tension and excitement, I rudely asked her a question suddenly."
Ushiromiya Rosa,"""...Umm, ............are you the witch of the forest, ...{f:5:Beatrice}......?"""
{f:5:Beatrice},"""Indeed. I am {f:5:Beatrice}."""
Ushiromiya Rudolf,"""As I thought. {f:5:Beatrice} actually existed..."""
Ushiromiya Krauss,"""...Did she look just like the portrait?"""
Ushiromiya Rosa,"""......Yes. Exactly like the portrait."""
Ushiromiya Hideyoshi,"""So she wasn't just......a witch from Father's imagination..."""
Ushiromiya Eva,"""And then, what did you talk with her about?"""
Ushiromiya Rosa,"""...As she prepared some tea, she asked me various things about myself. ......First, she was surprised that I had come through the forest. It seems she believed that many dangerous wolves lived outside the fence."""
Ushiromiya Rosa,"""...So when I told her I had reached this place by going through the forest, she was very surprised. She asked how I had managed to escape from the wolves—did I give them biscuits and they let me go? Or did I cover myself in a magic cloak, or... Those kinds of things, I think."""
Ushiromiya Hideyoshi,"""Wahahaha. ...That sure sounds like a witch. What an interestin' person."""
Ushiromiya Eva,"""Quiet, honey. ............It was a long time ago, but didn't Father threaten us, saying that wolves lived in the forest, so we shouldn't get close to there?"""
Ushiromiya Krauss,"""Yes, there was a time like that. Ridiculous. Even though Japanese wolves went extinct long ago. What a childish trick."""
Ushiromiya Rudolf,"""I don't remember, though...? Did Dad really tell us something like that...? It was the witch of the forest, right? I don't think I've ever heard about wolves."""
Ushiromiya Eva,"""You were still in elementary school. Don't you remember?"""
Ushiromiya Eva,"""You actually went and replied that you'd want to try petting the wolves. So Father immediately gave up the wolf story and changed it to the story about the witch. Such obvious lies, ahahahahaha."""
Ushiromiya Krauss,"""Hahahaha. At the time, the witch story had a much more immediate effect on you, Rudolf, than the wolves. I remember it well. Don't you remember those nights when you clung to my back?"""
Ushiromiya Kyrie,"""...*giggle*. I see, even Rudolf‐san used to have that cute period."""
Ushiromiya Rudolf,"""Oh, put a lid on it. I was just a kid."""
Ushiromiya Kyrie,"""......Well, anyway. If Father was the one who shut {f:5:Beatrice} up in there, it makes sense that he would use the same wolf story. To him, the vast forest of Rokkenjima was a wall that shouldn't be crossed, dividing his two incompatible worlds: the Ushiromiya family and his mistress's mansion."""
Ushiromiya Krauss,"""If you think about the height of that fence, it does seem that Father had turned the whole area, garden and all, into a giant jail cell. ......Just like a national border dividing his two separate worlds."""
Ushiromiya Natsuhi,"""...Forget the wolves, were there any kinds of stray dogs there at the time? It could have been a fence to protect against those."""
Ushiromiya Eva,"""There are no wolves or stray dogs on Rokkenjima. Just as Nii‐san and Kyrie‐san are saying, that fence was probably a border between us and {f:5:Beatrice}."""
Ushiromiya Hideyoshi,"""However, if she innocently believed the story about the wolves, that's pretty...naive. That's nothin' like the way I'd imagine a witch."""
Ushiromiya Rosa,"""......That's right. I also sensed that. ...She was very pompous, just like my image of a witch, ...but she was somehow very childish, and......how should I say it, too honest? ......She gave me the impression that she didn't know anything about the world."""
Ushiromiya Rosa,"""If I had to describe it, ...it was almost as though she had come from a fairy‐tale land. ......She was a truly mysterious person."""
Ushiromiya Rudolf,"""......What happened after that? ...Did you end up talking about Dad at all?"""
Ushiromiya Rosa,"""Yes. Once every few days, sometimes on an arranged day and sometimes suddenly, Father would appear casually, and they would drink tea together, or take a walk together or something, she said. And that, by coincidence, she was by herself on the day I visited."""
Ushiromiya Krauss,"""I see. Truly a mistress, then. ...My, my. I don't know how much younger she was, but... not bad, Father."""
Ushiromiya Natsuhi,"""......I remain firmly convinced that it was not an indecent relationship."""
Ushiromiya Eva,"""Gosh, you are an idiot. There's no way a lover's meeting between a man and a woman wouldn't have {i:some} sensuality. What happened next? What did you talk about after that?"""
Ushiromiya Rosa,""".........Because I had introduced myself, I then asked her about herself."""
Ushiromiya Rosa,"""...When I did, the atmosphere quickly grew depressing. ......How should I say it, she seemed very listless and lonely. ...It was the same expression as the one I had first seen on her face."""
Ushiromiya Rudolf,"""Well, that's because she was his hidden mistress. If she just walked around wherever she liked, she might have been discovered by Mother. ......I'm sure the situation was almost like house arrest."""
Ushiromiya Rudolf,"""Even though she had beautiful clothes, a beautiful mansion, and a garden, she must have felt very constrained. No surprise she felt it hard. .........And then?"""
Ushiromiya Rosa,"""There was definitely something on her mind. ......I remember getting the impression that it wasn't something that I could resolve just by talking to her, and feeling very sad about it as well."""
Ushiromiya Rosa,""".........She seemed to have forgotten that I was even there. ...She was gazing vaguely off into the distance, and was silent for a long, long time."""
Ushiromiya Rosa,"""...I thought that I must have said something wrong, ......but it didn't seem to be the type of atmosphere where I could offer words of apology... ......So, I too remained silent for a long, long time, until she remembered that I was there..."""
,"When she did, ......she muttered unexpectedly."
{f:5:Beatrice},""".........Are there really no wolves beyond the fence?"""
Ushiromiya Rosa,"""...Hmm? Y‐yes. I've never seen wolves even in a zoo."""
{f:5:Beatrice},"""What is this ""zoo""?"""
Ushiromiya Rosa,"""Ah, ...it's a place where they keep all kinds of animals. They're full of rare animals like elephants and giraffes and pandas."""
{f:5:Beatrice},""".............................. ...Are there no wolves in a zoo? Then, umm, ...that might not be scary."""
Ushiromiya Rosa,"""Even if there were wolves, all of the animals are put in cages, so it's safe. So you can feel safe as you look at and learn about them."""
,"The witch of the forest, of all people, was for some reason scared of and didn't like wolves."
,I remember it looked pretty comical.
{f:5:Beatrice},""".................. ...How does that differ from myself?"""
Ushiromiya Rosa,"""............Huh?"""
,She didn't even know about zoos.
,"I explained how fun zoos could be, but it was very difficult to get a person like her, who had never been to one, to understand..."
,"Quite the opposite, as I explained it to her, her expression grew increasingly dismal."
,...She couldn't see the difference.
,"It seemed that, although this mansion surrounded by a high fence appeared at a glance to afford her a completely provided‐for life of comfort, she couldn't see how she was different from the animals shut up in cages..."
{f:5:Beatrice},"""Who am I? ......Everyone calls me {f:5:Beatrice}. ...And that does certainly seem to be the name of a great witch, as you say."""
{f:5:Beatrice},"""......But that is not me. I cannot use any magic. ......I simply have the soul of that witch sealed inside my body."""
Ushiromiya Rosa,"""..................?"""
,"There was definitely something mysterious about her. It wasn't just that she was somehow at odds with the world, but it seemed that she truly believed that a thing called magic actually exists."
,"I think she talked about various weird things, but I don't remember the details."
,All I thought was: ......this might be a pitiful person.
,"She was unable to leave this mansion of her own will, a prisoner without even realizing it."
,"......And she didn't know anything about the outside world, didn't even understand who she was."
,......She probably vaguely understood herself that she was pitiful.
,"But since she didn't know anything, it seemed that she couldn't realize that this was unhappiness."
,"Nee‐san, long ago, when I told you that I felt sorry for a bird in a cage, I remember you said this to me."
,"""A bird that only knows the inside of a cage doesn't long for the outside""."
,"But she wasn't a bird.{n}She was, ultimately, a human."
,"Even if she had never been outside the cage, she understood that it wasn't the whole world."
,"So, .........I invited her."
Ushiromiya Rosa,"""Do you want to try......going outside the fence?"""
{f:5:Beatrice},""".........Th‐there really aren't any wolves?"""
Ushiromiya Rosa,"""There aren't. You'll definitely be safe."""
{f:5:Beatrice},""".............................. ......I want to leave. But the gate is always closed."""
Ushiromiya Rosa,"""There's the place I came in through. There's a crack you can slip through."""
{f:5:Beatrice},"""......If we go through there, is there a world outside?"""
Ushiromiya Rosa,"""Yes."""
{f:5:Beatrice},"""........................There really aren't any wolves?"""
Ushiromiya Rosa,"""*giggle*. No, none at all."""
{f:5:Beatrice},""".............................."""
,"I had only planned to invite her for a short walk, ...but she kept looking over her shoulder at the mansion, as though she were seriously deliberating over something."
,Then I learned what she was preparing herself for.
{f:5:Beatrice},"""...............I...have had enough of this place. ......I want to go...outside. And I want to know...who I am, what's happening in this world, ...and the purpose for which I was born."""
,I didn't know what her life had been like until then.
,It was probably something that she couldn't express easily.
,"If it was harsh, she just had to say that she wanted to escape.{n}If it was sweet, she just had to say that she would stay."
,"To liken it to something, perhaps it was similar to how a hot fireplace on a winter day makes the air get thicker and thicker, giving you a headache...?"
,"Even though you know that you shouldn't keep things the way they are, you still need the courage to open the window and be tormented by the cold wind..."
,She was starting to realize that she couldn't stay there forever.
,She was starting to realize that she had to go outside sometime.
,"But, since she didn't know about the outside world, to take that first step outside must have required an unimaginable amount of courage..."
,"And she had taken that into consideration, and resolved herself."
,"She had put that resolution to go outside into words, for what was surely the first time in her entire life."
,...I hesitated slightly.{n}It had been decided that she would live here by Father.{n}It was as if she were Father's beloved bird in a cage.
,"If I just let her escape, ......wouldn't I be harshly scolded by Father...?"
{f:5:Beatrice},"""I want to see."""
Ushiromiya Rosa,""".........Hm? See what?"""
{f:5:Beatrice},"""I want to see...a zoo."""
Ushiromiya Rosa,""".....................ah."""
,I was just a little surprised when she finally showed me a very soft smile.
,"That might have been...an inner peace, coming from her newfound readiness to venture out from her cage."
,A soft smile which I wouldn't have imagined could have come out of that dark face...
{f:5:Beatrice},"""......When I speak with you, I keep hearing about things I don't know. ...I don't know about this thing called school, nor about zoos. I don't know about movie theaters. I don't know about amusement parks."""
{f:5:Beatrice},""".........And I think, from the bottom of my heart, that I want to know about them. ...Will you take me there?"""
Ushiromiya Rosa,"""Huh? ......Y‐yes."""
,"...I was nervous about how I would do it and keep it a secret from Father, ...but her face looked so happy, so I went along with her and nodded."
,But it seemed that the meaning behind my vague expression was not communicated to her.
,It seemed that she believed that I would really take her to all of those places if we left.
,"She was pure and genuine. ......She had probably never been tricked by anyone. No, ......maybe it should be said that she hadn't been taught how to doubt."
,"Her face was somewhat radiant, and yet pathetic.{n}...I wanted to somehow grant her modest wish."
{f:5:Beatrice},"""I...have had enough of {f:5:Beatrice}. I want to know who I am. I want to start out as a new human, not {f:5:Beatrice}."""
{f:5:Beatrice},"""So, I want you to take me from here. .........I don't need tea anymore. I don't need this dress. I won't meet with Kinzo again. ......Please, take me from here. Rosa."""
,"However, that responsibility was one that a child such as me couldn't possibly bear fully."
,"But her serious gaze and her brilliant smile, ...almost as though an evil spirit had lifted from her, ......made me feel a little courage start to rise up inside myself."
,This was definitely something that would get me in a lot of trouble.{n}......But it was definitely the right thing to do.
,"I don't know how it will turn out, but...... ......I'll take her out."
,"Of course, I won't be able to ask help from Father, and not Mother either."
,".........Should I talk to Onii‐sama or Onee‐sama?{n}No, what about that reliable Genji‐san, or...that's right, what about Kumasawa‐san, to whom I can always talk when I'm in trouble."
,I'm sure they'll be able to do something.
,"Anyway, for now, I'll take her out of here.{n}Because this is no longer a place where she wishes to be."
,"......And so, I took her to the crack in the fence and led her outside."
,"She was all nervous, checking to make sure there were no wolves around, but after that fear disappeared, she seemed somehow to be having fun even just walking around this dense forest."
,"Every time she found something, she would ask me about it.{n}And they were all really minor things."
,......What's that flower? What's that leaf? And that sound? And that smell?
,It was really like...the inside of that fence had been her entire world.
,"So, to her, who had stepped {i:out} of the world, this was........."
,"......You know, it's strange."
,"In the beginning, when I first saw her, I thought that she was the absolute incarnation of a witch relaxing by a witch's mansion."
,"But now it was different. Or actually, the complete opposite."
,"......She had gone out of a world she had believed to be finite, and was full of joy at realizing for the first time that the world was endless."
,So everything she saw was new.{n}......It was almost as though she was the one who had been thrown into a fairy tale.
,"If she was Alice, then I felt almost like a rabbit holding a watch......"
,"To her, it was probably a really fun walk, filled to the brim with excitement. ...But as for me, the truth was, I was completely bewildered."
,"......After all, I had walked randomly to get there.{n}So there was no way I could have known the way back to the mansion."
,"There were no lights in the forest, and I hadn't brought a flashlight.{n}I realized that it would be terrible if it got dark while we were still like this, and grew impatient."
,"She was too innocent, and apparently, she couldn't understand at all how frightening it would be to face the night inside the forest."
,"But I was the one who had brought her outside.{n}...Somehow, I had to take responsibility, and resolve this situation."
,"So I thought. ......That for now we should just go out to the sea.{n}If we then followed the coast around, eventually we should definitely be able to make it back to the mansion."
,"However, that was much more of a problem than I had imagined.{n}...After all, I didn't have a map or a compass."
,"There was no way I could walk in a straight line through an uncultivated forest, and I had immediately lost my sense of direction."
,"I already had no clue which trail I had come by, and was completely lost..."
,"At this rate, night would definitely fall before I even knew where I was walking."
,But I didn't have the luxury to complain.
,"Because that woman following behind me was so innocent and having so much fun. ...Therefore, for the sake of her smile if nothing else, I absolutely had to guide her out of this forest."
,"Gritting my teeth so that I didn't show her a troubled face, I pushed my way onward through the pathless woods."
,"And, although we had various troubles, we were lucky enough to make it to the sea..."
,"At that time, I still didn't even have a clue where I was on the island, but for the time being, I was just a little reassured, realizing that if I just went around this way, I would surely be able to return to the mansion."
,"Of course, although I said that we reached the sea, we were on the top of a rocky cliff. The beach was far below us."
,"I was tired from walking around the forest for so long, so I thought that even though it was a rocky beach, an open area would probably be much easier to walk in."
,"So I planned to somehow go down the rocky cliff.{n}...It did look pretty dangerous, and I wondered if there was some other way."
,"However, {f:5:Beatrice} agreed with my plan without any doubts."
,"......Even though she was probably older than me, ...she obeyed me truly obediently, almost as though she were some kind of chick who believed I was a mother bird."
,I searched to see if there wasn't some place where I could go down the cliff. ...Then I found a place where the cliff had crumbled into a slope.
,".......It looked a little dangerous, but if I went down on both hands and both legs, like I was crawling, I thought it would probably be okay."
Ushiromiya Rosa,"""......Let's go down here. It'll be dangerous if you aren't careful, but for now, if we go down to the beach and walk along it, I think we can avoid getting lost any more."""
{f:5:Beatrice},"""Mmhm. If you will do that, then let's go. I find this getting lost to be fun also. I'm very happy."""
,.........She really had no sense of danger.{n}There was probably no mistake that she had lived a life without discomfort.
,"Even though she knew it would get dark when night fell, she couldn't imagine how dangerous the inside of a forest could be without a light."
,"Furthermore, it seemed that she couldn't grasp at all how dangerous it might be if she fell from the cliff."
,I warned her once more to be careful.
,I cautiously examined the place where we could go down.{n}...It looked......pretty high up.{n}I think it might have been about ten meters down.
,"If you looked at it from the bottom up, it would probably have looked shorter than the roof of the mansion. But looking from the top, it felt almost like staring down from the Tokyo Tower's observation room."
,But {f:5:Beatrice} still appeared to be completely without fear. ...It felt as though she had never even been taught that high places were dangerous.
,"......No, maybe she truly believed that she was a witch, and that she could fly, so there wasn't anything dangerous."
Ushiromiya Rosa,"""Please be careful. ...It's pretty...high."""
{f:5:Beatrice},"""Mmhm. I will be careful. I see there's a beach if we go down there. Is there an aquarium there?"""
Ushiromiya Rosa,"""No, there are no aquariums on this island. But I think there are lots of fish in the sea."""
{f:5:Beatrice},"""I see. So there are fish. Are there, ...umm, whales and dolphins and penguins, like you talked about?"""
Ushiromiya Rosa,"""No, you would have to go to an aquarium for those. ......And there aren't any aquariums unless you leave this island."""
{f:5:Beatrice},"""Is that so? ......But I look forward to it. What kind of fish are whales?"""
Ushiromiya Rosa,"""Umm, ...they're really big fish and...huh, aren't they mammals? And they spit out seawater."""
{f:5:Beatrice},"""Hoh. Then the dolphins?"""
Ushiromiya Rosa,"""Umm, they're really smart fish and...{0}huh...{0}aren't they also mammals? They're really smart and they can be taught tricks and stuff."""
{f:5:Beatrice},"""Hohhoh. Then what about penguins?"""
Ushiromiya Rosa,"""Umm, ...huh, weren't they birds...?"""
{f:5:Beatrice},"""What's this? Didn't you say that there were fish in aquariums?"""
Ushiromiya Rosa,"""Ummm, ummm... Well, um, there isn't only fish, they're full of all kinds of things that live in the ocean."""
{f:5:Beatrice},"""Hohhoh. I am really looking forward to that! .........nn—"""
{f:5:Beatrice},"{a:c:Wa, hyaa.}"
,"She made...some might have described it as a funny, ...rushed and short voice, ...no, probably it was a scream, I think."
,She suddenly made a sound like that.
,"......Her body separated from the cliff, and gently fell down."
,"I immediately thought to say to her.{n}""How many times did I warn you to be careful!"""
,"......It was the thought of a child. It was how a child immediately gets mad when something happens, trying to show that they are not at fault."
,"Of course, I said it too.{n}Are you alright? How many times did I warn you......"
Ushiromiya Rudolf,"""...............So, ...after she fell from the cliff, ...what happened?"""
Ushiromiya Rosa,"""..........................."""
Ushiromiya Krauss,"""......What happened to her? ...Rosa."""
,"Rosa fell silent. ...Her gaze fell to her feet, ...as though she were seeing through the floor to some disgusting memory..."
Ushiromiya Eva,"""She...died, right......?"""
,Eva's brutal words were the ones that Rosa had most wanted to avoid.
,"And when she was hit with them, ......she screamed in resignation."
Ushiromiya Rosa,"""Yes, she died!! It was a rocky beach, many sharp and dangerous rocks lay exposed!! Her eyes were still open, the blood kept pouring out... Suddenly a red carpet was spreading out...!"""
Ushiromiya Rosa,"""I spoke to her, shook her!! But she refused to respond, not even a blink, ......no, she wouldn't even close her eyelids!!"""
Ushiromiya Rosa,"""It was my fault! She was wearing a dress, remember?! Even though I knew that her outfit was difficult to move in, I said that we should go down the cliff!! She was incredibly innocent, so she obeyed what I said without any doubts...!!"""
{f:5:Beatrice},"""......How long do you plan on remaining dead? Open your eyes already. Honestly, just turning into a lump of meat without me."""
Ushiromiya Battler,"""I was just flirting with your friend the sexy‐assed chick. ......More importantly, what is all this?"""
{f:5:Beatrice},"""Mmm. It is as you see. ......I missed my footing, fell down, {i:and died}."""
Ushiromiya Battler,"""What did you say... .........Even though you appeared as the 19th person, ......you say you died......?"""
Ushiromiya Battler,"""Don't mess with me, that can't be...! Auntie Rosa was a kid, and she was panicking. It's not like there was a doctor. She probably made a mistake, thinking you were dead, and you probably, umm, ......were in a state of apparent death, or something, but actually alive. Right?!"""
,"It can't be. She's obviously alive.{n}Otherwise, she wouldn't be here in front of me, right...?!"
,"...The kid‐aged Auntie Rosa was shaking {f:5:Beatrice}'s body, crying."
,"I too stared into that face, ...............but her eyes were still open, and it really was a corpse."
,"...I wanted to brush it off with something vague like a state of apparent death, ......but from any angle, there was nothing ""apparent"" about it; ...she really didn't look anything but dead..."
,"{f:5:Beatrice} had fallen upside‐down from a cliff of that height, ......and her head had smashed against the pointed tip of those sharp rocks."
,"............You would die, wouldn't you, ......from that height, ......on those rocks......"
,But I can't accept that...
,"No matter how dead she looks, ......she has to be alive...! And she became this damn irritating witch! That way, all of the inconsistencies fit."
,She'd been confined by Grandfather in a hidden mansion the whole time.
,"And then to avenge herself, she planned out her revenge, ......and would go on to commit a number of atrocious murders!"
,"Auntie Rosa probably just mistakenly thought that she was dead. But she was really alive, and as soon as Auntie Rosa left, she miraculously started breathing again."
,"......And then she somehow lived until today, and would open the curtain on the scene of her revenge."
,"Otherwise, the facts don't fit together!!"
Ushiromiya Battler,"""......I won't let you trick me so easily. Can you repeat it in red?! That she died for certain!! She has to be alive, right?! It's obvious!!"""
{f:5:Beatrice},"""How does {i:that} look like {i:being alive} to you? {p:1:She's definitely dead}!"""
Ushiromiya Battler,""".................................mgghhhh..."""
,"My theory that the 19th person was Grandfather's mistress, who was a human {f:5:Beatrice}, broke down."
,"...I thought I had managed to segue from a defensive position into a counterattack, but......"
Ushiromiya Battler,"""......Then, ......who are you? You just died, this very minute! You aren't going to say that you revived yourself with magic, are you?!"""
{f:5:Beatrice},"""*cackle*cackle*. I think that I've already explained it, though."""
{f:5:Beatrice},"""......The me that is lying over there definitely has my soul, but that body was nothing more than a cage of flesh tying me to the physical world. And that cage of flesh was thus broken. ......Do you understand what that means?"""
Ushiromiya Battler,"""...............I don't have a clue anymore. ......Keep having fun with your witch‐girl talk. I'll listen instead of eating a cookie! What the... It's empty. Hey, could I get some more black tea?"""
{f:5:Beatrice},"""*cackle*cackle*! Ronove. Our guest wants some black tea."""
,"When Beato clapped her hands, Ronove appeared."
,......Butlers sure are convenient.
Ronove,"""A refill, is it? Certainly. How much shall I pour you?"""
Ushiromiya Battler,"""Well, I've got more than enough to go with it. Half will be fine."""
Ronove,"""Filling it to the brim regardless is the English custom."""
,"Even though just enough to wet my throat would have been fine, he filled it to the top with tea."
,"I turned my back to Beato, sipping it in silence..."
Ushiromiya Rosa,"""Wait... Open your eyes...!! {f:5:Beatrice}...!!"""
,"Rosa shook me, ............no, shook the corpse that had once been me."
,I watched over her from a short distance away.
,"Ah, ...so I fell from there and died........."
,"I believed that was true for a while. ...After that, I saw Rosa spend a long time beside my corpse, then watched her as she ran away."
,"......Eventually, I realized that I was a different individual from that corpse..."
{f:5:Beatrice},""".....................That's right. I am......me. ...So, I have finally been able to escape from Kinzo's restrictions..."""
,"Eventually, I felt the memory returning...{n}The fact that I was an Endless Witch who had lived for one thousand years."
,"And then I remembered that I had been summoned by Kinzo, and for a long time, had been imprisoned by him..."
,"While I had been imprisoned in a cage of flesh, I had completely lost my memory as a witch."
,"However, thanks to Rosa, if you could say that...Thanks to my accidental but fortunate death, I had now finally brought myself together......"
{f:5:Beatrice},"""......Rosa. You are probably regretting that you brought about my death. But as for me, I could even thank you. *cackle*cackle*...!"""
,"Rosa was already nowhere to be seen. Had she gone to call a doctor, or had she escaped from a scene which had become frightening?"
,...That no longer matters.{n}That soulless shell is no longer worth anything.
,"All that aside, ......how frail I am now.{n}Even this glorious midday sun is agony to me now."
,I destroyed my human form.{n}Then I changed it to several gold butterflies.
,"......Yes, with my magic power as frail as it is now, this form is easier."
,"And to escape even a little from the light of the sun, I rode the wind and lightly passed over the cliff."
,It will probably be somewhat cooler in the forest.
,"Anyway, I'll take some time to recuperate, and regain my original power."
,......As I think of how I will pay Kinzo back for all he has done.
,"Dancing alone through the air, I looked down at the shore one more time."
,"On the rocky shore lay the figure I had once possessed, ......and that I would eventually regain."
,"To regain the form of that physical body I have thrown away, ...it will probably take more than one hundred, two hundred days."
,"...It might require one thousand days, or maybe even more."
,"However, I am the Endless Witch.{n}The Golden Witch who has lived for one thousand years.{n}Waiting any countable number of days is no problem at all."
,"*cackle*cackle*. Oh, Kinzo.{n}You may regret that you are not here now.{n}No longer will you be able to capture me.{n}...*cackle*cackle*!"
Ushiromiya Battler,""".........And then, you changed into gold butterflies, hid in the forest, and waited for your magic power to be restored? Is that what you're saying?"""
{f:5:Beatrice},"""That is correct. I take this form to sneer at you, but normally, it is easier magically for me to keep my form as gold butterflies."""
Ushiromiya Battler,"""Don't stress yourself and stay in an easy form. I wouldn't mind not hearing your irritating laugh."""
{f:5:Beatrice},"""*cackle*cackle*. When I turned into butterflies and slipped into the forest, it was already no longer possible for Kinzo to find me. ......However, Kinzo was not about to stand there doing nothing. Still, he would be unable to immediately prepare a way to catch me."""
{f:5:Beatrice},"""Therefore, he first moved immediately to prevent me from leaving this island, and to keep me from regaining my power."""
{f:5:Beatrice},""".........My, my. All I can say is that Kinzo's tenacity does defy the imagination. ...It is pretty tough to be loved by someone like that. *cackle*cackle*!"""
Ushiromiya Battler,"""A way to keep you from leaving after you became butterflies? What, did he put a bug net around the entire forest?"""
{f:5:Beatrice},"""Indeed. He did the magical equivalent. .........Did you know? On the sea in front of the harbor floats a reef, on which sits a small shrine of Eastern magic."""
Ushiromiya Battler,"""......Ah, that. It was gone this year, though. It was a small shrine built long ago by a mountaineering ascetic, right?"""
Ronove,"""This island was originally an island of distortions. Magical beings and other beings of similar ilk were attracted to it. ......Milady herself is one of them, I imagine. How about some more tea?"""
{f:5:Beatrice},"""*cackle*cackle*, please. ......They did harm to humans, and probably left several eerie legends behind them."""
{f:5:Beatrice},"""That small shrine was built in ancient times by an Eastern mage who heard of them. A long time passed, and that power was lost. By repairing it, Kinzo restored this island's barrier, and once again tied me to this island."""
Ushiromiya Battler,"""......Can Eastern magic work on a Western witch like you?"""
{f:5:Beatrice},"""Normally the affinity is poor. However, for the purpose of sealing me there, in a way, it might have been suitable."""
{f:5:Beatrice},"""If it was Western magic, I would have some knowledge. For any barrier, there would have been some measures I could have taken. But Eastern magic is outside my area of expertise. It was as if I had been given chopsticks instead of a spoon for some soup I was trying to eat."""
Ronove,"""In a space strongly controlled by Eastern magic, Western magic loses much of its power. It would likely have taken her a thousand days to regain her power even under normal circumstances, and now it would take her much, much longer."""
Ushiromiya Battler,"""......So you're trying to say that it took you twenty years to regain your power, and now you are revived, like this?"""
{f:5:Beatrice},"""Those were horribly long years... I spent many days in the form of gold butterflies, found Kinzo's mansion, and watched over him every day. I lived through those days with no means to enjoy myself except to ponder how I would get back at him."""
