Speaker,Umineko Project (UP)
,"But it was still better than not having them, and if those things could provide at least a little peace of mind, then they could also expect some kind of calming effect from them."
,"Then, they placed beds and sofas from around the room up against the door, barricading it."
,"They didn't go so far as to seal it up with nails. ......There was still the chance that Krauss and the others would escape, and come to meet up."
,"They had apparently set up a barricade at the top of the stairs as well.{n}It had been designed to create a racket, so it would work in place of a warning alarm as well."
,It was apparently Battler's idea.
,"For that reason, they turned the TV off.{n}.........So that if the first‐floor window were to be broken, they would know by the sound."
,"Once the switch had been turned off, all that was left was an eerie silence."
,......The sound of the violent wind and rain. Were they going to have to spend the whole night in such crushing suspense?
,The boat was meant to be coming tomorrow morning.
,"However, judging by the weather report, the typhoon was expected to continue all day tomorrow, and the boat probably wouldn't come."
,......The typhoon would pass in the morning of the day after tomorrow.
,"In other words, the boat would be coming the morning of the day after tomorrow, ......as in, the morning of October 6th."
,"And right now, it was late at night, October 4th."
,".........They would have to spend more than thirty hours on this island, with Kinzo turned cold‐blooded murderer and his weird companions prowling about......"
,"Even with the shutters closed, there would definitely be a little bit of light seeping out."
,It might let the enemy know that they were hiding here.
,......Battler suggested that it might be best to turn off the lights.
,But they had already been taken over by such a ghastly feeling just from turning the TV off.
,".......There wasn't anyone who directly challenged his proposal, but then again, there wasn't a single other person who agreed to it........."
Ushiromiya Maria,"""......Uu. Can't watch TV?"""
Ushiromiya Battler,"""Yeah, sorry, but you'll have to bear with it. ......We can't afford to miss the sound of the enemy breaking in."""
Ushiromiya Maria,"""........................ ......Boring."""
,"Even though she had been told that her mother had died, Maria alone somehow didn't seem to feel an approaching sense of danger."
,It seemed she was quite displeased with having the TV turned off.
,".........Even with this bizarre situation in front of her, she can't share our sense of danger?"
,......Because she's so young?
,"To Battler right now, seeing that young girl act in a way that was even slightly out of place...made him feel that there was something very eerie about Maria......"
Ushiromiya Kyrie,"""All that said. .........There's nothing more to try. Do you think you'll be able to do anything about the bars?"""
Ushiromiya Krauss,"""......Unfortunately, they're tougher than I imagined. I don't know when these were made, but their durability is certainly up to snuff. These are truly made rather well."""
,"Kyrie chuckled softly.{n}......They had no moves they could make, but the mood had calmed just a little."
Nanjo Terumasa,"""......This place is just like where you place chess pieces once you've captured them. ......There is nothing left we can do, then......?"""
Ushiromiya Kyrie,"""Not so fast. It's still too early to give in. If we stop thinking, we might as well stop breathing, right?"""
Ushiromiya Krauss,"""Exactly. ......Chess pieces taken aside may have no purpose, but there's a great purpose for them in shogi. Just one captured pawn should be able to put pressure on the opponent."""
Nanjo Terumasa,"""I see... But still, there's nothing that can be done about these bars......"""
Ushiromiya Kyrie,"""For us, maybe. .........But, if we can pinpoint where this is and contact Gohda‐san, we might be able to get him to come and save us."""
Nanjo Terumasa,"""I see... But that would mean forcing danger on Gohda‐san...... And I would also be worried for the children in the guesthouse, without a full‐grown adult male..."""
Ushiromiya Krauss,"""If you're risk‐averse, biding your time until the situation improves again is not a bad idea. ......However, if you don't know when to cut your losses, what you have might become worthless scraps of paper. ......And what we have is our lives."""
Ushiromiya Kyrie,"""Our dignity as parents, too, right? After talking big like that during the telephone call, and telling them that we'd handle it and they should stay put, we can't just start asking for help right away. That would be very uncool. *giggle*."""
Ushiromiya Krauss,"""At this point, pride is already worth less than nothing. .........Why don't we put our heads together? Where is this? Is it really underneath the dining hall? Or else, is it a different place, separate from the mansion...?"""
,"Krauss, Kyrie, and Nanjo began to discuss their plans."
,"Kanon was squatting by the bars, silently trying to sense anyone's presence. ......Just as he had been ordered."
,"Shannon came close to him, and they both squatted down together."
Shannon,"""............Do you sense someone?"""
Kanon,""".........Yes. ......They aren't paying any attention in this direction, but there's somebody relatively close by."""
Shannon,"""Is it {y:0:Human}{n:0:human}...?"""
Kanon,"""............I think it's the goats. Their breathing is really noisy."""
,Kanon's ability to sense the presence of others was several levels above that of a {y:0:Human}{n:0:human}.
,"He described their breathing as noisy, but Krauss and the rest couldn't even pick up the slightest hint of it."
,"......Therefore, even if he had simply reported it, they would merely have doubted his ears."
Shannon,"""...............They got us, didn't they."""
Kanon,"""..................... ......It's unusual. For us to be captured without being killed."""
Shannon,"""This time, {f:5:Beatrice}‐sama didn't make her appearance. And the Master left his study. ......I don't have a clue what's going on..."""
Kanon,"""I do. .........Whatever happens or changes, it's all for that witch's fickle entertainment. The result will be no different."""
Shannon,"""I wonder if this time we'll be able to.........go to the Golden Land."""
Kanon,"""Who knows. We have a high rate of losing."""
Shannon,"""............Come to think of it, it's a rare thing that both of us survived the first twilight, isn't it? ......I get the feeling that it's incredibly unusual for us to be able to talk together like this even though the ritual has already begun."""
Kanon,"""Maybe. ......But that's still just for the witch's entertainment. I'm not thinking of it as anything other than her letting us live just a little longer to ridicule us, since we usually drop out right in the beginning."""
Shannon,"""I wonder if........we'll be unable to reach the Golden Land again."""
Kanon,"""I'm sure we won't. ......If we hold onto any foolish hope, we'll get taken advantage of again."""
Shannon,"""*giggle*. That's right. Last time you got taken advantage of."""
Kanon,"""......I'm an idiot."""
,"Kanon made a sour look, and turned his head.{n}Shannon laughed softly, and apologetically leaned towards his shoulder."
Shannon,"""But......it's nice to hear that Milady is safe, isn't it?"""
Kanon,"""......She's escaped the first twilight, that's all. ......She might just be being made to wait for an even crueler death in a later twilight."""
Kanon,"""What about you, Nee‐san? ......Aren't you glad George‐sama's safe? It'd be nice if you two could reach the Golden Land together."""
Shannon,""".........Thanks. I wish the same for you and Milady as well."""
Kanon,"""I, I don't have my hopes up. .........It's just as you say. All that witch is doing is having fun dangling prizes in front of people, and watching them flounder."""
Kanon,""".........I'm sure no one will be able to go to the Golden Land. ......If I was foolish enough to wish to reach the Golden Land with Milady, .........that witch would find that very fun to toy with, and would certainly never let us reach there."""
Shannon,"""......You're right. .........{f:5:Beatrice}‐sama is thinking about which order of sacrifices will be the most interesting."""
Kanon,"""The whole thing about them being chosen at random is just a blatant lie. That swindling witch... ......All that about having any wish you want granted in the Golden Land is probably just a lie."""
Shannon,"""..................That's not true. The Golden Land is......a wonderful place."""
Kanon,"""Have you been there?"""
Shannon,""".........Only for a little bit. Though, even that was probably just {f:5:Beatrice}‐sama's joke."""
Kanon,"""...............What's it like there?"""
Shannon,"""Well. .........It's a wonderful place. ...I can't really explain it well. It's a world like a pleasant dream."""
Kanon,"""A paradise‐like place, with roses blooming all over and beautiful butterflies dancing, or something like that?"""
Shannon,"""......It's not a place with a tangible image like that. It really is like being in a dream. When you're there, it's very gentle, very peaceful, ......and you're allowed to sleep as long as you want, like when you wake up early on your day off, lying under the covers."""
Shannon,"""......Sunlight comes in through the cracks in the curtains, and you think ""I have to get up"", but then you realize it's your day off, and you can go back under the covers again...it's a place where you can feel like that."""
Kanon,"""I'd feel annoyed that I got up at all. Getting up by accident even though it's your day off is something only you would do, Nee‐san. .........Go on?"""
Shannon,"""Well. While I was there, I felt very contented, and very calm. But once you return to this world, you can't remember it well, even though you've only just been there."""
Shannon,"""It's a lot like when you can't remember a dream you were just having. ......But I still remember that it was a very calm and quiet world."""
Kanon,""".........That's it? Wow, that Golden Land she's always bragging about isn't much special at all. ......I thought it was a place where all your wishes come true."""
Shannon,"""It is. It's a place where all your wishes will be granted. .........Well, maybe that's not quite it. It might be better to say it's a place where you don't have to wish for anything."""
Shannon,"""......For example, if you were cold, Kanon‐kun, and wished you had a jacket, you'd be happy to be given one, but if you were in a warm room to begin with, there wouldn't even be a reason to want a jacket, right?"""
Shannon,"""......That's what the Golden Land is like. There's no need to even wish for most wishes. It's a world released from everything, where everything is calm."""
Shannon,"""You could even say it's a place that transcends the concept that having your wishes granted will bring happiness...a world released from everything."""
Kanon,"""........................ ......It sounds kind of religious."""
Shannon,"""And there, everything is equal. All things with minds are equal. ......There are no {y:0:Human}{n:0:human}s, nor furniture, nor witches. ......There, I was equal to everyone. There was no longer any need to feel ashamed of myself because I was furniture."""
Shannon,""".........It was honestly a happy world where I was equal to all {y:0:Human}{n:0:human}s, and even witches. I can't really remember it well, but I have the feeling that when I was there, I was equal even to {f:5:Beatrice}‐sama, and we were good friends."""
Kanon,"""............If that witch is there, then it's not a much of a paradise."""
Kanon,""".........So, you want to go to that blissful Golden Land with George‐sama. That's strange. The Golden Land is a utopia where you want for nothing, right? Wouldn't you be content even if George‐sama wasn't there?"""
Shannon,"""..................... ...The Golden Land is very calm, peaceful, and everything is fair and equal. ......But actually, happiness alone is left out."""
Kanon,"""It isn't a happy world?"""
Shannon,"""Of course, just by being peaceful, calm, and fair, it's an incredibly happy world. ......But I guess you could say that it's a world of zero, where you're released from all negative worries."""
Shannon,"""The human world is filled with negatives, so of course a zero world is incredibly happy, ......but it's still zero. *giggle*, that's asking for a lot, isn't it?"""
Shannon,"""......It's something like this. When you're nodding off on your quiet holiday morning, ......if the person you love the most is next to you, and they're holding your hand, then it can become an even greater, more wonderful happiness, .........something like that. ...Sorry, Nee‐san is horrible with analogies, I'm too stupid."""
Kanon,"""......So, to you, the greatest happiness would be reaching that world together with George‐sama."""
Shannon,"""Yes. And I'm sure that for you, it would be reaching that world together with Milady."""
Kanon,"""The two will be released from their worries in a fair world...? .........It feels like I'm being indoctrinated into some kind of strange religion. I imagined something more...worldly. A world where we would be given magic medicine, and that would make us be born again as {y:0:Human}{n:0:human}s, or something more like that."""
Shannon,""".........If you go, you'll understand. If {f:5:Beatrice}‐sama really is a fickle person, then surely some day, she'll let you get a glimpse of it too. ......Then you'll be able to understand my example."""
Kanon,""".................................... Well, I'm not holding my breath. ......At any rate, it seems like game over for us this time already. Maybe we can do better some other time."""
Shannon,"""......You're right. If we have some strange hope, {f:5:Beatrice}‐sama will take advantage of us again. .........It might be best for us just to stop thinking, and entrust ourselves to fate."""
Kanon,""".........We just need to be simple chess pieces. ......No matter what we think or don't think, we can't escape from the witch's chessboard. Our role is now just to wait and see how we'll be tortured to death. ......For us, the dream of the Golden Land is too unavailing."""
Shannon,"""..................You're...right. ......Sorry......"""
,"Kanon shrugged his shoulders, then told Shannon to leave him alone because she was interfering with his duty, distancing himself from her."
,"Realizing her thoughtlessness in bringing up such an inappropriate topic and instead hurting Kanon, Shannon bit her lower lip and stared at the ground..."
,She wouldn't bother him any more.{n}She went off and squatted in a corner by herself.
Kanon,""".....................nn—"""
,"At that moment, Kanon twitched.{n}It was like the ears of a cat when it reacts to a faint sound."
Shannon,"""What's wrong?"""
Kanon,"""......Shh. .........Krauss‐sama, somebody is coming."""
Ushiromiya Krauss,"""What?!"""
,They ended their conversation and strained their ears.
,"......For a while, they couldn't hear anything, but before long, they were able to hear the sounds of a large group of people walking..."
Ushiromiya Kyrie,"""......So they've come."""
Ushiromiya Krauss,"""The time of reckoning is upon us—or else, our first and final chance."""
Nanjo Terumasa,""".........I shall talk to Kinzo‐san. ...I will try to find out where this place is somehow."""
Ushiromiya Kyrie,"""We're counting on you. ..........................."""
,"During the last phone call, Kyrie had asked what the time over at the guesthouse was."
,"......It had been the same as her watch, and by this she had learned that their watches hadn't been set back."
,"It wasn't just the clocks on the walls in the guesthouse.{n}Several people's watches, including George's and Gohda's, had matched."
,"......If that was the case, then after the massacre in the dining hall, they had been transported to the dungeon in only a few minutes."
,Not enough time had passed for them to be knocked out and carried away.
,"Then were those really pitfalls, meaning that this was the area directly under the dining hall......?"
,All they could do was pray that Nanjo could find out where this was...
Kanon,"""......They're coming. There's probably...four people. ......The Master, and three of those who appeared in the dining hall."""
Ushiromiya Krauss,"""OK, good. You come back here as well now. We'll deal with the rest."""
Ushiromiya Kyrie,"""Shannon‐chan, sorry, but can I have you sit by the phone? Hide it with your skirt."""
Shannon,"""Ah......yes...!"""
,"The presence came closer, ......and there was the sound of a heavy door being opened at the other end of the corridor."
,"The light they were apparently carrying illuminated the dimly lit corridor, stroking the walls with razor‐sharp shadows."
,"And then, the light from the lantern they held lit up the prisoners through the bars."
,......The bars' sharp shadows divided them up lengthwise.
,"There were four figures there. .........It was Kinzo, ............Ronove, {f:5:Virgilia}, and Gaap."
Ronove,"""The head of the Ushiromiya family, Lord {f:5:Goldsmith}. Everyone, your silence, please."""
Ushiromiya Kyrie,"""...............{f:5:Goldsmith}?"""
Ushiromiya Krauss,"""It's Father's pen name. It seems he always signs with it when writing those bizarre grimoires."""
Ushiromiya Kyrie,"""‘Kinzo’ made English‐style? Shouldn't that be {f:5:Goldwarehouse}?"""
Ushiromiya Kinzo,""".........Hahhahahahahahahahahaha. A warehouse is a place to keep things in and nothing more. Whereas I create gold, and use my craftsmanship to further increase its worth. Don't you think ""smith"" is much more fitting?"""
Ushiromiya Kyrie,"""...............Certainly. I apologize for blathering."""
Nanjo Terumasa,"""Kinzo‐san...... ......Just what is going on? Where in the world is this...?"""
Ushiromiya Kinzo,"""Oh, my friend. Can't you remember? Certainly, you may never have entered the prison, but you should remember walking through this corridor."""
Nanjo Terumasa,""".........Huh, ............huh? ...............Y‐you don't mean........."""
Ushiromiya Kyrie,"""......Do you have an idea?"""
Nanjo Terumasa,"""But, no, .........that is inconceivable. ......Firstly, we fell through a pitfall, and furthermore, we were locked up in here after only a few minutes... ......Not only is the distance too great, that's physically impossible......"""
Gaap,"""For a {y:0:Human}{n:0:human}, right? *giggle*."""
Ushiromiya Krauss,"""Father... Is this the mansion? To think that the mansion had an underground area like this......"""
Ushiromiya Kinzo,"""Kraussss. Wasn't there a place whose existence you all whispered of, and which you followed after me on numerous occasions trying to find? .........This is that place. No, to be correct, this is under that place. *cackle*cackle*...!"""
Nanjo Terumasa,"""This place couldn't be............Kuwadorian's......basement...?!"""
Ronove,"""......It is as you surmise. This is the basement of Kuwadorian."""
Ushiromiya Krauss,"""Kuwadorian...... ......You don't mean...Father's rumored hidden mansion......? It really exists......?"""
Ushiromiya Kinzo,"""This mansion was constructed for the sole use of my beloved witch, {f:5:Beatrice}. It is truly a shame that I cannot show you around the above‐ground section, as it is such a beautiful and elegant mansion."""
Ushiromiya Kyrie,""".........How lovely, just the two of you alone in a mansion with this kind of room. It seems that you and I are differently inclined."""
{f:5:Virgilia},"""......Kyrie‐san. ......It would be wise to refrain from such rude comments."""
Gaap,"""*giggle*. But I agree. ......If a mansion I was given had this kind of dungeon in it, even a hundred‐year love would turn cold, and I'd take anything of value and run for the hills."""
Ronove,"""Pu ku ku. Oh? You have no interest in this sort of thing? And here I was thinking that you would go head over heels."""
Gaap,"""Heheh. .........Of course I go head over heels. If I get a collar or something for a birthday present. ......But only if he's a stud."""
Ronove,"""Puu ku ku ku ku!"""
{f:5:Virgilia},"""Quiet! ......Don't you need a gag more than a collar?"""
Gaap,"""Oh, even that's not off‐limits for you? You sure aren't picky, Lia. *giggle*......"""
{f:5:Virgilia},"""Wh‐who gave you permission to shorten my name...?!"""
Ushiromiya Kinzo,"""Enough, you noisy women! Are you telling me you'd like to be locked up in the same cell?"""
{f:5:Virgilia},"""I, I apologize, my lord... This old body of mine would not be able to stand such a cold prison..."""
,"{f:5:Virgilia} quickly apologized, but Gaap merely laughed together with Ronove."
,"It was like she was saying that she wouldn't be captured, or else, that even if she were to be captured, it would be meaningless......"
Ushiromiya Kinzo,"""A prison is a place where the captured cannot escape from. That implies the strong will and love to not let go for a lifetime. A woman who you could give up on if she ran away is not worth the word ""love""."""
Ushiromiya Kinzo,"""A woman who makes you fall so madly in love that you don't want to let her escape, to the point of binding her in chains... It is only upon reaching that level that it becomes a love worth sacrificing my life for. .........I will not ask you to understand."""
Gaap,""".........I cannot be bound by anyone, and will not be bound. I don't want to be loved, I want to love. I feel the same as you, {f:5:Goldsmith}. That's why I understand the madness of your love."""
Ushiromiya Krauss,"""Love and madness are two sides of the same coin, or so they say. How bothersome."""
Ushiromiya Kyrie,""".........But learning where we are so easily was a big step. We'll ask the details later, but it seems that you know about this place, right, Doctor Nanjo?"""
Nanjo Terumasa,"""Y‐yes...... ......If that corridor is the underground passage beneath Kuwadorian, .........then if we go straight there, it will become a long tunnel, ......and if we stay on that, we should be able to return to the mansion."""
Ushiromiya Kyrie,"""......Then if we could just do something about these bars, we could go home."""
Ushiromiya Krauss,"""Father... What are you planning to do with us?"""
Ushiromiya Kinzo,"""As I have already declared, you are the sacrifices for the later twilights. There are conveniently five of you here. You will be perfect as hostages for the five gougings."""
Ushiromiya Krauss,"""......I see. ...Then it's the time of reckoning for us, then?"""
Ushiromiya Kinzo,"""Eventually. That's not why I'm here this time, so relax. Besides, I believe I said it already. ......If one of my grandchildren is deemed suitable to inherit everything from me, then the ritual will be called off. In other words, your lives will be spared."""
Nanjo Terumasa,"""......Wh‐what are you planning to do to the children?"""
Ushiromiya Kinzo,"""To see if they are suitable to be my successor or not, I shall give them a test. If even one of them can impress me, I'll call the ritual off."""
Ushiromiya Krauss,""".........And if there isn't anyone suitable, ......what are you planning on doing with the children?"""
Ushiromiya Kinzo,"""*cackle*cackle*cackle*! There's no need to worry about that. After all, you are the ones who will be made into sacrifices first. Anything after that should be of no concern to you."""
Ushiromiya Kinzo,"""You simply need to place your fates in the hands of your own children. ......Your children, the fruit of what you've birthed, taught and raised. They should truly be the most suitable to entrust with your fate...!"""
Ushiromiya Kinzo,"""*cackle*cackle*! Don't make such a worried face, Kraaauss... Believe in the daughter that you brag is worth ten billion yen. Hehheheh, heh{0}ha{0}ha{0}ha{0}hahaha...!!"""
Ushiromiya Kyrie,""".........Exactly. Children are the fruit of their parents. Worthy of entrusting with the parent's fate. And Father, that applies even to you."""
Ushiromiya Kinzo,"""......Heheh, hahhahahaha! This woman has guts, what a waste on Rudolf! Wahhaha{0}hahaha...!!"""
Nanjo Terumasa,"""...Kyrie‐san, ......it would be best not to aggravate him too much."""
Ushiromiya Krauss,"""I agree. Let's bear with it for now......"""
Ushiromiya Kyrie,"""That's right... ......After all, we're simply fish on a chopping board. There's nothing we can do now."""
Ushiromiya Kinzo,"""Except insult me with such vigor. I don't dislike that kind of woman, you know? {f:5:Beatrice} was that kind of woman too, in the beginning. *cackle*cackle*cackle*!!"""
Ronove,"""............My lord. Let us get to the main topic. We've been getting derailed for a while now."""
Ushiromiya Kinzo,"""Ah yes, there was that. Sorry, sorry, my friend. Well then, let's get to the main topic. For that, I've prepared a phone. .......Shannon, very shrewd of you. You don't have to hide it any longer. I had that put there. *cackle*cackle*...!"""
Shannon,"""M‐my apologies......"""
Kanon,"""........................"""
,"Shannon quickly withdrew, and the telephone was revealed..."
Ushiromiya Kinzo,"""Krauss. Call the grandchildren in the guesthouse. And tell them of the test—of the start of my trial."""
,"With a gesture that seemed to be saying ""go ahead"", Ronove urged Krauss to pick up the receiver."
Ushiromiya Krauss,"""...............And if I say no?"""
Ushiromiya Kinzo,"""Hohoh, and why do you think you're in a position where you can make a deal? If you don't call, then the grandchildren won't even be given a chance. The Ushiromiya family will end here. And I'll turn you all into sacrifices right away!!"""
Gaap,"""You'd be lucky to become sacrifices right away. ......Don't you think it'd be more painful to watch the children be made into sacrifices first, before your very eyes...?"""
{f:5:Virgilia},"""......Ga...ap. The Master is the one who decides the order of the sacrifices. Keep your opinions to yourself."""
Gaap,"""Lia, you just tried to shorten my name and failed, didn't you?"""
{f:5:Virgilia},"""I, I did not! And I told you not to shorten my name...!"""
Ushiromiya Kinzo,"""......Women truly are..."""
Ronove,"""Noisy. Pu ku ku!"""
