Speaker,Umineko Project (UP)
,"As Beato grew thoroughly panicked and agitated, Ronove had quickly covered her mouth with his hand, and suspended the game."
,He then pulled Beato away in the name of a strategy conference...
Ushiromiya Battler,"""......Damn. Curse that demon butler. When Beato got all hot, that was an ideal chance to corner her..."""
,"Beato normally behaves elegantly, but she actually has a really short temper and gets mad easily."
,......Her normal intelligence falls silent when she starts getting agitated.
{f:5:Virgilia},"""Ronove is composed. ...He probably gave that child some time to cool her head. ......That child was stubbornly trying to remove your check, and was going to easily let several large pieces go. ...After all, the first twilight is only a skirmish. ......That child mistook her timing."""
Ushiromiya Battler,"""......So, what does it mean? Did I create a checkmate, or didn't I?"""
{f:5:Virgilia},"""That child was going to proclaim it in red. It probably wouldn't have become checkmate yet. ......But, I imagine, that child will proclaim her resignation once she has cooled her head."""
Ushiromiya Battler,"""...Surely not. Even though she hates losing...?"""
{f:5:Virgilia},"""Yes. In a losing battle, it is essential to withdraw your troops as soon as possible to try to minimize your losses. ......The difficult part is measuring whether it is a losing battle or not. ...It seems that that child's butler calmly made that decision."""
Ushiromiya Battler,"""......Oh well. In other words, she got away with only a second to spare. ......Looks like...I won't be getting checkmate and delivering the final blow so easily."""
{f:5:Virgilia},"""However, you should measure this as your victory. They seem to have just barely prevented a large loss, but without a doubt, you dealt considerable damage. ......I am sure you were able to understand well the depths of that wound by watching the way she panicked."""
Ushiromiya Battler,"""Seriously. Ihihihi, it feels like she'd start crying if I bullied her any more than this."""
,"As we talked, Ronove returned with Beato, who wore a meek expression."
,"...She didn't have the same bold smile as usual, but it looked like the blood wasn't rushing to her head anymore."
Ushiromiya Battler,""".........Hey. It's your turn. Did you decide your next move?"""
{f:5:Beatrice},"""I resign. ......For now, I will let you have your victory."""
,"Beato told me that frankly.{n}It seemed as though she had taken a far‐sighted view, as though saying ""if you want to laugh, then laugh""."
,"......It was a bit of a buzzkill, and I lost my desire to attack her further."
Ushiromiya Battler,"""Well, now that you've resigned, in the end, all that means is that we're even, since my theory and yours can't deny each other. I'll treat it more like a tie than a loss."""
{f:5:Beatrice},"""......I don't need your disgusting compassion. I say that this time, it is my loss. ...When you find a dog drenched with rain, are you inclined to whack it with a stick or something?"""
Ushiromiya Battler,"""Nope. Unlike you."""
{f:5:Beatrice},""".............................."""
,"Even though she ridiculed me horribly when I showed signs of defeat, she was so pathetic when it was her turn."
,"I thought of her as a pretty unfair person, but I decided to act with dignity as a winner and accepted it."
,......Beato had resigned.{n}That was the only result of the first twilight.
,"{f:5:Beatrice} couldn't counter my move of ""one of the six was the culprit, and that person died in an accident""."
,"...No, she probably could have countered it, but because of some strategic decision, she had given up."
,"I felt less like I had won, and more like she had escaped me one step from victory..."
,"In chess against witches, it is possible to battle onward solely using pieces called X which don't need explanation."
,"Thanks to the ""Devil's Proof"", I can create as many strange fictions as I want, and use them to fight in the argument."
,"...But that's only within the context of chess with a witch.{n}......In our human world, such an abstract story can't explain anything."
,The first twilight today was a chain of six locked rooms.{n}...It certainly may be possible for a human.
,Beato hadn't been able to completely deny everything.
,"However, I don't have a clue who committed the crime, why, and how they actually did it..."
,"I shouldn't say this having won, ......but I get the feeling that I would have felt less muddled...if I had just been told right out by {f:5:Beatrice} that it was completely impossible for a human."
,"Although I hide behind these abstract pieces called X,{n}............I couldn't deny that some kind of unthinkable, creepy intention had definitely pervaded this mansion..."
