Speaker,Umineko Project (UP)
Furudo Erika,"""Yes. If we take the circumstances into account, then in response to the question ""Who saw him last?"", it was very odd for Natsuhi‐san to instantly answer ""me""."""
Gohda Toshiro,"""Wh‐......why?! Madam told the plain, unvarnished truth...!"""
Ushiromiya Natsuhi,"""Quiet!! Why do you think that was odd...?"""
Furudo Erika,"""Why are you so sure that no one else saw Kinzo‐san after eleven o'clock?"""
Ushiromiya Natsuhi,"""W‐......well, ...that's because I watched as he went to bed. It's only natural to assume that he would then sleep until morning, and not entertain any other visitors..."""
Furudo Erika,"""Considering the circumstances, whoever saw him last was going to be at risk of being suspected of having some kind of involvement with this case. ......A normal person in your position, Natsuhi‐san, wouldn't say, ""I was the last to see him. I met with him at eleven o'clock."" Right, Kyrie‐san......?"""
Ushiromiya Kyrie,"""..................... ......Yes, that's right. ......A normal person would say, ""I saw him at eleven o'clock. But I don't know if I was the last person to see him."" ......Something like that."""
Furudo Erika,"""<Good>. .........Identifying oneself as the final witness is usually quite difficult. ......That is, unless you know some reason that makes you certain that there couldn't have been any other witnesses after you."""
Furudo Erika,"""......In third‐rate mysteries, the final witness is often the culprit. They killed the victim themselves, so they knew that no one else could have met the victim later on...is how the argument goes."""
Kumasawa Chiyo,"""Hohoh, ...hohohoho... That's nothing more than a minor misuse of words... It's nothing to make such a fuss of and focus on..."""
Nanjo Terumasa,"""Yes, yes, that's nothing more than nitpicking... Aren't you jumping the gun a little, suspecting Natsuhi‐san because of a little slip of the tongue like that......?"""
Gohda Toshiro,"""And you mentioned that Madam must have a reason to be sure that no one else could have seen the Master, but, of course, Madam has one...! She left the room after seeing the Master go to bed! Following common sense, it's perfectly natural to assume that he probably wouldn't meet anyone else until the next morning...!"""
Furudo Erika,"""......No. That isn't natural whatsoever. After all, Natsuhi‐san, Doctor Nanjo, and Kumasawa‐san all made this claim a short while ago. Please, try to remember."""
Ushiromiya Eva,"""And Natsuhi nee‐san was the last person to meet him, right...? At around eleven o'clock last night. I wonder if that means he slipped out of the study sometime after that and went somewhere else..."""
Ushiromiya Natsuhi,"""W‐......well...... B‐but Father is a fickle man... Many times, he has bolted awake in the middle of the night saying that he had a revelation in a dream, and walked around the mansion. Isn't that right, Doctor Nanjo...?"""
Nanjo Terumasa,"""Nn, ......y‐yes, that sort of thing has happened before... ...As you say, ......he is, erm, a fickle fellow. R‐right, Kumasawa‐san...?"""
Kumasawa Chiyo,"""...Hoh, ...hohoho. That's true... He might have had some sort of strange dream and slipped out of bed... That happens a lot, yes......"""
Ushiromiya Battler,""".........Yeah. ......Grandfather often slips out of bed all of a sudden late at night... ......That's what you claimed."""
Furudo Erika,"""<Good>. Battler‐san, you have quite an impressive memory. .........In other words, it's well known amongst the people at the Ushiromiya head house, Natsuhi‐san included, that there's a chance Kinzo‐san might wake up in the middle of any given night on a whim and wander around. On top of that, they were aware that this happened quite often."""
Ushiromiya Eva,"""......Isn't that odd? ...If you knew that Father often wanders around at night, there's no way you could be certain that he'd stay in his bed until morning. Right?"""
Ushiromiya Rudolf,"""It really is......like a third‐rate mystery. A lot of those have this part in the last five minutes where the culprit asks ""When did you figure out it was me?"" and the detective answers..."""
Furudo Erika,"""It is, isn't it? ......That's why I feel let down. If it turns out that Natsuhi‐san really is the culprit, this will be worse than a TV mystery. ......That's why I want to clear away the suspicion surrounding Natsuhi‐san as soon as I can. I want to make sure that this mystery isn't third‐rate before I do anything else."""
Ushiromiya Natsuhi,""".........ugh......gah......"""
{f:5:Beatrice},"""......There's no need to get anxious, Natsuhi. She is merely playing with words, a favorite trick of would‐be detectives. ......Is it of any consequence? How can she possibly use that one statement to corner you? In the court of hell, all of the demon jurors will declare you innocent. So calm down and don't get flustered..."""
Ushiromiya Battler,""".........Sure, when you say it like that, it does make Aunt Natsuhi look suspicious. ......But to me, it just sounds like you're picking holes in whatever she's saying for the sake of it."""
Ushiromiya Eva,"""But it is suspicious. ......I think this is more than enough reason to suspect that Natsuhi nee‐san might be hiding something..."""
Ushiromiya Natsuhi,"""Th‐that accusation is entirely false...! And you are not being fair, Eva‐san...!! You {i:yourself} can testify that I was in fact here at eleven o'clock...!"""
Furudo Erika,""".........Is this true, Eva‐san?"""
Ushiromiya Eva,"""........................ .........Oh, now that you mention it, perhaps it is. ......Heheheh, I'm sorry. At the time, I was losing my head because the gold had just been found, so I forgot all about meeting Natsuhi nee‐san until just a second ago."""
Furudo Erika,"""So, Eva‐san, you can confirm that Natsuhi‐san was a witness at eleven o'clock?"""
Ushiromiya Eva,"""Unfortunately, yes, I can attest to part of Natsuhi nee‐san's story. ......But only the part that she came out of this room."""
Ushiromiya Natsuhi,""".........Wh‐what are you implying?"""
Ushiromiya Eva,"""Let me tell you what I'm implying. ......No, I've wanted to say this for a long time now. ...I really did feel like saying this in the middle of such a tragic murder case would be improper, but the timing now is just too perfect. .........You know what I'm talking about, don't you? ......Natsuhi nee‐san.........?"""
,The servants gulped and held their breaths...{n}It seemed that they hadn't been able to hide it......after all.........
,"In the middle of this heavy silence, ......Eva fingered her trump card, and Natsuhi pretended to be calm."
,Both space and time grew as heavy as lead...and swallowed up everything...
Furudo Erika,"""How long has Kinzo‐san been gone......?"""
,"Erika's words, spoken almost casually, tore that atmosphere to pieces like shattering glass......"
Ushiromiya Rudolf,"""......Simply put, we haven't seen him once at the family conferences this year or last."""
Ushiromiya Hideyoshi,"""That's right... We've suspected it since last year. ...Seeing as how my son and the others have just been killed, this may not be the time or place to pursue this. ......But there's a chance that this has something to do with the crime, so we will do just that..."""
Ushiromiya Kyrie,"""It's possible that you have a motive for hiding Father's death. ......We can suspect that you're embezzling Father's assets."""
Ushiromiya Eva,"""If Father were to die, an investigation would be conducted for the distribution of the assets and your embezzlement would be exposed. That's why you've been hiding the fact that Father is already dead!!"""
Furudo Erika,""".........I see. That's more than enough for the whydunit. This keeps getting more and more third‐rate. Aaah, ......how boring."""
Ushiromiya Natsuhi,"""I, ......I don't know what you're talking about...!! You accuse me of hiding the death of the head?! Slander of this nature is...absolutely unforgivable!!"""
Gohda Toshiro,"""That's right...!! In addition to Madam, the other servants take care of the Master on a daily basis, and they see him all the time...!! Genji‐san, Shannon‐san, and Kanon‐kun...! Even Doctor Nanjo and Kumasawa‐san meet with him often...!"""
Gohda Toshiro,"""......P‐perhaps because he doesn't trust me, I haven't seen him even once since last year, but..."""
Ushiromiya Natsuhi,"""Be quiet, Gohda!!!"""
Gohda Toshiro,"""Eek!! M‐my apologies...!"""
Furudo Erika,"""All of the witnesses besides Natsuhi‐san are servants she employs. ......You paid them to corroborate your story... Ohh, this really is third‐rate. What a waste of time. .........I'm disappointed, Natsuhi‐san. I think it's time I concluded this now."""
Ushiromiya Natsuhi,"""C‐.........concluded what......?!"""
Furudo Erika,"""Ushiromiya...Kinzo‐san."""
Ushiromiya Kinzo,""".........What is it, ...uninvited guest?"""
Furudo Erika,"""You don't exist. ......You're a ghost whose death was concealed by people who didn't want it known due to the inheritance problem."""
Ushiromiya Kinzo,"""......Hmph. ......Heheheheheheheh."""
Furudo Erika,"""If you're a ghost, you should pass on quickly to the next world as ghosts are meant to. ......Oh, where are my manners, this is the first time we've met and I've yet to give you a proper greeting."""
Furudo Erika,"""......Good day, pleased to meet you. And goodbye!!!"""
,"Beato's pipe......stopped mere millimeters from Erika's face, so close that you might just barely have been able to wedge a single sheet of paper between them."
{f:5:Beatrice},"""And good day from me. ......Ushiromiya family alchemist, {f:5:Beatrice} the Golden. I shall be your opponent in this fight from here on out."""
Furudo Erika,"""Glad to meet you. I'm the detective of this game, Furudo Erika. It's a pleasure to make your acquaintance. And soon, to bid you farewell."""
{f:5:Beatrice},"""So, you're Lady {f:5:Bernkastel}'s next piece after Ange. ......I'm afraid I didn't get to fight with her to my satisfaction in the end. It pleases me that we can test wits at last, piece of Lady {f:5:Bernkastel}...!"""
Furudo Erika,"""............My master is almighty and all‐powerful. A fool like you couldn't even begin to compare with her. I accept your challenge."""
{f:5:Beatrice},"""*cackle*cackle*cackle*. You really are calm. ......Even though a witch has appeared before you and is about to fight with magic and fantasy. .........If you were Battler, you'd be on your knees wailing that this isn't a mystery anymore."""
Furudo Erika,"""Well, parallel worlds like this are popular even within the mystery genre these days. Are you familiar with that detective who reasons from an armchair in a meta‐like space?"""
{f:5:Beatrice},"""Mind your anachronisms. That author doesn't make his debut until next year."""
Furudo Erika,"""You certainly are picky for a witch."""
{f:5:Beatrice},"""Hahha!! You think yourself a witch's equal? Don't be so conceited, you miserable little {y:0:Human}{n:0:human}!!"""
,"Beato snapped her fingers, and something bounced around the room at terrifying speeds...!!"
,It was the witch's stake. The witch's wedge which contained the power of the blue truth within it...!
,"Of course, a mere {y:0:Human}{n:0:human} like Erika couldn't follow its terrible speed with her eyes."
,"Erika understood this, so she didn't attempt to look every which way stupidly trying to spot it."
Lucifer,"""You slowpoke!! Take this!!"""
,"With a terrible sound, Lucifer's blue stake buried itself into Erika's right collarbone."
,It shot all the way through and out of her back.
,"Spinning as she rebounded off the walls, Lucifer landed in front of Beato, and disappeared, laughing shrilly."
,"Erika wasn't blown back.{n}However, a blue wedge was stuck deeply into her."
Furudo Erika,""".........So this is that so‐called blue truth. Well then, let me hear your opinion."""
{f:5:Beatrice},"""{p:2:You can't eliminate the possibility that Natsuhi met with Kinzo at 11 p.m. In the six‐plus hours between then and the time you all barged into the study, Kinzo had every opportunity to escape! Because of this, you can't state decisively that Kinzo doesn't exist}."""
,"Beato announced that with an expression worthy of her title as witch.{n}Erika, on the other hand, was silent."
,......Was she too shocked to speak?
,There was no anguish in her expression.{n}She was just quietly listening to Beato's blue truth.
,"No, ......judging by her disdainful expression, it would probably be more appropriate to say that Beato's words went in one ear and out the other."
Furudo Erika,""".........<Good>. Begin with the orthodox. .........By the way, this thing really is stuck good. It won't come out."""
,"She tried pulling from the front and the back of the blue wedge that pierced her, but it didn't budge an inch."
,"However, her indifferent, relaxed expression didn't budge an inch either."
{f:5:Beatrice},"""You can't take it out! ......The blue truth can only be broken by the red truth. ......And as you are a guest who came to this island a day ago at most, there exists no truth that you could possibly know! There is no red available to the likes of you...! In other words, this is checkmate!!"""
Furudo Erika,"""......I see. This is one of those spaces. ......In that case, I'll need a piece suitable for fighting a witch. ......I am the detective. Let it be my role to deal with the {y:0:Human}{n:0:human} culprit. You are a witch. ...There is a piece better suited to the role of dealing with witches and demons."""
Furudo Erika,"""Allow me to introduce you. .........Miss Dlanor. It looks like it's your turn."""
{f:5:Beatrice},"""D‐.........Dlanor...!!!"""
{f:5:Lambdadelta},"""Ahhahahahahahaha!! I knew it, I was certain you'd bring that piece in sooner or later...!! The ten witch‐hunting wedges, the archbishop of witch hunting, Dlanor!!"""
{f:5:Bernkastel},"""There's no more fitting piece for a battle against devils and demons. I have my double, Erika, and the greatest natural enemy of witches, Dlanor."""
{f:5:Bernkastel},"""I've now taken control of the seventh rank with my two rooks. ......And now you'll entertain me, {f:5:Lambdadelta}. And you too, {f:5:Beatrice}. As I watch you struggle and scramble to no avail. ......*giggle*, ahaha{0}ha{0}ha{0}haa{0}ha{0}haa{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}haha!!"""
,"The air shone brightly, and the piece Erika had guided there showed its form..."
,"It was a form that resembled a cleric, perfect for confronting an evil witch......"
Dlanor,"""Pleased to meet {f:5:you}. Dlanor {nobr:A. Knox} is my {f:5:name}."""
,"Even though the atmosphere in this space could be cut with a knife, she introduced herself in a neat and frank manner."
,"......Her out‐of‐place appearance, completely different from those of the demons and witches, felt blatantly odd and had a kind of severity to it."
{f:5:Beatrice},"""......This is the first time I've met you, but I've heard all the rumors. Therefore, this truly doesn't feel like a first meeting."""
Dlanor,"""The same goes for {f:5:me}, Miss {f:5:Beatrice}. Eiserne Jungfrau has a detailed file on you 600 pages {f:5:long}. I always look over those, so this doesn't feel like a first meeting to me {f:5:either}."""
{f:5:Beatrice},"""The secretary of hell could summarize those 600 pages in a mere six letters."""
Dlanor,"""Allow me to {f:5:ask}."""
{f:5:Beatrice},"""‘Danger’."""
Dlanor,"""That's a good {f:5:summary}. When I get back, out of respect to you, I will close out your file with an additional two letters for a total of {f:5:eight}."""
Furudo Erika,"""<Executed>."""
{f:5:Beatrice},""".........So I'm <cute> now, *cackle*! Flattery will get you nowhere, my guest...!"""
Dlanor,"""Then let us {f:5:continue}. Miss {f:5:Beatrice}. I, Chief Inquisitor Dlanor, do humbly accept my role as your {f:5:opponent}."""
{f:5:Beatrice},"""I've already completed my first move. If you can't remove the blue wedge from that Furudo Erika over there, then you might as well trudge back up to heaven, and get back to your usual boring job of stamping things!"""
Furudo Erika,"""......Take care of this wedge or whatever it is, please. {f:5:Beatrice}‐san seems to think that this is all it takes to achieve checkmate."""
,"After making a show of tapping the blue wedge that pierced her with her finger, Erika shrugged as though taunting {f:5:Beatrice}."
Ushiromiya Natsuhi,"""......B‐{f:5:Beatrice}..."""
{f:5:Beatrice},"""It's alright. I'm just going to toy with her a bit. ............After all, if things get bad, I can take Kinzo's ghost and flee from here whenever I want. I can leave this room at any time and go anywhere."""
Dlanor,"""That is {f:5:useless}."""
{f:5:Beatrice},"""......Hoh?"""
Dlanor,"""Encountering me is equivalent to your {f:5:demise}. There will be no {f:5:escape}. No one can evade {f:5:me}."""
Ushiromiya Eva,"""As you say, there's always the possibility that Father bolted awake and went off somewhere. .........But you know what? I can state for certain that such a thing couldn't have happened. Heheheh, you know why?"""
Ushiromiya Natsuhi,"""O‐of course I don't...! Are you saying that you stood outside this door all night, watching to make sure the head didn't take a step outside...?!"""
Ushiromiya Eva,"""Yes, someone was watching. This little guy right here!!"""
Gertrude,"""For your attention: I beg to inform you of the following. Be advised that entering or exiting through this door is impossible. Guards, you are hereby ordered to blockade the study door."""
,"The doors to heaven opened with a strong, unrelenting radiance like the sun's, and Dlanor's subordinates appeared."
,Their words were clad in the red truth and cut off the witch's method of escape.
Chiester410,"""Chiester410, right here!"""
Chiester45,"""Chiester45, right here! It has been some time, Great Lady {f:5:Beatrice}! We were dispatched in accordance with Alliance Agreement #1516 and a request from the Great Court of Heaven. We apologize for the rudeness that is to follow...!"""
Chiester410,"""We've formed a precision blockade on the study door nyeh. I think it's best if you stay away from the door nyeh... Kihihi!"""
Gertrude,"""For your attention: I further inform you of the following. {p:1:From last night at 23:00 until the present time, the study door was not opened even once}."""
Ushiromiya Natsuhi,"""Wh‐......what is that scrap of paper?"""
Ushiromiya Eva,"""It's a completely ordinary receipt. But even so, this mere scrap of paper proves that you lied."""
Ushiromiya Hideyoshi,"""Last night, when you came out of the study, Eva saw her chance and wedged a receipt into the crack of the door to the study...! And that fell down just now when Rudolf‐kun opened the door for us...!!"""
Ushiromiya Eva,"""Know what that means? In other words, from {nobr:11 p.m.} last night until now, it's impossible that Father could have opened this door!!"""
Ushiromiya Battler,""".........Wh‐what'd you say......?"""
Ushiromiya Eva,"""Rudolf. The window was locked, right?"""
Ushiromiya Rudolf,"""......Yeah. That's why I smashed the glass."""
Ushiromiya Kyrie,"""The other windows are all locked as well. They can't be locked from the outside by construction...!"""
Cornelia,"""For your attention: I beg to inform you of the following! Be advised that {p:1:the windows were all locked}! Guards, blockade all of the windows."""
Gertrude,"""In the name of Eiserne Jungfrau, the imperial guard is hereby permitted to make use of forbidden weapons."""
Chiester00,"""Understood, ma'am. All units, clearance granted for use of forbidden weapon: red warheads. Transmit activation code!"""
Chiester410,"""Unya? The password doesn't work nyeh."""
Chiester45,"""410, turn caps lock off and try again...!"""
Chiester00,"""Chiester Troops, precision blockade for study door and all windows complete. The Great Lady {f:5:Beatrice} is hereby warned that if anything is caught passing through these physically, conceptually, or by any other method, we will fire without warning...!"""
Chiester45,"""Data link from four Archangel Satellites. Homing format: verdict‐model conceptual guidance...!"""
Chiester410,"""And on top of that, we've got red warheads nyeh. Impossible to shoot down, impossible to avoid, impossible to survive when hit. ......It'd smash even Lady {f:5:Beatrice} into little bits nyeh{p:0:♪}"""
,The Chiester Troops had laid down a pinpoint blockade over the door and all of the windows.{n}Escape would no longer be permitted through any of these...!
{f:5:Beatrice},""".........My, my. ......I should be doing the welcoming, but it seems I am the one being welcomed. And a courtesy call with the Chiester Sisters in tow, no less...!"""
Cornelia,"""For your attention: I beg to inform you that your paths of retreat have been severed! Supervisor Dlanor, let us now remove the sin and purify...!!"""
Dlanor,"""Your work is {f:5:appreciated}. .........Miss {f:5:Beatrice}. I have had your paths of retreat {f:5:terminated}. You cannot leave through the door, nor can you leave through the {f:5:windows}. You will find that escape is now {f:5:impossible}."""
{f:5:Beatrice},""".........You think you have me trapped with this alone? *cackle*cackle*......"""
,The Inquisitor in Heaven and her subordinates surrounded the witch.
,The subordinates used a powerful barrier to cut off Beato's methods of escape.
,"......Demons prefer to fight, and as a result, they sometimes allow their victims to escape."
,"However, angels prefer to block off passages of escape, and as a result, they eradicate their targets without fail...!"
Ushiromiya Eva,"""In other words, from the time you claim you bid him goodnight yesterday...until the time Rudolf opened the door, this study was a perfect locked room...!"""
Ushiromiya Hideyoshi,"""In that case, Father's gotta be here. But we haven't seen hide nor hair of him...!! Come on, what the hell is goin' on...?!!"""
Ushiromiya Natsuhi,"""Uh, ...gah.................."""
{f:5:Beatrice},"""I keep telling you to calm yourself...! The thought that I, {f:5:Beatrice}, could be imprisoned merely because the doors and windows are closed is simply laughable."""
{f:5:Beatrice},"""...Kinzo, I was planning on playing around, but it seems our guest has no such intentions. Let us withdraw before we overstay our welcome."""
Ushiromiya Kinzo,"""Mm. I would not hesitate to give up this life of mine, but for Natsuhi's sake, I cannot die yet."""
,Beato waved her pipe and the air was split vertically.
,"Then, a pitch black gate appeared there and slowly opened."
,"......It was a warp portal, the same as the pitch‐black holes that Gaap used."
{f:5:Beatrice},"""In my file, it should have said this: ""She is an elusive phantom, appearing and disappearing wherever she desires""...! As long as Kinzo has me, it will be impossible to capture him...!"""
,The pitch‐black gate opened.{n}That gate led from everywhere and to nowhere.
,"Both Beato and Kinzo would be sent to a place where no one could catch them, a place where no one could set foot, much less chase after them...!"
Ushiromiya Natsuhi,"""Th‐...this is the study of the Ushiromiya family head. And it is also a room that Father had a direct hand in designing. ......Don't you agree that there would be nothing strange about him having some mechanism for getting outside without using the door...?"""
Gohda Toshiro,"""...Y‐yes, of course...! There would be nothing at all strange about the Master having a hidden door...!"""
Ushiromiya Eva,"""A hidden door?! Really, and where would we find one of those...?!"""
Ushiromiya Natsuhi,"""It's a hidden door, so nobody knows. ......There are several mechanisms and hidden doors in this mansion that only Father knows of. ......No one has seen them first‐hand, but all the people of this mansion know of them in concept. Correct...?"""
Shannon,"""Uh, ...ah, ......yes...!"""
Kanon,"""......It's true that there have been always been rumors about hidden passages only the Master knows of..."""
Nanjo Terumasa,"""Th‐that is the sort of trick that Kinzo‐san would love..."""
Kumasawa Chiyo,"""Hohohoho...... And they are hidden doors, after all... No matter how much people such as ourselves might search, {i:it's only natural that we won't find them}."""
Ushiromiya Kyrie,""".........I see. It's a Devil's Proof. You're saying we can't eliminate the possibility that a hidden door exists in this room."""
Ushiromiya Eva,"""That's nonsense, it's all made up...!! How dare you stoop to this just because your lie about concealing Father's death is about to be revealed...!!"""
Ushiromiya Hideyoshi,"""Darn right!! Just where in this study is there a hidden door...?!! Go on, try provin' it exists!!"""
{f:5:Beatrice},"""{p:2:No proof is required!! It's a Devil's Proof! The existence of a hidden door is impossible to discover or disprove!! Therefore, no one can eliminate the possibility that Kinzo escaped from this study through a hidden door}!!"""
Dlanor,"""{p:1:I will not allow a hidden door to exist in this {f:5:room}}."""
,"Beato's blue wedge, which had been fired off as a farewell gift, was crushed with a flash of Dlanor's longsword, ......and the pitch‐black gate was crushed as well...!"
,And it wasn't just crushed visibly and physically.
,"From that moment onwards, the warp portal which conceptualized hidden doors had been destroyed forever."
{f:5:Beatrice},"""H‐how can someone like you, who is neither the owner of the study nor the Game Master, ......use the red truth......?! And what was that?! What do you mean you ""will not allow"" hidden doors to exist?!"""
Furudo Erika,"""It's because that's what defines a mystery. {p:1:Knox's 3rd: It is forbidden for hidden passages to exist}. You can't have any hidden doors in the mystery genre. I'm terribly sorry."""
Dlanor,"""In this world, gods other than our God do not exist, and hidden doors do not {f:5:exist}. They must not {f:5:exist}. We will not allow them to {f:5:exist}. They are a {f:5:blasphemy}."""
{f:5:Beatrice},"""......Arrogance enough to shock a witch... Hah, how delightfully preposterous...!"""
{f:5:Lambdadelta},"""Ahahahahaha{0}haa{0}ha{0}ha{0}ha{0}ha{0}ha{0}haha...!! Here it comes, the ten wedges to pierce witches...!! Just like usual, it's the kind of irrational argument that I just love to hear...!"""
{f:5:Bernkastel},"""What a fool. The Devil's Proof might have been vague enough to let you escape from everything until now, but now that you're up against Dlanor, that move won't work anymore, {f:5:Beatrice}!"""
Dlanor,"""......As I thought, you're no different from any ordinary {f:5:witch}. I am {f:5:disappointed}."""
Ushiromiya Kinzo,"""......Beato. ...It seems, after all, that this is not an opponent who will allow us an easy escape."""
Furudo Erika,"""Please do entertain me, {f:5:Beatrice}‐san. ......You should at least serve some tea for your guests. It doesn't even matter if it's third‐rate!"""
Furudo Erika,"""How did Kinzo‐san escape from this locked‐room study? Educate me with your blue truth...!!"""
{f:5:Beatrice},"""......Very well. Make sure you don't regret it!!"""
{f:5:Beatrice},"""{p:2:It's possible that, after slipping out the door, Kinzo noticed the trick with the receipt and correctly returned it to its original place}."""
Dlanor,"""{p:1:That possibility has already been eliminated in {f:5:red}. After 23:00, the door to the study was not opened even {f:5:once}}."""
{f:5:Beatrice},"""{p:2:Kinzo might have been a marvelous mage and inventor! He might have invented a concoction to turn his body to mist and slipped out through the keyhole}!!"""
Dlanor,"""{p:1:No such substance {f:5:exists}. It must not {f:5:exist}}."""
{f:5:Beatrice},"""{p:2:Maybe he invented a teleportation device! That possibility is impossible to eliminate because of the Devil's Proof}!!"""
Dlanor,"""{p:1:Such a machine does not {f:5:exist}. I will not permit it to {f:5:exist}}."""
{f:5:Beatrice},"""{p:2:Oh, so you can examine every chemical substance in the world? You can rule out the existence of unknown scientific devices?! There's no way you can, it's a Devil's Proof! You cannot rule out their existence}!"""
Dlanor,"""{p:1:I will {f:5:repeat}. In the name of God, I will not permit such chemicals or devices to {f:5:exist}. From now until the end of time, I will not permit them to {f:5:exist}}."""
{f:5:Beatrice},"""Even in the future?! Oho, so you think you can even deny the possible futures of the human race?!"""
Furudo Erika,"""It's Knox's fourth commandment. It is forbidden for unknown drugs or obscure scientific devices to be used."""
Dlanor,"""The progression of humanity and the techniques and knowledge that the future might bring are for God to {f:5:decide}. And their existence has been declared forever {f:5:denied}. Therefore, from now until the end of time, I will not allow for such technology to {f:5:exist}. It is not {f:5:permitted}."""
,Beato and Dlanor had just gone through a massive exchange of red and blue.
,"......However, not only had Dlanor not taken any damage, she also showed no signs of fatigue."
,"Beato might have been a fearsome witch, but blood flowed through her veins and she did breathe.{n}She felt both pain and fatigue."
,But Dlanor......was like a doll made of marble.
,"She felt no fatigue, no pain, no hesitation."
,"Even if Beato's sharp wedges had aimed right for Dlanor's eyes, she wouldn't have shut them."
,"......No, it was doubtful whether she ever even blinked in the first place......"
Ushiromiya Natsuhi,"""B‐......{f:5:Beatrice}...... Hang in there......"""
{f:5:Beatrice},"""......I'd heard the rumors, but she really is the worst matchup for me. ......To think that dreams, hopes, and even future possibilities are forbidden. The arrogance of the gods is overwhelming. ......I'd expect no less from a witch hunt executioner. It seems we'll never be able to drink together."""
,Even the strikes which had defeated Battler over and over had absolutely no effect on Dlanor.
,"......She had expected that already more or less, but she hadn't expected to be repelled so easily..."
Ushiromiya Kinzo,"""Quite a formidable opponent..."""
{f:5:Beatrice},"""Oh my, so even the great {f:5:Goldsmith} has gotten old and decrepit. Hearing those words come out of your mouth is rarer than seeing two comets in the night sky...!"""
Ushiromiya Kinzo,"""Hmph. I'm not decrepit, I'm already dead."""
{f:5:Beatrice},"""Hah, that's true. Sorry, but I won't let you be for just a little longer."""
,Beato experienced something she'd only rarely felt during her entire life.
,"......It was probably what we'd call ""hardship""."
,"As Natsuhi tried to comfort her, Beato quietly brushed aside her hand, and she regained her posture again, showing off her witch's pride and her continued readiness to fight."
Dlanor,"""Is that {f:5:all}? There was no need for me to be {f:5:present}. I am {f:5:disappointed}."""
{f:5:Beatrice},"""I'm not done yet. I was just testing a few moves just now. I was only trying to measure your abilities."""
Gertrude,"""It is foolish in the extreme. Know your place, Golden Witch."""
Chiester00,""".........Lady {f:5:Beatrice}..."""
,Beato's expression became tense once again.{n}No longer was there any trace of mischief.
,......The mood changed.
{f:5:Beatrice},"""The time for playing is over. Here I go. In that case, I shall acknowledge that Kinzo did not enter or leave the study. Why don't I accept your locked room?"""
Dlanor,""".........{f:5:Hm}."""
Gertrude,"""For your attention: I beg to inform you that {f:5:Beatrice} has changed her pattern of attack."""
,"{f:5:Beatrice}, who had until then thoroughly resisted the idea that a locked room existed, did an about face."
,She declared that she would accept that proposition.
,"Of course, this didn't mean that she'd surrendered. This was a new attack of Beato's.{n}Dlanor noticed this and readied herself."
Chiester410,"""What's going on? Why did Lady {f:5:Beatrice} acknowledge the locked room when she's trying to destroy it nyeh?"""
Chiester45,"""......Sh‐she's probably going to claim that Kinzo existed outside of this room. ......Reactivation of the great Lady {f:5:Beatrice}'s warp portal confirmed!"""
{f:5:Beatrice},"""{p:2:Natsuhi claims to have ""talked with Kinzo in the study"", but she never said that she spoke with him face to face. Therefore, if Kinzo was in a location other than the study, there is no contradiction as long as they held a conversation}!"""
Dlanor,""".........nn—"""
,"After bouncing at an erratic angle, the witch's stake pierced the top of Dlanor's foot."
Asmodeus,"""You sure are slow. ......Heheheheh, top of the foot, all mi~ne!"""
{f:5:Beatrice},"""{p:2:Natsuhi used the internal phone line in this study to speak with Kinzo, who was in another place! There's nothing strange about Kinzo, who hates the relatives, predicting that they would enter his study and leaving to go elsewhere. He might have gone to the hidden mansion, Kuwadorian}!"""
,"The power of Beato's blue truth began to dwell in the Stake of Asmodeus piercing the top of Dlanor's foot, changing the stake into a blue wedge."
Chiester410,"""Not bad, that makes sense nyeh...!"""
Chiester00,"""......Blue truth, valid!"""
,A cyclone of gold butterflies swept up with Beato at its center.{n}......The magical power of the pitch‐black gate that had been smashed was once again refilled.
,"......If she could hold Dlanor off here somehow, this time, she would be able to warp Kinzo out of the study, all the way to Kuwadorian...!"
,"Dlanor moved clumsily, trying to pull the blue wedge out of her foot, but it didn't even budge."
,"Of course, Beato didn't miss this chance.{n}No witch would!"
{f:5:Beatrice},"""I have more, so prepare yourself. {p:2:There's a chance that the Kinzo mentioned by Natsuhi does not refer to the person himself! The Kinzo spoken of by Natsuhi might have been another name for this room! Kinzo had taken refuge in Kuwadorian and was impossible to contact. Perhaps Natsuhi called this room ""Father"", and by contemplating inside of it, she felt as though she had received some sort of revelation from Kinzo}!!"""
Beelzebub,"""We've stopped you from moving. You've already lost!"""
,"Beelzebub's blue wedge pierced the base of Dlanor's neck!{n}Of course, even this didn't cause her to flinch, but her movements were restricted even further."
Dlanor,"""......{f:5:Interesting}. Is that {f:5:all}?"""
{f:5:Beatrice},"""You don't call it a full‐course dinner if you stop at the soups and hors d'oeuvres! I'll hit you with the main dish and the dessert at once, so watch your stomach explode and die!!!"""
{f:5:Beatrice},"""{p:2:Even if, as you say, this is a locked room and impossible to escape from, you can't deny the possibility that he is still hiding in this room. I'm not talking about a hidden door! He might be under the bed or above the ceiling! He might be hiding in such a subtle blind spot that even a demon would not recognize it}!"""
{f:5:Beatrice},"""{p:2:Or, it might be that Natsuhi, ordered by Kinzo to act as his proxy, considered herself both his representative and another Kinzo! In other words, it's possible that Natsuhi was also Kinzo}!"""
