Speaker,Umineko Project (UP)
Ushiromiya Eva,"Oh, but maybe ""sweetfish can swim in it"" means it joins up with the ocean......"
Ushiromiya Eva,"My husband did say that, despite being river fish, they go out into the ocean... ..............."
Ushiromiya Eva,".......................................{n} ...............With the ocean.{n}........................No, ...but, .........{n} ......Huh...?"
,"""......Did you notice? But that's just a faint memory. There should be a book archive somewhere around here. If you investigate, you can make sure."""
Ushiromiya Eva,"......If that's the ""sweetfish river"".........{n} .........And if the key might be a six‐character word..."
Ushiromiya Eva,.....................Is the key really resting in that river?
,"I, I don't know, I don't know.{n}...Anyway, I have to search in an atlas..."
,"But, even if I know that, I don't know {i:from what} I should take the six characters..."
,"""......You really don't know? Think deeply. .........We're too smart for our own good, so our thoughts are inflexible."""
,"""Don't think of it like it's something as grandiose as ""The Riddle of the Epitaph"", but like it's a child's puzzle. ......Men are always children, no matter how old they get. Even if Father has advanced into old age, that doesn't change the fact that he is essentially a child inside his heart."""
,""".........Throw away your awe of Father. ...Think of this like it's a worthless, infantile puzzle game, like the ones Maria suddenly brings up on the boat."""
Ushiromiya Eva,"......Puzzles. ......Worthless, infantile."
Ushiromiya Eva,"........................{n} .....................Huh, .........ah."
Ushiromiya Eva,".........I'm sure that was, ...what was it, ......umm, umm......"
,"...I'm sure, if my memory isn't wrong, ......that was probably, umm..."
,"No, I don't have to rely on my vague memory.{n}I should be able to figure that out immediately too by searching in the archive."
,""".........We've probably already realized the answer. ...All that's left is to research whether that's correct or not."""
,"""Come, Eva. Let's go to the archive and make sure no one notices. ......There, we should find a mountain of thick books that didn't fit in Father's study. ...I'm sure that we'll find a book that answers our question. .........Quickly. This is our first and last chance in our life to have our dreams made true."""
,"When Natsuhi tried to lay a blanket over her, Eva suddenly jumped up."
Ushiromiya Natsuhi,"""...I'm sorry. I seem to have woken you."""
Ushiromiya Krauss,"""......Eva. If you're sleepy, don't overdo it. You rest first."""
Ushiromiya Eva,"""Th‐......thank you. I'm just going to the lavatory for a bit to wash my face."""
Ushiromiya Hideyoshi,"""You should take it easy and rest. ...Your health'll take another bad turn, you know?"""
Ushiromiya Eva,"""I said I'm fine, really! I'll be right back."""
,"Leaving only those words behind, I left the lobby at a brisk pace."
,"The lobby was partitioned off by a door, so as soon as I went into the corridor, they could no longer see me."
,......The archive was next to the servant room.
,"Father always owned a vast book collection, but after he started to become engrossed with his occult hobby, his library of those kinds of books grew even larger, so that the normal books suitable for a normal study had been forced out as his study overflowed."
,This archive was where those normal books were stored.
,"They were all stiff books for intellectuals, like complete volume sets of encyclopedias, but that was very convenient for me now that I was investigating something."
,"I entered softly, ......and just in case, I checked the room with my gun readied, making sure that there were no suspicious people there."
,Then I locked it from the inside.
,I actually wasn't thinking that the murderer might be hiding somewhere.
,...What scared me was my fear that one of the siblings might hear what I was investigating.
,"My heart had started jumping......{n}...I had been half‐asleep until a short time ago, so I hadn't been able to realize how significant this thing I had realized was."
,"But as I started to become aware, ......my heart started feeling like it was about to explode."
Ushiromiya Eva,""".........I...wonder if any of the other siblings have realized this......"""
,I don't think Krauss and Rudolf will realize.{n}......But I don't know about Kyrie.{n}She has extraordinarily good intuition.
,.........And I don't know about Rosa either.
Ushiromiya Eva,"""Rosa is as dim as the others. She always has been, and ridiculously so."""
,"Really...? I think she was wise enough to make you think she was dim, so that she didn't earn herself unnecessary malice."
Ushiromiya Eva,""".........Here it is. ...I wonder if we'll find it in this one."""
,"I pulled the book out, and flipped through the pages......"
Ushiromiya Eva,"""...............Oh. .........This is.........a ""sweetfish river""...?"""
,"I see...This is what the sweetfish river means.{n}......Don't dawdle around, research further."
Ushiromiya Eva,"""Y‐yes, I know... As you travel down it, you will see a village ({ruby:sato:{p:0:里}})... {ruby:sato:{p:0:里}} is an older word for {loghint:machi:town} or {loghint:mura:village}, right? But it's a densely populated area... There's any number of those..."""
,"Why have you stopped thinking?!{n}If you don't like it, why not quit forever...?{n}Why not just hand over the Ushiromiya headship to Kyrie forever?!"
Ushiromiya Eva,"""I, ...I don't want to... I will become the head. ...This is my first and last chance to do that... ......What is {i:village}? What does it mean?! Is there a village if you go down this ""river""......?! ............ah, .........aaaaaaaahhh......!!"""
,"......In {loghint:sono sato:that village}, look for the {loghint:kishi:shore} {loghint:futari:the two} {loghint:kuchi:speak} of.{n}......It's a ""shore"" ({ruby:kishi:{p:0:岸}}). Understand?"
Ushiromiya Eva,"""Uh, ...*gulp*... I, I, I understand...! Shore, ......shore.........!"""
,"All those pieces that I hadn't been able to understand at all were......right before my eyes, starting to......snap, snap into place, all by themselves......"
,I couldn't even remember to close my open mouth.{n}...My throat grew completely dry...
,Is it......really alright for this to be the answer?{n}R‐really? Really...?!
Ushiromiya Eva,"""...But this isn't six characters at all. ......I'm absolutely sure that this is the answer, but this doesn't reach six characters at all...!"""
,"Did you stop thinking again? In that case, think of a way you could read it with six characters."
,"If you can't think of one, then research it.{n}......There has to be an answer. You must not doubt that."
,"If you can't believe that, why don't you cry yourself to sleep, and then just give up and die forever...?"
Ushiromiya Eva,"""............One, two, three, four, five, six... ......Oooh, ...s‐......six characters..."""
Ushiromiya Eva,"""......I, ......I found it. ...This is.........the Golden Land's...k‐......key.........!!"""
,Yes. That is...the key to the Golden Land.{n} ......The key...to our childhood dreams.
,......The only keyhole to stick that key in...is that place.{n}That...is definitely what offers the sacrifices.{n}You get it now...right...............?
Ushiromiya Eva,"""Uuu, ............uuuuUUUgghhHAAaaaaa...!!!"""
