Speaker,Umineko Project (UP)
Ushiromiya Kinzo,"""Do you understand, Natsuhi? A true monarch fears no hardship. They declare that they will overcome anything without fail. Even if they haven't yet figured out how. This gives hope to the weak people. They gather, revere the monarch, and swear to assist him. That is where power is gained and his word is carried out. Engrave that into your heart."""
Ushiromiya Natsuhi,"""Y‐.........yes, Father......"""
,Natsuhi understood.
,"Through this mystical experience, ...Kinzo was teaching her the attitude required to overcome hardship. ...Even after his own death."
,"Feeling a warm sensation rise up in her chest, she let the valuable words Kinzo had given her echo through her mind over and over."
,"......A true monarch, ...in other words, the true head of the Ushiromiya family...was not to fear hardship."
,"They had to believe that they could overcome any hardship... If they could not believe themselves capable, then there was no reason why they would be..."
,".........Natsuhi suddenly felt very ashamed of the way she had come into this room, sobbing and asking Kinzo what to do..."
Ushiromiya Natsuhi,"""I......was foolish..."""
Ushiromiya Kinzo,"""..............."""
Ushiromiya Natsuhi,"""...Of course there's no time for crying when an Ushiromiya family crisis is upon us. And now that we have inherited the Ushiromiya family from you, Father, we must protect its honor no matter what."""
{f:5:Beatrice},"""Hoh. ......Even though you can't even draw a blueprint on how to repay Krauss's debts?"""
,"As {f:5:Beatrice} laughed unpleasantly, ......no, that wasn't it.{n}She was testing Natsuhi, to see whether she possessed the mental readiness to be a true monarch."
,"Natsuhi didn't hesitate anymore.{n}She answered clearly, gazing into {f:5:Beatrice}'s eyes."
Ushiromiya Natsuhi,"""Yes. At this moment, I have not yet discovered the method that we should pursue. However, my husband is the new head of the Ushiromiya family, and I am his supporting wife. So in my husband's place, I will proclaim it."""
{f:5:Beatrice},"""Let us hear it."""
Ushiromiya Natsuhi,"""Ushiromiya Krauss and Natsuhi will definitely overcome these trials and protect the honor of the Ushiromiya family. You have nothing to worry about, Father."""
Ushiromiya Kinzo,"""......You do know the scope of Krauss's debt, as well as the disastrous state things are in?"""
Ushiromiya Natsuhi,"""Yes. Things could hardly be worse—we could even be ordered to leave this mansion tomorrow, and we wouldn't be able to refuse. Once the distribution of the inheritance comes up, his relatives might even file a criminal complaint against us."""
Ushiromiya Natsuhi,"""However, there is no need to worry. We will repay all of the debts before then and restore our honor."""
,"As she stood at attention with a resolute attitude, Natsuhi proclaimed this clearly with Ushiromiya Kinzo and {f:5:Beatrice} as witnesses."
,"For a while, they remained silent, as though weighing Natsuhi's resolve."
,Then Kinzo chuckled and turned away...
Ushiromiya Kinzo,"""......How vexing. ...Why couldn't this person have been my son..."""
{f:5:Beatrice},"""The very fact that a woman with such a disposition married your son is another sign of your great luck."""
Ushiromiya Kinzo,"""............ {f:5:Beatrice}. This is my final order."""
{f:5:Beatrice},"""Now that you are no longer the head, I am not obligated to obey your orders."""
Ushiromiya Kinzo,"""Hoh. In that case, obey the orders of the new Ushiromiya family head."""
{f:5:Beatrice},"""You are no longer the head, and Krauss is not yet the head. Whom are you suggesting that I serve?"""
Ushiromiya Kinzo,"""I will leave that to you. It is up to you to decide who is qualified to succeed the Ushiromiya family head, and who is fitting to bear the mark of the One‐winged Eagle. ......You will be witness."""
{f:5:Beatrice},"""I refuse. I won't listen to the orders of a man who isn't the head."""
Ushiromiya Kinzo,"""No, this is different. This is a will. The last order that the head left behind for you."""
{f:5:Beatrice},"""......*cackle*. Then it seems I will have to obey. What a good friend I am."""
Ushiromiya Kinzo,"""I think not."""
{f:5:Beatrice},"""Hoh?"""
Ushiromiya Kinzo,"""You're only doing this because it caught your interest."""
{f:5:Beatrice},"""I can't hide anything from you, can I?"""
Ushiromiya Kinzo,"""Natsuhi."""
Ushiromiya Natsuhi,"""Yes, Father..."""
Ushiromiya Kinzo,"""Go and overcome your hardship."""
Ushiromiya Natsuhi,"""...Y‐.........yes."""
,"To Natsuhi, that might have been nothing more than a simple response, but to Kinzo and {f:5:Beatrice}, it seemed to carry much greater significance."
,"{f:5:Beatrice} nodded deeply, and with a motion as elegant as her dress, she bowed deeply before Natsuhi..."
{f:5:Beatrice},"""The Ushiromiya family alchemist, the Golden Witch {f:5:Beatrice}, right here. I will give you my aid so that the Ushiromiya family can overcome crisis once again..."""
Ushiromiya Natsuhi,"""......Thank you. I will need your power. We will most certainly overcome these trials."""
{f:5:Beatrice},"""I will not hold back on my support for your cause, but there is something I must warn you about beforehand. I understand that your troubles now could be solved if I were to bestow a vast quantity of gold again, like I did when I saved Kinzo from his crisis. However, that is something I cannot do."""
Ushiromiya Natsuhi,""".........I see."""
Ushiromiya Kinzo,"""Sorry, Natsuhi. The contract for {f:5:Beatrice}'s gold stated that it cannot be inherited. It was agreed that it could only be passed on to another if that person solves the witch's epitaph."""
{f:5:Beatrice},"""The gold is sealed away by the epitaph. As long as that is not solved, I cannot give you the magic of gold."""
Ushiromiya Natsuhi,""".........I understand. Then I shall search for another method by which we can save ourselves from this crisis. ......My husband said that his plan would take time, but he also said that it would definitely be sufficient to repay our debts. If we can buy enough time for that to happen, we will be able to overcome this trial."""
Ushiromiya Kinzo,"""Good, Natsuhi. Continue."""
{f:5:Beatrice},"""But Kinzo is already dead. The doctor and servants are preparing his funeral, and you will be contacting the family members about it. The window of opportunity for you to raise money will be closed by your own hand. *cackle*cackle*, how charming is a guillotine where you lower the blade yourself..."""
Ushiromiya Natsuhi,"""..................Ah—"""
,Natsuhi gasped and looked up at the ceiling.
,"There wasn't actually anything there.{n}......But even so, Natsuhi had found something."
Ushiromiya Kinzo,"""So, ......the magical power has descended."""
{f:5:Beatrice},"""Natsuhi. ......Have you made up your mind? What magic of miracles do you desire from me?"""
,......All of those who had witnessed Kinzo's corpse were once again gathered in the study.
,Krauss was still very unsettled and clutching at his head.
,Genji was as expressionless as ever.
,Nanjo and Kumasawa wore bewildered expressions on their faces.
,"But in stark contrast to all of them, Natsuhi's expression was resolute."
Ushiromiya Natsuhi,"""Dear, let me ask you one more time. Your plan for raising money is absolutely certain?"""
Ushiromiya Krauss,"""......Y‐......yes. Give it a year, ...no, just half a year, and it will certainly bear fruit! But it's just impossible to hope for anything right this second......"""
Ushiromiya Natsuhi,"""Then we will wait."""
Ushiromiya Krauss,"""B‐but you said it yourself. ......Dad is already dead......"""
Ushiromiya Natsuhi,"""Father hasn't passed away. As you can see, he is as healthy as ever."""
,"When Natsuhi said this, everyone looked up instantly, startled.{n}...Because they immediately understood what those words meant..."
,"However, Krauss alone didn't get it right away and had to ask."
Ushiromiya Krauss,"""What......do you mean by that......? Dad is right there, and he's......"""
Ushiromiya Natsuhi,"""I will say it again. Father is still in good health. He is busy with his research, so he'll be even less able to leave his study than usual. Because of this, we must handle all external affairs ourselves, so that Father can devote himself to his research without being burdened by meaningless tasks."""
Ushiromiya Natsuhi,"""In short, nothing will change from the way things have been up until now. .........Do you understand, Genji?"""
Ronoue Genji,"""...............Yes. ...The furniture of the One‐winged Eagle will continue to serve the Master."""
Ushiromiya Natsuhi,"""Kumasawa. And you, Doctor Nanjo. Do you understand what I'm saying?"""
Kumasawa Chiyo,"""......Oh, ...uh, ......ummm..."""
Nanjo Terumasa,"""I‐......is this really what you want to do, Natsuhi‐san......?"""
Ushiromiya Natsuhi,"""It may be true that Father passed away today. But if everyone here right now believes, we can use magic to revive Father."""
Kumasawa Chiyo,"""I‐it's impossible, Madam... That's just too much...!"""
Nanjo Terumasa,"""The time of death will be determined during the autopsy. We can't stop it from looking suspicious...!"""
Ushiromiya Natsuhi,"""Father will not pass away, so there will be no reason for there to be an autopsy."""
,"Of course, she wasn't planning to make Kinzo live forever."
,The fake life given to Kinzo would only last until Krauss could repay his debts.
,"After that, Kinzo's soul would finally be able to sleep in peace."
,"Nanjo repeated himself that the time of death would be discovered during the autopsy, but Natsuhi said again that this wouldn't be a problem."
Ushiromiya Natsuhi,"""Father will not pass away by being reported dead."""
Ushiromiya Krauss,"""A‐.........ah, I see. ......He'll be reported missing...!!"""
,"After clapping his hands together, Krauss stood up, shaking his fists."
Ushiromiya Natsuhi,"""Yes. Once we've managed to pay back the debt and finish the preparations to lay Father to rest, we will then announce that Father has disappeared."""
,"Rokkenjima's vast, uncultivated forest was the perfect place to stage a disappearance."
,"One day, Kinzo would go out to the forest for a walk and never return. ......They would search for him without success and then be forced to report his disappearance..."
Ushiromiya Krauss,"""If he disappears, we can file a report of his death even without a corpse. In other words, we can conceal the time of death! What do you think, Doctor Nanjo?! There won't be any problems this way!"""
Nanjo Terumasa,"""Y‐......yes, I can see the logic, but......"""
Kumasawa Chiyo,"""...Are you sure about this, Madam...? Y‐yes, if all of us can keep quiet, then perhaps we could keep it a secret that the Master has passed away...! But there are so many ways that one of us could slip up and allow someone to find out...!!"""
Ushiromiya Natsuhi,"""Kumasawa. Keep your voice down. ......Have you forgotten that Father is sleeping right over there? Are you trying to wake him?"""
,It isn't a corpse. ...Kinzo...is sleeping.
,"As Natsuhi said that, ......Kinzo lay quietly on the bed, as though there was nothing at all odd about her words."
{f:5:Beatrice},"""Come, try to remember. What form did you have? What sort of life did you enjoy?!"""
,"Once again, a storm of gold butterflies started to swirl, covering Kinzo's cold body..."
,"Then, after the butterflies exploded into fine gold powder and disappeared, .........just like those fairy tales that have been told over and over since long ago, ......Kinzo slowly opened his eyes and sat up..."
Ushiromiya Natsuhi,""".........F‐......Father......!!"""
Ushiromiya Kinzo,"""......Natsuhi. Let me first make one thing clear. I did not coax you into doing this because I have an attachment to life."""
{f:5:Beatrice},"""You liar. Don't tell me you didn't anticipate this at least a little. How does it feel, Kinzo? How is your body?"""
Ushiromiya Kinzo,"""It isn't bad, but it feels somewhat like being in a dream. I feel light."""
{f:5:Beatrice},"""A being not permitted to remain in this world still remains here. You'll have to accept a little discomfort."""
Ushiromiya Natsuhi,"""...Is your body truly alright?! Are you really...alright...?!"""
Ushiromiya Kinzo,"""Mm. Actually, this feels quite pleasant. ......If this is what the world after death feels like, playing the part of a ghost might not be so bad."""
{f:5:Beatrice},"""How is this, Natsuhi? Kinzo has revived. That means a funeral is unnecessary. Your hardship has been resolved!"""
Ushiromiya Natsuhi,"""......B‐{f:5:Beatrice}..."""
,"As Natsuhi tried to find words of gratitude, {f:5:Beatrice} waggled her index finger and spoke."
{f:5:Beatrice},"""There is no need for thanks. A ruler should be proud. I do not pay heed to requests, but I do follow orders."""
Ushiromiya Natsuhi,"""I'll say it even so. ......Thank you. This way, ......you've bought some time for my husband... ......We will handle the rest."""
{f:5:Beatrice},"""Be warned, Natsuhi. Kinzo may have revived, but that is not an eternal thing. It will only continue as long as my magic does."""
{f:5:Beatrice},"""......Be warned that the anti‐magic toxin might destroy the magic. You must understand the laws of magic correctly and work hard to maintain it. I can show you a miracle, but it is your role to grasp it and hold it together."""
Ushiromiya Natsuhi,"""Of course. We won't neglect the miracle you have given us."""
{f:5:Beatrice},"""Very good. ...I see... It seems masters do need to be changed every once in a while, just like floor mats. *cackle*cackle*! I like it. I shall serve you."""
{f:5:Beatrice},"""Ushiromiya Natsuhi! I am the Ushiromiya family alchemist, the Golden Witch {f:5:Beatrice}...!! Call my name whenever you wish. I shall then appear and grant you a miracle."""
Ushiromiya Natsuhi,"""Thank you. I am Ushiromiya Natsuhi. I will employ you to protect the honor of the Ushiromiya family...!!"""
