Speaker,Umineko Project (UP)
Ushiromiya Maria,"""............Uu. ...Battler. ......Quick, believe in {f:5:Beatrice}... .........If you don't, .........everyone's magic.........will wear off..."""
Ushiromiya Battler,"""Ma‐Maria, it's all over your body, too......!!!"""
{f:5:Beatrice},"""I resurrect all the dead with my magic. ......But as long as you don't believe, that magic will hold no true power. *cackle*cackle*cackle*! But I'm sure that a man of your caliber won't be broken by something like this, right...?"""
Ushiromiya Jessica,"""Ba‐...Battler......! We......didn't want to doubt our friends... We refused to face reality, ...and gave in to the witch......! But...I know you... ......I know you won't......give in to that witch......! Geh...ggghh.........gggggghhkkkkkkk!!!"""
Ushiromiya Battler,"""Jessica, JESSICAAAAA, waaaaAAAAAAAaaaAAAahh!!"""
,"How sad—Jessica met the same end.{n}...Just like George, she ended up like a butcher's leftovers."
,"Broken apart, melted, and all mixed up, so you couldn't tell which was George and which was Jessica anymore."
Ushiromiya Maria,"""...............Battler. Don't cry. ...{f:5:Beatrice} will resurrect the dead over and over. So there's nothing to be sad about... ......So, ............even if we die, we're still.........just......fine—"""
,"The redness began eating into the whole of Maria's body... When he saw this, the foolish Battler screamed out loud."
Ushiromiya Battler,"""You bitch, you won't get away with this, I'll never forgive you!! You call yourself a witch?! You call this magic?! I'll deny you with every last fiber of my being...!! I don't care what happens, there's not a chance in hell I'm ever gonna accept you!! If you want me as an enemy that bad, I'm gonna make sure you get what's coming to you!!"""
Ushiromiya Battler,"""I'll get you for this, you're gonna pay for this, you're going to fucking pay!!!! You're gonna regret making Ushiromiya Battler your enemy!! I'll deny you no matter what!! Every last impossible thing, I'll explain it all with ""humans""!!! I'll erase every cell of you from this world!!!"""
{f:5:Beatrice},"""You! You speak well, ""Battler""...! That's the kind of thing that can divert me from my thousand years of boredom!"""
{f:5:Beatrice},"""Come, explain. Try explaining it all with your so‐called ""human tricks""! And learn how lowly humans are!! Let's see you try to use what humanity has built up in a hundred years to oppose my thousand!! It will make forcing you to submit all the more enjoyable...!!"""
{f:5:Beatrice},"""So tell me, ""Battler""! What about Maria's letter? How the six were killed? The shutter? The receipt seal? The locked room with the chain? Kanon in the boiler room? Genji and the others in the parlor?! Natsuhi's suicide?! The riddle of the epitaph?! The location of the hidden gold?!"""
{f:5:Beatrice},"""Come, Battler, why don't you show me the power of ""humans""?! Fuhahahahaha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}hahaha!!!"""
Ushiromiya Battler,"""OoooooOOOOOOooooooooooOOOOOOOOohh!!!"""
