Speaker,Umineko Project (UP)
Ushiromiya Ange,"""......In a second, I'm going to take my hand away...... It must have hurt, right......? I held you so tightly... .........Sorry........."""
Ushiromiya Ange,""".........I'm alright, ......you don't have to turn around, so............before I go......show me you at your......coolest......... ......Rise from your seat, ......point at the witch before your eyes, ......and declare that the game will recommence........."""
,Ange's hand......slid.........and disappeared behind me.
,The stark marks of her fingers were left behind in the blood that had been oozing from her fingernails...
,But I turned around right away.{n}To take care of Ange's wounds...!
Ushiromiya Battler,"""Angeeeeeeeee...eeee...ee................................. ......Ange...?"""
{f:5:Lambdadelta},"""Aa~ah, and you even promised that you wouldn't turn around..."""
Ushiromiya Battler,"""......A‐......Ange.........ah, aahhh, ...wh‐where'd she......"""
,"Behind my chair, .........as though......about ten watermelons packed with blood......had all been smashed, ......there was a sticky, pulpy......mountain..."
,"And around that mountain of blood and minced meat, ......the clothes and shoes Ange had been wearing......lay crumpled as though they had been thrown off..."
,......As though a human's insides alone had been pulverized and discarded.
,"......As though Ange, who had been standing there until just a second ago, had been crushed........."
Ushiromiya Battler,"""Ange......? Wh‐......where is Ange......? Where did Ange disappear to......? H‐hey! Where did Ange disappear to?!"""
,"The two young‐looking witches said nothing, .........and just silently looked at the mountain of blood and meat and clothes."
,"But, ......I didn't want to accept it.{n}......I did not want to accept it!!!"
{f:5:Beatrice},"""..................I was right in front of you. .........Watching the whole time. Watching what happened.........to Ange behind you."""
Ushiromiya Battler,"""......D‐......do you know......? .........Where did...Ange go.........?"""
{f:5:Beatrice},""".........While she still lived, pinch by pinch, massive red‐hot pincers......tore chunks of flesh the size of a thumb off of her, ......and threw them away."""
{f:5:Beatrice},""".........I was watching. I watched as countless cruel tools, red‐hot from the witch's furnace, approached Ange from behind, and one bit at a time, ......pecked at her flesh, twisted it off, ripped it off in chunks, ......and tore her to pieces."""
{f:5:Beatrice},"""............Ange should be proud. In order to exchange her last words with her brother, ......she withstood the gasps of pain until the very end... ......She should be proud of that."""
,......Like hell that happened......
,"But......rolling there, ......on top of that mountain of flesh and clothes, ............was, without a doubt, what she had been wearing on her head: those pink‐bead...hair ornaments."
,"To be honest, I was thinking they were a bit too childish and didn't really suit her..."
,......So I remembered them well.
,...............Why has Ange been wearing these cheap hair ornaments all this time......?
,"No, no, ......this can't be Ange, ......it couldn't be, ......uug...uuuuhhhuuuuuuu...!"
{f:5:Bernkastel},""".....................That was honest, Beato."""
{f:5:Lambdadelta},"""Battler didn't see it, so you could've just said that she turned into butterflies and flew away, or something."""
Ushiromiya Battler,"""......Y‐...you guys also............s‐......saw............that happen......?"""
Ushiromiya Battler,"""Y‐......you watched Ange......get torn into......little bits...?"""
Ushiromiya Battler,"""You were watching, .........and yet......you kept your faces......that calm.........?!"""
,"Without answering, {f:5:Bernkastel}, {f:5:Lambdadelta}, and {f:5:Beatrice} looked at me, ......some in pity, ...others in derision........."
,"She was calling herself Gretel, so after what happened with {f:5:Virgilia} in the last game, ......I was thinking up until now that she might be Beato's underling, and I was making sure not to trust her even though she was on my side..."
,"And then, .........just as I learn that it was actually Ange, ......I'm not permitted to see her face..."
,".........and when I turn around, ......I find.........something.........like this... ............uuuuuuoohhhhh.........!"
{f:5:Beatrice},"""What does it matter? .........About your little sister."""
Ushiromiya Battler,"""......What......did you say............?"""
{f:5:Beatrice},"""You will never return from this place in any case. .........Whatever happens to your little sister in a world where you don't come home has nothing to do with you."""
{f:5:Beatrice},"""As long as you play here, the Anges of countless worlds will live in isolation, and the same pain of her final moments just now will be forced upon them, diluted over a period of more than a decade."""
{f:5:Beatrice},""".........However, that is of no importance, correct? It cannot be {y:1:‘seen’}{n:1:seen} by you from here. You cannot observe it. An unobservable truth cannot be proven except by the red truth."""
{f:5:Beatrice},"""Therefore, your anxiety over Ange's future unhappiness might well be an ungrounded fear. ............She might, surprisingly enough, have an easy life ahead of her, never needing to work, thanks to Rudolf's inheritance, right? *cackle*cackle*cackle*cackle*...!"""
,......That was......a lie.
,"From Ange's arm, every part of the sad world that follows had poured into me in an instant."
,It's all because.........I keep on.........lazing about forever.........and playing in a place like this.........!!
,......I...never thought about anyone but myself......
,"I have to defeat her! I have to take back my family, ......and come back to Ange who's waiting for me, ......as soon as humanly possible.........!"
,"Because even as I hang around with the witch like this, Ange's heart continues to be torn to bits by sadness...!!"
Ushiromiya Battler,"""............Ange, ......is {i:this}.........what you wanted to see......?"""
,"......Towards the cruel witch who had indifferently spoken of Ange's brutal last moments, slowly, ......and yet......with all my might, ......I pointed......"
Ushiromiya Battler,""".........{f:5:Beatrice}......"""
{f:5:Beatrice},"""Mm."""
Ushiromiya Battler,"""............Resume this game. .........I won't run away anymore, ......and I won't let you get away, either."""
{f:5:Beatrice},"""As I like it. I can no longer escape or hide. .........Let us settle this between us for certain. .........One will win. One will lose, and be destroyed. No other resolution exists."""
Ushiromiya Battler,""".........I will win. No matter how long it takes, I will definitely defeat you...!! In this match, there will no longer be any compromise, interruptions or losing by default!! I won't run away! You won't get away!!"""
Ushiromiya Battler,"""Come take me down, with everything you've got...!! There's no need for any stupid tricks or deceptions, no need for interacting with each other weirdly or acting all friendly!! You and I are enemies...!!! I have to settle this as soon as possible, .........and bring my family back to Ange!!!"""
{f:5:Beatrice},"......Unwavering purpose. ...Absolute, certain willpower."
{f:5:Beatrice},"A {y:0:Human}{n:0:human}'s certain willpower becomes certain magical power.{n}......That acts as a miracle, and makes it a promise."
{f:5:Beatrice},"Yes, this is a promised {i:certain miracle}."
{f:5:Beatrice},..................Is there not even a one in ten‐billion chance...{n}no.........is it {i:certain that there is not even a fragment of a miracle}...{n}that could make my victory happen?
{f:5:Beatrice},"Before I knew it, a cold, stiff chain had bound my other leg without a sound, fastening me to the chair..."
{f:5:Beatrice},"............All that is left to me is either to be killed by Battler and be defeated, or resist that, and repeatedly tie for all eternity."
{f:5:Beatrice},"......No, I guess that's ""repeatedly tie until I prepare my heart for death""."
{f:5:Beatrice},Either way.{n}.........I must now fight only to lose.
{f:5:Beatrice},I have already been bound in eternal chains.{n}And Battler won't let me escape either.
{f:5:Beatrice},......Should I pathetically beg for his forgiveness...?{n}Should I ask for compassion by appealing to his pitying heart...?
{f:5:Beatrice},Should I disregard appearances and prostrate myself?
{f:5:Beatrice},"Because of the chains, even that will not be granted me.{n}......Checkmate."
{f:5:Beatrice},The perfect endgame.
{f:5:Beatrice},.................................However.
{f:5:Beatrice},"I am the Golden Witch, {f:5:Beatrice}."
{f:5:Beatrice},"The demon lord of gold who reigns over the Golden Land.{n}It may be a losing battle, but still there exists an attitude befitting my stature.{n}And I have the right to beautify my death in a manner fitting for me."
{f:5:Beatrice},""".........And I likewise. I will make you accept the existence of my magic, and open the door to the Golden Land on this island. You shall become the guest of honor at the very first tea party."""
{f:5:Beatrice},"""Everyone besides you has gathered already, you see? Because the arrival of the guest of honor has been delayed, the tea party cannot begin. Your father, mother, cousins, and everyone else are getting tired of waiting for your arrival."""
Ushiromiya Battler,"""Yeah, suits me, suits me absolutely perfect!! Magic and witches, what a load of bullshit...!! I'm done playing games with you!! Here we go, {f:5:Beatrice}...!!!"""
{f:5:Beatrice},"""I suggest you hold nothing back, for there will be no compromise, interruptions or losing by default. One will win, and one will be destroyed."""
{f:5:Beatrice},"""If you have no desire to lose, then you must defeat me, kill me. However, I will not go down without a fight. I can resist repeatedly, until you prepare a fitting end for me."""
{f:5:Beatrice},"""Are you capable of doing that? ......Yes, I'm sure you can. I know you can. Now...come kill me. .................. .....................Am I making you uncomfortable? Then let's go with something more familiar. ....................."""
{f:5:Beatrice},"""Hyahhaha!! Like hell I'll be killed, even if I can't win, I can still frustrate the hell out of you by not giving you the victory, rii{-}i{-}i{-}i{-}i{-}i{-}i{-}ight?!"""
{f:5:Beatrice},"""Hoh, that's a good look on your face! ......*cackle*cackle*cackle*, uhhyahhaha{0}ha{0}ha{0}ha{0}ha{0}hahaha, aaa{0}kkya{0}kkya{0}kkya{0}kkya{0}kkya!!"""
{f:5:Beatrice},"""Try and kill me, just try and kill me, Ushiromiya Battleee{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}eer!! Rrrrr{0}o{0}o{0}o{0}o{0}o{0}o{0}o{0}o{0}o{0}o{0}o{0}o{0}o{0}o{0}o{0}o{0}o{0}h{0}h{0}h{0}h{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}aahhhh!!!"""
