Speaker,Turkish (TR)
,"......Sanki ona bu genç kızı nasıl korumayı planladığını sorar gibi, beklenti dolu kışkırtıcı bir bakışla ona bakıyordu!"
,"Uşak, sürünerek yukarı çıkarken tam bir canavar gibi görünüyordu, fakat soğukkanlı halinden Altın Cadı'ya hizmet etmeye fazlasıyla layık olduğu anlaşılıyordu."
,......Ve efendisinin beklentilerini karşılamak isteyen bir mobilyanın sevinciyle dolup taştığı anlaşılıyordu.
{f:5:Beatrice},""".........Neden bana göstermiyorsun? Kinzo'nun mobilyalarının gücünü!"""
{f:5:Beatrice},"""Tekrar yanlış bir fikre kapılma... Tamam mı? ......Mobilya olduğunu unutma... Şimdi bile bir insan gibi davranmaya devam edersen, bu sadece senin ölümünle sonuçlanmayacak. Kukikiki{0}ki{0}ki{0}ki{0}ki{0}ki{0}ki{0}ki{0}kikiki!"""
,"Keçi uşağı sessiz bir selam gibi anlaşılan bir hareket yaptı.{n}Bu efendisine bir cevap olarak mıydı, ...yoksa karşı taraftaki Kanon'a mı sunulmuştu?"
,"Sonra, uşağın elinde, ......şeytani kötülüğün kılıcı belirdi......"
Ushiromiya Jessica,""".........O-............O da.........ne............"""
,Jessica bir süredir önünde neler olup bittiğini anlayamıyordu.
,"......Anladığı tek şey, ......karşısındaki bu alevin onun hayatına son vermek için orada olduğuydu."
,"Ve şu anda, bu kadarını anlaması yeterliydi."
,"Kanon, arkasına saklanan Jessica ile sessizce konuştu."
Kanon,""".........Leydim. ...Lütfen geride, duvara yaslanın. ...Sırtınızı asla duvardan ayırmayın."""
Ushiromiya Jessica,"""Ne......?!"""
{f:5:Beatrice},"""......*cackle*cackle*cackle*! Genç kız itaatkâr bir şekilde büyük şövalyenin arkasına saklanmalıdır. Bir erkeğin hayatını korumasının keyfini sonuna kadar çıkar. ......Şimdi! Kanon, bana kılıcını göster!!"""
Kanon,"""................................."""
{f:5:Beatrice},"""......Zarif. ...Kinzo mobilya yaratma konusunda hiç değilse ayak seviyeme denk olabilir."""
Kanon,"""...Böyle bir şey......gülleri budamak için bile kullanılamaz."""
Ushiromiya Jessica,"""...............K-.........Kanon-kun... ...............O da........."""
Kanon,""".........Göstermek...istememiştim."""
{f:5:Beatrice},"""Yani kılıcını çekecek cesaretin vardı. .........Hoşlandığın kızın önünde, insanlardan aşağı bir varlık olduğun gerçeğini ifşa etmek nasıl bir duygu?"""
Kanon,"""........................Kapa çeneni."""
{f:5:Beatrice},"""......Hmph. ......Öfkeden yanıp tutuşuyor olmana rağmen soğukkanlıymış gibi mi davranıyorsun? ...Anlıyorum, gerçek sıcak alevlerin soğuk mavi bir renkle yandığını söylerler. Şu an olduğun durum bu mu?"""
Kanon,"""Seni güçlerimle öldürebilmemin imkânı yok. ......Sen Ay'sın. Bir taş atarak ayı parçalayabilmem mümkün değil. ......Fakat, kendini gösterebilmek için görüntünü suyun yüzeyine yansıtman gerekiyordu."""
Kanon,"""Suyun yüzeyine bir taş atarsan, Ay'ı bir süreliğine rahatsız edebilirsin. ...Ama bu Ay'ın parçalandığı anlamına gelmez. Bu yüzden."""
Kanon,"""......Bu hayatım sona erene kadar, ......senin yansımana saldırmaya devam edeceğim......!"""
{f:5:Beatrice},"""Bunu sevdim, Kanon!! Başlayın, mobilyalar!!"""
{f:5:Beatrice},"""............Hoh. ...............Ne güzel bir eğri."""
,Cadının hayranlık dolu sözleri sessizliği bozdu ve bir anlığına Jessica'yı içinde bulunduğu felç halinden kurtardı.
Ushiromiya Jessica,""".............................. B-, ......Ben......rüya mı görüyorum.........?"""
Kanon,"""............Gel, cadının mobilyası. .........Seni çıktığın cehenneme geri yollayacağım."""
The Goat Butler,"""................................."""
,Kanon'un yanağında kırmızı bir çizgi belirdi.{n}...Cadı bunu gördü ve genişçe sırıttı...
{f:5:Beatrice},"""*cackle*cackle*cackle*cackle*cackle*. ......İstersen henüz ısınmadığına dair bahaneler uydurabilirsin."""
Kanon,"""........................"""
Ushiromiya Jessica,"""K-......Kanon-kun, ............dayan...!"""
Kanon,""".........Her şey yolunda. .........Ben...henüz ölemem."""
,Keçi uşağının kılıcı......boşlukta geniş bir yay çizdi.
,...Kanon...orada değildi.{n}......Arkasındaydı.
Kanon,""".........Geldiğin yere geri dön ve efendini orada bekle. ......Öl."""
,Eğer bu ışıltılı çizgiler çizme savaşı bir satranç olsaydı...{n}...Kanon'un arkadan gelmesi şah demek olurdu.
,"Ve baskı, ve baskı, ve baskı, ve baskı.{n}Ve yedi hamlede mat...!"
,......Keçi uşağına ölüm sancıları çekme hakkı bile verilmemiş miydi?
,"......Dizleri üzerine çöküp yere yığıldığında, nazikçe bir demet altın kelebeğe dönüştü..."
,Yani yere çarpma sesi çıkarmamıştı. Bu savaşı anlayamayanlar bile...en azından Kanon'un muhteşem olduğunu kesinlikle fark edebilirdi.
{f:5:Beatrice},"""......Hmph. Demek bir el yapımı karşısında başarılı olamadı. ...Görünüşe göre o kadar da acınası değilsin."""
Kanon,"""Sıradaki sensin, .........{f:5:Beatriceeeeeeeee}!!"""
,"Kanon'un kılıcı cadının formunu sıcak bir bıçağın tereyağını kesip geçmesi gibi çaprazlama kestiği anda, cadı altına büründü ve dağıldı."
,......Birkaç bin altın kelebeğe dönüştü ve bir anlığına oda alacakaranlığın rengine büründü.
,"...Tıpkı Kanon'un dediği gibiydi. {f:5:Beatrice}'i kesmeye çalışmak, Ay'ın yansıdığı suyun yüzeyini kesmekle aynıydı."
,"...Cadının formu sanki bunca zamandır oradaymış gibi yüzünde sıradan bir ifadeyle, ...Kanon'un arkasında beliriverdi."
{f:5:Beatrice},"""Hahahahahahaha...!! Gerçekten oldukça ilginç bir gösteriydi. Buna saygımdan dolayı gitmenize izin verecektim ama şimdi yaptığın kabalık fikrimi değiştirmeme neden oldu..."""
Kanon,"""Yalan söyleme! Leydi'yi öldürmene izin vermeyeceğim! ......Bu imkansız olsa bile, ......onu benden önce öldürmene izin vermeyeceğim!"""
{f:5:Beatrice},"""O kadarını bile yapamazsın. Konuşma, mobilya. Sessiz ol, mobilya. Haddini bil, mobilya!!"""
Ushiromiya Jessica,"""K-.........Kanon-kun mobilya değil...!"""
{f:5:Beatrice},"""......Hoh. ...Neden böyle söylüyorsun?"""
Ushiromiya Jessica,"""Bir nedene ihtiyacım yok. ......Kanon-kun, Kanon-kun'dur."""
Ushiromiya Jessica,"""Hayır, gerçek adı farklı, ......ama bir isim onu mobilya yapmaz! Kanon-kun'un kendi yaşam tarzı var. Bu çok asil bir şey ve buna karar vermek ona kalmış."""
Ushiromiya Jessica,"""......Mobilya olduğu için fikir sahibi olamayacağını ya da mobilya olduğu için kendi hayatına sahip olamayacağını söylemek......bunların hepsi saçmalık!!!"""
Kanon,"""Leydim... Onu kışkırtmamalısın."""
Ushiromiya Jessica,"""Hayır, bunu açıkça söyleyeceğim. .........Kanon-kun mobilya değil. O bir insan. ......Neden mi?"""
Ushiromiya Jessica,"""Kanon-kun beni kurtarmak için kendi isteğiyle buraya koştu. Ve senin gibi korkunç bir cadının yoluna çıktı. Beni terk etmek için birçok şansı olmasına rağmen, etmedi."""
Ushiromiya Jessica,""".........Fedakârlık sadece insanların sahip olduğu asil ruhun bir parçasıdır!! Bu yüzden Kanon-kun bir insan!! Bu yüzden Sözünü geri al! Kanon-kun'a bir daha mobilya deme, asla!!"""
Kanon,""".........Ley...dim........."""
{f:5:Beatrice},"""Hmph. ......*cackle*cackle*cackle*cackle*. ...Kuhahaha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}hahaha. Wahahahahahahahaha!!"""
{f:5:Beatrice},"""Konuşma, insan!! Bunu çabucak bitirelim; ne de olsa, bu daha sadece ikinci alacakaranlık. Şimdi, birbirlerinin değerini kabul eden ""yakın olan ikisini"" kurban edeceğim."""
{f:5:Beatrice},"""Gel, yüksel, günahları affet, Araf'ın Yedi Kazığı'ndan, Şehvet!!!"""
,"Cadı, yüzünde kahkaha ve öfke karışımı bir ifadeyle kendi mobilyasını çağırdı."
Asmodeus,"""......Şehvetli Asmodeus. Burada."""
{f:5:Beatrice},"""Bu saçmalıktan bıktım artık. İkinci alacakaranlığı hızlıca gerçekleştir. ......Ben üç kez bile göz kırpmadan, hemen."""
Asmodeus,"""......Emredersiniz."""
Ushiromiya Jessica,"""B-......Başka tuhaf bir tip daha ortaya çıktı......"""
Kanon,"""...........................kh..."""
,"Kanon'un anlaması bir saniye bile sürmedi. ......Bir süre önceki keçi suratlı, cadı için bir piyondan başka bir şey değildi."
,"Ancak, bu taşın, bu yeni çağrılan mobilyanın değerinde ciddi bir fark vardı."
Asmodeus,"""......Böyle muhteşem bir avla ödüllendirildiğim için ne kadar şanslıyım. .........*giggle*giggle*giggle*, korktun mu? Ne taatlıı. *giggle*giggle*giggle*giggle*!"""
Kanon,"""............Gel, cadının mobilyası... Senin tarafından öldürülmeyeceğim...!"""
Asmodeus,"""*giggle*giggle*! Beni gözleriyle bile takip edemeyen bir ahmak için oldukça akıllı davranıyorsun."""
Asmodeus,"""......İşte geliyorum... ......Hey hey, nereye istiyorsun? Nereni delmemi istiyorsun? Cevap ver, tatlı çocuk. Nereden istersen, seni sertçe deleceğim...!!! *giggle*giggle*giggle*giggle*, hadi hadi, cevap ver, tatlı şey...!"""
Kanon,"""B-...Bana tatlı deme!!!"""
Asmodeus,"""Kyahahahahaha!! İşte geliyorum, hantal şey!! Hadi, beni takip etmeye çalış, seni kör aptal!! Kyaahaha{0}ha{0}ha{0}ha{0}ha{0}ha{0}hahaha!!"""
Ushiromiya Jessica,"""Ugnhh......!!"""
Kanon,"""............Le-......Leydim........."""
Ushiromiya Jessica,"""Heh, .........Gözlerimle takip edemedim... Ama tahminim...doğru çıktı......... Al...bakalım........."""
,Hedef Kanon'un sırtıydı.{n}...Ama Jessica bunu tahmin etmişti.
,Alaycı cadının hedefinin adil ve dürüst olmanın tam tersi olan sırtı olacağını tahmin etmişti.
,...Ama bunu engellemesinin bir yolu yoktu.{n}...Jessica kendini feda etmek gibi bir şey planlamamıştı.{n}Sadece Kanon'un sırtını korumak için bundan başka bir yol olmadığını düşünmüştü.
,"............Bu yüzden, kendi sırtıyla engellemekten başka bir şey yapamadı."
,"Bir iblis kazığına dönüşmüş olan cadının mobilyası, Jessica'nın sırtının derinliklerine saplanmıştı. ...Ciğerlerine kadar ulaşan ölümcül bir yaraydı."
,"Cadı bunu gördüğünde yüksek sesle, şeytani bir kahkaha attı."
,"Çünkü {i:cadının tahmin ettiği yere} isabet etmişti.{n}...Her şey, her şey cadının öngördüğü gibiydi!"
{f:5:Beatrice},"""Sorun ne Kanonnn...? ""Leydin Jessica""nın senden önce öldürülmeyeceğini sanıyordum??"""
{f:5:Beatrice},"""Kukikikikiki, evet, evet, işte bu, işte bu, o yüz, yüzündeki o bakış görmek istediğim şeydi!! Kikiki{0}ki{0}ki{0}ki{0}ki{0}ki{0}ki{0}ki{0}ki{0}ki{0}kikiki!! Bu eğlenceliydi, fazlasıyla yeterliydi!! Yeter artık, öl, öl, güldür beni!!"""
{f:5:Beatrice},"""Gel, yüksel, günahları affet, Araf'ın Yedi Kazığı'ndan, Öfke!!"""
Satan,"""......Öfkeli Satan. Burada."""
{f:5:Beatrice},"""Bu av senin avın. Onu hemen ye, ve sahnesinin perdesini kapat."""
{f:5:Beatrice},"""......Eğer bir insan olsaydın, sahneden inme vaktinin geldiğini söylerdim, ama mobilya olduğuna göre, belki de sahne sorumlusunun seni sahnenin arkasına taşıma vakti geldi demeliyim!"""
Kanon,"""..................Ben artık...... mobilya değilim. Bundan......bir daha şüphe etmeyeceğim!"""
Satan,"""......*giggle*giggle*, ohh? Yine benim tarafımdan mı öldürüleceksin?"""
Satan,"""Senin göğsün, ......çok sıcak, ve biliyor musun, kendimi oraya sokmak çok iyi hissettiriyor... Hadi, bir kez daha tadına bakmama izin ver... O sıcacık göğsündeki taze, sıcak kanla kendimi çok iyi hissetmemi sağla..."""
Satan,"""...Kyahahahahahahahahahahahahahahaha!!!"""
Kanon,"""Ghh......!!"""
,Engellemenin hiçbir yolu yoktu.
,"Bir ağaçkakan sesi tüm odayı doldurdu, ...ve gözünü kırpmasına bile fırsat vermeden, ......göğsünün tam ortasına saplandı..."
,"Satrançta bir taşı aldığınızda, rakibinizin taşını koruması kurallar gereği imkansızdır."
,"Yani, bu bariz bir sonuçtu, ve kurallar tarafından bile belirtilmişti."
,Kanon dizlerinin üzerine çöktü. Ve özür diledi.
,"......Cadıdan değil. ...ve ""Leydi""den de değil."
,.........Jessica'dan...özür diledi.
Kanon,"""...Üzgünüm............ ......Seni......koruyamadım............"""
Ushiromiya Jessica,""".........Dert etme...... ......Çok...havalıydın......"""
,Kanon sonunda yere düştü. ......Jessica'nın yanına düştü ve ikisi İkizler takımyıldızı gibi orada uzandılar.
Ushiromiya Jessica,"""......Kanon-kun, biliyorsun, .........artık...mobilya değilsin..."""
Kanon,"""...Evet...... .........Ben......bunun farkında varmakta......çok geç kaldım......"""
Ushiromiya Jessica,"""Sana gerçek adının............ne olduğunu sormak istiyordum..."""
Kanon,"""...Benim.........gerçek adım.....................ah............aaaaaaaaah...ah..."""
,"Son anlarında, Kanon ona gerçek adını söylemek istedi. ...Ama...Jessica çoktan......daha uyanamayacağı uykusuna dalmıştı."
,"Yani, bugüne kadar koruduğu gerçek adını, Kanon, .........nihayetinde, ...Jessica'ya......söyleyemedi..."
Kanon,""".........Ben...............insan............ol...du........."""
,Bunlar...Kanon'un geride bıraktığı son sözlerdi.
{f:5:Beatrice},"""Wahahahahahahahahaha, kukikaka{0}ka{0}ka{0}ka{0}ka{0}ka{0}ka{0}ka{0}ka{0}ka{0}ka{0}ka{0}kakaka!! Güldürme beni, mobilya!!"""
{f:5:Beatrice},"""Yüz yıl bile geçse, mobilya mobilyadır! Mobilyalarını çöpe attıktan sonra onlar için bir mezar kazacak kadar aptal birini hiç duydun mu? Mobilyaları parçalayıp yakacak odun yaparsın, yani geriye sadece kül kalır!!"""
{f:5:Beatrice},"""*cackle*cackle*cackle, işte böyle, mobilyalar için mezar taşı yapılmaz! ......Görünen o ki, öldüğünüzde daha fazla aşağılanmayacağınızı sanıyorsunuz, ama bu çok safça... Size......ölüleri aşağılamanın gerçekte ne demek olduğunu göstereceğim. *cackle*cackle*cackle*!!!"""
,Cadı piposundan bir soluk aldıktan sonra dumanı Kanon'un cesedine doğru üfledi...
,"......Bunu yaptığında, Kanon'un cesedi yavaşça havaya doğru süzüldü, ...ve boşluktaki bir ağız tarafından yutulmuş gibi ortadan kayboldu."
,Cadı son ana kadar kirli oynadı. ......Sonunda birbirlerini anlamayı başaran çiftin cesetlerinin birbirlerine yakın olmalarına bile izin verilmedi...
,"Eğer biri izliyor olsaydı, muhtemelen bunun gerçekten de ölülere karşı büyük bir saygısızlık olduğunu düşünüp kederlenirdi."
,"...Ancak, {f:5:Beatrice} çok ama çok daha acımasızdı...{n}......Bunun nedeni çok geçmeden ortaya çıkacaktı..."
