Speaker,Turkish (TR)
,"Cadılar Bayramı festivali yapmak istediğinden yakınan Maria'ya, Battler'ın şaka mı şeker mi oyununu biliyor olması onu bir arkadaşı gibi hissettirmiş olmalı."
,"Biraz önceki defansif duruşu tümüyle kaybolmuştu.{n}Şimdi, sanki onlarca yıldır arkadaşlarmış gibi neşeliydi."
Ushiromiya Battler,"""Evet, Japonya'da Cadılar Bayramı küçük bir olay... Yurtdışı haberlerinde sık sık kostümle dolaşan insanlar görüyoruz ama ben bunu Japonya'da hiç görmedim."""
Ushiromiya Maria,"""Maria da kostüm giymek isterdi. Tüm kuzenlerle birlikte kostüm giyip şaka mı şeker mi yapmak isterdim..."""
Ushiromiya Battler,"""Evet, evet. Sonraki sefere ikimiz birlikte yapalım! Maria, sen ne olarak dolaşmak isterdin?"""
Ushiromiya Maria,"""Cadı!! {f:5:Beatrice}!"""
Kumasawa Chiyo,"""Oh, Leydim, böyle bir yerde ne yapıyorsunuz? Madam sizi arıyordu."""
Ushiromiya Jessica,"""Bulunmak {i:istemediğim} için buradayım. ""görünüşün iyi mi?"" ve ""konuşmana dikkat et"" gibi saçmalıklarla başımın etini yemek istediğine eminim."""
Kumasawa Chiyo,"""Hoh‐hoh‐ho... Hiç şüphesiz."""
Ushiromiya Jessica,"""......Biliyorsun. Aile konferansı günü geldiğinde, nedense bu cadı hakkında garip duygular hissetmeye başlıyorum."""
Kumasawa Chiyo,"""Hoh... Niçin böyle diyorsunuz...?"""
Ushiromiya Jessica,"""Aile konferansı, Büyükbaba ile akraba olan herkesin bir araya geldiği bir gün. ......Mesela Battler'ın altı yıllık aradan sonra ilk kez bu yıl geleceğini duydum. ...Tıpkı bunun gibi. Onlarca senedir ortalıkta görünmemiş olan bir ""akrabanın"" aniden ortaya çıkıp çıkmayacağını hep merak etmişimdir."""
Kumasawa Chiyo,"""............Hohoh. Böyle bir akraba olabilir mi ki...?"""
Ushiromiya Jessica,"""{f:5:Beatrice}-sama'dan bahsediyorum. ......Kimse onun geçmişini bilmiyor. Büyükbabamın uzun zaman önceki metresi olabilir mi? ......Ya onun torunlarından biri aniden ortaya çıkıp bize tahsis edilen altınları iade etmemiz gerektiğini falan söylerse?"""
Kumasawa Chiyo,"""Hoh‐hoh‐hoh‐ho... Krauss-sama ve diğer akrabalar da muhtemelen bu yıl Efendi'nin mirası konusunu tartışacaklar. ...Cadının altınları hakkında bu kadar yoğun bir heyecan varken, o altınları bahşeden cadının sonunda ortaya çıkması hiç de garip olmazdı sanırım."""
Ushiromiya Jessica,"""Kumasawa-san, ...sürekli işi bırakıp tekrar işe alınıyorsun ama sen de Genji-san gibi uzun süredir buradasın, değil mi? ......{f:5:Beatrice} hakkında daha çok şey biliyorsun, değil mi?"""
Kumasawa Chiyo,"""......Şey, kim bilir...? Hoh‐hoh‐ho... Hatırlamaya çalışsam bile, bu yaşlı kadın daha bu sabah kahvaltıda ne yediğini bile hatırlayamıyor..."""
Ushiromiya Jessica,"""Kumasawa-san, hep bu tür kaçamak cevaplar veriyorsun, ama bir şeyler biliyorsun, değil mi? Bazen sende sanki bir şeyler biliyormuşsun da arkamızdan gülüyormuşsun gibi sinsi bir hava seziyorum..."""
Kumasawa Chiyo,"""Hoh‐hoh‐ho... Bu çok kırıcı. ...Benim hiç sırrım yok. ......Söyleyebileceğim tek şey...{f:5:Beatrice}-sama'nın Altın Cadı olduğu... ve bu adanın gecesini kontrol eden diğer bir Efendisi olduğu."""
Ushiromiya Jessica,"""Evet, şimdi de büyükbabamın söylediklerini tekrarlıyorsun. Para alıyor olsan da büyükbabanın masallarını sürdürmek zahmetli olmalı."""
Kumasawa Chiyo,"""......Yine de, şu kadarını söyleyebilirim."""
Ushiromiya Jessica,"""...Ne?"""
Kumasawa Chiyo,"""......Eski çağlarda Rokkenjima'dan korkulur ve ondan ""{ruby:Azuki Fasulye Adası:Azukijima}"" olarak bahsedilirdi. Balıkçılar arasında anlatılan hikayeye göre ""Azuki"", ""Akujiki""nin yanlış telaffuz edilmiş haliydi ve aslında ""{ruby:Şeytani Doyumsuzluk Adası:Akujikijima}"" olarak adlandırılıyordu."""
Ushiromiya Jessica,"""Bunu daha önce de duymuştum. Buradaki tüm kayalıklar ve gemi enkazları yüzünden balıkçıların nasıl korktukları ve olabildiğince uzak durdukları ile ilgili bir hikaye, değil mi?"""
Kumasawa Chiyo,"""......Kötü ruhlar Akujikijima'ya yerleşmiş ve çok eski çağlardan beri insan ruhlarını yiyip tüketiyorlardı. ...Bu adayla ilişkili olan ve hayatları ellerinden alınan çok fazla insan vardı."""
Ushiromiya Jessica,"""Ve gezgin bir dağ keşişi ya da birileri o tapınağı inşa edip ruhları huzura kavuşturduğunda her şey yoluna girdi, değil mi? ...Ne karanlık bir hikaye."""
Kumasawa Chiyo,"""O tapınağın bu yaz gecenin karanlığını yırtıp geçerek gelen ürkütücü mor bir yıldırım tarafından yok edildiği söyleniyor..."""
Ushiromiya Jessica,"""Kumasawa-san, bu hikayeleri gerçekten seviyorsun. Elbette, bir yıldırımın ölüleri huzur içinde tutan tapınağı yok etmesi oldukça ürkütücü olurdu. Ama zaten oldukça yıpranmıştı. Bahse girerim büyük bir dalga tarafından sürüklenmiştir. Hahahahaha."""
Kumasawa Chiyo,"""Akujikijima'nın kötü ruhları uykularından uyandılar ve {f:5:Beatrice}-sama'yı çağırdılar. .........Ve eğer {f:5:Beatrice}-sama aile konferansına gelirse, işte o zaman..."""
Ushiromiya Jessica,"""O zaman...ne...?"""
,Kumasawa bir an için sessizliğini korudu.{n}...Onun devam etmesini isteyen Jessica bu sessizliği çok ürkütücü buldu.
,Kumasawa Jessica'yı doğru miktarda korkuttuğundan emin olunca genişçe sırıttı.
Kumasawa Chiyo,"""Pekala, neler olurdu merak ediyorum. Hoh‐hoh‐hoh‐hoh‐ho..."""
Ushiromiya Rudolf,"""Vay, kulağa harika geliyor."""
Ushiromiya Kyrie,"""Değil mi? Arada bir kalbini şenlendirmek ve hoş vakit geçirmek işin için faydalı değil mi...?"""
Ushiromiya Rudolf,"""Aynen öyle. Ne de olsa hem cüzdanın hem de kalbin zenginleşmedikçe doğru yaşayamazsın. Anladım, o günü müsait tutacağım. Lütfen rezervasyon yaptır."""
Ushiromiya Kyrie,"""Yapacağım. Geri adım atmak yok!"""
Ushiromiya Rudolf,"""Evet, sana bırakıyorum. Seni seviyorum, Kyrie."""
,Ahizeyi öptükten sonra Rudolf telefonu kapattı.
,"...Oturduğu koltuğun önünde, kollarını sıvamış, o telefon görüşmesinin bitmesini sabırsızlıkla bekleyen birçok yönetici vardı."
Ushiromiya Rudolf,"""Beklettiğim için üzgünüm. Amerika'dan bağlantı kurabildik mi?"""
,"""Evet. Dış hattan avukatımız Dale Watanabe arıyor. Aktaracağım."""
Ushiromiya Rudolf,"""......Genel anlamda, durum hakkında ne düşünüyorsunuz?"""
,"""Pekala, korkarım ki......durum pek de iç açıcı değil. Görünüşe göre davadan çekilmek gibi bir niyetleri yok."""
Ushiromiya Rudolf,"""......Onları kandıramayacağız gibi görünüyor. Tahaha... Lütfen, telefonu aktar."""
,"""Tabii ki. Hemen."""
,"Yönetim, sekreterlik ofisine kendisini dış hatta bağlamasını emretti.{n}Rudolf'un önündeki telefon anında çalmaya başladı."
Ushiromiya Rudolf,"""Alo. <Hello, hello>! Beklettiğim için üzgünüm, ben Ushiromiya. İyi günler, iyi günler. Orada işler nasıl gidiyor?"""
,"""<Hello, President Ushiromiya>. Nezaket faslını geçelim ve asıl meseleye geçelim. Bir iyi bir de kötü haberim var, önce hangisini istersiniz?"""
Ushiromiya Rudolf,"""...Kötü olanla başlayabiliriz. Ortada tatlı yokken kavga etmekten nefret ederim"""
,"""Pekala. Kötü haber şu ki, karşı taraf dava açmaya hazırlanıyor. Daha birkaç gün önce, benzer bir dava da ezici bir çoğunlukla davacının lehine sonuçlandı. Sanıklar da aşağı yukarı bizim kullanmayı planladığımız argümanları ileri sürüyorlardı, ancak bunların hepsi reddedildi."""
,"""Bunu söylemekten korkuyorum, ancak şu anda olduğu gibi mahkeme salonuna çıkarsak, iddialarımızın her birinin reddedilmesi son derece muhtemel."""
Ushiromiya Rudolf,"""...Yani o duruşma tam bir fiyaskoyla sonuçlandı. ......Ve ben de onların pozisyonunun bizimkinden daha sağlam olduğunu düşünüyordum. Zor bir durum. Peki ya iyi haberler?"""
,"""Diğer tarafın yöneticileriyle iletişime geçmeyi başardım. Onlara içinde bulunduğumuz durumu anlattım, markalarının imajını zedelemek gibi bir niyetimiz olmadığını söyledim ve anlayışla karşılamalarını sağlamayı başardım."""
,"""Önümüzdeki birkaç gün içinde bize şartlarını iletecekler ve eğer bunlar yerine getirilirse, davadan çekileceklerine söz verdiler. Yönetim kurullarındaki iki numaralı adamın söylediğine göre teklifleri bu."""
Ushiromiya Rudolf,"""Senin izlenimin nedir?"""
,"""Dürüst olmak gerekirse, koşulların son derece ağır olmasını bekliyorum. Şirket adının ve markasının değiştirilmesinin kaçınılmaz olacağını tahmin ediyorum. Uzlaşma bedelinin miktarıyla oynayarak, büyük bir gazetede kamuoyu önünde özür dileyerek ve tüm bunları makul bir süre içinde gerçekleştirerek biraz hareket alanı kazanabileceğimizi düşünüyorum."""
Ushiromiya Rudolf,"""Bize sadece iflas etmemizi söyleyebilecekken, işi iyice karmaşık hale getiriyorlar."""
,"""Daha kısa bir süre önce yeni bir başkana geçtiler ve temelleri henüz tam olarak atılmadı. Eğer sonuna kadar direnirsek, mevcut başkana rakip olan kesimlerin, düşmanlarına yardım etmekte tereddüt etmeyeceğinden korkuyorlar."""
,"""Dolayısıyla, kodamanları da bu meselenin mümkün olduğunca çabuk çözülmesini istiyor. Yani, hızlı bir anlaşmaya yol açacaksa, şartlarını hafifletmelerini sağlamak için hala yeterli boşluğa sahip olabiliriz."""
Ushiromiya Rudolf,"""Her iki durumda da, hâlâ çılgın bir meblağa mı ihtiyaç duyuyoruz?"""
,"""Buna hazırlıklı olmalısınız. Öyle bile olsa, cezai tazminattan çok daha ucuz olacağına inanıyorum."""
Ushiromiya Rudolf,"""Teşekkürler, bayım. Başka bir gelişme olursa lütfen benimle iletişime geçin. Size büyük meblağlar ödüyoruz, o yüzden çene çalmak yok. Hahahaha. <Thank you, thank you, goodbye.>"""
,Rudolf telefonu kapattı.
,Resepsiyon koltuklarında oturan yöneticiler bu görüşmenin içeriğini tahmin edebiliyor gibi görünüyorlardı.
Ushiromiya Rudolf,"""......Duydunuz mu çocuklar? Özetlemek gerekirse, Eğer onlara yeterince ödeme yapabilirsek, bu işin peşini bırakacaklar. Şimdi tek yapmamız gereken ne kadar ödeyeceğimize odaklanmak."""
,"""Ama Başkanım, Bay Watanabe'nin belirtmiş olduğu uzlaşma için muhtemel meblağ çok fazla. O kadar fazla marjımız yok...!"""
Ushiromiya Rudolf,"""Böyle olacağını bilseydik, asla çeşitlendirmeye başlamazdık..."""
,"""Yapılan hesaplamalar, üç yıl dayanabilirsek büyük bir sermaye krizinden kurtulabileceğimiz yönündeydi. ...Böyle bir zamanda bıçaklanmamız... Daha ne kadar şanssız olabiliriz ki...?!"""
Ushiromiya Rudolf,"""Sanırım ""hopla, adım at ve zıpla ""nın ""adım""ında takılıp düştük. İnsanı ağlatmaya yeter."""
,"""Parayı merkez bankadan almaktan başka çaremiz yok."""
Ushiromiya Rudolf,"""Bankalar işe yaramaz. Paralarını sadece kazanan atlara yatırırlar. ...Ekonomimiz iyiye gidiyor ama bankalara zayıflık gösteremeyiz."""
,"""......Başkanım, hesaba dahil edilmemiş herhangi bir fona erişimimiz var mı? Haberimiz olmayan bir fon?"""
Ushiromiya Rudolf,"""Kes şunu. Öyle bir adama mı benziyorum? Cüzdanımın içindekiler tamamen gözlerinizin önünde değil mi? Şuradaki hesap defterleri şirketimizin sahip olduğu her şeyi içeriyor."""
,"""Öyleyse, ......para bulmamız gerekiyor. Mümkün olan en kısa sürede bizim için birkaç milyon verebilecek bir sponsora ihtiyacımız var."""
,"""......Başkanım! Kişisel bağlantılarınızdan biriyle bir çözüm bulunamaz mı...?!"""
,"""Başkanım! Başkanım...!"""
Ushiromiya Rudolf,"""...Aaaah, sakin olun, sizi adiler. ......Ben parayı bulmanın bir yolunu bulacağım. Sizler çok fazla ses çıkarmadan işlerinizi yürütmeye devam edin. Parayı ödediğimiz sürece bizi affedeceklerini söylüyorlar."""
Ushiromiya Rudolf,"""Asya'da zaten yoğun boru hatlarımız var. Bunun muhtemelen her yerde sonuçları olacak, ancak yine de mevcut anlaşmalarımızı sürdürebiliriz. Mesele şu ki, bu sadece para vererek tamamen çözülebilecek bir sorun."""
Ushiromiya Rudolf,"""Sadece izleyin, her şeyi halledeceğim. Sizin soğukta kalmanıza izin vermeyeceğim. Emin ellerde olduğunuzu hissetmeye başlayın! Tüm bunlar sona erdiğinde, hepinizi bir şampanya kulesiyle ödüllendireceğim. Söz veriyorum. Bu yüzden çenenizi kapayın ve beni izlemeye devam edin. Anlaşıldı mı?!!"""
,Uçak aniden sallandı. Muhtemelen türbülans yüzünden.
,Bu sarsıntı Rudolf'u uykusundan uyandırdı.{n}Sabah erken kalkmış ve koltuğunda dinlenirken uykuya dalmıştı.
Ushiromiya Kyrie,"""...İyi misin? Hala çok uykulusun, değil mi? Son zamanlarda işle çok meşguldün."""
Ushiromiya Rudolf,"""İşle meşgul olmam gerçekten iyi bir şey. Birden kendimi yapabileceğim hiçbir şey yokken bulursam, ertesi günden itibaren hepimiz soğukta kalacağız."""
Ushiromiya Kyrie,"""Haklısın. Battler-kun geri döndü, bu yüzden korkarım işler zorlaşırsa etrafta dolaşıp dilencilik yapamayız."""
Ushiromiya Rudolf,"""......Evet. Altı yıl sonra nihayet tüm ailemize tekrar kavuşabildik. ...Evin erkeği elinden gelenin en iyisini yapmalı ki hep birlikte ailece vakit geçirebilelim..."""
,"Pencereden dışarı baktığında, uçağın çoktan irtifa kaybetmeye başladığını gördü."
,Kısa bir süre öncesine kadar sadece siyah tanecikler gibi görünen balıkçı tekneleri net bir şekilde görünür hale gelmişti.
Ushiromiya Rudolf,""".........Babamın önünde secdeye kapanıp kafama bir yumruk atması karşılığında on milyon borç alabilseydim, bunu onlarca kez yapardım, ama... Bunu yapmazsa, acele edip yerini hayaletine bıraksa iyi olur."""
Ushiromiya Rudolf,""".........Yıllar boyunca ondan çok şey kopardım, ve şimdi de mirasına konacağım. ............Cehennemin dibini boylayacağım. ...Eğer beni görmek istemezse hiç şaşırmam......"""
Nanjo Terumasa,"""......Bu yıl da aile konferansına katılmayı planlamıyor olabilir misin?"""
,Nanjo iç çekerek Kinzo'nun yüzüne baktı.{n}...Kinzo'nun gözleri o tuhaf büyü kitaplarına kilitlenmişti.
Ushiromiya Kinzo,"""Tartışmalarında o akbabalara katılmaya hiç niyetim yok. Diledikleri gibi kemiklerimi nasıl sömüreceklerini tartışabilirler. ......Bir dakikamı bile harcamaya değmezler."""
Nanjo Terumasa,"""..................... ...Amanın. Ne sorun ama..."""
,Nanjo başını hafifçe iki yana salladı.
,...Nanjo'ya göre çocuklar ve torunlar sevilmesi gereken kişilerdi.{n}Ve onların büyümesinin yaşlı adamlar için tek zevk olduğuna inanıyordu.
,Kinzo'nun sözlerini çok üzücü buldu.
Ushiromiya Kinzo,"""Bu odadan ayrılmam gereken zaman gelirse, kendimi ancak o zaman gösteririm. ......Tıpkı onun henüz kendini göstermediği gibi."""
,Kinzo başını kaldırdı ve bakışlarının yönü duvarda saygıyla sergilenen cadı portresine doğru yöneldi...
Nanjo Terumasa,""".................."""
,"Kinzo'nun zihninde, bugünün aile konferansı günü, tüm sevgili ailesinin bir araya geleceği gün olduğuna dair hiçbir düşünce yoktu."
,"......Kafasında, sadece yağlı boya tablodaki cadının portresinin dışında hiç gülümsemeyen yüzü vardı..."
,"Herkes Kinzo'nun {f:5:Beatrice} hakkında konuşurken, gereksiz yere araya girmenin onun öfkesini kışkırtacağını biliyordu..."
Ushiromiya Kinzo,"""Bugün, ...özel bir ritüel gerçekleştireceğim."""
Nanjo Terumasa,"""Hoh. ...Peki nasıl bir şey olacak?"""
Ushiromiya Kinzo,"""......Buna bir kumar demek daha doğru olur. ...Ne de olsa, büyüde risk olmadan mucize gerçekleşmez."""
,Nanjo bunu sayısız kez duymuştu.{n}Buna Kinzo'nun en sevdiği ifade diyebilirsiniz.
,"......Görünüşe göre Kinzo, kendi kaderini belli bir tür risk içeren ihtimallere yatırarak ve riskleri yenerek ortaya çıkan büyü ve mucizelere inanıyordu..."
Nanjo Terumasa,"""Kinzo-san, bir zamanlar sana Altın Kumarbaz denilmiş olabilir, ama her an öteki dünyaya gidebilecekken, bu yaşlı bedenle ne tür bir kumar oynayacağını hayal dahi edemiyorum... Sanırım bu görülmeye değer..."""
Ushiromiya Kinzo,"""Hmph... ......Demek öyle. Yani, büyü konusunda bilgisiz olan sana kalsa, derinlemesine araştırdığım bu gizli ritüel bile bir kumar olarak nitelendirilecekti. Öyle olsun."""
Ushiromiya Kinzo,"""...............Eğer kazanan, mucizelere inanan biri olarak ben olursam...muhtemelen sizin gözünüzde sadece bir hayal ürünü olarak görünen tüm araştırmalarımın bu gün meyvesini verdiğini açıkça kavrayabileceksiniz. Eğer siz kazanırsanız, ......her şey sizin de gözlemlediğiniz gibi, her an öteki dünyaya gidebilecek yaşlı bir adamın kaprislerinden başka bir şey olmayacak."""
Nanjo Terumasa,"""Hoh... Başlayacağın bu kumarın ne olduğunu merak ediyorum... Arkadaşın olarak tek dileğim o bahisten—hayır, bir ritüel miydi? ...Tüm kalbimle dua ediyorum ki bu ritüelden zaferle çıkabilesin."""
Ushiromiya Kinzo,"""Mmhm... ...Teşekkür ederim."""
Nanjo Terumasa,"""......Bundan bahsetmişken, Kinzo-san. Bu yılki aile konferansına uzun zamandır beklenen bir misafirin katılacağını duydum."""
Ushiromiya Kinzo,"""Ne......?"""
,Kinzo Nanjo'nun sözlerine alışılmadık bir şekilde tepki verdi ve arkasına döndü.
Nanjo Terumasa,"""Biliyorsun, Rudolf-san'ın ailesinden Battler-kun. Altı yıl sonra ilk kez geleceğini duydum. Eminim harika bir delikanlı olmuştur."""
Ushiromiya Kinzo,"""............Oh, Battler. ...Altı yıldır uzakta olan bir misafiri ""uzun zamandır beklenen"" olarak tanımlamazdım."""
,"Battler'ın adını duyunca, sanki hayal kırıklığına uğramış gibi kötü bir ifade takındı ve Nanjo'ya tekrar sırtını döndü."
Nanjo Terumasa,"""Sanırım bu altı yıl senin için göz açıp kapayıncaya kadar geçti, bu odada araştırmana gömüldün..."""
Ushiromiya Kinzo,"""Hmph. ......Belki de gerçekten uzun zamandır beklenen bir misafir.........bizi ziyaret eder. .........Her şey ruletin sonuçlarına bağlı. ...Rulet çoktan dönmeye başladı bile. Kırmızı mı, siyah mı?"""
Ushiromiya Kinzo,"""............Neden bu gece, ruletin bize ne tür bir mucize göstereceğini izlerken eğlenmemize bakmıyoruz? ...Kazançlar büyük. Ve ben kaybedecekmiş gibi hissetmiyorum... ......{f:5:Beatrice}, ...bahsimi kabul edeceksin........."""
,"Tam o sırada, masanın üzerindeki telefon çaldı."
,Bu kulak tırmalayıcı ses Kinzo'nun hoşuna gitmemiş gibiydi ve sessizliği olabildiğince korumak için ahizeyi kaldırdı.
Ushiromiya Kinzo,"""......Ne var? Şu an meşgulüm."""
Ronoue Genji,"""Ben Genji. Aile adaya geldi."""
Ushiromiya Kinzo,"""Peki bunun benle ilişkisi ne? Onlara çay falan ikram edebilirsin."""
Ronoue Genji,"""...Anlaşıldı. Öyle yapacağım."""
,Kinzo telefonu kabaca kapattı.
,Onu izleyen Nanjo bir kez daha içini çekti ve bakışlarını pencerenin dışarısına kaydırdı.
,Şu anki halinde Kinzo muhtemelen hiçbir misafire ilgi göstermeyecekti.
,...Kinzo'nun ortaya çıkması gereken zamanda onu ikna etmeyi başarabilecek bir misafir var mıydı?
,"Aklında tek bir kişi vardı ama o misafir, ortaya çıkması mümkün olamayacak bir misafirdi..."
,"Portredeki cadıya ve onun mutlu mu yoksa üzgün mü olduğunu anlayamadığı samimi ifadesine bir göz gezdirdikten sonra Nanjo, bakışlarını kapalı gökyüzüne yöneltti......"
,"Şimdi, tüm taşlar yerli yerinde mi......?{n}Tüm taşlar bir kez daha dizildiğine göre, yeni bir oyuna başlayalım mı?"
{f:5:Beatrice},"""Herhangi bir sorun var mı...?"""
Ushiromiya Battler,"""......Hayır, yok."""
,"Cadı, piposunu zarifçe tüttürerek Battler'a meydan okurcasına baktı."
,Peki ya Battler?{n}Sanki vaktini harcamaya değmezmiş gibi omuzlarını silkti.
,Onun gözlerine bakmadı.{n}Ama bu oynamayacağı anlamına gelmiyordu.
,"...Karşısındaki bu varlığın aldatmacalarına asla kanmama konusundaki açık kararlılığını gösteriyordu.{n}Bu, onun güçlü mücadele azminin bir göstergesiydi."
{f:5:Beatrice},"""Sakın bana bir planın olmadan bu işe balıklama atladığını söyleme...?"""
Ushiromiya Battler,"""Nasıl oynayacağını bilmiyorum, bu yüzden hayır, herhangi bir planım yok. ...İlk hamleyi yapmakta özgürsün."""
{f:5:Beatrice},"""Hmph... Doğal olarak, niyetim de bu. Savunmanı hangi yolla yok edeceğim? Seni mat etmek için kaç hamle gerekecek? ......Burada beni en iyi halimle göreceksin."""
Ushiromiya Battler,"""............Bana hangi hamleyle gelirsen gel, sana asla inanmayacağım! ...Bu konuda kararlı olduğum sürece kaybetmeyeceğim. Ve bunun anlamı... Bu oyun kazanmanı imkansız kılacak biçimde tasarlanmış...!"""
{f:5:Beatrice},"""Haklı olabilirsin. Ancak... Bu oyunu kaç kez tekrarlayacağımıza karar verecek olan benim. Ben kazanana ve sen yenilgiyi kabul edene kadar defalarca tekrarlanacak...!"""
{f:5:Beatrice},"""Diğer bir deyişle, bu bir işkence. Bana teslim olana kadar devam edecek olan ebedi işkence...! Beni ve cadıların varlığını kabul edene kadar sonsuza kadar devam edecek!"""
Ushiromiya Battler,"""......Bu durumda, sabrın tükenene kadar seninle sonsuza kadar, istediğin kadar oynayacağım. Bu tarz bir ""irade savaşını"" hiç kaybetmedim."""
{f:5:Beatrice},"""Bu düşünceyi kafana bir cadı falan mı soktu...? *cackle*cackle*, bu harika...!"""
Ushiromiya Battler,"""Senin saçmalıklarını dinlemekten bıktım. ...Hadi, başlayalım artık!"""
{f:5:Beatrice},"""O zaman başlayalım! Hamlelerini zaten çok iyi biliyorum. Savunmanın arkasındaki plan biliniyorsa, savunma pek bir anlam ifade etmez! Aynı hamlelerle bana karşı koyabileceğini sanma!!"""
Ushiromiya Battler,"""......{f:5:Beatrice}, başlamadan önce sana söylemem gereken tek bir şey var."""
{f:5:Beatrice},"""Nedir...?"""
Ushiromiya Battler,"""Her şeyi söylemekte özgürsün. Ama konu inanıp inanmadığıma gelince, buna karar vermek her zaman bana düşer...!"""
Ushiromiya Battler,"""Büyün ne kadar güçlü olursa olsun! Ruhum sana boyun eğmeyecek. Bunun benim için işkence olacağını mı sanıyorsun? Yanılıyorsun!!"""
{f:5:Beatrice},"""O zaman başka ne olabilir...?!"""
Ushiromiya Battler,"""Bu senin için işkence!!"""
Ushiromiya Battler,"""Bir gün bana teslim olacaksın ve pes edeceksin! O zamana kadar, tekrar ve tekrar işkence çekeceksin!"""
{f:5:Beatrice},"""Ne kadar eğlenceli, iyi bir metafor!! Birbirimize eziyet ettiğimiz bir işkence...ne kadar da eğlenceli! Hadi, bu işkenceye başlayalım!! Ushiromiya Battleeeeer!!!"""
