Speaker,Turkish (TR)
,"Ancak, burayla ilgili son anılarım altı yıl öncesine ait olduğu için, her yıl buraya gelen Aniki'den önce fark edebildim."
Ushiromiya Battler,"""............Ha...? ......Yanlış hatırlamıyorsam, buralarda küçük bir kayalığın tepesinde {c:86EF9C:torii} gibi bir şey yok muydu? ...Doğru, kesinlikle oradaydı. Adaya yaklaştığınızda sizi karşılayan ilk şey olan bir dönüm noktası gibi olduğu için iyi hatırlıyorum."""
Ushiromiya Jessica,"""Wow, inanılmazsın Battler. Altı yıl geçmesine rağmen hatırladın."""
Ushiromiya George,"""Buradaydı, değil mi...! Ben de hatırlıyorum. O kayalıkta tek başına duran bir tapınak ve torii benzeri bir şey vardı. ......Ve şimdi sen söyleyince, yoklar değil mi? Geçen yıl kesinlikle orada olduklarına eminim."""
Ushiromiya Maria,"""Gitmiş. Gitmiş. Uu-uu-uu!"""
Ushiromiya Battler,"""Belki dalgalar falan sürüklemiştir? Küçük bir kayalıktı, muhtemelen dalgalara maruz kaldığı için kırılganlaştı."""
Ushiromiya Jessica,"""Ben de öyle düşünüyorum. Aslında yazın kayboldu. Görünüşe göre—"""
Kumasawa Chiyo,"""Bir akşam büyük bir şimşek düştü ve tapınağı parçaladı, ya da öyle bir şey... ......Balıkçılar, koruyucu tanrımızın üzerine bir yıldırım düşmesinin şüphesiz uğursuz bir işaret olduğunu söylerler. ...Şimşek defol, şimşek defol..."""
,Kumasawa-san sanki bizimle alay ediyormuş gibi ellerini birbirine sürterek muzipçe gülümsedi.
,"Ancak Maria görünüşe göre bunu ciddiye alıyordu, ve okyanusun üzerinden, yerel koruyucu tanrıyı kutsayan kayalığın olduğu yere doğru sabit bir şekilde baktı."
Ushiromiya Maria,"""............Felaketin...habercisi. ............Uu."""
Ushiromiya Jessica,"""Bu kadar yeter Kumasawa-san. Maria bu tür şakaları anlayacak yaşta değil."""
Ushiromiya George,"""Sorun yok, Maria-chan. Bu sadece bir tesadüf. Korkunç bir şey olmayacak."""
,George-aniki sakinleştirmek için elini Maria'nın omzuna koydu ama Maria'nın keskin bakışlı ifadesi değişmedi.
Ushiromiya Maria,"""............Felaket. ............Felaket."""
,"Maria bu kelimeyi tekrar tekrar mırıldandı.{n}Görünüşe göre, tek bir kelimeyi tekrar tekrar söylemek Maria'nın uzun zamandır sahip olduğu bir alışkanlık."
,"Ancak, söylediği kelime kelimenin tam anlamıyla korkutucu olduğu için biraz ürkütücüydü."
Ushiromiya Battler,"""Hey, Maria. Bu kelimeyi tekrar tekrar söylersen başına gerçekten bir felaket gelecek, biliyor musun?"""
,Maria'nın diğer omzuna dokundum.
,Sonra Maria başını çevirip yüzüme baktı ve gözlerini kırpmadan konuştu.
Ushiromiya Maria,"""Uu. .........Felaket...yaklaşıyor."""
Ushiromiya Battler,"""Ha? Peki nereden yaklaşıyor?"""
,Havadaki gerginliği kırmaya çalışarak neşeyle cevap verdim.
,"...Maria cevap olarak bir parmağını ve sonra kolunu havaya kaldırdı, ...ve gökyüzünü işaret etti."
,"Yukarı baktığımda gökyüzünün hala bulutlu olduğunu gördüm, ama sabahkinden çok daha kapalı bir hal almıştı."
,Bu doğru—bir tayfunun yaklaşmakta olduğunu söylüyorlardı.
,...Adada bir gece geçirmeyi planlamıştık ama bu fırtına hemen geçmezse Pazartesi günü okula yetişemeyeceğim.{n}Sanırım bu devamsızlık yapmak için iyi bir bahane.
Ushiromiya Maria,""".....................Uu..."""
,...Belli ki bu bulutlu gökyüzünde uğursuz bir şeyler sezmiş.{n}Bir süredir mırıldanıyordu.
,Maria'nın yaşındaki kızlar çok kolay etkilenir.{n}Birçok kızın altıncı hisleri ve psişik potansiyelleri olup olmadığı konusunda heyecanlanmaya başladığı yaşlarda.
,"...Bir bakıma, bu gibi konularda hassas olmak onun gibi bir çocuk için gerçekten sıra dışı değil."
Ushiromiya George,"""Sorun yok, Maria-chan. Bu gece hava daha da kötüleşebilir ama yarın hava açacak ve masmavi bir gökyüzü olacak."""
Ushiromiya Maria,"""Uu. Masmavi gökyüzü......... .........Uu..."""
Ushiromiya George,"""Doğru, yarına kadar gökyüzü masmavi olacak. Bitmeyen yağmur ve hiç açılmayan gökyüzü diye bir şey yok."""
Ushiromiya Maria,"""Uu... .........Bitmeyen yağmur. ...Hiç açılmayan gökyüzü. ..................Uu........."""
Ushiromiya Battler,"""Elbette, tayfun geliyor, ama sen farkına varmadan gitmiş olacak! Sorun yok, Maria."""
Ushiromiya Maria,"""...............Uu. ...Uu!! Uu-uu-uu!! Uu-uu-uu!!"""
,"Maria ""uu-uu"" diye bağırmaya başladı.{n}...Sanki öfke nöbeti geçiriyormuş gibi görünüyordu çünkü kimse ne söylemeye çalıştığını anlayamıyordu."
,Maria bizi neden bu kadar umutsuzca uyarmaya çalışıyordu?
,Onu anlayamadığımız için belli belirsiz bir önsezi hissetmekten başka bir şey yapamıyorduk...
,......Herkesin doğaüstü güçleri hissedebildiğini ama yaşlandıkça bu gücün zayıfladığını duymuştum.
,"Bu, aramızdaki en genç kişi olan Maria'nın, geri kalanımızın kaybettiği bir tür duyguya hala sahip olduğu anlamına gelebilir."
,...Acaba bu his ona bir uyarı mı gönderiyor?
,"O anda, Kumasawa-san sessizce ağzını açtı."
Kumasawa Chiyo,""".........Dedikodulara göre...uzun zaman önce, Rokkenjima—"""
Ushiromiya Jessica,"""Kumasawa-san. Bu konuyu şimdi konuşmayalım."""
,Kumasawa-san tam bir tür hikâye anlatmak üzereyken Jessica sert bir şekilde sözünü kesti.
,Jessica için bu son derece sert bir tepkiydi.
,"Sırf merakımdan onu daha fazla zorlamak istedim, ama Jessica'nın davranışlarına bakılırsa, bunun Maria'nın tedirginliğini daha da artıracağını tahmin etmek zor değildi."
,"...Hikaye için ona baskı yapmaya çalışsaydım, parlak ve neşeli bir şey olmayacağı ihtimali oldukça yüksekti."
Kumasawa Chiyo,"""......Hoh-hoh-ho, bunun için özür dilerim... ...Buradaki rüzgar yaşlılar için dayanılması zor, bu yüzden şimdilik izninizle..."""
,Dedikoduculara sohbeti kesmeleri söylendikten sonra etrafta dolaşmaları için bir neden yoktur.
,Kumasawa-san nihayet haddini aştığını fark ettiğinde tekneye geri döndü.
,"O gittikten sonra, Hideyoshi Amca onun yerini almak için geldi."
,"Konunun yarısında ortaya çıktığı için, ortalığı saran karmaşık atmosferi fark etmemişti, bu yüzden de bu atmosferi canlandırıcı bir şekilde ve farkında olmadan bir kenara itti."
,"Yani, işin sonunda, ortamı neşelendiren onun farkında olmayışı oldu."
Ushiromiya Hideyoshi,"""Görünüşe göre neredeyse geldik! Pekâlâ, biraz daha! Bugünkü hızımızla çok uzun sürdü, değil mi? Hepiniz bunun kimin hatası olduğunu biliyorsunuz! Wahhahahahaha!"""
Ushiromiya Battler,"""Aww, Hideyoshi Amca, rahat bırak artık~...hahaha~!"""
Ushiromiya Jessica,"""Ahaha, hadi ama, devam et. Cidden, Battler yüzünden bu yolculuk uzadıkça uzu~yor!"""
Ushiromiya Maria,""".........Uu."""
,Maria muhtemelen kimsenin onu dinlemeyeceği sonucuna varmıştı.
,Üzgün bir yüz ifadesiyle başını öne eğdi.
,"O böyle yaparken, George-aniki göz göze gelmek için eğildi ve onunla nazikçe konuştu."
Ushiromiya George,"""Maria-chan. Korkacak bir şey yok. Çünkü hepimiz birlikteyiz. Birlikteysek korkacak bir şey yok. Devam et ve söyle."""
Ushiromiya Maria,"""............Uu. ...Korkacak hiçbir şey yok...eğer birlikteysek..."""
Ushiromiya George,"""Evet. Birlikte olursak korkacak hiçbir şey olmaz."""
Ushiromiya Maria,"""............Uu."""
Ushiromiya Battler,"""Evet, George-aniki neden bahsettiğini biliyor. Eğer hep birlikte olursak, kesinlikle korkacak hiçbir şey olmaz. Değil mi Jessica?"""
Ushiromiya Jessica,"""Evet, buna hiç şüphe yok. George nii-san her zaman doğruyu söyler, Maria."""
Ushiromiya Maria,"""......Uu. George nii-san her zaman doğruyu söyler."""
Ushiromiya George,"""Evet. Ben yalan söylemem. O yüzden bana güven. Hep birlikte olursak korkacak bir şey yok."""
Ushiromiya Maria,"""Uu. ......George onii-chan yalan söylemez. Sana güveniyorum. Hep birlikte olursak korkacak bir şey yok. .........Uu, korkmuyorum!"""
,"Maria, George-aniki'nin kollarına atladı ve ona sıkıca sarıldı."
,Aniki başını okşadıktan sonra Maria tekrar sıçradı.
,"Yüz ifadesi o kadar normale dönmüştü ki, birkaç dakika öncesinden tamamen farklı bir insan gibi görünüyordu.{n}O bir kez daha sıradan Maria'ydı."
Ushiromiya Maria,"""Uu. Artık korkacak bir şey yok, çünkü hepimiz birlikteyiz. ...Uu-uu."""
Ushiromiya Battler,"""Evet, işte böyle. ...Şimdi daha iyi görünüyorsun. Güçlüsün Maria, iyi kız!"""
Ushiromiya Maria,"""......Uu! {c:86EF9C:Maria} iyi bir kız!"""
Ushiromiya Hideyoshi,"""Hey, burada neler oluyor? Maria-chan'ı deniz tutmadı, değil mi? Hm?"""
Ushiromiya Jessica,"""Hahaha şey, onun gibi bir şey. Yakında varacağız."""
,Liman oldukça yaklaşmaya başlamıştı.
