Speaker,Turkish (TR)
Ushiromiya Battler,"""Bireysel kişilikler olumsuz da olabilir, değil mi? Mesela, sınıftaki herkes çok çalışıyor, ben de biraz kaytarayım ki dikkat çekeyim gibi."""
,...Bu aslında bendim.{n}Okul sonrası beni tokatlayan ortaokul öğretmenime karşı minnettarlık duymayı ancak geçtiğimiz günlerde başarabilmiştim.
Ushiromiya Battler,"""Ama yine de kimsenin başaramadığı atlama kutusunun üzerinden atlama, maratonda en iyi dereceye sahip çocuklara yetişmek için olabildiğince hızlı koşma gibi arzularım vardı."""
Ushiromiya Battler,"""...Eğer iyi ders çalışamıyorsam, en azından egzersiz yaparak onlardan intikam almak benim doğamda vardı. ......Anladım, büyüme dönemimde gerçekten de her şeyi yapmışım."""
Ushiromiya Jessica,"""Sanırım erkekler fiziksel şeylere daha fazla odaklanma eğiliminde."""
Ushiromiya Jessica,"""Ama biliyor musun? O yaşlardaki kızlar daha çok duygusal şeylere odaklanıyorlar. ......Battler'ın sınıfında bahse girerim falcılık ve ruhani şeylerle gerçekten ilgilenen kız grupları vardı."""
Ushiromiya Battler,"""Evet, evet! Vardı, vardı! Yanıma gelip burcumu ve kan grubumu sorarlardı! Ve sonra da ""Aah, ben de öyle düşünmüştüm, *giggle*giggle*!"" diye gülerlerdi."" Bu gerçekten sinirlerimi bozuyordu."""
Ushiromiya Battler,"""Hangi sınıfa gidersen git, kızlar fal bakmayı severler. Her zaman ruhsal duyuların güçlü ya da zayıf olmasından, ""hassasiyetten"" ya da görülemeyen şeyleri görmekten bahseden bir grup vardır."""
Ushiromiya George,"""Bunun nedeni falcılığın ve ruhsal duyuların okulda öğretilmeyen şeyler olması. Erkeklerin aksine daha içe dönük olan kızlar için bu, üzerine bir kimlik inşa etmenin kolay olduğu ve çok ilginç buldukları bir alandır."""
Ushiromiya Jessica,"""Tıpkı erkek çocukların büyüme dönemine girip sert davranmaya ve yetişkinlere karşı isyan etmeye başlamaları gibi, kızlar da büyüme dönemine girdiklerinde bu tür şeylerle ilgilenmeye başlarlar. ......Ben pek ilgilenmemiştim ama!"""
Ushiromiya Battler,"""......Yani Maria'nın okültizme bu kadar ilgi duyması onun yaşındaki kızlar arasında nadir görülen bir şey değil, öyle mi?"""
,"...Bunu doğru kabul etseniz bile, ...acaba bu ürpertici çift kişilik olayını açıklıyor mu...?"
,"............Pekâlâ, sanırım bu açıklamayı az çok kabul edebilirim."
Ushiromiya George,"""Daha önce de söylediğim gibi, yetişkin olmak bilgi ve deneyim kazanmak demektir. Bu yüzden çocuklar bilgi edinmek ve gerçekten uyanmak için çeşitli şeyleri öğrenmelidir."""
Ushiromiya George,"""...Bunun için yararlı olan ve çocukların dünyasında her zaman çok etkili olan özel bir fantezi türü vardır. Bunun ne olduğunu biliyor musunuz?"""
Ushiromiya Jessica,"""Manga ve animelerde her zaman görürsün. Bilirsin işte. Eski hayatındaki anılarının geri gelmesi. Ya da büyük bir ruhun başka birine aktarılması gibi."""
Ushiromiya Battler,"""Ah, bir de uyuyan genlerin uyanışı var, ya da mühürlenmiş güçler ya da geri dönen anılar...bir sürü versiyonu var. Bazı nedenlerden dolayı, bu tür şeyler o yaşlarda çok popüler. ...Ama neden?"""
Ushiromiya George,"""Az önce bahsettiğiniz tüm bu örnekler, çocukların çocukluk benliklerine hemen bilgi ve deneyim ekleyebilecekleri fantezilerdir. Dokuz yaşındaki bir kız çocuğunun bile bin yıllık bir cadının kendisini ele geçirdiğini söylemesi yeterlidir, ve böylece 1009 yaşında bir kimlik kazanabilir."""
Ushiromiya Jessica,"""Yani ders çalışmanın can sıkıcı olduğunu düşünen, ancak herkesten farklı beceriler öğrenmek, bununla övünmek ve bundan ilgi çekmek isteyen insanlar için bunun uygun bir kuruntu olduğunu söylüyorsun."""
,"Böylece çok çalışmak ya da ders yapmak zorunda kalmadan bir şeylerle övünebilirsiniz.{n}......Anlıyorum, bu bir çocuğun en büyük hayali değil mi?"
Ushiromiya George,"""Dahası, ideal benlik imajları her zaman çocukluktan kaçma arzularına göre şekillenir, ve bu arzu edilen formun alternatif bir kişilik olarak yerleşmesi nadir değildir."""
Ushiromiya George,"""Battler-kun, senin bile eminim davranışların evde ve okulda biraz farklıdır. Okuldaki herhangi biri evde nasıl olduğunuzu görseydi, bu muhtemelen utanç verici olurdu. Okulda kendinizi olmak istediğiniz gibi yansıtmaya çalışırsınız, ancak ev gerçek benliğinizin olduğu yerdir."""
Ushiromiya Battler,""".........Yani başka bir deyişle, durumlara ayak uydurmak için karakterimi değiştiriyorum. ......Çoklu kişiliğe sahip olmanın aslında oldukça yaygın olduğunu mu söylemeye çalışıyorsun?"""
Ushiromiya Jessica,"""Okült hayranı bir kız, ele geçirildiğini ya da güçlerinin uyandığını söyleyebilir. Dürüst olmak gerekirse, kişiliklerini o kadar büyük ölçüde değiştirebilen bazı çocuklar var ki, onlar hakkındaki tüm fikrinizi değiştirebilir."""
Ushiromiya Jessica,"""......Erkeklerin de yok mu? Hiç yoktan öfkelenen ve şiddete başvuran erkek çocuklar. Eminim bunun çok havalı olduğunu falan düşünüyorlardır, ama izlemesi acı verici."""
Ushiromiya Battler,"""Yani, o zaman özetleyelim. ...Maria'nın yaşlarındaki kızlar, onun bir dakika önce yaptığı gibi ürkütücü bir ikinci kişilik gösterseler bile, bunun o kadar da nadir bir şey olmadığını mı söylüyorsunuz...?"""
Ushiromiya George,"""Basitçe bir araya getirirsen, bunun anlamı bu. ...Kimlik, kişinin benlik duygusunu inşa etmek için kullanılan önemli bir şeydir. Eğer bununla dalga geçersen, bu durum çocukların kabuklarına geri dönmelerine neden olabilir."""
Ushiromiya George,"""Bu yüzden bir noktaya kadar onlarla birlikte hareket etmek önemlidir. ...Yine de bunu tamamen kabul etmek bir ebeveynin toleransını gerektirir."""
Ushiromiya Battler,"""......Aniki, evli olmadığına inanamıyorum... Ortaokula kadar çocuk yetiştirmişsin gibi konuşuyorsun. .........O zaman, Rosa Teyze'nin de Maria'nın çift kişiliğini bilip bilmediğini merak ediyorum."""
Ushiromiya Jessica,"""Biliyor. .........Aramızda kalsın, Rosa Teyze bundan gerçekten nefret ediyor. Bunun ürkütücü olduğunu ve Maria'yı sınıfın geri kalanından giderek daha fazla ayırdığını söylüyordu."""
Ushiromiya Jessica,"""Bu yüzden Maria ne zaman okült hakkında konuşmaya ya da bir cadı gibi gülmeye başlasa onu tokatlardı. ...Ve görünüşe göre Maria onun önünde bu şekilde konuşmayı bırakmış."""
,".........Belki de orada olan o şey büyüme çağındaki, ...bir kızın küçük bir oyunuydu."
,Sadece cadılara ve büyüye ilgi duyarak farklı ve eşsiz olduğunu göstermeye çalışan bir kızdı.
,"...Ve çocuksu olmayan başka bir yönü olsun istediği için, normal kişiliği ile idealindeki cadı kişiliği arasında gidip geliyordu."
,".........Başlangıçta bunu çok rahatsız edici bulmuştum, ama George-aniki'nin konuşmasından sonra, bunun herkesin bir zamanlar yürüdüğü bir yol olduğunu fark ettim."
,"......Kimseye söylemedim ama ben anaokulundayken, Dünya Savunma Gücü oluşturmaya çalışan ve dünyada barışı korumaya yardım edeceğimizi söyleyen küçük bir çocuk grubuna katılmıştım."
,"Savaş talimi dediğimiz şey sırasında nasıl ""DSG! DSG!"" diye bağırdığımızı hatırladığımda yüzüm kızarıyor..."
,"Maria her zamanki gibi keyif yapıyor, televizyona dalmış, yaşıtı her kız gibi gülüyor ve ""uu-uu""luyordu."
,"......Ama içinde başka bir kişilik, hayranlık duyduğu ve körü körüne kabul ettiği ideal cadı kişiliği yatıyordu."
,Ama bu olağanüstü bir şey değildi; onun yaşındaki bir kız için son derece doğaldı...
,............Biraz sakinleştim.{n}Mutfakta yaşadığım o tuhaf deneyimin şokunu atlatmaya başlamıştım.
,"...Aniki ve Jessica ile konuşmamış olsaydım, görünmez bir cadının tam arkamda durduğu fikri beni hâlâ korkutuyor olabilirdi."
,"...Ancak, ......bunu orada olanların açıklaması olarak gerçekten kabul edebilir miyim?"
,"Eğer sadece Maria olsaydı, bunu büyümekte olan bir kızın kararsız fantezileri olarak açıklayabilirdim."
,"...Ama Genji-san, Kanon-kun ve Kumasawa baa-chan da oradaydı."
,Hiçbiri Maria'nın söylediklerini inkâr etmemişti.
,".........{f:5:Beatrice}'in ""var olduğunu"" sessizce kabul etmişlerdi."
,Biraz huzursuz hissetmeye başlamıştım...
,"Eva Teyze 19. kişinin var olmadığını iddia etmiş, aile içinden birinin, aralarındaki fena kavgayla bağlantılı olarak bu suçu işlediğini söylemişti."
,"Öte yandan, Natsuhi Teyze de suçlunun malikanenin dışında bir yerde saklandığını iddia etmişti."
,"Bu, suçun bizden biri tarafından işlendiğini inkâr ettiği ve 19. kişinin varlığını kabul ettiği anlamına geliyordu."
,Mutfakta Maria ve hizmetkârlar da 19. kişinin var olduğu konusunda hemfikirdi.
,Ama onlara göre bu 19. kişi bir insan değildi.{n}......Gizemli bir şeyler planlayan görünmez bir cadı olduğunu söylemişlerdi.
,"19. kişi var mı, yok mu?{n}Suçlu bir insan mı, yoksa bir cadı mı?"
,"Bir sebepten dolayı, hiçbir olasılığa gülüp geçemiyordum.{n}...Cadı hakkındaki en saçma olana bile."
Ushiromiya Battler,"""......Jessica, {f:5:Beatrice} hikayesi hakkında bildiğim tek şey, çocukları ormana girmekten korkutmak için yetişkinler tarafından uydurulmuş bir hikaye olduğuydu, ama......burada, malikanede durum farklı mı...?"""
Ushiromiya Jessica,"""............Hmmm... Bu konuda sana katılıyorum."""
Ushiromiya Jessica,"""Bence bu sadece ebeveynlerin çocuklarının onları dinlemesi için uydurdukları aptalca bir hayalet hikayesi. ......Ama malikanenin içindeki atmosferin bunu yüksek sesle söylemeyi biraz zorlaştırdığını inkâr edemem..."""
Ushiromiya George,"""......Çünkü Büyükbabam {f:5:Beatrice}'in var olduğunu açıkça söyledi. Ve pozisyonlarından dolayı, hizmetkârlar bundan şüphe edemezler. Jessica'nın annesi ve babası da onunla kavga etmek istemiyor, bu yüzden görünüşte bunu kabul ediyorlar."""
Ushiromiya George,"""......Yani bu malikanede {f:5:Beatrice}'in varlığından şüphe duymanın bir tür tabu olduğunu söyleyebiliriz. Buraya yılda sadece bir kez gelen bizlerin aksine. ......Doğru mu?"""
,Jessica hayranlıkla üfledi...{n}Aniki doğru tahmin etmiş gibi görünüyordu.
Ushiromiya Jessica,"""......George nii-san, tamamen doğru bildin. İçlerinde kimse buna gerçekten inanmıyor. ...Ama dışarıdan, onun var olduğunu kabul ediyorlar."""
Ushiromiya Jessica,"""Bu tıpkı bazı insanların tanrılar hakkındaki düşünceleri gibi. Aslında öyle bir şey olmadığını bilseniz bile, bunu yüksek sesle söylemek kabalık gibi geliyor..."""
Ushiromiya Battler,"""......Sizce hizmetkârlar kendi aralarında bu konuda ne düşünüyor? Onları çalıştıran Büyükbabam onun ""var olduğunu"" söylediği için, bunu kabul etmek zorunda oldukları doğru mu...?"""
Ushiromiya Jessica,"""Şey... Detayları gerçekten bilmiyorum, ......ama hizmetkârlar arasında, {f:5:Beatrice} ile ilgili hikaye biraz hayalet hikayesi gibi ele alındı."""
Ushiromiya Jessica,"""...Dün Shannon'un sahilde bizimle konuştuğu zamanı hatırlıyor musun? Geceleri malikanede dolaşırken nasıl rahatsız edici şeyler gördüklerini anlatıyordu."""
,Gerçekten de bunun gibi bir şey söylemişti...
,"O vakit, buna pek kafa yormamış, sadece hoşnutsuz Maria'ya uyduğunu varsaymıştım, ...ama şimdi bir düşününce, bunu gerçekten tamamen ciddi bir şekilde söylemişti."
,......Evet doğru. Kesinlikle söyledi.
,...Kesinlikle Genji-san ve diğerlerinin mutfakta oybirliğiyle ilan ettikleri türden bir şey söyledi...
Shannon,"""Buna ek olarak, bazı hizmetkârlar etrafta dans eden hayaletler ve ışıltılı kelebekler de görmüşlerdir. ......Kanon-kun da bir gece vardiyasına çıktığında böyle bir şey gördüğünü söyledi."""
Shannon,"""Ve son zamanlarda, hizmetkârlar gece yarısına doğru malikanenin içinde duydukları garip ayak seslerinden bahsediyorlardı. Portredeki {f:5:Beatrice}-sama'nın bazen kendini görünmez kıldığını ve malikanenin içinde gezdiğininden aramızda bahsederdik."""
Shannon,"""...Bu uzun zaman önce oldu, ama bu tür ayak seslerini geceleri devriye gezerken ben de duydum."""
,......Bu doğru. Bunu kesinlikle söyledi.{n}Az önce bana söylenenle tamamen aynı şey.
Shannon,"""Ah, ...ama korkacak hiçbir şey yok. {f:5:Beatrice}-sama sadece bu malikanenin Efendiden ayrı diğer bir yöneticisi. Yani, ona saygı duyduğunuz ve garip bir şekilde korkmuş gibi davranmadığınız sürece kötü bir şey yapmayacaktır."""
Ushiromiya George,"""Ancak, ona saygı duymazsanız korkutucu olur, değil mi?"""
Shannon,"""...Evet. Ben işe başlamadan hemen önce, merdivenlerden düşüp sırtından büyük bir yara aldıktan sonra işten ayrılan biri olduğunu duydum. {f:5:Beatrice}-sama hakkında kötü konuşuyormuş. Bu nedenle, hizmetkârlar arasında {f:5:Beatrice}-sama'nın öfkesinin bu kişiye yöneldiğine dair bir söylenti vardı..."""
Ushiromiya Battler,"""......Eğer ona saygı göstermezsen, öfkesi sana yansıyacak ve yaralanacaksın. ...Yani, hizmetkârlar için {f:5:Beatrice}'in varlığı...{c:86EF9C:Inari‐san} hakkında şaka yaparsan, {c:86EF9C:kitsune} tarafından lanetleneceğin hikayesi kadar inandırıcı."""
,"Elbette herkes modern çağda lanet ve benzeri şeylerin var olmadığını kabul etse de, ...insanlar hala onlardan korkuyor ve onlara hala biraz saygı duyuyorlar."
,"Bunu yerleşim bölgelerinde bile sıkça görebilirsiniz, örneğin birisi bir ev inşa ederken o arsanın tanrısını onurlandırmak için bir tören düzenlemek üzere bir Şinto rahibi çağırır."
,"...Bunun büyük bir zaman ve para kaybı olduğunu düşünebilirsiniz, ancak işçiler bunu yapmazlarsa büyük bir kazanın meydana geleceğini söylerler, bu yüzden görünüşe göre bu prosedürü asla ihmal etmezler."
,"Ayrıca, bir şehrin yeniden planlanması sırasında bir Inari tapınağı dikkatsizce kaldırılırsa, Kitsune-sama tarafından nasıl lanetleneceğini de duymuşsunuzdur."
,"Sanırım bir yerlerde okumuştum; işgalci güçler bir havaalanını genişletmeye çalışırken, yollarına çıkan bir Inari-san'ı kaldırmak zorunda kaldıklarında, tüm işçiler aniden gizemli bir hastalığa yakalanıp bayılmışlar."
,"Tokyo gibi modern şehirlerde bile, modern binaların eski bir Inari tapınağının etrafına yığıldığını ve tapınağın kendisine dokunulmadığını görmek nadir değildir."
,Ve bu sadece Japonya ile sınırlı değil.{n}Muhtemelen insanların bebekleri vaftiz etme şekline benziyor.
,"Yanlış hatırlamıyorsam, Hristiyan inancına göre, vaftiz edilmemiş ruhlar, günahları çok hafif olsa da, yine de cehenneme giderler."
,Bir çocuğun alnına su dökmek onu ağlatmaktan başka bir işe yaramaz.
,"Ancak bir ebeveyn, çocuğunun cehenneme gitmesini bu kadarcık bir şeyle engelleyebiliyorsa, bu töreni seve seve yerine getirecektir."
,"......Kısacası, bu modern akla dayalı toplumda bile, inanç ve korkunun tüm izlerini hala silip atamıyoruz."
,...Buna doğaüstünü pasif bir şekilde kabullenmek de diyebilirsiniz.
,Belki de bu adadaki tek fark {f:5:Beatrice}'in burada saygı duyulan bir isim olmasıydı...
Ushiromiya Battler,"""...Yani, başka bir deyişle, insan mantığıyla açıklanamayan bir şey olursa, buna {f:5:Beatrice}'in işi denir."""
Ushiromiya Battler,""".........Shannon-chan da sanırım bundan bahsediyordu. Kesinlikle düzgün bir şekilde kapatılmış veya kilitlenmiş olan pencere ve kapıların bir sonraki kontrolde açık bulunması hakkında. Kapalı olan ışıkların açık olması ve açık olan ışıkların kapalı olması."""
Ushiromiya Battler,"""......Ve doğru hatırlıyorsam, Jessica, sabahları evden çıkarken bazen çantanı bulamamanın {f:5:Beatrice}'in suçu olduğunu söyleyip şaka yapıyordun."""
Ushiromiya Jessica,"""Hafızan oldukça iyi. ...Normalde, onları bir perinin aldığını söyleyebilirdin, ama bu adada bu {f:5:Beatrice}'in işi. Dostum, ne salak bir hikaye."""
Ushiromiya George,"""Bu malikane yaklaşık otuz yıldır ayakta, değil mi? Bu kadar eski şeylerin hayalet ve okült hikayelerden payını alması doğaldır. Bir okuldaki yedi gizem gibi."""
Ushiromiya Battler,"""...............Bu yüzden...burası ""satranç tahtasını ters çevirdiğimiz"" yer."""
Ushiromiya Jessica,"""Ha?"""
Ushiromiya Battler,""".........Basitçe, bu adada insanlar tarafından yapılamayan her şey için {f:5:Beatrice}'in suçlanabileceğine dair bir kural var. İnsanların yapamadığı her şey. ......Burada kaç insan var? 18."""
Ushiromiya Battler,"""............Başka bir deyişle, suçlu bu kuraldan bir şeyler modelliyor ve bu suçun cadının işi olduğunu göstermeye çalışıyor. Kısacası, çaresizce bunu 19. bir kişinin yaptığını iddia etmeye çalışıyorlar."""
Ushiromiya Battler,"""............{i:Bundan hoşlanmadım}. Gerçekten hiç hoşuma gitmedi."""
Ushiromiya Jessica,"""Hoşuma gitmedi derken, hoşuna gitmeyen ne...?"""
Ushiromiya Battler,"""............Görünmez bir 19. kişinin var olduğunu ve bu kişinin var olduğunun bilinmesini istediğini varsayın. ......Eğer bu ben olsaydım, bu işi daha mükemmel bir zamanlamayla yapardım."""
Ushiromiya George,"""......Mükemmel zamanlamadan kastın ne?"""
Ushiromiya Battler,"""...Şöyle. Cinayet gece yarısından sonra, hava hala karanlıkken işlenmedi mi? İnsanlar gece yarısına kadar birlikte konuşuyorlardı, bazı insanlar gece vardiyasındaydı ve bazı insanlar odalarına dönmüş ve uyuyorlardı."""
Ushiromiya Battler,"""...Herkesin mazereti gerçekten belirsiz ve suçun içimizden biri tarafından işlendiğinden şüphelenmek için çok fazla boşluk var. George-aniki, Eva Teyze muhtemelen sana da söylemiştir. Suçlunun aramızdan biri olma ihtimalinin yüksek olduğunu?"""
Ushiromiya George,"""...mh......evet. ...Sanırım."""
Ushiromiya Battler,"""......Başka bir deyişle, 19. kişi gerçekten varsa ve kendini göstermek istediyse, bu ilk suç tam bir başarısızlıktı."""
Ushiromiya Battler,"""...Hayır, her şeyden önce zamanlama bir hataydı. Eğer bu görünmez 19. kişi gerçekten kendini göstermek istediyse, suçun, {i:geri kalan on iki kişinin masum olduğunu kanıtlayan koşullar altında} gerçekleştiğinden emin olmak zorundaydılar."""
Ushiromiya Battler,"""Şüpheli insanlar olduğu sürece, var olduklarını kanıtlayamazlar. Dolayısıyla, herkesin mazeretinin en belirsiz olduğu gece yarısı onları öldürerek, 19. kişinin var olup olmadığını da en belirsiz hale getirmiş oldular. Yine de suçu işlemek için o zamanı seçtiler."""
Ushiromiya George,"""......Suçu o zaman işleselerdi, 18 kişiden birinden şüphelenileceği aşikârdı. ...Yine de, birisi Maria'ya mektubu verdi ve herkes bunu inkâr edecek olsa da kendisine cadı dedi."""
Ushiromiya Jessica,"""Yani, ......18 kişiden birinin {f:5:Beatrice} adında bir 19. kişiyi gerçekten varmış gibi göstermeye çalıştığını mı söylemeye çalışıyorsun...?"""
Ushiromiya Jessica,"""Bu çok çılgınca...... ...Bence annemin birinin malikanenin dışında saklandığına dair teorisi biraz daha inandırıcı... ...Battler, sakın bana gerçekten bu odadaki birinin suçlu olduğundan şüphelendiğini söyleme...?"""
Ushiromiya Battler,"""Evet. ...Birisi bizi {f:5:Beatrice}'in varlığını kabul etmeye zorluyor. ......Doğru, bütün bunlar dün geceki mektupla başladı. ...Herhangi bir dayanağım ya da kanıtım yok ama..."""
Ushiromiya Battler,"""......Satranç tahtasını ters çevirmemle beraber, bu benim en iyi tahminim."""
Ushiromiya Jessica,"""......Cidden, bu çok çılgınca... Çok fazla tuhaf dedektiflik romanı okumuyor musun...?"""
Ushiromiya George,"""Ama görmezden gelemeyeceğimiz bir noktaya parmak basıyor. ......19. kişi olsun ya da olmasın, suçlu kesinlikle bu ada hakkındaki kurala dayalı bir şeyler planlıyor."""
Ushiromiya George,"""......Şimdi Battler-kun'un konuşmasını dinlerken, biraz rahatsız edici bir şey hatırladım."""
Ushiromiya Battler,"""Rahatsız edici bir şey mi...?"""
Ushiromiya George,"""Evet. ......Hatırlıyor musun? {f:5:Beatrice}'in mektubu. ......{f:5:Beatrice}'in faiz alacağını söylüyordu. Ve bu faizin ne olduğuna gelince, şöyle diyordu: Ushiromiya ailesinin her şeyi."""
,Jessica ve ben Maria'nın önceki gece yüksek sesle okuduklarını düşündük...
Ushiromiya Jessica,"""...Öyle diyordu. Kesinlikle öyle diyordu. Faizin toplanması gerçekleşecekti, ancak altının bilmecesi çözülebilirse, bu hakkı kaybedecekti."""
Ushiromiya George,"""...Büyükbabaya altın verildi ve Ushiromiya evi zenginleşti. Basitçe, o altından yaratılan her şeyin faiz olarak sayıldığını {f:5:Beatrice}'in kendisi söyledi. ......Yani—"""
Ushiromiya Battler,""".........Bu bir şaka için oldukça korkutucu, Aniki... ......Sakın bunun bana tüm Ushiromiya ailesini—yani, Büyükbabamın yarattığı her şeyi—damarlarında Büyükbabamın kanı dolaşan herkesi kastettiğini söyleme...!!"""
Ushiromiya George,"""Eğer mektubu bu şekilde yorumlarsanız, ...bu cinayetler sadece {f:5:Beatrice}'in hakkı olarak faiz toplamasından ibaret. ...Eğer durum buysa, bu suçlar devam edecek. ...Çünkü faiz tahsilatının henüz yarısı tamamlandı."""
,George arkasını dönüp salona baktı.{n}......Hâlâ Ushiromiya adını taşıyan birçok insan vardı.
,"Gohda-san ve Shannon-chan öldürüldüğüne göre, Ushiromiya adını taşımayan hizmetkârların bile kurtulamayacağını biliyorduk..."
Ushiromiya Jessica,"""B-...Biz.........hepimiz öldürülecek miyiz...?"""
Ushiromiya Jessica,"""...Ama bu garip, George nii-san! O zaman neden sadece altı kişi? Çok daha fazlasını öldürebilirlerdi. En kötü durumda, biz uyurken hepimize saldırmaları ve herkesi tek bir gecede öldürmeleri bile mümkün olabilirdi. Neden bunu yapmadılar?!"""
Ushiromiya George,"""............Özel madde. ...Eğer birisi altın bilmecesini çözmeyi başarırsa, faiz hakkı kaybedilecek. ......Ve mektubun son bölümünün nasıl bittiğini hatırlıyor musunuz? ...Herkesin Büyükbabanın altınlarının bilmecesini çözmeye çalışmasını söylüyordu."""
Ushiromiya Battler,"""<Jesus>...! ......Görünüşe göre sonunda suçlunun mesajını anlamaya yaklaşıyoruz... Başka bir deyişle, suçlu bize Büyükbabamın kitabeye koyduğu bilmeceyi çözmeye çalışmamızı söylüyor. ......{i:Ayrıca, eğer öylece oturmaya devam edersek, faizleri toplamaya devam edeceklerini de söylüyorlar}..."""
,Tüm bunların birkaç çılgın tahmine dayandığını fark ettim.
,......Ama bu dünyada olan her şey mükemmel bir çizgide birleşmiyor.
,...Bilinmeyen olayların çoğu ayrı ayrı duran noktalardan başka bir şey değildir.{n}......Bunları çizgiler halinde birleştirerek anlayışımızı derinleştiririz.
,"Bu çizgilerin uçlarındaki noktalar birbirine ne kadar yakınsa, o kadar mantıklıdır ve anlaşılması daha kolaydır."
,"...Ve ne kadar uzak olurlarsa, bu niteliklerden o kadar yoksun olurlar.{n}Bu yüzden bu tür teorilerde mesafe benzetmesi yapar ve ""çok uçuk"" deriz.{n}...Bununla birlikte, yalnızca küçük, sınırlı bir mesafeye kadar birleşebiliyorsanız, buna ""sınırlı bir hayal gücüne"" sahip olmak diyoruz."
,Hayal gücü muhakemeden farklı mıdır?{n}Olay hakkında bildiğim her şeyi basit hayal gücüme uydurmaya mı çalışıyordum?
,"Hayır, öyle değil.{n}Karanlıkta ellerinizle etrafı ararken, bu arayış hayal gücüdür."
,"Birbirine bağlamanız gereken iki noktayı sadece hayal gücünüz anlayabilir.{n}...Muhakeme, aralarındaki çizgiyi çizme eyleminden başka bir şey değildir."
,"Hayal edemiyorsanız, mantık yürütemezsiniz.{n}......Yaptığım şey ""uçuk"" olabilir...ama yanlış da olmamalı."
,Sadece hayal gücünün gücü karanlıktan bir ipucu yakalayabilir.{n}......Ve muhakeme gücü de bu ipuçlarını birbirine bağlar.
,"...Bu, düşmanın zayıf noktasını bulup vurma sürecine çok benzer."
,Çılgınca olsa da sorun değil.{n}Önce zayıf noktayı bulalım.{n}Nasıl saldıracağımızı sonra düşünebiliriz!
,Şimdi birbirine daha sonradan bağlayabileceğimiz noktaları bulma zamanı...!
,"Şimdilik 19. kişinin var olup olmadığını bir kenara bıraktım, ve suçlunun amacının kitabenin bilmecesini çözmemizi sağlamak olabileceği teorisini ortaya attım."
,Hideyoshi Amca gerçekten ilgilenmiş gibi görünüyordu ama Natsuhi Teyze bunun saçma olduğunu düşünüyordu.
Ushiromiya Hideyoshi,"""Tabii ki. Bu şekilde düşünürsen, dünkü mektup bile mantıklı geliyor. Bu motivasyon, olaylarla oldukça iyi uyuşuyor gibi görünüyor...! Maria-chan'a mektubu veren her kimse onu bir kenara koyalım."""
Ushiromiya Maria,"""Uu! {f:5:Beatrice} gerçek!! Uu."""
,"Dünden beri yaptığı gibi sevimli şekilde yanaklarını şişiriyor olsa da, ...bunu sevimli olarak düşünemedim."
,"...Eğer hafife alırsam, aniden ürpertici bir kahkahaya dönüşebilirdi..."
Ushiromiya Natsuhi,"""...Gizli altın diye bir şey yok. Ancak, aptalca aksini düşünen ve babamın altınını isteyen bir suçlunun olabileceği fikri, ve amaçlarının bize bilmeceyi çözdürüp ardından da altını çalmak olması gerçekten de mantıklı."""
Ushiromiya Natsuhi,"""Ancak, bu durumda, neden önce Ushiromiya ailesindeki en yüksek rütbeli kişileri öldürdüler?"""
Nanjo Terumasa,""".........İyi bir nokta. Eğer bilmeceyi bize çözdürmek istiyorlarsa, Kinzo-san'a en yakın olanları öldürmek bana iyi bir plan gibi gelmiyor."""
Ushiromiya Eva,"""Katılıyorum... Ayrıca, bu argümanı takip edersek, en başta Babamı tehdit etseler daha mantıklı olmaz mıydı? Bizi çözmeye zorlamak yerine, bunu yazan kişiye bizzat sormanın daha mantıklı olacağını düşünürsünüz."""
Ushiromiya Hideyoshi,"""Bu da iyi bir nokta. ...Tabii ki, babamın sıradan bir tehditten etkileneceğini sanmıyorum."""
Nanjo Terumasa,"""Kinzo-san'ı iyi tanıyan herkes onun sıradan tehditlere boyun eğmeyeceğini çok iyi bilir..."""
Ushiromiya Natsuhi,"""......O Ushiromiya ailesinin ve tüm servetinin yükünü taşıyan adam. Geçmişte birçok tehdit ve saldırıya maruz kalmıştı. Bunların üstesinden gelmeyi başardığı için aile bugün olduğu gibi başarılı."""
Ushiromiya Jessica,"""Buna tamamen katılıyorum. Büyükbabamızın sırf bir pislik onu tehdit etti diye itilip kakılmasına izin verdiğini hayal bile edemiyorum!"""
Ushiromiya Natsuhi,"""...Jessica, kullandığın kelimelere dikkat et."""
Ushiromiya Jessica,"""............u.........tamam."""
Ushiromiya Battler,"""O zaman, .........buna ne dersiniz? ......Hayır bekle, bu da mı ""uçuk""...?"""
,...Tereddüt edemezdim! Çılgın bir fikir ok ve yay gibidir.
,...Vurması zor olabilir ama düşmanları uzaktan vurabilen harika bir silahtır.
,"......Araştırmalar, savaşlarda ölen insanların çoğunun ok yaralarından öldüğünü gösteriyor."
,"......Bir savaşta, sadece bir tane ok atmazsınız."
,"Aynı anda bir sürü ok atarsınız ve düşman askerlerine oklardan oluşan bir duvarla saldırırsınız.{n}......Bu yüzden tekrar tekrar vurun! ""Gerçeğe oklardan bir duvarla saldırın...!"""
Ushiromiya Battler,"""Eğer suçlu gizli altının peşindeyse, bizi bilmeceyi çözmeye zorlamaları çok anlamsız olurdu. İlk etapta bunu yapan kişiye sormak çok daha hızlı ve kolay olurdu."""
Ushiromiya Battler,""".........Bu durumda soru şu, ...tüm bunlar Büyükbabaya yönelik bir mesaj mı?"""
