Speaker,Turkish (TR)
Ushiromiya Battler,"""Kapa çeneniiii!! O zaman neden bana biraz kanıt göstermiyorsun? Suçlu nasıl George-aniki ve diğerlerini o kilitli odada öldürdü?! Nasıl kilitledi?!!"""
{f:5:Beatrice},"""Kesinlikle ve kelimenin tam anlamıyla! {p:1:Natsuhi'nin odası her zaman olduğu gibi tamamen aynıydı}! {p:1:Kapı ve pencereler içeriden kilitliydi}."""
{f:5:Beatrice},"""{p:1:Hiçbir hile ya da numara, hiçbir gizli geçit ya da saklanacak yer yoktu}! {p:1:Natsuhi'nin kendi anahtarı George'un cebindeydi ve odanın içinde kilit altındaydı}. {p:1:Geriye sadece beş master anahtar kalıyor, ve ""Rosa"" bunların hepsini elinde tutuyordu}!"""
{f:5:Beatrice},"""{p:1:Ve hazır başlamışken, salon da aynı}. {p:1:Salonun anahtarı hizmetkâr odasında mühürlü}. {p:1:Bu nedenle salonun kilidini master anahtar dışında bir şeyle açmak imkansız}! {p:1:Odanın kilitli oda tanımı her zamanki gibi aynı}!"""
{f:5:Beatrice},"""Hadi amaaaaa, şimdi sadece bir şüpheli vaaaaar, yoksa hâlâ aptalı mı oynuyorsun, Ushiromiya Battleeee{-}e{-}e{-}e{-}e{-}e{-}e{-}eeeer?!"""
Ushiromiya Battler,"""Kapa çeneniiiiiii!! Sen de sessiz kaaaaa{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}llllll!!!"""
Ushiromiya Rosa,"""Asıl susması gereken sensin, o mektubun senden başkası tarafından oraya bırakıldığını nasıl iddia edebilirsin?! Bunu kanıtlayamadığın sürece, sen bir kurtsun!!"""
Ushiromiya Battler,"""Benden şüphelenilebiliyorsa, senden de şüphelenilebilir, bana biraz kanıt göstermeyi dene, odaya ilk giren ve pencereleri kontrol etmeye başlayan sen değil miydin, Rosa Teyze?!"""
Ushiromiya Battler,"""Sonrasında, daha önceden oturduğum yere döneceğimi tahmin ettin ve mektubu gizlice yerleştirdin. Bunun senin tuzağın olduğundan da şüphelenebilirim, değil mi?!"""
Ushiromiya Rosa,"""Neden böyle bir tuzak kullanayım ki?!! Eğer bir kurt olsaydım, seni bu silahla sorgusuz sualsiz vururdum!!"""
Ushiromiya Battler,"""Bu bir sebep değil!! Belki de Maria'nın önünde cinayet işleyemeyeceğin için, dolaylı yoldan zekice bir tuzak kurmayı seçtin!!"""
Ushiromiya Battler,"""Master anahtarların hepsi senin elinde! Yani burası ve az önceki oda tamamen senin eserin, öyle değil mi?!! Eğer konuşarak bu işten sıyrılabiliyorsan, o zaman mazeretini duyayım!!"""
Ushiromiya Battler,"""Doğru, Rosa Teyze, sen en başından beri şüpheliydin! Neden aile konferansındaki yetişkinlerden altısı öldürüldü ve tek istisna sendin? Rosa Teyze, neden o kilisede olmayan tek kişi sendin?!"""
Ushiromiya Battler,"""Tek bir nedeni olabilir, Rosa Teyze, babamı ve diğerlerini oraya çağırıp öldürdün!! Kahretsin, kahretsin, bu her şeyi açıklıyor, değil mi? Benimle taşak geçme, benimle taşak geçme, anlamsız şeyler söylemeyi keeee{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}eees!!"""
Ushiromiya Maria,"""Uuuuu!! Duruuuuuuuuuuuuun!! Kavga etmemelisiiiiiniz!!"""
Ushiromiya Maria,"""Annem de, Battler da, duruuuun, duruuuuuuuuuun!!! Kimsenin suçu değil! Battler'ın ya da annemin suçu değil!! Bunların hepsini cadı yaptı! Büyüyle yaptı!! Kimsenin suçu değiiiil!! Uu-uuuu!!"""
,"Maria, kan beynimize sıçramaya başlarken kendini Rosa Teyze ile benim arama soktu."
,Maria'nın ağlama sesiyle afalladım ve kendime geldim.{n}...O anda içim utançla doldu.{n}Gözlerimden yaşlar aktı.
Ushiromiya Battler,"""......Bu doğru... ......Hepsi.........cadının suçu, değil mi......!! Tüm bu anahtarlar, numaralar ve mazeretler......hepsi, hepsi aptalcaydı!!"""
Ushiromiya Battler,"""Cadının işi olmasına rağmen, insanlar olarak birbirimize bile güvenemedik...!! Değil mi, Rosa Teyze? Başından beri, {y:0:İnsan}{n:0:insan} bir suçlu yoktu, hepsi...cadının işiydi."""
Ushiromiya Battler,"""Yani Rosa Teyze, senin suçlu olmana imkan yok, ve suçlunun ben, Maria, Genji-san ya da herhangi biri olmasına imkan yooook!! Neden bu hâle geldi?!!"""
Ushiromiya Battler,"""Neden, ......sevdiğim Rosa Teyze'ye bağırıyorum?! Sevdiğim nazik teyzemle......neden bu kavgayı yapıyorum?!"""
Ushiromiya Battler,"""Neden, neden herkes birbirinden şüphelenmek zorunda?!?! Teyzemden şüphe etmeyeceğim, kimseden şüphe etmeyeceğim, hepsi cadının işi, hepsi {f:5:Beatrice}'in işi, hepsi, hepsi {f:5:Beatrice}'in büyü ile işlediği bir suç!!"""
Ushiromiya Battler,"""{f:5:Beatriceeeeee}, lütfen, burada kendini göster, ve bize her şeyi senin yaptığını itiraf et, yeter artık, birbirimizden bu şekilde şüphe etmekten bıktım!!"""
Ushiromiya Battler,"""Bu yüzden bizi affet, bizi kurtar, birbirimizin ölümünü görene kadar birbirimizden şüphelenmek zorunda kaldığımız bu cehennemden bizi kurtar!! Kibar akrabalarımı ve kuzenlerimi bana geri ver!! Bundan bıktım, bıktım, bıktım!! Sen kesinlikle varsın, sen kazandın!!"""
Ushiromiya Battler,"""Göster kendini, ooo{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}oooohhh, {f:5:Beatriceeee{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}eeeeee}! {f:5:Beatriiiiiceee{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}eee}!!!"""
Ushiromiya Kinzo,""".........Ben...............hâlâ...hayatta mıyım?"""
,Kinzo bir noktada uykuya dalmış gibi görünüyordu.
,Gözlüğünü aradı ve saate baktı.{n}......Saat 22:00'dı.
Ushiromiya Kinzo,"""...Ritüeli, ne kadar ilerledi acaba? ............Bu saate kadar epey ilerlemiş olmalı."""
,"Kinzo ağır bedenini sandalyeden kaldırdı, ......ve her gün baktığı cadının portresine yaklaştı."
Ushiromiya Kinzo,""".........{f:5:Beatrice}. Çok yakında, ......gülümsemenle yeniden buluşabileceğim. ............Ölsem de önemi yok! Gülüşünü bir kez daha görebileceksem, bu hayatımı seve seve veririm!"""
Ushiromiya Kinzo,"""Bu yüzden, ...sana yalvarıyoruuum, izin ver......seninle bir kez daahaa{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}aaaaa görüşmeme izin ver... Ve sana aşkım üzerine yemin etmeme izin ver, işlediğim suçlar için özür dilememe izin ver, uuuoooooooooooo......"""
Ushiromiya Kinzo,"""......Ama kaçmana izin vermeyeceğim!! Sen sadece benimsin!! Saçlarından ayak parmaklarının ucuna, tırnaklarının altındaki kire kadar, sen benimsin!! Etinin her parçası benim, cesedinin suyu bile benim!"""
Ushiromiya Kinzo,"""Kaçmana izin vermeyeceğim, bu sefer ellerimden kaçmayacaksın!! Seni sonsuza kadar benim yapacağım!!! İkinci kez kaçmana asla izin vermeyeceğim, ikinci kez kaçmana asla izin vermeyeceğim!!"""
,"Kinzo öfkeyle uludu, sonra aniden dizlerinin üzerine çöktü, ...titreyerek duvarı tırmalamaya başladı... ...Bir anda, hıçkıra hıçkıra ağlamaya başladı."
Ushiromiya Kinzo,"""............uuuuuu, hic..., bu yanlış, sana söylemek istediğim bu değildiii, {f:5:Beatriceeeeee}..."""
Ushiromiya Kinzo,"""Lütfen, ......seninle bir kez daha görüşmeme izin ver... Sadece özür dilememe izin versen bile...... Uuuuuuu, {f:5:Beatriceeeeee}, ...hic, ...hic...! Uwaaaa{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}u{0}a{0}a{0}uauau...!!"""
Ushiromiya Kinzo,"""Sen sevilen, özlenen birisin...! Hatalıydım...! Sadece gülümseseydin, başka bir şeye ihtiyacım olmazdı... Bir hata yaptım, yanlış anladım, ......geri alınamayacak bir şey yaptım...!"""
Ushiromiya Kinzo,"""Kefaret olarak, hayatımın geri kalanını bütünüyle sundum...!! Senden özür dilemek için, günahlarımın kefaretini ödemek için, .........her şeyi......sundum......... ......Lütfen, ölecek olsam bile..."""
Ushiromiya Kinzo,"""............En azından...............sana...tek bir kelime......özür dilememe izin ver...rr...... {f:5:Beatriceeeeeee}...... Uuuuuu, hic, uuuuuuuu, uuuuuuuuuuuuu!"""
,"......Kinzo titreyerek ağlarken, küçük sırtının arkasında, altın bir yaprağı andıran bir kelebek belirdi ve usulca yere kondu..."
,"...Seni aptal, Kinzo.{n}Bir erkeğin gözyaşlarına kapılacak bir kadın olduğunu mu düşünüyorsun.........?"
,"Yani, ......{y:0:İnsan}{n:0:insan} olan bir kadın sana aşık olmasa bile, ...{y:0:İnsan}{n:0:insan} olmayan bir kadın sana aşık olabilir."
,"Kinzo. Hatırlıyor musun......?{n}Hiç tamamlayamadığımız, hâlâ devam eden satranç oyunumuzu hatırlıyor musun......?"
,"Kinzo, sanki aniden bir şey hatırlamış gibi, satranç takımına yaklaştı. Düne kadar Nanjo ile oynadığı oyun hâlâ orada duruyordu."
,...Satranç tahtasındaki taşları geniş bir hareketle süpürdü ve teker teker yeniden dizmeye başladı. ...Devam etmekte olan bir oyunun hazırlıklarıydı.
Ushiromiya Kinzo,""".........Bu doğru. İşte böyle. ............Vezirimi ilerlettim. ...Bu çok etkileyici bir hareketti. Senin için biraz fazla çarpıcı olabilir. .........Taşını elden çıkarıp çıkarmayacağını düşündüm, ......hep düşündüm............"""
,Kinzo karşısındaki koltuk boş olduğu hâlde bekledi.
,"......Şüphesiz, çok yakında rakibi orada belirecek, ......ve bu oyuna yeniden devam edebilecekti..."
,"...Seni aptal, Kinzo."
,Özür dilemek mi istiyorsun? Yüzümü tekrar görmek mi istiyorsun? Gülümsememi ebedi kılmak mı istiyorsun?
,Neden çok daha sade bir kelimeyle söyleyemiyorsun? Dünyanın tek elementi bu olmasına rağmen.........?
,"Bu sırada, Kinzo mırıldandı.{n}......Bir dua mı? Bir yalvarış mı?{n}.........Muhtemelen buna mırıldanma demek en iyisiydi."
Ushiromiya Kinzo,"""......Seni.........seviyorum... ......{f:5:Beatrice}..............."""
,"Bunlar masum bir çocuğun söyleyeceği türden, kötü niyet içermeyen, saf sözlerdi..."
,"...Sen gerçekten bir aptalsın, Kinzo."
,Eğer hayatına baştan başlama şansın olursa...{n}...bu sözlerin bir kadının asla sana aşık olmasına neden olamayacağını bil.
,"Evet, ...bir mucize olmadan.{n}Yani bu........."
,"Tam o anda. .........Kinzo, hizmetkârlarınkinden farklı bir tempoya sahip ufak bir tıklama sesi duydu........."
Ushiromiya Kinzo,""".........Kim o?"""
,Kapının ardındaki kadın......cevap vermedi.
Ushiromiya Kinzo,"""......Kim olduğunu soruyorum!! Cevap vermeyecek misin?!!"""
,Kapının ardındaki kadın......cevap vermedi.
Ushiromiya Kinzo,"""Yoksa... ............Oooooh, ......yoksa...... B-......{f:5:Beatrice} mi?"""
Ushiromiya Kinzo,""".........{f:5:Beatrice}, .........{f:5:Beatriceeeeeeeee}!!"""
,Kapının ardındaki kadın......cevap verdi.
,"Dokuzuncu alacakaranlıkta, cadı dirilecek, ve hiçbiri hayatta kalmayacak."
