Speaker,Turkish (TR)
Nanjo Terumasa,"""Hahahaha...... Kinzo-san, bunu bile unutuyor olman beni şaşırtıyor. ...Satranç sayesinde arkadaşınla eğlenceli vakit, geçirebiliyorsun."""
Ushiromiya Kinzo,"""Ah, ......beni yakaladın. Sanırım bu sözleri uzun zaman önce sana ben söylemiştim. ............Evet beni gerçekten yakaladın."""
,"Normalde kaşları çatık olan Kinzo'nun yüzü şaşırtıcı bir şekilde gevşedi, ve güldü. ...Nanjo uzun zamandır görmediği yakın bir arkadaşıyla yeniden bir araya gelmiş gibi hissetti."
Nanjo Terumasa,"""İşte böyle. Şimdi sana karşılık verdiğime göre, ne düşünüyorsun? Benimle yemeğe iner misin? Kahve içerken Kasparov'un oyununun ortalarını tartışmaya ne dersin?"""
Ushiromiya Kinzo,"""................................. ...Çekici bir teklif, ama korkarım ki reddetmek zorundayım. ......Artık bu odadan çıkamam. ...Çünkü ritüel başladı."""
Nanjo Terumasa,"""............Öyle mi? Eh, benim karnım gurulduyor. ...Aşağıya ineceğim. Ne zaman istersen—"""
Ushiromiya Kinzo,"""Nanjo. ............Teşekkür ederim."""
Nanjo Terumasa,"""......Oh, ne için teşekkür ediyor olabilirsin ki?"""
Ushiromiya Kinzo,"""...Satranç maçımızı bitiremedik. ......Ancak, satrançta unuttuğum o hedefe ulaşmayı başarmışım gibi görünüyor. Görünüşe göre şah mat kadar önemliydi."""
Nanjo Terumasa,"""Bu senin söyleyeceğin bir şey değil. Neden bu kadar duygusalsın?"""
Ushiromiya Kinzo,""".........Kendin söyledin, değil mi? Günlerim sayılı. ......Artık, git. Ve bir daha bu odaya gelme. ......Bu maça Altın Diyar'da devam edelim."""
Nanjo Terumasa,""".............................. ...Pekâlâ, ama en baştan oynayacağız. O kaleyi kaybetmek ciddi bir darbeydi."""
Nanjo Terumasa,"""......O zaman, sonra görüşürüz."""
Ushiromiya Kinzo,"""Evet, görüşürüz. ............Altın Diyar'da, ya da Araf'ta. Ya da bir sonraki dünyada."""
Nanjo Terumasa,"""..........................."""
,Nanjo bundan sonra bir şey söylemedi. Ve pratik bir hareketle masanın üzerinde bulunan ve otomatik kilidi açan düğmeye bastı.
,"Sonra, Kinzo'nun sırtına son bir kez baktıktan sonra, çalışma odasını terketti."
,"O çıkarken, koridordan Genji'nin sesi geldi."
Ronoue Genji,"""......O zaman, lordum. Şimdi yemeğinizi içeri taşıyacağım."""
Ushiromiya Kinzo,"""Bu benim son akşam yemeğim olabilir. Tadını çıkarmalıyım. ......Lütfen, hazırla."""
Ronoue Genji,"""Elbette. ............Kendi hazırlıklarınız tamam mı, lordum?"""
Ushiromiya Kinzo,"""...Evet. Bugüne dek zamanımı bu odanın etrafını çok sayıda titiz bariyerle sararak geçirdim. .........O rulet beni seçse bile, onu kesinlikle geri püskürteceğim. ...Hayatta kalacağım, ve kesinlikle Altın Diyar'a ulaşanlardan biri olacağım...! ......Beni Hades'e sürüklemeye çalışan ölüm tanrılarının çağrılarını reddedeceğim..."""
Shannon,""".........İzninizle. ...Yemeğinizi servis etmeye geldim."""
,"Shannon başını eğerek ve servis arabasını ittirerek, VIP odasına girdi."
,"Pencerenin yanında duran ve dışarıdaki delinmez karanlığa bakan genç kadının, o cadı olduğu açıkça ortadaydı."
{f:5:Beatrice},"""Demek bu sefer Shannon. Ne nostaljik. .........Hoh. Yüzün eskisi kadar solgun değil. Kanon'un aksine. Seni zor tanıdım."""
Shannon,""".........Çok teşekkür ederim."""
,Shannon ciddiyetle akşam yemeğini hazırladı.
,"...Aslında cadıya sormak ve onunla konuşmak istediği birkaç şey vardı. ...Ama bunların hepsi birbirine karışmıştı, ve nereden başlayacağını bilmiyordu."
,"Kalbi de çeşitli nedenlerle karmakarışıktı ve kendi duygularını bile anlayamıyordu. ...Bu nedenle, hâlâ kararsız kalarak, yapabileceği tek şey işini kayıtsızca yürütmekti."
,Ancak cadı onun kalbinde neler olduğunu tahmin etti.{n}Bir cadıdan bir şey saklayamazsın...
{f:5:Beatrice},"""...............Özür dilemeyeceğim. Çünkü ben bir cadıyım."""
Shannon,"""......Ne için?"""
{f:5:Beatrice},"""Hadi ama. ...Kanon sana bundan bahsetmiş olmalı. Aşk hayatına yardım etmek yalnızca benim kötü niyetli ruhumdan ibaretti. ......İşlerin ne şekilde karmaşıklaşacağına, çarpıklaşacağına, ve başarısız olacağına tanık olmaktan zevk almak için ektiğim bir tohumdan başka bir şey değildi."""
Shannon,""".........Aşk hakkında bir şeyler dinlemenin aşka sahip olmaktan daha eğlenceli olduğunu düşünenler var."""
{f:5:Beatrice},"""Bana, .........teşekkür etmeye çalışıyor olamazsın, değil mi?"""
Shannon,"""...Evet, ediyorum. ......Bana aşkın büyüsünü verirken ne tür bir art niyetin olursa olsun, ......bu onu bana verdiğin gerçeğini değiştirmez."""
Shannon,""".........Yani ikimizin ömür boyu birlikte kalamayacağımızı bilerek o tohumu ekmiş olsan bile, ...sana karşı kin tutmayacağım."""
{f:5:Beatrice},"""............Hmmmm. ......Mobilyalar gerçekten ilgi çekici değil. ...*cackle*cackle*cackle*cackle*. Bunu ilginç bir şeye pişirerek dönüştürmek benim yeteneğimin parladığı nokta."""
Shannon,"""......Nasıl düşündüğünüzü anlamıyorum, {f:5:Beatrice}-sama. ......Siz Büyük bir Cadısınız ve bizim gibi insanlar ne ayaklarınıza erişebilir, ...ne de yüce düşüncelerinizi hayal edebilir. Ama en azından bir şey söyleyebilirim."""
{f:5:Beatrice},"""......Nedir?"""
Shannon,"""Bana insan olmayı öğrettiğiniz için teşekkür ederim. .........Kendiniz söylediniz. ...Ben artık mobilya değilim."""
{f:5:Beatrice},"""...............Sessizlik, mobilya. ...Eğer gerçek bir insan olsaydın, nişan yüzüğünü alacağın gün ölüm haberini duyduğunda acıdan deliye dönmüş bir şekilde etrafta koşuşturuyor olman gerekirdi."""
{f:5:Beatrice},"""Ama onun yerine sen ne yapıyorsun? Yüzünde sanki her şeyi kabul etmişsin izlenimini veren bir aydınlanma var! ......Tam bir hayal kırıklığı. Mobilya...!"""
Shannon,"""Hayır. Ben mobilya değilim."""
{f:5:Beatrice},"""Sessizlik, mobilya."""
Shannon,"""Olmayacağım. Çünkü ben mobilya değilim."""
{f:5:Beatrice},"""Emirlerimi dinlemeyeceğini mi söylüyorsun?"""
Shannon,"""Mobilyalar emirlere itaat eder. ...Ama bir insan emirlere uyup uymayacağına kendisi karar verir. {i:Bu yüzden emirlerine uymayacağım.}"""
{f:5:Beatrice},"""Hmph. ...*cackle*cackle*cackle* hahahaha{0}ha{0}ha{0}ha{0}ha{0}ha{0}hahaha...! ......Söylediklerimi geri alıyorum. Gerçekten ilgi çekicisin."""
{f:5:Beatrice},"""......Eğer o tohumları ekmemiş olsaydım, muhtemelen hiçbir duygu hissetmeden ritüelin kaderini yönlendirmesine izin verecektin. ......Ama şimdi gerçekten ilginç hale geldin ve beni gönülden eğlendiriyorsun. Bu güzel. Can sıkıntısından hoşlanmam. ......*cackle*cackle*cackle*cackle*cackle*!"""
Shannon,""".........Akşam yemeği için hazırlıkları bitirdim. ...Buyrun."""
{f:5:Beatrice},"""Hmm. ...İşte bu lezzetli gözüküyor. .........Gohda Altın Diyar'a ulaşabilirse, onu baş aşçım olarak görevlendirmek hoş olabilir."""
Shannon,"""......Kanon-kun'dan bir şey duydum. .........Eğer George-san'ın teklifini reddedersem, beni kurban etmeyeceğinize dair bir söz vermişsiniz."""
{f:5:Beatrice},"""Mm. Evet, verdim. ......İkinci Alacakaranlık için ideal bir kurban olmana rağmen. ...Kanon ağlayarak ve haykırarak seni bu konuda affetmem gerektiğini söyledi, ve ben de nezaketle onun sözlerine kulak verdim. Nişanı bozman koşuluyla tabii ki. ......*cackle*cackle*, ne kadar da merhametliyim."""
Shannon,"""............Ne aptalca bir koşul. Ve ne aptalca bir tehdit. ......Sanıyorum bunu kullanarak Kanon-kun'a epey zorbalık ettiniz?"""
{f:5:Beatrice},"""Hoh. Anladın demek. ......*cackle*cackle*cackle*!"""
,"Görünüşe göre, Shannon bunun farkına varmıştı. ......Belli ki, o korkunç vaatin yem olarak kullanılarak, Kanon'un cadı tarafından ne kadar zorbalığa uğradığını ve aşağılandığını tahmin edebiliyordu."
{f:5:Beatrice},"""Onu halı üzerinde süründürdüm ve ayakkabılarımı öptürdüm. *cackle*cackle*cackle*! Hepsi bu kadar da değil. ......Onu başka nasıl şekillerde aşağıladığımı duymak ister misin...?"""
,Shannon sessizce başını salladı.
Shannon,"""Sonunda sizi anlamaya başladım. İnsanlara zorbalık etmeyi, kafalarını karıştırmayı ve onlara sorun çıkarmayı seviyorsunuz ve bunu kendinizi eğlendirmek için yapıyorsunuz. .........Artık size karşı koymanın tek yolunun bu olduğuna eminim."""
{f:5:Beatrice},"""Neymiş o?"""
Shannon,"""Sizi umursamayacağım. ...Bana verilen kaderi yerine getireceğim. Yani sizi eğlendirmeyeceğim."""
{f:5:Beatrice},"""......{i:Sizi umursamayacağım mııııı}...?"""
,Cadının yüz hatları bir anlığına nefretle çarpıklaştı.
,"...Anında kayboldu, fakat sadece kısa bir süreliğine yüzünde beliren bu ifade, kötü niyetli gülümsemesini hiç bozmayan cadı için alışılmadık bir şeydi."
{f:5:Beatrice},"""*cackle*cackle*cackle*cackle*!! ...Sanırım direnmenin bir yolu da bu? İlginç. Hoşuma gitti. Seni öldüreceğim. Sevgilinle birlikte...!"""
Shannon,"""...Eğer karar verdiğiniz kader buysa, gerisi size kalmış. ......Bundan korkmayacağım ve buna karşı çıkmayacağım. Çünkü şu anda gerçekleşmeye başlayacak olan acımasız kaderin sizin iradenizle kontrol edilen bir şey olduğuna inanmıyorum."""
Shannon,"""Biz insanlar gelecekteki olası kaderlerimiz hakkında hiçbir şey bilmiyoruz. İşte bu yolla kendi inançlarımızı ve kaderimizi sonuna kadar takip ederek dolu dolu yaşarız. Kader sadece zar atmaktan ibarettir. İçinde kötü niyet yoktur. Ne kadar kötü niyet enjekte etmeye çalışırsanız çalışın, size inanmayacağım."""
{f:5:Beatrice},"""......Hoh. Mobilya olmayı bırakmış olsan bile, ölüm korkun yok. ......Bunun beni sıkacağını düşünüyor olabilirsin ama bu büyük bir yanlış anlaşılma. ...Son dakikalarına kadar buna gerçekten sadık kalıp kalamayacağını görmeyi artık daha çok merak ediyorum. *cackle*cackle*cackle*cackle*cackle*cackle*...!"""
Shannon,"""Bu çok anlamsız. ......Neden bir insan şekline büründünüz, önümüzde belirdiniz, ve insansı sözlerle konuşup bizimle alay ettiniz? ...Eğer karşımıza çıkmamış ve geleceği öngörmemiş olsaydınız, ......son anımıza kadar hayatı dolu dolu yaşayabilirdik."""
{f:5:Beatrice},"""Bu cadıların yaptığı şey. Kaderlerinizden geçiniyor, üst düzey bir varlığın alt düzey varlıklar üzerinde kurduğu hükümdarlık gibi hüküm sürüyoruz. Ne de olsa, kaderiniz sadece kakeralardan ibaret. Ellerimi birleştirirsem, avucuma istediğim kadarını doldurabilirim."""
{f:5:Beatrice},"""......Aynı şekilde yetiştirdiğim sığırlar da istedikleri kadar gevezelik edebilirler ama bu onların sofralarıma ihtişam katacakları gerçeğini değiştirmez. *cackle*cackle*...!"""
Shannon,"""......Biz güçsüzüz, bu yüzden ritüelinize ya da kaderimize karşı gelemeyiz. ...Ama şu anda sizi mutsuz edecek bir şey yapabilirim."""
{f:5:Beatrice},"""Hoh. O nedir peki?"""
Shannon,""".........Burayı hemen şimdi terkedeceğim. Sözlerinize cevap vermek sizi sadece eğlendiriyor. Sorularına cevap vermemek sana karşı koymamın tek yolu."""
{f:5:Beatrice},"""Anladım, anladım. Belki bana karşılık verebilirsin. ...Ama beni yenemeyeceğini biliyorsun. ......Ben herkesi sonsuza dek öldürebilecek güce sahibim."""
{f:5:Beatrice},""".........Sonsuza kadar tekrar eden ölüm ve yeniden diriliş döngüsünde bu inadı ne kadar sürdürebileceğinizi görmek için sabırsızlanıyorum. ......{i:Bunu unutma, tamam mı?}. Bu sözleri kendin söyledin. *cackle*cackle*cackle*."""
Shannon,"""Peki o zaman, izninizle. Bir şeye ihtiyacınız olursa lütfen beni çağırın."""
,"Shannon bir yabancıya yapacağı gibi samimiyetsiz bir selam verdi, ve sırtını döndü.{n}...Bu hareketiyle, belki de {f:5:Beatrice}'in bahsettiği gibi, gerçekten de cadıya bir karşılık vermişti."
,"...Çünkü cadı tekrar seslendiğinde, sesi öncekinden biraz daha sinirli gibiydi."
{f:5:Beatrice},"""Kanon bana teşekkür etti. ...Sen etmeyecek misin? Sana kurtuluş gününü getirdiğim için bana teşekkür etmeyecek misin?"""
Shannon,"""Mobilyalar kurtuluş günleri geldiği için mutlu olurlar. Ama bildiğiniz gibi, ben bir insanım. Yani size teşekkür edecek bir şeyim yok. ......Başka bir arzunuz var mı?"""
{f:5:Beatrice},""".........George'dan yüzüğü almayı planlıyor musun? Eğer bunu yaparsan, Kanon'a verdiğim sözden, yani senin kurban olarak seçilmeyeceğine dair verdiğim sözden vazgeçeceğimi unutma."""
Shannon,"""Eğer başka bir arzunuz olursa, sizin için başka birini gönderirim. İzninizle."""
,Açık bir söz kesme.{n}Shannon daha fazla cevap vermedi.
,Ve cevap yerine kapının kapanma sesi geldi.
,Görünüşe göre Shannon'un direnişi cadıyı Shannon'un düşündüğünden çok daha derinden vurmuştu.
,...Çünkü {f:5:Beatrice}'in yüzünde bir kez daha nefret ifadesi belirmişti.
,"Tamamen teslim olmamış olsa da, Kanon'un boyun eğmesini sağlamıştı. ...Daha önce kolayca tuzağa düşürülen Shannon ise bu kez boyun eğmeyi reddetti."
{f:5:Beatrice},"""...............Bu da ne? ...Her şeye rağmen bu ilginç! ......*cackle*cackle*cackle*cackle*. ...Sanırım henüz o kadar da yaşlanmadım. İşte bu sayede bin yıl sonra bile hâlâ yaşamaktan yorulmadım..."""
,Aile konferansındaki en muhteşem zaman gelmişti.{n}Akşam yemeği.
,"Kinzo'nun aile konferansı konusunda ciddi olduğu zamanlarda, herkesin yılda sadece bir kez bir araya geldiği bu yemeğe son derece önem verirdi."
,"Yemeğin standartlara uygun olmaması halinde, ev sahibi olarak bunu kendisi için büyük bir utanç olarak kabul ederdi, ve Natsuhi'ye gurur duyulması gereken bir yemek olduğundan kesinlikle emin olmasını şiddetle emrederdi."
,"Bu nedenle, o ve Krauss, aşçılık yeteneklerine çok güvenen Gohda'yı işe almışlardı."
,"......Böylece, güvendikleri harika bir akşam yemeği ortaya çıkarabileceklerdi, ancak o zamana kadar Kinzo kendini çalışma odasına kapatmaya başlamıştı ve artık akşam yemeğine gelmiyordu—belki buna ironik diyebilirsiniz..."
,"Bu gecenin ana yemeği, dana biftek ortaya konduğunda, Gohda bununla övünmeye başladı, ve herkesin iştahını daha da kabarttı."
Gohda Toshiro,"""Bu sos Bordelaise."""
Gohda Toshiro,"""Elbette, kullandığım kırmızı şarap Bordeaux'da yapılanlar arasında bile mükemmeldi, ancak buna ek olarak, tadı daha da derinleştirmek için dünyanın dört bir yanından seçilmiş alkollerin bir karışımı olan bu evin orijinal bir karışımını hazırladım."""
Gohda Toshiro,"""Bu sos bu yıla özel. Keyfini çıkarmanız, beni çok memnun eder."""
Ushiromiya Krauss,"""...Harika değil mi? Ancak, Bordelaise sosu Fransız mutfağında yaygın değil mi? Fransa dışından gelen alkolü bununla birlikte kullanmak sanki günahkarlıkmış gibi görünüyor."""
Gohda Toshiro,"""Krauss-sama. Bugün, yıllık aile konferansı günü."""
Gohda Toshiro,"""Normal zamanlarda uzakta yaşayan ve bir araya gelmek için dünyanın dört bir yanından çok uzaklara seyahat eden kişiler için bir akşam yemeği olarak, dünyanın dört bir yanından gelen ve normal koşullarda asla bir araya gelmeyecek kaliteli alkollerin karışımından yapılan bir sosun en uygun olacağını fark ettim, ve özel olarak hazırlattım."""
Ushiromiya Hideyoshi,"""Harika! Sen gerçekten harika bir aşçısın! Reklamı doğru yapılırsa gıda ve ilaç iki kat daha fazla sonuç verir! Normal yemekten iki kat daha lezzetli, ve reklamını da doğru yapman bunu iki kat daha iyi hale getiriyor. Lezzet ikiye katlanıp katlanıp duruyor! Wahahahahaha!"""
Ushiromiya Eva,"""*giggle*. Hadi ama, Nii-san. Sorduğun soruya tamamen hazırlıklı, değil miydi?"""
Ushiromiya Rudolf,"""Hiç şüphesiz. Gohda-san'ın senin zamanlamanla parlamasına izin verdin."""
Ushiromiya Krauss,"""Öyle mi? Ben sadece bugünün yemeklerinin Fransız usulü olduğunu fark etmeyenler olabileceğini düşündüm."""
Ushiromiya Krauss,"""......Biraz önce Eva tereyağı kullanmamanın bir erdem olduğunu söyledi, ama bu İspanyol tarzı. ...Yani, sanırım sınırları ortak, değil mi?"""
Ushiromiya Eva,"""...Demek istediğim bu değildi. Lütfen konuşmanın bir bölümünü bağlamından koparıp beni yanlış aktarmaz mısın?"""
Ushiromiya Rosa,"""...Çok lezzetli bir sos. Gohda-san, kesinlikle harikasın."""
Gohda Toshiro,"""Övgülerinizi almak büyük bir onur. Ve bunların hepsi Madam'ın her zamanki rehberliği sayesinde."""
Ushiromiya Natsuhi,"""......Hayır, hepsi Gohda'nın fikriydi. Ben sadece tarifi dinledim ve onayladım."""
,"Görünüşe göre kardeşler sos gibi önemsiz bir şey hakkında hızlıca gürültülü bir tartışmaya girmişlerdi, ...ancak bunu saymazsak, akşam yemeği barışçıl bir şekilde ilerledi."
,"......Fakat, hepsinin asıl öğrenmek istediği şey her birinin yüreğini yakıyordu."
,"......Ve bu ziyaretçiydi, 19. kişi.{n}............Altın Cadı."
,"Aslında Eva, Rudolf ve Kyrie yemek boyunca tetikteydi."
,"Eğer gizemli konuk tanıtılacak olsaydı, bunu yapmak için en uygun yer bu yemek masası olurdu. ...Ancak, masada cadı için herhangi bir tabak hazırlanmamıştı."
,Aile konferansı yemekten sonra ciddiyetle başlayacaktı ve önceki deneyimlerine göre bu konferans gecenin derinliklerine kadar sürebilirdi.
,"......Ama tanıtılması gereken bu kişinin, gece geç saatlere kadar saklanmasının ne anlamı olabileceğini anlayamadılar."
,"Bu yüzden Eva, Rudolf, ve Kyrie bir şeylerden şüphelenmeye başlamışlardı."
,......Konuğun aslında Krauss tarafından da tanınmıyor olabileceğinden.
,"Eğer Krauss'un miras sorununda kendisine avantaj sağlamak için çağırdığı bir sabotajcı değilse, ...muhtemelen Krauss'la önceden açık açık konuşmalı ve dört kardeşin aleyhine olacak her şeye karşı ortak bir cephe oluşturmalıydılar."
,"......Eğer Kinzo'nun sabotajcısıysa, ve amacı mirasın dört kardeşe verilmesini engellemekse, Krauss ve diğer kardeşler arasındaki düşmanlık, düşmana fayda sağlayan zayıf bir noktadan başka bir şey olmayabilirdi..."
Gohda Toshiro,"""O halde, lütfen keyfinize bakın..."""
,Sofra kurulup yemekler ikram edildikten sonra Gohda odadan ayrılmaya yeltendi ama Kyrie küçük bir sesle onu durdurdu.
Gohda Toshiro,"""......Evet, Kyrie-sama. Bir şey mi oldu?"""
Ushiromiya Kyrie,"""Umm, üzgünüm. ......Bugün burada bir misafir olduğunu sanıyordum—onu akşam yemeğinde göremeyecek miyiz...?"""
,Bunu sessizce söylemeyi planlamıştı ama ne yazık ki yan koltukta oturan Natsuhi'nin kulaklarına ulaştı.
,"Natsuhi'nin bunu ""bugün burada misafirler olsa da ev sahibi yemeğe gelmeyecek mi?"" anlamında duyduğu anlaşılıyordu. ......Başka bir deyişle, Kyrie Kinzo'nun yemeğe gelip gelmeyeceğini sormuştu."
Ushiromiya Natsuhi,"""Aile reisinin durumu iyi değil, bu yüzden akşam yemeğini çalışma odasında yiyeceğini söyledi. ......Kocamın başlangıçta bunu açıkladığına inanıyorum...?"""
Ushiromiya Kyrie,"""..................Üzgünüm. Kastettiğim bu değildi."""
,"...O anda, Kyrie, Natsuhi'nin tepkisinden bu bilinmeyen ziyaretçinin Krauss ve eşi tarafından da bilinmediğini anladı."
,".........Ve bunun ne anlama geldiğini... ......Kyrie, zihninin içindeki satranç tahtasında, taşların konumlarının yüksek takırtı sesleri çıkararak değiştiğini hissedebiliyordu..."
Ushiromiya Battler,"""Misafir mii?"""
,"Natsuhi'nin yanında oturan Battler, Kyrie'nin sözlerini yanlış anlamadan duymuş gibi görünüyordu, ve bugünkü aile konferansına başka kimlerin davet edilmiş olabileceğini sorgulayan vahşi bir ses çıkardı."
,Bu ses aracılığıyla kardeşlerin göğsündeki rahatsızlık hissi aniden infilak etti...
,Herkes aynı anda Gohda'ya baktı.
,"......Görünüşlerine bakılırsa, en azından buradaki kimsenin o gizemli kadını davet etmediği açıktı."
,"Bir an için, herkesin bakışlarının kendi üzerinde toplandığını gören Gohda irkildi, ama doğuştan kibirli kişiliği nedeniyle, bu durum ona bir üstünlük hissi verdi."
,"Bu yüzden, son derece sakin ve zarif bir şekilde cevap verdi."
Gohda Toshiro,"""......Evet. Yemeğini VIP odasında yalnız yemek istedi, bu yüzden yemeği oraya götürüldü."""
,"Böylece Gohda'nın son derece zarif ve makul tepkisi, 19. bir kişinin, bir ziyaretçinin var olduğunu herkese açıkça ilan etmiş oldu..."
Ushiromiya Natsuhi,"""VIP odası mı? Misafir mi? ......Neyden ve kimden bahsediyorsun?"""
,"Natsuhi'nin sözleri, Altın Cadı'nın ziyaretinden haberi olmayan herkesin aklındaki soruyu yankıladı."
,"Gohda, Natsuhi tarafından sorgulanmayı hiç beklemiyormuş gibi hafifçe şaşırdı."
,......Bu onur konuğu çok titiz bir şekilde bahsedilmişti.{n}Krauss ve karısının bilmeyebileceğini hiç düşünmemişti.
Gohda Toshiro,"""Umm, ......{f:5:Beatrice}-sama."""
Ushiromiya Maria,"""{f:5:Beatrice}!! İşte, işte! {f:5:Beatrice} geldi, uu-uu-uu!!"""
,Maria diğer kuzenlere bugün {f:5:Beatrice} ile karşılaştığını tekrar tekrar anlatıyordu.
,"......Kuzenler ""Bu harika"" diyerek cevap vermişler, ama inanmamışlardı. Bu yüzden, ...gözleri fal taşı gibi açıldı."
Ushiromiya Battler,"""Ö-Özür dilerim. Maria, sadece şaka olduğundan emindim... Y-Yani, o gerçekten de var..."""
Ushiromiya Jessica,""".........{f:5:Beatrice} derken, ......şu altın {f:5:Beatrice}'i mi kastediyorsun...?!"""
Ushiromiya Maria,"""Uu!! Maria bunca zamandır onun ""gerçek"" olduğunu söylüyordu! Kimse inanmadı!!"""
Ushiromiya George,"""Üzgünüm, Maria-chan... Niyetimiz o değildi..."""
,"Herkesin {f:5:Beatrice}'in varlığından şüphe ettiğini öğrendikten sonra, bütün gün keyfi yerinde olan Maria'nın sinirleri tamamen bozuldu."
,"...Yanında oturan George, telaşla onu sakinleştirmeye çalıştı."
Ushiromiya Krauss,"""...Gohda. Bu da başka bir akşam yemeği eğlencesi mi? *cackle*, oldukça iyi bir performans."""
Ushiromiya Rudolf,""".........Aniki. Rol yapmayı bırak. ...Onu çağıran sensin, değil mi?"""
Ushiromiya Krauss,"""Çağıran mı? Kimi? ...Nereden?!"""
Ushiromiya Eva,"""Nii-san. Net bir cevap alalım. ......O da kim? O kişinin gerçekten portredeki {f:5:Beatrice} olduğunu söylemeyeceksin, değil mi?"""
Ushiromiya Krauss,"""Neden bahsettiğiniz hakkında en ufak bir fikrim yok! Gohda, şaka değil mi bu şimdi?!"""
Gohda Toshiro,"""Ben, ben, umm...... Genji-san'dan az önce emir aldım, umm...!"""
Ushiromiya Natsuhi,"""Genji'yi çağır. Hemen şimdi!!"""
,"Natsuhi bağırdığında, Gohda koridora fırladı."
,"O sırada kapının açılmasıyla çıkan ses, yemek masasında ani bir kargaşaya neden oldu."
Ushiromiya Rudolf,"""Yani Aniki, sen de mi bilmediğini söylüyorsun? Onu kim çağırdı? Babam mı?!"""
Ushiromiya Krauss,"""......Bu konuda hiçbir şey bilmiyorum. Görünüşe göre sizler perde arkasında ipleri elinde tutanın ben olduğuma inanıyorsunuz, ama bu büyük bir yanlış anlaşılma."""
Ushiromiya Hideyoshi,"""Krauss nii-san, sakin ol. Artık birbirimizin nabzını yoklayacak bir aşamada değiliz. Eğer bu gizemli kişiyi senin de tanımadığını söylüyorsan, bu durum gülünç bir hal almaya başlıyor...!"""
Ushiromiya Natsuhi,"""Hideyoshi-san, sözlerinizle biraz daha sağduyulu olamaz mısınız? Kocam aile konferansına gereksiz insanları davet etmez."""
Ushiromiya Krauss,"""Gerçekten de. Siz neyden bahsediyorsunuz? Portredeki cadının çerçevesinden ayrılıp canlandığını mı söylüyorsunuz?! ......Kimsenin bu cadıyla karşılaşmış olmasına imkan yok."""
Ushiromiya Rosa,"""Ben...onunla karşılaştım...!"""
,"Eva ve Rudolf, Rosa'nın açıklamasına başlarıyla onay verdiler."
Ushiromiya Maria,"""Uu! Maria da karşılaştı!! Krauss Amca, inaaan! Anneme inanın! Uu-uu!"""
,Kısa süreli gerginlik kırıldı ve Maria da gürültü yapmaya başladı.{n}...Oda artık kaotik bir hal almıştı.
Ushiromiya Jessica,"""Neler olduğu hakkında en ufak bir fikrim yok... Neler oluyor? Büyükbabama altını veren cadı bu yılki aile konferansına özel bir konuk olarak mı katılıyor...?!"""
Ushiromiya Battler,"""Ama... Gerçekten mi...? Rosa Teyze yanlış görmedi, değil mi...?"""
Ushiromiya Maria,"""Maria da karşılaştıııı!! Uu‐uu‐uu‐uu‐uu‐uu‐uu!!!"""
Ushiromiya George,"""Rosa Teyze, ......karıştırmadığına...emin misin?"""
Ushiromiya Rosa,"""............Evet. .........Ben ve Maria onunla karşılaştık, ......ve hatta onunla konuştuk."""
Ushiromiya Rosa,"""......Onunla karşılaştım!! O hiç şüphesiz bir cadıydı...! İnanın bana!! Kesinlikle yanlış görmedim ve halüsinasyon falan değildi! O.........{i:da} neydi?!"""
,...Tayfun gelmeden hemen önce...{n}......Rosa kesinlikle cadı ile gül bahçesinde karşılaşmıştı.
,"Ama o sahneyi gerçek olarak kabul etmek çok zordu......ve ondan bu şekilde bahsettikçe, karşılaştığı şeyin ne olduğunu daha az anlıyordu."
,"İronik bir şekilde, cadıyla kesinlikle karşılaştığını söylerken soğukkanlılığını kaybettiği için, ne kadar ümitsiz olursa cadının varlığı da o kadar belirsiz görünüyordu."
,"Bu yüzden, onun varlığını kesin olarak doğrulayan tek bir cümle geldi."
Ushiromiya Kyrie,""".........Onunla ben de karşılaştım. Selamlaştık—yani, buna pek selamlaşma denemezdi—en azından birkaç kelime konuştuk. .........Bu kesinlikle Rosa-san'ın yanlış gördüğü bir şey değil."""
Ushiromiya Battler,"""Kyrie-san, sen ciddi misin...?"""
Ushiromiya Kyrie,"""Evet. .........Ama bana adını söylemedi. Bu yüzden onun {f:5:Beatrice} olduğunu kesin olarak söyleyemem."""
Ushiromiya Kyrie,"""......Ancak, eğer bu subjektifse ise özür dilerim, ......ama onunla girişte karşılaştığım için yüzünü portre ile kıyaslama şansım oldu. ...İlk izlenimim, onun hiç şüphesiz portrenin öznesi olduğu yönündeydi. .........Unutmayın, bunların hepsi subjektif."""
Ushiromiya Natsuhi,"""Bu mümkün değil! Her şeyden önce, bu kadın nereden geldi? Bugünkü tek tekne, hepinize buraya kadar eşlik eden teknenin geliş-gidiş yolculuğuydu. O da o teknede miydi?!"""
Ushiromiya Rudolf,"""..................... Kesin bir şey söylemek zor. Tabii ki böyle bir kadının bizimle birlikte tekneden indiğini hiç hatırlamıyorum."""
Ushiromiya Eva,"""Ooh, öyle mi? Bindiğimiz tekneden başka bir tekne olmadığını kanıtlayabilir misin? Kanıtlayamazsın! Başka bir teknenin ""{i:gelmediğini}"" kanıtlayamazsın!"""
Ushiromiya Battler,"""Doğru. ......Başka bir teknenin ""geldiğini"" kanıtlayabilirsin. Onu gören birinin bunu söylemesi yeterli. Ama ""gelmediğini"" kanıtlayamazsın."""
