Speaker,Turkish (TR)
Ushiromiya George,"""Ah............evet. ......Sana göstereceğim. Mutlaka. ......Söz veriyorum. .........Ve sadece yaşlanana kadar değil. ...Öldükten sonra da. ...Hayalet olsak bile, her zaman, her zaman birlikte olacağız."""
,Shannon gözyaşlarını sildi ve yüzük kutusunu aldı. İçinde ikisini de kutsamaya fazlasıyla layık bir elmas yüzük vardı.
,George kafasının içinde defalarca prova ettiği o cümleyi söyledi.
Ushiromiya George,"""Ben, ......Ben bu yüzüğü istediğin parmağına takmanı, ve bunun senin cevabın olmasını istiyorum. Umm, yani, yarın sabaha kadar......"""
Shannon,"""......*giggle*."""
,"Shannon gülümsedi, yüzüğü aldı, ......ve tamamen doğal bir hareketle sol elinin yüzük parmağına taktı."
,"Gerçekten de, ......çok ama çok doğal bir hareket gibi görünmüştü, ve George bir süreliğine afallamıştı..."
Shannon,"""Bu...benim cevabım. ...George-san."""
Ushiromiya George,"""Shannon...... Hayır, .........Sayo..............."""
Shannon,"""......Hayalet olsak bile, .........her zaman, ............her zaman......birlikte olacağız. .........George-san."""
,"Ne Tanrı'dan bir kutsama, ne tanıklık edecek bir papaz, hiçbir şey yoktu.{n}Ama evlenecek olan ikili bunu ilan etmişti.{n}...Bugün burada iki ruh birleşti........."
Kanon,""".....................Nee-san, ............sen bir aptalsın."""
Shannon,"""......Öyle miyim?"""
Kanon,"""Mobilya olmana rağmen...... ......Mobilya...olmana rağmen......!"""
Shannon,"""Ben mobilya değilim. Artık değilim."""
Kanon,"""......Yalan!! Neden kendini kandırıyorsun?! Asla insan olamayacağını biliyorsun! Altın Diyar'a gitmedikçe insan olamayacağını biliyorsun!!"""
Kanon,"""......Neden Altın Diyar'a gitmeni sağlayacak vaadi bir kenara attın...?!!"""
Shannon,"""Oh evet. Yüzüğü kabul ederek, ......{f:5:Beatrice}-sama'nın verdiği söz boşa gitmiş oldu, değil mi? ......*giggle*, üzgünüm."""
Kanon,"""............Şimdi, ben, sen, George-sama, Efendi, her birimiz aynı durumdayız. 13 kişi kurban edilecek. Sadece 5 kişi Altın Diyar'a davet edilecek. ......Ve sen de......o davetlerden birini, ......reddettin......"""
Shannon,"""Bu garip. ......Görünüşe göre pişmanlıkları olan sensin, Kanon-kun."""
Kanon,"""Pişmanları olan sen değil misin Nee-san! Nişanlanmadın mı?! Bunun asla gerçekleşmeyecek bir kader olduğunu bildiğin halde!!"""
Shannon,"""Evet. ...Sonsuza, sonsuza kadar birlikte olacağımıza söz verdim."""
Shannon,"""......Peki biliyor musun? ......O an, sonsuz yolculuğumuz tamamlandı. Kurbanlar olsak bile, çoktan tamamlandı. Yani, sorun değil."""
Shannon,""".........Asıl pişmanlık duyan sensin, Kanon-kun. ...Biz mobilyayız, değil mi? Sonuç ne olursa olsun, özgürlüğümüze kavuşacağız. ...Bu durumda, Altın Diyar'a gidip gitmememizin bir önemi yok."""
Shannon,"""......Ama yine de Kanon-kun, sen Altın Diyar'a gitmeye kararlısın. .........Ne olursa olsun insan olmak istiyorsun, değil mi? ...Neden?"""
Kanon,"""Çünkü insan olmak istiyorum!! Mobilya olmaktan bıktım!!"""
Shannon,"""Neden?"""
Kanon,"""Ben de...aşık olmak istedim...!!!"""
,Kanon'un iki gözünden de yaşlar döküldü. ...Ve haykırdı.
Kanon,"""......Leydi'den...hoşlanıyordum...!! Ve o gün Leydi'yi gördükten sonra, onu daha da çok sevmeye başladım...! Ve Leydi'nin de benden hoşlandığını duyduğumda, gerçekten çok mutlu oldum...!! Ama ben mobilyayım, ......ve Leydi'nin duygularını kabul edemem!!"""
Shannon,"""...İşte burada yanılıyorsun. .........Biz mobilya olabiliriz. Bir insandan daha aşağı olabiliriz. ...Ama bunun sevmeye layık olmadığımız anlamına gelmediğini öğrendim."""
Kanon,"""Eğer bu duygular hiçbir şeye varamayacaksa, hiç olmamasının daha iyi olacağını düşündüm!! Sadece bir gün ortadan kaybolacağıma karar verdim ve bu kesinlikle onu incitecekti, .........hayır, bu yanlış!!"""
Kanon,"""Ben sadece korkuyordum!! Ben......sadece korkuyordum, ve ebedi olamayacağını bildiğim bir aşktan kaçınmanın en iyisi olduğunu düşünmüştüm!!"""
Shannon,"""......Ağustos böcekleri tüm yaşamları boyunca sadece birkaç hafta boyunca aşık olurlar ve sonra da kaybolup giderler. .........Sırf birkaç hafta içinde sona ereceği için aşık olmayan ağustos böceği olduğunu sanmıyorum."""
Kanon,"""Uuuuuuuuuuughhh!! Uuuuu{0}u{0}u{0}u{0}u{0}u{0}u{0}u{0}u{0}u{0}u{0}u{0}u{0}u{0}u{0}uughhh!!"""
,Görünüşe göre Kanon hâlâ pişmanlıklarından söz ediyordu ama artık ağlamaklı sesi yüzünden her şey birbirine karışmıştı...
Kanon,"""......O cadıdan nefret ediyorum...!! ...İçime neden bu duyguları yerleştirdi...?! Eğer, eğer o tuhaf şakayı yapmamış olsaydı, Leydi'ye hiç ilgi duymazdım...!!!"""
Shannon,"""............{f:5:Beatrice}-sama çok acımasız, değil mi? ...Kanon-kun, seni acı gözyaşlarıyla ağlatmak için kaderin ile oyunlar oynadı. .........Ama cadı muhtemelen planladığı şeyi başaramıyor. ...Ne de olsa—"""
,"Aşkı bilmek, seni hayata bağlayan kalıcı bir bağ değildir. Hayat yolculuğunda varılması gereken yerdir..."
{f:5:Beatrice},"İşte böyle, Kanon.{n}Uğruna çok uğraştığın o söz şimdi boşa gitti.{n}*cackle*cackle*cackle*cackle*cackle*!"
{f:5:Beatrice},"Pekâlâ, şimdi. Bununla birlikte, tüm taşlar eşit koşullarda.{n}18 taş var! 13'ü kurban edilecek!{n}Hayatta kalan beşi hangileri olacak?"
{f:5:Beatrice},............Ya da...{n}Birisi bu ritüeli yok mu edecek?{n}Kim?!! Nasıl?!
{f:5:Beatrice},Fuhahahahahahahahahahahahahahahahahaha!!
{f:5:Beatrice},Bu bir satranç problemi değil. Bu eşit şartlardaki bir oyun.{n}Tek taraflı yaklaşmayacağım.
{f:5:Beatrice},Saldırılarımdan çılgınca kaçabilir ve beraberlikle sonuçlanmasını sağlayabilirsin.
{f:5:Beatrice},"Yani, yapabileceğin en iyi şey bunu sürekli tekrarlamak olur."
{f:5:Beatrice},Ve bu muhtemelen senin için o kadar da zor olmayacaktır.
{f:5:Beatrice},"Ancak, bu sonuçlar sonsuza kadar devam edecek, kısa sürede zihnini yıpratacak ve nihayetinde onu yok edecektir."
{f:5:Beatrice},"İşte o an, yenilgiyi kabul edecek ve bana teslim olacaksın!!"
{f:5:Beatrice},Bunun adil bir oyun olmasının bir nedeni var.
{f:5:Beatrice},......Çünkü benim kaybetmemin kuralları da belirlenmiş durumda.{n}Kaybedemeyeceğin bir oyun kadar sıkıcı bir şey yoktur.
{f:5:Beatrice},Beni nasıl yenebileceğine gelince...{n}Bunun yolu...benim portremin altında sergilenen kitabe.
{f:5:Beatrice},Bu hem Altın Diyar'a giden kapıyı açmanın yolu hem de ritüelimi yok etmenin anahtarı.
{f:5:Beatrice},"Ben de kitabeye göre ritüeli gerçekleştiriyorum.{n}Kitabenin bilmecesini çöz, ritüeli boz ve beni alaşağı et...!"
{f:5:Beatrice},Kitabede saklı olan bilmeceyi çöz ve Kinzo'ya verdiğim büyük altının yerini açığa çıkar!!
{f:5:Beatrice},Bu oyun bize nasıl bir sonuç gösterecek?!{n}Senden iyi bir mücadele bekliyorum.
{f:5:Beatrice},"Eğlendir beni, Ushiromiya Battleeeeeeeeeeeeeer!!"
Ushiromiya Natsuhi,"""................................."""
Ushiromiya Krauss,"""...............İtirazım yok. ...Ben ve Natsuhi kabul ediyoruz."""
Ushiromiya Natsuhi,""".........Ggh...... ...Buna inanamıyorum, ...ve inanmak da istemiyorum, ama.........gerçek......bu, öyle değil mi...?"""
Ushiromiya Krauss,"""...Natsuhi. Kelimelerini daha dikkatli seç. .........O, bu ailenin en onurlu konuğu."""
Ushiromiya Hideyoshi,"""............B-Biz de kabul ediyoruz. ...Karşı çıkamam."""
Ushiromiya Eva,"""Evet. ...Kabul ediyorum. .........Kesinlikle hiçbir şikayetim yok. Senin gerçekten...... .........Sana dürüstçe saygı duymak zorundayım."""
Ushiromiya Rosa,"""Ben de... ............İnanılmaz. Sana içtenlikle saygı duyuyorum. ......Bu yüzden kabul etmek zorundayım."""
Ushiromiya Rudolf,"""Ben de kabul ediyorum... .........Ama hâlâ inanamıyorum. ...Ama, .........ne yapabiliriz ki? {i:Şeytanları kanıtladın!} Sen kazandın...!"""
{f:5:Beatrice},"""*cackle*cackle*cackle*...! Şeytan'ın İspatı, bir şeyi kanıtlamanın imkansız olduğunu göstermek için kullanmayı sevdiğiniz kullanışlı bir bahaneydi, ......ama şimdi can düşmanınız haline geldi, değil mi?"""
Ushiromiya Rudolf,"""......Bana zulmetme, büyük cadı. .........Ben seni çoktan kabul ettim. Pes ediyorum."""
Ushiromiya Kyrie,"""................................."""
{f:5:Beatrice},""".........Kyrie. Hâlâ bir itirazın var mı...? Beni herkesin kabul etmesi gerek. Eğer sadece sen bile varlığımı kabul etmezsen..."""
,Cadı küstahça gülünce kardeşler paniklemeye başladı.{n}...Cadının keyfini kaçırmaktan korkuyorlardı.
,"Kyrie hafifçe gözlerini kapattı, ...ve bir süre sessiz kaldıktan sonra ağzını açtı."
Ushiromiya Kyrie,"""...Özür dilerim. ......Pes ediyorum."""
,Sadece Kyrie sonuna kadar sert gözlerle cadıya bakmıştı.
,......Ancak gerçeği kabullenmeye sadece kısa bir süre direnebilmişti.
,Gözlerinin önündeki gerçeklik—varlık—inkâr...edilemezdi.{n}{i:Şeytanlar çoktan kanıtlanmıştı}...!
Ushiromiya Kyrie,""".........Ben de...kabul ediyorum. ......Sen {f:5:Beatrice}'sin. Ushiromiya ailesinin simyacısı. ...Ve büyük bir büyü kullanıcısı. ..................Senin bir cadı olduğunu kabul etmeliyim...!"""
