Speaker,Arabic (AR)
Ushiromiya Kinzo,"""ﺃﺭﺟﻮﻙ، ﺍﻇﻬﺮﻱ ﺃﻣﺎﻣﻲ ﻟﻤﺮﺓ ﺃﺧﺮﻯ ﻭﺍﺑﺘﺴﻤﻲ!! ﻟﻚ ﺣﺮﻳﺔ ﺗﻮﺑﻴﺨﻲ، ﺑﻞ ﻭﺃﻥ ﺗﺄﺧﺬﻱ ﺭﻭﺣﻲ ﺑﻴﺪﻳﻚ ﺇﺫﺍ ﻣﺎ ﺃﺭﺩﺕ!! ﻻ ﺃﺭﻳﺪ ﺃﻥ ﺃﻣﻮﺕ ﻭﺣﻴﺪﺍ ﻫﻜﺬﺍ! ﻻ ﻳﻤﻜﻦ ﺃﻥ ﺃﻣﻮﺕ ﻭﺃﻧﺎ ﻟﻢ ﺃﺭ ﺇﺑﺘﺴﺎﻣﺘﻚ ﻟﻤﺮﺓ ﻭﺍﺣﺪﺓ ﺁﺧﺮﻯ!!"""
Ushiromiya Kinzo,"""ﺁﺁﻩ, {f:7:ﺑﻴﺎﺗﺮﻳﺲ}, {f:7:ﺑﻴﺎﺗﺮﻳﺲ}!! ﺇﻧﻲ ﺃﻗﺪﻡ ﺣﻴﺎﺗﻲ، ﺃﻗﺪﻣﻬﺎ ﻟﻚ!! ﺃﺗﻮﺳﻞ ﺇﻟﻴﻚ، {f:7:ﺑﻴﺎﺗﺮﻳﻴﻴﻴﻴﻴﻴﻴﻴﻴﻴﻴﻴﻴﻴﻴﻴﻴﻴﻴﻴﺲ}!!!"""
Ushiromiya Battler,"""ﺇﻳﻴﻴﻪ... ﺑﺎﻟﻄﺒﻊ ﺍﻷﺷﻴﺎﺀ ﺗﺘﻄﻮﺭ ﻣﻊ ﺍﻟﺰﻣﻦ... ﻻ ﺃﺻﺪﻕ ﺑﺄﻧﻨﺎ ﺳﻨﻜﻮﻥ ﻗﺎﺩﺭﻳﻦ ﻋﻠﻰ ﺍﻟﻘﻴﺎﻡ ﺑﺎﻟﺮﺣﻠﺔ ﻓﻲ ﻏﻀﻮﻥ ﻋﺸﺮﻳﻦ ﺩﻗﻴﻘﺔ ﻓﻘﻂ..."""
,ﺣﻜﻜﺖ ﺭﺃﺳﻲ ﻣﺘﻌﺠﺒﺎ ﻣﻦ ﺍﻟﻤﺪﻯ ﺍﻟﺬﻱ ﺁﻟﺖ ﺇﻟﻴﻪ ﺍﻷﻣﻮﺭ ﻓﻲ ﺍﻟﺴﻨﻮﺍﺕ ﺍﻷﺧﻴﺮﺓ.{n}ﻟﻘﺪ ﺍﻋﺘﺪﻧﺎ ﺍﻟﺬﻫﺎﺏ ﺑﺎﻟﻘﺎﺭﺏ.
,ﺁﻧﺬﺍﻙ، ﻟﻘﺪ ﺃﺟﺒﺮﻧﺎ ﺟﻤﻴﻌﺎ ﻋﻠﻰ ﺗﺤﻤﻞ ﻣﺎ ﻳﻘﺮﺏ ﻧﺼﻒ ﻳﻮﻡ ﻣﻦ ﺍﻟﺘﺄﺭﺟﺢ ﺫﻫﺎﺑﺎ ﻭﺇﻳﺎﺑﺎ ﻋﻠﻰ ﺍﻟﺒﺤﺮ ﻗﺒﻞ ﺃﻥ ﻧﺼﻞ ﺇﻟﻰ ﻧﻴﺠﻴﻤﺎ.ﻟﻘﺪ ﺃﺻﺒﺤﺖ ﺍﻷﻣﻮﺭ ﻣﺮﻳﺤﺔ ﺃﻛﺜﺮ ﻫﺬﻩ ﺍﻷﻳﺎﻡ، ﻭﻣﻊ ﺫﻟﻚ ﻟﻢ ﺃﺭﻛﺐ ﻃﺎﺋﺮﺓ ﺑﻬﺬﺍ ﺍﻟﺼﻐﺮ ﻣﻦ ﻗﺒﻞ.
,ﻟﻘﺪ ﺟﺮﺑﺖ ﺍﻟﻄﻴﺮﺍﻥ ﻓﻲ ﻃﺎﺋﺮﺓ ﻧﻔﺎﺛﺔ ﺿﺨﻤﺔ ﻣﻦ ﻗﺒﻞ.{n}ﻭﻟﻜﻦ ﻫﺬﻩ ﺳﺘﻜﻮﻥ ﻣﺮﺗﻲ ﺍﻷﻭﻟﻰ ﻓﻲ ﺭﻛﻮﺏ ﻣﺜﻞ ﻫﺬﻩ ﺍﻟﻄﺎﺋﺮﺓ ﺍﻟﺼﻐﻴﺮﺓ....
,...ﺳﺘﻬﺘﺰ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟ ﻳﻘﺎﻝ ﺃﻥ ﺍﻟﻘﻮﺍﺭﺏ ﺍﻟﺼﻐﻴﺮﺓ ﺗﻬﺘﺰ ﻛﺜﻴﺮﺍ، ﻟﺬﺍ ﺃﺭﺟﺢ ﺃﻥ ﻧﻔﺲ ﺍﻟﻘﺎﻋﺪﺓ ﺗﻨﻄﺒﻖ ﻋﻠﻰ ﺍﻟﻄﺎﺋﺮﺍﺕ ﺍﻟﺼﻐﻴﺮﺓ.
,.........ﺁﺁﺁﻩ، ﺍﻟﺮﺣﻤﺔ.
Ushiromiya George,"""ﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎ، ﻻ ﺩﺍﻋﻲ ﻟﻠﻘﻠﻖ، ﺑﺎﺗﻠﺮ-ﻛﻦ. ﺳﺘﻬﺘﺰ ﺃﻗﻞ ﻣﻦ ﺍﻫﺘﺰﺍﺯ ﺫﻟﻚ ﺍﻟﻘﺎﺭﺏ."""
Ushiromiya Battler,"""ﻫﺎﺍﻩ؟! ﻫـ، ﻫﻞ ﺃﻧﺖ {c:86EF9C:ﺃﺧﻲ} ﺟﻮﺭﺝ?!"""
Ushiromiya Battler,"""ﻫﻬﻬﻬﻪ، ﻻ ﺗﺨﻔﻨﻲ ﻫﻜﺬﺍ...ﻟﻘﺪ ﺣﺴﻤﺖ ﺛﻼﺙ ﺳﻨﻮﺍﺕ ﻣﻦ ﺣﻴﺎﺗﻲ. ﻋﻠﻰ ﺃﻱ ﺣﺎﻝ، ﻣﺎ ﻋﻼﻗﺔ ﺍﻻﻫﺘﺰﺍﺯ ﺑﺄﻱ ﺷﻲﺀ؟"""
Ushiromiya Battler,"""ﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎ، ﺃﺗﻌﺘﻘﺪ ﺑﺄﻧﻨﻲ ﺧﺎﺋﻒ ﻓﻌﻼ ﻣﻦ ﺍﻫﺘﺰﺍﺯ ﺍﻟﻄﺎﺋﺮﺓ ﺃﻭ ﺍﺣﺘﻤﺎﻝ ﺃﻥ ﺗﺴﻘﻂ ﻣﻦ ﺍﻟﺴﻤﺎﺀ ﺃﻭ ﻣﺎ ﺷﺎﺑﻪ؟"""
Ushiromiya George,"""ﺃﻭﻩ، ﺑﺎﻟﻄﺒﻊ ﻻ، ﻫﺬﺍ ﺧﻄﺌﻲ. ﺃﺭﻯ ﺃﻧﻚ ﺗﻐﻴﺮﺕ ﻛﺜﻴﺮﺍ ﻣﻨﺬ ﺁﺧﺮ ﻣﺮﺓ ﺭﺃﻳﺘﻚ ﻓﻴﻬﺎ. ﻋﻠﻰ ﻛﻞ، ﻟﻘﺪ ﻣﺮﺕ ﺳﺖ ﺳﻨﻮﺍﺕ ﻣﻨﺬ ﺫﻟﻚ ﺍﻟﺤﻴﻦ... ﻟﻢ ﺗﻌﺪ ﻃﻔﻼ ﺑﻌﺪ ﺍﻵﻥ. ﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎ."""
Ushiromiya Battler,"""ﺷﻴﺶ، ﻫﺎ ﺃﻧﺖ ﺫﺍ، ﻛﺒﻴﺮ ﺑﻤﺎ ﻓﻴﻪ ﺍﻟﻜﻔﺎﻳﺔ ﻟﻠﺸﺮﺏ ﻭﺍﻟﺘﺪﺧﻴﻦ. ﻟﻴﺲ ﻟﺪﻱ ﺃﻱ ﺍﻫﺘﻤﺎﻡ ﺑﺎﻟﺘﺪﺧﻴﻦ، ﻟﻜﻨﻨﻲ ﺭﻏﺒﺖ ﺩﻭﻣﺎ ﻓﻲ ﺗﺠﺮﺑﺔ ﺑﻌﺾ ﺍﻟﻤﺸﺮﻭﺑﺎﺕ ﺍﻟﻜﺤﻮﻟﻴﺔ! ﺃﻫﻴﻬﻴﻬﻲ. ﺣﺴﻨﺎ، ﺇﺫﺍ ﻛﻨﺖ ﻗﺪ ﻭﺭﺛﺖ ﺟﻴﻨﺎﺕ ﻭﺍﻟﺪﻙ، ﺳﺄﺭﺍﻫﻦ ﻋﻠﻰ ﺃﻧﻚ ﻗﺎﺩﺭ ﻋﻠﻰ ﻣﻘﺎﻭﻣﺔ ﻧﻔﺴﻚ ﻋﻨﺪﻣﺎ ﻳﺘﻌﻠﻖ ﺍﻷﻣﺮ ﺑﺎﻟﺸﺮﺏ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟"""
Ushiromiya George,"""ﺣﺴﻨﺎ، ﺍﻋﺘﺪﺕ ﺍﻟﺸﺮﺏ ﻣﻦ ﺃﺟﻞ ﺃﻣﻮﺭ ﺍﻟﻌﻤﻞ ﻋﻠﻰ ﺃﻥ ﻳﻜﻮﻥ ﻟﻠﻤﺘﻌﺔ. ﻣﻦ ﺍﻟﺼﻌﺐ ﺃﻥ ﺗﻌﻤﻞ ﻓﻲ ﺍﻟﻴﺎﺑﺎﻥ ﺑﺪﻭﻥ ﺃﻥ ﺗﺸﺮﺏ."""
Ushiromiya Battler,"""ﺃﻫﻴﻬﻴﻬﻲ! ﺻﺤﻴﺢ ﺗﻤﺎﻣﺎ! ﻭﻟﺬﻟﻚ، ﻓﻜﺮﺕ ﺑﺸﺮﺏ ﻛﺄﺱ ﺍﻟﻠﻴﻠﺔ ﻋﻠﻰ ﺍﻟﻌﺸﺎﺀ!"""
Ushiromiya George,"""ﻫﺎﻩ، ﻫﺬﺍ ﻟﻴﺲ ﺟﻴﺪﺍ ﻳﺎ ﺑﺎﺗﻠﺮ -ﻛﻦ، ﻣﺎﺯﻟﺖ ﻗﺎﺻﺮﺍ! ﻣﻦ ﺍﻟﻤﻌﺮﻭﻑ ﺃﻥ ﺷﺮﺏ ﺍﻟﻜﺤﻮﻝ ﻳﻌﻴﻖ ﻧﻤﻮ ﺍﻟﻘﺎﺻﺮﻳﻦ ﻭ.......ﺃﻣﻢ، ﻻ ﺗﻬﺘﻢ."""
Ushiromiya Battler,"""ﻻ ﺗﺒﺎﻟﻲ، ﺃﻧﺎ ﻃﻮﻳﻞ ﺑﻤﺎ ﻓﻴﻪ ﺍﻟﻜﻔﺎﻳﺔ! ﻓﻲ ﺍﻟﻮﺍﻗﻊ، ﺳﻴﻜﻮﻥ ﻣﻦ ﺍﻟﺴﻬﻞ ﺍﻟﻌﺜﻮﺭ ﻋﻠﻰ ﻣﻼﺑﺲ ﺗﻨﺎﺳﺐ ﺣﺠﻤﻲ ﺇﺫﺍ ﺗﻘﻠﺼﺖ ﻗﻠﻴﻼ!"""
,ﻧﻔﺨﺖ ﺻﺪﺭﻱ ﺑﻔﺨﺮ.
,ﺣﺘﻰ ﻭﺻﻠﺖ ﺇﻟﻰ ﻣﺮﺣﻠﺔ ﻃﻔﺮﺓ ﺍﻟﻨﻤﻮ، ﻛﺎﻥ ﻃﻮﻟﻲ ﺃﻗﻞ ﻣﻦ ﺍﻟﻤﺘﻮﺳﻂ ​​ﻓﻲ ﺻﻔﻲ.
,ﻭﻟﻜﻦ ﺑﻌﺪ ﺫﻟﻚ، ﻧﻤﺎ ﺟﺴﺪﻱ ﻭﻛﺒﺮ، ﻭﻗﺒﻞ ﺃﻥ ﺃﻋﻲ ﺫﻟﻚ، ﻛﺎﻥ ﻃﻮﻟﻲ ﻗﺪ ﺗﺠﺎﻭﺯ {f:1:081} ﺳﻢ ({f:1:5} ﺃﻗﺪﺍﻡ ﻭ{f:1:11} ﺑﻮﺻﺔ).
,ﺃﻇﻦ ﺃﻧﻨﻲ ﺑﻠﻐﺖ ﻛﻞ ﺫﻟﻚ ﻋﻦ ﻃﺮﻳﻖ ﺗﺪﺭﻳﺐ ﺍﻟﻌﻀﻼﺕ ﻭﺗﻠﻚ ﺍﻷﺩﻭﻳﺔ ﺍﻟﻤﻨﺸﻄﺔ ﺍﻟﺘﻲ ﻃﻠﺒﺘﻬﺎ ﻋﺒﺮ ﺍﻟﺒﺮﻳﺪ ﻟﺘﺤﺴﻴﻦ ﺍﻷﺩﺍﺀ، ﺃﺷﻜﺮﻫﻢ ﻋﻠﻰ ﺫﻟﻚ.
,ﻗﺒﻞ ﺫﻟﻚ، ﻟﻢ ﺃﺣﻠﻢ ﺃﺑﺪﺍ ﺃﻥ ﺃﺗﺠﺎﻭﺯ ﺃﺧﻲ ﺟﻮﺭﺝ ﻓﻲ ﺍﻟﻄﻮﻝ ﺑﻌﺸﺮﺓ ﺳﻢ، ﻭﻫﻮ ﺍﻟﺬﻱ ﻭﺻﻞ ﺇﻟﻰ ﺫﺭﻭﺓ ﻃﻮﻟﻪ ﻓﻲ ﻭﻗﺖ ﻣﺒﻜﺮ.
,"...........ﺳﺤﻘﺎ، ﺳﺄﺭﺍﻫﻦ ﻋﻠﻰ ﺃﻥ ﺟﻤﻴﻊ ﺍﻗﺎﺭﺑﻲ ﻳﻘﻮﻟﻮﻥ""ﺍﻧﻈﺮﻭﺍ ﺇﻟﻰ ﺃﻱ ﻣﺪﻯ ﻛﺒﺮ ﺑﺎﺗﻠﺮ-ﺗﺸﺎﻥ!"" ﺃﻭ ﻣﺎ ﺷﺎﺑﻪ..."
,"...ﺃﻣﺮ ﻣﺤﺮﺝ...,ﺃﺗﻤﻨﻰ ﻟﻮ ﺃﻧﻬﻢ ﻓﻘﻂ ﻳﺘﺮﻛﻮﻧﻲ ﻭﺷﺄﻧﻲ."
,"ﻣﻬﻤﺎ ﻳﻜﻦ ﺍﺳﻤﻲ ﻫﻮ ""ﺑﺎﺗﻠﺮ""....ﺣﺴﻨﺎ، ﺇﻧﻪ ﺍﺳﻢ ﻏﺮﻳﺐ ﻟﻠﻐﺎﻳﺔ، ﺃﻻ ﺗﻌﺘﻘﺪﻭﻥ ﺫﻟﻚ؟"
,ﺗﺮﻯ ﻣﺎﺫﺍ ﻛﺎﻥ ﻳﻔﻜﺮ ﺑﻪ ﻭﺍﻟﺪﺍﻱ ﻋﻨﺪﻣﺎ ﻭﻫﺒﺎﻧﻲ ﻫﺬﺍ ﺍﻻﺳﻢ.{n}ﻟﻢ ﺃﻗﺎﺑﻞ ﺃﻱ ﺷﺨﺺ ﺃﻣﻜﻨﻪ ﻗﺮﺍﺀﺗﻪ ﺑﺸﻜﻞ ﺻﺤﻴﺢ ﻓﻲ ﺍﻟﻤﺮﺓ ﺍﻷﻭﻟﻰ.
,"ﺑﺎﻟﻌﺎﺩﺓ ﻳﻨﺎﺩﻭﻧﻨﻲ...""{c:86EF9C:ﺳﻴﻨﺘﻮ _ﻛﻦ}"".{n}ﻟﺴﻮﺀ ﺍﻟﺤﻆ، ﻫﺬﺍ ﻟﻴﺲ ﺣﺘﻰ ﻗﺮﻳﺐ."
,"ﻛﺘﺐ ﺍﺳﻤﻲ ﻫﻜﺬﺍ {p:0:人戦 宮代右}.{n}ﻫﻞ ﻳﻤﻜﻨﻚ ﻗﺮﺍﺀﺗﻪ؟ ﺍﻻﺳﻢ ﺍﻷﻭﻝ ﻫﻮ ﺍﺳﻢ ﻋﺎﺋﻠﺘﻲ""ﺃﻭﺷﻴﺮﻭﻣﻴﺎ"". ﻳﻨﻄﻖ ﻫﺬﺍ ﺑﺎﻟﻴﺎﺑﺎﻧﻴﺔ ﺑﺸﻜﻞ ﻣﻌﻘﻮﻝ ﺇﻟﻰ ﺣﺪ ﻣﺎ."
,"ﻟﻜﻦ ﺗﻘﻊ ﺍﻟﻤﺸﻜﻠﺔ ﻓﻲ ﺇﺳﻤﻲ.{n}.........ﻳﺘﺄﻟﻒ {p:0:人戦} ﻣﻦ ﺍﻟﺼﻔﺎﺕ ﺍﻟﺨﺎﺻﺔ ﺑـ ""thgif"" ﻭ""nosrep""ﻭﻳﻨﻄﻖ ﺑـ""ﺑﺎﺗﻠﺮ""."
,"ﺿﻌﻬﻢ ﺟﻤﻴﻌﻬﻢ ﻣﻊ ﺑﻌﺾ، ﻭﺳﺘﺤﺼﻞ ﻋﻠﻰ ""ﺑﺎﺗﻠﺮ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ""."
,ﺷﻲﺀ ﻣﺠﻨﻮﻥ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟ ﻣﻦ ﺍﻟﺠﻨﻮﻥ ﺃﻥ ﻳﻘﺮﺭ ﻭﺍﻟﺪﺍﻱ ﺗﺴﻤﻴﺔ ﺑﻪ، ﻟﻜﻦ ﻣﻦ ﺍﻟﺠﻨﻮﻥ ﺃﻛﺜﺮ ﺃﻥ ﻳﺴﻤﺢ ﻟﻬﻢ ﺑﻌﺾ ﺍﻟﻌﺎﻣﻠﻴﻦ ﺍﻟﺤﻜﻮﻣﻴﻴﻦ ﺑﺠﻌﻠﻪ ﺭﺳﻤﻴﺎ. ......ﺟﻤﻴﻌﻬﻢ ﻓﻲ ﺃﻋﻠﻰ ﻗﺎﺋﻤﺔ ﺍﻟﻘﺘﻞ ﺍﻟﺨﺎﺻﺔ ﺑﻲ. 
,ﺑﺄﻱ ﺣﺎﻝ، ﻫﺬﺍ ﺃﺣﺪ ﺃﺑﻨﺎﺀ ﻋﻤﻮﻣﺘﻲ...
,"ﺍﺳﻤﻪ {p:0:治譲 宮代右}, ﻭﻳﻨﻄﻖ ﺟﻮﺭﺝ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ."
,ﺃﻛﺒﺮ ﻣﻨﻲ ﺑﺨﻤﺲ ﺳﻨﻮﺍﺕ، ﻟﺬﻟﻚ ﺭﺑﻤﺎ ﻳﺒﻠﻎ ﻣﻦ ﺍﻟﻌﻤﺮ ﺛﻼﺛﺔ ﻭﻋﺸﺮﻳﻦ ﻋﺎﻣﺎ.{n}ﺑﻤﺎ ﺃﻥ ﺃﺑﻨﺎﺀ ﻋﻤﻮﻣﺘﻲ ﻳﺘﻜﻮﻧﻮﻥ ﻣﻦ ﻓﺘﺎﺗﻴﻦ ﻭﻓﺘﻴﺎﻥ، ﺇﻧﺘﻬﻰ ﺑﻲ ﺍﻟﺤﺎﻝ ﺑﺎﻟﻠﻌﺐ ﻣﻊ ﺟﻮﺭﺝ ﻃﻮﺍﻝ ﺍﻟﻮﻗﺖ.
,"ﻭﻷﻧﻨﻲ ﻛﻨﺖ ﺍﻋﺘﺒﺮﻩ ﺩﺍﺋﻤﺎ ﺃﺧﺎ ﺃﻛﺒﺮ، ﻣﺎﺯﻟﺖ ﺃﺳﻤﻴﻪ ""ﺃﻧﻴﻜﻲ"" ﺣﺘﻰ ﺍﻟﻴﻮﻡ."
Ushiromiya Hideyoshi,"""ﻭﺍﻫﻮ، ﺑﺎﺗﻠﺮ-ﻛﻦ. ﺃﻧﻈﺮ ﺇﻟﻰ ﺃﻱ ﻣﺪﻯ ﻛﺒﺮﺕ. ﺗﻌﺮﻑ ﻣﺎ ﻳﻘﻮﻟﻮﻥ، ﺍﺗﺮﻙ ﻓﺘﻰ ﻟﻤﺪﺓ ﺛﻼﺛﺔ ﺃﻳﺎﻡ ﻭﻟﻦ ﺗﺘﻌﺮﻑ ﻋﻠﻴﻪ ﺑﻌﺪﻫﺎ!"""
Ushiromiya Eva,"""ﺃﺭﺟﺢ ﺃﻥ ﻫﺬﺍ ﻳﺠﺮﻱ ﻓﻲ ﺩﻣﻚ... ﻟﻢ ﻳﻜﻦ ﺭﻭﺩﻭﻟﻒ ﻃﻮﻳﻞ ﺍﻟﻘﺎﻣﺔ ﻫﻜﺬﺍ ﺣﺘﻰ ﺃﺛﻨﺎﺀ ﺳﻨﻮﺍﺕ ﺩﺭﺍﺳﺘﻪ ﺍﻟﺜﺎﻧﻮﻳﺔ. ﺭﺑﻤﺎ ﻳﻨﺘﻬﻲ ﺑﺎﻟﻨﺎﺱ ﺃﻥ ﻳﺰﺩﺍﺩ ﻃﻮﻟﻬﻢ ﺇﺫﺍ ﻣﺎ ﺟﺎﺀ ﻧﻤﻮﻫﻢ ﻣﺘﺄﺧﺮﺍ."""
Ushiromiya Battler,"""ﻛﻼ، ﻻ ﺷﻲﺀ ﻣﻤﻴﺰ. ﻋﻠﻰ ﺍﻟﺮﺟﻞ ﺍﻟﺤﻘﻴﻘﻲ ﺃﻥ ﻳﻜﻮﻥ ﻗﻮﻳﺎ ﻣﻦ ﺍﻟﺪﺍﺧﻞ ﺃﻳﻀﺎ!"""
Ushiromiya Hideyoshi,"""ﺑﺎﻟﻀﺒﻂ! ﺑﺎﺗﻠﺮ-ﻛﻦ ﺃﻧﺖ ﺗﻌﻠﻢ ﻛﻴﻒ ﺗﺴﻴﺮ ﺍﻷﻣﻮﺭ! ﺍﻟﺮﺟﺎﻝ ﺍﻟﺤﻘﻴﻘﻴﻮﻥ ﻳﻔﻮﺯﻭﻥ ﺃﻭ ﻳﺨﺴﺮﻭﻥ ﺑﻨﺎﺀ ﻋﻠﻰ ﻣﺎ ﻓﻲ ﺃﻧﻔﺴﻬﻢ! ﻻ ﺗﻨﺲ ﺃﺑﺪﺍ ﻣﻮﺍﻛﺒﺔ ﺍﻟﺘﺪﺭﻳﺐ ﻭﺍﻻﻧﻀﺒﺎﻁ. ﻳﻤﻜﻨﻚ ﻓﻌﻠﻬﺎ، ﺍﻧﺘﻈﺮ ﺣﺎﻟﺔ ﺍﻟﺘﺄﻫﺐ ﺍﻟﻘﺼﻮﻯ ﻟﻠﺤﻈﺔ ﺍﻟﻤﺜﺎﻟﻴﺔ... ﻭﻣﻦ ﺛﻢ ﻫﺎﺟﻢ!"""
Ushiromiya Hideyoshi,"""ﻟﻢ ﺃﺗﺼﻮﺭ ﻳﻮﻣﺎ ﺃﻧﻨﻲ ﺳﺄﺻﺒﺢ ﺭﺋﻴﺴﺎ ﻟﺸﺮﻛﺘﻲ، ﺳﻴﺪ ﻣﺠﺎﻟﻲ... ﺑﺎﻟﺘﻔﻜﻴﺮ ﻓﻲ ﺃﻧﻨﻲ ﻗﺪ ﻭﺻﻠﺖ ﺇﻟﻰ ﻫﺬﺍ ﺍﻟﺤﺪ ﺑﻌﺪ ﺃﻥ ﻛﻨﺖ ﻣﻔﻠﺴﺎ ﻭﻣﻌﺪﻣﺎ...!"""
,ﻫﺬﺍ ﺍﻟﻌﺠﻮﺯ ﺍﻟﺴﻤﻴﻦ ﻭﻣﻤﺘﻠﺊ ﺍﻟﺠﺴﻢ ﻫﻮ...ﻭﺍﻟﺪ ﺃﺧﻲ ﺟﻮﺭﺝ، ﺍﻟﻌﻢ ﻫﻴﺪﻳﻮﺷﻲ.({p:0:吉秀}).
,ﻫﻮ ﺯﻭﺝ ﺃﺧﺖ ﺃﺑﻲ ﺍﻟﻜﺒﺮﻯ.{n}ﺑﻌﺒﺎﺭﺓ ﺃﺧﺮﻯ، ﻟﺴﻨﺎ ﻣﺮﺗﺒﻄﻴﻦ ﺑﺎﻟﺪﻡ.
,ﺇﻧﻪ ﻟﻄﻴﻒ ﻣﻊ ﺍﻷﻃﻔﺎﻝ، ﺇﺟﺘﻤﺎﻋﻲ ﻓﻲ ﻛﻞ ﻭﻗﺖ، ﻭﺣﺘﻰ ﺃﻧﻪ ﺳﺨﻲ ﻓﻲ ﺇﻋﻄﺎﺀ ﺑﻌﺾ ﺍﻷﻣﻮﺍﻝ ﻟﻨﺎ ﻧﺤﻦ ﺍﻟﺼﻐﺎﺭ.
,ﻳﺘﺤﺪﺙ ﺑﻠﻬﺠﺔ ﻛﺎﻧﺴﺎﻱ ﺍﻟﻐﺮﻳﺒﺔ ﻭﺍﻟﻤﻠﻔﺘﺔ ﻟﻠﻐﺎﻳﺔ، ﻟﻜﻨﻪ ﻓﻲ ﺍﻟﻮﺍﻗﻊ ﺭﺟﻞ ﻗﺪ ﻭﻟﺪ ﻓﻲ ﻛﺎﻧﺘﻮ ﻃﺒﻴﻌﻴﺎ.
,ﻣﻤﺎ ﻳﺒﺪﻭ، ﺃﻥ ﺍﻻﻧﻄﺒﺎﻋﺎﺕ ﻫﻲ ﺍﻟﻤﺴﻴﻄﺮﺓ ﻓﻲ ﻋﺎﻟﻢ ﺍﻷﻋﻤﺎﻝ. ﻟﺬﺍ ﻓﺈﻥ ﺍﻟﺘﺤﺪﺙ ﺑﺄﺳﻠﻮﺏ ﻣﺨﺘﻠﻒ ﻋﻦ ﺍﻵﺧﺮﻳﻦ ﻫﻮ ﺗﺼﺮﻑ ﻳﺠﻌﻠﻪ ﺃﻛﺜﺮ ﻗﻮﺓ.
,......ﻭﻣﻊ ﺫﻟﻚ، ﺳﻤﻌﺖ ﺃﻧﻪ ﻳﺸﻌﺮ ﺑﺎﻟﺤﺮﺝ ﻋﻨﺪﻣﺎ ﻳﺘﺤﺪﺙ ﺇﻟﻰ ﺷﺨﺺ ﻛﺎﻧﺴﺎﻱ ﺃﺻﻠﻲ، ﻟﺬﻟﻚ ﻳﻌﻮﺩ ﺇﻟﻰ ﺍﻟﻴﺎﺑﺎﻧﻴﺔ ﺍﻟﻌﺎﻣﻴﺔ.
,...ﺃﻧﺎ ﻻ ﺃﻓﻬﻤﻪ ﺗﻤﺎﻣﺎ، ﻟﻜﻨﻪ ﺑﺎﻟﺘﺄﻛﻴﺪ ﺷﺨﺺ ﻣﺜﻴﺮ ﻟﻼﻫﺘﻤﺎﻡ.
Ushiromiya Eva,"""ﻟﻄﺎﻟﻤﺎ ﻛﻨﺖ ﺳﺮﻳﻌﺎ ﻓﻲ ﺍﻟﺘﺒﺎﻫﻲ ﺑﻘﺼﺔ ﺣﻴﺎﺗﻚ. ﺃﻋﺘﻘﺪ ﺃﻥ ﻫﺬﺍ ﻳﻜﻔﻲ ﺍﻵﻥ. ﻣﺘﺄﻛﺪﺓ ﻣﻦ ﺃﻥ ﺑﺎﺗﻠﺮ ﺳﺌﻢ ﻣﻦ ﺫﻟﻚ. ﺃﻟﺴﺖ ﻛﺬﻟﻚ؟"""
Ushiromiya Battler,"""ﻛﻼ ﻋﻠﻰ ﺍﻹﻃﻼﻕ، ﺃﻫﻴﻬﻴﻬﻲ! ﻻ ﺣﺮﺝ ﻓﻲ ﺫﻟﻚ. ﺃﺭﻯ ﺃﻧﻪ ﻣﻦ ﺍﻟﺮﺍﺋﻊ ﺃﻥ ﻳﺤﺼﻞ ﺍﻟﺮﺟﻞ ﻋﻠﻰ ﺑﻌﺾ ﺍﻟﻘﺼﺺ ﺍﻟﺘﻲ ﻳﻤﻜﻨﻪ ﺍﻟﺘﺒﺎﻫﻲ ﺑﻬﺎ. ﺃﻣﺎ ﺃﻧﺎ ﻓﻼ ﺃﻣﺘﻠﻚ ﺃﻱ ﺷﻲﺀ ﻟﻠﺘﺒﺎﻫﻲ ﺑﻪ ﺇﻃﻼﻗﺎ."""
Ushiromiya Eva,"""ﺃﻭﻩ، ﺣﻘﺎ؟ ﻟﻘﺪ ﺗﺼﻮﺭﺕ ﺍﻥ ﺭﺟﻼ ﻓﻲ ﻣﺜﻞ ﻭﺳﺎﻣﺘﻚ ﺳﻴﺘﺮﻙ ﺍﻟﻔﺘﻴﺎﺕ ﻳﺒﻜﻴﻦ ﻣﻦ ﺣﻮﻟﻪ. ﻻ ﺃﺻﺪﻕ ﺃﻧﻪ ﻟﻴﺲ ﻟﺪﻳﻚ ﻣﺎ ﺗﺘﺒﺎﻫﻰ ﺑﻪ ﺇﻃﻼﻗﺎ."""
