Speaker,Arabic (AR)
,ﻗﻠﺖُ ﻟﻚ ﻻﺍﺍﺍﺍﺍﺍﺍ، ﺇﻧﻬﺎﺍﺍﺍﺍﺍ ﻣِﻠﻜﻲ!!
,ﺑﺴﺮﻋﺔ، ﺳﺘﻮﺑﺨﻨﺎ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}-ﺳﺎﻣﺎ ﻟﻮ ﺍﺳﺘﻐﺮﻗﻨﺎ ﻭﻗﺘًﺎ ﺃﻛﺜﺮ ﻣﻤﺎ ﻳﻨﺒﻐﻲ! ﻟﻨﻬﺠﻢ ﻋﻠﻴﻬﺎ ﺟﻤﻴﻌﻨﺎ ﺩﻓﻌﺔً ﻭﺍﺣﺪﺓ!
Kumasawa Chiyo,"""......................................."""
,ﻫﻨﺎﻙ، ﺟﺪﻭﻫﺎ ﻭﺣﺎﺻﺮﻭﻫﺎ! ﺍﻵﻥ، ﺳﻮﻳًﺎ، ﻟﻨﻨﻘﺾّ ﻣﺮﺓ ﻭﺍﺣﺪﺓ! ﻓﻠﺘﻤﻮﻭﻭﻭﻭﺗﻲ!!!
Asmodeus,""".........ﺇﻳﻴﻪ؟ .........ﻫﺎﻩ؟"""
Lucifer,"""ﻣـ.........ﻣﺎ ﺍﻟﺬﻱ......ﻳﺤﺪﺙ...؟"""
Kumasawa Chiyo,""".....ﻫﻮﻩ-ﻫﻮﻩ-ﻫﻮﻩ-ﻫﻮ. ﻳﺎ ﻟﻜﻦَّ ﻣﻦ ﻓﺘﻴﺎﺕ ﺷﻘﻴﺎﺕ. ...ﻫﻞ ﺃﻧﺘﻦَّ ﺻﺪﻳﻘﺎﺕ ﺗﻠﻚ ﺍﻟﻄﻔﻠﺔ ...؟"""
Leviathan,"""...ﻣﺎ ﺧﻄﺐ ﻫﺬﻩ ﺍﻟﻌﺠﻮﺯ ﺍﻟﺸﻤﻄﺎﺀ...؟!"
Satan,"""ﻻ ﺑﺪّ ﻭﺃﻥ ﻫﻨﺎﻙ ﺧﻄًﺄ ﻣﺎ!! ﻟﻨﻬﺠﻢ ﻣﺮﺓ ﺃﺧﺮﻯ!!"""
Beelzebub,"""....ﻟﻤﺎﺫﺍ ﺗﺴﺘﻄﻴﻊ ﺻﺪَّﻧﺎ....؟"""
Mammon,"""ﺍﺑﺘﻌﺪﻥَّ! ﺳﺄﺣﺎﻭﻝ ﻣﺠﺪﺩﺍً!!!"""
Belphegor,"""...ﻣﻬﻤﺎ ﺣﺎﻭﻟﻨﺎ ﺍﻟﻘﻀﺎﺀ ﻋﻠﻴﻬﺎ ﻻ ﻧﺴﺘﻄﻴﻊ. ﻫﺬﺍ ﺍﻟﺸﺨﺺ... ﻗﻮﻱ."""
Kumasawa Chiyo,"""...ﺃﻧﺎ ﻓﻲ ﺍﻧﺘﻈﺎﺭ ﺗﻠﻚ ﺍﻟﻄﻔﻠﺔ. ﻫﻼَّ ﻧﺎﺩﻳﺘﻦَّ ﻋﻠﻴﻬﺎ ﻣﻦ ﺃﺟﻠﻲ...؟"""
Lucifer,"""ﻫﻞ ﺗﻈﻨﻴﻦ ﺃﻧﻨﺎ ﺳﻨﻄﻴﻊ ﺃﻭﺍﻣﺮﻙِ ﺑﻬﺬﻩ ﺍﻟﺒﺴﺎﻃﺔ؟"""
{f:5:Beatrice},"""ﻻ ﺣﺎﺟﺔ ﻟﺬﻟﻚ."""
Lucifer,"""{f:7:ﺑﻴﺎﺗﺮﻳﺲ}-ﺳﺎﻣﺎ...!"""
Ronove,"""...ﺣﺘﻰ ﺃﻧﺎ ﺗﺠﺴﺪﺕ. ﻟﺬﺍ ﻛﻨﺖُ ﻭﺍﺛﻘًﺎ ﻣﻦ ﺇﺳﺘﻴﻘﺎﻇﻚِ ﻓﻲ ﺍﻟﻨﻬﺎﻳﺔ."""
Kumasawa Chiyo,"""ﺭﻭﻧﻮﻑ. ﻟﻘﺪ ﻣﺮ ﺯﻣﻦٌ ﻃﻮﻳﻞ. ﻧﻌﻢ، ﻟﻘﺪ ﻛﺎﻧﺖ ﻣﺪﺓ ﻃﻮﻳﻠﺔ ﺣﻘًﺎ."""
Asmodeus,"""ﻟﻤﺎﺫﺍ ﺗﺘﺤﺪﺙ ﻣﻊ ﺍﻟﺴﻴﺪ ﺭﻭﻧﻮﻑ ﺩﻭﻥ ﻣﻨﺎﺩﺍﺗﻪ ﺑـ’ﺳﺎﻣﺎ’....!"""
Kumasawa Chiyo,"""..................ﻭﺃﻳﻀًﺎ...ﻛﺎﻧﺖ ﻣﺪﺓ ﻃﻮﻳﻠﺔ ﺑﺎﻟﻔﻌﻞ ﻣﻨﺬ ﺁﺧﺮ ﻣﺮﺓ ﺭﺃﻳﺘﻚِ ﻓﻴﻬﺎ. ...{f:7:ﺑﻴﺎﺗﺮﻳﺲ}."""
Leviathan,"""ﺣﺘﻰ ﺍﻟﺴﻴﺪﺓ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻟﻢ ﺗﻨﺎﺩﻳﻬﺎ ﺑـ'ﺳﺎﻣﺎ'....!!"""
{f:5:Beatrice},"""ﻻ ﺑﺄﺱ. ﻫﻞ ﺗﻌﺮﻓﻴﻦ ﻣﻦ ﻫﻮ ﻫﺬﺍ ﺍﻟﺸﺨﺺ؟ ......ﻛﺎﻥ ﺍﺳﻢ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻓﻲ ﺍﻷﺻﻞ ﻣﻠﻜﻬﺎ. ﺃﻧﺎ ﻭﺭﺛﺖ ﺍﻻﺳﻢ ﻣﻨﻬﺎ ﻓﺤﺴﺐ. ...ﻫﺬﺍ ﺍﻟﺸﺨﺺ ﻫﻮ ﻣﻌﻠﻤﺘﻲ. ﺍﻟﺴﻴﺪﺓ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﺍﻟﺴﺎﺑﻘﺔ."""
Lucifer,"""ﺍﻟﺴﻴﺪﺓ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}......ﺍﻟﺴﺎﺑﻘﺔ....."""
,ﻇﻬﺮﺕ ﻋﺪﺓ ﻓﺮﺍﺷﺎﺕ ﺫﻫﺒﻴﺔ ﻣﻦ ﺣﺪﻳﻘﺔ ﺍﻟﻮﺭﻭﺩ ﻭﺑﺪﺃﺕ ﺑﺎﻟﺘﺠﻤﻊ ﺣﻮﻝ ﻛﻮﻣﺎﺳﺎﻭﺍ....
,ﺛﻢ، ﺃﺣﻴﻄﺖ ﻛﻮﻣﺎﺳﺎﻭﺍ ﺩﺍﺧﻞ ﺑﺮﻳﻖٍ ﺫﻫﺒﻲ، ﻭﺍﻧﻔﺠﺮﺕ ﻭﺍﺧﺘﻔﺖ، ﻭﻟﻢ ﻳﻌﺪ ﻟﻬﺎ ﺃﻱ ﻭﺟﻮﺩ.
,..ﻭﻣﻜﺎﻧﻬﺎ، ﻇﻬﺮﺕ ﺳﺎﺣﺮﺓ ﺫﻫﺒﻴﺔ ﺃﺧﺮﻯ، ﺗﻠﻚ ﺍﻟﺘﻲ ﺷﺮﺣﺖ ﻝ{f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻓﻲ ﺍﻟﻤﺎﺿﻲ ﻣﻌﻨﻰ ﺃﻥ ﺗﻜﻮﻥ ﺳﺎﺣﺮﺓ ﺃﺯﻟﻴﺔ. ﺍﻟﺴﻴﺪﺓ ﺍﻟﻮﺣﻴﺪﺓ ﺍﻟﺘﻲ ﻧﺎﺩﺗﻬﺎ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﺑﺎﻟﻤﻌﻠﻤﺔ ﻃﻮﺍﻝ ﺣﻴﺎﺗﻬﺎ.
,ﻛﺎﻥ ﺷﻌﺮﻫﺎ ﻃﻮﻳﻼً ﻭﺟﻤﻴﻼً، ﻭﺷﺒﺎﺑﻬﺎ ﻧﻀﺮ ﻛﺄﻧﻬﺎ ﻓﻲ ﺭﻳﻌﺎﻥ ﺍﻟﻌﻤﺮ، ﻭﻣﻈﻬﺮﻫﺎ ﻓﻲ ﺍﻟﻔﺴﺘﺎﻥ ﺍﻷﻧﻴﻖ ﻟﻢ ﻳﻜﻦ ﻓﻴﻪ ﺃﻱ ﺷﺒﻪ ﺑﻌﺠﻮﺯ...
,ﺑﻞ ﻟﻢ ﻳﻜﻦ ﻫﻨﺎﻙ ﺃﻱ ﺷﺒﻪ ﺑﻴﻨﻬﺎ ﻭﺑﻴﻦ ﻛﻮﻣﺎﺳﺎﻭﺍ ﻋﻠﻰ ﺍﻹﻃﻼﻕ.
{f:5:Beatrice},"""...ﻳﺎ ﻟﻬﺎ ﻣﻦ ﻣﻔﺎﺟﺄﺓ، ﻳﺎ ﻣﻌﻠﻤﺘﻲ. ﻟﻢ ﺃﺗﺨﻴﻞ ﻳﻮﻣﺎً ﺃﻥ ﻳﺄﺗﻲ ﻳﻮﻡ ﺃﺭﺍﻙ ﻓﻴﻪ ﻣﺠﺪﺩﺍً."""
,"""ﻧﻌﻢ، ﻭﺃﻧﺎ ﺃﻳﻀًﺎ، ...ﻟﻢ ﺃﺗﺨﻴﻞ ﺃﺑﺪًﺍ ﺍﺿﻄﺮﺍﺏ ﺳُﺒﺎﺗﻲ."""
{f:5:Beatrice},"""ﻳﺎ ﻟﻪ ﻣﻦ ﻭﻗﺖٍ ﻣﺰﻋﺞٍ ﻻﺳﺘﻴﻘﺎﻇﻚ. ......ﻟﻮ ﻻ ﻧﻬﻮﺿﻚ ﻣﻦ ﻧﻮﻣﻚ ﻭﺗﺪﺧﻠﻚِ، ﻷﻧﻬﻴﺖُ ﺍﻟﻐﺴﻖ ﺍﻷﻭﻝ ﻣﻦ ﺩﻭﻥ ﺃﻱ ﻣﺘﺎﻋﺐ."""
{f:5:Beatrice},"""...ﺃﻡ ﻳﺠﺐ ﺑﻲ ﺃﻥ ﺃﺭﺣﺐ ﺑﻚِ؟ ............ﻋﻠﻰ ﻛﻞٍ ﻛﻨﺖُ ﻗﺪ ﺑﺪﺃﺕُ ﺃﺷﻌﺮ ﺑﺒﻌﺾ ﺍﻟﻤﻠﻞ."""
,"""....ﻛﻤﺎ ﻫﻲ ﻋﺎﺩﺗﻚِ، ﻟﻢ ﺗﻨﻔﻜﻲ ﻋﻦ ﺍﻟﺘﻼﻋﺐ ﺑﺎﻷﺑﺮﻳﺎﺀ ﻓﻲ ﻟﻌﺒﺔ ﺷﻨﻴﻌﺔ. ﺃﻋﺘﻘﺪ ﺃﻧﻲ ﻧﺒﻬﺘﻚِ ﻣﺮﺍﺭًﺍ ﺃﻥ ﻗﻮﺓ ﺍﻟﺴﺎﺣﺮﺓ ﺍﻷﺯﻟﻴﺔ ﻻ ﻳﺠﺐ ﺍﺳﺘﺨﺪﺍﻣﻬﺎ ﻷﻏﺮﺍﺽ ﺍﻟﺸﺮ..."""
{f:5:Beatrice},"""ﻛﻔﺎﻙِ ﻣﻮﺍﻋﻈًﺎ ﻳﺎ ﻣﻌﻠﻤﺘﻲ. ﺃﻟﻴﺲ ﺍﻟﻤﻠﻞ ﻫﻮ ﻋﺪﻭﻧﺎ ﺍﻟﻠﺪﻭﺩ؟ ﻟﻴﺴﺖ ﻫﺬﻩ ﺳﻮﻯ ﺑﻬﺎﺭﺍﺕ ﻟﻠﻬﺮﺏ ﻣﻨﻪ."""
{f:5:Beatrice},""".........ﺗﻚ. ﻛﻠّﻤﺎ ﺗﺮﺳﺨﺖ ﺍﻷﻭﻫﺎﻡ، ﻛﻠّﻤﺎ ﻋﺎﺩﺕ ﺇﻟﻲَّ ﻗﻮﺍﻱ ﺃﻛﺜﺮ، ﻭﺳﻬُﻞ ﻋﻠﻲ ﺍﺳﺘﺪﻋﺎﺀ ﺃﺗﺒﺎﻋﻲ. ......ﻟﻜﻨﻲ ﻟﻢ ﺃﺗﻮﻗﻊ ﺃﻥ ﻳﺆﺩﻱ ﺫﻟﻚ ﺃﻳﻀﺎً ﺇﻟﻰ ﻓﻚ ﺧﺘﻢ ﻣﻌﻠﻤﺘﻲ..."""
,"""ﻭﻷﻧﻲ ﺗﻮﻗﻌﺖ ﺫﻟﻚ، ﺍﺧﺘﺮﺕ ﺃﻥ ﺃﻧﺎﻡ ﺑﻬﺬﺍ ﺍﻟﻘﺮﺏ ﻣﻨﻚ. ......ﺭﺍﺟﻴﺔً ﺃﻻ ﻳُﻮﻗﻈﻨﻲ ﺃﺣﺪ ﻣﺠﺪﺩﺍً، ...ﻟﻘﺎﺅﻧﺎ ﻣﺠﺪﺩﺍً ﻋﻠﻰ ﻫﺬﺍ ﺍﻟﻨﺤﻮ، ﻫﻮ ﺃﻣﺮ ﻣﺆﻟﻢ ﺟﺪﺍً ﺑﺎﻟﻨﺴﺒﺔ ﻟﻲ."""
{f:5:Beatrice},"""............ﻣﺎ ﺯﻟﺖِ ﻣﺎﻛﺮﺓ ﻛﻤّﺎ ﻫﻲ ﻋﺎﺩﺗﻚِ ﻳﺎ ﻣﻌﻠﻤﺘﻲ... *ﻗﻬﻘﻬﺔ*..."""
,"""ﺭﻭﻧﻮﻑ. ﺁﻣﺮ ﻓﺘﻴﺎﺕ ﺍﻷﺛﺎﺙ ﺑﺎﻟﺘﺮﺍﺟﻊ. ﺇﻧﻬﻦّ ﻣﺠﺮّﺩ ﺃﺛﺎﺙ ﻳﺨﺪﻡ ﺳﻴﺪﺗﻪ ﻓﺤﺴﺐ. ﻭﺟﻤﻴﻊ ﺍﻟﺨﻄﺎﻳﺎ، ﻳﺘﺤﻤﻠﻬﺎ ﺍﻟﺴﻴﺪ ﻭﺣﺪﻩ."""
Ronove,""".........ﺣﺎﺿﺮ. ﻳﺎ ﺳﻴﺪﺓ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}."""
,"""ﻟﻘﺪ ﺃﻋﻄﻴﺖُ ﻫﺬﺍ ﺍﻻﺳﻢ ﺑﺎﻟﻔﻌﻞ ﻟﻬﺬﻩ ﺍﻟﻔﺘﺎﺓ. ......ﻫﻴّﺎ، ﺗﺮﺍﺟﻌﻦ، ﻳﺎ ﻓﺘﻴﺎﺕ ﺍﻷﺛﺎﺙ. ...... ﺭﺑﻤﺎ ﺃﺣﺬﺭﻛﻦّ ﻟﻤﺮﺓٍ ﺛﺎﻧﻴﺔ ﺇﻥ ﻟﻢ ﺗﺴﺘﻤﻌﻦ ﻟﻜﻼﻣﻲ ﻣﻦ ﺍﻟﻤﺮﺓ ﺍﻷﻭﻟﻰ. ﻭﻟﻜﻦ ﻟﻦ ﺃﻛﺮﺭ ﻣﺎ ﺃﻗﻮﻟﻪ ﻟﻤﺮﺓٍ ﺛﺎﻟﺜﺔ..."""
Ronove,"""...ﺗﺮﺍﺟﻌﻦَّ  ﻳﺎ ﻓﺘﻴﺎﺕ ﺍﻟﻤَﻄﻬﺮ ﺍﻟﺴﺒﻊ.  ﺇﻥ ﺗﺪﺧﻠﺘﻦَّ ﻓﻲ ﻫﺬﺍ ﺍﻟﻨﺰﺍﻝ، ﻓﻠﻦ ﻳﺒﻘﻰ ﻣﻨﻜﻦَّ  ﺇﻻ ﺍﻟﺮﻣﺎﺩ..."""
Lucifer,"""ﻫـ....ﻫﻴّﺎ ﺗﺮﺍﺟﻌﻦ ﺟﻤﻴﻌﻜﻦ."""
,ﺗﺮﺍﺟﻊ ﺭﻭﻧﻮﻑ ﻭﺃﺧﻮﺍﺕ ﺍﻟﻤَﻄﻬﺮ ﺍﻟﺴﺒﻊ.
,ﻭﺗﺒﻘﺖ ﻓﻘﻂ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﺫﺍﺕ ﺍﻟﻨﻈﺮﺓ ﺍﻟﺠﺮﻳﺌﺔ، ﻭﻛﺬﻟﻚ ﻣﻌﻠﻤﺘﻬﺎ ﺍﻟﺴﺎﺑﻘﺔ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﺍﻟﺘﻲ ﺃﻋﻄﺘﻬﺎ ﺫﻟﻚ ﺍﻻﺳﻢ، ﻣﺒﺘﺴﻤﺔً ﻭﻣﻨﺘﻈﺮﺓ ﻓﻲ ﻣﻜﺎﻧﻬﺎ...
{f:5:Beatrice},"""ﻭﺍﻵﻥ، ......ﻳﺎ ﻣﻌﻠﻤﺘﻲ. ﺃﻱ ﺷﺎﻱٍ ﻳﺠﺐ ﺃﻥ ﺃُﻋﺪّﻩ ﻟﻠﻘﺎﺋﻨﺎ ﺍﻟﻤﻨﺘﻈﺮ؟"""
,"""ﺩﻋﻴﻨﻲ ﺃﻓﻜﺮ... ﻏﻴﺎﺑﻨﺎ ﻋﻦ ﺑﻌﻀﻨﺎ ﺃﻃﻮﻝ ﻣﻦ ﻣﺮﻭﺭ ﻧﺠﻢ ﻣﺬﻧﺐ. ﻓﻠﺘُﺤﺴﻨِﻲ ﺿﻴﺎﻓﺘﻲ. .........ﻭﺇﻥ ﻛﺎﻥ ﻓﻲ ﺿﻴﺎﻓﺘﻚِ ﺗﻘﺼﻴﺮ، ﻓﺴﺄﺳﺘﻌﻴﺪ ﺍﺳﻤﻲ ﻭﻟﻘﺐ 'ﺍﻟﺴﺎﺣﺮﺓ ﺍﻷﺯﻟﻴﺔ' ﻣﻨﻚِ...!"""
{f:5:Beatrice},"""*ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*! ﻟﻢ ﺃﻋﻠﻢ ﺃﻥ ﻟﻘﺐ ﺍﻟﺴﺎﺣﺮﺓ ﺍﻷﺯﻟﻴﺔ ﻳﺤﺘﺎﺝ ﺇﻟﻰ ﺗﺠﺪﻳﺪ ﺭﺧﺼﺔ!"""
{f:5:Beatrice},"""....ﻛﻤّﺎ ﺗﺸﺎﺋﻴﻦ ﻳﺎ ﻣﻌﻠﻤﺘﻲ. ﺳﺄﺭﻳﻚِ ﻛﻢ ﺃﺻﺒﺤﺖُ ﻋﻈﻴﻤﺔ ﻛﺘﻠﻤﻴﺬﺗﻚِ، ﻭﺳﺄﺭﻳﻚِ ﺃﻳﻀﺎً ﻛﻢ ﺗﺠﺎﻭﺯﺗُﻚِ ﻣﻨﺬ ﺯﻣﻦ ﻃﻮﻳﻞ...!"""
,ﺍﻧﻔﺠﺮﺕ ﺑﻌﺾ ﺍﻟﺸﺮﺍﺭﺍﺕ ﻓﻲ ﺍﻟﻤﺴﺎﻓﺔ ﺑﻴﻦ ﺍﻻﺛﻨﺘﺎﻥ ﺍﻟﻤﺴﻤﻴﺘﺎﻥ ﺏ{f:7:ﺑﻴﺎﺗﺮﻳﺲ}.
,ﻣﺠﺮﺩ ﻧﻈﺮﺍﺕ ﺍﻟﺘﺤﺪﻱ ﺍﻟﻤﺘﺒﺎﺩﻟﺔ ﺑﻴﻨﻬﻤﺎ ﻃﺮﺩﺕ ﺟﻤﻴﻊ ﺍﻷﺭﻭﺍﺡ ﻣﻦ ﺍﻟﻤﻜﺎﻥ.
,...ﺭﺃﺕ ﺍﻷﺧﻮﺍﺕ ﺫﻟﻚ، ﻓﺎﺭﺗﻌﺪﻥ ﺧﻮﻓﺎً. ...ﻟﻮ ﺃﻧﻬﻢ ﻛﺎﻧﻮﺍ ﻣﺘﻘﺪﻣﻴﻦ ﺑﺜﻼﺙ ﺧﻄﻮﺍﺕ، ﻟﺘﺤﻮﻟﻮﺍ ﺇﻟﻰ ﺭﻣﺎﺩ.
,"""ﻫﻴﺎ، ﺗﻌﺎﻟﻲ ﺇﻟﻲّ، ﻳﺎ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}. ...ﻧﺪﻣﻲ ﺍﻟﻮﺣﻴﺪ ﻫﻮ ﺇﻋﻄﺎﺀ ﺍﺳﻤﻲ ﻟﻚ. ﻭﺍﻵﻥ، ﺳﺄُﺻﺤﺢ ﺫﻟﻚ ﺍﻟﺨﻄﺄ ﺑﻴﺪﻱ...!"""
{f:5:Beatrice},"""*ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*... ...ﺗﻚ ﺗﻚ ﺗﻚ. ...ﺃﺧﻄﺄﺕِ ﺍﻟﺘﻘﺪﻳﺮ، ﻳﺎ ﻣﻌﻠﻤﺘﻴﻴﻴﻴﻲ... ﺃﻛﺒﺮ ﺧﻄﺄ ﺍﺭﺗﻜﺒﺘﻪ ﻓﻲ ﺣﻴﺎﺗﻲ...ﻫﻮ ﺃﻧﻨﻲ ﺻﺮﺕ ﺗﻠﻤﻴﺬﺗﻚ ﻟﺘﻌﻠُّﻢ ﺷﻲﺀ ﺑﻬﺬﺍ ﺍﻟﻤﺴﺘﻮﻯ ﺍﻟﺪﻧﻲﺀ ﻣﻦ ﺍﻟﻘﻮﺓ."""
{f:5:Beatrice},"""ﺃﺗﺴﻤﻴﻦ ﻫﺬﺍ ﺳﺤﺮًﺍ؟ ﺃﺗﺴﻤﻴﻦ ﻧﻔﺴﻚ ﺳﺎﺣﺮﺓً ﺃﺯﻟﻴﺔ؟ ...ﻛﻞ ﻣﺎ ﺗﻤﻠﻜﻴﻨﻪ ﻣﺠﺮﺩ ﻗﺪﺭﺓ ﻋﻠﻰ ﺇﺩﺭﺍﻙ ﺍﻷﺷﻴﺎﺀ ﻻ ﺃﻛﺜﺮ! ﻭﺗﺘﺼﺮﻓﻴﻦ ﻭﻛﺄﻧﻚ ﻋﻈﻴﻤﺔ ﺑﻬﺎ!!! ﺍﻧﺘﻬﺖ ﺣﻘﺒﺘﻚ ﻣﻨﺬ ﻭﻗﺖٍ ﻃﻮﻳﻞ، ﻳﺎ ﻣﻌﻠﻤﺘﻲ ﺍﻟﻌﺠﻮﻭﺯﺯﺯﺯﺯﺯﺓ!!"""
Ushiromiya Battler,""".........ﻻ- ......ﻻ ﺃﻣﻠﻚ ﺃﺩﻧﻰ ﻓﻜﺮﺓ ﻋﻤﺎ ﻳﺤﺼﻞ ﺍﻵﻥ......! ﻣﺎ ﺍﻟﺬﻱ ﺃﺷﻬﺪﻩ ﺃﻣﺎﻣﻲ...!"""
,"""...ﺃﻳﻬﺎ ﺍﻟﻤﺴﻜﻴﻦ. ﻳﺒﺪﻭ ﺑﺄﻥ ﺗﻠﻤﻴﺬﺗﻲ ﺗﺴﺒﺐ ﻟﻚ ﺑﺎﻟﻤﺘﺎﻋﺐ. ﺃﻋﺘﺬﺭ."""
Ushiromiya Battler,"""ﺃ-...ﺃﻧﺖِ... ﻣﻦ ﺃﻧﺖِ؟ ﻟﻤﺎﺫﺍ ﺗﺤﻮﻟﺖ ﻛﻮﻣﺎﺳﺎﻭﺍ ﺍﻟﻌﺠﻮﺯﺓ ﺇﻟﻰ ﺍﻣﺮﺃﺓ ﺟﺬﺍﺑﺔ ﻣﺜﻠﻚ؟! ﺃﻋﻨﻴﻬﺎ ﺑﺠﺪﻳﺔ، ﻣﻦ ﺃﻧﺖ؟ ﻻ ﺃﻓﻬﻢ! ﻣﺎ ﻧﻮﻉ ﺍﻟﺘﺄﺛﻴﺮﺍﺕ ﺍﻟﺒﺼﺮﻳﺔ ﺍﻟﺘﻲ ﺍﺳﺘﻌﻤﻠﺘﻤﻮﻫﺎ؟! ﺃﺷﻌﺮ ﻭﻛﺄﻥ ﺭﺃﺳﻲ ﺳﻴﻨﻔﺠﺮ!!"""
,"""ﺃﻧﺎ ﻣﻌﻠﻤﺔ ﺗﻠﻚ ﺍﻟﻔﺘﺎﺓ ﻓﻲ ﻓﻨﻮﻥ ﺍﻟﺴﺤﺮ. ﺍﺳﻤﻲ ﺍﻟﺴﺎﺑﻖ ﻛﺎﻥ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}. ﻭﺣﻴﻦ ﻭﺭﺛﺖ ﻫﻲ ﻣﻨﻲ ﺍﻟﻠﻘﺐ، ﺳﻠﻤﺘﻬﺎ ﺍﻻﺳﻢ ﺃﻳﻀﺎً، ﻓﻠﻢ ﺃﻋﺪ ﺃﺣﻤﻠﻪ."""
Ushiromiya Battler,"""ﻛﻤﺎ ﺫﻛﺮﺕِ، ﺗﻠﻤﻴﺬﺗﻚ ﺃﺗﻌﺒﺘﻨﻲ ﻭﺃﺯﻋﺠﺘﻨﻲ!  ﺃﺭﺟﻮﻙ ﺗﺤﻤﻠﻲ ﺍﻟﻤﺴﺆﻭﻟﻴﺔ ﻭﺍﻓﻌﻠﻲ ﺷﻴﺌًﺎ! ﻛﻼ، ﻟﺤﻈﺔ!!"""
Ushiromiya Battler,"""ﻻ ﺃﻭﻣﻦ ﻓﻲ ﻫﺬﻩ ﺍﻷﺷﻴﺎﺀ!! ﻛﺄﻥ ﺍﻟﺴﺤﺮﺓ ﻭﺍﻟﺴﺤﺮ ﻣﻮﺟﻮﺩﻳﻦ!! ﻟﻦ ﺃﻋﺘﺮﻑ ﺑﻬﺬﻩ ﺍﻟﻤﻌﺮﻛﺔ ﺍﻟﺠﻨﻮﻧﻴﺔ! ﺗﺒﺎً، ﻣﺎﺫﺍ ﻋﺴﺎﻱ ﺃﺻﺪﻕ؟!!"""
,"""ﻫﻮﻩ-ﻫﻮﻩ-ﻫﻮ... ﻛﻤﺎ ﻫﻲ ﻋﺎﺩﺗﻚ، ﺳﺮﻳﻌﺔ ﺍﻹﻧﻔﻌﺎﻝ."""
{f:5:Beatrice},"""...*ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*. ﻛﻤﺎ ﻫﻮ ﻣﺘﻮﻗﻊ ﻣﻦ ﻣﻌﻠﻤﺘﻲ. ﻳﺒﺪﻭ ﺃﻥ ﻫﺬﺍ ﺍﻟﻤﺴﺘﻮﻯ ﻣﻦ ﺍﻟﺴﺤﺮ ﺗﺎﻓﻪٌ ﺟﺪًﺍ ﺑﺎﻟﻨﺴﺒﺔ ﻟﻚِ، ﺣﺘﻰ ﺃﻧﻚِ ﻻ ﺗﻜﻠﻔﻴﻦ ﻧﻔﺴﻚِ ﻋﻨﺎﺀ ﻓﺘﺢ ﻋﻴﻨﻴﻚِ...!"""
{f:5:Beatrice},"""ﻳﺒﺪﻭ ﺃﻧﻨﻲ ﻟﻦ ﺃﻓﻠﺢ ﺇﻻ ﺇﺫﺍ ﺩﻣﺮﺕ ﺍﻟﺠﺰﻳﺮﺓ ﺑﺄﻛﻤﻠﻬﺎ، ﺻﺤﻴﻴﻴﺢ؟ ﻫﻴَّﺎ ﻓﻠﺘﻨﻬﻀﺎ، ﻳﺎ ﺑُﺮﺟَﻲ ﺍﻟﺤﺮﺏ ﺍﻟﺘﻮﺃﻣﻴﻦ!!"""
,ﺍﺳﺘﺠﺎﺑﺖ ﺍﻷﺑﺮﺍﺝ ﻟﻨﺪﺍﺀ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}، ﻭﻣﻊ ﺩﻭﻱ ﻣﺮﻋﺐ، ﺍﻧﺸﻘﺖ ﺣﺪﻳﻘﺔ ﺍﻟﻮﺭﻭﺩ.
,ﺍﺭﺗﻔﻊ ﺑﺮﺟﺎ ﺣﺮﺏ ﻋﻤﻼﻗﺎﻥ ﺑﺠﺎﻧﺐ ﻛﺘﻔﺎ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}، ﻭﺷﻘﻮﺍ ﺍﻟﺴﻤﺎﺀ ﺑﻀﺨﺎﻣﺘﻬﻢ. ﻛﺎﻧﺎ ﻳﻤﺘﺪﺍﻥ ﻟـ 001 {c:86Ef9C:ﻣﻴﺮﻭﺕ} ﺍﺭﺗﻔﺎﻋًﺎ، ﻭﻛﺎﻥ ﻟﻜﻞٍ ﻣﻨﻬﻤﺎ ﺃﻛﺜﺮ ﻣﻦ 063 ﻓﺘﺤﺔ ﻟﻺﻃﻼﻕ.
