Speaker,Arabic (AR)
,......ﻓﻲ ﻫﺬﻩ ﺍﻟﻠﺤﻈﺔ، ﻫﻲ ﺻﺪﻳﻘﺘﻲ ﺍﻟﻮﺣﻴﺪﺓ.
,...ﻟﻬﺬﺍ ﻣﻦ ﺃﺟﻞ ﺃﻻ ﺃﻋﻜﺮ ﻣﺰﺍﺟﻬﺎ، ﺳﺄﻋﺘﺒﺮ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻣﺠﺮﺩﺓ ﻣﻌﻠﻤﺔ ﺳﺤﺮٍ ﻷﺧﺘﻲ...
,......ﻛﻤﺎ ﺃﻧﻲ ﺃﻣﻴﻞ ﺇﻟﻰ ﺍﻻﻋﺘﻘﺎﺩ ﺑﺄﻥ ﺍﻟﺠﺮﻳﻤﺔ ﻛﺎﻧﺖ ﻣﺆﺍﻣﺮﺓ ﺣﺎﻛﺘﻬﺎ ﻋﻤﺘﻲ ﺇﻳﻔﺎ.
,......ﺳﺄﻛﺸﻒ ﺣﺘﻤًﺎ ﺣﻘﻴﻘﺔ ﺫﻟﻚ ﻳﻮﻣًﺎ ﻣﺎ.........
Ushiromiya Maria,"""ﺇﻧﺠﻲ. ﻋﺎﺩﺕ ﺍﻟﺴﻤﻮﻡ ﻟﻠﺘﺴﻠﻞ ﺇﻟﻰ ﺟﺴﺪﻙ."""
Ushiromiya Ange,""".........ﺁﺳﻔﺔ، ﻓﻘﺪﺕ ﺗﺮﻛﻴﺰﻱ. ...ﻟﻨﻜﺮﺭ ﺍﻟﻤﺤﺎﻭﻟﺔ..."""
,ﻛﻤﺎ ﻫﻮ ﻣﺘﻮﻗﻊٌ ﻣﻦ ﺃﺧﺘﻲ...{n}ﺃﺳﺘﺸﻌﺮﺕ ﻓﻮﺭًﺍ ﺃﻧﻲ ﺷﺮﺩﺕ ﻓﻲ ﺃﻓﻜﺎﺭﻱ.
,ﻓﻬﺰﺯﺕُ ﺭﺃﺳﻲ ﻭﺗﺨﻴﻠﺖُ ﻣﺠﺪﺩًﺍ ﻫﺒﻮﻁ ﺍﻟﺮﻳﺎﺡ ﻭﺳﻂ ﺍﻟﺴﻤﺎﺀ ﺍﻟﺸﺎﺳﻌﺔ...
Ushiromiya Ange,"""............ﺃﺧﻮﺍﺕ ﺍﻟﻤَﻄْﻬَﺮ ﺍﻟﺴﺒﻌﺔ? ﻳﺎ ﻟﻪ ﻣﻦ ﺍﺳﻢٍ ﻣﺨﻴﻒ."""
Ushiromiya Maria,"""ﺃﻧﻬﻦ ﻓﺘﻴﺎﺕٌ ﻣﻔﻌﻤﺎﺕ ﺑﺎﻟﻤﺮﺡ ﻭﺍﻟﻨﺸﺎﻁ. ﻣﺘﺄﻛﺪﺓ ﺑﺄﻧﻬﻦّ ﺳﻴﺼﺎﺩﻗﻨﻚ ﻳﺎ ﺇﻧﺠﻲ. ......ﺃﻭﻻً ﺳﺄﺭﻳﻚ ﻛﻴﻔﻴﺔ ﺍﺳﺘﺪﻋﺎﺋﻬﻦ. ﻓﺮﺍﻗﺒﻴﻨﻲ."""
,ﺭﻓﻌﺖ ﺃﺧﺘﻲ ﻣﺎﺭﻳﺎ ﻛﻠﺘﺎ ﻳﺪﻳﻬﺎ ﺇﻟﻰ ﻣﺴﺘﻮﻯ ﺭﺃﺳﻬﺎ... ﻭﻭﺣﺪﺕ ﺃﻓﻜﺎﺭﻫﺎ ﺑﻬﺪﻭﺀ.
,......ﺍﻟﺤﺎﻟﺔ ﺍﻟﺘﻲ ﺃﺑﻠﻐﻬﺎ ﺑﺎﻟﺘﺄﻣﻞ ﻟﻔﺘﺮﺓ ﻃﻮﻳﻠﺔ، ﺗﺼﻞ ﺇﻟﻴﻬﺎ ﻫﻲَ ﻓﻲ ﺑﻀﻌﺔ ﺃﻧﻔﺎﺱ ﺳﺮﻳﻌﺔ.
,ﺑﻌﺪﻫﺎ ﺑﺪﺃ ﺿﻮﺀ ﺑﺎﻫﺖ ﻳﺘﻜﻮﻥ ﻓﻲ ﻛﻔﻴﻬﺎ، .........ﻟﺘﻈﻬﺮ ﺍﻟﻔﺘﻴﺎﺕ ﻭﺍﺣﺪﺓ ﺗﻠﻮ ﺍﻷﺧﺮﻯ.
,ﺍﻷﺧﺖ ﺍﻷﻭﻟﻰ، ﻓﺎﻟﺜﺎﻧﻴﺔ، ﻓﺎﻟﺜﺎﻟﺜﺔ. ﺛﻢ ﺍﻟﺮﺍﺑﻌﺔ، ﻓﺎﻟﺨﺎﻣﺴﺔ، ﻓﺎﻟﺴﺎﺩﺳﺔ، ﻭﺃﺧﻴﺮًﺍ ﺍﻟﺴﺎﺑﻌﺔ...
,ﻛﺎﻧﺖ ﻃﺮﻳﻘﺔ ﺍﺳﺘﺪﻋﺎﺋﻬﻦ ﻭﺍﺣﺪﺓً ﺗﻠﻮ ﺍﻵﺧﺮﻯ ﻓﻲ ﺻﻒٍ ﻭﺍﺣﺪ ﺑﺪﻳﻌﺔ...
,......ﻭﻣﺪﻫﺸﺔ. ﺗﻤﺎﻣًﺎ ﻣﺜﻞ ﺍﻟﺮﺳﻮﻡ ﺍﻟﺘﻮﺿﻴﺤﻴﺔ ﻓﻲ ﻛﺘﺎﺏ ﻃﻼﺳﻢ ﺃﺧﺘﻲ ﻣﺎﺭﻳﺎ......
,ﺃﻟﻘﺖ ﻟﻮﺳﻴﻔﺮ ﺍﻷﺧﺖ ﺍﻟﻜﺒﺮﻯ ﺍﻟﺘﺤﻴﺔ ﻋﻠﻰ ﺃﺧﺘﻲ ﻣﺎﺭﻳﺎ ﺑﻴﻨﻤﺎ ﺗﻘﻒ ﻓﻲ ﻣﻘﺪﻣﺔ ﺃﺧﻮﺍﺗﻬﺎ.
Lucifer,"""ﺃﺧﻮﺍﺕ ﺍﻟﻤَﻄْﻬَﺮ ﺍﻟﺴﺒﻌﺔ ﺣﺎﺿﺮﺍﺕ...! ﻣﻀﻰ ﺯﻣﻦٌ ﻃﻮﻳﻞ ﻳﺎ ﺳﻴﺪﺗﻲ ﻣﺎﺭﻳﺎ."""
Ushiromiya Maria,"""ﻓﻌﻼً. ﻟﻢ ﺃﺭﻛﻦّ ﻣﻨﺬ ﺯﻣﻦ. ﻛﻴﻒ ﺣﺎﻟﻜﻦّ...?"""
Lucifer,"""ﻳﺸﺮﻓﻨﺎ ﺣﻘًﺎ ﺍﺳﺘﺪﻋﺎﺋﻚ ﻟﻨﺎ ﺑﻌﺪ ﻛﻞ ﻫﺬﻩ ﺍﻟﻤﺪﺓ. ﻓﺎﺳﺘﺨﺪﺍﻣﻨﺎ ﻫﻮ ﺍﻟﻐﺮﺽ ﻣﻦ ﻭﺟﻮﺩﻧﺎ ﻛﺄﺛﺎﺙ!"""
Asmodeus,"""ﻛﻴﺂﺁ{p:0:♪} ﺳﺎﻛﻮﺗﺎﺭﻭ! ﻣﻀﻰ ﺯﻣﻦ ﻃﻮﻳﻞ!"""
Beelzebub,"""ﺗﺒﺪﻭ ﻟﺬﻳﺬًﺍ ﻛﺎﻟﻌﺎﺩ-، ﺃﻋﻨﻲ ﻇﺮﻳﻔًﺎ~!!"""
Mammon,"""ﺃﻧﺎ ﺃﻭﻻً!!! ﻛﻴﺂ~، ﻛﻢ ﺃﻧﺖ ﻇﺮﻳﻒٌ ﻭﻧﺎﻋﻢ ﻭﻟﻄﻴﻒ~!"""
Leviathan,"""ﺁﻩ!! ﺩﻋﻴﻨﻲ ﺃﻋﺎﻧﻘﻪ ﺃﻳﻀًﺎ، ﺩﻋﻴﻨﻲ ﺃﻋﺎ~ﻧﻘﻪ!"""
Sakutarou,‘ﺃ-ﺃﻭﺭﻳﻮﻭ! ﻻ ﻳﻤﻜﻨﻨﻲ ﺍﻟﺘﻨﻔﺲ! ﻟﻦ ﺃﻫﺮﺏ ﺑﻌﻴﺪًﺍ، ﻟﺬﺍ ﺩﻋﻮﻧﻲ ﺍﺗﻨﻔﺲ!’
Satan,"""ﻣﻬﻼً!! ﻫﻞ ﺗﺮﺩﻥ ﺗﺤﻄﻴﻢ ﺃﺛﺎﺙ ﺍﻟﺴﻴﺪﺓ ﻣﺎﺭﻳﺎ؟! ﺍﺑﺘﻌﺪﻥ ﻋﻨﻪ ﺣﺎﻻً، ﺍﻟﻌﻨﺎﻕ ﻣﻤﻨﻮﻉ!!"""
Belphegor,"""......ﺭﻏﻢ ﻗﻮﻟﻚ ﻫﺬﺍ، ﻓﻔﻲ ﺍﻟﺤﻘﻴﻘﺔ ﺃﻧﺖ ﺃﻛﺜﺮ ﻣﻦ ﺗﻮﺩﻳﻦ ﻋﻨﺎﻗﻪ ﻳﺎ ﺃﺧﺘﻲ ﺳﺎﺗﺎﻥ. *ﻗﻬﻘﻬﺔ*."""
Satan,"""ﻡ—?! ﺃﻧﺎ، ﻻ ﻳﻬﻤﻨﻲ ﺃﺑﺪًﺍ ﻫﺬﺍ ﺍﻟﺸﻲﺀ...ﺍﻟﻤﻨﻔﻮﺵ...ﻭﺍﻟﻈﺮﻳﻒ... ﺍﻟﻘﺎﺑﻞ ﻟﻠﻤﺪﺍﻋﺒﺔ، ﺍﻓﻬﻤﺘﻲ؟!!"""
Lucifer,"""ﺃﻧﺘﻦ!! ﺗﺤﻠّﻴﻦ ﺑﺎﻟﻬﺪﻭﺀ ﺃﻳﺘﻬﺎ ﺍﻷﺧﻮﺍﺕ ﺍﻟﺤﻤﻘﺎﻭﺍﺕ، ﻓﺄﻧﺘﻦّ ﻓﻲ ﺣﻀﺮﺓ ﺍﻟﺴﻴﺪﺓ ﻣﺎﺭﻳﺎ ﻭﺇﻧﺠﻲ-ﺳﺎﻣﺎ!!"""
,ﻟﻘﺪ ﻛﻦّ ﻓﻲ ﻏﺎﻳﺔ ﺍﻟﻨﺸﺎﻁ....{n}ﺻُﺪﻣﺖ ﺣﻘًﺎ ﺑﻨﺸﺎﻃﻬﻦّ ﺍﻟﻤﻔﺎﺟﺊ ﻓﻮﺭ ﻇﻬﻮﺭﻫﻦ.
,ﻭﻣﺎ ﺃﺛﺎﺭ ﺩﻫﺸﺘﻲ ﺃﻛﺜﺮ ﻫﻮ ﺃﻥ ﺳﺎﻛﻮﺗﺎﺭﻭ ﺍﻟﺒﺮﻱﺀ ﻛﺎﻥ ﻋﻠﻰ ﻋﻼﻗﺔٍ ﻃﻴﺒﺔٍ ﻣﻌﻬﻦّ.
Ushiromiya Ange,"""......ﻟﻢ ﺃﺗﻮﻗﻊ ﻫﺬﺍ. ﺃﻥ ﻳﻜﻮﻥ ﺳﺎﻛﻮﺗﺎﺭﻭ ﻣﺤﺒﻮﺑًﺎ ﺟﺪًﺍ ﻣﻦ ﻗﺒﻞ ﻫﺆﻻﺀ ﺍﻟﻔﺘﻴﺎﺕ ﺍﻟﻤﺸﺒﻮﻫﺎﺕ."""
Ushiromiya Maria,"""ﻷﻧﻨﺎ ﺟﻤﻴﻌًﺎ ﻣﻦ ﻧﻔﺲ ﺍﻟﺘﺤﺎﻟﻒ. ﻻ ﺩﺍﻋﻲ ﻟﻠﻘﻠﻖ، ﺣﺴﻨًﺎ؟"""
Ushiromiya Ange,"""ﻭﻟﻜﻦ ﺇﺫﺍ ﺳﺎﺀ ﻣﺰﺍﺟﻬﻦّ، ﻓﻴﺒﺪﻭ ﺃﻧﻬﻦّ ﺳﻴﻘﻀﻴﻦ ﻋﻠﻰ ﺳﺎﻛﻮﺗﺎﺭﻭ ﻓﻲ ﻟﺤﻈﺔ..."""
Ushiromiya Maria,"""ﻻ ﺑﺄﺱ. ﺳﺎﺣﺮﺍﺕ ﺍﻟﺘﺤﺎﻟﻒ ﻭﺃﺛﺎﺛﻬﻦّ ﺟﻤﻴﻌﻬﻢ ﺃﺻﺪﻗﺎﺀ. ﻟﻬﺬﺍ ﻳﺴﺘﻄﻴﻊ ﺳﺎﻛﻮﺗﺎﺭﻭ ﺍﻟﻠﻌﺐ ﻣﻌﻬﻢ ﺩﻭﻥ ﻗﻠﻖ. ......ﺑﺎﻟﻄﺒﻊ، ﻫﺬﺍ ﻳﺸﻤﻠﻨﺎ ﺃﻳﻀًﺎ ﻳﺎ ﺇﻧﺠﻲ."""
,"ﺃﺣﺪ ﺑﻨﻮﺩ ﻣﻴﺜﺎﻕ ﻣﺎﺭﻳﺎﺝ ﺳﻮﺭﺳﻴﻴﺮ ﻳﻨﺺ ﻋﻠﻰ:{n}""ﺍﻻﺣﺘﺮﺍﻡ ﺍﻟﻤﺘﺒﺎﺩﻝ ﻭﻋﺪﻡ ﺍﻟﺘﺪﺧﻞ ﻓﻲ ﺷﺆﻭﻥ ﺑﻌﻀﻨﺎ""."
,ﻭﻟﻬﺬﺍ ﻋﻠﻴﻨﺎ ﺍﺣﺘﺮﺍﻡ ﺳﺤﺮ ﺳﺎﺣﺮﺍﺕ ﺍﻟﺘﺤﺎﻟﻒ ﻭﻣﺨﻠﻮﻗﺎﺗﻬﻦّ.
,ﺣﺘﻰ ﺍﻷﺧﻮﺍﺕ، -ﺍﻟﻠﻮﺍﺗﻲ ﻓﻲ ﺍﻟﻌﺎﺩﺓ ﻳﻤﻠﻦ ﻟﻠﻌﺪﺍﺀ ﻭﺍﻟﺸﺤﻨﺎﺀ- ﺍﻋﺘﺒﺮﻥّ ﺃﻋﻀﺎﺀ ﺍﻟﺘﺤﺎﻟﻒ ﺃﺻﺪﻗﺎﺀ.
,ﻟﻬﺬﺍ ﻛﺎﻥ ﺳﺎﻛﻮﺗﺎﺭﻭ ﻓﻲ ﻧﻈﺮﻫﻦّ ﺻﺪﻳﻘًﺎ ﻣﺸﺘﺮﻛًﺎ.
,ﻟﻘﺪ ﻛﺎﻥ ﻣﺤﺒﻮﺑًﺎ ﻣﻨﻬﻦّ ﻛﺜﻴﺮًﺍ، ﺇﺫ ﻟﻢ ﻳﺘﻮﻗﻔﻦ ﻋﻦ ﺍﻟﻨﺰﺍﻉ ﻣﻦ ﺃﺟﻞ ﺍﺣﺘﻀﺎﻧﻪ.
,ﻫﺬﺍ ﺍﻟﻤﺸﻬﺪ ﻭﻫﻢ ﻳﺤﻴﻄﻮﻥ ﺑﻪ ﻭﻳﺤﺒﻮﻧﻪ ﻛﺎﻥ ﺩﺍﻓﺌًﺎ.
Ushiromiya Ange,"""......ﻓﻬﻤﺖ. ﻓﻬﻦّ ﺃﻋﻀﺎﺀ ﻟﻤﺎﺭﻳﺎﺝ ﺳﻮﺭﺳﻴﻴﺮ ﻓﻲ ﺍﻟﻨﻬﺎﻳﺔ."""
,ﻟﻠﻮﻫﻠﺔ ﺍﻷﻭﻟﻰ، ﻗﺪ ﺗﻌﺘﻘﺪ ﺃﻥ ﻋﻔﻮﻳﺔ ﺳﺎﻛﻮﺗﺎﺭﻭ ﻭﻫﻤﺠﻴﺔ ﺍﻷﺧﻮﺍﺕ ﺍﻟﺴﺒﻌﺔ ﻟﻦ ﺗﺠﻌﻠﻬﻢ ﻳﻨﺴﺠﻤﻮﺍ ﻣﻊ ﺑﻌﻀﻬﻢ ﻛﻤﺎ ﺍﻟﺰﻳﺖ ﻭﺍﻟﻤﺎﺀ. ﻭﻣﻊ ﺫﻟﻚ، ﻫﺎ ﻫﻢ ﺃﻣﺎﻣﻲ ﻳﺘﻔﺎﻋﻠﻮﻥ ﻭﻳﻀﺤﻜﻮﻥ ﻣﻌﺎً ﺑﻜﻞ ﺑﺴﺎﻃﺔ.
,ﻳﺎ ﻟﻌﺸﻮﺍﺋﻴﺔ ﻫﺬﺍ ﺍﻷﻣﺮ......
,ﺃﺗﺴﺎﺀﻝ، ﺇﺫﺍ ﺃﻣﻜﻦ ﻟﻬﺬﺍ ﺍﻟﺘﺤﺎﻟﻒ ﺍﻟﺮﺍﺋﻊ ﺃﻥ ﻳﻀﻢ ﺟﻤﻴﻊ ﺷﻌﻮﺏ ﺍﻟﻌﺎﻟﻢ، ......ﺑﻮﺳﻊ ﻫﺬﺍ ﺍﻟﺘﺤﺎﻟﻒ ﺃﻥ ﻳﺠﻌﻠﻬﻢ ﻋﻠﻰ ﻭﻓﺎﻕٍ ﺳﻮﻳﺔً.
Ushiromiya Maria,"""ﺃﻧﺼﺘﻦّ ﺟﻤﻴﻌﻜﻦ ﺃﻳﺘﻬﺎ ﺍﻷﺧﻮﺍﺕ ﺍﻟﺴﺒﻌﺔ. ﺇﻧﺠﻲ ﺍﻵﻥ ﻓﻲ ﺧﻀﻢ ﺗﺪﺭﻳﺒﺎﺗﻬﺎ ﻋﻠﻰ ﺍﻟﺴﺤﺮ. ﻟﺬﺍ ﺃﻭﺩّ ﻣﻨﻜﻦ ﺃﻥ ﺗﺴﺎﻋﺪﻧﻬﺎ.."""
Lucifer,"""ﺣﺎﺿﺮ ﻳﺎ ﺳﻴﺪﺓ ﻣﺎﺭﻳﺎ. ...ﻟﻜﻦ ﻛﻴﻒ ﻧﺴﺎﻋﺪﻫﺎ ﺑﺎﻟﻀﺒﻂ؟"""
Ushiromiya Maria,"""ﺳﻮﻑ ﺃﻧﻘﻞ ﺍﻟﻘﻮﺓ ﺍﻟﺴﺤﺮﻳﺔ ﺍﻟﺘﻲ ﺗﺘﺤﻜﻢ ﺑﻈﻬﻮﺭﻛﻦ ﺇﻟﻰ ﺇﻧﺠﻲ. ﻭﺃﺭﻳﺪﻛﻦ ﺃﻥ ﺗﻜﻦّ ﺇﻟﻰ ﺟﻮﺍﺭﻫﺎ ﺩﺍﺋﻤﺎً ﻓﻲ ﺫﻟﻚ ﺍﻟﻮﺿﻊ. ﻳﻜﻔﻲ ﺃﻥ ﺗﺤﺎﺩﺛﻨﻬﺎ ﻛﺮﻓﻴﻘﺎﺕٍ ﻟﻬﺎ."""
Lucifer,""".........ﺍﻟﻤﻌﺬﺭﺓ، ﻟﻜﻨّﻲ ﻻ ﺃﻇﻦّ ﺃﻥ ﻣﺴﺘﻮﻯ ﻗﻮﺓ ﺳﺤﺮ ﺇﻧﺠﻲ-ﺳﺎﻣﺎ ﻳﺴﻤﺢ ﺣﺎﻟﻴًﺎ ﺑﺎﺳﺘﺪﻋﺎﺋﻨﺎ ﺟﻤﻴﻌًﺎ ﻭﺇﺑﻘﺎﺋﻨﺎ ﻋﻠﻰ ﻣﺪﺍﺭ ﺍﻟﺴﺎﻋﺔ..."""
,ﺑﻨﺒﺮﺓ ﻣﺘﺤﻔﻈﺔ، ﻗﺎﻟﺖ ﻟﻮﺳﻴﻔﺮ ﺫﻟﻚ ﻭﻫﻲ ﺗُﺤﺪﻕ ﻓﻲ ﻭﺟﻬﻲ.
,...ﻛﺎﻥ ﻣﺨﺘﺼﺮ ﺣﺪﻳﺜﻬﺎ ﻫﻮ ﺃﻥ ﺍﻟﻌﺐﺀ ﻗﺪ ﻳﻜﻮﻥ ﺛﻘﻴﻼً ﻟﻠﻐﺎﻳﺔ ﻣﻘﺎﺭﻧﺔً ﺑﻤﺴﺘﻮﻯ ﻗﻮﺓ ﺳﺤﺮﻱ.
Ushiromiya Maria,"""ﻫﺬﺍ ﻫﻮ ﺍﻟﻬﺪﻑ ﻣﻦ ﺍﻟﺘﺪﺭﻳﺐ. ﻣﻮﻫﺒﺔ ﺇﻧﺠﻲ ﺗﻔﻮﻕ ﺗﺼﻮﺭﻛﻦ. ﺳﻴﻜﻮﻥ ﺫﻟﻚ ﺷﺎﻗًﺎ، ﻭﻟﻜﻦ ﺃﻋﺘﻘﺪ ﺃﻥ ﻣﺴﺘﻮﺍﻫﺎ ﺍﻟﺤﺎﻟﻲ ﻳﺆﻫﻠﻬﺎ ﻟﺨﻮﺽ ﻫﺬﺍ ﺍﻟﺘﺤﺪﻱ."""
Ushiromiya Maria,"""......ﺇﻧﺠﻲ. ﺳﻮﻑ ﺃﻧﻘﻞ ﻗﻮﺓ ﺇﻇﻬﺎﺭﻫﻦ ﺇﻟﻴﻚِ. ......ﺃﻱ ﺳﺘﻜﻮﻧﻴﻦ ﺑﻤﺜﺎﺑﺔ ﺍﻟﺘﻲ ﺍﺳﺘﺪﻋﺘﻬﻦّ."""
,ﻣﺎ ﺃﺭﺍﺩﺕ ﺃﺧﺘﻲ ﻣﺎﺭﻳﺎ ﻗﻮﻟﻪ ﻫﻮ ﺍﻵﺗﻲ.
,ﻳﺘﻄﻠﺐ ﺍﻟﺤﻔﺎﻅ ﻋﻠﻰ ﺗﺠﺴﺪ ﺍﻷﺧﻮﺍﺕ ﺍﻟﺴﺒﻊ ﺳﺤﺮًﺍ ﻗﻮﻳًﺎ ﻭﺩﺍﺋﻤًﺎ.
,......ﺇﺫﺍ ﺟﺎﺯ ﺍﻟﺘﻌﺒﻴﺮ، ﻓﻬﻮ ﻣﺜﻞ ﺍﻟﺠﺮﻱ ﺑﺎﻷﻭﺯﺍﻥ ﻋﻠﻰ ﻣﻌﺼﻤﻴﻚ ﻭﻗﺪﻣﻴﻚ.
Sakutarou,‘ﺃﻭﺭﻳﻮﻭ...... ﺍﺳﺘﺪﻋﺎﺀ ﺟﻤﻴﻊ ﺍﻷﺧﻮﺍﺕ ﺍﻟﺴﺒﻊ ﺻﻌﺐٌ ﻟﻠﻐﺎﻳﺔ...... ﺃﻻ ﻳُﻌﺪ ﻫﺬﺍ ﺟﻬﺪًﺍ ﺷﺎﻗًﺎ ﻋﻠﻰ ﺇﻧﺠﻲ...?’
Ushiromiya Ange,"""ﺷﻜﺮًﺍ ﻟﻚ ﻳﺎ ﺳﺎﻛﻮﺗﺎﺭﻭ. ﻟﻜﻦ ﻫﺬﺍ ﺗﺪﺭﻳﺐٌ ﻟﻜﻲ ﺃﺻﺒﺢ ﺳﺎﺣﺮﺓ. ﺃﺭﻳﺪ ﺃﻥ ﺃﺑﺬﻝ ﻗﺼﺎﺭﻯ ﺟﻬﺪﻱ ﻓﻴﻪ."""
,......ﻣﻤﺎ ﻫﻮ ﻭﺍﺿﺢ ﺃﻥ ﺍﻷﺧﻮﺍﺕ ﺍﻟﺴﺒﻌﺔ ﻳﺒﺪﻭﻥ ﻣﻔﻌﻤﺎﺕ ﺑﺎﻟﺼﺨﺐ ﻭﺍﻟﻤﺮﺡ. ﻓﺤﺘﻰ ﻟﻮ ﻛﺎﻥ ﻫﺬﺍ ﻟﻐﺮﺽ ﺍﻟﺘﺪﺭﺏ ﻓﺤﺴﺐ، ﻣﺠﺮﺩ ﻭﺟﻮﺩﻫﻦ ﻣﻌﻲ -ﺣﺘﻰ ﻟﻮ ﻷﺟﻞ ﺍﻟﺘﺪﺭﻳﺐ- ﺳﻴﺨﻔﻒ ﻗﻠﻴﻼً ﻣﻦ ﻭﺣﺪﺗﻲ ﻻ ﻣﺤﺎﻟﺔ.
,ﺃﺗﻔﻬﻢ ﺃﻥ ﺍﻷﻣﺮ ﺳﻴﻜﻮﻥ ﺷﺎﻗًﺎ، ﻟﻜﻨﻲ ﺃﺭﻏﺐ ﻓﻲ ﺧﻮﺽ ﻫﺬﻩ ﺍﻟﺘﺠﺮﺑﺔ.
Ushiromiya Maria,"""ﻻ ﺗﺠﻬﺪﻱ ﻧﻔﺴﻚ ﺇﺫﺍ ﺷﻖّ ﻋﻠﻴﻚ ﺍﻷﻣﺮ، ﻣﻔﻬﻮﻡ؟ ﻭﺃﻧﺘﻦ ﻛﺬﻟﻚ ﻳﺎ ﻓﺘﻴﺎﺕ، ﺗﻌﺎﻣﻠﻦ ﻣﻊ ﺍﻷﻣﺮ ﺑﺮﻭﻳﺔ ﺇﺫﺍ ﺑﺪﺍ ﻟﻜﻦّ ﺃﻥ ﺇﻧﺠﻲ ﺗﻌﺎﻧﻲ."""
Lucifer,"""ﺣﺎﺿﺮ. ﺃﻓﻬﻤﺘﻢ ﺍﻟﻤﻄﻠﻮﺏ ﻣﻨﻜﻦّ؟!"""
,"""""""""""""ﻧﻌﻢ ﻳﺎ ﺃﺧﺘﻲ ﺍﻟﻜﺒﺮﻯ!"""""""""""""
Lucifer,"""ﺣﺴﻨًﺎ ﺇﺫًﺍ ﻳﺎ ﺇﻧﺠﻲ-ﺳﺎﻣﺎ. ﻧﺘﻌﻬﺪ ﻧﺤﻦ ﺃﺧﻮﺍﺕ ﺍﻟﻤَﻄْﻬَﺮ ﺍﻟﺴﺒﻌﺔ ﻋﻠﻰ ﺃﻥ ﻧﻜﻮﻥ ﺃﺛﺎﺛﻚ. .........ﻣﻦ ﺑﻌﺪ ﺇﺫﻧﻚ ﻳﺎ ﺳﻴﺪﺗﻲ ﻣﺎﺭﻳﺎ."""
Ushiromiya Maria,"""ﻧﻌﻢ. ......ﺇﺫﻥ ﻳﺎ ﺇﻧﺠﻲ. ﻫﻼّ ﺑﺪﺃﻧﺎ?"""
Ushiromiya Ange,"""......ﻫﻴﺎ. ...ﻟﻜﻨّﻲ ﻣﺘﻮﺗﺮﺓ ﻗﻠﻴﻼً."""
Sakutarou,‘ﺃﻭﺭﻳﻮﻭ... ﺳﻴﻜﻮﻥ ﻫﺬﺍ ﺷﺎﻗًﺎ ﻟﻠﻐﺎﻳﺔ ﺇﺫﺍ ﻗﻤﺖ ﺑﻪ ﻓﺠﺄﺓً... ﺇﺫﺍ ﺃﺣﺴﺴﺖ ﺑﺎﻟﺘﻌﺐ، ﻓﻘﻠﻠﻲ ﻣﻦ ﻗﻮﺗﻚ ﺍﻟﺴﺤﺮﻳﺔ ﻓﻮﺭًﺍ......’
Ushiromiya Maria,"""ﺣﺴﻨًﺎ، ﺳﻮﻑ ﺃﻧﻘﻞ ﺍﻵﻥ ﻣﺼﺪﺭ ﺍﻟﻘﻮﺓ ﺍﻟﺴﺤﺮﻳﺔ ﺇﻟﻴﻚِ ﻳﺎ ﺇﻧﺠﻲ............"""
Ushiromiya Maria,"""....................."""
Ushiromiya Ange,"""...............ﻏﺂﺁ—"""
,ﻓﻲ ﻇﺮﻑ ﺛﺎﻧﻴﺔ، ﺷﻌﺮﺕ ﺑﺜﻘﻞٍ ﺷﺪﻳﺪ ﺩﺍﺧﻞ ﺭﺃﺳﻲ.
,......ﻫﺬﺍ......ﻓﻬﻤﺖ، .........ﻫﺬﺍ ﺷﺎﻕٌ ﻓﻌﻼً...
,ﻛﺎﻥ ﺭﺃﺳﻲ ﻃﻮﺍﻝ ﻋﻤﺮﻱ ﻳﺴﺘﺨﺪﻡ ﻟﻨﻔﺴﻲ ﻓﻘﻂ.{n}ﻭﻟﻜﻨّﻲ ﺃﺷﻌﺮ ﺍﻵﻥ ﻭﻛﺄﻧﻬﻦّ ﻳﺴﺘﺨﺪﻣﻨﻪ ﻣﻌﻲ.
,......ﻛﻞ ﺗﺤﺮﻛﺎﺗﻬﻦّ، ﺑﻞ ﻛﻞ ﻧﻔﺲٍ ﻣﻨﻬﻦّ، ﺗﻀﻐﻂ ﺑﺸﺪﺓ ﻋﻠﻰ ﺭﺃﺳﻲ...
Belphegor,"""......ﻳﺎ ﺳﻴﺪﺓ ﻣﺎﺭﻳﺎ. ﻋﻔﻮًﺍ، ﻟﻜﻨﻲ ﺃﻋﺘﻘﺪ ﺃﻥ ﻋﺐﺀ ﻛﻞ ﺍﻷﺧﻮﺍﺕ ﺍﻟﺴﺒﻌﺔ ﺛﻘﻴﻞٌ ﻋﻠﻴﻬﺎ."""
Ushiromiya Ange,"""ﺃ-ﺃﻧﺎ ﺑﺨﻴﺮ...............ﻛﺂﻩ........."""
