Speaker,Arabic (AR)
,ﻗﺒﻞ ﺃﻥ ﺗﺮﻓﻊ ﺟﻴﺴﻴﻜﺎ ﺍﻟﺴﻤﺎﻋﺔ ﻣﺘﺴﺎﺋﻠﺔً ﻋﻤﺎ ﻳﺮﻳﺪﻭﻥ، ﻧﻈﺮﺕ ﺷﺎﻧﻮﻥ ﺇﻟﻰ ﺍﻟﺴﺎﻋﺔ ﻭﺍﻧﺘﻔﻀﺖ ﻣﻨﺪﻫﺸﺔً. ...ﺑﺪﺍ ﺃﻧّﻬﺎ ﺃﻃﺎﻟﺖ ﻓﻲ ﺍﺳﺘﺮﺍﺣﺘﻬﺎ ﻛﺜﻴﺮًﺍ.
Shannon,"""ﺃﻧﺎ، ﺃﻧﺎ ﺁﺳﻔﺔ...! ﻧﺴﻴﺖ ﺃﻧّﻪ ﺣﺎﻥ ﻭﻗﺖ ﺍﻟﻌﻤﻞ...! ﺃﺭﺟﻮ ﺍﻟﻤﻌﺬﺭﺓ...!"""
,ﻓﻲ ﺍﻟﻮﻗﺖ ﺫﺍﺗﻪ ﺍﻟﺬﻱ ﺭﻓﻌﺖ ﻓﻴﻪ ﺟﻴﺴﻴﻜﺎ ﺍﻟﻬﺎﺗﻒ، ﺑﺪﺃﺕ ﺷﺎﻧﻮﻥ ﺑﺎﻟﺮﻛﺾ ﺧﺎﺭﺝ ﺍﻟﻐﺮﻓﺔ.
Ushiromiya George,"""ﺁﻩ، ﺷﺎﻧﻮﻥ! ...ﻣﺮﺓً ﺃﺧﺮﻯ، ﻧﻔﺲ ﺍﻟﻮﻗﺖ، ﻧﻔﺲ ﺍﻟﻤﻜﺎﻥ."""
Shannon,"""ﻧﻊ-...ﻧﻌﻢ. ...ﻉ-ﻋﺬﺭًﺍ!"""
Ushiromiya Jessica,"""ﻣﺮﺣﺒًﺎ، ﺃﻧﺎ ﺟﻴﺴﻴﻜﺎ. ...ﺁﻩ، ﻗﻴﻨﺠﻲ-ﺳﺎﻥ. ﻧﻌﻢ، ﺷﺎﻧﻮﻥ ﻓﻲ ﻃﺮﻳﻘﻬﺎ ﺇﻟﻴﻚ ﺍﻵﻥ. ﺍﺧﺸﻰ ﺃﻧﻨﺎ ﺃﺧّﺮﻧﺎﻫﺎ، ﻻ ﺗﻌﺎﺗﺒﻬﺎ ﻣﻦ ﻓﻀﻠﻚ. ﻧﻌﻢ، ﺣﺴﻨًﺎ."""
Ushiromiya George,"""ﻓﻬﻤﺖ. ﻟﻘﺪ ﺣﺎﻥ ﻭﻗﺖ ﺗﺠﻬﻴﺰ ﺍﻟﻌﺸﺎﺀ."""
,ﻛﺎﻧﺖ ﺃﻃﺒﺎﻕ ﻛﺜﻴﺮﺓ ﻣﺮﺗﺒﺔ ﻋﻠﻰ ﺍﻟﻤﻨﻀﺪﺓ ﻓﻲ ﺍﻟﻤﻄﺒﺦ، ﻭﻛﺎﻧﺖ ﺍﺳﺘﻌﺪﺍﺩﺍﺕ ﺍﻟﻌﺸﺎﺀ ﺗﺘﻘﺪﻡ ﺑﺜﺒﺎﺕ.
,...ﻋﺪﺩ ﺍﻷﻃﺒﺎﻕ ﺍﻟﺘﻲ ﻛﺎﻧﺖ ﻣﺮﺗﺒﺔً ﻫﻨﺎﻙ......ﻛﺎﻥ 91.{n}ﺫﻟﻚ ﺍﻟﻌﺪﺩ ﻛﺎﻥ ﻭﺍﺣﺪًﺍ ﺃﻛﺜﺮ ﻣﻤﺎ ﻳﺮﺗﺐ ﺧﻼﻝ ﻣﺆﺗﻤﺮ ﺍﻟﻌﺎﺋﻠﺔ ﻛﻞّ ﻋﺎﻡ.
Gohda Toshiro,"""ﻻ ﺃﺳﺘﻄﻴﻊ ﺗﻘﺒﻞ ﺫﻟﻚ...! ﻟﻤﺎﺫﺍ ﻻ ﺃﺳﺘﻄﻴﻊ ﺗﺴﻠﻴﻤﻪ ﻣﺒﺎﺷﺮﺓً؟!"""
,ﻫﺎﺝ ﻗﻮﺩﺍ-ﺳﺎﻥ ﻏﻀﺒًﺎ ﻋﻠﻰ ﻗﻴﻨﺠﻲ، ﻣﺘﻐﺎﻓﻼً ﻋﻦ ﺍﻟﻘﺪﺭ ﺍﻟﺬﻱ ﻓﺎﺽ ﻏﻠﻴﺎﻧﻪ.
,ﺍﻟﺴﻴﺪ ﻳﺴﺘﻤﺘﻊ ﺑﺘﻨﺎﻭﻝ ﻃﻌﺎﻣﻪ ﻭﺣﻴﺪًﺍ ﻓﻲ ﺣﺠﺮﺓ ﺍﻟﺪﺭﺍﺳﺔ، ﻟﺬﺍ ﻳﻌﺪّ ﺍﻟﻄﻌﺎﻡ ﻫﻨﺎﻙ. ﻭﻟﻴﺲ ﻫﺬﺍ ﺑﺄﻣﺮٍ ﻏﺮﻳﺐ، ﻭﺃﻧﺖ ﺗﻌﻠﻢ.
,ﻳﺮﻏﺐ ﻗﻮﺩﺍ-ﺳﺎﻥ ﺃﺷﺪّ ﺍﻟﺮﻏﺒﺔ ﻓﻲ ﺗﻬﻴﺌﺔ ﻣﺎﺋﺪﺓ ﺍﻟﺴﻴﺪ ﺑﻴﺪﻳﻪ، ﺇﺫ ﻳﺴﻜﺐ ﻓﻲ ﻃﺒﺨﻪ ﻗﻠﺒﻪ ﻭﺭﻭﺣﻪ.
,...ﻟﻜﻦ ﺍﻟﺴﻴﺪ ﻓﺮﺽ ﻗﺎﻋﺪﺓ ﺻﺎﺭﻣﺔ ﺑﺄﻻ ﻳﺪﺧﻞ ﺣﺠﺮﺓ ﺍﻟﺪﺭﺍﺳﺔ ﺇﻻ ﺍﻟﺨﺪﻡ ﺍﻟﺤﺎﻣﻠﻮﻥ ﻟﺸﻌﺎﺭ ﺍﻟﻨﺴﺮ ﺍﻟﺬﻫﺒﻲ.
,...ﻓﺒﻴﻨﻤﺎ ﻳﺴﺘﻄﻴﻊ ﻗﻮﺩﺍ-ﺳﺎﻥ ﺃﻥ ﻳﺤﻴﻲ ﺍﻟﺴﻴﺪ ﻣﻦ ﺧﺎﺭﺝ ﺍﻟﺤﺠﺮﺓ، ﻟﻢ ﻳﻜﺮﻡ ﻭﻟﻮ ﻣﺮﺓ ﺑﺸﺮﻑ ﺣﻤﻞ ﻃﻌﺎﻣﻪ ﺇﻟﻰ ﺣﺠﺮﺓ ﺍﻟﺪﺭﺍﺳﺔ.
,ﻛﺎﻥ ﻗﻮﺩﺍ-ﺳﺎﻥ ﺩﺍﺋﻤًﺎ ﻣﺴﺘﺎﺀ ﻣﻦ ﻫﺬﺍ.{n}...ﺑﺎﻟﻄﺒﻊ، ﻫﻮ ﻳﻌﻠﻢ ﺃﻧّﻪ ﺣﺪﻳﺚ ﺍﻟﻌﻬﺪ ﺑﺨﺪﻣﺘﻪ ﻫﻨﺎ.
,ﻟﻜﻨّﻪ ﺟﻤﻊ ﺧﺒﺮﺓً ﻭﺍﻓﺮﺓً ﻣﻦ ﺃﻋﻤﺎﻟﻪ ﺍﻟﺴﺎﺑﻘﺔ، ﻭﻳﺜﻖ ﺛﻘﺔً ﻋﺎﻟﻴﺔً ﺃﻧّﻪ ﻗﺎﺩﺭ ﻋﻠﻰ ﺍﻟﺘﺼﺮﻑ ﺑﻠﺒﺎﻗﺔٍ ﺃﻣﺎﻡ ﻛﻴﻨﺰﻭ، ﺩﻭﻥ ﺃﻥ ﻳﺴﻲﺀ ﺇﻟﻴﻪ.
,ﻭﻣﻊ ﺫﻟﻚ، ﻟﻤﺠﺮّﺩ ﺃﻧّﻪ ﻟﻢ ﻳﻤﻨﺢ ﺷﻌﺎﺭ ﺍﻟﻨﺴﺮ ﺍﻟﺬﻫﺒﻲ، ﻣﺎ ﺯﺍﻝ ﻣﺤﺮﻭﻣًﺎ ﻣﻦ ﻫﺬﺍ ﺍﻟﺘﺸﺮﻳﻒ.
Kumasawa Chiyo,...ﻳﻤﻜﻨﻚ ﺃﻥ ﺗﺘﺨﻴﻞ ﻋﻠﻰ ﺍﻷﺭﺟﺢ، ﻣﺎ ﺃﺻﺎﺏ ﻛﺒﺮﻳﺎﺀﻩ ﻣﻦ ﺃﺫﻯً. ﻗﺪ ﺗﻌﺘﻘﺪ ﺃﻥّ ﺍﻟﻠﻴﻠﺔ ﻟﻴﺴﺖ ﺳﻮﻯ ﻋﻮﺩﺓٍ ﻟﺬﻟﻚ ﺍﻟﺨﻼﻑ ﺍﻟﻘﺪﻳﻢ، ﻟﻜﻦّ ﺍﻷﻣﺮ ﻟﻴﺲ ﻛﺬﻟﻚ.
Kumasawa Chiyo,ﻓﻔﻲ ﻫﺬﻩ ﺍﻟﻠﻴﻠﺔ، ﺛﻤﺔ ﺷﺨﺺ ﻏﻴﺮ ﺍﻟﺴﻴﺪ ﻳﺮﻳﺪ ﺃﻥ ﻳُﺤﻤَﻞُ ﻃﻌﺎﻣﻪ ﺇﻟﻰ ﻏﺮﻓﺘﻪ.
Kumasawa Chiyo,ﻳﺒﺪﻭ ﺃﻥّ ﻫﺬﺍ ﺍﻟﺸﺨﺺ ﺿﻴﻒ ﻧﺎﺩﺭ ﻭﻣﻮﻗﺮ ﺟﺪًﺍ، ﻭﻗﺪ ﺻﺪﺭ ﺃﻣﺮ ﺻﺎﺭﻡ ﺑﻤﻌﺎﻣﻠﺘﻪ ﻛﻤﺎ ﻳﻌﺎﻣﻞ ﺭﺋﻴﺲ ﺍﻟﻌﺎﺋﻠﺔ.
Kumasawa Chiyo,ﻻ ﺑﺪّ ﺃﻥّ ﻗﻮﺩﺍ-ﺳﺎﻥ ﺃﺭﺍﺩ ﺃﻥ ﻳﻜﺘﺴﺐ ﺑﻌﺾ ﺍﻟﺘﻘﺪﻳﺮ ﺑﺨﺪﻣﺔ ﻫﺬﺍ ﺍﻟﻀﻴﻒ ﺍﻟﻤﻮﻗﺮ ﺑﻴﺪﻳﻪ.
Kumasawa Chiyo,ﻑ ﻫﻮ ﺭﺟﻞ ﻳﻌﺎﻧﻖ ﺍﻟﻜﺒﺮﻳﺎﺀ ﺑﻘﻮﺓ. ﺇﻥ ﻟﻢ ﻳﻜﻦ ﻣﺆﻫﻼً ﻟﺨﺪﻣﺔ ﺍﻟﺴﻴﺪ، ﻓﻠﻴﻜﻦ ﻋﻠﻰ ﺍﻷﻗﻞّ ﺿﻴﻔًﺎ ﺑﺬﺍﺕ ﺍﻟﻤﻨﺰﻟﺔ...
Kumasawa Chiyo,ﻟﻢ ﻳﺠﺪ ﻭﻗﺘًﺎ ﺧﻼﻝ ﺍﻟﻐﺪﺍﺀ، ﻓﺬﻫﺐ ﻛﺎﻧﻮﻥ-ﺳﺎﻥ ﻧﻴﺎﺑﺔً ﻋﻨﻪ. ...ﻟﺬﺍ، ﺗﺎﻕ ﺣﻘًﺎ ﻟﺘﻘﺪﻳﻢ ﻃﻌﺎﻡ ﺍﻟﻠﻴﻠﺔ ﺑﻨﻔﺴﻪ،ﺃﻓﻀﻞ ﻋﺸﺎﺀٍ ﻓﻲ ﺍﻟﺴﻨﺔ!.
Kumasawa Chiyo,ﻟﻜﻦّ ﻗﻴﻨﺠﻲ-ﺳﺎﻥ ﻟﺪﻳﻪ ﺍﻋﺘﺮﺍﺽ ﻋﻠﻰ ﺫﻟﻚ.
Kumasawa Chiyo,...ﺷﻲﺀ ﻳﺘﻌﻠﻖ ﺑﺄﻥّ ﻗﻮﺩﺍ-ﺳﺎﻥ ﻻ ﻳﺤﻤﻞ ﺷﻌﺎﺭ ﺍﻟﻨﺴﺮ ﺃﺣﺎﺩﻱ ﺍﻟﺠﻨﺎﺡ.
Kumasawa Chiyo,...ﻭﺑﻌﺪ ﺃﻥ ﻭﺑﺦ ﻣﺮﺓً ﺃﺧﺮﻯ ﺑﺄﻧّﻪ ﻏﻴﺮ ﻣﺆﻫﻞٍ، ﻧﻔﺪ ﺻﺒﺮ ﻗﻮﺩﺍ-ﺳﺎﻥ.
Kumasawa Chiyo,ﺁﻩٍ، ﻳﺎ ﻟﻬﺎ ﻣﻦ ﻟﺤﻈﺔٍ ﺗﻘﻄﻊ ﺍﻟﻘﻠﺐ، ﻳﺎ ﻗﻮﺩﺍ-ﺳﺎﻥ...
Kumasawa Chiyo,ﻻ ﺃﺳﺘﻄﻴﻊ ﺳﻮﻯ ﺃﻥ ﺃﺭﻗﺐ ﻫﻜﺬﺍ ﻣﻦ ﺍﻟﻈﻼﻝ...
Gohda Toshiro,"""ﻛﻮﻣﺎﺳﺎﻭﺍ-ﺳﺎﻥ، ﺇﻥ ﻛﺎﻥ ﻟﺪﻳﻚ ﻣﺘﺴﻊ ﻣﻦ ﺍﻟﻮﻗﺖ ﻟﻠﺘﺴﻜﻊ، ﻓﻬﻴﺌﻲ ﻗﺎﻋﺔ ﺍﻟﻄﻌﺎﻡ ﻣﻦ ﻓﻀﻠﻚ. ﻫﻞ ﺃﻋﺪَّﺕِ ﻣﻔﺮﺷﺔ ﺍﻟﻤﺎﺋﺪﺓ؟!"""
Kumasawa Chiyo,"""ﻫﻮﻫﻮ-ﻫﻮﻫﻮ-ﻫﻮ... ﺃﻭﻩ، ﺃﻧﺎ ﺁﺳﻔﺔ ﺟﺪًﺍ..."""
,ﺣﻴﻦ ﺁﻝ ﺇﻟﻴﻬﺎ ﺩﻭﺭ ﺗﺤﻤﻞ ﺍﻟﻠﻮﻡ، ﺍﻧﺴﻠّﺖ ﻛﻮﻣﺎﺳﺎﻭﺍ ﺑﻬﺪﻭﺀ ﺇﻟﻰ ﺍﻟﻘﺎﻋﺔ.
Ronoue Genji,"""ﺑﻴﺎﺗﺮﻳﺲ-ﺳﺎﻣﺎ ﺗﺘﺴﺎﻭﻯ ﺭﺗﺒﺔً ﻣﻊ ﺍﻟﺴﻴﺪ ﺗﻤﺎﻣًﺎ. ...ﻓﻌﻠﻴﻨﺎ ﺍﺣﺘﺮﺍﻡ ﺍﻟﻘﻮﺍﻋﺪ ﺫﺍﺗﻬﺎ ﺍﻟﺘﻲ ﻧﺤﺘﺮﻣﻬﺎ ﻟﻠﺴﻴﺪ."""
Ronoue Genji,"""...ﻗﻮﺩﺍ، ﻛﺮّﺱ ﺍﻫﺘﻤﺎﻣﻚ ﻛﻠﻴًﺎ ﻟﻠﻤﻬﻤﺔ ﺍﻟﺘﻲ ﺃﺳﻨﺪﺕ ﺇﻟﻴﻚ، ﻭﺍﺧﺪﻡ ﺍﻟﻌﺎﺋﻠﺔ..."""
Gohda Toshiro,"""ﻻ ﺃﻣﺎﻧﻊ ﺇﻥ ﻛﻨﺖ ﺃﻧﺖ ﻳﺎ ﻗﻴﻨﺠﻲ-ﺳﺎﻥ، ﻟﻜﻦ ﻫﻞ ﻳﺠﻮﺯ ﺣﻘًﺎ ﺃﻥ ﻧﺘﺮﻙ ﻃﻔﻠﺔ ﻛﻬﺬﻩ ﺗﺬﻫﺐ ﺇﻟﻰ ﺿﻴﻒٍ ﻛﻬﺬﺍ؟! ﺇﻥ ﺃﺧﻄﺄﺕ ﺑﺨﻄﺄٍ ﻣﺎ، ﻓﺬﻟﻚ ﻭﻗﺎﺣﺔ ﻛﺒﻴﺮﺓ."""
Gohda Toshiro,"""ﺃﻋﻠﻢ ﺃﻧّﻬﻤﺎ ﺧﺪﻣﺎ ﻫﻨﺎ ﻃﻮﻳﻼً، ﻟﻜﻨّﻪ ﻟﻴﺲ ﻛﺄﻧّﻬﻤﺎ ﺗﻠﻘّﻴﺎ ﺗﺪﺭﻳﺒًﺎ ﻻﺋﻘًﺎ. ﺇﻥ ﺳﻤﺢ ﻟﻲ ﺑﺎﻟﺼﺮﺍﺣﺔ، ﻓﻤﺎ ﻟﻬﻤﺎ ﻣﻦ ﺃﺳﺎﺱٍ ﻳﺆﻫﻠﻬﻤﺎ ﻻﺳﺘﻀﺎﻓﺔ ﺍﻟﻀﻴﻮﻑ!"""
Shannon,"""........................"""
,ﺗﺤﺪﺙ ﻗﻮﺩﺍ ﺑﺼﺮﺍﺣﺔٍ، ﺭﻏﻢ ﺃﻥّ ﺷﺎﻧﻮﻥ ﻛﺎﻧﺖ ﻓﻲ ﺍﻟﻤﻄﺒﺦ.
,ﺷﺎﻧﻮﻥ ﻫﻲ ﻣﻦ ﺃﻣﺮﻫﺎ ﻗﻴﻨﺠﻲ ﺑﺤﻤﻞ ﺍﻟﻄﻌﺎﻡ ﺇﻟﻰ ﻏﺮﻓﺔ ﺑﻴﺎﺗﺮﻳﺲ. ...ﺑﺤﺴﺐ ﺗﺮﺗﻴﺐ ﺍﻟﺨﺪﻡ ﺍﻟﻤﺴﻤﻮﺡ ﻟﻬﻢ ﺑﺤﻤﻞ ﺷﻌﺎﺭ ﺍﻟﻨﺴﺮ ﺍﻟﺬﻫﺒﻲ، ﻛﺎﻧﺖ ﺷﺎﻧﻮﻥ ﺑﺎﻟﻔﻌﻞ ﺛﺎﻧﻲ ﺃﻋﻠﻰ ﻣﺮﺗﺒﺔ.
,...ﻓﺈﻥ ﺫﻫﺐ ﻗﻴﻨﺠﻲ ﺍﻷﻋﻠﻰ ﺭﺗﺒﺔً ﻹﻋﺪﺍﺩ ﻣﺎﺋﺪﺓ ﻛﻴﻨﺰﻭ، ﻓﺴﻴﻮﻛﻞ ﺇﻟﻰ ﺷﺎﻧﻮﻥ ﺇﻋﺪﺍﺩ ﻣﺎﺋﺪﺓ ﺑﻴﺎﺗﺮﻳﺲ.
,ﻛﺎﻥ ﻛﺒﺮﻳﺎﺀ ﻗﻮﺩﺍ ﻳﺼﺎﺏ ﺑﻌﻤﻖ ﻛﻠﻤﺎ ﻭﺍﺟﻪ ﻧﻈﺎﻡ ﺍﻟﺘﺮﺗﻴﺐ ﻫﺬﺍ. ...ﻓﻲ ﻣﺜﻞ ﺗﻠﻚ ﺍﻟﻠﺤﻈﺎﺕ، ﻛﺎﻥ ﻳﺘﺤﺪﺙ ﺑﻔﻈﺎﻇﺔٍ ﻭﺟﻼﻓﺔٍ ﻋﻦ ﺷﺎﻧﻮﻥ ﻭﻛﺎﻧﻮﻥ.
,ﺍﺳﺘﻤﺮ ﻗﻮﺩﺍ ﻓﻲ ﺳﺮﺩ ﻣﺜﺎﻝٍ ﺗﻠﻮ ﺍﻵﺧﺮ ﻋﻦ ﺇﺧﻔﺎﻗﺎﺕ ﺷﺎﻧﻮﻥ ﺍﻟﺴﺎﺑﻘﺔ، ﻣﺜﻴﺮًﺍ ﺿﺠﺔً ﺣﻮﻝ ﻣﺎ ﻫﻮ ﺧﻄﺄ ﻭﻣﺎ ﻫﻮ ﻏﻴﺮ ﺻﻮﺍﺏ.
,ﺑﻴﻨﻤﺎ ﻛﺎﻧﺖ ﺷﺎﻧﻮﻥ ﺗﺴﺘﻤﻊ ﺇﻟﻰ ﺫﻟﻚ ﺑﺮﺃﺱٍ ﻣﻄﺄﻃﺊٍ ﻓﻲ ﺧﺠﻞٍ، ﺳﻤﻌﺖ ﺻﻮﺕ ﻛﺎﻧﻮﻥ ﻣﻦ ﺧﻠﻔﻬﺎ.
,...ﻛﺎﻥ ﻛﺎﻧﻮﻥ ﻳﺼﻐﻲ ﻣﻦ ﺯﺍﻭﻳﺔ ﻣﺨﺘﻔﻴﺔ، ﻣﺘﻜﺌًﺎ ﻋﻠﻰ ﺟﺪﺍﺭ ﺍﻟﺮﺩﻫﺔ ﻗﺮﺏ ﻣﺪﺧﻞ ﺍﻟﻤﻄﺒﺦ. ...ﻋﻠﻢ ﻋﻠﻰ ﺍﻷﺭﺟﺢ ﺃﻥّ ﺩﺧﻮﻟﻪ ﺍﻟﻤﻄﺒﺦ ﺳﻴﺸﻌﻞ ﺍﻟﻨﻴﺮﺍﻥ ﻧﺤﻮﻩ.
Kanon,"""............ﺩﻋﻴﻪ ﻳﺜﺮﺛﺮ. ﺇﻧّﻪ ﺭﺟﻞ ﺑﻐﻴﺾ."""
Shannon,"""...ﻝ-ﻟﻜﻦّ ﻫﺬﺍ ﻳﻌﻴﻨﻨﻲ ﻋﻠﻰ ﺑﻨﺎﺀ ﺧﺒﺮﺓ ﻻﺳﺘﻀﺎﻓﺔ ﺍﻵﺧﺮﻳﻦ. ...ﻗﻮﺩﺍ-ﺳﺎﻥ ﺗﻌﻠﻢ ﺍﻟﻜﺜﻴﺮ، ﻓﻤﺎ ﻳﻘﻮﻟﻪ ﻣﻔﻴﺪ ﺟﺪًﺍ..."""
Kanon,"""ﻫﻤﻒ. ...ﺃﺧﺘﻲ، ﺃﻧﺖ ﺣﻘًﺎ ﻃﻴﺒﺔ."""
Shannon,"""...ﺍﻷﻫﻢّ ﻣﻦ ﺫﻟﻚ، ............ﻫﻞ ﺍﻟﻀﻴﻒ ﻓﻲ ﻏﺮﻓﺔ ﺍﻟﺸﺨﺼﻴﺎﺕ ﺍﻟﻤﻬﻤﺔ...ﻫﻲ ﺣﻘًﺎ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}-ﺳﺎﻣﺎ، ﻛﻤﺎ ﻳﻘﻮﻟﻮﻥ؟"""
Kanon,"""...ﻧﻌﻢ. ...ﻟﻘﺪ ﻗﺎﺑﻠﺘﻬﺎ ﺣﻴﻦ ﺃﺭﺳﻠﺖ ﻷﻋﺪّ ﻣﺎﺋﺪﺗﻬﺎ ﺧﻼﻝ ﺍﻟﻐﺪﺍﺀ. ...ﻻ ﺷﻚّ ﻓﻲ ﺫﻟﻚ—ﺇﻧّﻬﺎ ﻫﻲ."""
Shannon,"""ﺡ-ﺣﻘًﺎ؟ ﻫﻞ ﻛﺎﻧﺖ ﺑﺼﺤﺔ ﺟﻴﺪﺓ؟"""
Kanon,"""........................"""
,ﺗﺬﻛﺮ ﻛﺎﻧﻮﻥ ﺃﻥّ ﺍﻧﻄﺒﺎﻋﻪ ﻋﻦ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻳﺨﺘﻠﻒ ﻋﻦ ﺷﺎﻧﻮﻥ. ﻓﺒﺎﻟﻨﺴﺒﺔ ﻟﺸﺎﻧﻮﻥ، ﻛﺎﻧﺖ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻛﻤﻼﻙ ﺍﻟﺤﺐّ، ﺍﻟﺘﻲ ﻣﻨﺤﺘﻬﺎ ﺳﺤﺮًﺍ ﻟﺘﻨﺸﺊ ﻋﻼﻗﺘﻬﺎ ﻣﻊ ﺟﻮﺭﺝ.
,ﻭﺑﻨﺎﺀً ﻋﻠﻰ ﺗﻌﺒﻴﺮﻫﺎ ﺍﻟﺴﻌﻴﺪ، ...ﺑﺪﺍ ﺃﻧّﻬﺎ ﻻ ﺗﻄﻴﻖ ﺍﻹﻧﺘﻈﺎﺭ ﺣﺘﻰ ﺗﺨﺒﺮ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﺑﺘﻘﺪﻡ ﻋﻼﻗﺘﻬﺎ ﻣﻊ ﺟﻮﺭﺝ.
,...ﻟﻜﻦّ ﻛﺎﻧﻮﻥ ﻛﺎﻥ ﻳﻌﻠﻢ ﺑﺎﻟﻔﻌﻞ.{n}ﺗﻠﻚ ﺍﻟﺴﺎﺣﺮﺓ ﺟﺎﺀﺕ ﺇﻟﻰ ﻫﻨﺎ ﺑﻬﺪﻑٍ ﻣﺮﻋﺐ ﻓﻲ ﺫﻫﻨﻬﺎ.
,...ﺗﻠﻚ ﺍﻟﺴﺎﺣﺮﺓ ﺍﻟﻐﺎﻣﻀﺔ، ﺍﻟﺘﻲ ﻛﺎﻧﺖ ﻓﻲ ﺍﻟﻤﺎﺿﻲ ﻣﺮﺋﻴﺔ ﻟﻬﻤﺎ ﻓﻘﻂ، ﻗﺪ ﺩﺧﻠﺖ ﺍﻵﻥ ﻋﻠﻨًﺎ ﻣﻦ ﺍﻟﺒﺎﺏ ﺍﻷﻣﺎﻣﻲ، ﻭﺍﺻﺒﺤﺖ ﻣﺮﺋﻴﺔ ﺑﻤﺎ ﻳﻜﻔﻲ ﻟﻴُﺤﻤَﻞَ ﺇﻟﻴﻬﺎ ﺍﻟﻄﻌﺎﻡ.
,...ﻓﻲ ﺍﻟﻤﺎﺿﻲ، ﺣﻴﻦ ﺍﺧﺘﻔﺖ ﻣﻦ ﺃﻣﺎﻡ ﻛﺎﻧﻮﻥ...{n}...ﻛﺎﻧﺖ ﺍﻟﺴﺎﺣﺮﺓ ﻗﺪ ﻗﺎﻟﺖ ﺷﻴﺌًﺎ ﻋﻦ ﺿﻌﻒ ﻗﻮﺗﻬﺎ ﺁﻧﺬﺍﻙ.
,"...ﻓﺎﻵﻥ، ﻭﻗﺪ ﻇﻬﺮﺕ ﺍﻟﺴﺎﺣﺮﺓ ﻋﻠﻨًﺎ ﻫﻜﺬﺍ، ﻫﻞ ﻳﻌﻨﻲ ﺫﻟﻚ ﺃﻧّﻬﺎ ﺍﺳﺘﺮﺩﺕ ﻗﻮﺗﻬﺎ ﺍﻟﺴﺎﺑﻘﺔ ﺃﺧﻴﺮًﺍ؟"""
,ﻗﺎﻟﺖ، ...ﺃﻧّﻬﺎ ﻧﺜﺮﺕ ﺑﺬﻭﺭ ﺍﻟﺤﺐ ﻭﻫﻲ ﺗﺪﺭﻱ ﺃﻧّﻬﺎ ﺳﺘﺬﺑﻞ.
,ﻭﻗﺎﻟﺖ ﺃﻳﻀًﺎ. ...ﺃﻥّ ﻳﻮﻡ ﻓﺘﺢ ﺑﺎﺏ ﺍﻷﺭﺽ ﺍﻟﺬﻫﺒﻴﺔ ﻗﺪ ﺩﻧﺎ ﺃﺧﻴﺮًﺍ.
Kanon,"'...ﺷﺎﻧﻮﻥ. ...ﺳﺘﻨﻔﺬ ﻃﻘﺴًﺎ ﻏﺎﻣﻀًﺎ ﻣﻊ ﺍﻟﺴﻴﺪ، ...ﻭﺳﺘﻘﺪﻡ ﻋﻠﻰ ﻓﻌﻞٍ ﺭﻫﻴﺐٍ ﻳﻔﻮﻕ ﺍﻟﺘﺼﻮﺭ ﺣﺘﻤًﺎ. ...ﻭﻻ ﺃﺣﺪ ﻳﻘﺪﺭ ﻋﻠﻰ ﺻﺪﻩ."""
Shannon,"""'ﻣﺎ ﺍﻟﺬﻱ ﺗﻌﻨﻴﻪ...؟"""
Kanon,"""ﻟﻘﺪ ﺣﻀﺮﺕ ﺇﻟﻰ ﻫﻨﺎ...ﺑﺄﻣﺮٍ ﻣﻦ ﺍﻟﺴﻴﺪ، ﻟﻴﻔﺘﺢ ﺑﺎﺏ ﺍﻷﺭﺽ ﺍﻟﺬﻫﺒﻴﺔ، ﻭﻟﻴﺮﺟﻊ ﻛﻞّ ﺷﻲﺀٍ ﺇﻟﻴﻬﺎ. ﺃﺧﺒﺮﺗﻨﻲ ﺑﺬﻟﻚ ﺟﻠﻴًﺎ"""
Shannon,"""................................."""
,ﻓﻲ ﻣﺎ ﻣﻀﻰ، ...ﻛﺎﻥ ﻛﻼﻫﻤﺎ ﻛﺄﺛﺎﺙٍ ﻳﺨﺪﻡ ﻛﻴﻨﺰﻭ، ﻗﺪ ﻋﻠّﻤﺎ ﻣﺎ ﻳﻌﻨﻴﻪ ﻓﺘﺢ ﺑﺎﺏ ﺍﻷﺭﺽ ﺍﻟﺬﻫﺒﻴﺔ.
,ﻟﺬﺍ ﺩﻭﻥ ﺃﻥ ﺗﻨﺒﺲ ﺷﺎﻧﻮﻥ ﺑﺴﺆﺍﻝٍ ﻭﺍﺣﺪٍ، ﺍﺳﺘﻮﻋﺒﺖ ﻛﻞّ ﺷﻲﺀ.{n}...ﻓﺎﻧﻐﻤﺴﺖ ﻓﻲ ﻗﻨﻮﻁٍ ﺳﺤﻴﻖ.
,...ﻭﺗﻘﻄﻊ ﻗﻠﺐ ﻛﺎﻧﻮﻥ ﺣﻴﻦ ﺭﺃﻯ ﻣﻼﻣﺤﻬﺎ ﺗﺘﺸﻮﻩ ﺑﺎﻷﻟﻢ...
