Speaker,Arabic (AR)
Ushiromiya Maria,"""ﺃﻭﻭ! ﺗﻤﺎﻣًﺎ ﻛﻤﺎ ﻳﻘﻮﻝ ﺟﻮﺭﺝ ﺃﻭﻧﻲ-ﺗﺸﺎﻥ!"""
Ushiromiya Battler,"""ﺇﺫًﺍ، ﻓﺎﻟﻬﺎﻟﻮﻳﻦ ﻫﻮ ﺍﻟﻮﻗﺖ ﺍﻟﺬﻱ ﻳﺨﺘﻠﻂ ﻓﻴﻪ ﻋﺎﻟﻤﻨﺎ ﺑﺎﻟﻌﺎﻟﻢ ﺍﻵﺧﺮ؟ ﺑﻤﻌﻨﻰ ﺁﺧﺮ، ﺇﻧﻬﺎ ﻓﺮﺻﺔ ﺛﻤﻴﻨﺔ ﻟﻠﺴﺎﺣﺮﺍﺕ ﻛﻲ ﻳﺘﻮﺍﺻﻠﻦ ﻣﻊ ﺯﻭّﺍﺭ ﺫﻟﻚ ﺍﻟﻌﺎﻟﻢ.  ﺃﻫﺬﺍ ﻣﺎ ﺗﺮﻳﺪﻳﻦ ﻗﻮﻟﻪ؟"""
Ushiromiya Maria,"""ﺃﻭﻭ! ﺑﺎﻟﻀﺒﻂ ﻛﻤﺎ ﻳﻘﻮﻝ ﺑﺎﺗﻠﺮ!"""
Ushiromiya Maria,"""ﻟﻜﻦ ﺃﺗﻌﻠﻤﻮﻥ؟ ﺃﺣﺰﺭﻭﺍ ﻣﺎﺫﺍ؟! ﺃﻛﺘﻮﺑﺮ ﻫﻮ ﺍﻟﻮﻗﺖ ﺍﻟﺬﻱ ﺗﻜﻮﻥ ﻓﻴﻪ ﻗﻮﻯ ﺍﻟﺴﺎﺣﺮﺍﺕ ﻭﺍﻟﺸﻴﺎﻃﻴﻦ ﻓﻲ ﺫﺭﻭﺓ ﻧﺸﺎﻃﻬﺎ ﻭﺗﺄﻟﻘﻬﺎ! ﻛﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻲ! ﺳﺘﺄﺗﻲ ﺑﻴﺎﺗﺮﻳﺲ ﺣﺘﻤًﺎ!"
Ushiromiya Maria,"""ﻭﺣﻴﻨﻬﺎ، ﺳﺘﺄﻛﻞ ﻣﻌﻲ ﺣﻠﻮﻯ ﺍﻟﺨﻄﻤﻲ ﻭﺗﺄﺧﺬﻧﻲ ﺇﻟﻰ ﺍﻷﺭﺽ ﺍﻟﺬﻫﺒﻴﺔ! ﺳﻨﻐﻨّﻲ ﺍﻷﻏﺎﻧﻲ ﺍﻟﺴﺤﺮﻳﺔ ﻣﻌًﺎ، ﻭﻧﺘﻌﻠﻢ ﺍﻟﺘﻌﺎﻭﻳﺬ ﻣﻌًﺎ، ﻭﻧﺘﺪﺭﺏ ﻣﻌًﺎ ﻋﻠﻰ ﺭﺳﻢ ﺍﻟﺪﻭﺍﺋﺮ ﺍﻟﺴﺤﺮﻳﺔ! ﺛﻢ ﺳﺄﺗﻌﻠﻢ ﺃﺳﺮﺍﺭ ﺍﻷﺣﺮﻑ ﺍﻟﺮﻭﻧﻴﺔ، ﻭﺳﺄﺻﺒﺢ ﺑﺴﺮﻋﺔ ﺳﺎﺣﺮﺓً ﻋﻈﻴﻤﺔ!"""
Ushiromiya Eva,"""ﻳﺎ ﺇﻟﻬﻲ، ﻫﺬﺍ ﺭﺍﺋﻊ ﻣﻦ ﺍﻷﻓﻀﻞ ﻟﻸﻃﻔﺎﻝ ﺃﻥ ﻳﻜﻮﻥ ﻟﻬﻢ ﺃﺣﻼﻡ. ﺑﺎﻟﻤﻨﺎﺳﺒﺔ ﻳﺎ ﺭﻭﺯﺍ، ﻛﻢ ﺑﻠﻐﺖ ﻣﺎﺭﻳﺎ-ﺗﺸﺎﻥ ﻣﻦ ﺍﻟﻌﻤﺮ ﻫﺬﻩ ﺍﻟﺴﻨﺔ...؟"""
Ushiromiya Rosa,"""ﻣﺎ-...ﻣﺎﺭﻳﺎ... ﺗﻮﻗﻔﻲ ﻋﻦ ﻫﺬﺍ ﺍﻟﺤﺪﻳﺚ ﺍﻵﻥ!"""
Ushiromiya Kyrie,"""ﻻ ﺗﻘﻠﻘﻲ ﻳﺎ ﺭﻭﺯﺍ-ﺳﺎﻥ. ﺇﻧﻪ ﺣﻠﻢٌ ﻳﺮﺍﻭﺩ ﻛﻞ ﻓﺘﺎﺓ."""
Ushiromiya Rosa,"""ﺃ-ﺃﺷﻜﺮﻙ ﻛﺜﻴﺮًﺍ... ﻟﻜﻦّ ﻣﺎﺭﻳﺎ ﺗﺠﺎﻭﺯﺕ ﻫﺬﻩ ﺍﻟﻤﺮﺣﻠﺔ ﺑﺎﻟﻔﻌﻞ. ...ﻫﻴﻪ، ﻗﻠﺖ ﻟﻚِ ﺗﻮﻗﻔﻲ!"""
,ﻭﺑّﺨﺖ ﺭﻭﺯﺍ ﻣﺎﺭﻳﺎ ﻓﻲ ﻣﺤﺎﻭﻟﺔ ﻹﺳﻜﺎﺗﻬﺎ ﻗﺒﻞ ﺃﻥ ﻳﺘﺤﻮّﻝ ﺣﺪﻳﺜﻬﺎ ﺍﻟﻤﺮﺡ ﻋﻦ ﺍﻟﺴﺤﺮ ﺍﻷﺳﻮﺩ ﺇﻟﻰ ﻣﺎﺩّﺓ ﻟﻠﺴﺨﺮﻳﺔ ﺑﻴﻦ ﺍﻷﻗﺎﺭﺏ.
Ushiromiya Battler,"""ﻭﺍﻭ... ﻫﺬﺍ ﺣﻠﻢٌ ﺿﺨﻢٌ ﺣﻘًﺎ. ...ﺑﺎﻟﻤﻨﺎﺳﺒﺔ، ﻣَﻦ ﺗﻜﻮﻥ ﺑﻴﺎﺗﺮﻳﺲ ﻫﺬﻩ؟ ...ﺃﻣﻢ، ﺃﻣﻢ... ﺃﻋﺘﻘﺪ ﺃﻧﻨﻲ ﺳﻤﻌﺖ ﻫﺬﺍ ﺍﻻﺳﻢ ﻣﻦ ﻗﺒﻞ..."""
,ﻛﺎﻥ ﺑﺎﺗﻠﺮ ﻏﺎﺋﺒًﺎ ﺳﺖ ﺳﻨﻮﺍﺕ ﻛﺎﻣﻠﺔ، ﻟﺬﺍ ﻧﺴﻲ ﺗﻤﺎﻣًﺎ ﺃﺳﻄﻮﺭﺓ ﺳﺎﺣﺮﺓ ﺭﻭﻛﻴﻨﺠﻴﻤﺎ.
,ﻟﻜﻦ، ﻣﺎ ﺇﻥ ﻗﺎﻝ ﺇﻧﻪ ﻻ ﻳﻌﺮﻑ ﺍﺳﻢ ﺑﻴﺎﺗﺮﻳﺲ، ﺣﺘﻰ ﻓﺠﺄﺓ ﺗﻌﻜّﺮ ﻣﺰﺍﺝ ﻣﺎﺭﻳﺎ ﺍﻟﺬﻱ ﻛﺎﻥ ﻣﺮﺣًﺎ ﺣﺘﻰ ﻗﺒﻞ ﻟﺤﻈﺎﺕ.
,ﻋﻨﺪﻣﺎ ﺭﺃﻯ ﺑﺎﺗﻠﺮ ﺫﻟﻚ، ﺗﺬﻛّﺮ ﻓﻮﺭًﺍ ﺃﻥّ ﻫﺬﺍ ﺍﻻﺳﻢ ﻳﺨﺺ ﺳﺎﺣﺮﺓ ﺍﻟﺠﺰﻳﺮﺓ، ﻟﻜﻦ ﻭﻗﻊ ﺍﻟﻀﺮﺭ ﺑﺎﻟﻔﻌﻞ.
,ﻭﻣﻨﺬ ﺗﻠﻚ ﺍﻟﻠﺤﻈﺔ ﻭﺣﺘﻰ ﺗﺤﺴُّﻦ ﻣﺰﺍﺝ ﻣﺎﺭﻳﺎ، ﺗﻮﺍﻟﺖ ﻋﻠﻰ ﻣﺴﺎﻣﻌﻪ ﺍﻟﻌﺪﻳﺪ ﻣﻦ ﺍﻟﻘﺼﺺ ﺍﻟﻐﺮﻳﺒﺔ ﻭﺍﻟﻤﺪﻫﺸﺔ ﻋﻦ ﺍﻟﺴﺎﺣﺮﺓ ﺍﻟﺬﻫﺒﻴﺔ...
Ushiromiya Rosa,"""ﻫﺬﺍ ﻳﻜﻔﻲ ﻳﺎ ﻣﺎﺭﻳﺎ. ﺷﻜﺮًﺍ ﻟﻚ ﻳﺎ ﺑﺎﺗﻠﺮ-ﻛﻦ ﻟﻤﺠﺎﺭﺍﺗﻚ ﻗﺼﺼﻬﺎ."""
Ushiromiya Rosa,"""ﻭﺃﻧﺖَ ﺃﻳﻀًﺎ ﻳﺎ ﻛﺎﻧﻮﻥ-ﻛﻦ ﻟﺪﻳﻚ ﻋﻤﻞٌ ﻟﺘﻨﺠﺰﻩ.  ﻟﺬﺍ ﺍﻧﺼﺮﻑ ﻣﻦ ﻓﻀﻠﻚ. ﻗﻮﺩﺍ-ﺳﺎﻥ، ﺃﻋﺘﻘﺪ ﺃﻥ ﺍﻟﺠﻤﻴﻊ ﻳﺮﻏﺐ ﺑﻮﺿﻊ ﺣﻘﺎﺋﺒﻪ ﺍﻵﻥ. ﺁﺳﻔﺔ ﻋﻠﻰ ﺍﻹﺯﻋﺎﺝ، ﻟﻜﻦ ﻫﻼّ ﺃﺭﺷﺪﺗﻬﻢ ﺇﻟﻰ ﺑﻴﺖ ﺍﻟﻀﻴﺎﻓﺔ؟"""
Gohda Toshiro,"""ﺑﺎﻟﺘﺄﻛﻴﺪ. ﺇﺫًﺍ ﻣﻦ ﻫﻨﺎ ﻟﻮ ﺳﻤﺤﺘﻢ، ﺳﺄﺭﺷﺪﻛﻢ ﺇﻟﻰ ﺑﻴﺖ ﺍﻟﻀﻴﺎﻓﺔ."""
Kanon,"""...ﺃﺳﺘﺄﺫﻧﻜﻢ."""
,ﺃﺭﺷﺪ ﻗﻮﺩﺍ ﺍﻷﻗﺎﺭﺏ ﺑﺎﺗﺠﺎﻩ ﺑﻴﺖ ﺍﻟﻀﻴﺎﻓﺔ.
,ﻭﺑﻴﻨﻤﺎ ﻛﺎﻧﻮﺍ ﻣﻨﺸﻐﻠﻴﻦ ﺑﺮﻏﺒﺘﻬﻢ ﻓﻲ ﻭﺿﻊ ﺃﻣﺘﻌﺘﻬﻢ ﻭﺃﺧﺬ ﻗﺴﻂٍ ﻣﻦ ﺍﻟﺮﺍﺣﺔ، ﻟﻢ ﻳﻨﺘﺒﻬﻮﺍ ﺃﻥّ ﺭﻭﺯﺍ ﻭﻣﺎﺭﻳﺎ ﻇﻠّﺘﺎ ﻭﺍﻗﻔﺘﻴﻦ ﻓﻲ ﻣﻜﺎﻧﻬﻤﺎ.
,ﻭﻣﺎ ﺇﻥ ﺷﺎﻫﺪﺕ ﺭﻭﺯﺍ ﻣﻐﺎﺩﺭﺗﻬﻢ ﻧﺤﻮ ﺑﻴﺖ ﺍﻟﻀﻴﺎﻓﺔ، ﺣﺘﻰ ﺗﻐﻴّﺮﺕ ﻣﻼﻣﺢ ﻭﺟﻬﻬﺎ ﻓﺠﺄﺓ.
,ﺃﻓﻠﺘﺖ ﺭﻭﺯﺍ ﻳﺪﻫﺎ ﺍﻟﺘﻲ ﻛﺎﻧﺖ ﺗﻘﺒﺾ ﺑﻬﺎ ﻋﻠﻰ ﺫﺭﺍﻉ ﻣﺎﺭﻳﺎ ﻃﻮﺍﻝ ﺫﻟﻚ ﺍﻟﻮﻗﺖ.
,...ﻭﻛﺎﻧﺖ ﻫﻨﺎﻙ ﻋﻼﻣﺔٌ ﺣﻤﺮﺍﺀ ﻭﺍﺿﺤﺔ، ﺗُﻈﻬﺮ ﻣﺪﻯ ﺍﻟﻘﻮﺓ ﺍﻟﻤﻔﺮﻃﺔ ﺍﻟﺘﻲ ﺃﻣﺴﻜﺖ ﺑﻬﺎ ﺫﺭﺍﻉ ﻣﺎﺭﻳﺎ ﺍﻟﻨﺤﻴﻠﺔ.
,ﺑﻌﺪ ﺫﻟﻚ، ﻫﻮﺕ ﺗﻠﻚ ﺍﻟﻴﺪ ﻋﻠﻰ ﺭﺃﺱ ﻣﺎﺭﻳﺎ ﺑﻘﻮﺓ، ﺛﻢ ﺭﻓﻌﺖ ﺃﺫﻧﻬﺎ ﺍﻟﻴﺴﺮﻯ ﻋﺎﻟﻴًﺎ، ﻟﺘﻘﺮﺻﻬﺎ ﺑﻌﻨﻒ...
Ushiromiya Rosa,"""ﺩﺍﺋﻤًﺎ ﻣﺎ ﺃﺧﺒﺮﻙِ ﺃﻻّ ﺗﺘﻜﻠﻤﻲ ﻋﻦ ﻫﺬﻩ ﺍﻷﻣﻮﺭ! ...ﺃﻟﻢ ﺃﻗﻞ ﻟﻚِ ﺩﺍﺋﻤًﺎ ﺇﻥّ ﻫﺬﺍ ﻛﺎﻥ ﻭﻋﺪﻧﺎ ﻣﻌًﺎ...؟"""
Ushiromiya Maria,"""ﻣﺎﻣﺎ، ﺇﻧّﻪ ﻳﺆﻟﻢ... ﻣﺎﻣﺎ، ﺇﻧّﻪ ﻣﺆﻟﻢ... ﻣﺆﻟﻢ، ﻣﺆﻟﻢ، ﻣﺆﻟﻢ..."""
Ushiromiya Rosa,"""ﻫﺎﻟﻮﻳﻦ ﻫﺎﻟﻮﻳﻦ، ﺃﻻ ﺗﺴﻜﺘﻴﻦ ﻋﻦ ﻫﺬﺍ ﺃﺑﺪًﺍ؟ ﻣﻬﺮﺟﺎﻥ ﻟﻠﺴﺤﺮﺓ؟ ﻭﻣﻦ ﻳﻬﺘﻢ ﺑﺄﻣﺮ ﺍﻟﺴﻠﺘﻴﻮﻥ ﺃﻭ ﺍﻟﺴﺤﺮ ﺍﻷﺳﻮﺩ... ﻫﻞ ﺃﻧﺖِ ﻏﺒﻴﺔ؟ ﺃﻧﺖ ﺑﻌﻤﺮ ﺍﻟﺘﺎﺳﻌﺔ، ﺍﻟﺘﺎﺳﻌﺔ!!"""
Ushiromiya Rosa,"""ﻛﻞ ﻫﺬﺍ ﻷﻧّﻚِ ﺃﺛﺮﺕِ ﺗﻠﻚ ﺍﻟﻀﺠّﺔ ﻓﻲ ﺍﻟﻘﻄﺎﺭ، ﻭﺍﺿﻄﺮﺭﺕُ ﺑﻔﻀﻠﻚِ ﻟﻠﻨﺰﻭﻝ ﻭﺷﺮﺍﺀ ﺗﻠﻚ ﺍﻟﺤﻠﻮﻯ ﺍﻟﻤﻘﺰّﺯﺓ ﺍﻟﺘﻲ ﺗﺒﺪﻭ ﻣﺜﻞ ﻭﺣﻮﺵ ﻣﻄﻠﻴﺔ ﺑﺄﻟﻮﺍﻥ ﻓﺴﻔﻮﺭﻳﺔ... ﺣﺘﻰ ﺃﻧﻨﺎ ﺗﺄﺧﺮﻧﺎ ﺑﺴﺒﺐ ﺷﺮﺍﺋﻲ ﻟﻬﺎ...! ﺇﻟﻰ ﻣﺘﻰ ﺳﺘﺴﺘﻤﺮّﻳﻦ ﻓﻲ ﺇﺣﺮﺍﺟﻲ ﺃﻣﺎﻡ ﺍﻟﻨﺎﺱ؟! ﻣﺘﻰ ﺳﺘﻜﺘﻔﻴﻦ ﻣﻦ ﻫﺬﺍ...؟!"""
,ﻟﻌﻨﺖ ﺭﻭﺯﺍ ﺍﺑﻨﺘﻬﺎ ﻭﻫﻲ ﺗﻠﻮﻱ ﺃﺫﻥ ﻣﺎﺭﻳﺎ ﺑﻌﻨﻒ ﺣﺘﻰ ﻛﺎﺩﺕ ﺃﻥ ﺗﻘﺘﻠﻌﻬﺎ ﻣﻦ ﻣﻜﺎﻧﻬﺎ...
,ﺍﺭﺗﺴﻢ ﻋﻠﻰ ﻭﺟﻪ ﻣﺎﺭﻳﺎ ﺗﻌﺎﺑﻴﺮُ ﺃﻟﻢٍ ﻣﺒﺮﺡ، ﻓﻮﻗﻔﺖ ﻋﻠﻰ ﺃﻃﺮﺍﻑ ﺃﺻﺎﺑﻌﻬﺎ ﺑﻴﺄﺱ، ﺗﺤﺎﻭﻝ ﺗﺨﻔﻴﻒ ﺷﺪّﺓ ﺍﻷﻟﻢ ﻭﻟﻮ ﻗﻠﻴﻼً...
,ﺛﻢ ﺧﻄﻔﺖ ﺭﻭﺯﺍ ﻓﺠﺄﺓً ﺍﻟﺤﻠﻮﻯ ﺍﻟﺘﻲ ﻛﺎﻧﺖ ﻓﻲ ﻳﺪ ﻣﺎﺭﻳﺎ،
,ﻭﺃﻟﻘﺖ ﺑﻬﺎ ﺃﺭﺿًﺎ، ﻭﺩﻋﺴﺖ ﻋﻠﻴﻬﺎ ﺑﻘﺪﻣﻬﺎ ﻣﺮﺍﺭًﺍ ﻭﺗﻜﺮﺍﺭًﺍ.
,ﻛﺎﻧﺖ ﺗﻠﻚ ﺍﻟﺤﻠﻮﻯ ﺑﺎﻟﻨﺴﺒﺔ ﻟﻤﺎﺭﻳﺎ ﺗﺬﻛﺎﺭًﺍ ﻋﺰﻳﺰًﺍ، ﺩﻟﻴﻼً ﻋﻠﻰ ﻟﺤﻈﺎﺕٍ ﻗﺼﻴﺮﺓ ﻟﻜﻨﻬﺎ ﺛﻤﻴﻨﺔ، ﺣﻴﻦ ﺷﻌﺮﺕ ﺑﺴﻌﺎﺩﺓٍ ﻧﺎﺩﺭﺓ ﻭﻫﻲ ﺗﺘﺴﻮّﻕ ﻣﻊ ﺃﻣّﻬﺎ...
,ﺫﻟﻚ ﺍﻟﺘﺬﻛﺎﺭ ﻳُﺪﺍﺱ ﺍﻵﻥ ﺑﻘﺪﻡ ﺍﻷﻡ ﺍﻟﺘﻲ ﺃﺷﺘﺮﺗﻪ ﻣﻌﻬﺎ.{n}...ﻛﺄﻥّ ﺣﺪﻳﺪﺓ ﺳﺎﺧﻨﺔ ﻛﻮﺕ ﻋﻴﻨﻲ ﻣﺎﺭﻳﺎ، ﻭﺧﻠّﻔﺖ ﻓﻴﻬﻤﺎ ﺃﺛﺮًﺍ ﻻ ﻳُﻤﺤﻰ ﺃﺑﺪًﺍ...
Ushiromiya Rosa,"""ﻣﻦ ﻳﻬﺘﻢ ﺑﺸﺄﻥ ﻫﺬﻩ ﺍﻟﺤﻠﻮﻯ ﺍﻟﻤﻘﺮﻓﺔ...؟! ﻣﻘﺮﻓﺔ... ﻣﻘﺮﻓﺔ...!!"""
Ushiromiya Rosa,"""ﻟﻬﺬﺍ ﺍﻟﺴﺒﺐ ﺑﺎﻟﺬﺍﺕ! ﺃﻓﻬﻤﺖِ ﺍﻵﻥ؟! ﻟﻬﺬﺍ ﺍﻟﺴﺒﺐ!! ﻣﻘﺮﻓﺔ... ﻣﻘﺮﻓﺔ... ﻣﻘﺮﻓﺔ!!!"""
,ﻭﺍﺻﻠﺖ ﺿﺮﺏ ﺭﺃﺱ ﻣﺎﺭﻳﺎ ﺑﺮﺍﺣﺔ ﻳﺪﻫﺎ ﻣﺮﺍﺭًﺍ ﻭﻫﻲ ﺗﺼﺮﺥ.{n}...ﺗﺠﻨّﺒﺖ ﺭﻭﺯﺍ ﺿﺮﺏ ﻭﺟﻪ ﻣﺎﺭﻳﺎ، ﻷﻧّﻪ ﺇﻥ ﺗﻮﺭّﻡ ﻓﺴﻴﺜﻴﺮ ﺷﻜﻮﻙ ﺍﻵﺧﺮﻳﻦ...
,ﺃﻏﻤﻀﺖ ﻣﺎﺭﻳﺎ ﻋﻴﻨﻴﻬﺎ ﺑﺸﺪّﺓ، ﻭﺗﺤﻤّﻠﺖ ﻋﻨﻒ ﺃﻣّﻬﺎ ﺑﺼﺒﺮٍ ﻭﺻﻤﺖ... ...ﻻ، ﻟﻢ ﻳﻜﻦ ﺍﻷﻣﺮ ﻛﺬﻟﻚ ﺗﻤﺎﻣًﺎ.
Ushiromiya Maria,"""...ﻋﻮﺩﻱ ﻳﺎ ﻣﺎﻣﺎ، ﻋﻮﺩﻱ ﻳﺎ ﻣﺎﻣﺎ... ﺃﻧﻘﺬﻳﻨﻲ ﻳﺎ ﻣﺎﻣﺎ، ﺃﻧﻘﺬﻳﻨﻲ ﻳﺎ ﻣﺎﻣﺎ... ﺗﻐﻠﺒﻲ ﻋﻠﻰ ﺍﻟﺴﺎﺣﺮﺓ ﺍﻟﺴﻮﺩﺍﺀ..."""
,ﻇﻠﺖ ﺗﺘﺤﻤﻞ ﻭﺗﻜﺮﺭ ﺫﻟﻚ ﺍﻟﻬﺬﻳﺎﻥ ﻣﺮﺍﺭًﺍ ﻭﺗﻜﺮﺍﺭًﺍ...
Ushiromiya Rosa,"""ﺃﻻ ﺗﺴﻤﻌﻴﻦ؟! ﻗﻠﺖُ ﻟﻚِ...ﺗﻮﻗﻔﻲ...ﻋﻦ ﻗﻮﻝ...ﺳﺎﺣﺮﺓ! ﺃﻳﺘﻬﺎ ﺍﻟـ... ﺃﻳﺘﻬﺎ.....ﺃﻳﺘﻬﺎ...!"""
,ﺍﺭﺗﺠﻔﺖ ﻛﺘﻔﺎ ﺭﻭﺯﺍ ﻭﻫﻲ ﺗﻠﻬﺚ ﻣﻦ ﺷﺪّﺓ ﺍﻟﻀﺮﺏ.
,ﺃﻣﺎ ﻣﺎﺭﻳﺎ ﻓﻘﺪ ﺷﺒﻜﺖ ﻳﺪﻳﻬﺎ، ﻭﺻﻤﺪﺕ ﺃﻣﺎﻡ ﺫﻟﻚ ﻛﻠّﻪ، ﻣﺘﻤﻨﻴﺔً ﻓﻲ ﻗﻠﺒﻬﺎ ﺃﻥ ﺗﻌﻮﺩ »ﺃﻣّﻬﺎ« ﺍﻟﺤﻘﻴﻘﻴﺔ ﺇﻟﻴﻬﺎ ﺳﺮﻳﻌًﺎ...
Ushiromiya Maria,"""...ﻣﺎﻣﺎ، ﻣﺎﻣﺎ... ﻋﻮﺩﻱ ﺳﺮﻳﻌًﺎ... ﺃﻧﻘﺬﻳﻨﻲ ﻳﺎ ﻣﺎﻣﺎ... ﻭﺍﻗﻀﻲ ﻋﻠﻰ ﺍﻟﺴﺎﺣﺮﺓ ﺍﻟﺴﻮﺩﺍﺀ..."""
Ushiromiya Rosa,"""ﺇﺫﺍ ﻛﺎﻥ.....ﺇﺫﺍ ﻛﺎﻥ ﻫﺬﺍ ﻣﺎﺗﺮﻳﺪﻳﻨﻪ ﻓﺄﺑﻘﻲ ﻫﻨﺎ ﺇﻟﻰ ﺍﻷﺑﺪ! ﻗﻔﻲ ﻫﻨﺎ ﻭﺣﺪﻙِ ﻟﻸﺑﺪ، ﻭﺗﻤﺘﻤﻲ ﺑﻜﻼﻣﻚِ ﺍﻟﻔﺎﺭﻍ ﻋﻦ ﺍﻟﺴﺎﺣﺮﺍﺕ ﻭﺍﻟﻬﺎﻟﻮﻳﻦ!"""
,ﺑﻌﺪ ﺃﻥ ﺃﻟﻘﺖ ﺭﻭﺯﺍ ﺑﻬﺬﻩ ﺍﻟﻜﻠﻤﺎﺕ ﺍﻟﻘﺎﺳﻴﺔ ﻋﻠﻰ ﻣﺎﺭﻳﺎ، ﻏﺎﺩﺭﺕ ﻣﺘﺠﻬﺔً ﺇﻟﻰ ﺑﻴﺖ ﺍﻟﻀﻴﺎﻓﺔ ﺗﺎﺭﻛﺔً ﺇﻳﺎﻫﺎ ﺧﻠﻔﻬﺎ.
,...ﺃﻣﺎ ﻣﺎﺭﻳﺎ، ﺍﻟﺘﻲ ﻧﺴﻴﺖ ﺣﺘﻰ ﺃﻥّ ﺑﺈﻣﻜﺎﻧﻬﺎ ﺍﻟﺒﻜﺎﺀ، ﻓﻈﻠّﺖ ﺗُﺤﺪّﻕ ﻓﻲ ﺣﻠﻮﻯ ﺍﻟﻴﻘﻄﻴﻦ ﺍﻟﺘﻲ ﺩِﻳﺴَﺖ ﺑﺎﻷﻗﺪﺍﻡ، ﻓﻠﻢ ﻳﻌُﺪ ﺷﻜﻠُﻬﺎ ﻳُﻤﻴَّﺰ...
Ushiromiya Eva,"""ﺃﻫﻼً ﻳﺎ ﺭﻭﺯﺍ. ﺃﻳﻦ ﻛﻨﺖِ؟"""
Ushiromiya Rosa,"""ﺃﻋﺘﺬﺭ، ﻟﻘﺪ ﻛﺎﻧﺖ ﺍﻟﻮﺭﻭﺩ ﺑﺪﻳﻌﺔً ﻟﻠﻐﺎﻳﺔ، ﻓﺴﺮﺣﺖ ﻗﻠﻴﻼً."""
Ushiromiya Rudolf,"""ﺃﺳﺮﻋﻲ ﻳﺎ ﺭﻭﺯﺍ ﺑﻮﺿﻊ ﺃﻣﺘﻌﺘﻚ. ﻋﻠﻴﻨﺎ ﺍﻟﺬﻫﺎﺏ ﻟﺘﺤﻴّﺔ ﺃﺧﻲ ﺍﻷﻛﺒﺮ."""
Ushiromiya Hideyoshi,"""ﻫﻤﻤﻢ؟ ﻣﺎﺫﺍ ﺣﺪﺙ ﻟﻤﺎﺭﻳﺎ-ﺗﺸﺎﻥ؟ ﺃﻻ ﺗﺰﺍﻝُ ﻋﻨﺪ ﺣﺪﻳﻘﺔ ﺍﻟﺰﻫﻮﺭ؟"""
Ushiromiya Rosa,"""...ﺑﻠﻰ. ﻳﺒﺪﻭ ﺃﻧﻬﺎ ﺃﻋﺠﺒﺖ ﺑﻮﺭﺩﺓ ﻣﺎ، ﻭﺃﺻﺮّﺕ ﺃﻧﻬﺎ ﺗﺮﻏﺐ ﻓﻲ ﺍﻻﻋﺘﻨﺎﺀ ﺑﻬﺎ ﻭﻟﻢ ﺗُﺼﻎِ ﺇﻟﻲ. ﻓﺘﺮﻛﺘﻬﺎ ﺗﻔﻌﻞ ﻣﺎ ﺗﺮﻳﺪ ﻟﺒﻌﺾ ﺍﻟﻮﻗﺖ."""
Ushiromiya Kyrie,"""......ﻧﻨﺴﻰ ﺃﺣﻴﺎﻧًﺎ ﺃﻥ ﻟﻠﻔﺘﻴﺎﺕ ﻋﺎﻟﻤﻬﻦّ ﺍﻟﺼﻐﻴﺮ ﺍﻟﺨﺎﺹ. ﻋﻠﻴﻨﺎ ﺃﺣﻴﺎﻧًﺎ ﺍﺣﺘﺮﺍﻣﻪ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟"""
Ushiromiya Rosa,"""......ﺻﺤﻴﺢ. ...ﺷﻜﺮًﺍ ﻻﻫﺘﻤﺎﻣﻚ ﻳﺎ ﺃﺧﺘﻲ ﻛﻴﺮﻳﻲ."""
Ushiromiya Rosa,"""...ﻗﻮﺩﺍ-ﺳﺎﻥ، ﺃﻳﻦ ﻏﺮﻓﻨﺎ؟"""
Gohda Toshiro,"""ﺳﺄﺩﻟّﻜﻢ ﻋﻠﻴﻬﺎ، ﻣﻦ ﻫﻨﺎ ﺭﺟﺎﺀً.  ﺍﺳﻤﺤﻮﺍ ﻟﻲ ﺑﺤﻤﻞ ﺃﻣﺘﻌﺘﻜﻢ."""
Ushiromiya Rosa,"""ﻻ ﺩﺍﻋﻲ، ﻳﻤﻜﻨﻨﻲ ﺣﻤﻠﻬﺎ ﺑﻨﻔﺴﻲ، ﺷﻜﺮًﺍ ﻟﻚ."""
,ﺩﺧﻠﺖ ﺭﻭﺯﺍ ﺇﻟﻰ ﺍﻟﻐﺮﻓﺔ ﺍﻟﺘﻲ ﺩﻟّﻬﺎ ﻋﻠﻴﻬﺎ ﻗﻮﺩﺍ،
,ﻭﺃﻏﻠﻘﺖ ﺍﻟﺒﺎﺏ ﺧﻠﻔﻬﺎ ﺑﻌﻨﻒ، ﺛﻢ ﺭﻣﺖ ﺃﻣﺘﻌﺘﻬﺎ ﻋﻠﻰ ﺍﻟﺴﺮﻳﺮ.
Ushiromiya Rosa,"""................................. ............"""
,ﺟﺜﺖ ﻋﻠﻰ ﺭﻛﺒﺘﻴﻬﺎ ﺃﻣﺎﻡ ﺍﻟﺴﺮﻳﺮ....ﺛﻢ ﺩﻓﻨﺖ ﻭﺟﻬﻬﺎ ﻓﻴﻪ.
,ﻭﻇﻠّﺖ ﻟﻔﺘﺮﺓ ﺗﻤﺰّﻕ ﺍﻟﻤﻼﺀﺍﺕ ﺑﺄﻇﺎﻓﺮﻫﺎ ﻭﻫﻲ ﺗﺠﻬﺶ ﺑﺎﻟﺒﻜﺎﺀ...
