Speaker,Arabic (AR)
Ushiromiya Battler,"""ﻣﺎﺫﺍ ﻓﻌﻠﺖ ﻃﻴﻠﺔ ﺍﻟﺴﻨﻮﺍﺕ ﺍﻟﺴﺖ ﺗﻠﻚ؟ ﻟﻘﺪ ﺍﺯﺩﺍﺩ ﻃﻮﻟﻲ ﻻ ﻏﻴﺮ. ﻟﻘﺪ ﺃﺿﻌﺖ ﺍﻟﻮﻗﺖ ﻓﺤﺴﺐ، ﺳﺖ ﺳﻨﻮﺍﺕ ﻗﻀﻴﺘﻬﺎ ﻓﻲ ﺻﺮﺍﻉ ﻋﻨﻴﻒ ﻣﻊ ﺃﺑﻲ."""
Ushiromiya Jessica,"""ﻣﺎﺫﺍ ﻋﻨﻚ ﻳﺎ ﺑﺎﺗﻠﺮ؟ ﻫﻞ ﻭﺟﺪﺕَ ﻓﺘﺎﺓً ﻣﻤﻴﺰﺓً؟"""
Ushiromiya Battler,"""ﻫﻤﻢ، ﻻ ﺃﺩﺭﻱ. ﻓﻲ ﺍﻟﺤﻘﻴﻘﺔ ﻟﻘﺪ ﻟﻬﻮﺕ ﻣﻊ ﻋﺪﺓ ﻓﺘﻴﺎﺕ، ﻟﻜﻦ ﻟﻢ ﺃﺟﺪ 'ﺍﻟﻔﺘﺎﺓ ﺍﻟﻤﻨﺸﻮﺩﺓ' ﺑﻌﺪ. ﺃﻇﻦ ﺃﻧﻨﻲ ﻻ ﺯﻟﺖُ ﻃﻔﻼً، ﺃﻓﻀﻞ ﺃﻥ ﺃﺳﺘﻤﺘﻊ ﻣﻊ ﻣﺠﻤﻮﻋﺔ ﻣﻦ ﺃﺻﺪﻗﺎﺋﻲ ﺑﺪﻻً ﻣﻦ ﺃﻥ ﺃﻛﻮﻥ ﻣﻊ ﺷﺨﺺٍ ﻭﺍﺣﺪ."""
Ushiromiya Jessica,"""ﺁﺁﺁﻩ، ﻫﺬﺍ ﻫﻮ ﻃﺒﻌﻚ ﻳﺎ ﺑﺎﺗﻠﺮ. ﻟﻜﻦ ﺗﻮﺥّ ﺍﻟﺤﺬﺭ ﻓﻲ ﻋﻼﻗﺎﺗﻚ ﻣﻊ ﺍﻟﻔﺘﻴﺎﺕ ﻭﺧﺬﻫﺎ ﺑﺠﺪﻳﺔ."
Ushiromiya Jessica,"""ﺍﻟﻔﺘﻴﺎﺕ ﻗﺪ ﻳﺼﺒﺤﻦ ﻣﺨﻴﻔﺎﺕ ﻓﻲ ﺩﻭﺍﺋﺮﻫﻦ ﺑﺴﺒﺐ ﺳﻮﺀ ﻓﻬﻤﻬﻦ، ﺃﺗﻔﻬﻢ؟ ﻗﺪ ﺗﻨﺒﺖ ﺿﻐﺎﺋﻦ ﺳﺮﻳﺔ، ﺃﻭ ﺗﺒﻜﻲ ﺃﻭ ﺗﺠﺮﺡ ﻣﺸﺎﻋﺮ ﺇﺣﺪﺍﻫﻦ ﺩﻭﻥ ﻋﻠﻤﻚ..."""
Ushiromiya Battler,"""ﻫﺬﺍ ﻏﺮﻳﺐ ﻟﻠﻐﺎﻳﺔ. ﺃﻇﻦ ﺃﻥ ﻓﺘﺎﺓ ﻓﻲ ﺻﻔﻲ ﻧﺼﺤﺘﻨﻲ ﺑﺎﻟﻤﺜﻞ ﺍﻷﺳﺒﻮﻉ ﺍﻟﻤﺎﺿﻲ. ﻟﻢ ﻛﻞ ﻫﺬﺍ؟ ﻟﻤﺎﺫﺍ ﻻ ﺗﺒﻨﻰ ﺍﻟﻌﻼﻗﺎﺕ ﻋﻠﻰ ﺍﻹﺳﺘﻤﺘﺎﻉ ﻓﺤﺴﺐ؟ ﻫﻞ ﻳﺘﻮﻕ ﺍﻟﻨﺎﺱ ﻟﻠﺰﻭﺍﺝ ﺑﻬﺬﺍ ﺍﻟﻘﺪﺭ؟"""
Ushiromiya Jessica,"""... ﺭﺑﻤﺎ ﻷﻧﻚ ﻟﻢ ﺗﺠﺪ ﻓﺘﺎﺗﻚ ﺍﻟﻤﻨﺸﻮﺩﺓ ﺑﻌﺪ ﻳﺎ ﺑﺎﺗﻠﺮ. ﺣﺴﻨًﺎ، ﺳﺘُﻘﺎﺑﻞ ﻓﺘﺎﺓ ﻛﻬﺬﻩ ﻳﻮﻣًﺎ ﻣﺎ. ﻋﻠﻴﻚ ﻓﻘﻂ ﺍﻻﻧﺘﻈﺎﺭ ﺑﺼﺒﺮ!"""
Ushiromiya Battler,"""ﻣﺎﺫﺍ؟ ﻳﺒﺪﻭ ﻭﻛﺄﻧﻚِ ﻗﺪ ﻭﺟﺪﺕِ ﺑﺎﻟﻔﻌﻞ ﺷﺮﻳﻜًﺎ ﻛﻬﺬﺍ. ﻭﻣﺎﺫﺍ ﻋﻨﻚِ؟ ﻫﻞ ﻟﺪﻳﻚِ ﺣﺒﻴﺐ؟"""
Ushiromiya Jessica,"""ﻫﺎ؟! ﺃ-ﺃﻧﺎ؟! ﻻ، ﺃﻣﻢ، ﻭﺍﻫﺎﻫﺎﻫﺎ..."""
Ushiromiya Battler,"""ﺑﺮﺑﻚ، ﺭﺩﺓ ﻓﻌﻠﻚِ ﻭﺍﺿﺤﺔ ﺟﺪًﺍ... ﻋﻠﻰ ﻣﺎ ﻳﺒﺪﻭ، ﻫﻨﺎﻙ ﺷﺎﺏ ﺗﻔﻜﺮﻳﻦ ﻓﻴﻪ، ﻟﻜﻨﻚِ ﻟﻢ ﺗﺠﺮﺋﻲ ﻋﻠﻰ ﺍﻻﻋﺘﺮﺍﻑ ﻟﻪ ﺑﻌﺪ، ﺷﻲﺀ ﻣﻦ ﻫﺬﺍ ﺍﻟﻘﺒﻴﻞ."""
Ushiromiya Jessica,"""ﻝ-ﻻ، ﺃﻣﻢ، ﻟﻴﺲ ﻛﺬﻟﻚ، ﺃﻣﻢ، ﺁﻩ! ﺍ-ﺍﺧﺮﺱ، ﺃﻳﻬﺎ ﺍﻷﺣﻤﻖ، ﻣﻦ ﺫﺍ ﺍﻟﺬﻱ ﻗﺪ ﻳﻬﺘﻢ ﺑﻲ...!"""
Ushiromiya Battler,"""ﺃﻧﺖِ ﻣﻦ ﻓﺘﺤﺖِ ﺍﻟﻤﻮﺿﻮﻉ، ﻓﻠﻢَ ﺗﻐﻀﺒﻴﻦ ﻣﻨﻲ؟ ﺍﻟﻨﺴﺎﺀ ﻣﺨﻠﻮﻗﺎﺕ ﻳﺴﺄﻟﻦ ﺩﺍﺋﻤًﺎ، ﻟﻜﻨﻬﻦ ﻧﺎﺩﺭًﺍ ﻣﺎ ﻳﺠﺒﻦ. ﻛﻢ ﺃﻧﺘﻦّ ﻣﺨﻠﻮﻗﺎﺕ ﻗﺎﺳﻴﺔ... ﺑﺠﺪ!"""
Ushiromiya Jessica,"""...ﺡ-ﺣﺴﻨًﺎ، ﺃﻣﻢ. ...ﺣﺎﻭﻟﺖُ...ﺃﻥ ﺃﻋﺘﺮﻑ ﻣﺮﺓً. ﻟﻜﻦ، ﺃﻣﻢ، ﻓﺸﻠﺖُ ﻓﺸﻼً ﺫﺭﻳﻌًﺎ."""
Ushiromiya Battler,"""ﻫﻞ ﺭﻓﻀﻚ ﻭﻗﺎﻝ ‘ﺃﻋﺘﺬﺭ’؟"""
Ushiromiya Jessica,"""ﻻ، ﺃﻣﻢ...ﺣﺴﻨًﺎ، ﻛﺎﻧﺖ ﻣﺸﺎﻋﺮﻱ ﻣﻦ ﻃﺮﻑ ﻭﺍﺣﺪ، ﻭﻟﻢ ﻳﻌﺮﻑ ﺣﻘًﺎ ﻛﻴﻒ ﻳُﺠﻴﺐ، ﺃﻋﺘﻘﺪ... ﻛﺎﻥ ﺍﻷﻣﺮ ﻛﻤﺎ ﻟﻮ ﺃﻧﻪ ﻟﻢ ﻳﻨﻈﺮ ﺇﻟﻲ ﺑﻨﻔﺲ ﺍﻟﻄﺮﻳﻘﺔ ﺍﻟﺘﻲ ﺃﺭﺍﻩ ﻓﻴﻬﺎ."""
Ushiromiya Battler,"""ﺣﺴﻨًﺎ، ﺃﺗﻔﻬﻢ ﺫﻟﻚ، ﻃﺮﻳﻘﺘﻚ ﻓﻲ ﺍﻟﺤﺪﻳﺚ ﺭﺟﻮﻟﻴﺔ ﻟﻠﻐﺎﻳﺔ. ﺇﻥ ﻟﻢ ﺗﻀﻔﻲ ﻟﻤﺴﺔ ﻣﻬﺬﺑﺔ ﺃﻛﺜﺮ، ﻓﻠﻦ ﺗﺘﻤﻜﻨﻲ ﻣﻦ ﺇﻳﻘﺎﻉ ﻗﻠﺐ ﺭﺟﻞ."""
Ushiromiya Jessica,"""ﻩ-ﻩ-ﻫﻞ ﺣﻘًﺎ... ﻃﺮﻳﻘﺔ ﺣﺪﻳﺜﻲ...ﺭﺟﻮﻟﻴﺔ ﺇﻟﻰ ﻫﺬﻩ ﺍﻟﺪﺭﺟﺔ؟"""
Ushiromiya Battler,"""...ﻫﻤﻢ؟ ﺣﺴﻨًﺎ، ﺗﺤﺴﻴﻦ ﺃﺳﻠﻮﺑﻚ ﻓﻲ ﺍﻟﺤﺪﻳﺚ ﻟﻴﺲ ﻛﻞ ﺷﻲﺀ، ﻭﻟﻜﻦ ﻋﻨﺪﻣﺎ ﻳﺒﺪﺃ ﺃﻣﺜﺎﻟﻚ ﺍﻟﺬﻳﻦ ﻳﻜﻮﻥ ﺃﺳﻠﻮﺏ ﺣﺪﻳﺜﻬﻢ ﻓﻈًﺎ، ﻓﺠﺄﺓ ﻓﻲ ﻣﺤﺎﻭﻟﺔ ﺍﻟﺘﺤﺪﺙ ﺑﺸﻜﻞ ﻟﻄﻴﻒ... ﻳﺘﻄﻠﺐ ﺫﻟﻚ ﺟﺮﺃﺓ ﻗﺪ ﺗﺨﻔﻖ ﻟﻬﺎ ﻗﻠﻮﺏ ﺑﻌﺾ ﺍﻟﺸﺒﺎﻥ."""
Ushiromiya Jessica,"""ﺣـ-ﺣﻘًﺎ؟ ﻓﻬﻤﺖ...... ......ﻣﻌﻚ ﺣﻖ..."""
,ﺃﺧﺬﺕ ﺟﻴﺴﻴﻜﺎ ﺗﺘﺤﺪﺙ ﺑﻠﻴﻦ ﻣﻔﺎﺟﺊ، ﻭﺧﺪﻭﺩﻫﺎ ﺗﻜﺘﺴﻲ ﺑﺤﻤﺮﺓ ﺧﻔﻴﻔﺔ.
,ﻓﻬﻤﺖ، ﻋﻠﻰ ﺍﻟﺮﻏﻢ ﻣﻦ ﺃﻥ ﺍﻋﺘﺮﺍﻓﻬﺎ ﺭُﻓﺾ، ﺇﻻ ﺃﻧﻬﺎ ﻟﻢ ﺗﺴﺘﺴﻠﻢ ﺑﻌﺪ.
,ﻟﻜﻦ ﻧﻌﻢ... ﺃﻓﻬﻢ ﺫﻟﻚ ﺟﻴﺪًﺍ. ﺑﻌﺪ ﺭﺅﻳﺔ ﻋﻼﻗﺔ ﺃﺧﻲ ﺟﻮﺭﺝ ﻭﺷﺎﻧﻮﻥ-ﺗﺸﺎﻥ، ﻻ ﻋﺠﺐ ﺃﻧﻬﺎ ﺑﺪﺃﺕ ﺗﺮﻳﺪ ﺣﺒﻴﺒًﺎ ﻫﻲ ﺃﻳﻀًﺎ.
,ﺳﺖ ﺳﻨﻮﺍﺕ. ﺗﻠﻚ ﺍﻟﺴﻨﻮﺍﺕ ﺍﻟﺴﺖ ﻣﻦ ﺍﻟﻤﺮﺍﻫﻘﺔ ﺣﺎﺳﻤﺔ، ﻭﺗﻤﺮ ﺳﺮﻳﻌًﺎ ﻛﺎﻟﺒﺮﻕ.
,ﻣﻊ ﺍﻗﺘﺮﺍﺏ ﺍﻹﻋﺼﺎﺭ، ﺍﺯﺩﺍﺩﺕ ﺍﻟﻐﻴﻮﻡ ﻗﺘﺎﻣﺔً ﺑﺒﻂﺀ ﻟﻠﻮﻥ ﺍﻟﺮﻣﺎﺩﻱ، ﺛﻢ ﺷﻌﺮﺕ ﺑﺎﻧﺘﻌﺎﺵ ﻏﺮﻳﺐ.
,ﺭﺑﻤﺎ ﺣﺎﻥ ﺍﻟﻮﻗﺖ ﻷﻓﻜﺮ ﺑﺠﺪﻳﺔ ﺃﻛﺒﺮ ﻓﻲ ﺍﻟﺠﻨﺲ ﺍﻵﺧﺮ، ﺑﻌﻴﺪًﺍ ﻋﻦ ﻣﺠﺮﺩ ﺍﻟﺘﻔﻜﻴﺮ ﻓﻲ ﺣﺠﻢ ﺃﺛﺪﺍﺋﻬﻦ...
Ushiromiya Battler,"""ﺑﺎﻟﻤﻨﺎﺳﺒﺔ، ﺃﻋﻠﻢ ﺃﻥ ﺃﺧﻲ ﺟﻮﺭﺝ ﻋﻠﻰ ﻋﻼﻗﺔ ﺑﺨﺎﺩﻣﺔ. ...ﻟﺴﺖِ ﻛﺬﻟﻚ ﺃﻳﻀًﺎ، ﺻﺤﻴﺢ......؟"""
Ushiromiya Jessica,"""ﻫﺎﻩ، ﻣﺎﺍﺍﺍﺫﺍ؟!؟! ﻣﺎ-ﻣﺎ-ﻣﺎ-ﻣﺎﺫﺍ-ﻟﻤﺎﺫﺍ ﺗﻌﺘﻘﺪ ﺫﻟﻚ ...؟!"""
Ushiromiya Battler,"""ﺑﺎﻟﺘﻔﻜﻴﺮ ﻓﻲ ﺍﻷﻣﺮ، ﺫﻟﻚ ﺍﻟﻔﺘﻰ ﻛﺎﻧﻮﻥ-ﻛﻦ، ﺍﻟﺬﻱ ﺍﺳﺘﻘﺒﻠﻨﺎ ﻓﻲ ﺣﺪﻳﻘﺔ ﺍﻟﻮﺭﻭﺩ ﺃﻟﻢ ﺗﺘﺠﺸﻤﻲ ﻋﻨﺎﺀ ﺍﻟﺘﻐﻄﻴﺔ ﺑﺎﻋﺘﺒﺎﺭﻩ ﻻ ﻳﺠﻴﺪ ﺍﻟﻜﻼﻡ. ﺃﻡ ﺃﻥ ﻛﻼﻣﻲ ﺧﺎﻃﺊ؟"""
Ushiromiya Jessica,"""ﻛـ-ﻛﻼ، ﻫﺬﺍ ﻟﻴﺲ... ﻭﺍﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎ، ﺃﻧﺖ ﻣﻠﻘﻮﻑٌ ﺑﺰﻳﺎﺩﺓ...!!"""
Ushiromiya Battler,"""ﺇﺫًﺍ، ﺃﺟﻴﺒﻲ ﻋﻦ ﺳﺆﺍﻝٍ ﻭﺣﻴﺪ. ﺍﻵﻥ ﻭﻫﻨﺎ، ﻫﻞ ﺍﻟﺸﺎﺏ ﺍﻟﺬﻱ ﺗﻬﺘﻤﻴﻦ ﺑﻪ ﻳﺒﻌﺪ ﺃﻗﻞ ﻣﻦ ﻛﻴﻠﻮﻣﺘﺮ؟"""
Ushiromiya Jessica,"""ﺣـ-ﺣﺴﻨًﺎ، ﺃﻣﻤﻢ، ﻣـ-ﻣﻦ ﻳﺪﺭﻱ...."""
,ﻛﺎﻧﻮﻥ-ﻛﻦ ﻫﻮ ﺍﻟﻔﺘﻰ ﺍﻟﻮﺣﻴﺪ ﻋﻠﻰ ﻫﺬﻩ ﺍﻟﺠﺰﻳﺮﺓ ﺍﻟﺬﻱ ﻳﻤﻜﻦ ﺃﻥ ﻳﺼﺒﺢ ﺣﺒﻴﺒﻬﺎ ﺍﻵﻥ. ﻭﺑﻨﺎﺀً ﻋﻠﻰ ﺭﺩﺓ ﻓﻌﻠﻬﺎ، ﺃﻳﻘﻨﺖُ ﺃﻧﻨﻲ ﻣﺤﻖ.
,ﻻ ﺃﻋﺘﺒﺮ ﻋﺎﺋﻠﺔ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﻋﺎﺋﻠﺔ ﻧﺒﻴﻠﺔ، ﻟﻜﻦ... ﺷﺨﺼﺎﻥ ﻳﺤﺒﺎﻥ ﺧﺎﺩﻣﻴﻦ... ﻟﻢ ﺃﻛﻦ ﻷﺣﻠﻢ ﻳﻮﻣًﺎ ﺃﻥ ﺃﺭﻯ ﺯﻭﺟﻴﻦ ﻣﻦ ﺭﻭﻣﻴﻮ ﻭﺟﻮﻟﻴﻴﺖ ﺑﺠﺎﻧﺒﻲ ﻣﺒﺎﺷﺮﺓ...
,ﻣﻦ ﺍﻟﻤﺤﺘﻤﻞ ﺃﻥ ﺗﺼﺒﺢ ﺍﻟﻌﻤﺔ ﺇﻳﻔﺎ ﻋﻘﺒﺔ ﺃﻣﺎﻡ ﻋﻼﻗﺔ ﺃﺧﻲ ﺟﻮﺭﺝ ﻭﺷﺎﻧﻮﻥ-ﺗﺸﺎﻥ.
,ﺇﺫﺍ ﻋﻠﻤﺖ ﺍﻟﻌﻤﺔ ﺇﻳﻔﺎ ﺃﻥ ﺷﺮﻳﻜﺔ ﺍﺑﻨﻬﺎ ﺍﻟﻮﺣﻴﺪ، ﻗﺮﺓ ﻋﻴﻨﻬﺎ، ﻫﻲ {i:ﺷﺎﻧﻮﻥ-ﺗﺸﺎﻥ}، ﻓﺴﺘﺼﺮﺥ ﻓﻴﻬﺎ ﺑﻜﻠﻤﺎﺕ ﻣﺜﻞ ﺧﺎﺩﻣﺔ ﺑﺎﺋﺴﺔ، ﻣﺪﻣﺮﺓ ﺑﻴﻮﺕ، ﻭﻣﺎ ﺇﻟﻰ ﺫﻟﻚ.
,ﻛﺬﻟﻚ ﻗﺪ ﺗﻜﻮﻥ ﺍﻟﻌﻼﻗﺔ ﺑﻴﻦ ﺟﻴﺴﻴﻜﺎ ﻭﻛﺎﻧﻮﻥ-ﻛﻦ ﻣﻠﻴﺌﺔ ﺑﺎﻟﺼﻌﻮﺑﺎﺕ.{n}ﺇﺫ ﺇﻥ ﺍﻟﻌﻤﺔ ﻧﺎﺗﺴﻮﻫﻲ ﺻﺎﺭﻣﺔ ﻟﻠﻐﺎﻳﺔ ﺑﺸﺄﻥ ﻫﺬﺍ ﺍﻟﻨﻮﻉ ﻣﻦ ﺍﻷﻣﻮﺭ.
,ﻓﺒﻌﺪ ﻛﻞ ﺷﻲﺀ، ﺯﻭﺝ ﺟﻴﺴﻴﻜﺎ ﻗﺪ ﻳﺼﺒﺢ ﺭﺋﻴﺲ ﻋﺎﺋﻠﺔ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﻓﻲ ﺍﻟﻤﺴﺘﻘﺒﻞ. ﻭﺇﺫﺍ ﻛﺎﻥ ﻫﺬﺍ ﺍﻟﺸﺨﺺ ﺧﺎﺩﻣًﺎ ﻟﻠﻌﺎﺋﻠﺔ ﺳﺎﺑﻘًﺎ......ﻟﻦ ﺗﺆﻭﻝ ﺍﻷﻣﻮﺭ ﺇﻟﻰ ﺧﻴﺮ.
Ushiromiya Battler,"""ﺣﺴﻨًﺎ، ﻟﻜﻞ ﺷﺨﺺٍ ﻗﺼﺔ ﺣﺒﻪ ﺍﻟﺨﺎﺻﺔ. ﻣﺎ ﺍﻟﻤﻬﻢ، ﻃﺎﻟﻤﺎ ﻭﺟﺪﺕَ ﻣﻦ ﺗﺴﺘﻤﺘﻊ ﺑﺼﺤﺒﺘﻪ؟"""
Ushiromiya Battler,"""ﻋﻨﺪﻣﺎ ﻳﺄﻟﻒ ﺷﺨﺼﺎﻥ ﺑﻌﻀﻬﻤﺎ، ﻓﻠﻦ ﻳﺤﺘﺎﺟﺎ ﻟﻤﻮﺍﻓﻘﺔ ﺃﻱ ﺃﺣﺪ. ﺍﻟﻘﻠﻖ ﺑﺸﺄﻥ ﻣﺎ ﺳﻴﻘﻮﻟﻪ ﻭﺍﻟﺪﺍﻙ ﺃﻭ ﺍﻟﻌﺎﺋﻠﺔ ﻳﻌﻨﻲ ﺃﻧﻚ ﺧﺴﺮﺕ ﺑﺎﻟﻔﻌﻞ. ﻻ ﺗﻨﺲَ ﺫﻟﻚ. ﻣﻦ ﺍﻷﻓﻀﻞ ﺃﻻ ﺗُﺒﻨﻰ ﺍﻟﻌﻼﻗﺎﺕ ﺑﻤﺸﺎﻋﺮ ﻣﺨﺘﻠﻄﺔ."""
Ushiromiya Jessica,"""...ﻫﻪ... ﻻ ﺃﺻﺪﻕ ﺃﻧﻚ ﺗﻘﻮﻝ ﺷﻴﺌًﺎ ﻓﻠﺴﻔﻴًﺎ ﻛﻬﺬﺍ ﻭﺃﻧﺖ ﻟﻢ ﺗﻌﺶ ﺍﻟﺤﺐ ﻗﻂ!"""
Ushiromiya Battler,"""ﻻ ﺗﻌﺎﻣﻠﻲ ﺍﻟﺤﺐ ﻛﻤﺴﺄﻟﺔ ﺭﺑﺢ ﻭﺧﺴﺎﺭﺓ. ﺇﻧﻪ ﻳﺘﻌﻠﻖ ﺑﻤﺎ ﻳﻬﻮﺍﻩ <ﺍﻟﻘﻠﺐ>. ﻫﺬﺍ ﻛﻞ ﻣﺎ ﺃﺭﻳﺪ ﻗﻮﻟﻪ. ﺣﺴﻨًﺎ، <ﻃﺎﺏ ﻳﻮﻣﻚِ، ﻭﺇﻟﻰ ﺍﻟﻠﻘﺎﺀ ﺍﻟﻘﺮﻳﺐ>."""
Ushiromiya Jessica,"""...ﺑﻔﻒ، ﻭﺍﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎ!! ﺟﻮﺭﺝ ﻧﻲ-ﺳﺎﻥ، ﺷﺎﻧﻮﻭﻥ، ﺍﺳﺘﻤﻌﺎ، ﺍﺳﺘﻤﻌﺎ ﻟﻘﺪ ﻗﺎﻝ ﻫﺬﺍ ﺍﻟﻔﺘﻰ ﺇﺣﺪﻯ ﺟﻤﻠﻪ ﺍﻟﻐﺒﻴﺔ ﻣﺠﺪﺩًﺍ!!"""
Ushiromiya Battler,"""ﻟﻢ ﺃﻗﻞ ﺷﻴﺌًﺎ، ﻟﻢ ﺃﻗﻞ ﺷﻴﺌًﺎ!! ﺁﺁﺁﻩ، ﻳﻜﻔﻲ ﺳﺨﺮﻳﺔً، ﻳﻜﻔﻲ!!"""
Ushiromiya Maria,"""ﻣﺎﺭﻳﺎ ﺳﻤﻌﺘﻚ، ﻣﺎﺭﻳﺎ ﺳﻤﻌﺘﻚ! <ﺇﻟﻰ ﺍﻟﻠﻘﺎﺀ ﺍﻟﻘﺮﻳﺐ>، <ﺇﻟﻰ ﺍﻟﻠﻘﺎﺀ ﺍﻟﻘﺮﻳﺐ>!!"""
,ﻟﻔﺘﺮﺓ ﻣﻦ ﺍﻟﻮﻗﺖ، ﻧﺴﻴﻨﺎ ﺍﻟﺮﻳﺢ ﺍﻟﺘﻲ ﺗﺰﺩﺍﺩ ﻗﻮﺓ، ﻭﻟﻬﻮﻧﺎ ﻋﻠﻰ ﺍﻟﺸﺎﻃﺊ.
,ﻫﺬﺍ ﺍﻟﻠﻘﺎﺀ ﻣﻊ ﺃﺑﻨﺎﺀ ﻋﻤﻮﻣﺘﻲ، ﺍﻟﺬﻳﻦ ﻧﻀﺠﻮﺍ ﻛﺜﻴﺮًﺍ ﺧﻼﻝ ﺍﻟﺴﻨﻮﺍﺕ ﺍﻟﺴﺖ ﺍﻟﻤﺎﺿﻴﺔ ﻭﻳﺴﺘﻤﺘﻌﻮﻥ ﺑﺸﺒﺎﺑﻬﻢ ﺑﻜﻞ ﺣﻴﻮﻳﺔ، ﻛﺎﻥ ﻣﻨﻌﺸًﺎ ﺑﺤﻖ.
,ﺃﺩﺭﻛﺖ ﺃﻧﻪ ﻛﺎﻥ ﻣﻦ ﺍﻟﻤﻔﺘﺮﺽ ﺃﻥ ﺃﻋﻮﺩ ﻟﻠﻌﺎﺋﻠﺔ ﻓﻲ ﻭﻗﺖٍ ﺃﻗﺮﺏ ﻣﻦ ﻫﺬﺍ ﻭﺃﺩﻉ ﺍﻟﺨﻼﻓﺎﺕ ﺟﺎﻧﺒًﺎ، ﻟﻜﻦ ﻣﺎ ﻓﺎﺕ ﻗﺪ ﻓﺎﺕ...
Ushiromiya Battler,"""ﻣﻦ ﺍﻟﻤﻤﺘﻊ ﺃﻥ ﻳﺠﺘﻤﻊ ﺃﺑﻨﺎﺀ ﺍﻟﻌﻤﻮﻣﺔ ﻣﻌًﺎ ﻣﻦ ﺣﻴﻦ ﻵﺧﺮ..."""
Ushiromiya Maria,"""ﺃﻭﻭ! ﺃﺣﺐ ﺃﻥ ﻧﻜﻮﻥ ﻣﻌًﺎ ﻛﺄﺑﻨﺎﺀ ﻋﻤﻮﻣﺔ، ﺇﻧﻪ ﺃﻣﺮٌ ﻣﻤﺘﻊ!"""
Ushiromiya Battler,"""ﺻﺤﻴﺢ. ﻧﺤﻦ ﺑﺎﻟﻔﻌﻞ ﺑﺎﻟﻐﻮﻥ ﺑﻤﺎ ﻳﻜﻔﻲ. ﻟﻴﺲ ﻭﻛﺄﻧﻨﺎ ﻟﻦ ﻧﺴﺘﻄﻊ ﻟﻘﺎﺀ ﺑﻌﻀﻨﺎ ﺍﻟﺒﻌﺾ ﻓﻲ ﻏﻴﺎﺏ ﺁﺑﺎﺋﻨﺎ. ﻗﺪ ﻻ ﻳﻜﻮﻥ ﺳﻴﺌًﺎ ﺃﻥ ﻧﺠﺘﻤﻊ ﻧﺤﻦ ﺃﺑﻨﺎﺀ ﺍﻟﻌﻤﻮﻣﺔ ﻓﻘﻂ ﻭﻧﻠﻬﻮ ﺑﻴﻦ ﺍﻟﺤﻴﻦ ﻭﺍﻵﺧﺮ."""
Ushiromiya George,"""ﻓﻜﺮﺓ ﺟﻴﺪﺓ. ﺭﺑﻤﺎ ﻳﻨﺒﻐﻲ ﺃﻥ ﻧﺮﺗﺐ ﺷﻴﺌًﺎ ﻛﻬﺬﺍ ﻳﻮﻣًﺎ ﻣﺎ."""
Ushiromiya Jessica,"""ﺃﻭﺍﻓﻖ. ﺃﻭﺩ ﺃﻥ ﻧﻈﻞ ﻧﺤﻦ ﺃﺑﻨﺎﺀ ﺍﻟﻌﻤﻮﻣﺔ ﻋﻠﻰ ﻭﺩ ﺩﺍﺋﻤًﺎ."""
Ushiromiya Battler,"""ﻣﻬﻼً، ﻣﻬﻼً...ﺇﺫﺍ ﺑﺎﻟﻐﺘﻢ ﻓﻲ ﺍﻷﻣﺮ ﻫﻜﺬﺍ، ﻓﺴﻴﺼﺢ ﺍﻟﻤﺜﻞ ﺍﻟﻘﺎﺋﻞ ﺑﺄﻥ ﺍﻷﻗﺎﺭﺏ ﻋﻘﺎﺭﺏ."""
Ushiromiya George,"""ﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎ."""
,ﺿﺤﻚ ﺃﺧﻲ ﺟﻮﺭﺝ ﻭﺟﻴﺴﻴﻜﺎ، ﻟﻜﻦ ﺿﺤﻜﺘﻬﻤﺎ ﺑﺪﺕ ﻣﺘﻜﻠﻔﺔ ﻗﻠﻴﻼً. ﻫﻞ ﻗﻠﺖ ﺷﻴﺌﺎ ﺧﺎﻃﺌﺎ؟
,ﺑﺎﻟﺤﻜﻢ ﻋﻠﻰ ﺗﻌﺎﺑﻴﺮ ﺁﺑﺎﺋﻨﺎ ﻓﻌﺎﺩﺓً ﻣﺎ ﺗﻜﻮﻥ ﻫﺎﺩﺋﺔ ﻭﻣﺘﻌﺒﺔ ﻣﻦ ﺣﻴﻦ ﻵﺧﺮ ﺃﺛﻨﺎﺀ ﺭﻛﻮﺏ ﺍﻟﻘﺎﺭﺏ ﻭﻓﻲ ﺍﻟﻤﻄﺎﺭ، ﺭﺑﻤﺎ ﻛﺎﻥ ﻋﻠﻲّ ﺍﻻﺣﺘﻔﺎﻅ ﺑﺬﻟﻚ ﻟﻨﻔﺴﻲ.
Ushiromiya Battler,"""...ﻫﺬﺍ ﺻﺤﻴﺢ. ﻛﻤﺎ ﻗﺎﻟﺖ ﺟﻴﺴﻴﻜﺎ. ﻟﻨﻜﻦ ﺩﺍﺋﻤًﺎ ﻭﺩﻭﺩﻳﻦ ﻣﻊ ﺑﻌﻀﻨﺎ."""
