Speaker,Arabic (AR)
{f:5:Beatrice},"""ﻟﻜﻦ ﺑﻬﺬﻩ ﺍﻟﻄﺮﻳﻘﺔ ﻟﻦ ﺗﺒﻘﻰ ﻟﺪﻳﻚ ’ﺫﻛﺮﻳﺎﺕ ﺍﻷﺫﻯ ﺍﻟﺘﻲ ﺗﻠﻘﻴﺘﻬﺎ ﻣﻦ ﺇﺧﻮﺗﻚ ﺍﻟﻜﺒﺎﺭ’ ﻭﺑﺎﻟﺘﺎﻟﻲ ﻟﻦ ﺗﺴﺘﻄﻴﻌﻲ ﺍﻷﻋﺘﺮﺍﻑ ﺑﺬﻟﻚ ﻛﻤﻜﺎﻓﺄﺓ."""
{f:5:Beatrice},"""ﺇﻥ ﺇﺷﺒﺎﻉ ﺍﻟﺠﻮﻉ ﻫﻮ ﻣﺎ ﻳﺠﻠﺐ ﺍﻟﺮﺿﺎ. ﺇﺫﺍ ﻣﺤﻮﺕ ﺍﻟﺠﻮﻉ ﻧﻔﺴﻪ ﻓﻠﻦ ﻳﺸﻜﺮﻙ ﺃﺣﺪ. ﺗﻤﺎﻣًﺎ ﻛﻤﺎ ﻻ ﻳﻮﺟﺪ ﺷﺒﺎﺏ ﻳﺸﻜﺮﻭﻥ ﻋﻠﻰ ﺷﺮﺍﻫﺘﻬﻢ ﺍﻟﻴﻮﻣﻴﺔ."" ""......ﺃﻓﻬﻤﺖ؟"""
,ﺃﻇﻦ ﺃﻧﻬﺎ ﻗﺎﻟﺖ ﻟﻲ ﺷﻴﺌًﺎ ﺻﻌﺐ ﺍﻟﻔﻬﻢ.
,"""...ﺑﺎﺧﺘﺼﺎﺭ ﻟﻦ ﻳُﺰﺍﻝ ﺍﻷﻟﻢ ﺣﺘﻰ ﻟﻮ ﺟﻌﻠﺖِ ﺍﻷﻣﺮ ﻛﺄﻧﻲ ﻟﻢ ﺃﻛﻦ ﺃﻣﻠﻚ ﺇﺧﻮﺓ ﻛﺒﺎﺭ، ﺭﺑﻤﺎ ﻫﺬﺍ ﻣﺎ ﺗﻌﻨﻴﻪ."
,ﻟﻜﻦ ﻟﺘﺤﺮﻱ ﺍﻟﺪﻗﺔ، ﺍﻷﻣﺮ ﻣﺨﺘﻠﻒ.{n}ﺍﻟﺸﻔﺎﺀ ﻟﻴﺲ ﻫﻮ ﻧﻔﺴﻪ ﺇﺯﺍﻟﺔ ﺍﻷﻟﻢ.{n}ﺇﻧﻪ ﺍﻟﻤﺘﻌﺔ ﺍﻟﺘﻲ ﺗﻨﺎﻟﻬﺎ ﺑﻌﺪ ﺗﺤﻤُّﻞ ﺍﻷﻟﻢ.
,ﻟﺬﻟﻚ ﻻ ﻳﻤﻜﻦ ﺃﻥ ﻳﻜﻮﻥ ﻫﻨﺎﻙ ﺷﻔﺎﺀ ﺩﻭﻥ ﺃﻟﻢ.{n}ﻟﺘﻌﺮﻑ ﻓﺮﺣﺔ ﺍﻟﺸﻔﺎﺀ، ﻋﻠﻴﻚ ﺃﻥ ﺗﻌﺮﻑ ﺍﻷﻟﻢ.
{f:5:Beatrice},"""ﻓﻲ ﻫﺬﻩ ﺍﻟﺤﺎﻟﺔ، ......ﺳﺘﺤﺘﺎﺟﻴﻦ ﺇﻟﻰ ﻓﺮﺡ ﻳﻌﻮّﺽ ﺃﻟﻤﻚ. ﻳﻤﻜﻨﻚِ ﺃﻥ ﺗﻔﺘﺨﺮﻱ ﺑﺎﻟﻤﺎﺿﻲ ﺍﻟﺬﻱ ﻋﺎﻧﻴﺘﻲ ﻓﻴﻪ. ﻷﻧﻚِ ﻣﺆﻫﻠﺔ ﻟﺘﺬﻭﻕ ﻧﻮﻉ ﻣﻦ ﺍﻟﻤﺘﻌﺔ ﻻ ﻳﺴﺘﻄﻴﻊ ﺍﻟﺬﻳﻦ ﻟﻢ ﻳﻌﺮﻓﻮﺍ ﺍﻟﻤﻌﺎﻧﺎﺓ ﺗﺬﻭﻗﻪ. ...ﺃﻭﻟﺌﻚ ﺍﻟﺬﻳﻦ ﻋﺮﻓﻮﺍ ﻫﺬﻩ ﺍﻟﻤﺘﻌﺔ ﻻ ﻳﻤﻜﻨﻬﻢ ﺇﻻ ﺃﻥ ﻳﻤﻨﺤﻮﻫﺎ ﻟﻶﺧﺮﻳﻦ.. *ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*..."""
,ﻓﺮﻗﻌﺖ ﺍﻟﺴﺎﺣﺮﺓ ﺃﺻﺎﺑﻌﻬﺎ، ﻭﻋﻠﻰ ﺍﻟﺮﻏﻢ ﻣﻦ ﺃﻥ ﺍﻟﻐﺮﻓﺔ ﻛﺎﻧﺖ ﻻ ﺗﺰﺍﻝ ﻣﻠﻴﺌﺔ ﺑﺠﺒﻞ ﻣﻦ ﺍﻟﺬﻫﺐ، ﻭﻛﺎﻧﺖ ﺗﺒﺪﻭ ﻛﺄﻧﻬﺎ ﺷﻲﺀ ﻣﻦ ﻋﺎﻟﻢ ﺁﺧﺮ، ﻇﻬﺮ ﻣﻔﺮﺵ ﻃﺎﻭﻟﺔ ﺭﺍﺋﻊ ﻓﻮﻕ ﺍﻟﻄﺎﻭﻟﺔ، ﻭﺗﻢ ﺗﺮﺗﻴﺐ ﻃﻌﺎﻡ ﺷﻬﻲ ﺑﺸﻜﻞ ﻣﺬﻫﻞ، ﻭﻛﺄﻧﻬﺎ ﺑﺪﺍﻳﺔ ﺣﻔﻞ ﻓﻲ ﻗﻠﻌﺔ ﻣﻦ ﺇﺣﺪﻯ ﺍﻟﺤﻜﺎﻳﺎﺕ ﺍﻟﺨﻴﺎﻟﻴﺔ.
,ﺷﻌﺮﺕ ﺭﻭﺯﺍ ﻟﻠﺤﻈﺔ ﺑﺪﻫﺸﺔ ﻣﻤﺘﻌﺔ ﻣﻦ ﻣﺪﻯ ﺭﻭﻋﺔ ﺍﻟﻤﺸﻬﺪ، ...ﻟﻜﻦ ﺷﻌﺮﺕ ﺑﺒﻌﺾ ﺍﻟﺨﻴﺒﺔ ﻓﻲ ﺍﻟﻮﻗﺖ ﻧﻔﺴﻪ.
,ﻷﻧﻬﺎ ﺍﻛﺘﺸﻔﺖ ﺃﻧﻬﺎ ﻛﺎﻧﺖ ﺗﻔﻜﺮ ﻓﻲ ﺃﻥ ﺍﻟﺘﻌﺮﺽ ﻟﻠﺘﻨﻤﺮ ﻣﻦ ﺇﺧﻮﺗﻬﺎ...ﻻ ﻳﻤﻜﻦ ﻣﺤﻮﻩ ﺑﻮﺟﺒﺔ ﻭﺍﺣﺪﺓ ﻣﻬﻤﺎ ﻛﺎﻧﺖ ﻟﺬﻳﺬﺓ.
{f:5:Beatrice},"""ﻳﺸﻜﻞ ﺍﻟﻄﻌﺎﻡ ﺟﺰﺀًﺍ ﻛﺒﻴﺮًﺍ ﻣﻦ ﻣﻠﺬﺍﺕ ﺍﻟﺒﺸﺮ. ﻳﺠﺐ ﺃﻥ ﺗﺄﻛﻠﻲ ﻛﺎﻟﺤﻴﻮﺍﻥ ﻣﻬﻤﺎ ﺣﻴﻴﺘﻲ."""
{f:5:Beatrice},"""ﺇﺫﺍ ﻛﺎﻧﺖ ﻭﺟﺒﺔ ﻭﺍﺣﺪﺓ ﻻ ﺗﻜﻔﻲ، ﺇﺫﻥ ﻓﻠﺘﺄﻛﻠﻲ ﻣﺎ ﺷﺌﺖِ. ﻟﻨﺴﺘﻤﺮ ﻓﻲ ﻫﺬﻩ ﺍﻟﻤﺄﺩﺑﺔ ﺍﻟﺮﺍﻗﻴﺔ ﺣﺘﻰ ﻳُﺸﻔَﻰ ﻏﻠﻴﻞ ﻗﻠﺒﻚ."" ""......ﺍﺑﺪﺃﻭﺍ ﺃﻳﻬﺎ ﺍﻷﺛﺎﺙ."""
,ﻭﻋﻨﺪﻣﺎ ﻓﺮﻗﻌﺖ ﺍﻟﺴﺎﺣﺮﺓ ﺑﺈﺻﺎﺑﻌﻬﺎ ﻣﺮﺗﻴﻦ، ﻇﻬﺮ ﻓﺠﺄﺓ ﺧﺪﻡ ﺑﺮﺅﻭﺱ ﻣﺎﻋﺰ، ﻭﺑﺪﺃﻭﺍ ﻓﻲ ﺗﺤﻀﻴﺮ ﺍﻟﻄﻌﺎﻡ.
, ﺃﺧﺬﻭﺍ ﺑﻌﺾ ﺍﻟﻄﻌﺎﻡ ﻣﻦ ﺍﻷﻃﺒﺎﻕ ﺍﻟﺠﻤﻴﻠﺔ ﺍﻟﻤﻮﺯﻋﺔ ﻋﻠﻰ ﺍﻟﻄﺎﻭﻟﺔ ،ﻭﺑﺪﺃﻭﺍ ﺑﻤﻬﺎﺭﺓ ﻓﻲ ﺗﺮﺗﻴﺒﻪ ﻋﻠﻰ ﻃﺒﻖ ﺭﻭﺯﺍ.
,ﻛﺎﻥ ﺍﻟﻄﻌﺎﻡ ﻳﺒﺪﻭ ﻟﺬﻳﺬًﺍ ﺣﻘًﺎ، ﻟﻜﻦ ﻛﺎﻥ ﺟﺴﺪ ﺭﻭﺯﺍ ﻻ ﻳﺰﺍﻝ ﺛﻘﻴﻼً ﻛﺎﻟﺮﺻﺎﺹ، ﻭﻟﻢ ﻳﻜﻦ ﻫﻨﺎﻙ ﺃﻱ ﺃﻣﻞ ﻟﺘﺘﻨﺎﻭﻝ ﺍﻟﻄﻌﺎﻡ.
,ﺭﺑﻤﺎ ﻛﺎﻧﻮﺍ ﻗﺪ ﻓﻬﻤﻮﺍ ﺫﻟﻚ ﺃﻳﻀًﺎ.
,ﻗﺎﻡ ﺧﺪﻡ ﺭﺅﻭﺱ ﺍﻟﻤﺎﻋﺰ ﺑﺮﺑﻂ ﻣﻨﺪﻳﻞ ﺣﻮﻝ ﻳﺎﻗﺔ ﺭﻭﺯﺍ، ﺛﻢ ﺟﻠﺒﻮﺍ ﻗﺒﻞ ﺍﻟﻌﺸﺎﺀ ﻛﺄﺳًﺎ ﻣﻦ ﺍﻟﺸﺮﺍﺏ ﻭﺃﻣﺎﻟﻮﻩ ﺑﻠﺒﺎﻗﺔ ﺍﻟﻰ ﻓﻤﻬﺎ.
,ﺗﺬﻛﺮﺕ ﺧﺎﺩﻣﺔ ﻗﺪﻳﻤﺔ ﻛﺎﻧﺖ ﺗﻄﻌﻢ ﻟﻬﺎ ﺣﺴﺎﺀ ﺍﻷﺭﺯ ﻋﻨﺪﻣﺎ ﻛﺎﻧﺖ ﻣﺮﻳﻀﺔ ﺑﺤﻤﻰ ﺷﺪﻳﺪﺓ.
,ﻟﻢ ﺗﺴﺘﻄﻊ ﺷﺮﺑﻪ ﺟﻴﺪًﺍ ﻓﺄﻧﺴﻜﺐ ﻣﻦ ﻓﻤﻬﺎ، ﻟﻜﻨﻬﺎ ﺷﻌﺮﺕ ﺑﺤﻼﻭﺗﻪ ﺍﻟﻌﻄﺮﻳﺔ ﺗﻨﺘﺸﺮ ﺑﺪﺍﺧﻞ ﻓﻤﻬﺎ .
{f:5:Beatrice},"""ﺃﻧﻪ ﻧﺒﻴﺬ ﺃﻟﻤﺎﻧﻲ ﺍﻷﺻﻞ ﻓﺎﺗﺢٌ ﻟﻠﺸﻬﻴﺔ ﻣﺼﻨﻮﻉٌ ﻣﻦ ﻣﺴﺘﺨﻠﺺ ﺍﻟﻌﻨﺐ، ﺃﻧﻪ ﺧﻠﻴﻂٌ ﻣﻦ ﻧﺒﻴﺬٍ ﺃﺑﻴﺾ ﻣﺼﺒﻮﻍ ﺑﻘﻄﺮﺍﺕ ﺫﻫﺐ ﻗﺮﻣﺰﻳﺔ."""
{f:5:Beatrice},"""ﻟﻮ ﻛﺎﻧﺖ ﺗﺤﻠﻮ ﻟﻲ ﺗﺴﻤﻴﺘﻪ، ﻷﻃﻠﻘﺖُ ﻋﻠﻴﻪ ﺍﺳﻢ ’ﻛﺮﺍﻭﺱ ﺍﻟﺪﻣﻮﻱ’. ﻟﻘﺪ ﺻُﺒِﻎَ ﺑﻘﻄﺮﺍﺕ ﺫﻫﺐ ﺍﻟﺪﻡ ﺍﻟﺬﻱ ﺗﻢَّ ﻋﺼﺮﻩ ﻣﻦ ﺃﺧﻴﻚِ ﻛﺮﻭﺍﺱ ﺑﻌﺪ ﻭﺿﻌﻪ ﻓﻲ ﺁﻟﺔ ﺍﻟﻀﻐﻂ."""
Ushiromiya Rosa,"""ﺑﻐﺦ...؟! *ﺳﻌﺎﻝ*ﺳﻌﺎﻝ*...!!"""
,ﺳﻌﻠﺖ ﺭﻭﺯﺍ ﺑﻌﻨﻒ. ﻭﺍﻷﺣﻤﺮ ﺍﻟﻔﺎﺗﺢ ﺍﻟﺬﻱ ﻟَﻄَّﺦ ﻭﺟﻬﻬﺎ ﺟﻌﻠﻬﺎ ﺗﺒﺪﻭ ﻭﻛﺄﻧﻬﺎ ﻗﺪ ﺳﻌﻠﺖ ﺩﻣًﺎ.
{f:5:Beatrice},"""ﺃﻧﺖِ ﺗﻌﺮﻓﻴﻦ ﺍﻟﻜﺜﻴﺮ ﻋﻦ ﺍﻟﺸﺎﻱ ﺍﻷﺳﻮﺩ ﻟﺬﻟﻚ ﺃﻧﺖِ ﺗﻌﻠﻤﻴﻦ ﻣﺎ ﻳﻌﻨﻴﻪ ﻫﺬﺍ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟ ""ﻓﻄﺮﺓ ﺍﻟﺬﻫﺐ"" ﺃﺳﻢٌ ﻳﻄﻠﻖ ﻋﻠﻰ ﺁﺧﺮ ﻗﻄﺮﺓ ﻣﻦ ﺳﺎﺋﻞٍ ﻣﺎ... ﻓﻲ ﺍﻟﺸﺎﻱ ﺍﻷﺳﻮﺩ، ﻳُﻘﺎﻝ ﺃﻧّﻬﺎ ﺃﻛﺜﺮ ﺍﻟﻘﻄﺮﺍﺕ ﻗﻴﻤﺔ."""
{f:5:Beatrice},""".........ﺍﻷﻣﺮ ﺫﺍﺗﻪ ﻳﻨﻄﺒﻖ ﻋﻠﻰ’ﻗﻄﺮﺓ ﺫﻫﺐ ﺍﻟﺪﻡ’. ﺇﻧﻬﺎ ﺁﺧﺮ ﻗﻄﺮﺓ ﻏﺎﻟﻴﺔ ﻳﻤﻜﻦ ﻋﺼﺮﻫﺎ ﻣﻦ ﺍﻟﺠﺴﻢ ﺍﻟﺒﺸﺮﻱ. ﻳﺘﻢ ﺍﺳﺘﺨﻼﺻﻬﺎ ﺃﻳﻀًﺎ ﺑﺘﻠﻚ ﺍﻟﻄﺮﻳﻘﺔ."""
,ﻋﻨﺪﻣﺎ ﻓﺮﻗﻌﺖ ﺍﻟﺴﺎﺣﺮﺓ ﺑﺄﺻﺎﺑﻌﻬﺎ، ﺍﻧﻜﺸﻒ ﺣﺠﺎﺏ ﺃﺣﻤﺮ ﺳﺎﻃﻊ ﻋﻦ ﺷﻲﺀ ﺿﺨﻢ ﻟﻢ ﻳﻜﻦ ﻣﻮﺟﻮﺩًﺍ ﻣﻨﺬ ﻟﺤﻈﺎﺕ.
,......ﻛﺎﻧﺖ ﺍﻵﻟﺔ ﺍﻟﻀﺨﻤﺔ ﻫﻨﺎﻙ ﺗﺸﺒﻪ...ﺗﺎﺑﻮﺗًﺎ ﻟﺸﺨﺺ ﻛﺒﻴﺮ ﺍﻟﺤﺠﻢ، ﻣُﻠﺼَﻘًﺎ ﺑﻪ ﺍﻟﻌﺪﻳﺪ ﻣﻦ ﺍﻷﺷﻴﺎﺀ ﺍﻟﻜﺒﻴﺮﺓ ﺍﻟﺸﺒﻴﻬﺔ ﺑﺎﻷﻭﺗﺎﺩ، ﻭﻛﺎﻧﺖ ﺗﺒﺪﻭ ﻛﺄﺩﺍﺓ ﺗﻌﺬﻳﺐ ﺷﺮﻳﺮﺓ.
,ﻣﻦ ﺷﻜﻠﻬﺎ ﺍﻟﻤﺜﻴﺮ ﻟﻠﻘﻠﻖ، ﻳﻤﻜﻨﻚ ﺃﻥ ﺗﺪﺭﻙ ﺃﻧﻬﺎ ﺗﺴﺘﺨﺪﻡ ﺍﻟﻘﻮﺓ ﺍﻟﺒﺸﺮﻳﺔ ﻟﺸﺪ ﻭﺿﻐﻂ ﺷﻲﺀ ﻣﺎ.
,...ﻭﻳﺒﺪﻭ ﺃﻧﻪ ﻣﺎ ﺯﺍﻝ ﻫﻨﺎﻙ ﺑﻌﺾ ﺍﻟﺒﻘﺎﻳﺎ ﺍﻟﻤﻌﺼﻮﺭﺓ ﺑﺪﺍﺧﻠﻬﺎ، ﻷﻧﻪ ﻳﻤﻜﻦ ﺭﺅﻳﺔ ﺑﻘﺎﻳﺎ ﺣﻤﺮﺍﺀ ﻻﻣﻌﺔ ﻣﻠﻄﺨﺔ ﺑﻬﺎ.
{f:5:Beatrice},"""ﻟﻜﻦ ﻻ ﻳﻤﻜﻨﻚ ﺃﺳﺘﺨﻼﺹ ﺃﻛﺜﺮ ﻣﻦ ﻗﻄﺮﺓ ﺫﻫﺒﻴﺔ ﻭﺍﺣﺪﺓ ﻓﻲ ﺍﻟﻤﺮﺓ. ﻣﻬﻤﺎ ﻛﺎﻥ ﻧﻮﻉ ﺍﻹﻧﺴﺎﻥ ﺍﻟﺬﻱ ﺗﻌﺘﺼﺮﻩ، ﻻ ﻳﻤﻜﻨﻚ ﺍﻟﺤﺼﻮﻝ ﻋﻠﻰ ﺃﻛﺜﺮ ﻣﻦ ﻗﻄﺮﺓ ﻭﺍﺣﺪﺓ."" ""ﻟﻜﻨﻨﻲ ﺳﺎﺣﺮﺓ. ﻭﺇﺣﻴﺎﺀ ﺍﻟﺒﺸﺮ ﻻ ﻳﺼﻌﺐ ﻋﻠﻲ."""
,ﻋﻨﺪﻣﺎ ﻓﺮﻗﻌﺖ ﺍﻟﺴﺎﺣﺮﺓ ﺑﺄﺻﺎﺑﻌﻬﺎ، ﺑﺪﺃﺕ ﺁﻟﺔ ﺍﻟﻀﻐﻂ ﺍﻟﺒﺸﺮﻳﺔ ﻓﻲ ﺍﻟﻌﻤﻞ.
, ...ﻻ، ﻛﺎﻥ ﺑﺈﻣﻜﺎﻧﻚ ﺃﻳﻀًﺎ ﺳﻤﺎﻉ ﺃﻧﻴﻦ.
,......ﻛﺎﻥ ﻳﺒﺪﻭ ﻭﻛﺄﻥ ﺷﺨﺼًﺎ ﻣﺎ ﻛﺎﻥ ﻧﺎﺋﻤًﺎ ﻓﻲ ﺫﻟﻚ ﺍﻟﺘﺎﺑﻮﺕ ﻛﺒﻴﺮ ﺍﻟﺤﺠﻢ. ﺛﻢ ﺍﺳﺘﻔﺎﻕ ﺍﻟﺸﺨﺺ ﺩﺍﺧﻞ ﺍﻟﺘﺎﺑﻮﺕ، ﻭﻛﺎﻥ ﻳﻜﺎﻓﺢ ﻟﻠﺨﺮﻭﺝ.
,ﻟﻜﻦ ﺫﻟﻚ ﻛﺎﻥ ﺧﺎﻃﺌًﺎ.{n}ﻣﺎ ﻛﺎﻥ ﺑﺪﺍﺧﻞ ﺍﻟﺘﺎﺑﻮﺕ ﻛﺎﻥ ﺑﺎﻟﺘﺄﻛﻴﺪ {i:ﺑﻘﺎﻳﺎ ﻣﻀﻐﻮﻃﺔ}.
,ﺃﻋﺎﺩﺕ ﺍﻟﺴﺎﺣﺮﺓ ﺇﺣﻴﺎﺀ ﺗﻠﻚ ﺍﻟﺒﻘﺎﻳﺎ ﺍﻟﻤﻀﻐﻮﻃﺔ ﺑﺈﺳﺘﺨﺪﺍﻡ ﺳﺤﺮﻫﺎ ﺇﻟﻰ ﺣﺎﻟﺘﻬﺎ ﻗﺒﻞ ﺃﻥ ﻳﺘﻢ ﺿﻐﻄﻬﺎ.
,ﺍﻗﺘﺮﺏ ﺛﻼﺛﺔ ﻣﻦ ﺧﺪﻡ ﺭﺅﻭﺱ ﺍﻟﻤﺎﻋﺰ ﺫﻭﻱ ﺍﻟﻌﻀﻼﺕ ﻣﻦ ﺁﻟﺔ ﺍﻟﻀﻐﻂ، ﻭﺑﺪﺃﻭﺍ ﻓﻲ ﺿﻐﻄﻬﺎ ﺑﻘﻮﺓ.
,...ﻭﺃﺛﻨﺎﺀ ﻓﻌﻠﻬﻢ ﻟﺬﻟﻚ، ﺳُﻤِﻊَ ﺃﻧﻴﻦٌ ﻏﻴﺮ ﺑﺸﺮﻱ ﻣﻦ ﺩﺍﺧﻞ ﺫﻟﻚ ﺍﻟﺘﺎﺑﻮﺕ.{n}...ﻇﻨﺖ ﺭﻭﺯﺍ ﺃﻧﻬﺎ ﺗﻌﺮﻑ ﺻﺎﺣﺐ ﺫﻟﻚ ﺍﻟﺼﻮﺕ.
{f:5:Beatrice},"""ﻳﺴﺘﺤﺴﻦ ﻟﻠﻄﻬﻲ ﺃﻥ ﻳﻜﻮﻥ ﻓﻲ ﺍﻟﻤﻄﺒﺦ. ﻫﺬﺍ ﻳﻜﻔﻲ، ﺍﺑﺘﻌﺪﻭﺍ."""
{f:5:Beatrice},"""......ﻫﻞ ﻓﻬﻤﺖِ ﺍﻵﻥ ﻛﻢ ﻫﻲ ﺛﻤﻴﻨﺔ ﺗﻠﻚ ﺍﻟﻘﻄﺮﺓ ﺍﻟﺬﻫﺒﻴﺔ. ﻟﻜﻲ ﺗﺼﺒﺢ ﺑﻬﺬﺍ ﺍﻟﻠﻮﻥ ﺍﻟﻘﺮﻣﺰﻱ ﻳﺘﻄﻠﺐ ﺍﻷﻣﺮ ﺃﻥ ﻳُﻀﻐﻂ {i:ﻋﺪﺓ ﻋﺸﺮﺍﺕ ﻣﻦ ﺍﻷﺷﺨﺎﺹ}."""
,ﺃﻛﺪﺕ ﺍﻟﺴﺎﺣﺮﺓ ﻳﻘﻴﻨًﺎ ﺃﻥ ﻗﻄﺮﺓً ﺫﻫﺒﻴﺔ ﻭﺍﺣﺪﺓ ﻓﻘﻂ ﻗﺪ ﺗُﺴﺘﺨﺮﺝ ﻣﻦ ﻛﻞ ﺇﻧﺴﺎﻥ.
, ﻭﻟﻜﻨﻬﺎ ﺍﻣﺘﻠﻜﺖ ﻣﻦ ﺇﻧﺴﺎﻥٍ ﻭﺍﺣﺪ ﻣﺎ ﻳﻜﻔﻲ ﻣﻦ ﺍﻟﻘﻄﺮﺍﺕ ﺍﻟﺬﻫﺒﻴﺔ ﻟﻌﺸﺮﺍﺕ ﺍﻷﺷﺨﺎﺹ.{n}......ﻻ ﺃﺣﺪ ﻳﺴﺘﻄﻴﻊ ﻫﺬﺍ ﺇﻻّ ﺳﺎﺣﺮﺓ.
,ﺍﻟﺴﺎﺣﺮﺓ ﺍﻟﺬﻫﺒﻴﺔ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻗﺎﺩﺭﺓ ﻋﻠﻰ ﻗﺘﻞ ﺇﻧﺴﺎﻥٍ ﻭﺍﺣﺪ ﺑﺸﻜﻞٍ ’ﺃﺯﻟﻲ’.
,......ﺑﻤﻌﻨﻰ ﺃﻥ ﺍﻟﻤﻮﺕ ﻟﻢ ﻳﻜﻦ ﻳﻌﻨﻲ ﺍﻟﺨﻼﺹ ﺃﻣﺎﻡ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}.
{f:5:Beatrice},"ﺃﺗﺮﻏﺒﻴﻦ ﺑﺮﺷﻔﺔ ﺃﺧﺮﻯ؟ ﻫﻞ ﻧﺴﻴﺖِ ﺍﻟﻴﻮﻡ ﺍﻟﺬﻱ ﺿﺮﺑﻚِ ﻓﻴﻪ ﻫﺬﺍ ﺍﻟﺮﺟﻞ، ﻓﺎﺑﺘﻠﻌﺖِ ﺍﻟﺪﻡ ﺍﻟﺬﻱ ﺳﺎﻝ ﺇﻟﻰ ﻓﻤﻚِ؟"""
{f:5:Beatrice},"""ﻫﺬﺍ ﺻﺤﻴﺢ، ﺗﺬﻛﺮﻱ ﺫﻟﻚ ﺍﻟﻤﺬﺍﻕ. ﺗﺬﻛﺮﻱ ﻃﻌﻢ ﺍﻟﺪﻣﻮﻉ ﺍﻟﺘﻲ ﺃﺫﺭﻓﺘﻬﺎ ﺣﺘﻰ ﺟﻔّﺖ ﻋﻴﻨﺎﻙِ. ﺃﻭﻣﻦ ﺃﻥ ﻫﺬﻩ ﺍﻟﺮﺷﻔﺔ ﺍﻻﻓﺘﺘﺎﺣﻴﺔ ﺳﺘﻜﻔﻲ ﻟﻤﺪﺍﻭﺍﺓ ﺗﻠﻚ ﺍﻟﺬﻛﺮﻯ ﺍﻟﻤﺆﺳﻔﺔ. *ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*!!"""
,ﺃﻣﺎﻝ ﺍﻟﺨﺪﻡ ﺫﻭﻱ ﺭﺅﻭﺱ ﺍﻟﻤﺎﻋﺰ ﺍﻟﻜﺄﺱ ﺍﻟﻘﺮﻣﺰﻳﺔ ﻧﺤﻮ ﻓﻤﻬﺎ ﻣﺠﺪّﺩًﺍ.
,...ﺣﺎﻭﻟﺖ ﺭﻭﺯﺍ ﻣﻘﺎﻭﻣﺘﻬﻢ ﺑﺈﻃﺒﺎﻕ ﺷﻔﺘﻴﻬﺎ، ﺇﻻّ ﺃﻥّ ﺍﻟﺴﺎﺋﻞ ﺍﻟﻘﺮﻣﺰﻱ ﺗﺪﻓّﻖ ﺑﻼ ﺭﺣﻤﺔٍ ﺇﻟﻰ ﻓﻤﻬﺎ ﺍﻟﻤﻔﺘﻮﺡ ﺫﻫﻮﻻً، ﻓﺎﻣﺘﻸ ﺟﻮﻓﻪ ﺑﺤﻼﻭﺓٍ ﻣﻔﺰﻋﺔ...
,ﻛﺎﻧﺖ ﺑﻼ ﺭﻳﺐ ﺣﻼﻭﺓً ﻓﻮّﺍﺣﺔ.
,ﺷﻘﻴﻘﻬﺎ ﺍﻟﺬﻱ ﻛﺮﻫﺘﻪ ﺑﺸﺪﺓ، ﻭﺟﻌﻠﻬﺎ ﺗﺒﻠّﻞ ﻭﺳﺎﺩﺗﻬﺎ ﻣﺮﺍﺭًﺍ، ﻗُﺘﻞ ﻋﺸﺮﺍﺕ ﺍﻟﻤﺮﺍﺕ ﻟﻴﺼﺒﻎ ﻫﺬﺍ ﺍﻟﻨﺒﻴﺬ ﺑﺎﻟﻘﺮﻣﺰﻱ، ﻓﻼ ﺭﻳﺐ ﺃﻥّ ﻣﺬﺍﻗﻪ ﻛﺎﻥ ﺣﻠﻮًﺍ.
,ﺣﺎﻭﻟﺖ ﺭﻭﺯﺍ ﺃﻥ ﺗﺒﺼﻘﻪ.
,ﻭﺑﺴﺒﺐ ﻣﺎﻓﻌﻠﺘﻪ، ﺑﺪﺍ ﺍﻟﻨﺒﻴﺬ ﺍﻟﻘﺮﻣﺰﻱ ﺍﻟﻤﺘﺪﻓﻖ ﻣﻦ ﻓﻢ ﺭﻭﺯﺍ ﻳﺠﻌﻠﻬﺎ ﻭﻛﺄﻧﻬﺎ ﻏﺎﺭﻗﺔٌ ﻓﻲ ﺍﻟﺪﻣﺎﺀ.
,......ﺇﻥ ﻛﺎﻥ ﻫﺬﺍ ﺍﻟﺸﻲﺀ ﺍﻟﻤﺮﻭّﻉ ﻟﻴﺲ ﺳﻮﻯ ﻣﺸﺮﻭﺏ ﺍﻓﺘﺘﺎﺣﻲ، ﻟﻢ ﺗﺴﺘﻄﻊ ﺭﻭﺯﺍ ﻣﻨﻊ ﻧﻔﺴﻬﺎ ﻣﻦ ﺍﻟﺸﻌﻮﺭ ﺑﺎﻟﻀﻴﻖ ﻋﻤّﺎ ﻗﺪ ﻳﺤﺪﺙ ﺇﻥ ﺍﺳﺘﻤﺮّﺕ ﻫﺬﻩ ﺍﻟﻮﻟﻴﻤﺔ.
