Speaker,Arabic (AR)
,"""ﻫﺬﻩ ﺇﺟﺎﺑﺔ ﺟﻴﺪﺓ. ﻣﻦ ﺍﻵﻥ ﻓﺼﺎﻋﺪﺍ، ﺳﺄﻋﻠﻤﻚ ﺃﻋﻤﻖ ﺃﺳﺎﻟﻴﺐ ﺍﻟﺴﺤﺮ. ﺃﻧﺎ ﻣﺘﺪﺭﺑﺔ ﺃﻳﻀًﺎ، ﻓﺪﻋﻴﻨﺎ ﻧﺘﻌﻠﻢ ﺍﻟﺴﺤﺮ ﺍﻟﺤﻖ ﻭﻧﺒﺬﻝ ﺟﻞ ﻭﺳﻌﻨﺎ ﻭﺻﻮﻻ ﺇﻟﻰ ﺍﻟﻨﻌﻴﻢ ﺍﻷﺑﺪﻱ."""
,"""ﻧﻌﻢ، ﻳﺎ ﻣﻌﻠﻤﺘﻲ...!"""
{f:5:Beatrice},"""........................ ...ﺁﻩ، ﻛﺎﻥ ﺣﻠﻤﺎ....... ﺫﻟﻚ ﺍﻟﻮﺟﻪ ﻳﺬﻛﺮﻧﻲ ﺑﺎﻟﻜﺜﻴﺮ..."""
,ﺍﻟﺴﺎﺣﺮﺓ ﺍﻷﺯﻟﻴﺔ...؟
,ﺗﻘﺖ ﺇﻟﻴﻪ ﺑﺎﻋﺘﺒﺎﺭﻩ ﺃﻋﻠﻰ ﻣﺮﺗﺒﺔ... ﻓﻬﺎ ﻗﺪ ﺃﺿﺤﻰ ﻟﻘﺒﺎ ﺁﺧﺮ ﻣﻦ ﺃﻟﻘﺎﺑﻲ ﺍﻟﻜﺜﻴﺮﺓ.
,ﻛﻼ، ﺑﻞ ﻳﻌﺪ ﺍﺳﻤﻲ.
{f:5:Beatrice},"""...ﻳﺮﺿﻴﻨﻲ ﺣﻴﻦ ﺃُﻧﺎﺩﻯ ﺑﻪ، ﺑﻴﻦ ﺗﺎﺭﺓ ﻭﺃﺧﺮﻯ. ﺃﻟﻢ ﺃﺣﺼﻞ ﻋﻠﻴﻪ ﺑﻌﺮﻕ ﺟﺒﻴﻨﻲ؟"""
{f:5:Beatrice},"""...ﻳﺎ ﻟﻪ ﻣﻦ ﺇﻫﺪﺍﺭ ﺃﻻ ﺃﻣﺘﻦ ﻟﻪ ﻛﻞّ ﺣﻴﻦ. ......*ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*."""
,ﻫﺰﺯﺕ ﺭﺃﺳﻲ ﺑﺨﻔﺔ.
,ﺇﻥ ﺳﻤﻲ ﺍﻟﻤﺴﺘﻮﻯ ﺍﻷﻋﻠﻰ، ﻓﻼ ﺃﻋﻠﻰ ﻣﻨﻪ.{n}ﺑﻤﻌﻨﻰ ﺃﻧﻪ ﻃﺮﻳﻖ ﻣﻐﻠﻖ ﺃﺑﺪ ﺍﻟﺪﻫﺮ، ﺑﺪﺍﻳﺔ ﺍﻟﻤﻠﻞ ﺍﻷﺑﺪﻱ.
{f:5:Beatrice},"ﻗﺎﻟﺖ ﻣﻌﻠﻤﺘﻲ ﻣﺮﺓ: ""ﺍﻟﻨﻌﻴﻢ ﺍﻟﻤﻄﻠﻖ ﻫﻮ ﺗﺤﺮﺭ ﺍﻟﺸﺨﺺ ﻣﻦ ﻛﻞ ﺃﺣﺰﺍﻧﻪ""...... ...ﻭﻟﻬﺬﺍ ﺃﻋﺘﻘﺪ...ﺃﻥ ﺍﻟﻤﻌﻠﻤﺔ ﻟﻢ ﺗﺴﺘﻄﻊ ﺍﻟﻮﺻﻮﻝ ﺇﻟﻰ ﻫﺬﺍ ﺍﻟﻤﺴﺘﻮﻯ."""
,ﺍﻟﻨﻌﻴﻢ ﺍﻟﻤﻄﻠﻖ ﻳﻌﻨﻲ ﺍﻟﻀﺠﺮ ﺍﻷﺯﻟﻲ.{n}...ﻭﺫﻟﻚ ﺑﺪﺍﻳﺔ ﺍﻟﻌﺬﺍﺏ.
, ﻗﺪ ﻳﻌﺘﻤﺪ ﻋﻠﻰ ﻭﺟﻬﺔ ﻧﻈﺮﻙ.
,ﺍﻟﻤﻠﻞ ﺍﻷﺑﺪﻱ ﻛﻘﺮﻃﺎﺱ ﻻ ﻣﻨﺘﻬﻲ ﺍﻟﺼﻔﺤﺎﺕ. ﺳﺘﺮﺳﻢ ﻣﺎ ﻳﺤﻠﻮ ﻟﻚ، ﺳﺘﻤﺮﺡ ﻛﻤﺎ ﺗﺮﻳﺪ.
,ﺍﻟﻤﻠﻞ ﺃﺳﻮﺃُ ﺍﻟﺴﻤﻮﻡ ﺍﻟﻤﻬﻠﻜﺔ ﻟﻠﺴﺎﺣﺮﺍﺕ.
,ﺇﻧﻪ ﻛﺎﺑﻮﺱ ﺍﻟﺴﺎﺣﺮﺍﺕ ﺍﻟﻌﻈﻴﻤﺎﺕ ﺍﻟﺤﺎﺻﻼﺕ ﻋﻠﻰ ﻟﻘﺐ ‘ﺳﻴﺪﺓ‘.{n}ﻫﻮ ﺍﻟﺴﻢّ ﺍﻷﺑﺪﻱّ ﺑﺴﺒﺐ ﻣﺎ ﻭﺻﻠﻨﻪ ﻣﻦ ﺍﻟﻨﻌﻴﻢ ﺍﻷﺑﺪﻱ...
{f:5:Beatrice},"""ﺍﻵﻥ ﺑﻌﺪ ﺍﻟﻠﻘﺐ، ﻛﻢ ﺃﻭﺩ ﻣﺤﺎﺩﺛﺔ ﻣﻌﻠﻤﺘﻲ... ﺃﺣﻘًﺎ ﺣﻈﻴﻨﺎ ﺑـ‘ﺍﻟﺴﻌﺎﺩﺓ‘ ﻓﻲ ﺍﻟﻨﻬﺎﻳﺔ؟ ﺃﻭﺩ ﺣﻘًﺎ ﺍﻟﺤﺪﻳﺚ ﻣﻌﻬﺎ ﻋﻦ ﺣﻘﻴﻘﺔ ﺍﻟﺴﻌﺎﺩﺓ."""
,ﻻ ﻧﻬﺎﻳﺔ ﻟﻠﺘﺪﺭﻳﺐ. ﺣﻴﻦ ﺗﺮﻳﻦ ﻧﻔﺴﻚ ﻭﺻﻠﺖ ﺇﻟﻰ ﺍﻟﻤﺴﺘﻮﻯ ﺍﻷﺯﻟﻲ، ﻓﺎﻋﻠﻤﻲ ﺃﻧﻚِ  ﻃﺎﺋﺸﺔ ﻗﻠﻴﻠﺔ ﺍﻟﺨﺒﺮﺓ.
,...ﻛﻤﺎ ﻟﻮ ﻛﺎﻧﺖ ﺭﺩﺍ ﻋﻠﻰ ﻛﻠﻤﺎﺗﻲ، ﺗﺬﻛﺮﺗﻬﺎ ﺗﻘﻮﻝ ﺷﻴﺌﺎ ﻛﻬﺬﺍ.
{f:5:Beatrice},"""*ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*، ﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎ...  ﺇﺫﺍ، ﺃﺗﻄﻌﻨﻴﻦ ﺑﺨﺒﺮﺗﻲ؟! ﻳﺎ ﻟﻪ ﻣﻦ ﺃﻣﺮٍ ﻣﻀﺤﻚ. ﻣﻀﺤﻚٍ ﻟﻠﻐﺎﻳﺔ! *ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*...!"""
,ﺳﻤﻊ ﺿﺤﻚ ﺣﺎﺩ.
,ﻣﻦ ﺃﺛﺎﺛﻲ. ﺃﺣﻄﻤﻮﺍ ﻟﻌﺒﺘﻬﻢ ﻣﺠﺪﺩﺍ؟
Beelzebub,"""{f:7:ﺑﻴﺎﺗﺮﻳﺲ}-ﺳﺎﻣﺎﺍﺍ. ﺗﻮﻗﻒ ﺍﻟﺮﺟﻞ ﻋﻦ ﺍﻟﺤﺮﻛﺔ ﻣﺠﺪﺩﺍ."""
Mammon,"""ﻟﻜﻨﻨﻲ ﻟﻢ ﺃﻟﻌﺐ ﺑﻪ ﻛﻔﺎﻳﺔ. ﻣﺜﻴﺮٍ ﻟﻠﺸﻔﻘﺔ"""
Leviathan,"""ﺃﻧﺎ ﻟﻢ ﺃﻟﻌﺐ ﺣﺘّﻰ! ﺩﻋﻴﻨﻲ ﺃﻟﻌﺐ، ﺩﻋﻴﻨﻲ ﺃﻟﻌﺐ!"""
Satan,"""ﺍﺻﻤﺘﻦ ﻳﺎ ﺣﺜﺎﻟﺔ! ﻣﻬﻤﺎ ﺃﺻﻠﺤﺘﻪ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}-ﺳﺎﻣﺎ ﺟﻴّﺪًﺍ، ﻳﺘﺤﻄﻢ، ﻓﺄﻧﺘﻦ ﺗﻠﺘﻬﻤﻨﻪ ﻛﺎﻟﻜﻼﺏ ﺍﻟﺠﺎﺋﻌﺔ."""
Belphegor,"""ﺳﺎﺗﺎﻥ-ﻧﻴﻪ ﻫﻲ ﻣﻦ ﺣﻄﻤﺘﻪ، ﻓﻬﻲ ﻻ ﺗﺠﻴﺪ ﺍﻟﺴﻴﻄﺮﺓ ﻋﻠﻰ ﻧﻔﺴﻬﺎ."""
Lucifer,"""ﺃﻋﺘﺬﺭ ﻣﻨﻚ ﻳﺎ ﺑﻴﺎﺗﺮﻳﺲ-ﺳﺎﻣﺎ، ﺍﺻﻔﺤﻲ ﻋﻦ ﺃﺧﻮﺍﺗﻲ ﺍﻟﺼﻐﻴﺮﺍﺕ ﺍﻟﻐﺒﻴﺎﺕ."""
Asmodeus,"""ﺃﺻﻠﺤﻴﻪ ﺑﺴﺮﻋﺔ!  ﺇﻧﻪ ﺩﻭﺭﻱ، ﺇﻧﻪ ﺩﻭﺭﻱ!"""
{f:5:Beatrice},"""ﺃﻟﻦ ﺗﺴﻜﺘﻦ؟؟، ﺍﺧﺮﺳﻦ!"""
,"""""""""""""""ﺇﻳﻚ!!"""""""""""""""
,ﺑﺼﺮﺧﺔ ﻭﺍﺣﺪﺓ ﻫﺰﺕ ﺃﺧﻮﺍﺕ ﺍﻟﻤَﻄْﻬَﺮ ﺍﻟﺴﺒﻊ ﺍﻟﻤﺰﻋﺠﺎﺕ ﻓﺎﺧﺘﺒﺄﻥ.
,ﻻ ﻳﻔﻌﻠﻦ ﺳﻮﻯ ﺍﻟﻠﻌﺐ، ﯾﺴﺘﻤﺘﻌﻦ ﺑﻜﺴﺮﻩ ﻗﺪﺭ ﻣﺎ ﯾﺮﯾﺪﻭﻥ.{n}ﻳﺄﺗﻴﻦ ﺇﻟﻲّ ﻓﻘﻂ ﻷﻧﻈﻒ ﺑﻌﺪ ﺫﻟﻚ.{n}...ﻳﺎ ﻟﻠﻌﺠﺐ، ﺃﺛﺎﺛﻲ ﻳﻤﻨﻊ ﺍﻟﻤﻠﻞ ﻋﻨﻲ.
,ﻛﻞ ﻣﺎ ﺗﺒﻘﻰ ﺑﻌﺪ ﺍﺧﺘﻔﺎﺋﻬﻦ ﻓﻮﺿﻰ ﻋﺎﺭﻣﺔ ﻣﻦ ﻟﻌﺒﺘﻬﻦ ﺍﻟﻤﻜﺴﻮﺭﺓ.
,ﺣﺘﻰ ﻣﻼﻣﺤﻪ ﺍﺧﺘﻔﺖ ﺗﻤﺎﻣًﺎ.
{f:5:Beatrice},"""...ﻓﻲ ﻫﺬﻩ ﺍﻟﺤﺎﻟﺔ، ﺳﻴﺼﻌﺐ ﻋﻠﻲ ﺗﺬﻛﺮ ﺷﻜﻠﻪ ﺍﻷﺻﻠﻲ. ﺳﺄﺟﻌﻠﻪ ﻳﺘﺬﻛﺮ ﺑﻨﻔﺴﻪ. ﺃﻭﻩ، ﺣﺴﻨﺎ."""
,ﻟﻮﺣﺖ ﺑﻐﻠﻴﻮﻧﻲ ﺍﻟﺬﻫﺒﻲ.
,ﻭﺃﺧﺒﺮﺕ. ﺭﺩﺩﺕ. ﺣﺘﻰ ﺟﻌﻠﺘﻪ ﻳﺘﺬﻛﺮ.
{f:5:Beatrice},"""...ﻫﻴﺎ، ﺗﺬﻛﺮ. ﻋﻠﻰ ﺃﻱ ﻫﻴﺌﺔ ﻛﻨﺖ ﻣﻦ ﻗﺒﻞ؟ ﺗﺒﺪﻭ ﺍﻵﻥ ﻣﺠﺮﺩ ﻛﻮﻣﺔ ﻣﻦ ﻟﺤﻢ."""
{f:5:Beatrice},"""ﻻ ﺃﻣﻠﻚ ﺃﺩﻧﻰ ﻓﻜﺮﺓ ﻋﻦ ﺃﻳﻪ ﺍﻟﺬﺭﺍﻉ ﻣﻦ ﺍﻟﺴﺎﻕ. ﺇﺫﺍ ﻟﻢ ﺗﺘﺬﻛﺮ، ﻓﻠﻦ ﺃﺗﺬﻛﺮ ﺣﺘﻰ ﻭﺟﻬﻚ، *ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*!"""
,ﺑﺎﻟﺴﺤﺮ، ﻫﺎ ﻫﻲ ﻗﻄﻊ ﺍﻟﻠﺤﻢ ﺍﻟﺒﺎﺋﺴﺔ ﺗﺘﺬﻛﺮ ﻣﺎ ﻛﺎﻧﺖ ﻋﻠﻴﻪ.
,ﻣﻦ ﻛﺎﻥ ﻣﺘﺼﻼ ﺑﻤﻦ. ﺣﻴﺚ ﻛﺎﻥ ﻣﻮﺻﻮﻻ.
,ﻫﺬﺍ ﺻﺤﻴﺢ، ﻫﻜﺬﺍ ﺗﻤﺎﻣﺎ.
,ﻛﻼ، ﻛﻼ، ﻣﻜﺎﻥ ﻫﺬﺍ ﺍﻷﺻﺒﻊ ﺍﻟﻴﺪ ﺍﻟﻴﺴﺮﻯ.
, ﻭﺃﻧﺖ، ﺍﻟﻴﺪ ﺍﻟﻴﻤﻨﻰ.
, ﻫﺬﺍ ﻛﻞ ﺷﻲﺀ، ﺟﻴﺪ، ﺟﻴﺪ، *ﻗﻬﻘﻬﺔ*.
{f:5:Beatrice},"""...ﺻﺒﺎﺡ ﺍﻟﺨﻴﺮ. ﺃﺳﺘﻴﻘﻈﺖ؟ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﺑﺎﺗﻠﺮ. ﻳﺎ ﻟﻠﺴﺨﺮﻳﺔ، ﺍﻟﻴﻘﻈﺔ ﺃﺷﺒﻪ ﺑﻜﺎﺑﻮﺱ."""
Ushiromiya Battler,""".........*ﻛﺤﺔ*...*ﻛﺤﺔ*... .........ﺍﻳﻴﻪ...ﺃﻭﺃﻭﺃﻭﺃﻭ....."""
{f:5:Beatrice},"""ﺍﻋﺘﺮﻑ ﺑﺴﺤﺮﻱ، ﻭﺳﺄﺩﻋﻚ ﺗﺴﺘﻴﻘﻆ ﺑﺴﺮﻋﺔ ﻣﻦ ﻫﺬﺍ ﺍﻟﻜﺎﺑﻮﺱ، ﻭﺃﺭﺳﻠﻚ ﺇﻟﻰ ﺍﻟﻨﻌﻴﻢ. ﺃﻧﺎ ﺣﺎﻛﻤﺔ ﻫﺬﻩ ﺍﻟﻤَﻄﻬﺮ، ﺍﻟﻬﺮﻭﺏ ﻣﺤﺎﻝ ﺩﻭﻥ ﻣﻐﻔﺮﺗﻲ."""
Ushiromiya Battler,"""ﻫﻴﻪ، ...ﻫﻴﻬﻴﻬﻴﻬﻴﻬﻲ....  ﺃﺗﺴﻤﻴﻦ ﻫﺬﺍ ﺟﺤﻴﻤﺎ؟ ﺑﻼ ﺟﺪﻭﻯ. ﺁﻩ، ﻻ ﺟﺪﻭﻯ ﻣﻦ ﻫﺬﺍ."""
{f:5:Beatrice},"""ﺃﻟﻢ ﺍﻟﻤﻮﺕ، ﺍﻟﺬﻱ ﻳﺘﺬﻭﻗﻪ ﺍﻟﺒﺸﺮ ﻣﺮﺓ، ﺗﺠﺮﻋﺘﻪ ﺃﻛﺜﺮ ﻣﻤﺎ ﺃﺣﺼﻲ، ﻭﻣﻊ ﺫﻟﻚ، ...ﺃﻣﺎ ﺯﻟﺖ ﺗﺘﺤﺪﺙ ﻫﻜﺬﺍ؟ *ﻗﻬﻘﻬﺔ*!  ﻟﻬﺬﺍ ﻫﻮ ﺑﻼ ﺟﺪﻭﻯ. ﻻ ﺟﺪﻭﻯ ﻣﻨﻚ ﺃﺑﺪﺍ."""
Ushiromiya Battler,"""ﻧﻌﻢ، ﺃﻧﺎ ﻻ ﺃﻣﻞ ﺃﻳﻀﺎ. ﺃﻋﻨﻲ، ﺃﺳﺘﻄﻴﻊ ﺍﺧﺘﻴﺎﺭ ﺯﻭﺟﺎﺕ ﻣﻦ ﻫﺆﻻﺀ ﺍﻟﻔﺘﻴﺎﺕ ﺫﻭﺍﺕ ﺍﻟﻘﻮﺍﻡ ﺍﻟﻤﻤﺸﻮﻕ.  ﺑﻔﻀﻞ ﺫﻟﻚ، ﻻ ﺃﺷﻌﺮ ﺑﺎﻟﻤﻠﻞ ﻋﻠﻰ ﺍﻹﻃﻼﻕ."""
{f:5:Beatrice},"""*ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*، *ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*! ﻳﺴﻌﺪﻧﻲ ﺳﻤﺎﻉ ﺫﻟﻚ. ﻭﺇﻻ ﻟﺸﻌﺮﺕ ﺑﺎﻟﻤﻠﻞ ﺃﻳﻀﺎ. ﺇﺫﺍ، ﻳﺎ ﺃﺛﺎﺛﻲ. ﺃﺻﻠﺤﺘﻪ ﻓﺎﻟﻌﺒﻮﺍ ﻛﻤﺎ ﺗﺸﺎﺅﻭﻥ."""
Mammon,"""ﺷﻜﺮﺍ ﺟﺰﻳﻼ! ﻛﻴﺎﻩ، ﺃﻧﺎ ﺃﻭﻻ!"""
Leviathan,"""ﺃﻟﻢ ﺃﻋﻠﻤﻚ ﺑﺎﻧﺘﻬﺎﺀ ﺩﻭﺭﻙ، ﺍﻧﺘﻬﻰ، ﺃﻧﺎ ﺍﻟﺘﺎﻟﻴﺔ! ﺗﺮﺍﺟﻌﻲ ، ﺍﺍﺍﺍﺍﺍﻩ!"""
Asmodeus,"""ﻫﻮﻫﻮﻫﻮﻫﻮ.  ﺃﻟﻴﺲ ﻫﺬﺍ ﺭﺍﺋﻌﺎ، ﺑﺎﺗﻠﺮ-ﻛﻦ؟! ﺃﻟﺴﺖ ﻣﺤﺒﻮﺑًﺎ؟"""
Ushiromiya Battler,"""ﻣﻦ ﺍﻟﻤﺘﻌﺐ ﺃﻥ ﺗﻜﻮﻥ ﻣﺤﺒﻮﺑﺎ. ﻋﻠﻰ ﺍﻷﻗﻞ ﻗﻔﻦ ﻓﻲ ﺻﻒ، ﻳﺎ ﻣﺘﻮﺣﺸﺎﺕ."""
Belphegor,"""ﻟﻮ ﺗﻮﻗﻔﺖ ﻋﻦ ﺍﻟﺘﻘﺎﻭﻱ ﻭﺻﺪﻗﺖ ﻣﻊ ﻧﻔﺴﻚ، ﺳﻴﺴﻬﻞ ﺍﻟﻜﺜﻴﺮ ﻋﻠﻴﻚ."""
Beelzebub,"""ﻻ ﺑﺄﺱ ﻫﺬﺍ ﺟﻴﺪ. ﺗﺼﺒﺢ ﺻﺮﺧﺎﺗﻪ ﺃﻛﺜﺮ ﻣﺘﻌﻪ ﻋﻨﺪ ﺳﻤﺎﻋﻬﺎ."""
Satan,"""ﺣﺴﻨًﺎ، ﺩﻋﻮﻧﺎ ﻻ ﻧﻜﺴﺮﻩ ﺑﺴﻬﻮﻟﺔ ﻫﺬﻩ ﺍﻟﻤﺮﺓ. ﻣﺎ ﺭﺃﻳﻜﻦ؟!"""
Lucifer,"""ﺃﻧﺖ ﻟﺴﺖ ﺍﻟﻤﺴﺆﻭﻟﺔ!"""
Lucifer,"” ﺇﺫﺍ ﺑﺎﺗﻠﺮ-ﻛﻦ، ﺩﻋﻨﺎ ﻧﻮﺍﺻﻞ ﻣﻦ ﺣﻴﺚ ﺗﻮﻗﻔﻨﺎ، ﺣﺴﻨﺎ؟ ﺑﻌﺪ ﺇﻏﻼﻗﻲ ﻏﺮﻓﺔ ﺟﻴﺴﻴﻜﺎ-ﺗﺸﺎﻥ ﺑﺎﻟﻤﻔﺘﺎﺡ ﺍﻟﺮﺋﻴﺲ، ﻛﻴﻒ ﻋﺎﺩ ﺍﻟﻤﻔﺘﺎﺡ ﺇﻟﻰ ﺟﻴﺒﻬﺎ ﺣﻴﺚ ﻛﺎﻧﺖ ﺩﺍﺧﻞ ﺍﻟﻐﺮﻓﺔ؟"""
Ushiromiya Battler,"""...ﻋﻠﻰ ﺳﺒﻴﻞ ﺍﻟﻤﺜﺎﻝ...  ﺭﺑﻤﺎ ﺍﺳﺘﺨﺪﻡ ﺧﻴﻂ ﺻﻨﺎﺭﺓ ﺃﻭ ﻣﺎ ﺷﺎﺑﻪ، ﻭﻣﺮﺭ ﺍﻟﻤﻔﺘﺎﺡ ﺇﻟﻰ ﺍﻟﻐﺮﻓﺔ ﻋﺒﺮ ﺛﻘﺐ ﺍﻟﺒﺎﺏ..."""
Asmodeus,"""ﻛﻴﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎ!! ﻣﺨـ~ﻃﺊ!"""
Belphegor,"""ﺳﺎﺫﺝ. {p:1:ﻛﻞ ﺛﻘﻮﺏ ﺍﻷﺑﻮﺍﺏ ﻓﻲ ﺭﻭﻛﻴﻨﺠﻴﻤﺎ ﻻ ﺗﺴﻤﺢ ﺑﻤﺮﻭﺭ ﻣﻔﺘﺎﺡ ﻋﺒﺮﻫﺎ}."""
Leviathan,"""ﺇﻧﻪ ﻣﺨﻄﻰﺀ، ﺻﺤﻴﺢ، ﺻﺤﻴﺢ؟ ﺣﺴﻨًﺎ، ﻫﺬﻩ ﺍﻟﻤﺮﺓ ﺣﺎﻥ ﺩﻭﺭﻱ! ﺃﻳﻦ ﻳﻨﺒﻐﻲ ﻋﻠﻲ ﺍﻟﻬﺠﻮﻡ؟!"""
Mammon,"""ﺃﻧﺎ ﺍﺧﺘﺎﺭ ﻇﻬﺮ ﻳﺪﻩ!"""
Ushiromiya Battler,"""ﻏﻪ...!!"""
Beelzebub,"""ﻫﺬﺍ ﻏﻴﺮ ﻋﺎﺩﻝ! ﺣﺴﻨًﺎ، ﺃﺧﺘﺎﺭ ﻇﻬﺮ ﻳﺪﻩ ﺍﻷﺧﺮﻯ!"""
Ushiromiya Battler,"""ﻏﺎ...ﻏﺎﻏﺎﻩ...!!"""
Lucifer,"""ﺃﺧﺘﺎﺭ ﻣﻘﺪﻣﺔ ﺃﻧﻔﻪ!"""
Ushiromiya Battler,"""ﻏﺎ...ﻏﺎﻏﺎﻩ...!!"""
Leviathan,"""ﻟﻤﺎﺫﺍ، ﻟﻤﺎﺫﺍ، ﺍﺳﻤﺤﻮﺍ ﻟﻲ ﺑﻔﻌﻞ ﺫﻟﻚ ﺃﻳﻀﺎ، ﺃﺭﻳﺪ ﺃﻥ ﺃﻫﺎﺟﻢ!"" ﻭﺍﺍﺍﻩ!!"""
Satan,"""ﻻ ﺗﻜﻮﻧﻲ ﺑﻄﻴﺌﺔ ﻳﺎ ﻟﻴﻔﻴﺎ-ﻧﻴﻪ! ﺃﻭﻝ ﻣﻦ ﻳﺤﻀﺮ ﻳﺨﺘﺎﺭ ﻣﺎ ﻳﺮﻳﺪ. ﻟﺬﺍ، ﺳﺄﺧﺘﺎﺭ ﺍﻟﺠﺰﺀ ﺍﻟﻌﻠﻮﻱ ﻣﻦ ﻗﺪﻣﻪ!"""
Ushiromiya Battler,"""ﺃﻭﻏﻮﺍﻩ...!!"""
Leviathan," ﻭﺍﺍﺍﻩ! ﺃﻧﺎ ﺃﻳﻀﺎ، ﺃﻧﺎ ﺃﻳﻀﺎ! ﺣﺴﻨًﺎ، ﻻ ﻳﻬﻤﻨﻲ، ﺳﺄﺧﺘﺎﺭ ﻛﺘﻔﻪ!"""
Ushiromiya Battler,"""ﻏﺎ...ﻫﺎﻩ...!!"""
Ushiromiya Battler,"""ﻛﻴﻪ... ﺃﻧﺘﻦ ﺃﺧﻮﺍﺕ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟ ﺍﺣﺘﺮﻣﻦ ﺑﻌﻀﻜﻦ......ﻏﻮﺍﻩ، ...ﺁﻩ، ...ﻫﻪ..."""
Belphegor,"""...ﻛﻴﻒ ﺗﺘﺤﻤﻞ؟ ﺃﻻ ﺗﺪﺭﻙ ﺃﻥ ﺻﻤﻮﺩﻙ ﺍﻟﺰﺍﺋﻒ ﻭﻋﻨﺎﺩﻙ ﻳﻌﺰﺯﺍﻧﺎ ﺃﻛﺜﺮ ﻓﺄﻛﺜﺮ؟"""
Ushiromiya Battler,"""ﻳﺎ ﻟﻸﺳﻒ.  ﻟﻜﻨﻨﻲ...ﺃﺧﺘﺺ ﺑﺎﻟﺼﻤﻮﺩ ﺍﻟﺰﺍﺋﻒ ﻭﺍﻟﻌﻨﺎﺩ. ﻟﺬﺍ ﻓﻤﻬﻤﺎ ﺗﺤﺪﺛﺘﻢ، ﻟﻦ ﺃﻋﺘﺮﻑ ﺑﺎﻟﺴﺎﺣﺮﺍﺕ ﻭﺍﻟﺴﺤﺮ ﻣﺆﻛﺪﺍ...!"""
Satan,"""ﻋﻠﻰ ﺍﻟﺮﻏﻢ ﻣﻦ ﻋﺠﺰﻙ ﻋﻦ ﺗﻔﺴﻴﺮ ﺃﻱ ﺷﻲﺀ ﺑﺤﻴﻞ ﺑﺸﺮﻳﺔ؟ ﺃﺃﻧﺖ ﺃﺣﻤﻖ؟! ﺍﻋﺮﻑ ﻣﻜﺎﻧﺘﻚ!"""
Lucifer,"""ﻻ ﺑﺄﺱ، ﻟﺴﻨﺎ ﻣﻄﺎﻟﺒﺎﺕ ﺑﺠﻌﻠﻪ ﻳﻌﺘﺮﻑ. ﻗﺮﻳﺒًﺎ ﺳﺘﺒﻜﻲ ﻭﺗﺮﺟﻮ ﺍﻋﺘﺮﺍﻓﻚ ﻣﺴﺒﻘﺎ. ﺑﻞ ﺣﺘﻰ ﺍﻵﻥ ﺗﺮﺟﻮ ﻟﻮ ﺗﺠﺜﻮ ﻋﻠﻰ ﺭﻛﺒﺘﻴﻚ ﻣﺘﻮﺳﻼ ﺇﻟﻴﻨﺎ ﺍﻟﻐﻔﺮﺍﻥ!"""
Ushiromiya Battler,"""ﺃﻭﻏﺎﻩ، ﻏﻮﺍﻫﻐﻬﻐﻬﻴﺎﻩ...!!"""
Asmodeus,"""ﺁﺁﺁﻩ، ﺍﻧﻜﺴﺮ ﺑﺎﻟﻔﻌﻞ! {f:7:ﺑﻴﺎﺗﺮﻳﺲ}-ﺳﺎﻣﺎﺍ!"""
{f:5:Beatrice},"""...ﻳﺎ ﻟﻺﺯﻋﺎﺝ. ﺣﻘﻴﻘﺔ ﻋﻠﻤﻬﻦ ﺑﻘﺪﺭﺗﻲ ﻋﻠﻰ ﺍﻹﺣﻴﺎﺀ ﺗﺠﻌﻠﻬﻦ ﻻ ﻳﺘﺮﺩﺩﻥ ﻓﻲ ﻛﺴﺮﻩ ﺑﺘﺎﺗﺎ. ﻳﺎ ﻟﻠﺘﻌﺐ."""
,ﺃﺳﺘﻄﻴﻊ ﺑﻌﺜﻪ ﻗﺪﺭ ﻣﺎ ﺃﺷﺎﺀ ﻓﻲ ﻟﺤﻈﺔ. ﺑﺎﻟﻨﺴﺒﺔ ﻟﻠﺴﺎﺣﺮﺓ ﺍﻷﺯﻟﻴﺔ ﻻ ﻣﻌﻨﻰ ﻟﻠﺤﻴﺎﺓ ﻭﺍﻟﻤﻮﺕ.
, ﺣﺘﻰ ﺍﻟﻤﻮﺕ ﻻ ﻳﻜﻔﻲ ﻟﻠﻬﺮﺏ ﻣﻦ ﻗﻔﺼﻲ.
