Speaker,Arabic (AR)
Ushiromiya Battler,"""ﻟﻘﺪ ﻛﻨﺖ ﺃﺳﺘﻤﻊ ﺇﻟﻴﻜﻢ ﻳﺎ ﺭﻓﺎﻕ ﻟﻔﺘﺮﺓ ﻣﻦ ﺍﻟﻮﻗﺖ. ﻟﻤﺎﺫﺍ ﺗﻮﻗﻔﺘﻢ ﻋﻦ ﺍﻟﺘﻔﻜﻴﺮ؟ ﻟﻤﺎﺫﺍ ﻗﺮﺭﺗﻢ ﺃﻥ ﻛﻞ ﺷﻲﺀ ﻛﺎﻥ ﻣﻦ ﻋﻤﻞ ﺍﻟﺴﺎﺣﺮﺓ؟ ...ﺃﻟﻴﺲ ﻣﻦ ﺍﻟﺠﻠﻲ ﺃﻥ ﻻ ﻭﺟﻮﺩ ﻟﻤﺨﻠﻮﻕ ﻣﺜﻠﻬﺎ؟"""
,ﺑﻬﺬﻩ ﺍﻟﻜﻠﻤﺎﺕ... ﺗﺒﺨﺮ ﺍﻟﺠﻮ ﺍﻟﺴﻌﻴﺪ ﺍﻟﻤﺤﻴﻂ ﺑﺤﻔﻞ ﺍﻟﺸﺎﻱ ﻓﻲ ﻟﺤﻈﺔ.
,ﺟﻮﺭﺝ ﻭﺟﻴﺴﻴﻜﺎ. ﻭﺷﺎﻧﻮﻥ ﻭﻛﺎﻧﻮﻥ. ﻭﻛﺬﻟﻚ ﻣﺎﺭﻳﺎ.
,......ﻛﻠﻬﻢ ﻳﺤﺪﻗﻮﻥ ﺑﺘﻌﺠﺐ، ﻣﺘﺴﺎﺋﻠﻴﻦ ﻋﻤﺎ ﻳﺘﺤﺪﺙ ﺑﻪ ﺑﺎﺗﻠﺮ.
,ﺃﺩﺭﻙ ﺑﺎﺗﻠﺮ ﺃﻧﻪ ﻟﻢ ﻳﺨﺘﺮ ﻛﻠﻤﺎﺗﻪ ﺑﻌﻨﺎﻳﺔ.
Ushiromiya George,"""...ﻟـ... ﻷﻥ، ﺗﻠﻚ ﺍﻟﺤﻮﺍﺩﺙ ﻛﺎﻧﺖ ﻣﺴﺘﺤﻴﻠﺔ ﻋﻠﻰ ﺍﻟﺒﺸﺮ؟"""
Ushiromiya Jessica,"""ﺻـ... ﺻﺤﻴﺢ... ...ﻻ ﻳﻤﻜﻨﻨﺎ ﺗﻔﺴﻴﺮ ﻣﺎ ﺣﺼﻞ ﺑﻘﺪﺭﺍﺕ ﺍﻟﺒﺸﺮ."""
Shannon,"""ﻣﻌﻚ ﺣﻖ... ﻓﻲ ﺍﻟﻨﻬﺎﻳﺔ، ﻻ ﻳﻤﻜﻦ ﺗﻔﺴﻴﺮ ﻛﻞ ﺗﻠﻚ ﺍﻟﺤﻮﺍﺩﺙ ﺑﺎﻟﺒﺸﺮ..."""
Kanon,"""...ﻻ ﺃﻓﻬﻢ ﻣﺎ ﺗﻌﻨﻲ ﺑﻬﺬﺍ ﺍﻟﻜﻼﻡ ﻳﺎ ﺑﺎﺗﻠﺮ-ﺳﺎﻣﺎ."""
Ushiromiya Battler,"""ﺃ...ﺃﻧﺎ ﻫﻮ ﻣﻦ ﻳﺠﻬﻞ ﻣﺎ ﺗﺘﺤﺪﺛﻮﻥ ﺑﻪ {f:3:ﻳﺎ ﺭﻓﺎﻕ}! ﺃﻟﻴﺲ ﻣﻦ ﺍﻟﻮﺍﺿﺢ ﺃﻥ ﺗﻠﻚ ﺍﻟﺠﺮﺍﺋﻢ ﻣﻦ ﺻﻨﻊ ﺍﻟﺒﺸﺮ؟ ﻳﺴﺘﺤﻴﻞ ﺃﻥ ﺗﺘﻮﺍﺟﺪ ﻣﺨﻠﻮﻗﺎﺕ ﻛﺎﻟﺴﺎﺣﺮﺍﺕ ﻓﻲ ﻫﺬﺍ ﺍﻟﻌﺎﻟﻢ، ﺻﺤﻴﺢ؟"""
Shannon,"""ﺇ...ﺇﺫﻥ... ...ﻣﺎ ﺗﻔﺴﻴﺮﻙ ﻟﻤﻘﺘﻠﻲ ﻓﻲ ﺍﻟﻤﺨﺰﻥ، ﻭﺗﻬﺸﻢ ﻧﺼﻒ ﻭﺟﻬﻲ؟ ......ﺇﺫﺍ ﻛﺎﻥ ﺍﻟﺠﺎﻧﻲ ﺇﻧﺴﺎﻧﺎ، ﻓﻜﻴﻒ ﻧﻔﺬ ﺫﻟﻚ؟"""
Ushiromiya Battler,"""...ﺫﻟﻚ، ......ﺣﺴﻨﺎ، ﻣﻦ ﺍﻟﺼﻌﺐ ﺗﺨﻴﻞ ﻛﻴﻒ ﻓﻌﻞ ﺷﻴﺌﺎ ﻓﻈﻴﻌﺎ ﻛﻬﺬﺍ."
Ushiromiya Battler,"ﻭﻟﻜﻦ، ﺃﻟﻢ ﺗﻜﻮﻧﻮﺍ ﻓﻲ ﻣﺴﺘﻮﺩﻉ ﺣﺪﻳﻘﺔ ﺍﻟﻮﺭﻭﺩ؟ ﺃﻧﺎ ﻭﺍﺛﻖ ﺃﻥ ﻫﻨﺎﻙ ﺑﻌﺾ ﺍﻷﺩﻭﺍﺕ ﺍﻟﻐﺮﻳﺒﺔ ﺑﺪﺍﺧﻠﻪ. ﻟﻨﻔﺘﺮﺽ ﺃﻧﻪ ﺍﺳﺘﺨﺪﻡ ﺑﻌﺾ ﺍﻷﺩﻭﺍﺕ ﺍﻟﻜﻬﺮﺑﺎﺋﻴﺔ ﻣﺜﻞ ﺃﺩﺍﺓ ﺟﺰ ﺍﻟﻌﺸﺐ ﺃﻭ ﺍﻟﻤﻨﺸﺎﺭ ﺍﻟﻜﻬﺮﺑﺎﺋﻲ ﻭﻣﺎ ﺷﺎﺑﻪ."""
Shannon,"""....ﺫ،.........ﺫﻟﻚ......،...ﺃﻣﻤﻢ..."""
Ushiromiya Jessica,"""ﺇﺫﻥ ﻳﺎ ﺑﺎﺗﻠﺮ... ﻛﻴﻒ ﺗﻔﺴﺮ ﺍﺧﺘﻔﺎﺀ ﺟﺪﻱ ﻣﻦ ﺩﺍﺧﻞ ﻏﺮﻓﺔ ﺩﺭﺍﺳﺘﻪ ﺍﻟﻤﻐﻠﻘﺔ؟ ﻋﻠﻰ ﺍﻟﺮﻏﻢ ﻣﻦ ﺃﻥ ﺍﻟﺒﺎﺏ ﻛﺎﻥ ﻣﻐﻠﻘﺎ، ﺇﻻ ﺃﻥ ﺟﺪﻱ ﺍﺧﺘﻔﻰ ﻣﻦ ﻭﺳﻄﻬﺎ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ...؟"""
Ushiromiya Battler,"""ﺗﻨﺎﻗﺸﻨﺎ ﺣﻴﺎﻝ ﺫﻟﻚ ﺧﻼﻝ ﺍﻟﻘﺼﺔ ﺃﻳﻀﺎ. ﻟﻴﺲ ﻣﻦ ﺍﻟﻤﺴﺘﺤﻴﻞ ﺃﻥ ﻳﺘﺤﺎﻳﻞ ﺟﺪﻱ ﺣﻮﻝ ﺍﻹﻳﺼﺎﻝ ﺑﻄﺮﻳﻘﺔ ﻣﺎ. ﺭﺑﻤﺎ ﺧﺮﺝ ﻣﻦ ﺍﻟﻨﺎﻓﺬﺓ، ﺃﻭ ﺭﺑﻤﺎ ﺩﻓﻌﺘﻪ ﻋﻤﺘﻲ ﻧﺎﺗﺴﻮﻫﻲ ﻓﻌﻼ ﻭﺃﻏﻠﻘﺖ ﺍﻟﻨﺎﻓﺬﺓ ﻣﻦ ﺍﻟﺪﺍﺧﻞ. ﻫﻨﺎﻙ ﺍﻟﻌﺪﻳﺪ ﻣﻦ ﺍﻟﻄﺮﻕ ﻟﺤﻞ ﻫﺬﺍ ﺍﻟﻠﻐﺰ ﺩﻭﻥ ﺍﻟﻠﺠﻮﺀ ﻟﻠﺴﺤﺮ، ﺃﺗﺮﻭﻥ؟"""
Ushiromiya Jessica,"""............ﻫﺬﺍ،......ﻫﺬﺍ ﻣﻨﻄﻘﻲ، ﻭﻟﻜﻦ........."""
Ushiromiya George,"""ﻓﻲ ﻫﺬﻩ ﺍﻟﺤﺎﻟﺔ ﻳﺎ ﺑﺎﺗﻠﺮ-ﻛﻦ، ﻛﻴﻒ ﺗﻔﺴﺮ ﺍﻟﻄﺮﻳﻘﺔ ﺍﻟﺘﻲ ﻗﺘﻞ ﺑﻬﺎ ﻭﺍﻟﺪﻱ ﻓﻲ ﻏﺮﻓﺔ ﺍﻟﻀﻴﻮﻑ؟ ﻓﻘﺪ ﻛﺎﻥ ﺍﻟﺒﺎﺏ ﻣﻐﻠﻘﺎ ﺑﺎﻟﻘﻔﻞ ﻭﺍﻟﺴﻠﺴﺔ. ﻭﺣﺘﻰ ﺍﻟﻨﺎﻓﺬﺓ ﻛﺎﻧﺖ ﻣﻐﻠﻘﺔ ﺃﻳﻀﺎ. ﻛﻴﻒ ﺗﺮﻯ ﺃﻥ ﻫﺬﻩ ﺍﻟﺠﺮﻳﻤﺔ ﻣﻦ ﻓﻌﻞ ﺍﻹﻧﺴﺎﻥ؟"""
Ushiromiya Battler,"""...ﺣﺴﻨﺎ، ......ﻟﻢ ﻧﻔﻜﺮ ﻓﻲ ﻫﺬﻩ ﺍﻟﺤﻴﻠﺔ ﺧﻼﻝ ﺍﻟﻘﺼﺔ. ﺑﺄﻱ ﺣﺎﻝ، ﻫﻨﺎﻙ ﻓﺮﺻﺔ ﺟﻴﺪﺓ ﺑﺄﻥ ﺍﻟﻤﻔﺎﺗﻴﺢ ﻛﺎﻧﺖ ﺑﺤﻮﺯﺓ ﺍﻟﻤﺠﺮﻡ. ﻭﺑﻬﺬﺍ ﻓﺘﺢ ﺍﻟﺒﺎﺏ ﻭﺍﺳﺘﺨﺪﻡ ﺍﻟﻔﺠﻮﺓ ﺍﻟﺘﻲ ﺗﺴﻤﺢ ﺑﻬﺎ ﺍﻟﺴﻠﺴﻠﺔ."
Ushiromiya Battler,ﻣﻦ ﺍﻟﻤﺆﻟﻢ ﺣﻘﺎ ﺍﻟﺘﺤﺪﺙ ﻋﻦ ﺫﻟﻚ، ﻟﻜﻦ ﻣﻦ ﺍﻟﻤﻤﻜﻦ ﺃﻧﻪ ﻧﺼﺐ ﻓﺨﺎ ﺃﻭ ﺃﻃﻠﻖ ﺷﻴﺌﺎ ﻋﺒﺮ ﺍﻟﻔﺠﻮﺓ ﺃﻭ ﻣﺎ ﺷﺎﺑﻪ. ....ﺃﻭ ﻣﻦ ﺍﻟﻤﻤﻜﻦ ﺃﻧﻬﻢ ﺃﺧﺮﺟﻮﺍ ﺷﻴﺌﺎ ﻣﻦ ﺧﻼﻝ ﺍﻟﻔﺘﺤﺔ...؟
Ushiromiya Battler,"...........ﺣﺴﻨﺎ، ﺣﺴﻨﺎ، ﻋﻠﻰ ﺍﻟﺮﻏﻢ ﻣﻦ ﺃﻥ ﺍﻟﺴﻠﺴﻠﺔ ﻗﻔﻞ ﺑﺴﻴﻂ ﻭﻏﻴﺮ ﻣﻌﻘﻮﻝ، ﺇﻻ ﺃﻧﻬﺎ ﻋﺎﻣﻞ ﻣﺆﺛﺮ ﻓﻲ ﺇﻧﺸﺎﺀ ﻏﺮﻓﺔ ﻣﻐﻠﻘﺔ... ...ﻭﻟﻜﻦ ﻛﺘﺐ ﺍﻟﻤﺆﻟﻔﻮﻥ ﺗﻘﺮﻳﺒﺎ ﺟﻤﻴﻊ ﺧﺪﻉ ﺍﻟﻐﺮﻑ ﺍﻟﻤﻐﻠﻘﺔ. ﻓﻠﻮ ﺟﻤﻌﻨﺎ ﺑﻌﺾ ﺃﻟﻐﺎﺯ ﺍﻟﻐﺮﻑ ﺍﻟﻤﻐﻠﻘﺔ ﻣﻦ ﺃﻱ ﻣﻜﺘﺒﺔ، ﺳﺘﺴﺘﻄﻴﻊ ﺃﻥ ﺗﺠﺪ ﺧﺪﻋﺔ ﺗﻄﺎﺑﻖ ﻫﺬﻩ ﺍﻟﺤﺎﻟﺔ."""
Ushiromiya Battler,"......ﻻ ﻓﻜﺮﺓ ﻟﺪﻱ ﻋﻦ ﺍﻟﻜﻴﻔﻴﺔ ﺍﻟﻤﺴﺘﺨﺪﻣﺔ ﺍﻵﻥ، ﻭﻟﻜﻨﻲ ﻣﺘﻴﻘﻦ ﻣﻦ ﺃﻥ ﺍﻟﺒﺸﺮ ﻳﺴﺘﻄﻴﻌﻮﻥ ﻓﻌﻞ ﺃﻱ ﺷﻲﺀ ﺇﺫﺍ ﺣﺎﻭﻟﻮﺍ ﺑﺠﺪ."""
Ushiromiya George,"""ﺃﻟﻴﺴﺖ ﺣﺠﺘﻚ ﻏﻴﺮ ﻣﻨﻄﻘﻴﺔ...؟ ﻣﻦ ﺍﻟﺴﺬﺍﺟﺔ ﺃﻥ ﺗﺪﻋﻲ ﺗﻤﻜﻦ ﺍﻹﻧﺴﺎﻥ ﻷﻥ ﻳﻔﻌﻞ ﺷﻴﺌﺎ ﻛﻬﺬﺍ، ﺭﻏﻢ ﻋﺪﻡ ﻗﺪﺭﺗﻚ ﻋﻠﻰ ﺗﻔﺴﻴﺮﻩ..."""
Ushiromiya Battler,"""......ﻟﻤﺎﺫﺍ ﻛﻼﻣﻲ ﺳﺎﺫﺝ؟ ﻟﻤﺎﺫﺍ ﺗﻮﻗﻔﺘﻢ ﻋﻦ ﺍﻟﺘﻔﻜﻴﺮ؟ ﺣﺘﻰ ﻟﻮ ﺗﺠﻞ ﻟﻜﻢ ﺃﻧﻪ ﻣﺴﺘﺤﻴﻞ ﻋﻠﻰ ﺍﻟﺒﺸﺮ، ﻓﻌﻠﻴﻜﻢ ﻣﺘﺎﺑﻌﺔ ﺍﻟﺘﻔﻜﻴﺮ. ﺃﻻ ﺗﺴﻴﺮ ﺍﻷﻣﻮﺭ ﺩﻭﻣﺎ ﺑﻬﺬﻩ ﺍﻟﻄﺮﻳﻘﺔ؟"""
Ushiromiya Jessica,"""ﻛﻢ ﺃﻧﺖ ﺳﺎﺫﺝ ﻳﺎ ﺑﺎﺗﻠﺮ. ......ﺇﺫﺍ ﻛﻨﺖ ﺗﻘﻮﻝ ﺑﺄﻥ ﺑﺸﺮﻳﺎ ﻫﻮ ﺍﻟﻔﺎﻋﻞ، ﻓﻬﻴﺎ ﻓﺴﺮ ﻟﻨﺎ ﺍﻟﻄﺮﻳﻘﺔ. ﻻ ﺗﺴﺘﻄﻴﻊ، ﺻﺤﻴﺢ؟"""
Ushiromiya Battler,"""ﻫﻞ ﻟﻤﺠﺮﺩ ﻋﺪﻡ ﻗﺪﺭﺗﻲ ﻋﻠﻰ ﺍﻟﺘﻔﺴﻴﺮ ﻳﺼﺒﺢ ﺍﻟﻤﺠﺮﻡ ﺳﺎﺣﺮﺓ؟ ﺇﺫﻥ ﻓﻜﻞ ﺍﻟﻘﻀﺎﻳﺎ ﺍﻟﺘﻲ ﻋﺠﺰﺕ ﺍﻟﺸﺮﻃﺔ ﻋﻦ ﺣﻠﻬﺎ ﻫﻲ ﻣﻦ ﻓﻌﻞ ﺍﻟﺴﺎﺣﺮﺍﺕ!"""
Ushiromiya Maria,"""......ﺑﺎﺗﻠﺮ ﻳﺘﻬﺮﺏ ﻣﻦ ﺍﻟﻤﺴﺄﻟﺔ، ﻷﻧﻪ ﻻ ﻳﺴﺘﻄﻴﻊ ﺷﺮﺡ ﺃﻱ ﺷﻲﺀ....ﻧﺤﻦ ﻧﻘﻮﻝ 'ﻻ ﻳﻤﻜﻦ ﻟﺒﺸﺮﻱ ﻓﻌﻞ ﻫﺬﺍ... ﺃﻱ ﺃﻥ ﺍﻟﻤﺠﺮﻡ ﻟﻴﺲ ﺑﺸﺮﻳﺎ. ﺑﻞ ﻛﺎﺋﻦ ﻭﻫﻮ ﺍﻟﺴﺎﺣﺮﺓ.'  ﻟﻜﻨﻚ ﻣﺎﺯﻟﺖ ﺳﺎﺫﺟﺎ ﻭﺗﺘﺨﺬ ﻣﻮﻗﻔﺎ ﻓﺮﺩﻳﺎ ﻏﻴﺮ ﻗﺎﺑﻞ ﻟﻠﺘﻔﺴﻴﺮ."
Ushiromiya Maria,"......ﻛﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻲ، ﺃﻧﺖ ﺗﺘﺼﺮﻑ ﻛﺮﺟﺎﻝ ﻋﺼﻮﺭ ﺍﻟﺠﺎﻫﻠﻴﺔ ﺍﻟﻘﺪﻳﻤﺔ. ﻣﺜﻞ ﺃﻭﻟﺌﻚ ﺍﻟﺤﻤﻘﻰ ﺍﻟﺬﻳﻦ ﺯﻋﻤﻮﺍ ﺃﻥ ﺍﻟﻜﻮﻥ ﻳﺪﻭﺭ ﺣﻮﻝ ﺍﻷﺭﺽ... ﺃﻭﻟﺌﻚ ﺍﻟﺬﻳﻦ ﻗﺎﻟﻮﺍ ﺃﻥ ﺍﻷﺭﺽ ﻻ ﻳﻤﻜﻦ ﺃﻥ ﺗﺪﻭﺭ ﺣﻮﻝ ﺷﻲﺀ ﻣﺎ، ﻭﻣﻊ ﺫﻟﻚ ﻟﻢ ﻳﺘﻤﻜﻨﻮﺍ ﻣﻦ ﺷﺮﺡ ﺍﻟﺴﺒﺐ."""
Ushiromiya Battler,"""............ﻫـ...ﻫﺬﻩ ﺍﻟﺤﺠﺔ ﺗﻐﻀﺒﻨﻲ ﺑﻌﺾ ﺍﻟﺸﻲﺀ. ﺇﺫﻥ ﻓﺄﻧﺖ ﺗﻘﻮﻟﻴﻦ....ﺃﻥ ﻋﺠﺰﻱ ﻋﻦ ﺇﻣﻜﺎﻧﻴﺔ ﺗﻔﺴﻴﺮ ﻓﻌﻞ ﺍﻟﺒﺸﺮ ﻟﺬﻟﻚ، ﻳﻠﺰﻣﻨﻲ ﺑﺎﻻﻋﺘﺮﺍﻑ ﺑﺄﻥ ﺍﻟﻤﺠﺮﻡ ﻫﻮ ﺳﺎﺣﺮﺓ...؟"""
Kanon,"""............ﻧﺤﻦ ﻻ ﻧﺤﺎﻭﻝ ﺇﺭﻏﺎﻣﻚ ﻋﻠﻰ ﺍﻟﺘﺼﺪﻳﻖ. ﻭﻟﻜﻨﻨﻲ ﺃﺗﺴﺎﺀﻝ ﻋﻠﻰ ﺃﻱ ﺃﺳﺎﺱ ﺗﺴﺘﻨﺪ ﺣﺘﻰ ﺗﺘﻔﻮﻩ ﺑﻬﺬﺍ ﺍﻟﻬﺮﺍﺀ."""
Ushiromiya Battler,"""ﻫـ....ﻫﺮﺍﺀ؟...... ......ﻣـ....ﻣﻬﻼ، ﻫﻞ ﺃﻧﺎ ﻣﻦ ﺃﺗﻜﻠﻢ ﺑﺄﺷﻴﺎﺀ ﻏﺮﻳﺒﺔ ﻻ ﻣﻌﻨﻰ ﻟﻬﺎ؟؟"
Ushiromiya Battler,"ﺃﻧﺎ ﻫﻮ ﺍﻟﻤﺠﻨﻮﻥ ﻫﻨﺎ؟! ﻟﻘﺪ ﺑﺪﺃﺗﻢ ﺗﻔﺰﻋﻮﻧﻨﻲ ﺣﻘﺎ!"""
Kanon,"""......ﺑﺎﺗﻠﺮ-ﺳﺎﻣﺎ. ﻟﻘﺪ ﻗﺘﻠﺖ ﻓﻲ ﻏﺮﻓﺔ ﺍﻟﺴﺨﺎﻥ ﺑﻮﺍﺳﻄﺔ ﺷﺨﺺ ﺗﺎﺳﻊ ﻋﺸﺮ ﻻ ﻳﻨﺒﻐﻲ ﺃﻥ ﻳﻜﻮﻥ ﻟﻪ ﻭﺟﻮﺩ."
Kanon,"...ﺃﻳﻤﻜﻦ ﺃﻥ ﺗﻔﺴﺮ ﻛﻴﻒ ﻹﻧﺴﺎﻥ ﺃﻥ ﻳﻜﻮﻥ ﻣﺴﺆﻭﻻ ﻋﻦ ﺫﻟﻚ؟ ﻓﻲ ﺫﻟﻚ ﺍﻟﻮﻗﺖ، ﻛﺎﻥ ﻣﻮﻗﻊ ﺍﻟﺜﻤﺎﻧﻴﺔ ﻋﺸﺮ ﺷﺨﺼﺎ ﻣﻌﺮﻭﻑ. ﻭﻣﻊ ﻫﺬﺍ، ﺗﻢ ﻗﺘﻠﻲ."""
Ushiromiya Battler,"""ﺃﻟﻢ ﻧﺸﺮﺡ ﺫﻟﻚ ﻓﻲ ﺍﻟﻘﺼﺔ ﺃﻳﻀﺎ؟ ﺍﻟﺠﺪﺓ ﻛﻮﻣﺎﺳﺎﻭﺍ ﻋﻠﻰ ﺳﺒﻴﻞ ﺍﻟﻤﺜﺎﻝ، ﻟﻘﺪ ﻗﺎﻟﺖ ﺃﻧﻬﺎ ﺗﺒﻌﺘﻚ ﻣﺒﺎﺷﺮﺓ ﺑﻌﺪ ﻧﺰﻭﻟﻚ ﻟﻐﺮﻓﺔ ﺍﻟﺴﺨﺎﻥ، ﻭﻟﻜﻦ ﻻ ﻳﻤﻜﻨﻨﺎ ﺍﻟﺠﺰﻡ ﺑﺬﻟﻚ ﻋﻠﻰ ﺃﻧﻪ ﺣﻘﻴﻘﺔ."
Ushiromiya Battler,ﺭﺑﻤﺎ ﺍﻟﺤﻘﻴﻘﺔ ﻫﻲ ﺃﻧﻬﺎ ﺫﻫﺒﺖ ﻣﻌﻚ ﺇﻟﻰ ﻏﺮﻓﺔ ﺍﻟﺴﺨﺎﻥ ﻭﻃﻌﻨﺘﻚ ﻓﺠﺄﺓ! ﺃﻭ ﺭﺑﻤﺎ ﻧﺼﺐ ﺍﻟﻤﺠﺮﻡ ﻓﺨﺎ ﻣﺎ ﻳﺠﻌﻞ ﺗﻠﻚ ﺍﻷﻭﺗﺎﺩ ﺗﻨﻄﻠﻖ ﻧﺤﻮﻙ ﻣﺎ ﺇﻥ ﺗﻔﺘﺢ ﺑﺎﺏ ﻏﺮﻓﺔ ﺍﻟﺴﺨﺎﻥ!
Ushiromiya Battler,"ﻓﻲ ﺍﻟﻨﻬﺎﻳﺔ، ﻛﺎﻧﺖ ﺍﻟﺮﺍﺋﺤﺔ ﺍﻟﻜﺮﻳﻬﺔ ﻟﺠﺜﺔ ﺟﺪﻱ ﺗﻨﺒﻌﺚ ﻣﻦ ﺍﻟﻤﻮﻗﺪ ﻓﻲ ﻏﺮﻓﺔ ﺍﻟﺴﺨﺎﻥ. ﺭﺑﻤﺎ ﻗﺪ ﺫﻫﺐ ﺷﺨﺺ ﻣﺎ ﺇﻟﻰ ﻫﻨﺎﻙ ﻣﺴﺒﻘﺎ ﻭﻭﺿﻊ ﺍﻟﺠﺜﺔ، ﺛﻢ ﺻﻨﻊ ﻓﺨﺎ ﻫﻨﺎﻙ، ﺣﻴﻨﻬﺎ ﺳﻴﻈﻞ ﺍﻟﺠﺎﻧﻲ ﺑﻌﻴﺪﺍ ﻋﻦ ﻏﺮﻓﺔ ﺍﻟﺴﺨﺎﻥ ﻭﺑﺎﺳﺘﻄﺎﻋﺘﻪ ﺍﺳﺘﺨﺪﺍﻡ ﻭﻗﺖ ﻭﻓﺎﺓ ﻛﺎﻧﻮﻥ-ﻛﻦ ﻟﺨﻠﻖ ﺣﺠﺔ ﻏﻴﺎﺏ...!"""
Shannon,""".....ﻭﻣﺎﺫﺍ ﻳﻜﻮﻥ ﻫﺬﺍ ﺍﻟﻔﺦ ﺍﻟﺬﻱ ﺗﺘﺤﺪﺙ ﻋﻨﻪ؟"""
Ushiromiya George,"""ﺻﺤﻴﺢ. ﺑﻌﺪ ﻭﻓﺎﺗﻪ، ﺭﻛﺾ ﺍﻟﺠﻤﻴﻊ ﻓﻮﺭﺍ ﺇﻟﻰ ﻏﺮﻓﺔ ﺍﻟﺴﺨﺎﻥ. ﻟﻜﻨﻨﺎ ﻟﻢ ﻧﺠﺪ ﺃﻱ ﻧﻮﻉ ﻣﻦ ﺍﻷﻓﺨﺎﺥ ﺍﻟﻐﺮﻳﺒﺔ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟"""
Kanon,"""......ﺑﺎﻟﻔﻌﻞ. ﺑﺎﺗﻠﺮ-ﺳﺎﻣﺎ، ﻫﻼ ﺷﺮﺣﺖ ﻧﻮﻋﻴﺔ ﺍﻟﻔﺦ ﺍﻟﺬﻱ ﻗﺘﻠﻨﻲ؟"""
Ushiromiya Battler,"""ﺣﺴﻨﺎ، .........ﻟﻴﺲ ﻟﺪﻱ ﻓﻜﺮﺓ. ...ﻭﻟﻜﻦ ﺑﺄﻱ ﺣﺎﻝ، ﺭﺑﻤﺎ ﻧﺼﺐ ﺍﻟﻔﺦ ﺑﻤﻬﺎﺭﺓ، ﺃﻭ ﺃﻥ ﺷﺨﺼﺎ ﻣﺎ ﻛﺎﻥ ﻳﻜﺬﺏ...،ﻫﺬﺍ ﺻﺤﻴﺢ!!"
Ushiromiya Battler,"ﻛﺎﻧﻮﻥ-ﻛﻦ، ﻣﺎﺫﺍ ﻟﻮ ﻛﺎﻥ ﺍﻷﻣﺮ ﺑﺮﻣﺘﻪ ﻣﺠﺮﺩ ﺗﻤﺜﻴﻠﻴﺔ؟ ﻫـ..ﻫﺬﺍ ﺻﺤﻴﺢ، ﻟﻘﺪ ﻛﻨﺖ ﺗﺘﻈﺎﻫﺮ ﻣﻨﺬ ﺍﻟﺒﺪﺍﻳﺔ! ﻋﻤﺘﻲ ﺇﻳﻔﺎ ﻭﻋﻤﻲ ﻫﻴﺪﻳﻮﺷﻲ ﻛﺎﻧﺎ ﻳﺘﻈﺎﻫﺮﺍﻥ ﺃﻳﻀﺎ! ﺻﻨﻌﺎ ﺍﻟﻐﺮﻓﺔ ﺍﻟﻤﻐﻠﻘﺔ ﺑﻨﻔﺴﻴﻬﻤﺎ ﺛﻢ ﺯﻳﻔﺎ ﻣﻮﺗﻬﻤﺎ!"""
Ushiromiya Jessica,""".........ﺑﺎﺗﻠﺮ... .......ﻫﻞ ﺗﺸﻌﺮ...ﺃﻥ ﺭﺃﺳﻚ...ﻋﻠﻰ ﻣﺎ ﻳﺮﺍﻡ....؟"
Shannon,"""......ﺃﻣﻤﻢ......... ﻫﻞ ﺗﺮﻳﺪ ﺑﻌﺾ ﺍﻟﻤﺸﺮﻭﺑﺎﺕ ﺍﻟﻤﻨﻌﺸﺔ...؟"""
Ushiromiya Battler,"""ﻟـ، ﻻ ﺗﻨﻈﺮﻭﺍ ﺇﻟﻲ ﻧﻈﺮﺓ ﺍﻟﺸﻔﻘﺔ ﻫﺬﻩ...ﺃﻧﺎ ﻻ ﺃﻗﻮﻝ ﺷﻴﺌﺎ ﻣﺠﻨﻮﻧﺎ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟  ﻛﻞ ﻣﺎ ﺃﺭﻳﺪ ﺗﻮﺿﻴﺤﻪ ﻫﻮ ﺇﻣﻜﺎﻧﻴﺔ ﺗﻨﻔﻴﺬ ﺍﻟﺠﺮﻳﻤﺔ ﺑﻌﺪﺓ ﺣﻴﻞ، ﺃﺗﻔﻬﻤﻮﻥ؟"
Ushiromiya Battler,"ﺃﻻ ﻳﺤﺪﺙ ﻫﺬﺍ ﻓﻲ ﻗﺼﺺ ﺍﻟﻐﻤﻮﺽ ﻋﻨﺪﻣﺎ ﻳﺰﻳﻒ ﺃﺣﺪ ﺍﻟﻀﺤﺎﻳﺎ ﻣﻮﺗﻪ؟"""
Ushiromiya George,"""ﻳﺰﻳﻒ ﻣﻮﺗﻪ...؟"""
