Speaker,Spanish (ES)
Ushiromiya Rosa,"""¡¿¡¿H-Hay alguien ahí?!?!"""
,El estridente grito de Rosa hizo que la celebración se detuviera de inmediato.
,Rosa sabía que lo había visto.
,La cortina contra la pared se había ondeado y detrás de ella había una figura humana.
Ushiromiya Rudolf,"""... Vamos, no hagas eso. Solo estás imaginando cosas..."""
Ushiromiya Eva,"""¡¿Hay alguien ahí?! ¡Si lo está, salga!..."""
,Cuando Eva gritó... la cortina se sacudió.
,Y entonces... una bruja que llevaba un vestido negro apareció desde el otro lado...
,"En un instante, todos se dieron cuenta de que el vestido era el mismo que usaba la bruja del retrato... y se dieron cuenta de una cosa más."
,Esta persona... era la dueña de esta habitación.
{f:5:Beatrice},"""... Bienvenidos a la habitación del oro."""
,"Su rostro y su voz eran inexpresivos, vacíos."
,"Los demás se miraron entre sí, preguntándose quién debería responder. Rudolf fue el primero en hablar."
Ushiromiya Rudolf,"""... Así que tú eres {f:5:Beatrice}."""
{f:5:Beatrice},"""En efecto."""
Ushiromiya Rosa,"""Entonces, ¡¿fuiste tú quien le dio la carta a María?!..."""
{f:5:Beatrice},"""En efecto."""
Ushiromiya Krauss,"""... ¿Acaso todo esto es obra de padre?"""
{f:5:Beatrice},"""No. Este es... mi juego."""
Ushiromiya Eva,"""Si es así, entonces hemos ganado. ¡Hemos resuelto el acertijo del epitafio y hemos encontrado el oro!..."""
Ushiromiya Hideyoshi,"""¡Hemos acepta'o tu desafío y hemos ganado!... Eso significa que este oro nos pertenece, ¡¿verdad?!"""
{f:5:Beatrice},"""En efecto, es tal y como dicen... Resolvieron el epitafio espléndidamente y descubrieron el oro escondido. Este juego termina con su victoria... Este oro ya no es mío, le pertenece a todos ustedes..."""
Ushiromiya Krauss,"""... Parece que eres una buena perdedora."""
Ushiromiya Eva,"""Oye, tú... ¿Qué planeabas hacer si no hubiésemos resuelto el acertijo del epitafio?"""
Ushiromiya Rudolf,"""La carta decía que te quedarías con ""todo lo de la familia Ushiromiya""."""
{f:5:Beatrice},"""Sí. Planeé tomar todas sus riqueza... y todas sus vidas... Planeé hacer lo que quisiera con todo lo que existe en esta isla."""
,... La bruja caminó hacia la mesa al lado de la cama.
,"Entonces, por primera vez, los demás se dieron cuenta de lo que había sobre esa mesa."
,Eran... cuatro rifles. También había un estuche lleno de balas...
,La bruja habló sin cambiar su expresión mientras jugaba con una de las balas de plomo que yacían sobre la mesa.
{f:5:Beatrice},"""En caso... de que la noche hubiera terminado antes de que pudieran resolver el acertijo del epitafio... planeaba seguir sus instrucciones y cometer trece asesinatos."""
Ushiromiya Rosa,"""¿Q-Qué acabas de decir?..."""
Ushiromiya Kyrie,"""... Eso fue lo que pensé cuando vi ese epitafio por primera vez... Casi parece algo que encontrarías en una novela de misterio sobre asesinatos en serie... Es cierto. Si hubieras matado a trece personas para que coincidieran con el epitafio... habría sido un crimen bastante misterioso..."""
Ushiromiya Natsuhi,"""¡No hay forma en que pudieras hacer eso tú sola!... ¡¡No importa cuántas armas tengas, matar a trece personas... eso sería simplemente...!!"""
{f:5:Beatrice},"""... Mi planificación fue meticulosa e involucró muchas alternativas diferentes. Imaginé todas las acciones que podrían realizar entre esta noche y mañana... y preparé un misterio para abordar cada una de ellas... Me temo que ya no puedo revelarlos, pero tenía preparados un buen número de intrincados y entretenidos asesinatos de habitaciones cerradas."""
Ushiromiya Rudolf,"""Probablemente podrías haber disparado a algunos de nosotros mientras dormíamos. ¡Pero no hay manera de que hubieras podido matar a trece de nosotros!... No somos tan tontos."""
{f:5:Beatrice},"""... Eso parece. De todos modos, el resultado que consideraba más improbable era que el epitafio fuera resuelto antes del primer crepúsculo."""
Ushiromiya Krauss,"""Entonces, nunca pensaste que llegaríamos a este lugar."""
{f:5:Beatrice},"""Ese no es el caso... Incluso este fue uno de los resultados de la ruleta que deseaba crear. Y es muy probable que sea el mejor resultado para todos ustedes. Nadie morirá y podrán abandonar esta isla con el oro... Felicidades. Este juego termina con una victoria perfecta para todos ustedes."""
,"Si nadie podía resolver el acertijo, planeaba tomar esas armas y cometer un asesinato en serie. Todos tragaron saliva mientras veían a la bruja hacer su confesión sin mostrar emoción alguna..."
Ushiromiya Kyrie,"""... Si tu confesión es la verdad, eso significa que estabas tratando de matarnos."""
{f:5:Beatrice},"""Sí. Eso es verdad."""
Ushiromiya Rudolf,"""Qué demonios... No puedo creer que puedas admitir eso."""
Ushiromiya Krauss,"""No puedes esperar que te tratemos favorablemente ahora que nos has revelado eso..."""
{f:5:Beatrice},"""Estoy preparada... Pueden hacer lo que quieran conmigo... Si no hubieran resuelto el epitafio, yo les habría hecho lo mismo, así que es justo."""
Ushiromiya Hideyoshi,"""... Esta chica tiene agallas."""
{f:5:Beatrice},"""Planeé este juego porque estaba preparada para apostar mi vida. Estoy satisfecha con el resultado... Si desean matarme ahora, estoy preparada."""
,Ella ya ni siquiera valoraba su vida.
,"La bruja caminó hacia los demás mientras hablaba, y ellos automáticamente dieron un paso atrás..."
{f:5:Beatrice},"""El oro es de todos ustedes. Planeaba darle todo a quien lo descubriera primero, pero no esperaba que serían siete personas... Les dejo la decisión de cómo dividir el oro a ustedes siete. No me involucraré... Así que..."""
,La bruja se acercó aún más.
,Ella caminó por el medio del grupo hasta el reloj antiguo que estaba detrás de ellos.
,El reloj era grande y tenía un aire digno. La bruja le dio unas palmaditas y habló.
{f:5:Beatrice},"""... Permítanme explicar el dispositivo dentro de este reloj. Porque no solo han ganado el oro, sino la totalidad de esta isla."""
Ushiromiya Krauss,"""¿A qué... te refieres con eso?"""
Ushiromiya Kyrie,"""... Si interpretamos el epitafio como un caso de asesinatos en serie, 13 personas son asesinadas hasta el octavo crepúsculo... Pero en el noveno crepúsculo... dice claramente que nadie podrá quedar con vida."""
Ushiromiya Rudolf,"""¿Qué significa eso?... En otras palabras, ¿ella estaba planeando masacrarnos a todos?"""
Ushiromiya Eva,"""... No me digas que ese reloj..."""
{f:5:Beatrice},"""Lo adivinaste... está conectado a un conjunto de explosivos."""
Ushiromiya Kyrie,"""¿Fuiste tú quien configuró eso?... ¿O fue Ushiromiya Kinzo?"""
{f:5:Beatrice},"""Ushiromiya Kinzo fue quien lo configuró. Este mecanismo es la fuente de su alocado poder mágico..."""
Ushiromiya Hideyoshi,"""... N-No comprendo na' de lo qué 'tán diciendo."""
Ushiromiya Rudolf,"""En otras palabras... ¿Padre instaló esta bomba, y si en algún momento se iba a la quiebra, estaba preparado para morir en una explosión que arrasaría con todo, incluido él mismo?..."""
{f:5:Beatrice},"""En esta isla, Ushiromiya Kinzo hizo un contrato con la Bruja Dorada y obtuvo el oro. Sin embargo, eso no fue todo lo que obtuvo."""
Ushiromiya Natsuhi,"""... ¿De qué estás hablando?..."""
Ushiromiya Eva,"""Espera... no me digas que..."""
Ushiromiya Krauss,"""Hay un rumor sobre que existen restos de una antigua  militar japonesa en Rokkenjima... Podría ser..."""
{f:5:Beatrice},"""Sus suposiciones son correctas... Debajo de esta isla yacen los restos de una base militar japonesa subterránea de la época de la guerra. Junto con novecientas toneladas de explosivos."""
Ushiromiya Hideyoshi,"""¡¿N-Novecientas toneladas?! ¡E-Eso es increíble! ¡Si eso explotara, el resultado sería inimaginable! ¡¡Olvídate de que la mansión explote, dejaría un cráter enorme!!"""
{f:5:Beatrice},"""Creo que la estimación de un experto daba como resultado un agujero de varias docenas de metros de profundidad y un kilómetro de diámetro."""
Ushiromiya Krauss,"""... No quedaría... ni siquiera un rastro..."""
{f:5:Beatrice},"""Hay un mecanismo especial que controla la detonación de estos explosivos... Este interruptor que acabo de accionar activa el mecanismo."""
,La bruja jugó con un interruptor en la parte superior del reloj antiguo.
{f:5:Beatrice},"""... Si llega la medianoche mientras el interruptor está en esta posición, los explosivos detonarán."""
Ushiromiya Natsuhi,"""P-Pero ya casi es medianoche..."""
Ushiromiya Kyrie,"""En otras palabras, no es una bomba de tiempo que explota un cierto número de horas después de que la activas... Es una que solo explota a la medianoche."""
{f:5:Beatrice},"""En efecto... Ya casi es medianoche. Si lo que desean es una explosión, solo tienen que dejarlo así."""
Ushiromiya Eva,"""¡¿Quién querría eso?!... ¡Apágalo!"""
,"Hasta este momento, el único que lo sabía probablemente era Kinzo."
,La base secreta de Rokkenjima había comenzado como una base para submarinos.
,"Sin embargo, cuando ese plan quedó estancado, se redefinió como una base de alto secreto para la defensa nacional."
,Se había elaborado un gran plan para que el ejército y la marina realizaran un ataque de pinza contra las fuerzas estadounidenses si estas últimas decidían desembarcar en la playa de Kujuukuri y avanzar hacia Tokio.
,"Como carta de triunfo de esta masiva maniobra defensiva, la marina comenzó a almacenar grandes cantidades de explosivos y combustible en absoluto secreto."
,Y la base de Rokkenjima era el lugar donde se almacenaban.
,El peso total de los explosivos enterrados fue de novecientas toneladas.
,"Además, temiendo que los estadounidenses pudieran descubrir los secretos de la isla y apoderarse de los explosivos, instalaron un sistema para la autodestrucción de toda la isla..."
,"Kinzo, que sabía de todo esto, decidió no solo mantener activo este sistema de autodestrucción, sino conectarlo a este extraño reloj que podría causar la explosión cualquier día a medianoche."
,"... Kinzo es famoso por acumular fondos utilizando una gran reserva de oro, para posteriormente usarlos en múltiples apuestas jugándoselo todo, una tras otra."
,¿Qué significaban para él sus reservas de oro... y las novecientas toneladas de explosivos en la isla?
,"En este punto, solo podemos especular. Quizás la verdadera fuente del alocado poder de Kinzo... no era el oro después de todo."
,"Tal vez era este dispositivo, con el que podría borrarse a sí mismo y a toda esta isla de la existencia si perdía una gran apuesta y todo lo que poseía."
,Debió haber estado arriesgando el oro y todo lo que tenía en cada momento de su vida...
,Kinzo probablemente había mirado este reloj en ocasiones... tal vez accionando el interruptor y dejando que el reloj siguiera corriendo.
,"Siempre que las cosas se ponían difíciles y él se quedaba atascado, tal vez se escondía aquí y activaba el interruptor..."
,Podría haberse impuesto como regla que destruiría todo si no se le ocurría un plan brillante antes de que llegara la medianoche.
,"Miraría la montaña de oro, escuchando como el tictac del reloj lo acercaba cada vez más a su muerte mientras buscaba alguna idea..."
,"Quizás el verdadero estudio de Ushiromiya Kinzo no era el de la mansión, sino este lugar..."
Ushiromiya Rudolf,"""... Todo este mecanismo suena típico de papá... En ese caso, es posible que cada vez que... se preocupaba por algo, nosotros, los niños, también estábamos en riesgo..."""
Ushiromiya Rosa,"""Tratándose de padre... no sería impensable..."""
{f:5:Beatrice},"""Ahora este dispositivo les pertenece a todos ustedes... Si quieren una enorme explosión, úsenlo cuando gusten."""
Ushiromiya Hideyoshi,"""¡¿'Tás loca?!... ¡¿Quién querría una gran explosión?!..."""
Ushiromiya Kyrie,"""... Estos explosivos tienen medio siglo de antigüedad, ¿verdad? ¿De verdad explotarían?"""
{f:5:Beatrice},"""Sí, por supuesto. Los explosivos y las mechas todavía funcionan... Los he probado yo misma."""
Ushiromiya Natsuhi,"""¿Los probaste?..."""
Ushiromiya Rudolf,"""... ¿Podría ser... eso?"""
Ushiromiya Krauss,"""Sí, finalmente entiendo. Así que por eso el santuario desapareció sin dejar rastro..."""
,"Este verano, el santuario había desaparecido sin dejar rastro, junto con el arrecife que se encontraba debajo."
,"Aunque pensaron que era extraño que las olas pudieran haberlo destruido sin dejar rastro, nadie le había prestado mucha atención."
,"Y ahora, esta pieza encaja perfectamente en el hueco dejado por esa extraña sensación..."
{f:5:Beatrice},"""En efecto... Usé ese santuario para probar si los explosivos todavía funcionaban después de medio siglo. Creo que todos son conscientes del resultado."""
Ushiromiya Natsuhi,"""..."""
{f:5:Beatrice},"""La pequeña cantidad que usé fue suficiente para hacer desaparecer todo el arrecife. Como seguro pueden imaginar, novecientas toneladas de eso causarían una explosión lo suficientemente grande como para reescribir el mapa..."""
Ushiromiya Krauss,"""... Si ocurriera una explosión como esa, seguramente todos moriríamos. Pero ¿qué hubieras hecho tú? Por algún motivo dudo que tuvieras la intención de morir junto al resto nosotros..."""
{f:5:Beatrice},"""Esta habitación VIP subterránea está conectada a un pasaje subterráneo de los restos de la base militar. Si sigues recto por ahí, llegarás a la mansión oculta en el lado opuesto de la isla, Kuwadorian. Está a unos dos kilómetros de distancia. Si llegas hasta allí, debería ser posible escapar de la explosión."""
Ushiromiya Kyrie,"""... Ya veo. Así que planeabas escapar allí justo antes de la explosión."""
{f:5:Beatrice},"""Solo he dicho que tal cosa es posible... Puede que no lo crean, pero si el noveno crepúsculo hubiera terminado antes de que alguno de ustedes pudiera resolver el acertijo... planeaba morir junto con todos."""
Ushiromiya Rudolf,"""... Hay algo seriamente mal en esta chica..."""
Ushiromiya Eva,"""Está demente... ¡No tiene sentido pensar en ello! ¡Si no hubiéramos resuelto el epitafio, ella habría usado esas armas, o tal vez ese interruptor, para masacrarnos a todos! ¡¡No tengo ninguna duda!!"""
{f:5:Beatrice},"""Tienes razón... Han terminado este juego de la mejor manera posible, sin que haya habido ni una sola víctima... Deseo transmitir mi respeto y admiración. Aunque fue un esfuerzo de siete personas, solo les tomó una noche resolver el acertijo que a mí me llevó mucho tiempo resolver... Eso es digno de alabanza."""
Ushiromiya Krauss,"""También te admiro por tu gracia y honestidad ante la derrota... Aún no hemos decidido que vamos a hacer contigo, pero espero hacer todo lo posible para llegar a un acuerdo caballeroso."""
{f:5:Beatrice},"""... No se preocupen más por mí. Como alguien que ya estaba preparada para matarlos a todos y morir en el proceso, ya soy uno de los muertos."""
,"La Bruja Dorada {f:5:Beatrice} resolvió el epitafio, llegó a esta habitación y revivió."
,Y ahora... Nuevas personas habían resuelto el acertijo y llegaron a esta sala... así que su papel había terminado.
,Cuando el acertijo del epitafio fue resuelto... la ilusión de la bruja creada por {f:5:Beatrice} terminó.
,Lo más probable es que nadie en esta sala sería capaz de comprender su trágica resolución.
,"... Probablemente, ella era la única que podía entenderlo."
,"Mientras los muchos yo dentro de ella comprendieran, eso sería suficiente."
,... Soy un ser y a la vez muchos.
,"Me entregué a la ruleta mágica de infinitas posibilidades.{n}El resultado, la respuesta, es esta.{n}Esto es lo que me han demostrado las cartas del tarot conocidas como el ritual del epitafio."
,... {f:5:Beatrice} ya está muerta.
,Ellos no la mataron.{n}Fui yo quien la mató... de acuerdo con el mandato del destino.{n}Ellos nunca lo entenderán... por toda la eternidad.
,...
,"La bruja se quedó mirando el techo sin hablar durante un rato, luego pareció como si de repente hubiera recordado algo."
,Ella agarró las mangas de su vestido y sacó una especie de tarjeta.
{f:5:Beatrice},"""Oh, sí. Lo olvidé... No necesitó dinero después de haber muerto. También les daré esto."""
Ushiromiya Rosa,"""... ¿Una tarjeta de efectivo?"""
{f:5:Beatrice},"""He convertido una parte del oro en efectivo. Esto es para la cuenta donde está el dinero."""
Ushiromiya Hideyoshi,"""Ya veo. Así que esta es la energía mágica de la Bruja Dorada."""
Ushiromiya Krauss,"""¿Cuánto hay en la cuenta?"""
{f:5:Beatrice},"""He olvidado la cifra exacta. Sin embargo, hay más de mil millones de yenes."""
Ushiromiya Rudolf,"""¡Mil millones!... ¡Eso sí que es magia!"""
Ushiromiya Kyrie,"""Cierto. No hay nada que no puedas hacer con tanto dinero."""
{f:5:Beatrice},"""Muy cierto. La magia más poderosa para contrarrestar la toxina anti-magia de los {y:0:Humanos}{n:0:humanos}, es esta magia de oro... Es posible que esta tarjeta tenga mayor poder que los lingotes."""
Ushiromiya Krauss,"""Ciertamente. El dinero en efectivo sería mucho más agradable que los lingotes."""
{f:5:Beatrice},"""Aquí tienen... Ya no necesito esto."""
,La tarjeta que ella ofreció... no fue tomada por nadie.
,¿Quién entregaría una tarjeta con mil millones de yenes dentro?
,"La montaña de oro, el dispositivo para volar la isla, la tarjeta con mil millones de yenes... Todo esto superaba su comprensión."
,Así que... nadie pudo atreverse a tomarla.
Ushiromiya Eva,"""... No me agrada."""
{f:5:Beatrice},"""... ¿Qué es lo que no te agrada?"""
Ushiromiya Eva,"""Miren aquí, hay una montaña de oro. También apagaré los explosivos y ya que estamos les daré una tarjeta con mil millones de yenes... Suena demasiado bueno para ser verdad... Estás tratando de engañarnos de alguna manera, ¿no es así?"""
{f:5:Beatrice},"""No tengo ningún deseo de engañarlos, pero no intentaré obligarte a creer... Les he ofrecido todo, les he revelado todo. A partir de ahora, lo que crean o lo que hagan es decisión suya, nuevos dueños del oro. Son libres incluso de no creer nada de lo que digo y abandonar este lugar."""
Ushiromiya Krauss,"""Eva. No puedo imaginar que ella esté mintiendo."""
Ushiromiya Eva,"""¡¿Y cómo puedes saber eso?! ¡No me gusta lo relajada que está actuando! ¡Es como si pensara que ya ha ganado!... ¡¡Se me acaba de ocurrir algo justo ahora!! ¡¿Qué pasaría si estuviera mintiendo sobre cuál es el lado ‘apagado’ del interruptor?!"""
Ushiromiya Rosa,"""¿Q-Qué quieres decir, Nee‐san?..."""
Ushiromiya Eva,"""¡Hace apenas un segundo, esta mujer accionó el interruptor, diciendo que apagaría la bomba! ¡¿Pero qué pasaría si en realidad eso acaba de activarla?! Resolvimos el acertijo, así que pusiste el interruptor de la bomba en ‘encendido’, tratando de hacernos explotar junto con los demás, ¡¿cierto?!"""
{f:5:Beatrice},"""... Si eso es lo que piensas, siéntete libre de mover el interruptor del reloj. Será medianoche en un minuto... El reloj te mostrará la verdad."""
Ushiromiya Eva,"""¿Q-Qué dijiste?..."""
Ushiromiya Rudolf,"""O-Oye, ¿qué se supone que debemos hacer?... ¿La bomba está puesta en ‘encendido’? ¡¿O en ‘apagado’?!"""
Ushiromiya Krauss,"""¡No creo que esté mintiendo!... Está desactivada. ¡No deberíamos moverlo!..."""
Ushiromiya Eva,"""¡¡Pero no me agrada!! ¡¿Por qué está tan resignada a su destino?! ¡¿Por qué nos ofrece cosas una tras otra?! ¡¡Nos está engañando para ganar tiempo!! ¡¡Quiere ganar tiempo hasta la medianoche para poder arder junto con nosotros!!"""
{f:5:Beatrice},"""..."""
Ushiromiya Rosa,"""¿Y-Y qué hay del interruptor en sí? ¿Hay alguna manera de saber si está encendido o apagado?..."""
,En la parte superior del reloj antiguo había un interruptor de metal que podía deslizarse hacia la derecha o hacia la izquierda.
,"Actualmente, estaba hacia la izquierda."
,"Sin embargo, no había marcas en particular en ninguno de los lados que indicaran qué lado era ""apagado"" y cuál era ""encendido""."
Ushiromiya Rudolf,"""¡¡Oye, dinos la verdad!! ¡¿De qué lado se apaga?!"""
{f:5:Beatrice},"""... Izquierda. En este momento está apagado."""
Ushiromiya Eva,"""¡Rudolf, idiota! ¡¿Realmente esperas una respuesta honesta de ella?! ¡¡Es lo opuesto... Tiene que serlo!! ¡¡El lado derecho debe ser para apagarlo!!"""
Ushiromiya Rosa,"""¡¡Y-Ya no nos queda tiempo, Nee‐san!!..."""
Ushiromiya Krauss,"""¡¡Detente, Eva!! ¡No toques el interruptor! ¡¡Ya está apagado!!"""
Ushiromiya Natsuhi,"""¡¡Eva‐san, quita tu mano de ahí!!"""
Ushiromiya Kyrie,"""Estoy de acuerdo. Ahora está apagado. Si hubiera querido matarnos con una bomba, no nos lo habría dicho."""
Ushiromiya Eva,"""¡¡¡...!!! ¡¡B‐{f:5:Beatriceeeeeee}...!! ¡¡¡No creas que puedes engañarme!!!..."""
{f:5:Beatrice},"""... Cinco... cuatro... tres..."""
Ushiromiya Eva,"""¡¡¡Nng, aah... aaaaaaaaaarrrrgggghh!!!"""
,El segundero del reloj... marcaba más allá de la medianoche.
,El 4 de octubre terminó... y el telón se levantó el 5 de octubre de 1986...
,El interruptor seguía apuntando hacia la izquierda.{n}...  Se había demostrado que las palabras de la bruja eran correctas.
{f:5:Beatrice},"""... ¿Me he ganado tu confianza ahora?..."""
Ushiromiya Eva,"""¡M‐Maldita zorra!"""
,"Con una expresión horrible y cubierta de sudor, Eva le arrebató la tarjeta de efectivo de la mano a la bruja."
Ushiromiya Eva,"""... ¿Qué hay de la libreta bancaria y el sello? ¡No podemos retirar nada con solo una tarjeta!"""
{f:5:Beatrice},"""Todo lo que necesitan es el PIN. Tiene ocho dígitos."""
Ushiromiya Eva,"""¡¡E-Espera un segundo!! ¡¡Voy a escribirlo!!..."""
,Eva y Kyrie sacaron un bolígrafo y un bloc de notas y comenzaron a escribir el número de ocho dígitos que les dijo la bruja.
{f:5:Beatrice},"""... Eso es todo lo que tengo que decirles y darles... No diré nada más. Todas mis tareas han sido completadas."""
,"Después de decir esto, la bruja se dio la vuelta... y se sentó en la cama."
,Ella ya ni siquiera miraba a los demás.
,"Ella estaba sentada allí como una cascarón vacío que, tal como había dicho, había terminado todo lo que existía para hacer..."
,"Durante un rato, todos observaron a la bruja para ver si recordaba algo más y comenzaba a hablar."
,"Sin embargo, no dijo nada más."
,"La bruja, que se había hecho llamar una de las muertas, ahora era poco más que una gran muñeca francesa que vestía un vestido negro..."
,"El oro es la única encarnación física de la magia que puede aparecer en el mundo humano.{n}Desde la antigüedad, incluso un pequeño fragmento de él podía controlar a los hombres con su magia."
,"En ese caso, ¿cuánto poder mágico habitaría en él... si estuviera amontonado en una montaña tan alta que tendrías que mirar hacia arriba para ver la cima?"
Ushiromiya Eva,"""¡No seas tonto, lo dividiremos equitativamente! ¡¿No es esa la solución obvia?!"""
Ushiromiya Krauss,"""¡¿No habíamos acordado que la mitad de esta montaña me pertenecería y la otra mitad se dividiría entre ustedes tres?!"""
,"Los gritos de la gente que bailaba alrededor del oro resonaron por toda la sala subterránea...{n}Frente a la montaña de oro, discutían sobre cómo dividirlo."
Ushiromiya Eva,"""¿Podrías haber resuelto el acertijo tú solo, Nii-san? No podrías haberlo hecho, ¡¿verdad?! ¡Los cuatro hermanos lo solucionamos juntos! ¡¡Por supuesto que lo dividiremos en cuatro partes iguales!!"""
Ushiromiya Natsuhi,"""¡Cobardes! ¡¿No fueron ustedes los primeros que hicieron esa propuesta sobre la distribución del oro?! ¡¿Cómo pueden descartar eso tan fácilmente?!..."""
Ushiromiya Rudolf,"""¿De verdad crees que estás en posición de negociar? ¡¿Cuando fueron ustedes los que ocultaban la muerte de papá?!..."""
Ushiromiya Rosa,"""¡¡E-Eso es cierto, es verdad...!! ¡Nos han estado estafando todo este tiempo, tratando la riqueza de padre como si les perteneciera solo a ustedes!..."""
Ushiromiya Kyrie,"""Todo lo que tienen que hacer es dividir el oro en partes iguales y nos olvidaremos del asunto. Suena bastante justo para mí."""
Ushiromiya Krauss,"""Bueno, si van a decir eso, intentemos dividirlo en cuatro partes. Siéntanse libres de dividir esta montaña de oro en cuatro y de llevarse su parte a casa."""
Ushiromiya Krauss,"""¡Espero que tengan bolsillos que puedan cargar 2.5 toneladas de lingotes!... Parece que todos han enloquecido por el oro y han perdido toda capacidad de hacer juicios racionales."""
Ushiromiya Hideyoshi,"""¿Qué quieres decir con eso, Krauss nii‐san?"""
Ushiromiya Krauss,"""Miren este lingote. Como pueden ver, no hay marcas oficiales, solo la cresta de padre... ¿Cómo pretenden convertir el oro sin marcar en efectivo?"""
Ushiromiya Rudolf,"""Nnn... bueno..."""
Ushiromiya Krauss,"""¿Finalmente te diste cuenta? Esta montaña de oro bien podría valer 20 mil millones de yenes. Sin embargo, eso solo si puedes cambiarlo por dinero en efectivo. ¡¿Alguno de ustedes es capaz de liquidar tantos lingotes desconocidos y sin marcar al tipo de cambio adecuado sin que se sepa nada al respecto?!"""
,"Si se tratara de un collar o un anillo, cambiarlo por dinero en efectivo habría sido un problema manejable."
,"Sin embargo, hacer eso con varias toneladas de oro sin marcar que no se pueden hacer públicas... sería imposible para cualquier persona normal."
,"... Sin embargo, Krauss podía hacerlo."
,"Entre los varios socios comerciales que habían sido cercanos a la familia desde la generación de Kinzo, había algunos que tenían vínculos con el mercado negro y suficiente influencia financiera."
,Los mil millones de yenes vinculados a la tarjeta de efectivo que la Bruja Dorada había entregado también era dinero que había sido liquidado a través de una de las conexiones de Kinzo...
,"Sin embargo, ninguno de los otros hermanos tenía conexiones de ese tipo."
,Tendrían que confiar en Krauss para cambiar el oro por dinero en efectivo.
Ushiromiya Krauss,"""Finalmente se están dando cuenta. Me disculpo por ocultar todas esas cosas sobre padre. Sin embargo, su posición no es tan fuerte como para que puedan usarla en mi contra."""
Ushiromiya Eva,"""... ¡¿¡¿D-De verdad crees que esa pequeñez te da la ventaja?!?!"""
Ushiromiya Krauss,"""¿Qué pretendes hacer con ese arma? Por favor, deja esa cosa peligrosa a un lado."""
,Eva agarraba el arma con tanta fuerza que parecía que se iba a romper.
,... Las cuatro armas que la bruja había colocado en esta habitación ahora estaban en manos de los familiares.
,"Así como el oro había llevado sus corazones por mal camino, parecía que estas armas tenían el poder mágico de hacer que sus corazones sucumbieran a la violencia..."
,"Finalmente, surgió una pelea entre Eva y Krauss."
,"A un lado, Natsuhi comenzó a discutir con Rudolf y su esposa, y la gran habitación VIP subterránea se llenó de una cacofonía de arrebatos de ira..."
Ushiromiya Ange,"""..."""
,El rostro de Ange comenzaba a distorsionarse de dolor después de verse obligada a ver esta escena durante tanto tiempo.
,"Era natural, después de que le mostraran esta discusión abusiva entre sus padres y sus otros familiares."
Ushiromiya Lion,"""... ¿Qué demonios...?"""
,"Para Lion también fue doloroso.{n}Si tan solo fuera posible, Lion habría intentado intervenir y calmarlos."
,"El oro no iría a ninguna parte. Si se tomaran su tiempo y lo pensaran con calma, podrían resolverlo."
,"Eva y los demás habían argumentado que necesitaban mucho dinero antes de fin de año, lo cual era comprensible."
,"Sin embargo, la tarjeta de efectivo de mil millones de yenes sería más que suficiente para pagar eso."
,"Con sus gastos de emergencia cubiertos, podrían liquidar el oro a su gusto y luego dividirlo entre ellos."
,"Claro, tal vez Krauss era el único capaz de convertir el oro. Eso podría darle una ventaja sobre los otros hermanos."
,"Sin embargo, este oro no podía negociarse por medios abiertos. Además de atraer la atención pública, también daría lugar a diversos problemas legales."
,Era mejor que este dinero secreto permaneciera en secreto.
,"Si querían obtener las porciones más grandes posibles, entonces todos deberían estar de acuerdo en no decirle a nadie sobre este oro."
,"En otras palabras, para maximizar sus ganancias, necesitaban un acuerdo entre caballeros según el cual todos guardarían el secreto."
,"Krauss tenía una ligera ventaja. Sin embargo, era posible que los demás familiares se negaran a cooperar y le contaran al mundo sobre el oro."
,Y también... hay que considerar el ocultamiento de la muerte de Kinzo.
,"Krauss era un inversor. No solo necesitaba influencia financiera, sino también un cierto grado de confianza pública."
,Su ventaja no era lo suficientemente grande como para actuar de manera tan autoritaria.
Ushiromiya Lion,"""... La montaña de oro... ha hecho que todos pierdan su capacidad de pensar racionalmente... Esta no es una discusión entre adultos... Es solo una pelea entre niños."""
Ushiromiya Ange,"""¿Qué tiene de divertido mostrarnos esto?... ¿O es este el juego de alguna bruja nueva?... ¡¿Están riéndose mientras nos miran sufrir desde algún lugar?!"""
Ushiromiya Lion,"""..."""
,"A estas alturas... ni siquiera yo tenía idea de quién nos estaba mostrando esto, o con qué propósito."
,"Por lo menos, no parece que este nuevo cuento esté repleto de afecto."
,"... Al principio, pensé que era una historia de un mundo hermoso donde no ocurría ningún crimen, ya que Clair había superado todos sus arrepentimientos."
,Pero algo es diferente.
,Esta historia está claramente llena de malicia hacia nosotros.
,Ahora puedo ver eso con claridad... pero no tengo idea de quién querría mostrarnos esto.
,"De repente, una fuerte explosión resonó."
,... No parecía el sonido de un disparo.
,Después de todo... la mayoría de las personas que viven una vida normal nunca escuchan ese sonido.
,"*goteo*, *goteo*goteo*goteo*.{n}Se escuchó sonido de las gruesas gotas de lluvia golpeando el suelo."
,... Pero no había lluvia en esta habitación subterránea.
,... Era el sonido de la sangre goteando... del ojo derecho de Natsuhi.
,La bala había entrado por su ojo derecho... hacia la parte posterior de su cabeza...
Ushiromiya Krauss,"""¿N‐Natsuhi?..."""
Ushiromiya Eva,"""... E-Es culpa tuya... por lanzarte hacia mí..."""
,El arma... que cayó de las manos de Eva... aterrizó en el suelo con un fuerte ruido metálico.
,"Como en respuesta a ese sonido, la cabeza de Natsuhi giró lentamente para mirar al techo..."
