Speaker,Spanish (ES)
,Al decirlo con el mismo tono de sus payasadas habituales Beato tuvo que pedir que lo dijeran de nuevo.
{f:5:Beatrice},"""¿Q-Qué... está pasando?..."""
Zepar,"""Como sabes, el Lord de este territorio tiene su corazón sellado y no puede hablar."""
Furfur,"""¡Parece que la hermosa Lady {f:5:Erika} va a convertirse en su esposa y le ayudará en su trabajo!"""
,Los dos demonios le explicaron la situación de una forma simple pero dramática.
,... Ya sé lo que está pasando.
,"Están planeando sacar ventaja del hecho de que el corazón de Battler está sellado... y utilizar el matrimonio para encerrar su cuerpo, para poder robarle todo..."
,A este ritmo la posición de Battler como Game Master y su anillo de Lord Territorial serían robados...
{f:5:Beatrice},"""Maldita ladrona, ¡¡piensa que puede hacer lo que quiera!!... ¡Vamos a recobrarlo! Esto no me concierne, pero si te afecta, ¡entonces es asunto mío también!"""
Zepar,"""¡No sirve de nada solo traer su cuerpo de vuelta! Después de todo, ¡la gran Lady {f:5:Bernkastel} ya ha firmado el certificado de matrimonio como testigo!"""
Furfur,"""Con una gran bruja del senado como testigo, ¡ninguno puede deshacer la unión excepto aquellos que forman parte de ella!..."""
{f:5:Beatrice},"""... Así que, como pensé... a menos que rescate el corazón de Battler-san de esa habitación cerrada... no hay nada que lo pueda salvar..."""
Zepar,"""¡Entonces encuentra una forma de sacarlo de esa habitación cerrada!"""
Furfur,"""¡¿Vas a robar al novio?! ¡¡Ah!! ¡¡Qué maravilloso!!"""
{f:5:Beatrice},"""... Si puedes hacerlo, sería un relato lo suficientemente hermoso para la ópera. Sin embargo, esta habitación cerrada que sella a Battler es bastante difícil..."""
{f:5:Beatrice},"""La única salida es la puerta. Y si la cadena no está puesta, su fuga no será aceptada..."""
Zepar,"""Y por encima de eso, ¡la cadena no puede ser puesta desde el exterior!"""
Furfur,"""¡Y ya no queda nadie para intercambiar su lugar con él!"""
{f:5:Beatrice},"""... No importa cuánto pienses en ello, ¡estamos atascadas!"""
{f:5:Beatrice},"""Si nos rendimos... no seremos capaces de salvarlo. La única cosa que podemos hacer para salvarlo ahora es seguir pensando."""
,"Aunque Beato parecía a punto de ponerse a llorar, apretó sus puños con fuerza."
,Estaba tan frustrada con su incapacidad de pensar en un plan brillante... que su corazón parecía a punto de estallar...
{f:5:Beatrice},"""... Zepar y Furfur, ustedes son conocidos como dos de los demonios más poderosos. Dicen que su magia puede hacer posible lo imposible... ¡¿no podrían usar su poder y sabiduría para elaborar un plan para aplastar esta habitación cerrada imposible?!..."""
Zepar,"""Sí, ¡el amor puede lograr cualquier cosa imposible!"""
Furfur,"""Si no puedes conseguir algo, significa que no tienes amor suficiente!"""
{f:5:Beatrice},"""... Escuchar eso... duele..."""
Zepar,"""¡Pero nos emociona la fuerza de voluntad que impide que se rindan!"""
Furfur,"""Y porque la tienen, ¡estamos seguras de que pueden lograr un milagro!"""
{f:5:Beatrice},"""... ¡¿No pueden darnos al menos una pista sobre ese mialgro?! Nos conocemos desde hace mucho... ¿No puede darle al menos una pista a mi hermana pequeña como regalo de despedida?"""
,"""""Siempre estamos dando pistas."""""
Zepar,"""¡Sin amor—"""
Furfur,"""No pueden ser {y:1:‘vistas’}{n:1:vistas}!"""
{f:5:Beatrice},"""... Y les digo que nos las muestren porque no podemos {y:1:‘verlas’}{n:1:verlas}... Estos dos son siempre así. Ayudan a evitar el aburrimiento, pero pueden ser muy irritantes en momentos como este."""
,Zepar y Furfur ciertamente eran demonios que poseían un gran poder.{n}El poder del amor que ellos concedían había creado varios milagros en el pasado... milagros tan grandes que dejaron una huella en la historia de la humanidad.
,"Sin embargo, esos milagros nunca se dieron con facilidad."
,"Darían pruebas, dirían acertijos y, a veces, ayudarían a que la verdad se realizara... para que aquellos que deseaban poder pudieran crearlo por sí mismos."
,"No importa cuán penosos fueran los ojos que los miraban, los dos demonios nunca darían su poder por lástima."
,"Como es con Dios, es con los demonios... Ellos ayudan a los que se ayudan."
{f:5:Beatrice},"""Ya veo... Pensaré sobre ello yo misma... lo haré... indudablemente..."""
{f:5:Beatrice},"""¡¿Ven, demonios?! ¡Esta es una chica de corazón puro!... Como los demonios del amor, ¡¿no les duele ni un poco el corazón?! ¡Denos una pista!... ¿O podrían al menos darnos una pista de una pista?"""
,Zepar y Furfur se miraron el uno al otro.
,"... Por supuesto, no había lástima en sus rostros. Sin embargo, parecía que, a pesar de que encontraban el problema divertido, estaban considerando el siguiente paso."
Zepar,"""¡¿Qué haremos, Furfur?!"""
Furfur,"""¡¿Podemos dar una pista de una pista?!"""
{f:5:Beatrice},"""Sí, no hay ningún problema con eso, ¡así que dénnosla!"""
,"""""¡Muuy bien! ¡Aquí tienes un regalo de Zepar y Furfur! ¡¡Una pista de una pista de amor!!"""""
{f:5:Beatrice},"""¡¡P-Por favor!!..."""
Furfur,"""No pueden {y:1:‘ver’}{n:1:ver} la respuesta..."""
Zepar,"""¡Porque no tienen suficiente amor!"""
{f:5:Beatrice},"""¡Les... les dije que no queríamos una pista como esa!"""
Furfur,"""¡¡Y si no tienen suficiente amor...!!"""
Zepar,"""¡¿Por qué no observan a los enamorados que sí lo tienen?!"""
Furfur,"""Sí y, afortunadamente, ¡tenemos dos grupos de enamorados aquí mismo con nosotros!"""
Zepar,"""¡¿Por qué no echamos un vistazo a su lucha por el amor?!"""
,"""""¡¡Deberían observar y estar atentas a nuestro juego!!"""""
{f:5:Beatrice},"""¡¡Como dije!! ¡No queremos una pista como esa!"""
,"Beato la mayor les gritó, pidiendo una pista más tangible."
,"Sin embargo, Zepar y Furfur simplemente se rieron... mientras corrían como ratas."
,... Sin embargo... Beato tomó su pista... como algo serio.
,Ahora que las dos Beatos estaban fuera de ella... la segunda prueba sería entre George y Shannon... y Jessica y Kanon.
,"""Separar a los dos que están unidos""."
,"En otras palabras, vencer a uno de los miembros del otro equipo."
,"Está permitido usar cualquier método que quisieran. Podía ser un duelo o podría ser piedra, papel o tijera."
,"... Los cuatro se habían alternado entre hablar juntos y luego dividir y discutir las cosas entre sus equipos, y al parecer, se llegó finalmente a una decisión."
Ushiromiya George,"""... Zepar, Furfur. ¿Tienen un segundo?"""
Zepar,"""¡¡Oh, por fin nos han llamado!!"""
Furfur,"""Así que, ¡George! ¡¿Han decidido el formato del duelo?!"""
,"No importaba lo mucho que los dos demonios se burlaran de los cuatro, sus serias expresiones no cambiaron..."
Shannon,"""... Sí. Hemos decidido que será... un único duelo."""
Kanon,"""Será un duelo entre Shannon y yo."""
Zepar,"""Es curioso. Para un duelo uno contra uno habíamos pensado—"""
Furfur,"""Que lucharían George y Jessica."""
Ushiromiya Jessica,"""... Esos dos querían hacerlo ellos mismos, y no cambian de opinión."""
Ushiromiya George,"""Como hombre, no soporto no poder hacer otra cosa mas que mirar... Sin embargo, la determinación de Shannon no vacilará. Así que no tenemos más remedio que respetar sus decisiones y creer en ellos..."""
Ushiromiya Jessica,"""... Kanon-kun..."""
Kanon,"""Muchas gracias... por creer en mí. Siempre he pensado que... si algún día teníamos que enfrentarnos directamente... esta era la forma en la que se debía hacer."""
Shannon,"Y nos dimos cuenta de que... ese día es hoy... Por supuesto, podríamos haber sido capaces de evitar el día de hoy."""
Kanon,"""Sin embargo... este día ha llegado. Así que no vamos a salir corriendo."""
Ushiromiya Jessica,"""... Tienes razón... Me quedaré aquí."""
Ushiromiya George,"""Yo también... Creo en Shannon. Así que no diré nada más... E incluso si Shannon es la que está luchando en el duelo... nuestro poder es uno. Así que lucharemos juntos."""
Shannon,"""... Sí, es cierto... Simplemente estoy hablando por nosotros dos."""
Zepar,"""Si los enamorados han decidido—"""
Furfur,"""Incluso nosotros, lo demonios, no nos meteremos en esto."""
Zepar,"""Así que, ¿cómo les gustaría resolver este duelo?"""
Furfur,"""No querrás decir... que desean tener un verdadero “duelo”, ¿verdad?"""
,Sannon y Kanon asintieron a la vez.
Zepar,"""... ¿Y el método?"""
Kanon,"""Eso no importa, siempre y cuando se trate de una lucha a muerte."""
Shannon,"""Si es posible, nos gustaría que fuera pacífica y sin dolor. Y nos gustaría evitar herirnos innecesariamente entre nosotros antes de que uno muera."""
Furfur,"""... Zepar. Debemos ser los que supervisemos este noble duelo."""
Zepar,"""Es verdad... Lo entendemos. ¡Vamos a proponer un duelo noble, que honrará sus nobles espíritus!"""
,"Cuando Zepar aplaudió, un estuche con un diseño antiguo apareció en el aire y cayó entre Shannon y Kanon."
,"Furfur asintió en dirección a ellos, instándoles a que lo abrieran."
,Kanon se agachó y abrió el estuche.
,... Había unas antigüedades en el interior. Se verían espléndidas colgadas en la pared de una cafetería elegante.
,"Sin embargo, ahora no eran un simple adorno."
Ushiromiya Jessica,"""... E-Esas son..."""
Ushiromiya George,"""Ya veo... Son perfectas para un duelo..."""
,"Dentro del estuche, había un par de pistolas para duelos antiguas... del tipo que se utilizaban hace cientos de años."
,"Sí, este era un estuche de pistolas de duelo... que solo podría ser abierto por aquellos que querían una lucha a muerte."
Zepar,"""Tienen una bala cada uno. Como pidieron, las hemos imbuido con magia."""
Furfur,"""Tienen balas mágicas, que producirán una muerte segura y sin dolor, no importa en qué lugar del cuerpo los golpeen."""
Shannon,"""... Muchas gracias. Son... muy misericordiosos."""
Kanon,"""¿Y qué pasa si los dos fallamos?"""
Zepar,"""Normalmente, eso sería un empate... Sin embargo, tal cosa no está permitida en nuestra prueba."""
Furfur,"""Si ambos fallan, volverán y les daremos nuevas balas. Esto se repetirá hasta que uno de ustedes esté muerto."""
Kanon,"""... Ninguna objeción."""
Shannon,"""Yo tampoco... Estoy feliz. Esto significa que finalmente podremos—"""
,"""""Resolver esto."""""
Zepar,"""Ushiromiya George, te reconozco como el testigo de Shannon... no, como el testigo de Sayo."""
Ushiromiya George,"""... Entendido."""
Furfur,"""Ushiromiya Jessica, te reconozco como la testigo de Kanon... no, como la testigo de Yoshiya."""
Ushiromiya Jessica,"""¡S-Sí!..."""
,"""""¡Somos los responsables de este duelo! ¡¡Es nuestra responsabilidad que en este se llegue a una decisión, no importa cuál!!"""""
,"Cuando Zepar y Furfur gritaron estas palabras... toda la zona quedó cubierta por una luz de color dorado, y cuando se aclaró... se convirtió en un jardín donde las rosas doradas florecían..."
{f:5:Beatrice},"""Un duelo sobre amor, ¿eh?... Qué pasados de moda están... He visto muchos duelos de pistolas durante mis miles de años, pero nunca he visto uno como este."""
{f:5:Beatrice},"""... ¿Porque está siendo supervisado por los demonios?..."""
{f:5:Beatrice},"""No... Un duelo sobre amor es normalmente una pelea entre dos personas enamoradas de la misma persona. Sin embargo, aquí tenemos una pareja de enamorados luchando contra otra pareja de enamorados... Esto es bastante extraño."""
{f:5:Beatrice},"""Estoy segura... de que es porque quieren el milagro de la magia... Parece que no podemos tener éxito en el amor sin ese milagro..."""
{f:5:Beatrice},"""... ¿Sabes cuál es el número mínimo de personas para crear un universo?"""
{f:5:Beatrice},"""... ¿Eh? N-No, no lo sé..."""
,"Shannon y Kanon tomaron cada uno una pistola del estuche, volvieron con sus respectivos testigos y verificaron las armas."
,"Entonces, cuando los dos decidieron que no había ningún problema... lo comprobaron una vez más para estar seguros de que el otro estaba preparado para el duelo... y asintieron."
Zepar,"""Si no hay problemas, que los duelistas se pongan espalda contra espalda... entonces caminen un número determinado de pasos en dirección contraria del otro."""
Furfur,"""Entonces, el duelo empezará con nuestra señal... Zepar, ¿cuántos pasos deben dar?"""
Zepar,"""... Buena pregunta... Bueno, a lo mejor deberíamos escoger un número que esté estrechamente relacionado con este duelo."""
Furfur,"""¿Un número estrechamente relacionado?... ¿Qué número es?"""
Zepar,"""Es un número que conocemos bien... ¡¡Es ese número que ha sido repetido una y otra vez desde que esta historia empezó!!..."""
,"""""¡Ese número es ""19""!"""""
Shannon,"""... Ese es un número interesante..."""
Kanon,"""... Me gusta... Es un buen número para resolverlo todo."""
,19.
,"Era el número usado para referirse a la bruja cada vez que que la ilusión de una 19.ª persona era vista en esta isla, en la cual solo debía haber 18 personas."
,Este fue el número de años necesitados para crear esta historia.
,Este fue el número de años que tomó para alcanzar este inevitable día.
,Y esta era... la edad del verdadero Lord de este mundo.
Ushiromiya Jessica,"""Se pondrán de pie espalda contra espalda, entonces darán 19 pasos... y dispararán."""
Ushiromiya George,"""... Esto es bastante lejos... A esa distancia, el primero en disparar no será necesariamente quien gane."""
Shannon,"""... Si uno de nosotros dispara antes y falla... ese será probablemente su fin."""
Kanon,"""Y si acierta, este sencillo juego puede ser ganado sin siquiera hacerse un rasguño..."""
,"""""¡Bueno entonces, duelistas! ¡¡Pónganse de pie con sus espaldas juntas!!"""""
,"Shannon y Kanon lentamente caminaron el uno hacia el otro, mirándose el uno al otro."
,"Una vez se dieran la vuelta... la próxima vez que viesen la cara del otro sería en el momento en que lo matarían... Así que, esta era la ultima vez que estarían cara a cara."
Shannon,"""Gracias por todo... Tener un hermano pequeño como tú ha hecho las cosas divertidas."""
Kanon,"""... Gracias por dejarme ser yo... Gracias por enseñarme el color en mi mundo gris."""
Shannon,"""Me pregunto... ¿por qué nacimos?..."""
Kanon,"""Habría sido mejor si hubiésemos muerto justo después de haber nacido."""
Shannon,"""... Este es el pecado de nuestro padre, ¿no es así?..."""
Kanon,"""Sí. Así que él puede morirse. Dejemos que mueran todos."""
Shannon,"""Sí. Todos morirán. Sucederá muy pronto... Y justo después, todos revivirán y nosotros seremos capaces de verlos de nuevo. Ya no seremos pajaros enjaulados."""
Kanon,"""... Por fin dejaremos nuestra jaula... y volaremos hacia nuestros mundos distintos."""
Shannon,"""Debería haber tenido este duelo contigo... hace mucho tiempo."""
Kanon,"""... Sin duda, hoy es el día."""
Shannon,"""Sí. Es hoy."""
Kanon,"""5 de Octubre de 1986... El día predestinado."""
Shannon,"""El día que uno de nosotros morirá."""
Kanon,"""... O a lo mejor los dos dispararemos a la vez y los dos moriremos,"""
Shannon,"""Oh, eso también podría suceder... De hecho, no es improbable en absoluto."""
Kanon,"""Cierto. Incluso si eso sucede, nuestros amores sin duda se completarán."""
Shannon,"""... ¿Realmente... tenemos que batirnos en duelo?"""
Kanon,"""Por supuesto. Lo has dicho tu misma... Deberíamos haberlo hecho antes."""
Shannon,"""Cierto... Porqué... para mí, tu eres—"""
Kanon,"""Para mí, tu eres—"""
,"{a:c: """"Solo un estorbo.""""}"
,"Por primera vez, la intención de matar destelló en los ojos de los dos."
,¿Por qué?... ¿Por qué razón?...
,¿Por qué debe llegar este día para este par... conectados por un vinculo diferente del amor como si fuesen hermanos de verdad?...
,Es un gran misterio.
,Y otro gran misterio es el cómo esto puede ser la llave... para resolver la habitación cerrada de Battler-san.
,... ¿Si yo presencio este duelo en vez de huir... podré encontrar la llave para resolver esa habitación cerrada?...
,"¿Podré, verdad? ¡Zepar-san, Furfur-san!..."
,"La catedral estaba hermosamente decorada para ser el lugar de casamiento entre el Lord Territorial, Lord {f:5:Battler}, y Lady {f:5:Erika}..."
,"Una muchedumbre de invitados llevando mascaras de cabras llenaban la catedral, esperando la llegada de los novios..."
,"Como se esperaría de una boda demoníaca, no era solemne o silenciosa... sino alegre y ruidosa, rebosante de actividad."
{f:5:Virgilia},"""... Me pregunto que está haciendo Beato."""
Ronove,"""He oído que ha ido a ver a Zepar y Furfur... Con el poder del amor, esa poderosa pareja incluso podría forzar al rey demonio a retirarse... Realmente espero que puedan ser de utilidad..."""
Gaap,"""... Yo lo sé todo~~ acerca de esos dos... Pienso que ustedes saben tan bien como yo que no entregarán su poder fácilmente."""
Ronove,"""Cierto... No obstante esa es la razón por la que son capaces de conceder un poder milagroso."""
{f:5:Virgilia},"""... En todo caso, si podemos liberar el corazón de Battler-kun de esa habitación cerrada, deberíamos ser capaces de lograr algo aquí... Las habitaciones cerradas son tu pasatiempo favorito, ¿no es así, Gaap? ¡¿Puedes pensar en algunos trucos?!..."""
Gaap,"""Esta es una peliaguda. Battler y Erika la complicaron bastante con todas esas verdades rojas... Puedo decir que es ciertamente imposible escapar desde dentro por uno mismo."""
Ronove,"""Así que, después de todo, la única manera es hacer que otra persona cambie lugares con él y ponga la cadena..."""
Gaap,"""... Si esa persona aparece, debería ser fácil salvar a Battler. Hay 11 personas, ¿cierto?"""
{f:5:Virgilia},"""Estos 11 están sellados en el segundo piso de la casa de huéspedes... ¡Si pudiésemos sacarlos de alguna manera de ahí!..."""
Ronove,"""... Ya veo... Solucionar el problema de la habitación cerrada de Battler-sama es equivalente a solucionar el problema de cualquier habitación cerrada en la segunda planta de la casa de huéspedes."""
Gaap,"""Exactamente. Limitar tus pensamientos solo a la habitación de huéspedes de Battler es como estar atrapado en una habitación cerrada mental... La habitación cerrada que debes abrir para salvar a Battler no es en la habitación de huéspedes. ¡Son las habitaciones cerradas de la casa de huéspedes!..."""
Dlanor,"""... Desafortunadamente, nosotras del Eiserne Jungfrau hemos sido designadas al cargo de las dos habitaciones de la casa de {f:5:huéspedes}."""
Gaap,"""Tch. Y ustedes se especializan en sellos y barreras..."""
Dlanor,"""No obstante, eso fue bastante impresionante, <Miss> Gaap. Te has dado cuenta que la habitación cerrada que deben destruir para salvar a Battler está en la casa de {f:5:huéspedes}... La ceremonia empezará pronto, ¿pero por qué no reconstruimos la escena como una manera de matar el tiempo hasta {f:5:entonces}?"""
{f:5:Virgilia},"""... ¿E-Estás segura? ¿Acaso esto no viola la obligación de confidencialidad que tienen como piezas de Lady {f:5:Erika}?..."""
Dlanor,"""Eso no es {f:5:problema}... estoy segura de que si ustedes confirman los sellos alrededor de la escena ahora mismo y caen en la desesperación... serán capaces de celebrar esta ceremonia más {f:5:sinceramente}."""
Gaap,"""Qué segura de ti misma... Aceptaré ese reto... Lia, vamos a tener un pequeño aperitivo antes de la ceremonia."""
Ronove,"""Con eso, queridas señoritas de Eiserne, les pedimos humildemente que reconstruyan le escena para nosotros."""
,"""""Hágase saber que oímos y obedecemos."""""
{f:5:Virgilia},"""... Esta es... la habitación de los primos."""
Dlanor,"""La habitación contigua tiene exactamente la misma {f:5:distribución}. Esto debería ser suficiente para su {f:5:inspección}."""
Ronove,"""Esta habitación tiene a... Genji, Gohda, Kanon. Y también están Krauss, Rudolf y Jessica, un total de 6 personas."""
Dlanor,"""La habitación contigua tiene a Hideyoshi, George, Shannon, Kumasawa y a Nanjo, un total de 5 {f:5:personas}."""
Gaap,"""No sean estúpidos. No importa quien esté aquí. Necesitamos encontrar como escapar de esta habitación."""
{f:5:Virgilia},"""T-Tienes razón... La puerta y las ventanas están selladas, así que tenemos que escaparnos de alguna manera hacia otro lugar..."""
Gaap,"""... ¿Saben qué? Lo sé todo sobre cómo ustedes, gente del cielo, se especializa en engañar a las personas por la fuerza para esconder hechos inconvenientes... Esta no es una habitación cerrada, ¿cierto?..."""
Cornelia,"""... Por favor, permítaseme hablar: ¡Hágase saber que las habitaciones cerradas a nuestro cargo son perfectas!..."""
Gaap,"""Tú estabas al cargo del sello de la ventana de la habitación de Kinzo el ultimo juego, ¿no?... ¿Como dejó Battler escapar a Kinzo de esa habitación?..."""
Cornelia,"""..."""
Dlanor,"""... Eso no fue {f:5:culpa} de Cornelia. La culpa recae sobre su {f:5:superior}, es decir, yo."""
Gaap,"""Esto es exactamente lo mismo que el estudio de Kinzo. Son las ventanas. Esta habitación cerrada se puede romper por las ventanas... Este truco tuyo es demasiado obvio."""
{f:5:Virgilia},"""¡¿C-Como?!... Lady {f:5:Erika} selló toda la habitación, ¿cierto?... ¡Esto significa que toda la habitación está sellada, incluídas las ventanas!..."""
Ronove,"""... Ya veo... Podría parecer que estamos malinterpretando la definición de esos sellos. No es {i:imposible} romper una habitación cerrada sellada con cinta adhesiva. No forma ninguna prisión."""
Gaap,"""Eso es, exacto... Es cierto que los sellos prueban que la habitación era una habitación cerrada. No obstante, no prueban que la habitación se {i:quedase} así. Solo prueban que es una habitación cerrada {i:siempre y cuando la cinta adhesiva no esté rota}."""
Dlanor,"""No estamos tratando de engañarlos de ninguna {f:5:forma}... Siempre y cuando la cinta adhesiva esté intacta, está garantizado que esta es una habitación {f:5:cerrada}. Eso es {f:5:todo}."""
{f:5:Virgilia},"""E-Entonces, ¡¿porque las ventanas?!... ¡¿Por qué es que podemos romper la habitación cerrada por las ventanas?!"""
Gaap,"""Es simple. Solo arrancamos la cinta adhesiva y saltamos... No sé como es la pared exterior de la casa de huéspedes, pero debe tener el suficiente punto de apoyo para un pie para que una chica pudiese trepar y pegar cinta adhesiva en el exterior sin que nadie se diese cuenta."""
Dlanor,"""... Si rompes la cinta adhesiva, nosotros inmediatamente sabríamos que el sello se ha {f:5:roto}. Y ya hemos probado que los sellos estaban intactos en el momento en el que Battler cometió el {f:5:error} de lógica."""
Gaap,"""Cierto. Es verdad que, en ese momento, probaron que los sellos no estaban rotos... Así es como nos han engañado para que pensáramos que esta es una habitación cerrada... Un sello no necesariamente implica que es una habitación cerrada."""
,Gaap es el demonio que se especializa en enterrar misterios de habitaciones cerradas...
,"... Ella miró hacia abajo a la pequeña Dlanor, como si un reto como este fuera como arrebatarle un dulce a un bebé."
,Dlanor la miró hacia arriba con una expresión audaz y chispas saltaron entre ellas...
{f:5:Virgilia},"""¡¿Un sello no necesariamente implica que es una habitación cerrada?! Eso no puede..."""
Gaap,"""Recuerda, Lia. ¿Qué sellos nos enseñaron Erika y las otras en ese momento? ¡¿Qué sellos mostraron que seguían intactos?!"""
Ronove,"""... Pu ku ku ku... Ya veo. Este es el tipo de falsificación que le gusta practicar a la Gran Corte del Cielo."""
Dlanor,"""No puedo dejar pasar ese {f:5:comentario}... ¿Cuál es su {f:5:queja}?"""
Gaap,"""Vamos, lo he estado diciendo todo este tiempo. Son las ventanas... Es cierto que cubrieron todo con esos sellos. Eso incluía las ventanas, por aquel entonces. Y en el momento que fueron selladas eso contó como prueba. Hasta aquí bien. ¡¿Pero sabes qué?!"""
Gaap,"""¡Después de eso, cualquiera que estuviese en el interior podría haberlo hecho! ¡¿Umm, quien estaba aquí?! ¡Genji, Gohda, Kanon, Krauss, Rudolf, Jessica! ¡Cualquiera de ellos pudo haberlo hecho! ¡Todo lo que tenían que hacer era arrancar la cinta adhesiva de la ventana, salir por ahí y salvar a Battler!..."""
{f:5:Virgilia},"""¡Pero en el momento del error de lógica, fue probado que los sellos estaban intactos!..."""
Ronove,"""Incorrecto... En ese momento, Lady {f:5:Erika} solo probó el estado de {i:los sellos en las puertas}."""
Dlanor,"""..."""
{f:5:Virgilia},"""¡P-Pensándolo bien...! En ese momento, Lady {f:5:Erika} solo mostró las puertas de las dos habitaciones y proclamó que los sellos estaban intactos en ambas... ¡¡Nunca mencionó los sellos en las ventanas!!..."""
Gaap,"""Eso es correcto... Es probablemente cierto que los sellos en las puertas y ventanas eran perfectos al principio... No obstante, en el momento del error de lógica, solo el estado de los sellos de las puertas fueron confirmados. En otras palabras, desde el momento en que Erika dejó la casa de huéspedes, ¡no estaba prohibido para ellos atravesar las ventanas e irse cuando lo desearan!"""
Dlanor,"""..."""
Gaap,"""¿Qué me dices? ¿Te tengo, no es así? Así que es así como haces las cosas."""
Dlanor,"""... Hmph..."""
Gertrude,"""... Comandante Dlanor... Es casi la hora..."""
Dlanor,"""... Parece ser que los novios han {f:5:llegado}. Aquí termina nuestra {f:5:charla}... Nos encontraremos de nuevo más {f:5:tarde}."""
,"Con una sonrisa aparentemente feliz, Dlanor se dio la vuelta.{n}... Pero esto debe haberla golpeado donde duele."
,Gaap no la dejaría escapar. La agarró por el hombro.
Gaap,"""... Espera un momento. Confirma si los sellos en las ventanas fueron preservados o no en el momento del error de lógica. ¡¡Si no, es posible que cualquiera en esa habitación pueda salvar a Battler!!"""
Dlanor,"""¿Y quién crees... que podría ser capaz de {f:5:rescatarle}?"""
Gaap,"""¡No importa quién! Entonces, solo por preferencia personal, voy a decir a Kanon-kun. Parece ágil y esconder su presencia es su especialidad. ¡Es la persona perfecta para seguir a Erika e ir rápidamente al rescate de Battler-kun!"""
Dlanor,"""¿Kanon?... Jejje{0}je{0}je{0}je{0}je{0}je{0}je{0}je{0}jeje... {f:5:Imposible}."""
Gaap,"""¿Imposible? Vamos, no nos podemos creer lo que dices con palabras normales... Utiliza la verdad roja. Júralo sobre esa espada larga tuya."""
Dlanor,"""... <Miss> Gaap. Un sagrado matrimonio está a punto de empezar {f:5:aquí}. ¿Me pide que desenvaine mi espada en un lugar sagrado como {f:5:este}?... Qué gesto más vulgar y {f:5:maleducado}. Lo haremos en otro {f:5:momento}... {f:5:adiós}."""
Gaap,"""... {p:2:Es posible que Kanon salve a Battler. Después de que Erika selló la habitación, el salió por la ventana, se cambió de lugar con Battler-kun en la habitación de huéspedes, puso la cadena y se escondió en el armario}."""
Dlanor,"""... {p:1:Eso es {f:5:imposible}. Los sellos en las ventanas también estaban {f:5:intactos}. Por supuesto, esto es en el momento del error de {f:5:lógica}}."""
,La veloz patada giratoria inversa de Gaap qué siguió su cuña azul... se cruzó con la roja espada larga de Dlanor y las dos apuntaron a la garganta de la otra...
,"El ambiente de la boda, el cual antes era pacífico, se rompió en pedazos."
,"... Varias cabras invitadas se susurraron la una a la otra, preguntándose por qué esas dos parecían estar luchando."
Gaap,"""... De acuerdo, así que puedes contrarrestar eso... ¿Porque no lo has dicho primero?"""
Dlanor,"""... Pensábamos que {f:5:Beatrice} podría alcanzar en algún punto este pensamiento... entonces irrumpiría la boda con eso como la llave para que Battler {f:5:escapase}... No pensé que nos presionarías primero... y nos forzarías a mostrar nuestra {f:5:mano}."""
Gaap,"""Q-Qué sucio juegas, ¿no?... Estabas tratando de engañar a Beato haciéndola sospechar de las ventanas y entonces dar la vuelta a la tortilla contra ella..."""
Dlanor,"""¿Que otra cosa se debería esperar un humano que protege a la {f:5:novia}?... ¿Estás {f:5:satisfecha}? Una boda infernal es sin duda vulgar y {f:5:bárbara}... Si nos {f:5:disculpa}."""
Gaap,"""... Espérate, aún no me has engañado... {p:2:Estabas hablando de los sellos bloqueando a {i:Kanon}, los de las ventanas en la habitación de los primos, ¿verdad? ¿Entonces, qué me dices de las ventanas en la habitación contigua? Todo lo que has hecho es mostrar que el rescate hubiese sido imposible para Kanon. ¡Aún hay una oportunidad para los humanos en la habitación contigua!...}"""
Dlanor,"""... Pero qué {f:5:persistente}."""
Chiester00,"""¡Nos disculpamos por nuestra grosería! ¡Somos la Guardia Imperial de las Hermanas Siesta, estamos a cargo de la seguridad en esta ceremonia! ¡Me temo que debo pedir las invitaciones estampadas de ambas!"""
Dlanor,"""Dlanor A. Knox. Vengo por parte de la {f:5:novia}. Aquí está mi invitación {f:5:estampada}. Además, aquí están mis credenciales como guardaespaldas de la {f:5:novia}."""
Chiester45,"""Confirmada como la General Knox. ¡Bienvenida a la boda de Lord {f:5:Battler}!"""
Gaap,"""Soy Gaap. Vengo de parte del novio. Aquí está mi invitación y... ah, oh no."""
Chiester410,"""No te la han estampado en la mesa de recepción nyeh."""
Gaap,"""Vine aquí directamente, así que no pasé por la mesa de recepción. Tehe, aún no he conseguido la estampa."""
{f:5:Virgilia},"""¡¡¿P-Porque tienes que siempre hacer eso en momentos como estos?!!..."""
Chiester00,"""... Gaap-sama. Mis disculpas, pero vamos a tener que pedirle que venga con nosotras a una habitación diferente."""
,"Dlanor la miró, se encogió de hombros y se dio la vuelta..."
Gaap,"""¡¡Alto ahí, Dlanor!! ¡¡Responde a mi verdad azul!!"""
Dlanor,"""Si quieres la opinión de la Gran Corte del Cielo, por favor rellena una aplicación de acuerdo con los procedimientos de la {f:5:corte}."""
Gertrude,"""Permítaseme hablar: Hágase saber que la ventanilla de boletos abre de 10:00 a 5:00 entre los días de semana. El descanso para comer es entre las 12:00 y las 1:15."""
Cornelia,"""Permítaseme hablar: Hágase saber el uso de corrector o tachones no está permitido al rellenar los formularios."""
Chiester410,"""Corre el rumor que rechazan aplicaciones para el Comiket por la misma razón nyeh."""
Chiester45,"""E-Eso es una leyenda urbana... Probablemente."""
