Speaker,Spanish (ES)
,"Me di cuenta de cuánto le había dolido esto, así que seguí asintiendo para darle ánimos con una expresión rara en mi cara, algo entre un sollozo y una sonrisa."
,... Incluso si él no es Ushiromiya Battler.{n}Mi Onii-chan ha vuelto...
,"Bienvenido a casa, Onii‐chan..."
,Ya había oscurecido.
,"Incluso aunque había venido de tan lejos, estaba dispuesto a estar hasta tan tarde."
,Nos fuimos de la tienda.
,Probablemente sea mejor... si no vuelvo a ver al Sr. Tohya.
,"Le haría daño... y por supuesto, me encontraría de nuevo atada a mí misma al pasado."
,"Incluso así, una vez más.{n}Había un lugar que sentía que tenía que enseñarle."
Ushiromiya Ange,"""... Sr. Tohya. ¿Le importaría reunirse conmigo solo una vez más? Hay un lugar que siento que necesito enseñarle."""
Hachijo Tohya,"""... Claro, no me importa."""
,Saqué de mi bolso una invitación escrita en un papel doblado de tamaño A4.
,La pareja lo extendió.
Hachijo Ikuko,"""Vaya. Parece un evento espléndido."""
Hachijo Tohya,"""... Ahora que lo pienso, has estado involucrada en muchas más cosas además de las novelas, ¿verdad?"""
Ushiromiya Ange,"""Ese día, ¿me prestaría su tiempo tan solo una vez más?... De esta manera, creo que tanto yo como mi hermano estaremos satisfechos. Creo... que podría ser también una oportunidad para que se libere del peso de la memoria de mi hermano, Sr. Tohya."""
Hachijo Ikuko,"""Sí... creo que no tenemos ningún plan para entonces. Siempre y cuando podamos terminar el epílogo para el libro."""
Hachijo Tohya,"""Muy bien, Señorita Kotobuki. Estaríamos encantados de ir con usted."""
Ushiromiya Ange,"""Gracias, Sr. Tohya..."""
,La fría noche de Octubre servía para avisar que el invierno se acercaba.
,Las dos personas que se hacían llamar Hachijo Tohya visitaron la ciudad una vez más por petición de Ange.
,Un auto paró enfrente de un gran edificio.
,"Ikuko desplegó la silla de ruedas con una maniobra practicada, dejó a Tohya apoyarse en su hombro cuando salió del asiento del pasajero, y le ayudó a sentarse en la silla."
Hachijo Ikuko,"""... Parece espléndida."""
Hachijo Tohya,"""La Casa Fukuin... Es la primera vez que vengo... pero la conozco bien. Creo que es la institución para niños que fue financiada por la familia Ushiromiya."""
Ushiromiya Ange,"""Señora Ikuko, Sr. Tohya. Permítanos darles la bienvenida a la Casa Fukuin."""
,Fueron recibidos por Ange y algunos miembros del personal.
,Esta era... la Casa Fukuin.
,Una institución social para niños desafortunados quienes han perdido a sus padres.
,"En el pasado, esta institución se había establecido gracias al apoyo de Ushiromiya Kinzo."
,"Sin embargo, ese apoyo se había interrumpido, y la Casa Fukuin había sido forzada a cerrar por un tiempo."
,"Pasaron las décadas. Y ahora, la institución fue revivida.."
,Revivida a manos de Kotobuki Yukari.
Hachijo Tohya,"""... Es un placer verla de nuevo, Señorita Kotobuki. Gracias por su invitación... Esto es de nosotros dos. No es mucho, pero espero que los niños lo disfruten."""
Ushiromiya Ange,"""Esta no es la razón por la que le invité aquí... Me siento terrible aceptando esto..."""
Hachijo Ikuko,"""Por favor, no se preocupe por esto... Las historias del futuro siempre están tejidas por niños... Después de todo, sin ellos, no continuaría la historia de los humanos."""
Hachijo Tohya,"""Los niños son tesoros. Así que por favor, deje que esto sea útil."""
Ushiromiya Ange,"""... Muchísimas gracias. Tenemos un formulario para donaciones, así que si no le es mucha molestia..."""
,La Casa Fukuin había sido remodelada drásticamente hace pocos años.
,En las esperanzas de que los niños fueran capaces de recordar algún día esto como un lugar entretenido...
,Ange usó su propio dinero para remodelarla del todo en un establecimiento precioso.
,"Por ahora, había acumulado una gran riqueza como novelista, pero incluso sin eso, había estado guardando las decenas de millones de yenes que consiguió del Grupo Ushiromiya cada año bajo el nombre de gastos básicos."
,Este dinero había sido usado generosamente para ayudar a los niños.
,"Cuando entraron al vestíbulo, una alegre escena se extendió tras ellos."
,Dibujos y manualidades creadas por los niños... Cada esquina estaba llena con cosas en exhibición.
,El contraste entre este edificio tan elegante y la atmósfera de una escuela era divertido.
,Los gritos de risa de los niños corriendo por ahí lejos llegaron a sus oídos.
Hachijo Tohya,"""... Me imagino que muchos niños vienen aquí bajando la cabeza con tristeza. Y pensar que se pueden estar riendo aquí de esa forma... Has hecho algo realmente impresionante."""
Ushiromiya Ange,"""Todos pueden usar magia para crear su futuro y encontrar un fragmento de felicidad... esta es la escuela de las brujas para aprender esa magia."""
Hachijo Tohya,"""¿El ""Dormitorio de la Bruja"" de la Gran Aventura de Sakutaro?"""
Ushiromiya Ange,"""... Oh, qué vergüenza... Así que también lo ha leído..."""
Hachijo Ikuko,"""Lo leímos todo de golpe después de nuestro último encuentro... Debo inclinar mi cabeza, no solo por tu talento como escritora, sino también por tu cálido corazón."""
Ushiromiya Ange,"""Qué vergonzoso... Así que lo leyeron todo de seguido."""
,"Empujando la silla de ruedas de Tohya, avanzamos por el pasillo y llegamos a las grandes puertas del final."
,Las voces felices de los niños venían del otro lado.
,"Al parecer, aquí es donde se estaba llevando a cabo una fiesta esta noche."
,Habían varias lámparas de calabazas de Halloween recortadas en origami.
,Esta noche... era la fiesta de Halloween de la Casa Fukuin.
Ushiromiya Ange,"""Ahí está, Sr. Tohya."""
Hachijo Tohya,"""Ya veo, así que es truco o trato."""
,Llevaba una bolsa llena de caramelos.
,Un profesor le advirtió en voz baja... que tuviese cuidado con los niños alborotados.
Hachijo Tohya,"""... Niños. No he tenido nada que ver con ellos durante años."""
Ushiromiya Ange,"""Por favor, cuéntele a los niños historias de sueños. Todos recibimos bien a los visitantes aquí..."""
Hachijo Tohya,"""Eso es delicado... ¿Qué debería decirles?"""
Hachijo Ikuko,"""¿‘Cuando vayas a entregar un manuscrito, elige sabiamente la editorial’?"""
Hachijo Tohya,"""‘No le presten atención a las encuestas de los lectores’."""
Ushiromiya Ange,"""*risita*risita*. Abriré las puertas entonces. Los niños están esperando."""
,Ange abrió la enorme puerta doble...
Hachijo Tohya,"""Este... lugar..."""
,Al ver la sala... Tohya abrió su boca con los ojos abiertos como platos.
,Este era... el gran salón de la mansión Ushiromiya.
,"No, eso es imposible..."
,Esta era claramente la Casa Fukuin.
,Este salón... solo era como el que había en la mansión de Rokkenjima...
Hachijo Ikuko,"""... Qué salón tan espléndido."""
Hachijo Tohya,"""Esta es... una réplica... del salón de la mansión Ushiromiya... de Rokkenjima..."""
Ushiromiya Ange,"""Sí. Lo reproduje hasta lo que me permitió mi memoria. Aunque los detalles estarán mal."""
Hachijo Tohya,"""... No. Este es realmente... el salón de la mansión de la familia Ushiromiya... de aquel día..."""
,"Y entonces, los ojos de Tohya se clavaron... en algo que estaba en la otra punta de la habitación."
,Era... un retrato.{n}Un retrato de la otra dueña de Rokkenjima.
Hachijo Tohya,"""Es... exactamente igual que en mis recuerdos..."""
Ushiromiya Ange,"""El artista contratado por Ushiromiya Kinzo que pintó el retrato tenía una foto... Hice que lo dibujase otra vez basándose en eso."""
Hachijo Tohya,"""..."""
,Estaba simplemente impresionado.
,La larga y enorme mesa estaba llena de comida de la fiesta de Halloween y rodeada de niños atiborrándose de comida.
,"El profesor dijo ""óiganme todos, tenemos visitantes""."
,Los niños nos miraron a la vez... se levantaron y corrieron hacia delante...
,Sus amplias sonrisas con la llegada de este esperado invitado me arroparon.
,Las sonrisas de los niños... me dieron la bienvenida.
,"Sí, los conozco. Conozco... todas sus caras..."
,"Ha pasado tanto, tanto tiempo... Al fin, al fin estoy aquí..."
