Speaker,Spanish (ES)
,"El gato negro dio un salto y, tras un momento, salió disparado con el teléfono y el auricular, regresando a toda prisa."
{f:5:Bernkastel},"""¡Voy a llamar a los amigos de esa chica!... ¡Tengo que advertirles que no se involucren en ese estúpido juego! A ver... el número de teléfono... ¿Por qué no tengo ningún número registrado?... Claro... si no tengo ni un solo amigo... Entonces... ¿cómo era la etiqueta al llamar? ¿Empezaba con ""Moshi moshi"" o algo así?"""
,"""¡Miau!"""
,"En una de las salas de la Ciudad de los Libros, se encontraba guardada la Llave Dorada."
,"Aunque, ¿realmente podía llamarse ""sala"" a ese lugar?"
,Su inmensidad era comparable a dos estadios cubiertos apilados uno sobre otro.
,"Aun así, en esta ciudad, lo llamaban ""sala""."
,"En el centro de esa vasta sala, flotaba un círculo mágico sagrado, compuesto por múltiples capas."
,"Dentro del círculo mágico, suspendida en el aire, se encontraba la Llave Dorada de Ange."
,"Alrededor de ella, incontables estrellas resplandecientes de un verde esmeralda la rodeaban, girando lentamente como en un planetario."
,"Los innumerables ojos de esas estrellas se giraron al unísono, mirando fijamente en una misma dirección."
{f:5:Eva Beatrice},"""... Vaya, qué mirada tan aterradora. Soy una aliada, ¿lo han olvidado?"""
,"Uno de los gatos negros se acercó a {f:5:Eva}, nadando en el aire con movimientos que parecían zarpazos... Maullando sin cesar, le explicó que nadie tenía permitido entrar o salir de esa sala."
{f:5:Eva Beatrice},"""Lady {f:5:Bernkastel} me ha encomendado la tarea de proteger esta llave. Así que déjenme esto a mí y váyanse a otro lado, ¿quieren?"""
,"Los gatos se miraron entre sí con expresión desconfiada y luego, con ojos afilados, dejaron claro que no habían recibido tal orden."
{f:5:Eva Beatrice},"""Por cierto... Los gatos tienen cuerpos bastante flexibles, ¿verdad?"""
,"""¿¿...??"""
{f:5:Eva Beatrice},"""Mucho más fácil de masticar así."""
,"Cuando {f:5:Eva} alzó su bastón dorado, un patrón de grietas rojas como la sangre se extendió por el cielo y la tierra, cubriendo toda la vasta sala."
,Los gatos reaccionaron con la velocidad del rayo. En un instante comprendieron que aquello era un ataque.
,"Los cuerpos celestes de color verde esmeralda comenzaron a retorcerse, fusionándose en la forma de un gigantesco pez abisal que abrió su descomunal boca para devorar a {f:5:Eva}."
,"Pero al mismo tiempo, las grietas rojas que cubrían el cielo y la tierra se transformaron en una gigantesca telaraña que atrapó al pez abisal desde arriba y abajo, aplastándolo. La telaraña lo retorció y lo giró sin cesar, comprimiéndolo hasta reducirlo al tamaño de una simple pelota."
,"Aquella masa comprimida en forma de bola se rompió con un chasquido, desintegrándose por completo y dejando nada tras de sí."
,Todo ocurrió en un abrir y cerrar de ojos.
{f:5:Eva Beatrice},"""¿Por qué tan solo no se mueren mordiendo su ombligo por {f:5:Eva}? ¡¡¡Aja{0}ja{0}ja{0}jaja!!!"""
,"En el recinto del evento, se estaba llevando a cabo la convención de los Cazadores de Brujas."
,"Después de todo, si el diario de Ushiromiya Eva se abría, la interminable Caja del Gato desaparecería, y con ella, todas las fantasías que tanto habían disfrutado."
,"Por eso, se estaba celebrando esta última convención, donde exponían todas sus teorías y especulaciones."
,"Aunque sentían una punzada de tristeza ante la apertura de la Caja del Gato... no podían contener la emoción de presenciar cómo el misterio de Rokkenjima sería finalmente desvelado, un deleite intelectual sin igual."
,... Había una chica ahí fuera... a la que le iba a doler que abrieran esa caja.
,Pero sus mandíbulas y colmillos no muestran ningún interés en algo así.
,"Las nobles cabras de la cacería de brujas no podían contener su ansia por desgarrar las entrañas de la Caja del Gato de {f:5:Beatrice}, relamiéndose una y otra vez..."
,"Sentada en un majestuoso trono, tan alto que recordaba a una columna... {f:5:Featherine} escuchaba las absurdas divagaciones de los nobles cabríos."
,"Entonces, un gato negro con una capa apareció sin hacer ruido y susurró algo al oído de {f:5:Featherine}."
{f:5:Featherine},"""... No, está bien... Todo avanza según mi guion... No es necesario que la miko lo sepa."""
,El gato negro inclinó la cabeza con reverencia antes de desaparecer.
,"{f:5:Featherine} elevó su copa de vino hacia el cielo, dejando que la luz de un hermoso candelabro, resplandeciente como la luna, la atravesara mientras sonreía."
{f:5:Featherine},"""Con esto, será suficiente para pagar mi deuda por tan magnífica narración, hija del hombre... Ahora bien... ¿Quién teje esta historia? ¿Soy yo para ti? ¿O eres tú para mí? Je... Jejejejeje."""
{f:5:Lambdadelta},"""... ¿Qué opinas de esto?"""
Ushiromiya Battler,"""¿Una trampa?"""
,"... Mientras esquivaban las miradas de los gatos, moviéndose de sombra en sombra entre las estanterías, Battler y los demás encontraron algo extraño."
,Era una flecha y unas letras escritas en algo rojo brillante que emitía un leve resplandor.
,{a:c:{p:1:{e:200:K←}}
,Así es como parecía estar escrito...
Ushiromiya Battler,"""... ¿Crees que la ""K"" significa ""Key""?"""
Ushiromiya Ange,"""Cuando nos acercamos, estas letras aparecieron... Es un mensaje dirigido a nosotros."""
{f:5:Lambdadelta},"""¿Significa que hay alguien aquí, además de nosotros, que está de nuestro lado?"""
Ushiromiya Battler,"""... ¿De verdad hay alguien que esté de nuestro lado?"""
,Ange trazó la flecha roja con su dedo...
, Estaba dibujada como si fuera un delicado y efímero hilo entrelazado.
,"Era roja, y se adhería suavemente al dedo, como si se deshiciera al tacto, como el algodón de azúcar..."
Ushiromiya Ange,"""Es un aliado... Alguien... que siempre ha estado de mi lado."""
{f:5:Lambdadelta},"""... ¿Cómo puedes estar tan segura de eso?"""
Ushiromiya Battler,"""... No, yo también lo entiendo... Lambda. Podemos confiar en quien escribió esto. Probablemente nos está guiando para llegar al lugar donde está la llave de forma segura."""
{f:5:Lambdadelta},"""¿Estás seguro? Entonces, ¡vamos! ¡No podemos perder más tiempo!"""
Ushiromiya Ange,"""... Gracias... ¡mamá!..."""
,"En la pérgola, se libraba un interminable y acalorado debate sobre la resistencia absoluta y la rendición."
,"De vez en cuando, la discusión escalaba hasta convertirse en forcejeos, y Erika, por suerte, logró evitar bostezar por tercera vez."
,"Sin embargo, no estaba claro cuánto tiempo más podrían continuar con esa imitación de un debate acalorado."
,"Mantener un nivel tan alto de tensión era agotador, incluso físicamente."
,"Si llegaban a agotarse y el debate se calmaba, Erika no dudaría en proponer una votación de inmediato."
,"Por eso, debían aparentar estar tan emocionados que no hubiera espacio para tal posibilidad."
,... Una lucha entre el cansancio y la tensión.
,Esa era su verdadera batalla.
,Erika esperaba pacientemente.
,"Aburrida del té, pidió a Ronove que le mostrara trucos de magia, y lo cierto es que lo estaba disfrutando bastante."
,"... Incluso para Ronove, que solía mostrarse despreocupado, esto era una batalla."
,"Si Erika se aburría y perdía la paciencia, no dudaría en iniciar un ataque masivo en cualquier momento."
,"Incluso él estaba poniendo todo su esfuerzo en esta batalla, ganando tiempo por el bien del grupo de Battler..."
,"Beato, que había liderado el debate con más intensidad, fue la primera en mostrar signos de agotamiento."
,"Respiraba con dificultad, y su rostro estaba tan pálido que parecía a punto de desmayarse."
Ushiromiya Kyrie,"""... Beato, mantente firme. Si sigues con esa intensidad, no te quedarán fuerzas."""
Ushiromiya Eva,"""Haz como si rompieras a llorar de repente y descansa un poco. Nosotros mantendremos el ritmo mientras tanto."""
{f:5:Beatrice},"""Todavía... estoy bien... Vamos, una vez más, hagamos ruido a lo grande. ¡¡Vamos!! ¡Bien, ¿quién quiere ser el primero en lanzarse?!"""
Gohda Toshiro,"""¡¡Entonces, Gohda, allá vamos!! ¡¡D-Debemos luchar aquí y ahora!! ¡¡Aceptar la derrota sin luchar es absolutamente inadmisible!! ¡¡Desde el principio he dicho que debemos luchar hasta el final!!"""
Furudo Erika,"""... Un momento, por favor."""
,Erika se levantó de su asiento de repente.
,"Ronove intentó calmar la situación pidiéndole que se sentara, pero la atención de Erika estaba completamente enfocada en el debate que se desarrollaba en la pérgola."
Furudo Erika,"""... Soy una detective. Mis recuerdos de lo que oigo son tan buenos como una grabación."""
{f:5:Beatrice},"""Por supuesto, eso ya lo sabemos... Eres una detective muy competente, después de todo..."""
Furudo Erika,"""No estoy interesada en ti... Gohda‐san. Responda a mi pregunta."""
Gohda Toshiro,"""S-Sí, claro... ¿He cometido alguna falta de respeto?"""
Furudo Erika,"""‘Un momento, por favor. No olviden que hay quienes no desean luchar. Yo creo que sería mejor rendirnos...’ Esa fue la primera declaración que escuché de usted cuando llegué aquí."""
Furudo Erika,"""Sin embargo, ahora usted dijo lo siguiente: ""Debemos luchar aquí y ahora. Aceptar la derrota sin luchar es absolutamente inadmisible. Desde el principio he dicho que debemos luchar hasta el final..."" Eso fue lo que dijo."""
Gohda Toshiro,"""E-Eh... ¿dije algo así?"""
Ronoue Genji,"""... Supongo que, en el transcurso de un debate, a veces las opiniones pueden cambiar."""
Gohda Toshiro,"""¡Sí, sí, claro! ¡Los demás también han estado dudando sobre qué es mejor, y a veces cambian de opinión!..."""
Furudo Erika,"""No... En su debate, nadie ha cambiado de opinión en ningún momento. Hace un momento, solo Gohda-san cambió repentinamente su postura... Además, revisando las declaraciones de los demás hacia Gohda-san, no parece haber nada que justifique un cambio tan drástico en su postura."""
,Un viento desagradable y húmedo sopló en el ambiente.
,"Todos quedaron en silencio, inmóviles, como si el tiempo se hubiera detenido."
,"En medio de ese silencio, Erika continuó hablando con una expresión impasible."
Furudo Erika,"""... De lo anterior, se pueden deducir dos hipótesis. La primera es que Gohda-san nunca tuvo una opinión propia y simplemente dice lo que le parece adecuado según el ambiente, siendo una persona superficial. La segunda es que... no solo Gohda-san, sino que nadie aquí tiene una opinión real, y el debate en sí mismo es su único propósito."""
{f:5:Beatrice},"""¿No crees que lo estás pensando demasiado?... Estamos discutiendo desesperadamente sobre nuestro destino. A veces, es natural que ocurran cambios de opinión que normalmente no consideraríamos..."""
Furudo Erika,"""Si alargar este debate sin sentido tiene algún propósito, solo puede ser ganar tiempo... ¿Qué ventaja obtienen ustedes al ganar tiempo?... ¿Es porque esperan la llegada de los refuerzos de Lady {f:5:Lambdadelta}?... Eso tampoco es."""
Furudo Erika,"""Porque desde hace un rato ustedes han estado... Dirigiéndose ocasionalmente a Lady {f:5:Lambdadelta} o a Battler, pero ni una sola vez he escuchado una respuesta de ellos... Tomando todo esto en cuenta, solo hay una deducción posible."""
,Y es que Lady {f:5:Lambdadelta} y Battler no están presentes aquí.
,"Además, con la ayuda de Lady {f:5:Lambdadelta}, probablemente están planeando infiltrarse en la Ciudad de los Libros."
,"Su objetivo, seguramente, es recuperar la Llave Dorada y rescatar a Ange."
,Lo que ustedes están haciendo aquí es simplemente un señuelo para ganar tiempo hasta que ellos completen su misión.
Furudo Erika,"""... Solo con que Gohda-san cometiera un desliz en sus palabras... Este nivel de razonamiento es posible para Furudo Erika. ¿Qué les parece? ¿Damas y caballeros?..."""
,"Erika, con una expresión fría y despiadada, pronunció esas palabras con calma antes de volver a sentarse."
,"Nadie se movió, como si el ambiente se hubiera congelado. Nadie dijo ninguna palabra."
,"... Sin embargo, el tiempo seguía avanzando."
,"Prueba de ello fue una gota de sudor que corrió por la mejilla de alguien, cayó... y golpeó la mesa con un pequeño pero audible sonido."
,"En ese instante, el tiempo congelado se hizo añicos, y al mismo tiempo, la silla blanca en la que Erika estaba sentada se desintegró en pedazos."
,Las afiladas estacas de las Siete Hermanas del Purgatorio y los proyectiles de alta velocidad de las Hermanas Siestas destruyeron la silla al unísono.
,"Unos instantes después, la figura de Erika, aún sentada en la silla, comenzó a desvanecerse lentamente."
Chiester00,"""... ¡¡Una ilusión!!"""
Lucifer,"""¡Es rápida! ¡¡¡Mátenla!!!"""
,La figura de Erika se había movido instantáneamente detrás de la silla.{n}Su expresión seguía siendo completamente fría e impasible.
,"Sin embargo, en su mano sostenía algo que no estaba allí antes."
,"Con su gran guadaña, repelió los siete ataques relampagueantes de las Siete Hermanas del Purgatorio, que se lanzaron sobre ella con una velocidad fulminante."
Furudo Erika,"""Vaya espectáculo tan ridículo. Pero el té estuvo delicioso. Muchas gracias... Parece que sus opiniones han estado unificadas desde el principio... Entonces, permítanme preguntarles nuevamente por su respuesta."""
,"Erika levantó suavemente su mano izquierda, la que no sostenía la guadaña, hacia el cielo."
{f:5:Beatrice},"""¡¡Muy bien, yo responderé!! ¡¡Esta Tierra Dorada me pertenece a mí, y a todos nosotros!! ¡Los que quieran entrar sin ser invitados recibirán la bienvenida que se merecen! En resumen, por decirlo de forma elegante..."""
Furudo Erika,"""... Todos los cañones, prepárense para disparar. Objetivo: La Tierra Dorada."""
{f:5:Beatrice},"""¡¡¡Lávense la cara con sopa de miso y vuelvan a INTENTARLO{-}O{-}O{-}O{-}O{-}O{-}O{-}O{-}O{-}O{-}O{-}O{-}O{-}O{-}OO!!!"""
Furudo Erika,"""¡¡¡MÁTENLO{-}O{-}O{-}O{-}O{-}O{-}O{-}O{-}O{-}O{-}O{-}O{-}O{-}O{-}OOS!!!"""
{f:5:Bernkastel},"""... Ya veo, gracias... Entonces, hasta luego. Miau."""
,{f:5:Bernkastel} colgó el auricular y tachó otro nombre de la lista de amigos sospechosos de {f:5:Lambdadelta} que había escrito en su nota.
,"Algo no cuadraba. No importaba a quién llamara, nadie había recibido noticias de {f:5:Lambdadelta}."
,No era que estuvieran fingiendo ignorancia ni nada por el estilo. Realmente no sabían que {f:5:Lambdadelta} estaba planeando algo extraño.
,"Incluso {f:5:Bernkastel}, por más fría y calculadora que fuera, comenzaba a sospechar que algo no estaba bien..."
,"En ese momento, un gato negro irrumpió en la habitación, maullando ruidosamente para dar su informe."
{f:5:Bernkastel},"""¡¿Lambda y Battler no están en la Tierra Dorada?!... Hah... ¡¡¡Jahhhja{0}ja{0}jaa{0}ja{0}ja{0}jah{0}ja{0}ja{0}jhaaah!!!"""
,"Ella tomó el auricular de nuevo, golpeándolo con fuerza."
,El número que marcó era corto. Probablemente era una línea interna.
,"Sin embargo, tras escuchar repetidamente el tono de llamada sin respuesta, esta vez estrelló el auricular contra la base, rompiendo el teléfono."
{f:5:Bernkastel},"""... ¡¡Reúnan a todos los gatos disponibles!! ¡¡De inmediato!! ¡¡¡Ninguno de los gatos asignados a proteger la llave está respondiendo!!! ¡¡Lambdaa{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}awg!!"""
,"{f:5:Bernkastel} dejándose llevar por sus emociones, golpeó la mesa con fuerza, haciéndola tambalearse."
,"Entonces, poco a poco... la habitación comenzó a iluminarse."
,Era como si una luz solar verde se filtrara en el lugar.
,"Una intensa luz verde, tan brillante que daba la ilusión de presenciar el amanecer de un sol esmeralda, ondulaba y llenaba la habitación."
,Aquella luz era la señal de que las tropas de {f:5:Bernkastel} habían sido convocadas de emergencia...
{f:5:Bernkastel},"""¡¡¡Vengan aquí, gatitos!!! ¡¡Es hora de cazar brujas!! ¡¡Esa niña huele a caramelo, la encontrarán enseguida!! ¡¡¡Al primer gato que la encuentre le concederé forma humana y el título de bruja!!!"""
,"Aquellas figuras, que bien podrían llamarse una gran nebulosa esmeralda, rugieron de júbilo, haciendo temblar las paredes de la biblioteca..."
Ushiromiya Ange,"""... Algo nos está siguiendo..."""
Ushiromiya Battler,"""¿Qué es eso?... ¿Un sol... verde...?"""
{f:5:Lambdadelta},"""... ¡¡Escondámonos!! ¡¡Nos han descubierto!!"""
,Los tres se apresuraron a ocultarse tras las sombras de una estantería.
,La habitación donde estaba guardada la llave se encontraba al final del pasillo.
,"En el centro de la penumbra de esa habitación, algo brillaba tenuemente."
,Era un resplandor como ninguno que hubieran visto antes en esta ciudad.
,El color de aquel brillo... era dorado.
,Estaban a solo un paso de alcanzar la Llave Dorada.
,"Sin embargo, mientras intentaban avanzar hacia allí, {f:5:Bernkastel} también se acercaba desde atrás, acompañada de una cantidad abrumadora de sus familiares."
,"En otras palabras, estaban atrapados en un callejón sin salida."
,Ya habían comprendido que el verde esmeralda provenía del brillo en los ojos de los familiares.
,"Pero jamás habrían imaginado que aquel gigantesco sol verde ondulante fuera lo mismo... Solo podían quedarse atónitos, con los ojos abiertos de par en par..."
,"Innumerables gatos avanzaban por el cañón formado por las estanterías, revisando meticulosamente desde lo más alto hasta lo más bajo, incluso inspeccionando cada rendija entre los libros."
,"Sin embargo, esa minuciosa tarea se realizaba con tal cantidad de familiares que todo sucedía en un abrir y cerrar de ojos."
,"A una velocidad que parecía la de un viento arrollador, revisaban cada rincón sin dejar nada al azar."
,Era imposible esconderse de aquel sol verde.
,Sería tan absurdo como intentar encontrar un lugar seco dentro de un barco que se hunde.
Ushiromiya Ange,"""... ¡¿Podremos escapar de esto?!..."""
Ushiromiya Battler,"""Es imposible... Con eso ahí... ¡Nos encontrarán sin importar dónde nos escondamos!..."""
,"Battler intentó salir de su escondite, pero {f:5:Lambdadelta} lo detuvo tirando de su manga en el último momento."
{f:5:Lambdadelta},"""¡¿Piensas pelear?!"""
Ushiromiya Battler,"""No pero... ¡Si nos quedamos aquí, solo nos descubrirán!... ¡Entonces no nos queda más que avanzar! ¡Tenemos que llegar a la llave cuanto antes!"""
{f:5:Lambdadelta},"""¡¿De verdad crees que no hay gatos custodiando la llave?! ¡¡Ya estamos atrapados entre ellos!!"""
Ushiromiya Ange,"""¡Yo confío en la tía Eva! ¡Ella nos guió hasta aquí! ¡Estoy segura de que también se encargó de los gatos guardianes!"""
Ushiromiya Battler,"""Yo también estoy de acuerdo. Si quedarnos aquí significa que nos encontrarán, entonces debemos llegar allí lo antes posible y recuperar la llave. ¡¡Si conseguimos la llave, nadie podrá volver a abrir ese libro!!"""
{f:5:Lambdadelta},"""... Llegamos allí, conseguimos la llave. ¡¿Y luego qué?! ¡Ese lugar es un callejón sin salida! No hay forma de escapar, ¡¿lo entiendes?!"""
Ushiromiya Ange,"""¡¡Lo sé, pero...!!"""
Ushiromiya Battler,"""La llave será nuestra carta de triunfo... Incluso para {f:5:Bernkastel}, la llave es crucial... Quizás, con un poco de suerte, podamos usar la llave como carta para negociar algo..."""
{f:5:Lambdadelta},"""¡¿Negociar con esa Bern?!... ¡¡Estás loco!!"""
Ushiromiya Battler,"""Pero si nos quedamos aquí, definitivamente nos encontrarán... Así que, aunque sea una posibilidad entre mil millones, apostaré por ello. Conseguiremos la llave y la usaremos como nuestra carta de triunfo."""
{f:5:Lambdadelta},"""¿Así que vas a rezar por un milagro contra la Bruja de los Milagros?..."""
Ushiromiya Battler,"""Escoger un número ganador entre probabilidades astronómicamente malas. ¡¡Eso es lo que significa la magia de la familia Ushiromiya!!"""
{f:5:Lambdadelta},"""... Tengo buena vista, así que te lo diré. ¿Ves el círculo mágico que rodea esa Llave Dorada? Es un sello simple, pero bastante resistente... Aunque es fácil de romper si lo tocas directamente."""
{f:5:Lambdadelta},"""Pero, ya seas una gran bruja o un simple {y:0:Humano}{n:0:humano}, este sello tarda exactamente una hora en deshacerse. Es un hechizo bastante molesto. Según el horario de la ceremonia, aún nos queda esa hora... ¡¡En otras palabras, necesitamos ganar tiempo durante una hora antes de siquiera poder tocar la llave!!"""
Ushiromiya Ange,"""¡Estoy segura de que la tía Eva destruyó el círculo mágico cuando se encargó de los gatos guardianes! ¡No debería llevarnos una hora!"""
{f:5:Lambdadelta},"""Por lo que veo, el círculo mágico sigue intacto. Lamentablemente, incluso si Eva hizo algo, parece que no será efectivo antes de que pase una hora."""
Ushiromiya Battler,"""Una hora no es nada. ¡Al menos tenemos un objetivo claro: resistir ese tiempo y conseguirla!"""
Ushiromiya Ange,"""Tienes razón... ¿Por qué no? Un juego del escondite de una hora. Estoy acostumbrada a que me persigan tipos intimidantes."""
{f:5:Lambdadelta},"""¡¡Vaya grupo de idiotas incorregibles que son!! ¡¿De verdad creen que pueden jugar al escondite contra Bern y esa cantidad de gatos?!"""
Ushiromiya Ange,"""¡Si hay siquiera un 1% de probabilidad!"""
Ushiromiya Battler,"""¡¡Nos aseguraremos de aprovechar esa oportunidad!!"""
,"Había una inmensa diferencia de entusiasmo entre {f:5:Lambdadelta} y los hermanos, que ya no tenían nada que perder."
,"Sin embargo, no se trataba en absoluto de cobardía por parte de {f:5:Lambdadelta}."
,"Era una Gran Bruja del Senado... Si se rendía, no escaparía de un severo castigo, pero al menos, en unos cientos de años, sería perdonada."
,"Si la lanzaran al mar embravecido y tuviera un salvavidas que solo pudiera salvarla a ella, ¿cómo podría soltarlo?"
,La diferencia de actitud entre ella y el desesperado grupo de Battler era algo natural para alguien que aún quería vivir. Nadie podía culparla por ello.
{f:5:Lambdadelta},"""... Ah, de verdad, son unos idiotas... No hay remedio. Les enseñaré un plan que aumentará un poco más esa probabilidad del 1%. ¿Adivinan qué es?"""
,Los dos se miraron entre sí.
,"Pero, fuera cual fuera el plan, si aumentaba aunque fuera un 0.00001% las posibilidades de recuperar la llave, estaban dispuestos a intentarlo."
{f:5:Lambdadelta},"""Un sacrificio... Bern es como un gato: persigue a las presas que huyen, pero mata a las que no lo hacen. ¡Y lo hace de forma cruel y meticulosa!"""
Ushiromiya Ange,"""Es horrible..."""
Ushiromiya Battler,"""... Pero, si es cierto, merece la pena intentarlo."""
{f:5:Lambdadelta},"""Un sacrificio, uno de nosotros. Lo decidiremos con un piedra, papel o tijera... El que pierda provocará a Bern, la hará reír, y será asesinado, ganando cada segundo posible... ¿De acuerdo?"""
Ushiromiya Battler,"""No hace falta jugar a piedra, papel o tijera. Yo lo haré. Ange, Lambda, vayan a la habitación de la llave."""
Ushiromiya Ange,"""¡¡No, Onii‐chan!!... Lo haré yo. Al fin y al cabo, esto es mi responsabilidad... Es mi culpa por haber escuchado las palabras de {f:5:Bernkastel}, por haber confiado en ella... ¡Por eso, quiero decirle al menos una última cosa!"""
,"Battler y Ange discutían, insistiendo en ser ellos quienes asumieran el papel de sacrificio."
{f:5:Lambdadelta},"""Ven... Si no es con piedra, papel o tijera, no van a decidirlo, ¿verdad? Si no se deciden rápido, ni siquiera podremos usar este plan... Estarán aquí en cualquier momento."""
Ushiromiya Battler,"""... De acuerdo... Ange o yo seremos el sacrificio... {f:5:Lambdadelta}, lleva al que quede contigo, consigue la llave y regresa a la Tierra Dorada."""
Ushiromiya Ange,"""No voy a ceder. Onii‐chan."""
Ushiromiya Battler,"""Deja de bromear. Déjame, por una vez, actuar como un verdadero hermano mayor."""
{f:5:Lambdadelta},"""No tenemos tiempo. ¡Decidámoslo con una sola ronda de piedra, papel o tijera! Yo soy ""súperpapel"", así que, en honor a eso, empezaremos con papel, ¿bien? ¿De acuerdo, los dos?"""
Ushiromiya Ange,"""De acuerdo."""
Ushiromiya Battler,"""Ange, sin resentimientos, ¿bien?"""
{f:5:Lambdadelta},"""¡Una, dos, tres! ¡¡Primero va papel...!!"""
,"Era, en verdad, un absurdo juego infantil de piedra, papel o tijera."
,"Aunque habían prometido empezar con papel, alguien rompió el acuerdo con un movimiento inesperado."
,Tanto Battler como Ange habían sacado piedra.
,"... Y aun así, no fue un empate."
,"Porque, frente a las dos piedras... alguien había sacado tijeras."
,"Battler y Ange, atónitos, miraron sus puños cerrados y luego esas tijeras, antes de dirigir la mirada hacia ella."
{f:5:Lambdadelta},"""... Vaya... Pensé que, como íbamos a empezar con papel, sacaría tijeras para ganar yo sola... Supongo que era mejor si esta cerebro de confeti se quedaba con papel."""
,{f:5:Lambdadelta} no tenía ninguna necesidad de participar en el juego.{n}No era el momento para una broma así.
,"Battler y Ange habían sacado piedra intencionadamente para perder.{n}Y {f:5:Lambdadelta}, solo ella, había sacado tijeras."
Ushiromiya Ange,"""Tú... ¿sacaste tijeras a propósito?..."""
Ushiromiya Battler,"""¡Si tú mueres, no podremos regresar a la Tierra Dorada! ¡Esto no cuenta!"""
{f:5:Lambdadelta},"""Mira, con esto ya no hay problema, ¿verdad?"""
,"{f:5:Lambdadelta} cerró su puño y generó en su interior un Fragmento que brillaba con una luz azulada, entregándoselo a ambos."
,Battler lo reconoció de inmediato... Era el mismo Fragmento mágico que Erika y los demás habían usado para cruzar el Mar de Fragmentos y desaparecer.
{f:5:Lambdadelta},"""Con eso, los dos podrán regresar a la Tierra Dorada. Además, esta es la mejor elección. Ustedes no durarían ni unos segundos contra Bern. Yo, en cambio, podría durar una hora... o quién sabe, ¡quizás hasta ganarle!"""
{f:5:Lambdadelta},"""Y le debo una. Es hora de empatar las cosas, esta vez será mi victoria... Es duro jugar fuera de casa, ¿no?"""
,"{f:5:Lambdadelta} se levantó, fingiendo quejarse."
{f:5:Lambdadelta},"""Bueno, me voy... Soy demasiado amante del protagonismo, así que ser solo una espectadora no es lo mío. Lo siento por robarles el protagonismo... Es una pena no poder quedarme a ver su juego hasta el final... Pero ya me sé el guion, así que no hay necesidad de verlo."""
Ushiromiya Battler,"""... Lambda..."""
,"Entonces, con su mejor sonrisa y un guiño, dijo:"
{f:5:Lambdadelta},"""¡Este es su Final Feliz! Ya me he imaginado lo que pasa después, así que no hace falta mirar. Bueno, hasta pronto. Nos vemos en los créditos de su Final Feliz, ¿de acuerdo?"""
Ushiromiya Ange,"""¡¡E-Espera!!"""
,"{f:5:Lambdadelta} chasqueó los dedos, y los dos se transformaron en dos pequeños caramelos de azúcar."
,"Luego los recogió, apuntó cuidadosamente hacia el brillo de la Llave Dorada... y los lanzó con un golpe de dedo."
,"Con esto, los dos deberían llegar a la llave sin que {f:5:Bernkastel} los detecte..."
,"Vaya, qué mala suerte tengo."
,¿Cuál era la probabilidad de que ambos sacaran piedra contra mis tijeras?
,"... Sí, lo sé.{n}Fue un poco cruel de mi parte ponerlos a prueba. Lo siento, chicos."
,"Y entonces, el cuerpo de {f:5:Lambdadelta} comenzó a brillar con una luz verde esmeralda..."
,"Al voltear, sus ojos se encontraron con los de los gatos."
,{f:5:Lambdadelta} sonrió dulcemente y les hizo un pequeño gesto de despedida con la mano...
,Un estruendo ensordecedor fue seguido por una serie de destellos intensos.
{f:5:Bernkastel},"""¿Qué está...? ¡¿¡¿Eso es...?!?!"""
,"Una cadena de explosiones luminosas se desató, engullendo a {f:5:Bernkastel} y a su ejército de familiares en un instante."
,"Era como un espectáculo de fuegos artificiales multicolores... No, no era eso. Eran dulces de todos los colores que estallaban y se dispersaban con destellos de luz."
,"Adorables palos de caramelo, figuras de azúcar, galletas y tartas se esparcían por todas partes en cantidades incontables. Y cada uno de ellos se dividía en innumerables caramelos que explotaban. Luego, esos caramelos se dividían nuevamente en infinitos caramelos que estallaban una vez más."
,"Sin embargo, esos dulces no eran nada dulces."
,"Los caramelos eran más pesados que el plomo, más duros que el acero y más afilados que cualquier hoja."
,"Los dulces multicolores volaban a una velocidad explosiva, destrozando por completo a los gatos en grupo."
,"La luz verde esmeralda que se esparcía por todas partes brillaba como un cielo estrellado, y entre ellos, revoloteaban dulces adorables que parecían sacados de un árbol de Navidad."
,"Era un espectáculo que combinaba extravagancia, belleza y ternura, acorde con la digna apariencia de la Gran Bruja, Lady {f:5:Lambdadelta}."
{f:5:Bernkastel},"""... Oh, si es Lambda... Me hubiera gustado encontrarte en un salón de fiestas."""
{f:5:Lambdadelta},"""Te amo, Bern. Susurrar palabras de amor es mucho más especial cuando estamos a solas, ¿no crees?"""
{f:5:Bernkastel},"""... Eso será especial después de que te arranque lentamente los brazos y las piernas."""
,"{f:5:Bernkastel} inclinó ligeramente el mentón, dando la orden a sus familiares para atacar."
{f:5:Bernkastel},"""Mi querida, queridísima y única amiga en el mundo. Sus brazos desde los codos y sus piernas desde las rodillas. Pueden arrancarlas libremente a mordiscos. Pero no toleraré ni un solo rasguño en el resto de su cuerpo."""
,"El grupo de gatos se retorció nuevamente, fusionándose en una sola forma, y adoptaron la forma de un Leviatán verde esmeralda, destinado a devorar a las pobres víctimas que se habían perdido en la Ciudad de los libros."
,Era la figura de una gigantesca ballena.
,"Sin embargo, ¿parecería una ballena desde la perspectiva de Lambda?"
,"Probablemente, solo habría visto una enorme mandíbula dispuesta a devorarlo todo."
