Speaker,Spanish (ES)
Ushiromiya Jessica,"""Kanon-kun, cuando me viste cantar, ¿qué pensaste?"""
Kanon,"""Me parecía que se estaba divirtiendo mucho."""
Ushiromiya Jessica,"""Probablemente no sea eso."""
Kanon,"""¿Eh?..."""
Ushiromiya Jessica,"""No es solo que te pareciera que me estaba divirtiendo... Estabas celoso, ¿no es así?"""
Kanon,"""... Yo..."""
,"Incluso el propio Kanon probablemente no había notado esa emoción.{n}Él había visto algo que nunca había visto o conocido antes, por lo que probablemente se había puesto celoso."
,"Y para tratar de ignorar esa emoción, se había llamado a sí mismo mueble una y otra vez..."
Ushiromiya Jessica,"""Sé que soy la sucesora de la familia Ushiromiya y todo eso... Y, bueno, estoy segura de que también habrá un montón de cosas molestas por hacer en el futuro. En cuanto a eso, solo me queda resignarme, simplemente tuve mala suerte."""
Ushiromiya Jessica,"""Probablemente, al igual que tú tuviste que vivir en la Casa Fukuin, ninguno de nosotros tuvo elección. No podemos elegir las estrellas bajo las que nacemos."""
Kanon,"""Eso puede ser cierto..."""
Ushiromiya Jessica,"""Pero hay algo en lo que tú y yo somos completamente diferentes. ¿Sabes lo que es?..."""
,"Yo soy un mueble y usted no lo es.{n}Él estaba a punto de decir eso, pero se detuvo..."
Kanon,"""No lo sé..."""
Ushiromiya Jessica,"""Kanon-kun, piensas que tu propio destino implica todo sobre ti, y te has rendido. Yo no puedo aceptar este tipo de destino, así que decidí dar lo mejor de mí."""
Ushiromiya Jessica,"""Así que al igual que mi restringida y normal yo que tiene que actuar como la hija de la familia Ushiromiya, he creado otra yo que pone todo su corazón en las cosas que le gustan."""
Kanon,"""Otro... yo..."""
Ushiromiya Jessica,"""Sí. Kanon-kun, te has estado diciendo a ti mismo ""soy un mueble"". Estoy segura de que han habido muchas cosas difíciles que te han obligado a decírtelo a ti mismo."""
Ushiromiya Jessica,"""Creo que eso es... muy desafortunado. Pero que eso determine toda tu vida, me parece muy triste."""
Kanon,"""..."""
Ushiromiya Jessica,"""Sabes, las personas siempre pueden crear otro yo, uno que les permita amarse a sí mismos. No estoy hablando de escapar de la realidad, ¿de acuerdo? Cuando soy esa otra parte de mí misma, puedo sentir que de verdad estoy viviendo una gran vida."""
Ushiromiya Jessica,"""Así que, por muy restringida y aburrida que sea la vida cotidiana, puedo vivir sin sofocarme."""
Kanon,"""Crear... otro yo que puedas llegar a querer... dentro de ti mismo..."""
,"Crear otro yo, que no sea un mueble..."
,"¿Shannon ha dado a luz a otra parte de sí misma que no es un mueble, por medio de su relación con George-sama?"
,¿Y esta otra Shannon... vio algo que no puede ser {y:1:‘visto’}{n:1:visto} por un mueble?
Ushiromiya Jessica,"""Sí. Bueno, yo no sé nada de tu vida privada, Kanon‐kun. Pero... puedo adivinar. Tu vida privada... probablemente... no exista. ¿Le atiné?..."""
,"Kanon no pudo responder, pero eso era suficiente."
,Él no tenía concepto de vida privada.
,"Por eso, Kanon siempre será Kanon.{n}Por eso, un mueble siempre será un mueble."
Ushiromiya Jessica,"""... Kanon‐kun, ""Kanon"" no es tu nombre real, ¿verdad?"""
,"La casa Fukuin les dio a los nuevos estudiantes una nueva familia y una nueva vida, así que darles un nuevo nombre tambien era necesario."
,"... En su caso, fue ""Kanon""."
Kanon,"""... Ciertamente... ese nombre mío podría ser algo temporal."""
,Él había pensado que no era nadie más que Kanon.
,"... Pero él recordó.{n}... Definitivamente había una parte de él mismo que no era Kanon.{n}Pero eso estaba muy, muy lejos, más allá de la lejana niebla del olvido..."
Ushiromiya Jessica,"""Así que incluso para ti, debería estar bien tener momentos en los que eres Kanon-kun, y momentos en los que no lo eres. Tal vez el Kanon-kun que eres cuando actúas como sirviente se llama a sí mismo mueble y limita estrictamente su propia voluntad."""
Ushiromiya Jessica,"""Pero cuando no eres Kanon-kun, creo que está bien vivir mucho, mucho más libremente."""
,Aquellas palabras no eran solo palabrería.
,Jessica también había sido así en el pasado.{n}Ella había maldecido su propio nacimiento en un ambiente diferente al de todos sus amigos en la escuela.
,"Había sido la única en un entorno fuertemente restringido, obligada a aprender varias cosas, y hasta había recibido críticas acerca de los amigos con los que se juntaba."
,"A pesar de que se sentía triste por eso, ella se resignó, pensando que simplemente había nacido bajo ese tipo de estrella."
,"Pero un día, Jessica dejo de rendirse y resignarse."
,Cosas como las costumbres de la familia Ushiromiya y la presión dejaron de importarle.
,"Ella creó una verdadera ""Jessica"" dentro de sí misma, una que podía hacer lo que de verdad quería."
Ushiromiya Jessica,"""Ya sabes, me llaman ""Jessie"" en la escuela. Así que cuando soy Jessie, vivo la vida honestamente y al máximo. Y por eso, puedo dar lo mejor de mí cuando soy Jessica también."""
Ushiromiya Jessica,"""Quizá tú también puedas tener momentos en los que seas Kanon, y momentos en los que seas, umm, tu verdadero nombre, y vivir de una manera diferente. Cuando no eres Kanon, ¿no podrías tratar de ser otro tú que puedas llegar a querer?"""
Kanon,"""Cuando... no soy Kanon."""
,Él había pensado que su nombre real no importaba en lo absoluto.{n}Por lo que había pensado que Kanon era todo lo que era.
,"Y ahora Jessica le decía que debía crear una nueva existencia, otro yo que no fuese Kanon."
Ushiromiya Jessica,"""Kanon‐kun, si no te importa, dime. ¿Cuál es tu... nombre real?"""
Kanon,"""..."""
,Él se quedo en silencio por bastante tiempo.
,Tal vez su verdadero nombre estaba subiendo a la punta de la lengua.
,"Después de dudar durante mucho tiempo sobre si debía decirlo, al final, se lo tragó de vuelta."
Kanon,"""Yo lo olvidé... Mi nombre ya no importa."""
,Aquellas palabras implicaban un ligero rechazo.
Kanon,"""No importa qué tipo de nombre real tuviera, la única verdad es que aquí y ahora, soy Kanon. El pasado no tiene nada que ver. Al igual que no importa el nombre del árbol cuyo tronco se utilizó para crear un mueble."""
Ushiromiya Jessica,"""¡He dicho que pares con eso! ¡Tú no eres un mueble, eres un ser humano! ¿Sabías?"""
Kanon,"""¡Yo no soy humano!"""
,Kanon dijo su negativa con claridad.{n}Lo hizo con una rabia que normalmente no mostraba.
,"Jessica no pudo contestar nada, y se quedó en silencio..."
Kanon,"""Usted es humana, señorita. Así que es libre de vivir como desee, y cualquier tipo de futuro es posible para usted. Es casi como si tuviera alas y pudiera danzar por el cielo como un ave."""
Kanon,"""Pero yo no soy así. Aunque usted me vea como un ave, no soy más que un pato doméstico. Ellos pueden tener alas, pero no pueden volar."""
Kanon,"""¡Hablarme del sueño de volar por el cielo pese a eso, es... demasiado cruel!..."""
Ushiromiya Jessica,"""¡¡Muebles, patos!! ¡¡Qué demonios es todo esto!! No..."""
,"Jessica había seguido inconscientemente la forma agresiva de hablar de Kanon, pero se dio cuenta de que no debía devolver el fuego, y se tragó sus palabras."
Ushiromiya Jessica,"""Yo no sé nada de ti. Ni siquiera conozco tu educación, y no sé las dificultades por las que has pasado. Así que no puedo ni imaginar por qué empezaste a llamarte a ti mismo un mueble."""
Ushiromiya Jessica,"""Pero sé esto. Tú no eres un mueble ni un pato. Tú eres un humano de verdad."""
Kanon,"""..."""
Ushiromiya Jessica,"""Si quieres decir que el Kanon-kun que trabaja como sirviente es un mueble, está bien. Pero... en ese caso, ¿no crees que puedes hacer otro ""yo"" para cuando no seas un mueble, cuando seas humano?"""
Kanon,"""Solo una humana como usted puede tener esa posibilidad. Yo no soy así. No tengo futuro, ni posibilidades, ni sueños que se me permitan ver."""
Kanon,"""Entonces, señorita. Por favor... no diga más... cosas crueles..."""
Ushiromiya Jessica,"""¿Por qué?... ¿Por qué... me estás diciendo eso?"""
Kanon,"""Porque parece que me está confundiendo con un humano como usted, señorita. Nosotros somos seres diferentes. Solo quería dejar eso en claro."""
Kanon,"""Lo escuché de Shannon. Algo acerca de que usted siente afecto por mí."""
Ushiromiya Jessica,"""Eh, ¡¿Eh?! Ah... no, wajaja..."""
Kanon,"""Soy casi idéntico a la apariencia de un humano. Por lo tanto, al igual que Shannon, tal vez podría mentirme a mí mismo diciendo que soy humano, y por un tiempo, fingir amar."""
Kanon,"""... Pero eso sería seguramente engañarme a mí mismo. No, también sería engañarla a usted, señorita. Shannon y George-sama definitivamente se separarán. La propia Shannon sabe que ese día llegará, y aun así hace esta... estupidez..."""
Ushiromiya Jessica,"""¡¡N-No hay nada estúpido en ello!! George nii-san es una persona brillante, y está cumpliendo con las expectativas de sus padres."""
Ushiromiya Jessica,"""¡Y sí, cuando se trata del matrimonio, estoy seguro de que la tía Eva va a interferir de muchas maneras, y, umm, creo que tienen un camino muy difícil por delante! ¡Pero ya sabes, George nii-san no es el tipo de persona que se rinde ante todo eso! Él no convertirá a Shannon en Julieta, ¡¡Definitivamente la hará feliz!!"""
Kanon,"""Las personas y los muebles no pueden amarse. Estoy tratando de decir que aunque usted pueda amar a un mueble, yo no puedo amarla, señorita."""
Ushiromiya Jessica,"""Nn..."""
,Esas palabras de Kanon aplastaron todos los sentimientos agridulces de Jessica de hoy.
,No había forma de que ella pudiera anticipar las emociones de un rechazo tan cortante...
,"En un instante, perdió la fuerza de voluntad que le había hecho intentar desentrañar el algo obstinado corazón de Kanon, y antes de que se diera cuenta, se quedó de pie en estado de shock..."
Kanon,"""Señorita, si sus sentimientos hacia mí son pura presunción mía, entonces le ruego que me perdone."""
Ushiromiya Jessica,"""N‐No... Bueno, eh, no lo negaré."""
Kanon,"""Muchas gracias..."""
Ushiromiya Jessica,"""¿Eh?..."""
Kanon,"""Por pensar en mí como un humano, muchas gracias. Solo esos sentimientos me hacen verdaderamente feliz. Y cualquier cosa más sería demasiado cruel, así que..."""
Ushiromiya Jessica,"""No, e‐eso es suficiente... Umm, lo siento."""
,"Jessica se rascaba la cabeza mientras hablaba, e intentó forzar su voz para que sonara animada."
Ushiromiya Jessica,"""Yo como que... me precipité por mi cuenta, y te causé problemas. Lo siento sinceramente. Lo siento mucho... por hacerte desperdiciar todo tu día libre."""
Kanon,"""No. Yo también estaba feliz... de poder verla divertirse."""
Ushiromiya Jessica,"""Entonces, dejémoslo así por esta noche. Si no regreso a mi habitación y apago las luces, mamá se enfadará conmigo otra vez. Jajaja..."""
Kanon,"""Probablemente eso sería lo más apropiado. Le deseo buenas noches, señorita."""
Ushiromiya Jessica,"""Sí... Buenas noches..."""
,"Jessica se dio la vuelta y se alejó lentamente, con un aspecto desanimado."
,"Pero de repente, empezó a correr a toda prisa, y desapareció en dirección a la mansión."
,"Mientras la miraba irse, solo por un instante, Kanon fue atormentado por la sensación de que acababa de cometer un gran error."
,Pero él pensó que esto no había sido para nada un error.
,"Fue por el bien de ella que se vio obligado a rechazarla ahora, mientras su dolor era aún mínimo."
{f:5:Beatrice},"""Bien hecho, hacer llorar a una mujer de esa manera. *carcajada*carcajada*. No esperaba que la rechazaras con tanta rudeza. Si hubieras respondido normalmente, otro par de amantes hubiese surgido con mi magia."""
Kanon,"""¿Cuánto tiempo has estado ahí?... Eres una persona horrible."""
,"Cuando él se dio la vuelta, la bruja estaba de repente allí.{n}Parecía que había estado allí todo el tiempo, disfrutando de la escena como si fuera una obra de teatro."
{f:5:Beatrice},"""Perdonaré tus imprudentes palabras hacia mí solo por esta vez en deferencia a ese agradable espectáculo. Incluso después de mil años, no existe un espectáculo más interesante que las complicaciones entre hombres y mujeres. Para mí, es un placer adictivo más dulce que cualquier otra cosa. ¿Nn?..."""
,Kanon sacó el broche de mariposa de su bolsillo.{n}Era la cristalización de la gran magia que la bruja había otorgado.
,"Sin dudar, lo arrojó con fuerza al suelo y lo pisoteó."
{f:5:Beatrice},"""¿Jo?... ¿Qué significa esto? ¿Sabías que eso era algo dado por mí?"""
Kanon,"""Me acabo de dar cuenta. Lo que estás haciendo no es algo tan noble como ser el cupido del amor. No eres más que un demonio que disfruta mostrando el amor a los que nunca podrán unirse, y engañándoles."""
{f:5:Beatrice},"""Hmph... Eres libre de pensar eso. La mayoría de los humanos a los que he prestado mi poder han dicho lo mismo."""
Kanon,"""¡¡No te hagas la tonta!! No le prestaste a Shannon tu poder porque te sentías mal por ella. Te aprovechaste de un punto débil en el corazón de Shannon mientras latía de amor, y le hiciste romper el espejo que te sellaba. Y eso no es todo... ¡Estás jugando con ella, cuando sabes muy bien cómo va a terminar todo! ¡¿Me equivoco?!"""
{f:5:Beatrice},"""Jejejejejej, ¡*carcajada*! Los muebles son unos seres totalmente lamentables. ¿Así que tú no tienes sueños, ni futuro, ni siquiera amor? Bien, bien, no hay nada mejor que conocer tu lugar. ¡*carcajada*carcajada*!"""
Kanon,"""Khh..."""
{f:5:Beatrice},"""Tal y como sospechabas, había un tenue sentimiento de amor que crecía en el corazón de Jessica. Tienes la impresión de haberla cortado, de haberla cosechado."""
{f:5:Beatrice},"""Sin embargo, ¿lo sabías? Los árboles crecen con ramas más gruesas si las cortas, en lugar de dejarlas crecer de forma desenfrenada... ¡Una chica que ama los muebles, interesante, verdaderamente interesante!! Shannon y George también acabarán llegando a un punto muerto con su amor irrealizable, y producirán justo el tipo de fruto grande que me gusta."""
{f:5:Beatrice},"""Sin embargo, a mi pesar, se han llevado tan bien que no es interesante, ¿ves? ¡En ese sentido, creo que ustedes dos me entretendrán bastante, *carcajada*carcajada*!"""
,"La bruja se reía. Aunque ella sabía que esos dos no podrían estar juntos, había prestado su magia para unirlos."
,"Sin embargo, ellos no podían escapar del destino que hacía imposible que estén juntos."
,... La bruja sabía eso.
,"Incluso si estuvieran juntos, las relaciones de Shannon y George, Kanon y Jessica fracasarían con total seguridad, y mientras vagaran por el desierto eterno en el infierno del amor, serían atormentados por la sed eterna..."
{f:5:Beatrice},"""¿Creías que les prestaría ese poder sin ningún tipo de compensación? Cuando ayudo a alguien en el amor, mi compensación siempre será un asiento en primera fila para presenciar el cruel destino que les espera a ambos. ¡Incluso después de mil años, no existe un mejor espectáculo!..."""
{f:5:Beatrice},"""Basta con ver a Kinzo. ¡Mira cómo acabó, un viejo lamentable que conoció el sabor del amor y fue expulsado del Paraíso! Ves cómo vive, como un muerto que no puede morir del todo. ¡¡*carcajada*carcajada*!!"""
Kanon,"""Realmente eres una bruja. ¡¡Fuera de mi vista, demonio!!..."""
{f:5:Beatrice},"""Desapareceré de todos modos. Mi poder aún no ha regresado, como ves. Aún me es agotador estar mostrándome a mí misma."""
{f:5:Beatrice},"""Me excedí cuando les di mi poder a ustedes los amantes. Tal y como estoy ahora, no será fácil mantener ese poder sin ese broche como catalizador."""
,Kanon aplastó aún más el broche con su pie.{n}Sintió que se rompía bajo su pie.
,"Entonces, se disolvió como si fuera agua, y se transformó en mariposas doradas, que se alejaron revoloteando por debajo del pie de Kanon..."
{f:5:Beatrice},"""También me resulta un poco difícil seguir conservando esta forma. Tal y como me pediste, me ocultaré durante un breve periodo de tiempo. Así como no hay marea que no suba, ni luna que no salga, mi poder mágico seguramente volverá a estar completo. Y seguramente llegará el momento apropiado para mi resurrección."""
{f:5:Beatrice},"""No puedo saber si esto será mañana, el año que viene, o incluso dentro de cien o mil años. Pero mientras haya quien me entretenga, seguramente ganaré poder y reviviré. Desapareceré por un tiempo, hasta que llegue ese momento."""
{f:5:Beatrice},"""El moretón de la palma de tu mano ya ha desaparecido, así que si lo deseas, mañana por la mañana, puedes dejar que mi existencia desaparezca como una ilusión o un sueño. No hay nada más triste para mí que ser olvidada."""
{f:5:Beatrice},"""Sin embargo, definitivamente seré revivida. Asegúrate de que no te arrepentirás de la llegada de ese día en ningún momento. Yo definitivamente tendré una segunda aparición y controlaré todo como la verdadero ama de esta isla. Y en ese momento, la puerta de la Tierra Dorada se abrirá de nuevo. ¡Los codiciosos y los avaros me llamarán sin falta!..."""
Kanon,"""¡¡Suficiente!! ¡¡Desaparece, ahora, Bruja Dorada!!..."""
,"Dejando atrás una risa burlona, la bruja se convirtió en mariposas doradas y desapareció."
,Toda la zona brillaba como una ventisca dorada en una bola de nieve.
,Fue una escena fantástica y fugaz que desapareció en un santiamén...
,"La bruja ya no podía ser vista. Sin embargo, Kanon sintió que aún podía escuchar esa risa estridente y desagradable..."
{f:5:Beatrice},"Aahh, qué entretenido, qué entretenido.{n}¡¿Por qué el mundo humano es tan entretenido después de una ausencia tan larga?!"
{f:5:Beatrice},Enloquece por el amor. Enloquece por el oro.{n}¡Aquellos que no enloquecen de esa manera no son humanos!
{f:5:Beatrice},"¡Ya veo, entonces la palabra mueble es la más apropiada, *carcajada*carcajada*!"
{f:5:Beatrice},Los muebles están creados para servir a los humanos.{n}Y yo disfruto someter a esos humanos para aliviar mis mil años de aburrimiento.{n}Así que no poder controlar a los muebles. ¡Qué situación tan interesante de piedra papel o tijeras!
{f:5:Beatrice},"¡Kinzo, tus propiedades son realmente interesantes!{n}¡Mueble, intenta ver si me puedes cazar!..."
{f:5:Beatrice},"Esta noche se han sembrado las dos semillas de amor.{n}¡Incluyendo la que ya fue sembrada, suman tres!"
Ushiromiya Kinzo,"""{f:5:Beatrice}... ¿Por qué... me dejaste sufriendo solo en este mundo?... Te detesto... Te añoro tanto, y sin embargo no respondes a mis plegarias... ¡Te detestaré por toda la eternidad!"""
Ronoue Genji,"""Amo, seguir bebiendo de esa manera será perjudicial para su salud. ¿Acaso no se lo advirtió también el doctor Nanjo?"""
Ushiromiya Kinzo,"""¡¡Silencio, Genji!! ¡Tú no lo entiendes, no entiendes mi dolor y tristeza! ¡¡Aunque creía que al menos mi más viejo amigo entendería mi dolor!! ¡¿Por qué es incomprensible para ti?!"""
Ushiromiya Kinzo,"""¡¡Oooooohhh, {f:5:Beatriceeee}!! ¡¡¿Por qué me dejaste sooooolo?!!..."""
Ronoue Genji,"""..."""
Ushiromiya Jessica,"""¡Uuuuughhu! ¡Hic, hic!... ¡¿Qué demonios significa eso de ser un mueble?! ¡¿De qué se trata toda esta mierda?!... ¡¡Uuuuuuuuuughhu!!"""
Kumasawa Chiyo,"""Ohhh, qué desgarrador, Jessica-sama. Aunque pueda darme una idea de la situación debido a que puedo escuchar su voz llorosa desde su habitación, no hay nada que yo pueda hacer."""
Kumasawa Chiyo,"""Todo esto es una tragedia causada por una pareja que es demasiado joven para andar juntos, cuando las posiciones de su nacimiento son demasiado distantes.... No puedo hacer nada mas que entender los sentimientos de la señorita y alejarme silenciosamente..."""
Shannon,"""Umm, ¿q-qué... es lo que quiere decir con eso, George‐san?..."""
Ushiromiya George,"""Es exactamente lo que dije. Todavía no he construido mi castillo. Una vez que lo haya hecho, por primera vez podré pensar en mí mismo como un adulto. Cuando eso ocurra, quiero casarme contigo."""
Shannon,"""E-Eso es, umm... err..."""
Ushiromiya George,"""Sin embargo, mi corazón no me permite esperar hasta que eso ocurra. Así que quiero darte un anillo de compromiso."""
Shannon,"""C-Compromiso... ¿Dices?... Pero... umm, yo soy un... mue-mueble..."""
Ushiromiya George,"""Eso no importa. Después de todo, los muebles tienen que escuchar a las personas."""
Ushiromiya George,"""Actualmente he mandado a confeccionar un anillo que sea digno de ser un regalo para ti. Creo que probablemente podré dártelo en la próxima conferencia familiar. Así que, por favor, quiero escuchar tu respuesta cuando llegue el momento."""
Ushiromiya George,"""Si aceptas mi propuesta de compromiso, anunciaré en ese mismo instante mi compromiso contigo en frente de todos los familiares, incluyendo al abuelo."""
Shannon,"""Geor-George‐san..."""
Ushiromiya George,"""Estoy seguro de que algunas personas no aprobarán nuestra relación. Pero no hay necesidad de prestarles atención. Porque únicamente tienes que centrar toda tu atención en mí."""
Ushiromiya George,"""Yo definitivamente te haré feliz. Eso te lo prometo, sin ninguna duda."""
{f:5:Beatrice},¡Estoy ansiosa de ver cómo madura esta dulce fruta!
{f:5:Beatrice},"Después de todo, las mariposas doradas no pululan sobre el zumo de la fruta sobremadura y podrida."
{f:5:Beatrice},¡No puedo esperar a que llegue el día de la cosecha! ¡El banquete ya ha comenzado!{n}¡¡*carcajada*carcajada* jajajajajajajajajaja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}jajaja!!...
