Speaker,Spanish (ES)
,"La asistente social intentó interponerse en el camino entre Rosa y María de nuevo, pero volvió a encontrarse con la ira de Rosa."
,"Así que Rosa volvió a sacarse de encima a la mujer con una cara como la de un demonio, y cuando ni siquiera eso pudo frenar su ira, pisoteó el suelo una y otra vez con tanta fuerza que parecía que podría romperlo."
,"Entonces, tras parecer que había recuperado la calma por un momento... congeló su violenta respiración, y le preguntó a María."
Ushiromiya Rosa,"""... María. Estas conejas de la banda, ¿son tus amigas?"""
Ushiromiya Maria,"""U‐Uu..."""
Ushiromiya Rosa,"""Ya veo. Es genial que tengas cuatro buenas amigas."""
,"Al decirlo, Rosa tomó una de los conejas de la mano de María."
,Y lo agitó frente a sus ojos para que pudiera verlo realmente bien.
,... La coneja sujetando la trompeta era una pequeña muñeca del tamaño de una pieza de ajedrez.
,Rosa la fue alzando lentamente.
,"... Por supuesto, los ojos de María y Sakutaro siguieron su movimiento..."
,"Y entonces, con una rapidez que el ojo no podía captar, la lanzó contra la pared."
Ushiromiya Maria,"""¡¡¡¡Eek—!!!!"""
Sakutarou,‘¡¡¡...!!!’
,"Más o menos... había imaginado que esto, el peor escenario posible, podría pasar.{n}Así que se dio cuenta de inmediato de lo que había ocurrido."
,"... Y María dejó escapar un pequeño, desesperado grito..."
,Estaba hecha añicos.
,"Había sido pequeña y sólida, pero eso no había sido suficiente para soportar la ira de su madre."
Ushiromiya Rosa,"""... Ya que no escuchaste lo que te dijo mamá, rompí una de ellas. A partir de ahora, siempre que desobedezcas lo que mamá diga, romperé otra... ¡¡¡Recuérdalo!!!"""
,"""Señora... ¡¡¿realmente cree poder adjudicarse el título de madre tras hacer algo así?!! ¡¿Cree que puede hacer eso sin herir a su hija?!"""
Ushiromiya Rosa,"""¡¿Herir a {i:María}?! A mí también me duele, ¡¿sabes?! ¡¿Quien se hará responsable de {i:mis} heridas?! ¡¿Eeeeh?! ¡¡¡QUIÉÉÉÉÉÉÉÉÉN!!! ¡¡¡Además, ya te dije que te calleeeeeees!!!"""
Ushiromiya Maria,"""¡P-Para, mamá!... ¡Es culpa de María!... ¡No te enfades con esta señora!..."""
Sakutarou,"‘No es culpa de María... ¡es culpa mía!... ¡No te enfades con María!... ¡Uryu, uryu‐uryu‐uryu, uryuuu!’"
Ushiromiya Rosa,"""¡¡N-No te dije que dejes de jugar con tus peluches de esa formaaaaaa!! En primera lugar, es vergonzoso, dices que un animal de peluche es tu amigo ¡¿cuántos años tienes?! ¡¿Cuántos?! ¡¿Eeeeeeh?!"""
Ushiromiya Rosa,"""Este es solo un asqueroso, horrible animal de peluche hecho de tela y algodón, ¡¡¿verdad?!! ¡¿Es que solo tienes esta clase de amigos?! ¡¡Si tienes tiempo para fingir que este asqueroso animal de peluche es tu amigo, sal y haz amigos humanos reales!!"""
Ushiromiya Rosa,"""¡¡¿Por qué no puedes hacer amigos?!! ¡¡Por eso tu clase te trata como la rarita y se burla de ti!! ¡¡Déjalo de una vez y contrólate!! ¡¡Madura y olvida tus juegos con animales de peluche!!"""
Sakutarou,‘Uryu... uryu...’
Ushiromiya Rosa,"""¡¡Como te acabo de decir, deja de jugar con ese animal de pelucheeeeeeeee!!"""
Ushiromiya Maria,"""¡¡Aaah!! ¡¡Mamá, mamá!! ¡Devuélvemelo! ¡¡Devuélveme a Sakutarooooooo!!"""
Sakutarou,‘¡¡Uryuu!! ¡Uryuuu! ¡Uryu‐uryuu!’
,"Mamá tomó la cabeza de Sakutaro, y me lo quitó...{n}Y entonces... lo golpeó contra la pared, una y otra vez."
Sakutarou,"‘¡¡Uryuu!! ¡¡Me duele, me duele, duele duele duele duele!!...’"
Ushiromiya Rosa,"""¡¡Dije que pares, maldita sea!! ¡¡Deja de jugar con ese maldito animal de pelucheeeee!! ¡¡Es culpa de este animal de peluche!!"""
Ushiromiya Rosa,"""¡Por eso no puedes hacer amigos! ¡¡Por eso te aíslan en clase, y te tratan como a una niña rara!! ¡¡Nunca debí haberte dado un peluche así!! ¡¡Nunca debí haberte dado un animal de peluche tan vergonzoso!!"""
Ushiromiya Maria,"""¡¡Paraaaaaaaaaaaaa!!"""
Ushiromiya Maria,"""¡¡Devuélveme a Sakutaro, devuélveme a Sakutaro!! ¡¡Waaaaaaaaaaaaaaaaaaaaahhh!! ¡¡Sakutaro es amigo de María!! ¡¡El mejor amigo de María!! ¡Mientras Sakutaro esté aquí, María no necesita nada más! ¡¡Así que devuélvemelo!! ¡¡Devuélvemelooooo!!"""
,"... Por algún motivo, mi desesperada petición fue como aceite en el fuego de la ira de mamá..."
,"Mamá apartó mi brazo cuando intentaba agarrar a Sakutaro y arrebatárselo, y de una forma estrafalaria, clavó las uñas de ambas manos en Sakutaro, retorciéndolo..."
,"La bufanda roja, que había envuelto con cuidado para él cada día, cayó al suelo..."
,"... Sakutaro, que había sido tan, tan querido para mí..."
,"Estaba retorcido, roto, tan desgarrado por las uñas..."
,"Fue retorcido dolorosamente, con su cara haciendo una mueca... de tristeza..."
,"Y entonces las uñas de mamá, encontraron un punto de sutura en el cuello... y lo desgarraron..."
,... Con las uñas de ambas manos... lo desgarró...
,"Y en ese instante... la tela amarilla de Sakutaro, y el algodón de su interior... prácticamente estallaron..."
,Casi parecía húmedo algodón de azúcar...
Sakutarou,‘... U... ryu...’
Ushiromiya Maria,"""... ¿kutaro?..."""
Sakutarou,‘... Ma... ría...’
Ushiromiya Maria,"""... Sakutaro..."""
Sakutarou,‘U... ryu... {m:-5:―――}’
Ushiromiya Maria,"""... kutaro..."""
Sakutarou,‘{m:-5:―}―...’
Ushiromiya Maria,"""... ta... ro..."""
,‘’
,...
,... La arrugada tela amarilla y el algodón de azúcar que fluían fueron empujados frente a mis ojos.
,"Entonces... a través de la cara de mamá, el ser malvado... lo dijo claramente."
Ushiromiya Rosa,"""{i:Sakutaro está muerto}."""
,mabapennedbisgeck.
,gikuguki... kutaro... sakuta... o... ecknaped...
,... uuuuu.
,Uwaaaaaaaaaaaaauuuuuuuuuu...{n}Waaaaaaaaaaaaauuuuuuuuuuuu...
,gudaro...sagudaro... waaaaaaaaaaaaaaauuuuuuuuu...
{f:5:Beatrice},"""{f:5:María}... {f:5:María}... No llores."""
Ushiromiya Maria,"""¡¡{f:5:Beatrice}, {f:5:Beatrice}!!... ¡¡Waaaaaaaaaaaaaaaaaahhh!! ¡¡Waaaaaaaaaaaaaaahhh!!"""
{f:5:Beatrice},"""Sakutaro era un buen amigo... Mientras no olvides eso, siempre estará contigo... Así que no llores..."""
Ushiromiya Maria,"""¡¡Resucítale!! ¡¡Puedes usar un montón de magia, Beato!! Puedes devolverle la vida a Sakutaro, ¡¿verdad?!"""
{f:5:Beatrice},"""... S-Sobre eso... Por supuesto, sería fácil si Sakutaro hubiera sido mi mueble. Sin embargo, Sakutaro es tu mueble... Eso me lo pone difícil."""
Ushiromiya Maria,"""Si dices que es difícil, quiere decir que no es imposible, ¡¡devuélvele la vida!! ¡Devuélvele la vida con la Magia Interminableeee!"""
{f:5:Beatrice},"""... Mmm... La verdad es que... El recipiente de Sakutaro era un animal de peluche que hizo la propia Rosa, ¿correcto?... Esa Rosa ha negado a Sakutaro... Una vida cuya madre no permite no puede existir..."""
,Las palabras de {f:5:Beatrice} eran débiles.
,"... Pues sabía que, sin importar la excusa, no sería suficiente para calmar a María y que lo aceptara."
,Pero tenía que comunicar la dolorosa verdad a su discípula y amiga.
,"... Tenía que comunicarle el hecho, de que, aun con todo su poder, ni ella podía resucitar a Sakutaro."
{f:5:Beatrice},"""Mientras sigas creyendo en la existencia de Sakutaro, su alma no desaparecerá... Así que, {f:5:María}... por favor, no estés triste... Aun ahora, mira... creo que Sakutaro está sonriendo allí mismo..."""
Ushiromiya Maria,"""¡¡¡No!!! No, no, ¡¡no!! ¡¡Tienes que resucitar a Sakutaro!! ¡No, no, no! ¡¡Waaaaaaaaaaaaaaaaaaaahhhh!!"""
{f:5:Beatrice},"""¡¡Déjalo!!... ¡No hay magia que pueda revivir a Sakutaro!... ¡¡Pero aun así, debes creer con todas tus fuerzas en que Sakutaro seguirá existiendo como tu buen amigo!!... ¡Ese poder se convertirá en magia!..."""
Ushiromiya Maria,"""¡¡No es magia, no es magia!! ¡¡Tienes que devolverle la vida a Sakutaro!!..."""
Ushiromiya Maria,"""¿No puedes porque mamá lo hizo ella misma? ¿Por qué creó mamá a Sakutaro? Era para dárselo a María como regalo, ¿verdad? Fue para darle un amigo a María, ¿verdad?"""
Ushiromiya Maria,"""Pero por qué... por qué lo hizo mamá... ¿para después romperlo? ¿Por qué le dio vida mamá para después intentar romperlo? ¡¡No lo entiendo, no lo entiendo!!"""
Ushiromiya Maria,"""¡¡Odio a mamá, odio a mamá!!... ¡¡Frustrada, frustrada... triste, triste!!... ¡Quiero aplastar a mamá como ella hizo con Sakutaro!... ¡¡Quiero clavarle mis uñas y romperla, convertirla en tela y algodón!!"""
Ushiromiya Maria,"""¡¡Waaaaaaaaaaaaaaahhh!! ¡¡No puedo soportarlo, no puedo soportarlo, {f:5:Beatriceeee}!! ¡¡¡¡Waaaaaaaaaaaaaaahhh, Sakutaroooooooo!!!!"""
,"En la oscuridad tras la espalda de María, dos enormes brazos negros aparecieron, retorciéndose alrededor de María mientras esta lloraba furiosamente."
,Y enormes uñas se pegaron al pecho y el estómago de María...
,María no podía verlo.{n}... Pero Beato sí.
,La ira y la tristeza sin lugar a donde ir te desgarrarán.
,... Beato lo sabía. Podía verlo.
,Sí... La realidad es que esos enormes brazos eran de María.
,Esas uñas empezaron a introducirse en su pecho y estómago...
,"... Con su enorme tamaño y fuerza, probablemente podrían hacer pedazos a María con facilidad..."
,Pero María no se daba cuenta.
,Ahogándose en un mar de sus propias lágrimas... no se daba cuenta de que sus propios brazos intentaban desgarrar su pecho...
Ushiromiya Maria,"""¡¡¡No puede soportarlo, no puede soportarlo!!!... Si no hay forma de resucitar a Sakutaro... ¡¡María quiere venganza!! ¡¡Quiere que mamá tenga el mismo final!! ¡Quiere que acabe como Sakutaro!..."""
Ushiromiya Maria,"""¡¡{f:5:Beatrice}!! ¡¡Enseña a María magia para ello!! ¡¡Enséñame a acabar con mamá!!..."""
{f:5:Beatrice},"""... ¿Es eso lo que deseas?"""
Ushiromiya Maria,"""¡¡Matar a mamá!! ¡¡La mataré!! ¡No, esa no es mamá! ¡Es la bruja malvada que posee a mamá! ¡¡Mataré a la mamá bruja!! ¡¡Uuuuuuuuuuuuuuuuuuuu!!"""
{f:5:Beatrice},"""... Muy bien. Te daré ese poder... Por desgarrarlos a ti y a tu bello corazón... Por darte ese dolor, es adecuado que tu madre sea desgarrada de forma considerable."""
{f:5:Beatrice},"""... Te lo enseñaré... Te enseñaré el abismo del mundo de las brujas, las profundidades a donde nunca llega la luz..."""
Ushiromiya Maria,"""¡¡Uuuuuuuu, Sakutaro, Sakutaro!!... ¡¡Odio, odio, odio a todo el mundo!! ¡¡También a mamá, también a Ange!! ¡¡Odio a todo el mundo, A TODO EL MUNDO!! ¡¡Uuuuuuwaaaaaaaaaaaaaaaaaaahhh!!..."""
