Speaker,Spanish (ES)
,"Guíadas por el comando de aquellas palabras mágicas, siete estacas se reunieron.{n}Eran las estacas de los siete demonios simbolizando los pecados capitales de la gente pecaminosa."
{f:5:Beatrice},"""Beelzebub y Asmodeus. Vamos, perdonen sus pecados. ¡Liberen los espíritus de los pecadores!"""
Ushiromiya Battler,"""¡¿Eh?!..."""
,Las estacas de Beelzebub y Asmodeus respondieron al llamado de {f:5:Beatrice}.
,"Las dos estacas demoníacas se pusieron en movimiento como bolas de billar al golpe de un taco, y fueron absorbidos por el espacio de la puerta."
,"Entonces vino el sonido de estas desviándose repetidamente de las paredes de la habitación, haciendo un sonido como el de un pájaro carpintero."
,"Y finalmente, un sonido agradable pudo oírse."
,"Era un sonido pequeño y satisfactorio, como el que uno escucha cuando alguien está cortando leña y el hacha fácilmente corta la madera."
,Era el sonido de las dos estacas enterrándose profundamente en las frentes de Eva y Hideyoshi.
{f:5:Beatrice},"""Justo por el medio. ¿Quieres ver?"""
,Ellos definitivamente habían escuchado dos sonidos como la frente de alguien siendo partida.
,"A Battler no se le permitía verlo, ya que estaba del otro lado de la puerta, pero ambos habían muerto una vez más, y en esta segunda ocasión, no estaban ni un centímetro más lejos de donde yacieron la última vez, con la misma mancha de sangre que antes."
Ushiromiya Battler,"""T‐Tienes que estar loca... ¡E‐Esto es una locura! ¡¡¡N‐No puedes matar a la gente con esta locura!!!"""
{f:5:Beatrice},"""Por supuesto que puedo. ¡Puedo matarlos de esta manera! ¡*carcajada*carcajada*carcajada*!"""
,"De repente, ya no estaban en el pasillo, sino que sentados en la fiesta de té de en la que habían empezado."
,"Todos excepto Battler estaban sentados mansamente... pero Kanon estaba gimoteando, con sangre fresca colgando de su boca.{n}Vaya malos modales para una fiesta de té."
,La estaca de Satán estaba enterrada profundamente en el pecho de Kanon.
Kanon,"""... U... gah..."""
Ushiromiya Battler,"""K‐Kanon‐kun... ¡¡Kanon‐kun!! ¡¡M-Maldita seaaaaaaa!!"""
,Battler era el único que se ponía inquieto.
,"George, Jessica, Shannon... todos los demás estaban mansamente agachando sus cabezas como estudiantes siendo regañados por su profesor."
{f:5:Beatrice},"""Kanon, fuiste cautivado por una ira insignificante e intentaste perturbar mi banquete. Tu pecado capital es ser fácilmente cautivado por la ira. Purifícate, arrepiéntete, y empieza de vuelta."""
Kanon,"""... {f:5:at}... {f:5:rice}... sa... ma..."""
Shannon,"""B‐{f:5:Beatrice}‐sama... Por favor, perdónelo... ¡Creo que Kanon‐kun se ha arrepentido lo suficiente!"""
{f:5:Beatrice},"""Qué maravilla. Soy generosa ante quienes me respeten. ¡*carcajada*carcajada*!"""
Ushiromiya Battler,"""¡¡¡Ya basta de bromas!!! ¡¿Realmente crees que esta actuación barata hará que acepte tu existencia?! ¡De ninguna manera eres una bruja de mil años! ¡Tus trucos no tienen mil años! ¡A lo sumo son la acumulación de cien años de clichés que el mundo del misterio creó!"""
Ushiromiya Battler,"""¡¡No son magia!! ¡¡No hay forma de que lo sean!! ¡¡Todos estos crímenes pueden explicarse con ""trucos humanos""!!"""
{f:5:Beatrice},"""¡*carcajada*carcajada*! ¿Explicarías mis mil años con cien años humanos? ¡Bien, bien, por eso me caes bien!"""
Ushiromiya Maria,"""Tonto Battler... ¡Kijijijijijijijiji{0}ji{0}ji{0}ji{0}ji{0}ji{0}jijiji!"""
Ushiromiya George,"""Detente, Battler‐kun... {f:5:Beatrice}‐sama es alguien a quien no puedes... desafiar..."""
Shannon,"""Nn... u... u..."""
,"Shannon empezó a gimotear, tocando su mejilla.{n}Quizás le haya dado un dolor de muela."
,Pero no se veía para nada como un dolor de muela.{n}Un ligero enrojecimiento se propagaba por la mejilla que ella estaba tocando.
,Parecía que aquel enrojecimiento estaba causando a Shannon un dolor insoportable...
,"Empezó a presionar sus uñas hacia su mejilla, y gotas de sudor aparecieron por todo su cuerpo..."
Ushiromiya George,"""Shannon... ¡¡Shannon!! ¡Aguanta... aguanta!"""
Ushiromiya Battler,"""¡¿Qué está ocurriendo?! Maldita sea, ¡¿qué demonios es esa cosa roja?!"""
,"Se expandió rápidamente, cubriendo la mitad de la cara de Shannon..."
,"Entonces, el burro estúpido de Battler finalmente se dio cuenta..."
Ushiromiya George,"""¡P‐Por favor, Battler‐kun! ¡Por favor cree en {f:5:Beatrice}‐sama! ¡¡Te lo suplico!! Aaaaaaah, por no creer, ¡por no creer!, aaaaaaaaaah... ¡¡La magia se está... la magia se está disolviendoooooooo!!"""
,"Por primera vez en su vida, Battler escuchó ese sonido, como la de una granada partiéndose."
,Las gotas rojas incluso llegaron a rociar la cara de Battler...
,"Qué triste. El rostro de la pobre de Shannon había sido partido por la mitad, y sus últimos momentos horribles en aquel almacén se habían vuelto a repetir."
Ushiromiya George,"""¡¡U-Uaaaaaaaaaaaahhhhhhhhhhhhh!! ¡¡Shannon, Shannon!! ¡¡¡Uaaaaaaaaaahhhhhhhhhh!!!"""
Ushiromiya Battler,"""¡G... ghhhkkk, maldición, maldicióóóóóón! ¡¡Para, para, paraaaaaaaa!! ¡¡No humilles a los muertos, no humilles a los muertoooos!!"""
Ushiromiya George,"""¡¡Uuuu... gah... eeeggh!!"""
," Esta vez, patrones rojos empezaron a propagarse por el cuerpo entero de George..."
, Era como la bella nube dibujada por la leche al ser vertida sobre el té negro. Lentamente se desplegaron y extendieron a través de todo su cuerpo.
,"Y mientras más se saturaban en color, parecía darle a George un dolor cada vez más grande."
,"Mirando aquellos extraños patrones, Battler estaba petrificado mientras pensaba frenéticamente con su lamentable torpe imaginación... sobre la naturaleza de las extrañas muertes que George y los demás habían experimentado..."
,"Poco después, ese enrojecimiento también llegó hasta la próxima Jessica..."
Ushiromiya Jessica,"""¡¡Gah... ee... ack... hh!!"""
Ushiromiya Battler,"""¡¡¡P‐Para para para!!! ¿Qué fue lo que hizo Aniki? ¿Qué fue lo que hizo Jessica? ¡¡¡Por favor PARAAAAAA!!!"""
Ushiromiya Jessica,"""Ba‐Battler... ¡No... no dejes que la bruja... rompa tu espíritu! Niégala... bórrala... ¡Mien-Mientras exista tan solo una persona que la niegue, ella es tan solo una ilusión que no puede existir! ¡¡Uuuuughhh, gghhh!!"""
Ushiromiya Battler,"""¡¡¿E‐Estás bien, Jessica?!! ¡¡Uah!! ¡¿¡¿A‐Aniki?!?!"""
,George ya no tenía la forma de una persona. Se veía como una pila de carne de sobra luego de que la buena y deliciosa carne fuese raspada para ser cocinada.
,Los únicos rastros de su tiempo como humano era la forma de su mandíbula inferior y caja torácica.
,"Y estaba claro que Jessica, quien estaba cubierta con un enrojecimiento en constante fortalecimiento, se acercaba al mismo destino."
Ushiromiya Maria,"""Uu. Battler... Rápido, cree en {f:5:Beatrice}... Si no lo haces... la magia de todos... desaparecerá..."""
Ushiromiya Battler,"""¡¡¡M‐María, está sobre todo tu cuerpo también!!!"""
{f:5:Beatrice},"""Resucito a todos los muertos con mi magia. Pero mientras no creas, esa magia no tendrá ningún poder verdadero. ¡*risita*risita*risita*! Pero estoy segura de que un hombre de tu nivel no se rendirá por algo como esto, ¿cierto?"""
Ushiromiya Jessica,"""¡Ba‐Battler! Nosotros... no quisimos dudar de nuestros amigos... ¡Nos negamos a enfrentar la realidad, y nos rendimos ante la bruja! Pero... ¡Sé que tú... Sé que tú no te... rendirás ante esa bruja! ¡¡¡Geh... ggghh... gggggghhkkkkkkk!!!"""
Ushiromiya Battler,"""¡¡Jessica, JESSICAAAAA, uaaaaAAAAAAAaaaAAAahh!!"""
,"Qué triste. Jessica llegó al mismo fin.{n}Tal como George, terminó como las sobras de un carnicero."
,"Tan destrozada, derretida, y revuelta, que ya no se podía distinguir entre lo que era George o Jessica."
Ushiromiya Maria,"""Battler. No llores. {f:5:Beatrice} resucitará a los muertos una y otra vez. No hay razón para estar triste... Así que... incluso si morimos, todavía... estamos... bien..."""
,"El enrojecimiento empezó a consumir la totalidad del cuerpo de María... Al ver esto, el tonto Battler gritó bien alto."
Ushiromiya Battler,"""¡¡Maldita, no te saldrás con la suya, no te perdonaré!! ¡¿Dices ser una bruja?! ¡¿Dices que esto es magia?! ¡¡Te negaré con toda las fibras de mi ser!! ¡¡No importa lo que suceda, no hay forma de que te vaya a aceptar!! ¡¡Si tanto quieres tenerme de enemigo, me aseguraré de que recibas lo que te mereces!!"""
Ushiromiya Battler,"""¡¡¡¡Ya verás por esto, me las vas a pagar, definitivamente me las pagarás!!!! ¡¡Te arrepentirás de hacer a Ushiromiya Battler tu enemigo!! ¡¡Te negaré no importa qué!! ¡¡¡Cada cosa imposible, lo explicaré todo con ""humanos""!!! ¡¡¡Borraré cada célula tuya de este mundo!!!"""
{f:5:Beatrice},"""¡Bien dicho, ""Battler""! ¡Este es el tipo de cosas que me divierten de mis mil años de aburrimiento!"""
{f:5:Beatrice},"""Vamos, explica. ¡Intenta explicarlo todo con tus ""trucos humanos""! ¡¡Y aprende lo inferiores que son los humanos!! ¡¡Veamos cómo intentas usar lo que la humanidad ha construido en cien años para oponerte a mis mil!! ¡¡Hará el obligarte a someterte incluso más agradable!!"""
{f:5:Beatrice},"""¡Así que dime, ‘Battler’! ¿Qué tal acerca de la carta de María? ¿Cómo fueron asesinados los seis? ¿La persiana? ¿El sello del sobre? ¿La habitación cerrada con la cadena? ¿Kanon en la sala de calderas? ¡¿Genji y los demás en el salón?! ¡¿El suicidio de Natsuhi?! ¡¿El acertijo del epitafio?! ¡¿La ubicación del oro oculto?!"""
{f:5:Beatrice},"""¡Vamos, Battler, ¿por qué no me muestras el poder de los ""humanos""?! ¡¡¡Fujajajajaja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}jajaja!!!"""
Ushiromiya Battler,"""¡¡¡OoooooOOOOOOooooooooooOOOOOOOOohh!!!"""
