Speaker,Spanish (ES)
,"Incluso Kyrie-san me dijo que creyera en las brujas, y yo también había conocido a una mujer demente que se consideraba a sí misma una."
,... ¿Podría ser que Kanon-kun posiblemente fuera... un humano en el lado de la bruja?...{n}... O sino... ¿el culpable?
,... Qué demonios.{n}... ¿Voy a empezar a tratarle como si fuera el culpable... solo porque no puedo encontrar su cadáver?
{f:5:Beatrice},Jo... ¿tratarle como si fuera el culpable porque no hay cadáver?...{n}¿Y quién era el que balbuceaba eso de que los sospechosos son inocentes?...
{f:5:Beatrice},"... Muy bien, no podría soportar que culparas a Kanon-kun de todos los crímenes y que convirtieras eso en una teoría con el culpable humano. Lo garantizaré con el rojo..."
{f:5:Beatrice},"{p:1:Kanon está muerto}.{n}{p:1:De entre las cinco personas del grupo de Kyrie, él fue el primero en morir}.{n}{p:1:En resumen, él fue la novena víctima}."
Ushiromiya Battler,"""... Como no hay ningún cadáver... no puedo estar seguro... de que Kanon-kun está muerto."""
{f:5:Beatrice},"Así que, mi susurro en rojo no llega a tu pieza...{n}... Pero si te llegó a {i:ti}, ¿verdad?..."
,"A primera vista, esto era una masacre provocada por algo extraño que solo se podría pensar como magia."
,"... Hilos de oro que atacan a través del ojo de la cerradura. No, incluso tenemos el testimonio de que algo dorado voló a través del comedor cuando los seis primeros murieron."
,Puede que las dos fueran la misma arma.
,"Después está el asesinato de la habitación cerrada del almacén, y el rayo láser que podía cortar barras de metal."
,... Y eso no era todo.
,"Había mucho, mucho más... como el grupo de monstruos cabra, la historia del demonio que podía crear hoyos con solo chasquear sus dedos, los conejos que habían disparado los hilos dorados..."
,Creo que había más... pero todos ellos eran igual de ridículos.
,"Era imposible que aceptara todo eso, y fui forzado a sospechar que era algún tipo de truco o error."
,"... Pero ¿por qué demonios habían hablado todos al unísono, diciendo lo mismo, sin contradicciones en sus testimonios?..."
,No es solo la magia.
,La muerte misteriosa de María.
,La manera en que Jessica sabía que George-aniki había sido asesinado.
,El misterioso cuerpo quemado que no pude confirmar que perteneciera a ese maldito viejo.
,... Y cada vez más y más.
,¡Tantas cosas que no entiendo!...
,Incliné la botella de vino e hice gárgaras.{n}... No tengo ni idea de qué está pasando.
,"Después de la cena de anoche, nos echaron de la mansión y nos dijeron que volviéramos a la casa de huéspedes... y después ocurrió la masacre del comedor."
,Kyrie-san y el resto cayeron por los hoyos y fueron capturados.
,Luego convocaron a Jessica y George-aniki para realizar una prueba y fueron asesinados.
,"El grupo de Kyrie-san logró escapar de la mazmorra de alguna manera, pero todos ellos acabaron siendo asesinados."
,"Y justo, justo al final, incluso María fue asesinada, dejándome a mí completamente solo."
,"... En resumen, no había hecho nada más que estar encerrado en la casa de huéspedes."
,"Durante ese tiempo, un gran incidente había ocurrido y terminado antes de que me diera cuenta."
,¿Cómo podría describirlo de otro modo que no fuera incomprensible?{n}¡Ya no tengo ni la más remota idea!
Ushiromiya Battler,"""Ahora no soy nada más que un borracho. ¿Planeas dejarme solo a mí con vida?... Date prisa en mostrarte y ven a matarme ya. Me da demasiada flojera así que no te voy a buscar."""
Ushiromiya Battler,"""¡Muéstrame tú misma!... ¡No huiré ni me esconderé, así que atácame con flechas o balas o lo que sea!..."""
,"Como desde ayer no he conseguido dormir nada, tengo un sueño terrible.{n}Si quieres matarme, adelante."
,Decidí volver a la casa de huéspedes y descansar descaradamente en la cama.
,"... Cuando salí de la cocina y pasé por el vestíbulo, me encontré con ese retrato de la bruja."
,"Y también con el gran reloj.{n}... En ese preciso momento, era exactamente medianoche."
,"Entonces, resonó el sonido de una campana, proclamando que eran las 24:00..."
,Mientras estaba escuchando... miré al retrato de {f:5:Beatrice}.
,"Hace exactamente 24 horas, te conocí."
,¿Qué tratabas de decirme?...{n}¿Y a dónde fuiste?
,"¿Quién diablos eres exactamente?...{n}Bruja Dorada, {f:5:Beatrice}."
,¡No he resuelto ni un solo acertijo relacionado contigo!...
,Muéstrate...{n}... ¡¡Y lucha contra mí!!...
,"Entonces... la bruja apareció. Como una invitada de honor que finalmente aparece, apareció en el rellano de las largas escaleras..."
Ushiromiya Battler,"""Así que finalmente te muestras... He estado aburrido todo el día."""
{f:5:Beatrice},"""... Así es. Te di un día entero. ¿Fuiste capaz de ejercer los derechos del lado humano?"""
Ushiromiya Battler,"""Sí. Estaba aburrido. Me dejaste hacer todo lo que quise."""
{f:5:Beatrice},"""... Ange... fue una buena pieza."""
Ushiromiya Battler,"""No... digas el nombre de Ange."""
{f:5:Beatrice},"""... Ange apareció por un milagro, y se sacrificó para darte la tenacidad para una victoria certera."""
Ushiromiya Battler,"""No... digas el nombre de Ange."""
{f:5:Beatrice},"""... Esa muerte tan brutal era algo que necesitabas. Si no hubieras visto esa muerte, no te habrías puesto serio. Sin el toque de atención del triste destino de Ange, tu tenacidad por conseguir la victoria no habría sido concebida."""
Ushiromiya Battler,"""¡¡Te he dicho que no digas el nombre de Ange!!..."""
{f:5:Beatrice},"""... En resumen, Ange era un sacrificio necesario. De lo contrario, no habría nacido en ti una ira tan grande como para matarme. La rivalidad entre nosotros no puede ser destruida."""
{f:5:Beatrice},"""Maldita Lady {f:5:Bernkastel}, sería más apropiado llamarla una carta de triunfo que una pieza... Da igual lo que haga una pieza, esta nunca se separa del tablero. Pero una carta de triunfo, por muy poderoso que sea su efecto, siempre se descarta después de usarla."""
{f:5:Beatrice},"""Ange fue realmente un buena carta para ti."""
Ushiromiya Battler,"""¡¡¡No digas el nombre de Angeeeeeeeeeeeeeeeeee!!!"""
,"Ante el estallido de ira de Battler, Beato finalmente dejó de hablar."
Ushiromiya Battler,"""... Sabes, ya no puedo perder más tiempo haciendo el tonto en un lugar como este... Incluso un empate hará esperar a Ange."""
Ushiromiya Battler,"""... ¡¡Te derrotaré... tomaré a mi familia, y volveré a casa!! ¡¡No voy a perder ni un segundo jugando a las brujas contigo!!"""
{f:5:Beatrice},"""En ese caso, supongo que ya sabes... lo que hay que hacer, ¿verdad?"""
Ushiromiya Battler,"""¡Sí! ¡¡Te voy a dar una paliza!! ¡¡Acabaré con todas las brujas, magias, ilusiones y engaños!!"""
Ushiromiya Battler,"""Muy bien, ¡¡¡empecemos ya!!! ¡¡No dejaré que me vuelvas a engañar!! ¡El juego se reanuda, ¿estás lista?! ¡¡¡Desgarraré el velo de la bruja que oculta la descarada mentira que realmente eres!!!"""
{f:5:Beatrice},"""Hablas demasiado. Todo lo que tienes que hacer es simplemente decir ""Te mataré""."""
Ushiromiya Battler,"""Sí. Si esas son las palabras que quieres... las diré. Este es el primer y último deseo tuyo al que le haré caso."""
{f:5:Beatrice},"""... Gracias."""
Ushiromiya Battler,"""Te..."""
{f:5:Beatrice},"""..."""
{f:5:Beatrice},"""¡¡Muy bien!! ¡¡Comencemos, Battler!!... ¡¡Vamos, es la hora de la caza de bruja!!... ¡¡Intenta perseguirme, intenta acorralarme, intenta matarme!! ¡¡Espero mucho de ti!! ¡¡Intenta enseñarme lo que tu hermana pequeña te dio en sus últimos momentos!!..."""
Ushiromiya Battler,"""¡¡¡Vamooooooooooooooooooooooos!!!"""
,... El grito de Battler consumió el mundo con una luz blanca.
,Y cuando uno de sus ojos se abrió bajo la luz cegadora... los dos estaban en el jardin de rosas...
{f:5:Beatrice},"""... ¿Quién hará el primer movimiento?"""
Ushiromiya Battler,"""Yo."""
{f:5:Beatrice},"""Qué valiente."""
,"El jardín de rosas, donde hermosos pétalos danzaban.{n}El color de esos pétalos... era el rojo."
,"¿Sería eso una prueba o simplemente una afirmación, de que ambos estando frente a frente en este hermoso jardín de rosas... era la roja y única verdad?"
,... Debe ser por eso... que las rosas son rojas.
,"Pero en el lenguaje de las flores... las rosas representan la pasión, no la verdad."
,La flor de la verdad es la Nomeolvides.{n}Esa flor... es azul.
Ushiromiya Battler,"""Me abriré paso con mi verdad azul... Desde el mismo principio de todo. ¡Empezaré por el primer juego!"""
{f:5:Beatrice},"""Muy bien. Muéstrame tu destreza... Adelante."""
Ushiromiya Battler,"""Aquí voy... Ya lo he proclamado, pero lo volveré a decir... Esto no es solo por el asesinato del doctor Nanjo en el último juego. ¡¡Desglosaré cada escena desde el principio!!..."""
Ushiromiya Battler,"""¡{p:2:Ushiromiya Kinzo ya está muerto}! ¡{p:2:Por lo tanto, el verdadero número de personas en la isla es 17}! {p:2:Al añadirle una persona desconocida X, dan 18 personas}. {p:2:Al suponer que esta persona X existe, el crimen es posible incluso si las 17 personas tienen coartadas}."""
Ushiromiya Battler,"""¡¡{p:2:Con esto, aunque el número de personas llegue a 18, sigue siendo posible que el culpable X exista y lleve a cabo el crimen aunque las 18 personas parezcan tener coartadas}!!"""
,Puedes abrirte paso entre todos los misterios del Episodio 1 suponiendo que existe una persona desconocida X.
,"Además, hasta es posible explicar el misterio de la evaporación de Kinzo de la habitación cerrada sellada con el recibo, suponiendo atrevidamente que Kinzo no estaba ahí desde el principio."
,"A menos que Beato contraatacara esto con la verdad roja, las ilusiones de la bruja del Episodio 1 quedarían completamente deshechas."
,... La verdad azul era válida.
,La cuña de la verdad azul que Battler había lanzado perforó el pie izquierdo de Beato.
,... ¿Fue la sangre roja que brotó de allí su defensa en la verdad roja?...
,"Beato cerró fuertemente uno de sus ojos, aguantando el insoportable dolor que le producía esa verdad azul que la negaba."
{f:5:Beatrice},"""Mmm, nada mal... Pero todavía estoy lejos de ser negada, lejos de ser asesinada... Eso no es suficiente... En los siguientes juegos hay misterios que no pueden explicarse con solo eso, ¿verdad?"""
Ushiromiya Battler,"""... ¿Qué misterios?"""
{f:5:Beatrice},"""En los últimos momentos del segundo juego; George, Gohda y Shannon se encerraron en la habitación de Natsuhi y fueron asesinados. La llave que podía abrir la habitación de Natsuhi estaba dentro de la habitación, y el resto de las llaves que podían abrir la puerta se encontraban en posesión de Rosa. Incluso si el culpable X existiese, debería ser imposible construir una habitación cerrada."""
,"La cuña azul que perforaba a Beato tembló.{n}Ella estaba resistiéndose, luchando para sacarla."
Ushiromiya Battler,"""No, eso no afecta a mi verdad azul. Si el culpable X consiguiera obtener una llave maestra, eso ni se acercaría a ser una habitación cerrada."""
{f:5:Beatrice},"""No, era imposible que el culpable obtuviera una. ¡{p:1:Todas las llaves maestras estaban bajo el control de Rosa}!"""
Ushiromiya Battler,"""¡Pero eso carecería de sentido si la tía Rosa fuese cómplice del culpable! ¡{p:2:La tía Rosa le entregó una llave al culpable X de alguna forma, ayudándole en el asesinato de la habitación cerrada}! ¡{p:2:Y después de eso, recuperó la llave de una forma similar}!"""
Ushiromiya Battler,"""¡¡Tendrás que hacerlo mejor que eso, Beato!! ¡Ya expuse esa teoría en su momento!"""
{f:5:Beatrice},"""... *carcajada*... Es cierto..."""
{f:5:Beatrice},"""... ¡¡¡Gwaaargh!!!... Agh... ack..."""
,"La cuña que había ido perdiendo poco a poco su brillo, y parecía a punto de salirse, recuperó de nuevo su intenso azul por la verdad azul adicional de Battler, y se clavó de nuevo en el pie de Beato."
,Beato soltó un grito de angustia ante ese dolor.
{f:5:Beatrice},"""... Guh... ooh... Aún no... Esto todavía no es suficiente... Aún no... ¡¡Aún noooooo!!"""
Ushiromiya Battler,"""Continuando con el tercer juego. Las seis habitaciones cerradas encadenadas, los asesinatos de la tía Rosa y María, las muertes de papá y los demás en el vestíbulo, y los asesinatos del tío Krauss y la tía Natsuhi... todo eso... {p:2:puede ser explicado si suponemos que la tía Eva era la culpable}."""
Ushiromiya Battler,"""Esta discusión ya la gané en su momento. E incluso ese acertijo final que propusiste usando a {f:5:Eva}, {p:2:el asesinato del doctor Nanjo puede ser explicado con una 18.ª persona X}. ¡¡¡Ahora me he abierto paso a través de todo el tercer juego!!! ¡¿Puedes contrarrestar eso?!"""
{f:5:Beatrice},"""¡¡Mgh, gh!!... ¡P-Por supuesto!... ¡Esto no es... nada de lo que preocuparse!..."""
{f:5:Beatrice},"""En ese caso, ¿cómo explicas la desaparición de George de la casa de huéspedes? Añadiré la verdad roja. {p:1:George no bajó por las escaleras de la casa de huéspedes}. ¡Salió volando por la ventana!"""
,"En los últimos momentos del tercer juego, George había desaparecido de repente del segundo piso de la casa de huéspedes."
,"Eva, que estaba en el primer piso, había afirmado que nadie había bajado por las escaleras, pero si, como afirmaba la verdad azul, ella había llevado afuera los cadáveres de Krauss y Natsuhi, existía la posibilidad de que George hubiera bajado en secreto durante ese lapso de tiempo y hubiera escapado."
,"Pero al añadirse esa verdad roja, Beato había refutado eso."
,"Para salir afuera sin bajar por la escalera al primer piso, habría tenido que salir por la ventana. ¡Pero todas las ventanas habían sido cerradas por dentro!..."
Ushiromiya Battler,"""¿Y qué con eso? Es exactamente como tú has dicho. Salió volando por la ventana, ¿verdad? Aunque hubiera saltado, no se notaría por la hierba, y además estaba lloviendo muy fuerte. Cualquier pequeño rastro habría desaparecido."""
{f:5:Beatrice},"""Repetiré la verdad roja. {p:1:Todas las puertas y ventanas que conducían al exterior estaban cerradas por dentro}. ¡{p:1:Además, es imposible cerrar cualquiera de ellas desde el exterior}! ¡George no tuvo ninguna técnica para cerrarlas!..."""
Ushiromiya Battler,"""Lo repetiré con la verdad azul. Yo mismo lo dije en su momento. ¡{p:2:En ese caso, todo encaja siempre y cuando alguien cerrara la ventana después de que George-aniki escapara por ella}! ¡¡No hay nada complicado en ello!!"""
{f:5:Beatrice},"""¡¡Gwaaaaaaaahhaaaaah!!... Gguuuuhhh... ¿No es esto... suficiente?... ¿No lo es?..."""
,Beato no podía sacarse la cuña azul que se encontraba clavada en su pie.{n}La falsa bruja era quemada más y más por la fuerte verdad azul...
Ushiromiya Battler,"""Hasta el tercer juego, sigue sin haber nada que haga tambalear mi verdad azul... En ese caso, el único juego que puede demostrar que eres una bruja... es este, el cuarto juego."""
{f:5:Beatrice},"""... Siempre y cuando no contraataque con la verdad roja, puede que eso sea verdad. Tendré que demostrar que las brujas existen con solo este juego... Muy bien. No te contengas."""
Ushiromiya Battler,"""No hay nada extraño en los seis asesinatos del comedor. {p:2:La 18.ª persona X se volvió loca con un arma de fuego y mató a todo el mundo}. {p:2:Con respecto a los hoyos, existe la posibilidad de que estuvieran realmente ocultos ahí, y también es posible explicarlas con la teoría de Kyrie-san que plantea la existencia de un dispositivo X que dispara dardos envenenados que pueden noquear a una persona al instante}."""
Ushiromiya Battler,"""{p:2:Los asesinatos de George-aniki, Jessica, y aquellos que se escaparon de la mazmorra también pueden explicarse con armas de fuego, exactamente igual que en el comedor}. ¡Eso no tiene nada de raro!"""
Ushiromiya Battler,"""Pero estoy seguro de que tienes un contraataque, ¿verdad? ¡¡Vamos!!"""
{f:5:Beatrice},"""Tu mejor espada, esta 18.ª persona X, se basa en la teoría de que Kinzo ya estaba muerto. Sabía que harías esa afirmación. Es por eso que saqué a Kinzo de su estudio."""
{f:5:Beatrice},"""Todos los miembros de la familia en la conferencia familiar dieron la bienvenida a ese Kinzo, ¿verdad? ¡{p:1:Todos los presentes en la conferencia familiar reconocieron la existencia de Kinzo}!"""
Ushiromiya Battler,"""Pues sí. Pero el abuelo supuestamente ha estado gravemente enfermo, confinado en su cama, al borde de la muerte durante años, ¿verdad? Aunque si él estuviera tan deteriorado hasta el punto de parecer otra persona, quizá a nadie le hubiese llamado la atención, ¿qué hay de eso?"""
Ushiromiya Battler,"""Contraatacaré con esto. {p:2:Ese abuelo era una persona diferente, un doble}. ¡{p:2:Una persona diferente que los familiares confundieron con el abuelo}!"""
{f:5:Beatrice},"""Entonces yo contraatacaré con esto. {p:1:Nadie confundiría a nada ni a nadie con Ushiromiya Kinzo al verlo}. ¡{p:1:Sin importar qué fuera, nadie lo confundiría por Ushiromiya Kinzo al verlo}!"""
Ushiromiya Battler,"""Entonces, ¿qué tal esto? {p:2:Al declarar con la verdad roja en el segundo juego que el número de llaves maestras eran cinco, cuando en el primer juego el número podría haber sido mayor a cinco, cambiaste la premisa de los juegos posteriores}."""
Ushiromiya Battler,"""{p:2:De la misma forma, existe la posibilidad de que el estado de vida o muerte de Kinzo fuese cambiado para el cuarto juego}."""
Ushiromiya Battler,"""¡{p:2:Por lo tanto, la existencia de Kinzo en el cuarto juego no sirve para demostrar que existía en juegos anteriores}!... ¡{p:2:Así pues, incluso si suponemos que los seis asesinatos del comedor fueron llevados a cabo por el propio abuelo, eso no crea ninguna contradicción}!"""
{f:5:Beatrice},"""Entonces contraatacaré con esto. {p:1:El estado de vida o muerte de Kinzo es el mismo para el comienzo de cada uno de los cuatro juegos}. ¡{p:1:La situación no fue diferente para el cuarto juego}!..."""
Ushiromiya Battler,"""Repítelo. ¡""Kinzo estaba vivo al principio de cada juego""!"""
{f:5:Beatrice},"""Me niego a repetirlo. No responderé, Battler. ¡No responderé con esa verdad roja que deseas!..."""
Ushiromiya Battler,"""... Maldito... viejo, ¡¡te estás interponiendo en mi camino!!... ¡¿Te estás arriesgando para proteger a tu amada bruja {f:5:Beatrice}?!"""
,Mi maldito abuelo apareció.
,"... Je, ¡¿está intentando ser algún tipo de caballero, bloqueando el camino entre Beato y yo?!..."
Ushiromiya Kinzo,"""*carcajada*carcajada*carcajada*, Battler. ¿Eres capaz de superarme?..."""
Ushiromiya Kinzo,"""No te dejaré llegar, no te dejaré llegar... a la altura de la Bruja Dorada, ¡¿me oyeeeeeeees?! ¡¡Fujjajajjajajajajajajaja!! ¡Tu lógica tan superficial ni siquiera puede sobrepasarme a mí! ¡¡¡Muere!!!"""
,"La capa negra de Kinzo se extendió como si fuese a tragarse el mundo, convirtiéndose en el hocico de un inmenso dragón negro, que se abalanzó sobre mí, intentando tragarme de un bocado."
,"... Ante el rugido de ese dragón negro, calmé mi respiración y cerré ligeramente los ojos..."
Ushiromiya Kinzo,"""¡¡Te devoraré de un solo bocado!! ¡¡¡Desaparece, idiota inexpertooooo!!!"""
Ushiromiya Battler,"""... Cierra el pico, maldito fantasma inmortal."""
Ushiromiya Kinzo,"""Oh, así que me consideras un fantasma. ¡¡Entonces intentas llevar hasta el final esa teoría de que yo ya estoy muerto!! ¡¡Esa será tu perdición!! ¡¡Sé devorado por el primer crepúsculo del cuarto juego y desparece!!"""
,"¡¡La enorme boca del dragón negro, su hocico, sus colmillos... amenazaban con tragarse entero a Battler!!..."
,"En ese instante, ¡Battler abrió repentinamente los ojos!"
Ushiromiya Battler,"""Gracias, {f:5:Beatrice}. Tu tercer juego se ha convertido en la base de mi contraataque."""
{f:5:Beatrice},"""¿Qué?..."""
Ushiromiya Battler,"""Hasta nunca, maldito viejo. Este es el adiós... ¡Como base para afirmar la teoría de que ""Kinzo está muerto"" incluso en el cuarto juego, presento la siguiente teoría!"""
Ushiromiya Kinzo,"""¡¡Muy bien, no te contengas, descendiente mío!!"""
Ushiromiya Battler,"""¡¡Ahí voy, viejo maldito!! ¡{p:2:Mi teoría es que el nombre de Kinzo se hereda como título de líder de la familia Ushiromiya}!"""
Ushiromiya Battler,"""{p:2:Ushiromiya Kinzo ya estaba muerto}. ¡{p:2:Y le dio {i:su nombre} a otra persona}! ¡¡{p:2:Todos lo aceptaron}!! ¡¡{p:2:Y, por lo tanto, ‘todos los presentes en la conferencia familiar reconocieron la existencia de Kinzo’}!!"""
Ushiromiya Battler,"""{p:2:Ni siquiera era necesario que esta persona se disfrazara del abuelo}. ¡{p:2:Porque todos reconocieron a un nuevo ‘Kinzo’}! ¡¡{p:2:Por lo tanto, en realidad ‘nadie confundió a nada ni a nadie con Ushiromiya Kinzo al verlo’}!! ¡¡¡{p:2:Siempre y cuando la anterior teoría no sea negada, nada puede cambiar el hecho de que estás muerto}!!!"""
Ushiromiya Battler,"""Este es el golpe de gracia. Maldito viejo, exijo que lo repitas. ¡¡""Ni una sola de las personas presentes tenía nombres múltiples o diferentes""!!"""
Ushiromiya Kinzo,"""¡¡Yo... no... puedo!!... ¡¡Gah, gwoooooooooooooooooooragghgghghh!!"""
Ushiromiya Battler,"""Descansa en paz, maldito viejo. Deberías agradecérmelo, por fin pudiste morir. ¡¡Esto es tu réquiem, acéptalo, y muérete!!"""
Ushiromiya Battler,"""¡{p:2:Ushiromiya Kinzo ya estaba muerto}! {p:2:Sí, pobre viejo, siempre que encontrábamos tu cadáver, este estaba completamente quemado}. ¡¡{p:2:Eso era un truco para que nadie se diera cuenta de que ya hacía tiempo que habías muerto}!!"""
Ushiromiya Battler,"""¡¡{p:2:Y le diste tu nombre a otra persona}!! ¡¡¡{p:2:Con esta teoría, a pesar de que {i:tú} estabas muerto, {i:""Kinzo""} fue capaz de aparecer en la conferencia familiar}!!!"""
Ushiromiya Battler,"""{p:2:¿Qué te parece? ¡¡Esto es jaque maaaaaate!!}"""
,Varias docenas de estacas azules perforaron el fantasma de Kinzo. ¡¡Su terrible poder destructivo nunca permitiría al fantasma recuperarse!!...
Ushiromiya Kinzo,"""... {f:5:Be... atr... ice}..."""
{f:5:Beatrice},"""... Kinzo... Gracias por todo... Descansa... en paz... No olvidaré... el tiempo que pasé contigo..."""
,"Disipándose con la sombra del dragón negro, mientras pétalos dorados se esparcían, Ushiromiya Kinzo se convirtió en un ciclón dorado y desapareció..."
,"Incluso después de la muerte, luchaste por el bien de la mujer que amabas.{n}... ¡Tu amor y tu locura son, sin ninguna duda, verdaderos!..."
{f:5:Beatrice},"""... Ngh... Battler..."""
Ushiromiya Battler,"""No me odies... Deja dormir a los muertos. No los despiertes... Sigues tú. Y serás la última."""
,Beato aún no podía sacarse la cuña azul que perforaba su pie...{n}Ella se dio cuenta de que estaba al borde de la muerte...
Ushiromiya Battler,"""Llevo un rato siguiéndote la corriente. Creo que he cumplido con creces cualquier responsabilidad de jugar contigo. Pero ya va siendo hora de terminar... Tengo a una hermana pequeña completamente sola esperándome en casa."""
Ushiromiya Battler,"""... ¡¡Yo y mi familia nos vamos a casa!!..."""
{f:5:Beatrice},"""... Entonces mátame... ¡Intenta matarme!... ¡¡No huiré ni me esconderé, a estas alturas ni siquiera sería capaz de evadirlo!! ¡¡¡Vaaamooooooooooooos, Ushiromiya Battleeeeeeeeeeeeeeer!!!"""
Ushiromiya Battler,"""¡¡Dalo por hecho!! ¡Con la 18.ª persona X de la teoría de que ""Kinzo está muerto"", todo lo que queda puede ser explicado!"""
Ushiromiya Battler,"""¡¡{p:2:Las muertes de George-aniki y Jessica en el cuarto juego pueden ser explicadas con el culpable X}!! ¡{p:2:Y las muertes de los cinco que se escaparon de la mazmorra, de los dos del almacén, y la de María al final}! ¡¡{p:2:Todas esas muertes pueden ser explicadas con la 18.ª persona X}!! ¡¡{p:2:No tiene absolutamente nada de raro}!!"""
Ushiromiya Battler,"""¡¡Con esto, la explicación del culpable con trucos humanos está completa para todos los juegos!! ¡¡{f:5:Beatrice}... es... jaqueee maaaaaateee!!"""
{f:5:Beatrice},"""Uuhk... uaaaaAAAAaaaaAaAAaaaaaahhh... aah..."""
,"Varias estacas azules se clavaron en {f:5:Beatrice}, que no pudo evadirlas, ensartándola..."
,"Beato agarró las estacas, intentando sacárselas de alguna forma..."
{f:5:Beatrice},... Aaaaaaahhhh... me tiene... Duele...
{f:5:Beatrice},... Sí... esto... me matará...{n} Si no me saco estas estacas... moriré...
{f:5:Beatrice}, Ya no quiero sentir dolor... Ya no quiero... su... frir...
,Con ambas manos... Beato agarró firmemente una de las estacas azules.
,"... Naturalmente, el poder de la verdad azul que niega a las brujas quemó sus manos."
,"... Incapaz incluso de esconder sus lágrimas frente al dolor, Beato aulló e intentó sacarse las estacas con todas sus fuerzas..."
{f:5:Beatrice},Si no puedo sacarlas... moriré...{n} Este es... mi último contraataque...
{f:5:Beatrice},"""Entonces Battler... Todas mis numerosas demostraciones de magia... ¿cómo las explicas?... La primera vez que aparecieron... fue en el segundo juego, cuando arreglé el caramelo con forma de calabaza. En ese momento, Rosa definitivamente fue testigo de la magia."""
,"Ciertamente, Rosa había visto cómo mariposas doradas se reunían, y la restauración del caramelo gracias al milagro de la magia."
{f:5:Beatrice},"""... *carcajada*carcajada*... Que solamente Rosa lo haya presenciado no es muy creíble, ¿verdad?... Por eso incrementé el número de testigos al máximo... Ese era el punto... de este último juego..."""
{f:5:Beatrice},"""¡La invocación de mis secuaces! ¡Y esos brutales asesinatos mágicos! ¡¡Muchas personas fueron testigos de todo eso!!... ¡¡Eso en sí mismo... es prueba de que mi magia existe!! ¡¡¡Cómo explicas eso, Ushiromiya Battleeeeeeeeeeeeeeeeeeeeerr!!!..."""
Ushiromiya Battler,"""... Tablas."""
{f:5:Beatrice},"""... ¿Q-Quééééé?..."""
Ushiromiya Battler,"""‘La magia existe porque la magia existe’. Creo que las reglas de la prueba del tubo de Braun establecen que ese tipo de argumento no es válido."""
{f:5:Beatrice},"""... S-Sí... tienes razón... Je... jajaja... agh..."""
Ushiromiya Battler,"""¡¡No importa quién, o cuántas personas... hayan presenciado la magia!! ¡¡Eso nunca será prueba de la existencia de la magia!!"""
Ushiromiya Battler,"""Independientemente de si toda la magia que nos has mostrado existe o no, puedo ignorarlo todo y explicarlo con trucos humanos. Ese es mi derecho indiscutible... ¿Me equivoco?"""
,"Ante esas palabras, las estacas azules soltaron una luz aun más intensa, apartando bruscamente mis manos."
{f:5:Beatrice},... Como me temía... no puedo sacarlas después de todo... ggghh...
,"En el estado actual de Battler, aunque le enumerase cada una de las partes mágicas y le exigiese una explicación por cada una de ellas, probablemente utilizaría cualquier medio a su alcance para negarlas todas."
,... Ya no solo la magia de los caramelos que le mostré a Rosa... sino todos los milagros de la magia.
,Ya no puedo ni siquiera {i:declarar} que soy bruja sin entrar en debates sobre cómo se arregló algo como un caramelo...
,Estoy en una posición tan inferior que debo pelearme por trivialidades como esas...
{f:5:Beatrice},Puede que sea... imposible para mí...
{f:5:Beatrice},... Lo sabía...
{f:5:Beatrice},Este ha sido un juego sin posibilidades de victoria para mí desde el principio.{n}... Así que era lógico que acabara llegando el día de mi derrota.
{f:5:Beatrice},¿He luchado contra Battler... hasta el día de hoy... solo para perder contra él?...
{f:5:Beatrice},... Empecé estos juegos... pensando que quizás podría ganar.
{f:5:Beatrice},"Incluso si no podía ser capaz de ganar con facilidad, creí que en un juego que se repetiría interminablemente, un milagro terminaría por ocurrir."
{f:5:Beatrice},"... Después de todo, tenía la absoluta determinación de ganar con certeza."
{f:5:Beatrice},"... Sin embargo, ahora ya he perdido completamente ese milagro."
{f:5:Beatrice},Y... la absoluta y certera determinación reside en Battler... dejandome a {ruby:watashi:mí} sin un milagro certero.
{f:5:Beatrice},"No, quizás debería decir sin {i:milagros o certezas}..."
{f:5:Beatrice},"No habrá victoria, ni conclusión con un empate."
{f:5:Beatrice},... La única resolución permitida... es continuar resistiéndo... hasta que sea derrotada... en este juego...
{f:5:Beatrice},"Es cierto, yo... estoy luchando... solamente para que Battler me mate..."
,... Miré a los ojos de Battler.{n}Y en su interior... no estaba yo.
,... Las figuras de su hermana pequeña esperando a que volviera... y de la familia que tenía que recuperar se encontraban reflejadas en sus ojos.
,Ya no me ve... ni siquiera como un individuo.
,"... Por supuesto que no. Desde el principio, Battler ha estado intentando negar lo que soy."
{f:5:Beatrice},"... Ooh... ese último juego... fue muy divertido...{n}Solo fue una pequeña mentira, pero aunque solo fuera por un breve periodo de tiempo, parecía que nos entendíamos... y fue muy divertido..."
{f:5:Beatrice},... Es cierto... debería haberlo dejado así...
{f:5:Beatrice},Debería haber continuado por toda la eternidad con Battler totalmente engañado...
{f:5:Beatrice},"... Pero... eso sería inútil, ¿verdad?...{n} Eso... no sería una victoria de verdad..."
Ushiromiya Battler,"""... ¿Es esto... jaque mate, {f:5:Beatrice}?"""
,"Beato había sido atravesada por varias estacas azules, clavada una y otra vez contra el suelo mientras seguía de pie."
,"Incapaz incluso de caer por esto, y aún mirando al cielo... estaba clavada en su sitio..."
,"Su trágica figura podría haber sido un final apropiado... para la bruja cruel que había jugado sin parar con las vidas de 18 personas, y que había matado constantemente durante cientos y miles de años."
