Speaker,Original Witch Hunt (OG)
Kumasawa Chiyo,"""Hohoh, ...hohohoho... Couldn't that be nothing more than a minor misspeak...? It's not important enough to be picked up out of the blue and focused on..."""
Nanjo Terumasa,"""Yes, yes, that's nothing more than nitpicking... Isn't it a little too early to suspect Natsuhi-san because of a little slip of the tongue like that......?"""
Gohda Toshiro,"""Furthermore, you mentioned needing a reason to be sure that no one else spotted the person in question... but of course, she had such a reason...! She left the room after seeing the Master go to bed! Following common sense, it's perfectly natural to assume that he probably wouldn't meet anyone else until the next morning...!"""
Furudo Erika,"""......No. That isn't natural at all. After all, Natsuhi-san, Doctor Nanjo, and Kumasawa-san all made this claim a short while ago. Please, try to remember."""
Ushiromiya Eva,"""And Natsuhi nee-san was the last person to meet him, right...? Around 11:00 last night. I wonder if that means he slipped out of the study sometime after that and went somewhere else..."""
Ushiromiya Natsuhi,"""Th, ......that's...... B, but Father is a fickle person... He used to sometimes say that he had a revelation in a dream all of a sudden, wake up in the middle of the night, and walk around the mansion. Isn't that right, Doctor Nanjo...?"""
Nanjo Terumasa,"""Nn, ......y, yes, such a thing has happened before......Anyway, ......umm, he is a fickle person. R, right, Kumasawa-san...?"""
Kumasawa Chiyo,"""...Hoh, ...hohoho. That's true... He might have had some sort of strange dream and slipped out of bed... That happens a lot, yes......"""
Ushiromiya Battler,""".........Yeah. ......Grandfather often slips out of bed all of a sudden late at night......That's what you claimed."""
Furudo Erika,"""<Good>. Your memory is pretty good, Battler-san. .........In other words, it's well known amongst the people at the Ushiromiya head house, Natsuhi-san included, that there's a chance Kinzo-san might wake up in the middle of any given night on a whim and wander around. On top of that, they were aware that this happened quite often."""
Ushiromiya Eva,"""......Isn't that odd? ...If you knew that Father often wanders around at night, there's no way you could be certain that he'd stay in his bed until morning. Right?"""
Ushiromiya Rudolf,"""It really is......like a third-rate mystery. A lot of those have this part in the last 5 minutes where the culprit asks 'When did you figure out it was me?' and the detective answers..."""
Furudo Erika,"""Seriously...... That's why I feel let down. If it turns out that Natsuhi-san really is the culprit, this'll be worse than a TV mystery. ......That's why I want to clear away the suspicion surrounding Natsuhi-san as soon as I can. I want to make sure that this mystery isn't third-rate before I do anything else."""
Ushiromiya Natsuhi,""".........uu, ......gah......"""
{f:5:Beatrice},"""......There's no need to get anxious, Natsuhi. This is a classic word game used by detective wannabes. ......So what's her point here? How could she corner you just with this accusation? In the court of hell, all of the demon jurors will declare you innocent. So calm down and don't get flustered..."""
Ushiromiya Battler,""".........It may be true that Natsuhi oba-san looks suspicious when you say it like that. ......Still, it sounds like you're just nitpicking to me."""
Ushiromiya Eva,"""But it is suspicious. ......Isn't this more than enough reason to suspect that Natsuhi nee-san is hiding something...?"""
Ushiromiya Natsuhi,"""Th, that accusation is entirely false...! And that's not fair, Eva-san...!! Aren't you the sole person who can confirm that I really was here at 23:00...?!"""
Furudo Erika,""".........Is this true, Eva-san?"""
Ushiromiya Eva,""".....................Oh, did that happen? ......Heheheh, I'm sorry. At the time, I was losing my head because the gold had just been found, so I forgot all about meeting Natsuhi nee-san until just a second ago."""
Furudo Erika,"""So, Eva-san, you can confirm that Natsuhi-san was a witness at 23:00?"""
Ushiromiya Eva,"""Yes, unfortunately. I'm able to acknowledge that one part of Natsuhi nee-san's story. ......But only that she came out of this room."""
Ushiromiya Natsuhi,""".........Wh, what are you implying?"""
Ushiromiya Eva,"""Let me tell you what I'm implying. ......No, I've wanted to say this for a long time now. ...I really did feel like saying this in the middle of such a tragic murder case would be improper, but the timing now is just too perfect. .........You know what I'm talking about, don't you? ......Natsuhi nee-san.........?"""
,The servants gulped and held their breaths... It seemed that they hadn't been able to hide it......after all.........
," In the middle of this heavy silence, ......Eva fingered her trump card, and Natsuhi pretended to be calm."
, Both space and time grew as heavy as lead...and swallowed up everything...
Furudo Erika,"""Just when did Kinzo-san disappear, I wonder......?"""
,"Erika's words, spoken almost casually, tore that atmosphere to pieces like shattering glass......"
Ushiromiya Rudolf,"""......Simply put, we haven't met him once at the family conferences this year or last."""
Ushiromiya Hideyoshi,"""That's right... We've suspected it since last year. ...Seeing as how my son and the others have just been killed, this may not be the time or place to pursue this. ......But there's a chance that this has something to do with the crime, so we will do just that..."""
Ushiromiya Kyrie,"""It's possible that you have a motive for hiding Father's death. ......We can suspect that you're embezzling Father's assets."""
Ushiromiya Eva,"""If Father were to die, an investigation would be conducted for the distribution of the assets and your embezzlement would be exposed. That's why you hid the fact that Father is already dead!!"""
Furudo Erika,""".........I see. That's more than enough for the 'why dunnit'. This keeps getting more and more third-rate. Aaah, ......boring."""
Ushiromiya Natsuhi,"""I, ......I don't know what you're talking about...!! You say I'm hiding the head's death?! I most certainly won't forgive...such a reckless accusation!!"""
Gohda Toshiro,"""That's right...!! In addition to Madam, the other servants take care of the Master on a daily basis, and they see him all the time...!! Genji-san, Shannon-san, and Kanon-kun...! Even Doctor Nanjo and Kumasawa-san meet with him often...!"""
Gohda Toshiro,"""......P, perhaps because he doesn't trust me, I haven't seen him even once since last year, but..."""
Ushiromiya Natsuhi,"""Be quiet, Gohda!!!"""
Gohda Toshiro,"""Eek!! M, my apologies...!"""
Furudo Erika,"""Aren't all of the witnesses besides Natsuhi-san servants employed by her? ......So you used money to make them follow your story...ah man, this is really third-rate. Pitiful, pitiful. .........I'm disappointed, Natsuhi-san. So I guess I'll have to finish this now."""
Ushiromiya Natsuhi,"""F, .........finish what......?!"""
Furudo Erika,"""Ushiromiya...Kinzo-san."""
Ushiromiya Kinzo,""".........What is it, ...uninvited guest?"""
Furudo Erika,"""You don't exist, do you? ......You're a ghost whose death was concealed by those humans who didn't want it known because of the inheritance problem."""
Ushiromiya Kinzo,"""......Hmph. ......Heheheheheheheh."""
Furudo Erika,"""Ghosts are supposed to quickly pass on to the next world. ......Even though this is the first time we've met, I've yet to give you a proper greeting. My apologies."""
Furudo Erika,"""......Good day, pleased to meet you. And goodbye!!!"""
,"So close to Erika's face that you might just barely have been able to wedge a single sheet of paper between them, ......Beato's pipe stopped suddenly."
{f:5:Beatrice},"""And a good day to you too. ......I'm the Ushiromiya family alchemist, Beatrice the Golden. I'll be your opponent in this fight from here on out."""
Furudo Erika,"""Glad to meet you, I'm the detective of this game, Furudo Erika. I'm pleased to make your acquaintance. And now, goodbye."""
{f:5:Beatrice},"""So, you're Lady Bernkastel's next piece after Ange. ......I'm afraid I didn't get to fight with her to my satisfaction in the end. I'm glad I'll be able to lock horns with you this time, Lady Bernkastel's piece...!"""
Furudo Erika,"""............My master is almighty and all-powerful. A fool like you couldn't even begin to compare with her. I accept your challenge."""
{f:5:Beatrice},"""*cackle*cackle*cackle*. You really are calm. ......Even though a witch has appeared before you and is about to fight with magic and fantasy. .........If you were Battler, you'd be lying on the ground, screaming that this can't be a mystery anymore."""
Furudo Erika,"""Yeah, even in the mystery genre, parallel universes like this have gotten popular lately. You know about Pure Reasoning Space and all that?"""
{f:5:Beatrice},"""Ayatsuji Yukito doesn't make his debut until next year."""
Furudo Erika,"""You sure are picky for a witch."""
{f:5:Beatrice},"""Hahha!! You think you're on the same level as a witch? Don't be so full of yourself, you mere human!!"""
,"When Beato snapped her fingers, something bounced around the room at terrifying speeds...!! "
,It was the witch's stake. The witch's wedge which contained the power of the blue truth within it...! 
,"Of course, a mere human like Erika couldn't follow that terrible speed with her eyes."
," Erika understood this, so she didn't attempt to look every which-way stupidly trying to spot it."
Lucifer,"""You blockhead!! Take this!!"""
,"With a terrible sound, Lucifer's blue stake buried itself into Erika's right collarbone."
, It pierced all the way through her back.
," Lucifer rotated and rebounded, landed in front of Beato, and disappeared, laughing shrilly."
, Erika wasn't blown back. She had just been run through deeply by the blue wedge.
Furudo Erika,""".........So, this is that so-called blue truth. Well then, let me hear your opinion."""
{f:5:Beatrice},"""{p:2:You can't deny the possibility that Natsuhi met with Kinzo at 23:00. During the following six hours or more before you pushed your way into the study, Kinzo had many chances to escape this study! Because of this, you can't state decisively that Kinzo doesn't exist.}"""
,Beato announced that with an expression worthy of her title as witch. Erika was silent.
,......Was she too shocked to speak? 
,There was no anguish in her expression. She was just quietly listening to Beato's blue truth.
," No, ......judging by her disdainful expression, it's probably more appropriate to say that Beato's words went in one ear and out the other."
Furudo Erika,""".........<Good>. Let's start with the classic moves. .........By the way, this thing really is stuck good. I can't take it out."""
,"She tried pulling from the front and the back of the blue wedge that pierced her, but it didn't budge an inch."
," However, her indifferent, relaxed expression didn't budge an inch either."
{f:5:Beatrice},"""You can't take it out! ......The blue truth can only be defeated by the red truth. ......For one such as yourself, a guest who came to this island at most a day ago, there is no truth that you could possibly know! That means there exists no red that you can use...! In other words, this is checkmate!!"""
Furudo Erika,"""......I see. So that's what kind of space this is. ......In that case, I'll need a piece worthy of fighting with a witch. ......I'm the detective. My position is to be an opponent for the human culprit. You are a witch. ...There does exist a fitting piece to use against witches and demons."""
Furudo Erika,"""Let me introduce you. .........Miss Dlanor. It looks like it's your turn."""
{f:5:Beatrice},"""D, .........Dlanor...!!!"""
{f:5:Lambdadelta},"""Ahhahahahahahaha!! I thought so, I was certain you'd bring that piece in sooner or later...!! The ten wedges with which to hunt witches, the archbishop of witch hunting, Dlanor!!"""
{f:5:Bernkastel},"""There's no more fitting piece in a battle against demons. I have my double, Erika, and the greatest natural enemy of witches, Dlanor."
{f:5:Bernkastel}," I've now taken control of the seventh rank with my two rooks. ......Let me show you, Lambdadelta. And you too, Beatrice. Now you'll see how useless your struggling is. ......*giggle*, ahahahahahaahahaahahahahahahahaha!!"""
,"The air shone brightly, and the piece Erika had guided there showed its form..."
, That form resembled a clergy member perfectly suited for confronting an evil witch......
Dlanor,"""Pleased to meet you. Dlanor A. Knox is my NAME."""
,"Even though this space was like a bomb just waiting to go off, she introduced herself in a neat and frank manner."
,"......Her out-of-place appearance, completely different from those of the demons and witches, felt blatantly odd and had a kind of severity to it."
{f:5:Beatrice},"""......This is the first time I've met you, but I've heard all the rumors. Therefore, this truly doesn't feel like a first meeting."""
Dlanor,"""The same goes for me, <Miss> Beatrice. The detailed materials about you in Eiserne Jungfrau are summarized in 600 PAGES. I always read those, so this doesn't feel like a first meeting to me EITHER."""
{f:5:Beatrice},"""The secretary of hell could summarize those 600 pages into 6 letters."""
Dlanor,"""Allow me to ASK."""
{f:5:Beatrice},"""'Danger'."""
Dlanor,"""That's a good SUMMARY. When I get back, out of respect to you, I will summarize the materials related to you with only 2 more letters than that, a total of eight LETTERS."""
Furudo Erika,"""<Ｅｘｅｃｕｔｅｄ>."""
{f:5:Beatrice},""".........So I'm <ｃｕｔｅ> now, *cackle*! You're too polite, my guest...!"""
Dlanor,"""Then let us CONTINUE. <Miss> Beatrice. I, Dlanor, the Head Inquisitor of Heresy, do humbly accept my role as your OPPONENT."""
{f:5:Beatrice},"""My first move is over. If you can't remove the blue wedge from that Furudo Erika over there, then you might as well totter back up to heaven and get back to your usual boring job of stamping things!"""
Furudo Erika,"""......I ask that you take care of this wedge or whatever it is. It looks like Beatrice-san thinks she's already achieved checkmate with just this."""
,"After making a show of tapping the blue wedge that pierced her with her finger, Erika shrugged as though taunting Beatrice."
Ushiromiya Natsuhi,"""......B, Beatrice..."""
{f:5:Beatrice},"""It's alright. I'm just toying with her a bit. ............After all, if things get bad, I can grab Kinzo and run out of here whenever I want. I can leave this room at any time and go anywhere."""
Dlanor,"""That is USELESS."""
{f:5:Beatrice},"""......Hoh?"""
Dlanor,"""Now that you've met up with me, this is your DEMISE. Escape will not be PERMITTED. No one can ESCAPE."""
Ushiromiya Eva,"""It's true that we can't deny the possibility that Father suddenly woke up and went somewhere. .........But you know what? I can state that such a thing couldn't have happened. Heheheh, you know why?"""
Ushiromiya Natsuhi,"""H, how could I know...?! Are you trying to say that you stood outside this door all night, watching to make sure the head didn't take a step outside...?!"""
Ushiromiya Eva,"""Yes, someone was watching. This kid right here!!"""
Gertrude,"""Please, allow me to speak. Let it be known that entering or exiting through this door is impossible. The palace guards are ordered to blockade the study door."""
,"The doors to heaven opened with a strong, unrelenting radiance like the sun's, announcing the arrival of Dlanor's underlings."
, Those words were clad in the red truth and cut off the witch's method of escape.
Chiester410,"""Siesta 410, right here!"""
Chiester45,"""Siesta 45, right here! It has been some time, Great Lady Beatrice! We were dispatched in accordance with Alliance Agreement #1516 and a request from the Great Court of Heaven. We apologize for the rudeness that is to follow...!"""
Chiester410,"""We've formed a precision blockade on the study door nyeh. I think it's best if you stay away from the door, nyeh? Kihihi!"""
Gertrude,"""Allow me to speak. I say again, {p:1:from last night at 23:00 until the present time, the study door was not opened even once}."""
Ushiromiya Natsuhi,"""Wh, ......what is that scrap of paper?"""
Ushiromiya Eva,"""It's a completely ordinary receipt. But even so, this mere scrap of paper proves that you lied."""
Ushiromiya Hideyoshi,"""Last night, when you came out of the study, Eva saw her chance and wedged a receipt into the crack of the door to the study...! And that fell down just now when Rudolf-kun opened the door for us...!!"""
Ushiromiya Eva,"""Know what that means? In other words, from 23:00 last night until now, it's impossible that Father opened this door!!"""
Ushiromiya Battler,""".........Wh, what'd you say......?"""
Ushiromiya Eva,"""Rudolf. The window was locked, right?"""
Ushiromiya Rudolf,"""......Yeah. That's why I smashed the glass."""
Ushiromiya Kyrie,"""The other windows are all locked as well. They're built so that you can't lock them from the outside...!"""
Cornelia,"""Allow me to speak! Know that {p:1:the windows were all locked}! Palace guards, blockade all of the windows."""
Gertrude,"""By the name of Eiserne Jungfrau, I give the palace guards permission to make use of forbidden weapons."""
Chiester00,"""Understood. Entire force, Permission Granted for Use of Forbidden Weapon: Red Warhead. Begin Transmitting Activation Code!"""
Chiester410,"""Unya? The password doesn't work nyeh."""
Chiester45,"""410, turn caps lock off and try again...!"""
Chiester00,"""Siesta Squad, Precision Blockade for Study Door and All Windows Complete. We warn the Great Lady Beatrice that if anything is caught passing through these physically, conceptually, or by any other method, we will shoot without warning...!"""
Chiester45,"""Data Link from Archangel Satellite 4. Homing Format, Verdict-Model Conceptual Guidance...!"""
Chiester410,"""And on top of that, we've got Red Warheads nyeh. Impossible to shoot down, impossible to avoid, impossible to survive when hit. ......It'd smash even Lady Beatrice into little bits nyeh♪"""
,The Siesta Squad had laid down a pinpoint blockade over the door and all of the windows. Escape would no longer be permitted through any of these...!
{f:5:Beatrice},""".........My, my. ......I should be doing the welcoming, but it seems I am the one being welcomed. I'm grateful for the courtesy call, and you've even brought the Siesta Sisters...!"""
Cornelia,"""Allow me to inform you that your paths of retreat have been cut off! Commander Dlanor, let us now remove the sin and purify...!!"""
Dlanor,"""You've done WELL. .........<Miss> Beatrice. I've had your paths of retreat TERMINATED. You cannot leave through the door, nor can you leave through the WINDOWS. Therefore, escape will now be PROHIBITED."""
{f:5:Beatrice},""".........You think you've shut me in with this alone? *cackle*cackle*......"""
,The Inquisitor of Heresy in Heaven and her subordinates surrounded the witch.
, The subordinates used a powerful barrier to cut off Beato's methods of escape.
,"......Demons fight, and as a result, they sometimes escape."
," However, angels block off passages of escape, and as a result, they eradicate their targets without fail...!"
Ushiromiya Eva,"""In other words, this study was a perfect closed room from the time Natsuhi nee-san claims she said goodnight until the time Rudolf opened the door...!"""
Ushiromiya Hideyoshi,"""In that case, Father would have to be here. But there's not even a trace of him...!! Come on, what the hell is going on...?!!"""
Ushiromiya Natsuhi,"""Uh, ...gah............"""
{f:5:Beatrice},"""I keep telling you to calm down...! The thought that I, Beatrice, could be shut in just because the doors and windows are closed is simply laughable."""
{f:5:Beatrice},"""...Kinzo...I was just playing around, but it seems our guest has no such intentions. Let's withdraw before we lose our chance."""
Ushiromiya Kinzo,"""Yes. I would not regret losing this life of mine, but for Natsuhi's sake, I cannot die yet."""
,Beato waved her pipe and the air was split vertically.
," Then, a pitch black gate appeared there and slowly opened."
,"......It was a warp portal, the same as the pitch-black holes that Gaap used."
{f:5:Beatrice},"""I believe this was written on my files. An elusive phantom. Can appear from anywhere and disappear to anywhere...! As long as Kinzo has me, it will be impossible to capture him...!"""
,The pitch black gate opened. That gate led from everywhere and to nowhere.
," Both Beato and Kinzo would be sent to a place where no one could catch them, a place where no one could set foot in, much less chase after them...!"
Ushiromiya Natsuhi,"""Th, ...this is the study of the Ushiromiya family head. And it is also a room that Father helped to design personally. ......Do you think there would be anything strange about him having some way of getting outside without using the door...?"""
Gohda Toshiro,"""...Y, yes, that's correct...! There would be nothing strange about the Master having a hidden door...!"""
Ushiromiya Eva,"""A hidden door?! Heh, and where would that be...?!"""
Ushiromiya Natsuhi,"""It's a hidden door, so I don't know. ......There are several devices and hidden doors in this mansion that only Father knows of. ......No one has seen them directly, but everyone in this mansion knows about them vaguely. Correct...?"""
Shannon,"""Uh, ...ah, ......yes...!"""
Kanon,"""......It's true that there have been always been rumors about hidden passages only the Master knows of..."""
Nanjo Terumasa,"""I, it's true that Kinzo-san would probably like devices such as that..."""
Kumasawa Chiyo,"""Hohohoho...... And they are hidden doors, after all... No matter how much people such as ourselves might search, it's only natural that we won't find them."""
Ushiromiya Kyrie,""".........I see. It's a Devil's Proof. You're saying we can't deny the possibility that a hidden door exists in this room."""
Ushiromiya Eva,"""That's nonsense, a farce...!! Even considering that your lie about concealing Father's death is about to be revealed, how dare you...!!"""
Ushiromiya Hideyoshi,"""That's right!! Just where in this study is there a hidden door...?!! Try and prove that it exists!!"""
{f:5:Beatrice},"""{p:2:Proof is unnecessary!! It's a Devil's Proof. It's impossible to find a hidden door and therefore impossible to disprove that it exists!! Therefore, no one can deny the possibility that Kinzo escaped from this study through a hidden door!!}"""
Dlanor,"""{p:1:I will not allow a hidden door to exist in this ROOM.}"""
,"Beato's blue wedge, which had been fired off as a farewell gift, was crushed with a flash of Dlanor's longsword, ......and the pitch black gate was crushed as well...! "
,And it wasn't just crushed visibly and physically.
," From that moment onwards, the warp portal which conceptualized hidden doors had been destroyed."
{f:5:Beatrice},"""Wh, why can someone like you, who is neither the owner of the study nor the Game Master, ......use the red truth......?! And what was that?! What to you mean you 'will not allow' hidden doors to exist?!"""
Furudo Erika,"""It's because this is the mystery genre. {p:1:Knox's 3rd. It is forbidden for hidden passages to exist. }Hidden doors mustn't exist in the mystery genre. Sorry about that."""
Dlanor,"""In this world, there are no other gods except our god, and no hidden doors EXIST. They must not EXIST, we won't let them EXIST. It is blasphemy against our GOD."""
{f:5:Beatrice},"""......Enough pride in you to shock a witch... Hah, it's a pleasure greater than shock...!"""
{f:5:Lambdadelta},"""Ahahahahahahaahahahahahahaha...!! Here it is, the ten wedges to pierce witches...!! Just like usual, it's the kind of irrational argument that I just love to hear...!"""
{f:5:Bernkastel},"""What a fool. The Devil's Proof might have been vague enough to let you escape from everything until now, but now that you're up against Dlanor, that move won't work anymore, Beatrice!"""
Dlanor,"""......As I thought, you're no different from any witch after ALL. I'm DISAPPOINTED."""
Ushiromiya Kinzo,"""......Beato. ...It seems this isn't an opponent we'll be able to escape from easily after all."""
Furudo Erika,"""Please do entertain me, Beatrice-san. ......You should at least serve some tea for your guests. It doesn't even matter if it's third-rate!"""
Furudo Erika,"""Come on, please use the blue truth, and tell me how Kinzo-san escaped from the closed room study...!!"""
{f:5:Beatrice},"""......Very well. Make sure you don't cry!!"""
{f:5:Beatrice},"""{p:2:It's possible that, after slipping out the door, Kinzo noticed the trick with the receipt and correctly returned it to its original place.}"""
Dlanor,"""{p:1:Denial of that with the red has already been FINISHED. After 23:00, the door to the study was not opened even ONCE.}"""
{f:5:Beatrice},"""{p:2:Kinzo might have been a marvelous magician and an inventor, right?! He might have invented a drug that turns his body to mist and slipped out through the keyhole!!}"""
Dlanor,"""{p:1:No such drug EXISTS. It must not EXIST.}"""
{f:5:Beatrice},"""{p:2:Or maybe he invented a teleport device, right?! That possibility is impossible to deny because of the Devil's Proof!!}"""
Dlanor,"""{p:1:Such a machine does not EXIST. I will not allow it to EXIST.}"""
{f:5:Beatrice},"""{p:2:Oh, so you can examine every drug in the world? You can deny the existence of unknown scientific devices?! There's no way you can, it's a Devil's Proof! You cannot deny that they might exist!}"""
Dlanor,"""{p:1:I will REPEAT. By the name of god, I will not let such a drug or machine EXIST. I will not allow them to exist for all ETERNITY.}"""
{f:5:Beatrice},"""The future, too?! Oho, so you think you can even deny something into the future of the human race?!"""
Furudo Erika,"""It's Knox's 4th. It is forbidden for unknown drugs or hard to understand scientific devices to be used."""
Dlanor,"""The progression of humanity, as well as techniques and knowledge that might be obtainable in the future, are decided upon by our GOD. And the denial of their existence has been proclaimed for ETERNITY. Therefore, I will not allow for such a technique to exist for all ETERNITY. It is not PERMITTED."""
,Beato and Dlanor had supposedly just gone through a massive exchange of red and blue.
,"......However, not only did Dlanor not take any damage, she also showed no signs of fatigue."
," Beato might have been a fearsome witch, but blood flowed through her veins and she did breathe. She felt both pain and fatigue."
, But Dlanor......was like a doll made of marble.
," She felt no fatigue, no pain, no hesitation."
," Even if Beato's sharp wedges had aimed right for Dlanor's eyes, she wouldn't have shut them."
,"......No, it's doubtful that she ever even blinks in the first place......"
Ushiromiya Natsuhi,"""B, ......Beatrice......, hang in there......"""
{f:5:Beatrice},"""......I've heard the rumors, but we really do share the worst compatibility. ......To think that dreams, hopes and even future possibilities are forbidden. The pride of the gods is overwhelming. ......I'd expect no less from a witch hunt executioner. It seems we'll never be able to drink together."""
,Even the strikes which had made Battler surrender over and over had absolutely no effect on Dlanor.
,"......Well, I knew that already more or less, but to think that I would be repelled so easily..."
Ushiromiya Kinzo,"""Quite a formidable opponent..."""
{f:5:Beatrice},"""Oh my, so even the great Goldsmith has gotten old and decrepit. Hearing those words come out of your mouth is rarer than seeing two comets in the night sky...!"""
Ushiromiya Kinzo,"""Hmph. I'm not decrepit, I'm already dead."""
{f:5:Beatrice},"""Hah, that's true. Sorry, but I won't let you be for just a little longer."""
,Beato experienced something she'd only rarely felt during her entire life.
,......It was probably what we'd call 'hardship'.
," Beato quietly brushed aside Natsuhi's hand that tried to comfort her, and she regained her posture again, showing off her witch's pride and her continued readiness to fight."
Dlanor,"""Is that ALL? There was no need for me to come HERE. I'm DISAPPOINTED."""
{f:5:Beatrice},"""I'm not done yet. I was just testing a few moves just now. I was only trying to measure your abilities."""
Gertrude,"""How foolish. Know your place, Golden Witch."""
Chiester00,""".........Lady Beatrice..."""
,Beato's expression became tense once again. No longer was there any trace of mischief.
,......The mood changed.
{f:5:Beatrice},"""The time for playing is over. Here I go. In that case, I shall acknowledge that Kinzo did not enter or leave the study. Why don't I accept your closed room?"""
Dlanor,""".........HMM."""
Gertrude,"""Let it be known that Beatrice has changed her pattern of attack."""
,"Beatrice, who had until then thoroughly resisted the idea that a closed room existed, did an about face."
, She proclaimed that she accepted that proposition.
," Of course, this didn't mean that she'd surrendered. This was a new attack of Beato's. Dlanor noticed this and readied herself."
Chiester410,"""What's going on? Why did Lady Beatrice acknowledge the closed room when she's trying to destroy it nyeh?"""
Chiester45,"""......Sh, she's probably trying to claim that Kinzo existed outside of this room. ......Confirmation that the Great Lady Beatrice's warp portal has reactivated!"""
{f:5:Beatrice},"""{p:2:Natsuhi claims to have 'talked with Kinzo in the study', but she never said that she spoke with him face to face. Therefore, if Kinzo was in a location other than the study, there is no contradiction as long as they held a conversation!}"""
Dlanor,""".........nn-"""
,"After bouncing at an erratic angle, the witch's stake pierced the top of Dlanor's foot."
Asmodeus,"""You sure are slow. ......Heheheheh, top of the foot, all mi~ne!"""
{f:5:Beatrice},"""{p:2:Natsuhi used the internal phone line in this study to speak with Kinzo, who was in another place! There's nothing strange about Kinzo, who hates the relatives, predicting that they would enter his study and leaving to go elsewhere. He might have gone to the hidden mansion, Kuwadorian!}"""
,"Asmodeus's stake, which contained the power of Beato's blue truth and pierced Dlanor's foot, changed into a blue wedge."
Chiester410,"""Not bad, that makes sense nyeh...!"""
Chiester00,"""......Blue truth, effective."""
,A cyclone of gold butterflies swept up with Beato at its center.......The magical power of the pitch black gate that had been smashed was once again refilled.
,"......If I can hold Dlanor off here somehow, this time, I'll be able to warp Kinzo out of the study, all the way to Kuwadorian...! "
,"Dlanor moved clumsily, trying to pull the blue wedge out of her foot, but it didn't even budge."
," Of course, Beato didn't miss this chance. No witch would!"
{f:5:Beatrice},"""I've got more, so get ready. {p:2:There's a chance the Kinzo Natsuhi mentioned does not refer to the person himself! The Kinzo Natsuhi spoke of might have been another name for this room, right? Kinzo had taken refuge in Kuwadorian and was impossible to contact. Perhaps Natsuhi called this room 'Father', and by contemplating inside of it, she felt as though she had received some sort of revelation from Kinzo!!}"""
Beelzebub,"""We've stopped you from moving. You've already lost!"""
,"Beelzebub's blue wedge pierced the base of Dlanor's neck! Of course, even this didn't cause her to flinch, but her movements were restricted even further."
Dlanor,"""......Interesting. Is that ALL?"""
{f:5:Beatrice},"""You don't call it a full course dinner if you stop at the soups and hors d'oeuvres! I'll hit you with the main dish and the dessert at once, so watch your stomach explode and die!!!"""
{f:5:Beatrice},"""{p:2:Even if, as you say, this is a closed room and impossible to escape from, you can't deny the possibility that he is still hiding in this room. I'm not talking about a hidden door! He might be under the bed or above the ceiling! He might be hiding in a truly unobtrusive blind spot that only demons could know of, right?!}"""
{f:5:Beatrice},"""{p:2:Or, it might be that Natsuhi, who was ordered to speak specially on Kinzo's behalf, considered herself both his representative and another Kinzo! In other words, it's possible that Natsuhi was also Kinzo!}"""
{f:5:Beatrice},"""{p:2:I've got plenty more!! At 23:00 last night, Kinzo escaped out the window! Natsuhi watched him go, then locked the window!! This doesn't lead to any problems. In fact, it might be the most beautiful blue truth yet!} "
{f:5:Beatrice},"How's that?! Dlanor A. Knox?! Hyahhahahahaaaaahhhh!! There are many ways to escape from this closed room!!"""
Satan,"""Know your foolishness in trying to oppose my master!"""
Belphegor,"""There's no need for you to argue back."""
Mammon,"""Just lose and sleep for all eternity...!"""
,"The Seven Sisters appeared from Beato's golden tornado one after another, and they pierced Dlanor with blue wedges."
," Four blue wedges were buried into her neck, her chest, her gut, and her thigh."
," Including the one buried into the top of her foot, she was pincushioned by five stakes."
Leviathan,"""Aaaah, Beatrice-sama! What about my turn?!"""
{f:5:Beatrice},"""I'll use you if I think of any more. Be quiet for now!! *cackle*cackle*, how's that, Dlanor the witch hunter?!! After skewering and burning so many witches in the past, how does it feel to be skewered by a witch this time?!! Hehhihhahhaaahhhahahahahahaha!!"""
,"They were all ridiculous arguments, but they came fiercely one after another."
," Though a total of five wedges pierced Dlanor, her expression didn't change in the slightest."
," However, her movements had indeed been limited..."
Chiester410,"""Hyuu... Witches sure are scary nyeh... You can't beat twisted logic nyeh."""
Chiester45,"""They don't violate the Knox Decalogue... Effective...!"""
Dlanor,""".................."""
Ushiromiya Natsuhi,"""...W, ......well done, Beatrice...! Even if there was no one in this study and even if it was a closed room, that alone isn't enough to deny Father's existence...!"""
{f:5:Beatrice},"""Against a normal opponent, I'd think the matter settled by now. ......But this is Dlanor. Head Inquisitor of Heresy! This ruthless woman killed even her father when he violated the Decalogue...! Kinzo, now!"""
Ushiromiya Kinzo,"""Right...!"""
,"Now that Dlanor had been pinned down, this was their last chance to recover their magical power and escape."
," Once again, a pitch black gate began to rise slowly in front of Beato and Kinzo......"
," Though the gate had once been opened by simply drawing in the air, it wasn't so easy in the study now, filled as it was with the power of denial."
Ushiromiya Natsuhi,"""Wh, ......what do you think, everyone?! No matter how much you question the state of this study, you can't question whether or not Father is in good health...!!"""
Furudo Erika,"""......Oh, so you say. Both you and I... had better not forget that we are part of this battle, right? I cannot fight against witches, but I can fight against you."""
,Erika grinned at Natsuhi with a smile more demonic than a real demon's.
Furudo Erika,"""......Natsuhi-san. Let me ask again. ......Last night, you're sure you spoke with Ushiromiya Kinzo-san, right?"""
Ushiromiya Natsuhi,"""Y, yes. I have said repeatedly that I came to deliver a report for the day and to say good night...!"""
