Speaker,Original Witch Hunt (OG)
,"It was something Amakusa had brought back from a day when we had split up.......I didn't inquire as to its contents, but it's hard to imagine that they're anything peaceful."
Ushiromiya Ange,""".........I won't go so far as to ask what's inside, but it looks heavy."""
Amakusa Juuza,"""Why is it that these are so heavy?  A French instructor taught me something interesting about that once.  "
Amakusa Juuza,"He said that these always should be heavy.  .........After all, a human life is heavier than the world.  So these should be even heavier."""
Ushiromiya Ange,""".........It'll be nice if you don't have a chance to use them."""
Amakusa Juuza,"""That would be nice."""
,Amakusa set the golf bag-like luggage down beside him.
,"A two-propeller aircraft touched down on the runway.With the weather in these conditions, it could not have been a pleasant flight.Everything after this flight had been suspended due to the weather."
,"Cutting through the drizzle as she traversed the runway, Sumadera Kasumi entered the lobby with two black-suits as guards."
,The four black-suits who had been waiting inside the lobby stood up and respectfully lowered their heads in salute.
,"""""""Kasumi-sama...!!"""""""
Sumadera Kasumi,"""Propeller planes sure do shake......  I wouldn't want to ride one again."""
,"""We have a car prepared!  Please, this way."""
,They went into two luxury cars that had been rented...
Sumadera Kasumi,"""......Ange should be heading for Rokkenjima.  A deserted island would be truly convenient.  .........You are preparing the tools, correct?"""
,"""Yes Ma'am......!"""
,"The black-suit in the passenger seat put a heavy bag that had been set by his feet onto his lap, opened the catch with a *click*, and showed Kasumi what was inside."
,Inside were several silver lumps of carefully wrapped aluminum foil.
,......He peeled one open to show her.
,"A black, blunt automatic pistol peeked its face out......"
