Speaker,Original Witch Hunt (OG)
,"After leaving only those words behind, I rapidly left the lobby."
," The lobby was partitioned off by a door, so as soon as I went into the corridor, they could no longer see me."
,......The archive was next to the servant room.
," Father always owned a vast book collection, but ever since he started to become engrossed with his occult hobby, that collection grew even larger, so that the normal books suitable for a normal study had been forced out as his study overflowed."
, This archive was where those normal books were stored.
," They were all thick, like complete encyclopedias for intellectuals, but that was very convenient for me now that I was investigating something."
," I entered softly, ......and just in case, I checked the room with my gun readied, making sure that there were no suspicious people there."
, Then I locked it from the inside.
, I actually wasn't thinking that the murderer might be hiding somewhere.
,...What scared me was my fear that one of the siblings might hear what I was investigating.
," My heart had started jumping.........I had been half-asleep until a short time ago, so I hadn't been able to realize how significant this thing I had noticed was."
," But as I had become aware, ......my heart had started to feel like it was about to explode."
Ushiromiya Eva,""".........I, ...wonder if any of the other siblings have noticed this......"""
,I don't think Krauss and Rudolf will notice.{n}......But I don't know about Kyrie.{n} She has extraordinarily good intuition.
,.........And I don't know about Rosa either.
Ushiromiya Eva,"""Rosa is also stupid. She always has been, and surprisingly so."""
,"Really...? I think she was wise enough to make you think she was stupid, so that she didn't earn herself unnecessary malice."
Ushiromiya Eva,""".........Here it is. ...I wonder if we'll find it in this one."""
,"I pulled the book out, and flipped through the pages......"
Ushiromiya Eva,"""............Uu. .........This is, ......... a 'sweetfish river'...?"""
,"I see... This is what the sweetfish river means.{n}......Don't dawdle around, research further."
Ushiromiya Eva,"""Y, yes, I understand... If you follow the river downstream, you will find a village... By village, does it mean a town or something? That's an area of dense population, so there could be many of those..."""
,"Why have you stopped thinking?! {n}If you don't like it, why not quit...? {n}Why not just hand over the Ushiromiya headship to Kyrie?!"
Ushiromiya Eva,"""I, ...I don't want to... I will become the head. ...This is, umm, my first and last chance.........What is '{p:0:里}' (village)? What does it mean?! If you go down the 'river', there's a {p:0:里}......?! ............ah, ......... aaaaaaaahhh......!!"""
,"......In the village, look for the shore the two will tell you of.{n}......It's 'shore' ({p:0:岸}). Understand?"
Ushiromiya Eva,"""Uu, ...*gulp*... I, I, I understand...! 'Shore', ......'shore'.........!"""
,"Right before my eyes, ......the pieces that I hadn't been able to understand at all, ......began to *snap*, ......*snap*, into place, all by themselves......"
, I couldn't even remember to close my open mouth....My throat grew completely dry...
," Is it, ......really alright for this to be the answer? R, really? Really...?!"
Ushiromiya Eva,"""...But this isn't six characters at all. ...I'm absolutely sure that this is the answer, but this doesn't reach six characters at all...!"""
,"Did you stop thinking again? In that case, think of a way you could read it with six characters."
," If you can't think of one, then research it.{n}......There has to be an answer. You must not doubt that."
," If you can't believe that, why don't you cry yourself to sleep, and then just give up and die...?"
Ushiromiya Eva,"""............1, 2, 3, 4, 5, 6.........Oooh, ...s, ...... six characters..."""
Ushiromiya Eva,"......I, ......I found it. ...This, .........is, th, ......the key to the Golden Land.........!!"""
,"Yes. This is, the key to the Golden Land.{n} ......The key, to our childhood dreams."
,"......The only keyhole to stick that key in, is that place.{n} That, is definitely what offers the sacrifices.{n} Now, do you understand............?"
Ushiromiya Eva,"""Whaa, ..........whaaaaaaaaaaaaaa...!!!"""
