Speaker,Original Witch Hunt (OG)
,"Just like me, the pain of being forced with an unreasonable life would never, ever heal."
,"......The sad lion gasping in pain from the thorn he can't get out continues to howl..."
{f:5:Eva Beatrice},"""Hey, Sumadera Kasumi, take a look.  Over there, it's you as you used to be.  "
{f:5:Eva Beatrice},"......Has your mood cleared up?  You used to be standing there, but now you're on this side, right?  Eheheheh, isn't it pleasant?  Don't you like having your position switched?!"""
Sumadera Kasumi,"""............Yes, it truly is, .........pleasant.........  Ahhahahahaha, how can you make that kind of face, Ange...?!  Go on and cry, you want to, right?!"""
{f:5:Eva Beatrice},"""Kyahhahahahahahaha!!  Yes, yes, of course she wants to cry!  Make her cry.  "
{f:5:Eva Beatrice},"Didn't someone make you cry back then?  So make her cry too.  *giggle*, and Ange, it's alright, okay?  Why not cryyyyyyy?!  Kyaaahhahhahhahhahha!!"""
Sumadera Kasumi,"""...Aha, ...ahahahahahahaha!!  Cry, Angee!  I want to see your crying face!  Cry, and try saying 'I'm sorry, Kasumi oba-san'...!!"""
{f:5:Eva Beatrice},"""Yes, make her say those words.  ......Aren't those words painful?  Isn't being made to apologize for something that isn't your fault, ......truly painful......?  "
{f:5:Eva Beatrice},"Make her feel the same way...  By doing that, you can relieve your pain.  "
{f:5:Eva Beatrice},"......Ehheheheh, yes, that's fine.  Be a little more honest with yourself, right?  Why not spit out your emotions more, and more, and mooooooooooore?!"""
,"......The black witch stirred Kasumi up.And Kasumi began to give herself over to that dark emotion."
,"......By turning deep sadness into an evil alcohol and forcing it down, trying to forget it for just an instant, nothing would change."
,"The words Kasumi insulted me with, .........were themselves, ......sad."
,"And...I couldn't forgive the black witch who had imposed that sadness on Kasumi........."
,".........I had gone limp, which seemed to have stopped the black-suits' kicking competition."
,"...Or maybe the people kicking were getting tired too."
,"Kasumi didn't order them to stop, but at some point, they halted."
,"However, I was reflected in Kasumi's eyes, and they burned me with flames of hatred."
,"......She had been tempted by the witch to do that in order to relieve her own pain."
{f:5:Eva Beatrice},""".........Sumadera Kasumi.  You aren't done.  You've got much more trampling to do, right?  Can you forgive what happened to your entire life with just a little violence?"""
Sumadera Kasumi,"""...I can't.  ......I still can't forgive her with just this."""
{f:5:Eva Beatrice},"""Right?  There's no way you can forgive her!  Do it more!  More of the flames of hatred!  Nothing can warm you except the flames of hate.  After being frozen in the snow fields of anger and sadness, the only flame that can warm you up is hatred...!!  "
{f:5:Eva Beatrice},"Say it, alright?  Scream it!!  Why not burn yourself to ashes with a roar of haaaaaaaaaate?!"""
Sumadera Kasumi,"""U, ......Ushiromiya Angeeeeeeeee!!  I cannot live, ......without hating you!!  Ehhehehehahhahahahahahahahahahaha!!"""
{f:5:Eva Beatrice},"""Sumadera Kasumi, that bundle of flowers.  .........These flowers are for your dead family, right, Ange?"""
,"The black witch grinned at me unpleasantly, using her chin to signal Kasumi to pick it up."
,"Kasumi picked up the flowers I was going to offer, .........brought them all the way over to me, dropped them, and made a show of trampling them..."
,"Her expression was filled with hatred, ......and a frantic quality that couldn't be explained with just hatred."
,"...The way she trampled them over and over again was as though the sadness in her was reaching the bursting point."
,"So the sound of her trampling it was just sad."
{f:5:Eva Beatrice},""".........Oh, still not tough for you at this level?  Then what about this?  Sumadera Kasumi!  Use this."""
Ushiromiya Ange,"""......N, .........no.........Not that........."""
,"The object the black witch pointed at, .........was Maria onee-chan's grimoire."
,"Kasumi also noticed it, and picked up that book which was heavier than it looked..."
Sumadera Kasumi,"""Whaat's this?"""
{f:5:Eva Beatrice},"""*giggle*.  ......Why not read it?  Eheheh, you might fall over laughing, you see?"""
,"Kasumi opened the grimoire, ......skimmed over the contents, and snorted derisively."
Ushiromiya Ange,"""Give it back......, that's......, Onee-chan's............"""
,"Of course, my hand couldn't reach."
,"......My stomach was once again kicked by the black-suits, and I doubled over..."
{f:5:Eva Beatrice},"""See?  This book is really important to Ange, right?  Belittle the things that are important to her, right?  That'll work better than punching or kicking for a girl like her.  ......You know that better than anyone, right...?"""
,"As though remembering something painful, Kasumi's face twisted for an instant."
,"......But that quickly disappeared, changing into a scornful smile directed towards me."
Sumadera Kasumi,"""*giggle*giggle*.  Whew, what a creepy book.  ......Did you write this.........?"""
Ushiromiya Ange,"""......Stop it......, give it back........."""
{f:5:Eva Beatrice},"""*giggle*giggle*giggle*, *giggle*giggle*!!  Look at that face...!  Belittle it more, belittle it more...!  Teach her the pain of having your dignity trampled, since that's the only way to soften your own pain...!"""
Sumadera Kasumi,"""Heh, heheheheh, what's with this embarrassing book...............I'll admit I did have a little interest in fortune telling as a girl."
Sumadera Kasumi,"But isn't this going a bit too far?  Magic?  Ew.  ......You're one of those, aren't you.  You know, those people who say that something-somethi~ng spell and transform into a witch in anime.  You like those, right?  .........How pitiful.  *giggle*giggle*."""
,"Cackling, Kasumi opened to a random page and showed it to the black-suits."
,"The black-suits looked too, and guffawed."
,"That sneer didn't wound me."
,"......But I couldn't forgive it....After all, that sneer was ridiculing Maria onee-chan."
,"I don't hate Kasumi.......For forcing Kasumi with that unhealing anger and sadness, ......I cannot forgive the black witch..."
,"That black witch ate into Eva oba-san, Sumadera Kasumi, and Rosa oba-san, ......tormenting them for an eternity without letting their wounds be healed."
,".........I can't forgive her............I can't forgive, .........the black witch......"
Sumadera Kasumi,"""How absurd...!  ......Magic for making candy fall from the sky, ......you say?!!  Ahhahahahaha...!"
Sumadera Kasumi,"  What's this?  Sprinkle water cleansed by the sun with sugar...?  Stick the magic staff in, and then an incantation, .........*cackle*cackle*cackle*, ahhahahahahahahahaha!!  What the hell?!  Ahhahahahahahahaha...!!  It huuuuuuuurts!!"""
,"The black-suits were also rolling around, guffawing."
,"Then, grinning, the black witch whispered something into Kasumi's ear."
,"......Then, after glaring at me with a grin, ......Kasumi took that page-"
Ushiromiya Ange,"""......Ah..."""
,"Kasumi grabbed hold of that page, tore it off, crumpled it up......and threw it away......"
Sakutarou,"『S, ......so mean, ......that was...Maria's magic.........』"
{f:5:Eva Beatrice},"""Oh, really?  Heheh, how sad."""
,"......It was one of the magics to summon happiness, ......that Maria had made with Sakutarou."
,"Anyone knows that making sugar water, coloring it, and leaving it by the window, ......isn't going to make candy fall from the sky."
,"But after repeating that every day, ......one time on her way home from school..."
,"She had found several pieces of candy scattered around..."
,".........How happy must that miracle have made Maria onee-chan."
,"......Did she take good care of that candy and taste it during her night alone with Sakutarou to distract herself from her loneliness?"
,"That, ......magic which Onee-chan had given birth to, ............had been torn and thrown away, ...and had disappeared......"
,"The entire miracle of happiness that magic had given birth to, ......had been torn and thrown away......"
Sumadera Kasumi,"""Oh, this part's great too...!  Magic to make dinner be cream croquette?  Ahhahahahahaha!!  ......What's next?  Magic to make delicious bell peppers?  This is also nifty, ridiculous!  Ahhahhahhahha...!!"""
{f:5:Eva Beatrice},"""Tear that too.  Eheheh!!  Why not tear more and moooooooore?!?!"""
,"With a brutal, loud laugh, ......the black witch made Maria onee-chan's magics be torn out one after another......"
,"Magic of happiness was...sneered at, ......torn, ......and thrown away......"
Mammon,"""Stop it..., stop it......!!  Don't, ......defile Lady MARIA's magic...!!  Don't defile it, ......with your filthy toxin...!!"""
,"Mammon cried and yelled, ......but she had no way of reaching Kasumi."
{f:5:Eva Beatrice},"""That's alright, why not defile it?!  Miracles of magic?  Magic to bring happiness?  None, none, nothing like that exists!  "
{f:5:Eva Beatrice},"You know, you can't heal pain and sadness without pushing it onto someone else.  ......I believe you had what you call magic friends, right?*cackle*cackle*cackle*!  Sumadera Kasumi, open to that page."""
Sumadera Kasumi,"""What's this?  Magic friends?  ............The Seven Sisters of Purgatory?  "
Sumadera Kasumi,"Aha, what a creepy name!  *giggle*, it says they can fly at awesome speeds, and finish off the enemy.  Ahhaha, Ange, if you can use this kind of magic, shouldn't you use it right now?  .........Ahhahahahaha.  Foolish!"""
,"The page that wrote of the Seven Sisters of Purgatory was also heartlessly torn away."
,"......The page itself was just paper.It wasn't Mammon's vessel or anything."
,"But the tearing, denying toxin burned Mammon from the inside......"
,"Mammon's face twisted from that heat and pain..."
Mammon,""".........Gah, ...............ack, ........."""
Sakutarou,"『Are you okay, Mammon?!  Hold on......!!』"
Mammon,"""......This much is, ......no problem.........It's not me, ......but Ange-sama, .........who's in pain........."""
,"However, Mammon's expression was twisted with unbearable pain and humiliation......"
Sakutarou,"『Stop it, black witch......!!  Why are you doing something like this?!  Why, ......can't you use magic for happiness?!!』"
{f:5:Eva Beatrice},"""......Oh, you're a magic friend too, right?  *giggle*, I'll defile you too.  Sumadera Kasumi, look for this guy's page too okay?"""
Sumadera Kasumi,"""What's this one?  What's with this crappy scribble of a lion?  ......Sakutarou?  What a weird name!  My best friend, it says.  Really?  This is your friend?  A close friend?  This lion is?  Is it, is it?"""
{f:5:Eva Beatrice},"""Ahhahahahahahaha!!  It really is a crappy scribble.  This clumsy lion really is you."
{f:5:Eva Beatrice},"To think she had something like this as a friend...That Ushiromiya Maria kid's mind is so pathetic it's shocking, what a jo~ke.  .........She's like, a moron.  Why not give up, and diiiiiiiieee......?"""
Sakutarou,"『U...ryu...............Don't make fun......of Maria......』"
Ushiromiya Ange,"""..................St......op......it............Don't break it........."""
,"""""No waay."""""
,"There was a shrill sound.  .........The page had been filthily ripped out..."
,"The picture of Sakutarou, ......that Onee-chan had made, ......was violently ripped in half........."
{f:5:Eva Beatrice},"""Crap-py pictu~re.  Kyahhahahahahahahahahahaha...!"""
Sumadera Kasumi,"""You all laugh too, okay?  Aahhahahahahahahaha...!"""
,"A pair of the black-suits laughed vulgarly, ......and heartlessly trampled the two halves that had been torn and thrown away......"
Sakutarou,"『Uuuuuuuuuuuu, ......hic!  ......Uuuuuuuuuuu......』"
Mammon,"""......Sakutaro, ......hang in there........."""
Sakutarou,"『I'm...not sad.........I just, ......can't stand it............I can't stand that, .........Maria's being made fun of, ......and I can't do anything about it......』"
Mammon,"""........................To humans who can't see us, .........it's as though we don't exist.........We can only interact with humans that need us.  ............That's why, .........we're furniture........."""
,"As Sakutarou and Mammon, ......supported each other, ......they crouched down, ...sobbing..."
,"I couldn't stand it either............Those who can't see how wonderful the world of magic is...can't understand it."
,"You can't explain to humans who can't understand.So it is belittled..........If you could show it..."
,"......But you can't......"
,"Because, in front of humans who are filled with the magic-resisting toxin and who can't understand magic, magic cannot be used......"
Sumadera Kasumi,"""I really don't get it.  From this delusional diary, I've got to assume that something's wrong with your head.  ......It really is interesting to take a peek into your mind.  You creepy child."""
{f:5:Eva Beatrice},"""Both you and Maria.  ......And that stuffed animal and the furniture over there too, right?  *giggle*giggle*giggle*!!  Ahhahahahahahahahahaha!"""
Sumadera Kasumi,"""Aah, I could laugh.  You don't have any friends, do you?  You're a-lways all alone, so stuffed animals are your friends?  What a pitiable child.  "
Sumadera Kasumi,"Ehheheheheheheheheh...!  Don't worry, I understand.  I know what it's like to live that way.  .........So I'll accept it.  You really are a pitiable child, right?  Ehhehehhahahahahahahaha!"""
,".........To you, I probably do look......like a pitiful child."
,"That's right."
,"If a hundred people were to read Onee-chan's diary, a hundred people would probably think the same thing."
,"......I used to be like that too."
,"But you know, .........despite all of that, ......Maria onee-chan, ......summoned a world of happiness."
,".........Don't deny, .........that magic...and happiness......"
{f:5:Eva Beatrice},"""Such a stubborn child, you are.  ......Alright.  This is the last one.  I'll tear apart the source of the truly foolish magic that you and Maria believed in.  Sumadera Kasumi, read this page, alright?"""
Sumadera Kasumi,"""Hmmm, what is this colorful page......?  ...What's this?  .........Magic to, ......always be friends with my beloved mother...?"""
Sakutarou,"『S, stop iiiiiiiiiiit!!  Not that page......!!』"
Sumadera Kasumi,"""Aha.  This magic is really simple, isn't it?  It looks like even I could do it.  .........Even I could remember an incantation this short.  Shall I try it?"""
{f:5:Eva Beatrice},"""*giggle*giggle*, it really is a short incantation, isn't it?  Alright, give it a try, let's have everyone spit it out!"""
,"With expressions that ridiculed it from the bottom of their hearts, the black witch and Kasumi, ......tapered their mouths.  .........And they said it aloud......"
Sumadera Kasumi,"""Uu-uu-."""
,"The black-suits stared blankly, asking what the hell that was supposed to be.Then Kasumi answered, cackling."
Sumadera Kasumi,"""This is supposed to be an incantation.  Are you kidding me...!  Ahhahahahahahaha...!!!"""
{f:5:Eva Beatrice},"""Come on, why don't you guys try it too?  Uu-uu-uu-."""
,"The black-suits imitated that moaning voice, making fun of it......"
,"――――'Uu-uu-.'That was the incantation...for the magic that would let her always be friends with her beloved mother."
Sumadera Kasumi,"""What the hell, how stupid...!!  If you could make family relationships better just by saying uu-uu-, the world would always be peaceful.  Ahah-hah-hah-hah-ha!!"""
{f:5:Eva Beatrice},"""Uu-uu-uu-!  A stupid moaning voice!  Too bad that if you do this over and over again, people'll think you're a pathetic, stupid kid!  Are you a moron?!  Wahhahahahahaha, waaahahahahahahha!!"""
Sakutarou,"『Stop iiiit......, at least don't belittle......, that magiiiiiiiic......』"
,"............On the day of a picnic where Maria onee-chan and Rosa oba-san were alone."
,"It was written that this was one of the five happiest days of her life."
,"And Onee-chan was singing a song she had just learned from her Mama."
,"......She had been delighted.But partway through, she forgot the lyrics."
,"But since she saw that her Mama was so delighted, she tried to sing until the very end."
,"With 'uu-uu-uu-'."
,"......She had sung it with fake lyrics, but her Mama was very pleased......"
,"After that, 'uu-' remained as an incantation to remember that day she had spent in fun and happiness with her Mama."
,"Of course, even though she had thought it funny at first, Rosa oba-san eventually tired of hearing it, and later on, scolded Onee-chan when she said it, ......but to Onee-chan, it was a memory of a fun day that she would never forget......"
,"So among the magics that Maria had created, it was the oldest and the first......"
,"Kasumi stuck her fingernails into that page too......"
Ushiromiya Ange,"""......Stop it, ............don't tear it......  At least spare, .........that page........."""
Sumadera Kasumi,"""Hahahahahahahahaha!  No waay!!"""
,"............With a shrill sound, a girl's world of happiness...was...erased."
{f:5:Eva Beatrice},"""Uu-uu-uu-!  Aaaahhahhahhahhahha, aaaaahahahhahahah!!  Is this your magic of happiness?  Hilarious, hilarious...!!"
{f:5:Eva Beatrice},"There's no way there could be magic to make you happy, right?!  Magic is made out of anger and hatred, right?"
{f:5:Eva Beatrice},"Happiness is what you call the feeling of release you get only when you've pushed all of the hatred you bear onto other people.  The happiness you all are talking about is a phantom that doesn't show up outside picture books!!"""
,"As Kasumi laughed her head off, she slammed the grimoire against the ground, and stepped on it."
{f:5:Eva Beatrice},"""Can't stand it?  Hey, you can't stand it, right?!  You white witches of happiness?  If you can't stand it that much, why don't you show us?!  Show us your magic!!  "
{f:5:Eva Beatrice},"If it exists, then you just have to show us, riiiiight?  .........A witch that can't use magic isn't a witch!!  So the real witches are us.  You're just brats trying to escape reality with a dream of magic!!"""
Ushiromiya Ange,"............Then, .........if I can show you magic, ......will you, .........believe in Onee-chan's magic.........?"
{f:5:Eva Beatrice},"""Huh?  Kyahhahahaha, yes, yes!!  I'll believe!  If you can use magic and show me, that i~s!!  Then give it a go, you stupid braaaaaaaaaaaat!!"""
,"................................."
,"Silently, slowly, ......I stood up.......Sensations of this narrow world, such as pain in my body, felt truly trifling......"
Sumadera Kasumi,"""Oh, looks like you've still got enough energy to stand up, Miss Great Witch?  *giggle*giggle*!"""
{f:5:Eva Beatrice},"""Now that you've stood up, what are you going to show us?  Show us your magiic...!"""
Ushiromiya Ange,"""............Magic...exists."""
Sumadera Kasumi,"""Whaa?  What's this kid saying...?!  Did you guys hear that?!"""
{f:5:Eva Beatrice},"""Silence!!!  ............Heh, isn't that interesting.  ...You have always declined to show this power of miracles because of the magic-resisting toxin.  .........Disciple of the white witch MARIA.  Try showing me magic...!!"""
Ushiromiya Ange,""".................."""
{f:5:Eva Beatrice},"""......Do you have any clue how many humans have believed in that miracle and have been betrayed?  "
{f:5:Eva Beatrice},".........*giggle*.  Everyone believes!  Everyone is betrayed and despairs!  And they learn that true magic can only be gained by the power of black witches, like me...!!"""
Ushiromiya Ange,"""............Hitting someone with your hatred is nothing more than a crime.  That isn't magic.  .........I'll show you real magic."""
{f:5:Eva Beatrice},"""............Y, you..............."""
,"The black witch winced slightly.However, Kasumi sneered at me even more."
Sumadera Kasumi,"""Then try showing us.  So then, what kind of magic will you show us?  Magic to make candy fall from the sky?  Or else magic to make cookies multiply?  "
Sumadera Kasumi,"............Whaaa?!"""
,"The instant I opened my eyes, a tremendous wind arose."
Sumadera Kasumi,"""Wh, ......what is this, all of a sudden.........?!"""
Ushiromiya Ange,"""Come, arise, the Seven Sisters of Purgatory."""
{f:5:Eva Beatrice},""".........Whaaat......"""
,"There was a flash behind me, and in an instant, seven high-level furniture were gathered there.It was a power that far surpassed the magical power I had had in my prime.It was a power that matched even Maria onee-chan and Beatrice."
Lucifer,"""The Seven Sisters of Purgatory, right here...!!"""
Mammon,"""......A, Ange-sama......!"""
Ushiromiya Ange,"""You said it once.  ......Because I lacked magical power and resolve, ......I could not use you or your sisters.  ......This isn't some cheap emotion, like wanting to get back at my bullying classmates."
Ushiromiya Ange,"...In order to protect Maria onee-chan's, .........Mariage Sorciere's world, ......I now order you to show me the miracle of magic."""
Mammon,"""I, it's impossible...  No matter what, before such a mass of toxin........."""
,"The Seven Sisters also remembered what happened in that classroom.......If they could have obeyed Ange's order, they would have."
,"......However, ......surrounded by the toxin that runs thick in humans, they hadn't been able to display the miracle of magic."
,"......And they remembered very well how deeply that had hurt Ange......"
,"But Ange spoke very quietly."
Ushiromiya Ange,"""In that case.  You all believe too."""
Mammon,"""......Huh?"""
Ushiromiya Ange,"""............Mariage Sorciere was created to make people happy.  ...And also to fight the black witch."
Ushiromiya Ange,"In order to show that miracle to the foolish black witch, ...who denies the world that one of the founders, the Witch of Origins Lady Maria, gave birth to, ......and in order to protect that world, .........believe.  In magic.  In witches.  Right now, in the miracle...!"""
,"When Kasumi gave an order to the black-suits, one of them took out a gun and pointed it at Ange."
Sumadera Kasumi,"""You'll show us magic, right?  Then show us.  Use magic to shoot this man down with a fireball or lightning or something.  "
Sumadera Kasumi,"You get one chance.  .........Show us before I count to three, alright?  If you can't, then you had best prepare yourself, okay?  Ehheheheheh!"""
Ushiromiya Ange,""".........................................Shoot."""
,"""What's with this kid.  Hehheheh, she's lost it."""
,"The black-suit pointing the gun laughed at Ange's farseeing attitude."
{f:5:Eva Beatrice},"""Ahhahahahahaha!!  Are you serious?!  This girl's lost her mind!  In that case, get yourself shot!  Why not diiiiiiiiiiiiie?!"""
Sakutarou,"『Ange...!!  ......I, it's impossible!  You can't block bullets with magic......!!』"
Ushiromiya Ange,"""No.  There's nothing to be afraid of.  ............To my magic, to the Seven Sisters of Purgatory, bullets are like nothing."""
Mammon,"""A, Ange-sama........."""
,"Mammon was perplexed by Ange's absolute trust.......If she could comply, she would have.  On that day as well."
,"But, ......because she had been unable to do anything, she had hurt Ange........."
,"""Hehheheh, you brat.  If you can use magic, let us have a look right away."""
,"""What's wrong?  We're tellin' you to show us magic right now!!"""
,"""Come on, no need to hold back, right?  *booom*!  Show me some magic!!  Hihhehhehheh!"""
,"The black-suits jeered at her.But Ange simply concentrated her mind in silence......"
{f:5:Eva Beatrice},"""Why not shoot?!  She's also telling you to try and shoot, you guys!"""
Sumadera Kasumi,"""......This kid's already lost her mind from fear.  Bye-bye, Ange-chan.  ......Go and pretend to be a witch as much as you want in heaven.  ......Shoot."""
,"""Heheh, you sure?"""
Sumadera Kasumi,"""Shoot!  Die, Ange!!"""
{f:5:Eva Beatrice},"""If you can do it, then give your magic a try!!!"""
,"The black-suit cocked the gun, and sneering...pulled the trigger."
Ushiromiya Ange,"""........................"""
,"The sound of gunfire rang out, ......and the world...stopped."
,"A red spray scattered out, .........and chunks of flesh flew."
Mammon,"""...eh, ............ah......"""
Lucifer,"""What are you doing, Mammon?  ......Would you let a boorish pebble of a bullet reach Ange-sama?"""
,"Lucifer lined up the bullet perfectly, and with a single swing, ......sliced it......"
,"Then, ......in the chest of the black-suit who had apparently fired the gun, ......was a hole as big as a fist..."
Leviathan,""".........Every once in a while, it's alright for me to go first."""
,"Half of Leviathan's body was covered with blood, and a scornful smile was on her face."
,"......Then, slowly........., the pitiful prey that she had brought down...fell over."
Mammon,"""Y, ......you pierced...a human......!!!"""
Satan,"""Idiot!  Do you still not believe?!  In our master's magic power...!!"""
{f:5:Eva Beatrice},"""Are, ......you, ...kidding me.........?!?!  Y, you materialized, ...in front of this many humans?!?!"""
Sumadera Kasumi,"""Wh, .........what is, ...what?!"""
,"Kasumi and the rest were flustered..."
,"He certainly seemed to have fired the gun......However, ......it hadn't hit Ange, .........and why, ......was the person who fired, ...instead......?!"
Ushiromiya Ange,"""......This is...magic.  ......Great job, Leviathan."""
Leviathan,"""The greatest honor...!!  You foolish humans who dare oppose our master!  Now is the time of judgement!  Prostrate yourselves!!"""
{f:5:Eva Beatrice},"""W, why......?!!!  You shouldn't be able to bring magic into the world of humans...!!  They shouldn't be able to see magic, they shouldn't be able to be touched by magic!!  ......Why?!!"""
Ushiromiya Ange,"""............Because this...is true magic."""
{f:5:Eva Beatrice},"""......Gah, ......aaaaaaaaaaarrrggggg...!!"""
Sumadera Kasumi,"""Wh, what are you people doing?!  K, kill, kill!!!"""
,"One of the black-suits, who had finally come to his senses, took out his gun, readied it, "
Lucifer,"""Did you think I'd permit you the disrespect of pointing the barrel of a gun at our master......?!  Die."""
,"Those words were a requiem.......The man had already had his chest pierced by Lucifer, who had become the Stake of Pride in an instant."
,"*thump*!With the sound of the second person falling, the black-suits now realized for certain that their lives were in peril...!!"
,"""Uh, waaaaaaaahsasa, save me......!!!"""
,"The instant the black-suits, doubled over in shock, turned on their heels to escape from that place, ......the Stake of Sloth......"
Belphegor,"""............Be thankful that recompense for your violence against our master will be settled with just this.  Die!!"""
,"In his right eye, a hole as big as a walnut opened, and his head split."
,"Belphegor was sprayed with blood, and her face twisted demonically with the joy at being able to use her full power...!"
,"""Ooh, waaaaaaahhh?!  Who?!  Who's there?!  Where are you?!"""
,"The black-suits were flustered, pointing their guns in every direction.But they didn't understand what was happening."
,"They only knew that something terrifying was coming for them from somewhere, but they didn't know where...!!"
{f:5:Eva Beatrice},"""Dumbass!  Th, the enemy is right before your eyes!  The witch's furniture is after you!!!"""
,"But they could not see...!!Because they didn't believe in magic, they could not see...!!"
,"Just as the black witch said, Satan was standing boldly right in front of the black-suit."
,"However, the black-suit couldn't see that at all...!"
Satan,"""*giggle*...!  You think humans could see our forms?  Perceive us?  Ahhahahahahahaha, you stupid humans!!  Time to pay your foolish compensation for forgetting your awe of magic!!"""
Sumadera Kasumi,"""Eee, eeeeeeeeeeeekk!!!  What's this?!  What's going on?!"""
Ushiromiya Ange,"""............You cannot see.  Because you have no love."""
{f:5:Eva Beatrice},"""......Impossible!!  Even though there are so many humans here, even though the magic-resisting toxin is everywhere, ......why can you manifest your magic?!  Who, ...are you?!?!"""
Ushiromiya Ange,"""............A witch.  And unlike you, a real one."""
{f:5:Eva Beatrice},"""W, whaaaaaaaaaaahhhhh, damn iiiiiiit, you biiiiiiiitch!!"""
,"As though announcing his candidacy for being the fourth victim, one of the black-suits pointed his gun at Ange."
,"......And the trigger was......"
,"Ange glared at him coldly, and simply ordered."
,"""D, diiiiiiiiiiiiiiieeeeeeeee!!"""
Ushiromiya Ange,"""Next.  Satan."""
Satan,"""Satan of Wrath, already right here!!  "
Satan,"Blockhead!!  You think a simple bullet could hit Ange-sama or us now?!!!"""
,"The Stake of Anger, ......pierced and smashed the bullet fired by the black-suit, and continued straight on, towards the man's face-"
Satan,""".........Know your foolishness, and regret it in hell!!  Die!!"""
,"With a terrible explosive sound, the upper half of the man's head was smashed."
,"Bathed in scattered flesh and blood, Ange quietly asked one more question."
Ushiromiya Ange,"""...Hey, Kasumi oba-san.  .........Do you still...not feel like believing in magic?"""
Sumadera Kasumi,"""Th, there's no way...something so ridiculous, ......exists...!!  I, I won't acknowledge it...!!  There's no way magic exists......!!!"""
{f:5:Eva Beatrice},"""Yes, that's right...  There's no way magic exists...!!  There's no way witches exist!!"""
Sakutarou,"『M, ......magic exists!!  Witches exist......!!  Uryu-!!』"
Mammon,""".........That's right.  Magic exists.  Witches exist.  ......And, in this world filled with anger and sadness, it can become the key that opens the door to the world of happiness...!!  I won't let, ......someone like you deny that!!"""
Sakutarou,"『The key to a world of happiness is held in everyone's hand...!  And, ......no one has any right to steal that away......!!』"
Ushiromiya Ange,"""You pitiful human who cannot understand this.  .........If there had been magic in your life, it would probably have been very different, and much more calm."
Ushiromiya Ange,"When I think that in your entire life, you were never able to meet with a true witch, ......I pity you."""
Sumadera Kasumi,"""Eee, ......eeeeeeeeeeeeeeeeeeeeeeeekkk!!!"""
,"Kasumi let out a piercing scream."
,"At the same time, two of the black-suits came for me at once, thrusting their guns at my head."
,"......Like they were trying to use me as a hostage against something their eyes couldn't see."
,"......Against the Seven Sisters of Purgatory, who had now reached the level of weapons, this was completely pointless."
,"""Damn, where are you?!  You don't stop attacking, and this bitch is dead!!  Show yourself!!"""
Beelzebub,"""Kyahhahahahahahaha!!!  What the hell's he sayin'?!  And his guts look so tasty too.  .........Ange-sama, leave the next one to me!"""
Ushiromiya Ange,"""Go ahead.  Kill him."""
Beelzebub,"""I'm thankful!!  Sooo, happyyyyyy!!  Diiiiiee!!!"""
,"The man's chest split, and his guts poured out.......This terrible way of dying threw the other man into a total panic."
,"However, Asmodeus's form was already at his back, grasping his neck, ......and smiling obscenely......"
Asmodeus,"""What a cute kid.  ......Hey, hey, where do you want me to pierce?  *cackle*cackle*cackle*cackle*, Ange-sama, do you have any preference?!!!"""
Ushiromiya Ange,"""Head."""
Asmodeus,"""Certainly, my masteer!!  Die!!"""
,"The final black-suit had his head smashed by the Stake of Lust, and as his insides scattered, he twisted and fell."
,"In the gruesome world where six people lay in a sea of blood, .........witch and human confronted each other."
Ushiromiya Ange,""".........Sumadera Kasumi.  I sympathize with your pitiable life from the bottom of my heart.  ......I can give you magic to seal up that un-fillable hole in your heart.  If you will believe in that magic, that is."""
Sumadera Kasumi,"""D, don't say something, ......so foolish......!!  I, I, ...will not accept something like this!!  Eeeeeeeeeeeeeeeeeeeeeeeeekk!!"""
,"As Kasumi, who was scared out of her wits, stepped backwards, ......she picked up a handgun that someone had dropped."
,"Then, shaking, she pointed it at Ange..."
{f:5:Eva Beatrice},"""That's right, Kasumi...!  Shoot with that gun...!!  Turn your hatred into a bullet and shoot...!!"""
Sumadera Kasumi,"""Eeek, eeek...!!  I'll kill you..., I'll kill you...!!  If I don't kill you, my life will never be rewarded......!!"""
{f:5:Eva Beatrice},"""Yes, kill!  Pull the trigger!!  Take all of the anger and pain from your shabby life until now!  Use it all against her!"
{f:5:Eva Beatrice},"If you don't, you won't be released from your pain and anguish!!"""
Ushiromiya Ange,"""............Stop it, Kasumi oba-san.  ......You must not listen to the black witch."""
Sumadera Kasumi,"""I'll kill you......, I'll kill you......!  Because of your mother, ......my entire life, ......has been a wreck......!!"""
Ushiromiya Ange,"""In that case, my magic might be able to turn that life into something bright and peaceful, bit by bit, starting now.  If you believe in magic and even replace your heart, the door to a new world will open for you."""
{f:5:Eva Beatrice},"""There's no such thing!!  The salvation she speaks of is obviously just some fairy tale!  "
{f:5:Eva Beatrice},"Your life is already covered with thorns until you die...!!  Let her hear that cry of agony!!  You can't regain anything that was lost..., right?  Sumadera Kasumiiiiiiiiii?!?!"""
Ushiromiya Ange,"""That's right, you might not be able to regain anything.  However, you can surely create something new.  So Kasumi oba-san.  Throw that gun away.  .........I might be able to teach you of a world of happiness too, Kasumi oba-san."""
Sumadera Kasumi,"""Eeek, ......eeeeeeeeeekk......!!  Y, .........you know what, ......?!!  Because your mother ran away, .........I was forced to marry her fiance as a substitute...!!"
Sumadera Kasumi,"You know there was a man I swore I'd spend my life with?!  You know I was forced to break up with him?!  You think you understand how I felt when I was made to wed in your mother's place, ......and was held by a man I had barely even talked to?!?!"
