Speaker,Original Witch Hunt (OG)
Ushiromiya Battler,"  And then, he really did put his hands on the floor and apologize...!!  Looking unbelievably pathetic...!"
Ushiromiya Battler,"  Dad did that and seriously bowed his head to me, you see...?!  ......When I saw that, it felt like it'd be stupid to keep it up any longer."
Ushiromiya Battler,"I'm sure Mom thought the same thing!  Every time Dad and I fought, Mom would always laugh and mediate for us.  'Oh, were you fighting over something that silly?' is what she'd say.  ......I could feel Mom saying that and laughing...!!"
Ushiromiya Battler,"Therefore, ......while I couldn't go so far as to say I'd forgive him, .........I thought it might be alright to start over again from zero.  So I decided to wind everything back to how it was six years ago.  .........Then I returned to the Ushiromiya family register...!!  I'd also cried, raged, and worried for a whole six years!"
Ushiromiya Battler,"It might have been the same way with Dad, and for my dead Mom.  Maybe even for Kyrie-san and Ange.  ......So we went back to zero, and I returned to being Ushiromiya Battler!!!  That's my immediate family's problem, ......and has nothing to do with the Ushiromiya family!!"
Ushiromiya Battler,"You aren't qualified to judge that to be a sin, and I have no duty to show repentance to you!  If there was anyone I should have done that for, you've already killed them!!"
Ushiromiya Battler,"  So I won't apologize for anything!  I won't repent!!  That is my answer for this test!!!"""
{f:5:Beatrice},"""....................................Is that all...?"""
Ushiromiya Battler,"""What.........?  .................."""
,"Part of me had fully responded to her provocation, and I'd supposedly vented out all the stuff that I'd kept inside my chest, stuff I hadn't wanted to show anyone."
,"That was what the witch had supposedly been expecting.......And yet, the witch's blank expression didn't change in the slightest."
,"I had been sure she would start cackling and guffawing, sneering at my childish, foolish, and shameful past."
,"But to the contrary, I could feel a sense of shock about her, ......something you could almost call disappointment."
Ushiromiya Battler,""".........What do you mean 'is that all', ......I've exposed everything about me, right?  Why so unsatisfied?"""
{f:5:Beatrice},"""The settlement of your sins is still insufficient."""
Ushiromiya Battler,"""Settlement?  ......What the hell, are you asking me to prostrate myself right here and apologize like Dad did...?!"""
{f:5:Beatrice},"""............That's not it.  I have no interest in matters concerning your immediate family or your home.  Where are we?  Rokkenjima.  The main residence of the Ushiromiya head family.  ......Isn't there a sin you should remember, fitting for this place......?"""
Ushiromiya Battler,"""............Are you, ......saying that I have...another sin......?"""
{f:5:Beatrice},"""......Remember, Ushiromiya Battler.  .........Also, not being able to remember that is your sin.  For that reason, I shall forgive you.  If you can remember that, I shall forgive you.  .........Remembering that is my test of atonement for you."""
Ushiromiya Battler,""".........Even if you, ......tell me to remember......"""
{f:5:Beatrice},"""............Remember.  ......That's why it is a sin."""
Ushiromiya Battler,"""Sorry, Beato.  ......I have absolutely no memory of it."
Ushiromiya Battler,"......You make it feel like I caused you trouble six years ago or something, but I supposedly met you for the first time at this family conference.  It's true that your legend also existed six years ago, but I shouldn't have been acquainted with you."""
{f:5:Beatrice},"""......Naturally.  On the Rokkenjima of six years ago, I was not yet materialized."""
Ushiromiya Battler,"""Then what kind of sin are you saying I have?  ......Are you saying, ......I've sinned against you somehow...?"""
{f:5:Beatrice},"""Don't make me say the same thing twice.  I was not materialized six years ago.  There is no way I was acquainted with you.  In the world of you, it was as though I didn't exist."""
,"......Beato's cold eyes, ......felt as though they were seeking some kind of sin."
,"At a glance, it felt as though she still hated me for some way I'd treated her, and that she blamed me for it."
,"However, ......I naturally didn't have a clue, and Beato had said it herself."
,"Six years ago, there was no link between us."
,"Six years ago, no person called Beatrice existed for me."
Ushiromiya Battler,""".........At least give me a hint.  ......Does this crime, ......have anything to do with you and me......?"""
{f:5:Beatrice},"""I had no connection to you six years ago.  Remove me from your thoughts already.  ......Why...do you think it is a sin against me?"""
Ushiromiya Battler,""".........Your, ......eyes."""
{f:5:Beatrice},"""Eyes...?  ............Hoh."""
Ushiromiya Battler,"""You see, ......your eyes are whispering at me to apologize.  ......But I had no connection with you six years ago, and it looks like you acknowledge that too."
Ushiromiya Battler,".........Is that true?  ......Is it really not a problem between me and you......?"""
{f:5:Beatrice},""".........I already said it wasn't.  No problem between me and you has anything to do with this."""
Ushiromiya Battler,"""But still, ......your eyes are telling me differently.  ............So I don't even have a clue..........Can you say it in red?  Can you proclaim that the sin you're telling me to remember isn't something between you and me?"""
{f:5:Beatrice},"""...........................Very well."""
,"{p:1:The sin I am now demanding that you remember is not between Ushiromiya Battler and Beatrice.}"
Ushiromiya Battler,""".........Then, why are you looking at me with those eyes......?"""
{f:5:Beatrice},"""I don't know.  .........I am simply gazing at you blankly.  If it feels that way to you, ......perhaps that is because there is something that makes you feel that way."""
Ushiromiya Battler,"""...........................What kind of sin are you saying I have?"""
{f:5:Beatrice},"""{p:1:Ushiromiya Battler has a sin}."""
Ushiromiya Battler,"""......I'm asking you what kind.  It's probably just some stupid sin, like hitting someone or tricking someone."""
{f:5:Beatrice},"""{p:1:Because of your sin, people die.}"""
Ushiromiya Battler,"""L, liar...!  I've never killed anyone...!!  Then say it!  Who did I kill?!  When?  Who?  How?!"""
{f:5:Beatrice},"""{p:1:Due to your sin, a great many humans on this island die.  No one escapes, all die.}"""
Ushiromiya Battler,"""Wh, .........whaaaaat?!?!  Wh, what kind of incomprehensible thing are you saying?!  Are you saying I killed everyone?!  I'm a killer?!"""
{f:5:Beatrice},"""It doesn't mean you carried it out directly.  .........However, because you committed a sin, from an imperfection in the cogs that stretch back a full six years, a wiggle was created, ......and tonight, this many lives are lost."
{f:5:Beatrice},"You are one of the causes of this tragedy."""
Ushiromiya Battler,"""......Qu, ......quit messing around!!  I'm the cause?!  Then what?!  Are you saying 13 people died because I abandoned the Ushiromiya register six years ago?!  Are you saying that 13 people died because I came back to the Ushiromiya family after six years?!"
Ushiromiya Battler,"Don't fuck with me, give it a rest!!!  For these six years, I've been the man farthest from the Ushiromiya family, right?!  How could I have influenced what in which way?!"
Ushiromiya Battler,"It's not like I came to the family conference because I wanted to, right?!  I'd returned to the gathering after six years, so to make up for that lost time, I came to Rokkenjima reluctantly...!!  It's not like I had some duty to come here today!"
Ushiromiya Battler,"I came back, and because of that a massacre occurred?  Then what?!  You're saying that if I hadn't come back, no one would've had to die?!  "
Ushiromiya Battler,"Say it in red!!  Can you say in red that, if I hadn't come back, this massacre crime wouldn't have occurred?!  ......There's no way you can say it, because you're the culprit for everything!!"
Ushiromiya Battler,"Repeat it!!  'If Ushiromiya Battler hadn't returned to Rokkenjima, the crime wouldn't have occurred'.  If you can say it, try saying it...!!  "
Ushiromiya Battler,"......Can't do it, can you?  You can't say it!  The culprit is you, not me!!  Don't just try to rub that responsibility off onto meeeeeeee!!!"""
{f:5:Beatrice},"""........................"""
Ushiromiya Battler,"""......Answer, in red!!  Try to repeat it...!!  You can't!  My existence has nothing to do with the crime.Quit saying incomprehensible stuff and trying to confuse meeeeeeeeeeeeeeeeee!!!"""
,"I began to remember that the raindrops which kept pounding down were cold."
,"......The rain earlier had just hurt, ......but now I felt a tormenting cold from those raindrops......"
{f:5:Beatrice},"""..............................Is there nothing that you remember?"""
Ushiromiya Battler,""".........Sorry.  I don't even have a clue."""
{f:5:Beatrice},"""....................."""
Ushiromiya Battler,"""......Hey.  ......I'm starting to get a little pissed off.  ......If there's something you wanna say, then say it.  If you have a grudge against me. you just have to say it out loud.  ......Don't say it in such a dirty way, telling me to remember."""
{f:5:Beatrice},"""............I'll ask one more time.  ......Can you remember any sin?"""
Ushiromiya Battler,"""No!!  I can't remember anything...!!"""
{f:5:Beatrice},""".........So, ......he says that he can remember...nothing."""
{f:5:Beatrice},"With this, are your regrets at an end......?"
{f:5:Beatrice},"""....................................H, hmm..."""
{f:5:Beatrice},"For even a hopeless bet, regrets will remain if you do not take it.{n}......That is enough.{n}The betting itself has meaning."
{f:5:Beatrice},""".........That may be true.  ...In that case, this is...the end of my regrets, and my game."""
{f:5:Beatrice},"What will you do...?"
{f:5:Beatrice},"""...Who knows.  .........I'm not interested at all anymore.  ......Sorry, but I wish to leave the game board now."""
{f:5:Beatrice},".....................{n}......I see.  ......I understand."
{f:5:Beatrice},"""I will take over for the rest of the game.  .........You may rest."""
{f:5:Beatrice},"""......Yeah.  .............."""
{f:5:Beatrice},"""All that remains, I will finish.  .........You may forget everything and bury your head in your pillow.  A feather futon should gently protect you from everything."""
{f:5:Beatrice},""".........I'll be counting on you, ......to finish up the rest."""
{f:5:Beatrice},"""Leave it to me.  ......Leave everything else to me, and sleep."""
,"The witch who had questioned Battler hid herself, and the other witch, who had appeared from behind, remained."
,"She was certainly identical, the same witch, .........but her expression was somehow indifferent and ice-cold, ......completely removed from the one who, despite seeming drunk up until then, had been in high spirits."
Ushiromiya Battler,"""............Hey!!  Are you listening?!  Isn't this enough for that test thing?!  I don't care whether I passed or failed!  I won't be satisfied until I can bash your face!!  Come down here!!  Or else open this door...!!"""
,"The witch did not answer."
,"Her eyes were as ice-cold as Battler's shoulders."
,"......She was clearly a different person since the time she had first appeared on that balcony."
,"The witch gazed into my eyes, ......and gave two small shakes of the head."
,"Even without words, I was able to gather that she was expressing some kind of disappointment..."
,"Without saying anything, the witch turned on her heels."
,"After that, only Battler remained, the cold rain still beating down on him........."
,"The study was in the middle of a lively party."
,"It seemed that Gaap was making fun of Virgilia, having tripped her up in some stupid way."
,"...They were spitting 'Lialialia', 'Gapgapgap' at each other."
,"With this as a sideshow, Kinzo and Ronove had opened a new bottle."
Ushiromiya Kinzo,"""Oh, you're back.  How were the results of Battler's test?!  "
Ushiromiya Kinzo,"Maria's test got passing marks with no complaints, you see?  I've despised her as a little girl, little girl, but see, but see, why, why, oh my, oh my, not bad, not bad!  Wahhahhahhahhahha!!"""
,"It seemed like Kinzo was dead drunk.Towards Beato, who had returned, he laughed with the same level of tension as the time they'd left for the tests."
,"...However, Ronove and Virgilia instantly noticed the change in enthusiasm."
,"Gaap also froze her expression and went silent."
Ushiromiya Kinzo,"""Wahhahahahahahhahha, what is it, Beatrice, my beloved witch?  Not enough to drink?  Not enough on the side?  Let's pour it all over a cow or something and roast it whole, ooh, not bad!"
Ushiromiya Kinzo,"Ronove, prepare one right away!  Beatrice, let's leave the results of Battler's test for later.  Why don't we have a toast with spare rib first, uwahhahhahhahhahha!!"""
{f:5:Beatrice},"""...............Roast yourself whole."""
Ushiromiya Kinzo,"""-hahhahhahha, ......what?"""
,"The witch, who had spoken bluntly, coldly passed by Kinzo's side as he doubled over laughing in a great mood."
,"......Then behind the witch's back, .........the old summoner's body suddenly went up in flames..."
Ushiromiya Kinzo,"""Gyaaaaaahhh!!!!  Gwohh, gah, ......gyah........., w, h, y............?!"""
,"As crimson flames spat from his eyes, mouth, nose...every hole on his body, Kinzo rolled around."
,"......Even though it was a terrible hellfire, it didn't burn anything except Kinzo."
,"Kinzo didn't have a clue what was going on."
,"......Unable to understand why Beatrice, who had been in such a good mood, had suddenly turned so cold, he rolled around......"
,"The dancing silhouettes of the witch and demons created by that massive rolling torch...looked like a group of excited spectators around a burning at the stake."
,"However, the eyes of the demons who watched over that were indifferent......"
,"When Kinzo finally stopped moving, the fire disappeared, leaving a pitch-black corpse."
,"The inside of the room was commanded by the stillness of the sound of the rain......"
Ronove,"""......What has happened, Milady?"""
{f:5:Beatrice},"""I've gotten over...my excitement.  .........Clean up those bothersome cinders."""
,"Beatrice's expression, ......was unbelievably indifferent."
,"...There was an iciness that might easily bring the others to the same fate as Kinzo if they annoyed her."
Gaap,"""............Y, yes.  I will clean it up..."""
,"Gaap made a jet-black pitfall swallow up Kinzo's cinders."
,"...If she hadn't carried that out quickly, Gaap might also have been burned.  You could even feel that thirst for blood."
,"No, a thirst for blood probably isn't the best way to describe it."
,"......Just like humans don't have any particular emotion when they step on an ant while they're walking."
,"......That was how much, unconsciously and mercilessly, Beato was now filled with a brutal emptiness that wouldn't hesitate at burying a passerby..."
{f:5:Virgilia},"""......Wh, what is it, Beato?"""
{f:5:Beatrice},"""I don't want to answer.  ...............No, even answering is too much of a pain to do now."""
Gaap,"""......What is it?  This isn't like you.  ......Did something happen?  Did Battler say someth, "
Gaap,".........ack, gah, gyah-"""
,"Beatrice didn't even answer.  It seemed that she even ignored it."
,"But there was a change in Gaap."
,"From her feet, a creaking, cracking sound rose, like thin ice breaking, ......and in an instant, turned Gaap into a glass sculpture."
{f:5:Virgilia},"""G, ......Gaap..."""
{f:5:Beatrice},""".........Disappear for a while.  I'm in a very bad mood."""
,"Beatrice spoke that, ......in a truly cold voice, which could freeze the heart just by hearing it."
Ronove,"""......Certainly.  Then, please allow us to retire.  .........If you need anything, call at any time."""
,"After bowing, Ronove turned into a group of gold butterflies, and hid himself."
,"After turning Gaap, who had become a sculpture, into a group of gold butterflies, Virgilia also turned into a group of butterflies, which mixed in with the others and disappeared."
,"............In the study made untidy by drinking, ......Beatrice stood still, alone."
,"Since the time she had returned, her expression hadn't changed in the slightest..."
,"......However, when she saw the fallen empty wine bottles and scattered cheese plates, her brow furrowed, and she looked a bit displeased."
,"And when she whispered 'disappear', in that instant, the room was cleaned up in a flash, as though nothing had happened."
,"The reception chairs were neatly arranged, and there was no wine or cheese.There were no stains or scattered trash either."
,"......To the contrary, even the air had frozen over, and, enough to make one doubt whether a large number of noisy people really had been in this room until a short while ago, .........the study had returned to silence."
,".........In that silent, ......frigid study where even the air had frozen, Beatrice stood still..."
,"Then, she called, muttering."
{f:5:Beatrice},"""...............Battler.  Are you there?"""
Ushiromiya Battler,"""......I've been here for a while.  .........What the hell's going on with you?  You've been strange since a short while ago."""
{f:5:Beatrice},"""Do I seem strange?  My apologies."""
Ushiromiya Battler,"""............Even though you were drinking so happily with that damn geezer, you suddenly burned him up, and your demoness friend is a glass sculpture.  ......When you told the demon butler and your teacher to leave, they disappeared right away at your words.  ......Just how fickle and selfish are you?"""
{f:5:Beatrice},"""Battler.  It's already over."""
Ushiromiya Battler,"""What is?"""
{f:5:Beatrice},""".........I've had enough already."""
Ushiromiya Battler,"""Wha?  .........That's, well, you were the one who started this game.  Heh, if you've had enough, that's great for me.  So basically, you're giving up?"""
{f:5:Beatrice},"""I am not giving up.  I am just ending it.  No, I won't even end it.  I am just abandoning this game for all eternity."""
Ushiromiya Battler,"""Doesn't that mean you're giving up?  ......Nah, the words 'got tired of it and threw it away' fit you perfectly."""
{f:5:Beatrice},"""That is correct.  I am tired of it, and am throwing it away.  I don't care about the rest.  It can remain abandoned and gather dust as much as you like."""
Ushiromiya Battler,"""........................What's going on with you?  You've been kinda hard to deal with since a short while ago."
Ushiromiya Battler,"......Is this still the effect of that incomprehensible test from earlier?  If you've got a grudge, all you have to do is say so clearly."
Ushiromiya Battler,"  You said in red that it has nothing to do with you, but that's got to be a play on words, right?  It's written all over your face.  You have a grudge against me."""
{f:5:Beatrice},"""How many times will I have to say I have no grudge against you before you'll understand?  At the time you left your sin behind, I did not exist."""
,"As Beato spoke with an offended expression, her face twisted to look even more displeased."
,"Fickle.  Inconsistent.  Moody.  Temperamental.  ......Selfish and simple-minded and cruel."
,"But even so, she hadn't shown an expression as strange as this even once until now..."
Ushiromiya Battler,"""............Well, you were the one to provoke this game.  I'm a bit let down that it wasn't resolved, but feel free to invite me again if you feel like it.But when that happens, allow me to politely refuse, alright?  Heheheh."""
,"He intentionally spoke in a mocking tone, but Beato showed no reaction."
,"......Battler hung his head and clicked his tongue..."
Ushiromiya Battler,"""We've circled around October 4 and 5 over and over again, but I've finally had just about enough of this role.  ...This way the boat will come tomorrow."
Ushiromiya Battler,"...That's right, then the seagulls will return to the harbor.  ......I'll finally be able to hear Rokkenjima's signature nya-nya- cries.  After all, maybe because of the weather, they weren't there at all when I came to the island."
Ushiromiya Battler,".........When the seagulls cry, everything will end, I guess.  Done, done, the end, the end.  So refreshing."""
{f:5:Beatrice},""".........Exactly what is that it you're misunderstanding?"""
Ushiromiya Battler,"""Hm?  What'd you say?"""
{f:5:Beatrice},""".........I said that nothing would end.  With this, everything will be abandoned.  The game will be forgotten, and the pieces on the board will be abandoned as they lay.  There will be no advancing or returning, no taking and being taken.  No victory, no defeat, not even a tie.  Just abandoned."""
Ushiromiya Battler,"""............Doesn't that mean it's over?"""
{f:5:Beatrice},"""Wrong.  On my turn, the game will stop for all eternity.  Your turn will not come.  So there will be no victory nor defeat nor a tie."
{f:5:Beatrice},".........In the past, I could not have you do that.  Because you had the goal of victory.  However, that has lost its interest.  So there is no longer any point in advancing moves any further."""
Ushiromiya Battler,"""............What do you mean...by my turn not coming...?"""
,"I'd thought that Beato getting tired of the game meant I'd be released, and able to escape Rokkenjima."
,"But for some reason, what Beato's repeated words meant, about the difference between abandoning the game and settling it, ......caught my attention..."
,".........Just what had she been saying, ...and why the bad mood......?"
,"At that time, I suddenly heard a voice from behind me."
,"When I turned around, ......there was someone I thought I might, or might not, remember from somewhere..."
,"......A mysterious girl, with no light in her eyes, was standing there."
{f:5:Bernkastel},""".........What this kid is saying means something like this.  ......She means putting the lid on this game, leaving the pieces as they are.  Without ending, the game will be locked away for all eternity."""
{f:5:Lambdadelta},"""The only way for you to return to your original world is to win against Beato.  .........In other words, if Beato were to abandon the game......get it?"""
,"Suddenly, in a different place, was a girl wearing a bright pink dress."
,"......I had a feeling I'd met her somewhere too, but I couldn't remember."
,"More important was the meaning of the words she said.......If the game is abandoned then, ......huh?"
{f:5:Bernkastel},""".........That's right.  A match won't be resolved unless enemies and allies gather.  .........It would mean that you would never be able to win and escape this world for all eternity."""
{f:5:Lambdadelta},"""What it comes down to, I guess, ......is something like taking the key to the cage that you're locked in, fastening it to the collar of a pigeon or something and letting it fly."
{f:5:Lambdadelta},"............This isn't funny, Beato.  We didn't come this far to watch such a boring game.  Calling it a day like this just isn't funny."""
{f:5:Bernkastel},""".........I'm the same as Lambda.  I came here to make Battler win, and to make you writhe in defeat.  I still haven't achieved that goal.  ......I won't stand for you abandoning the game at a time like this and running away."""
{f:5:Beatrice},"""I acknowledge that it would mean the curtain call for a game that disappoints you Ladies.  ......However, I, the host of this tea party, am after all fickle.  Once it's lost its fun, I know no way of entertaining.  ......I believe that was my witch-like way of doing things in the first place.  There are no problems, yes...?"""
{f:5:Bernkastel},"""........................Certainly.  I won't go against your creed."""
{f:5:Lambdadelta},"""I won't accept it.........Quit fooling around, how much do you think I've supported you...  You think I'd be okay with that after all this preparation?  Don't mess with me...!!"""
{f:5:Beatrice},"""I am saying that I have tired of it.  Nothing more, nothing less."""
{f:5:Lambdadelta},"""That's not going to work...  We'll have you continue this game.  You want to win against Battler, right?  You want to win and make him surrender, right?!  It's almost over, isn't it?!  Ri~ght?!"""
Ushiromiya Battler,""".........D, don't nod at me when you say that.  ......But, I have an opinion too.  Listen to it."""
{f:5:Beatrice},"""............What?"""
Ushiromiya Battler,"""This is a fight you started.  I'm prepared to settle this once and for all.  ......I've come close to surrendering many times, but I've never had any intention of escaping part-way through, leaving the match undecided."
Ushiromiya Battler,"......Since I am here, showing the will to fight, ......you aren't running away, Beatrice."""
Ushiromiya Ange,""".........I agree.  Getting Battler involved and then leaving without giving him victory or defeat is just too irresponsible."""
,"Suddenly, even Gretel was there.......And everyone was blaming Beato for being irresponsible."
{f:5:Beatrice},"""Hoh.  ......It seems the greatest reason I am being called irresponsible is that Battler will, as an opponent, be stuck.  "
{f:5:Beatrice},".........In that case, Battler.  Will you, as I shall, step down from being an opponent?  That way, there will be nothing to criticize me for."""
Ushiromiya Battler,"""If I step down, will I be able to leave Rokkenjima...?"""
{f:5:Beatrice},"""There is no chance that you will be able to leave.  Just be covered in dust and let it pile up on your shoulders."""
Ushiromiya Ange,""".........Quit fooling around.  What an irresponsible person.  You've killed such a large number of people.  On top of that, using a witch's power, you've done it over and over.  Killing in gruesome ways!  .........I definitely won't permit you to escape without taking responsibility...!"""
{f:5:Beatrice},"""Responsibility.  ......Hoh, what is it I should do to take this so-called responsibility?"""
Ushiromiya Ange,"""Fight until a resolution is reached.  Battler will sit in the chair across from you, never giving up and fighting until he beats you.  So you too, fight until you are defeated.  If you don't like that, try and defeat Battler...!!"
Ushiromiya Ange,"I won't forgive you...if you leave everything unresolved and abandon Battler in this chair, ......locking him up and never letting him return, .........I won't forgive you......!!"""
Ushiromiya Battler,"""......Gretel."""
,"To be perfectly honest, I didn't really understand from what standpoint Gretel was trying to save me."
,"......But in her words, I could feel a strong determination to save me from this insane game world no matter what."
,"So, I also responded to that."
Ushiromiya Battler,"""Beato.  Face this way."""
{f:5:Beatrice},""".................."""
Ushiromiya Battler,"""I am here.  Across from you, in the seat of your rival.  ......Get it?  As long as I continue to sit here, I won't permit you to escape.  ......So don't escape.  Fight."
Ushiromiya Battler,"Isn't this a fight that you began?  You did all that crap over and over, making a complete mess of things!  How could I let you end it because you're tired, after all this time?!!"
Ushiromiya Battler,"  I am your opponent!!  As long as I am here, I won't let you escape!!"
Ushiromiya Battler,"Are you listening, you irresponsible witch?!  Try saying somethiiiiiiiiiiiiiiiiiiiing!!!"""
,"After I yelled at her, ......Beato went silent for a while."
,"Whether my words had reached her, or whether she was thinking about something completely different...I couldn't tell."
,"But for a while, she was silent, ......gazing at me with an expression I could read no emotion from, ......and when she realized that I noticed, she averted her gaze."
,"Then she turned her back to me, ......and said this...."
{f:5:Beatrice},"""So, since Battler will not quit as my opponent, ...the Ladies are saying that the abandonment of this game will not be acknowledged.  "
{f:5:Beatrice},"............In that case, I shall ask.  Whether the man over there was qualified to be my opponent in the first place."""
Ushiromiya Ange,""".........Qualified?"""
Ushiromiya Battler,"""...Probably has something to do with that test or whatever just now."""
{f:5:Bernkastel},"""............What are you planning to do...?"""
{f:5:Lambdadelta},"""...Y, ...you couldn't be..."""
{f:5:Beatrice},"""I will now question whether you are qualified to be my opponent.  "
{f:5:Beatrice},".........Alright, Battler?  If those qualifications are acknowledged, I will stay in my seat and continue the game.  And I shall promise to fight for all eternity until the outcome is decided."""
Ushiromiya Battler,"""Heh!  I was ready for that from the beginning."""
{f:5:Beatrice},"""............However, if you are not qualified, ......you will disappear.  If the opponent disappears, there is no game.  I can leave this place openly.  .........Are the Ladies satisfied?  Interruptions are unnecessary."""
{f:5:Bernkastel},"""...........................Go ahead, do as you like."""
{f:5:Lambdadelta},""".........B, ...Battler...  You, ......make sure you answer well..."""
Ushiromiya Battler,"""The very reason I'm here is because I'm qualified, right?  Heh, there's nothing to be scared of...!"""
Ushiromiya Ange,""".....................Y, ......you couldn't be......"""
,"Gretel grew suddenly pale.......I'd thought her to be the calm, collected type, so that expression surprised me."
{f:5:Beatrice},"""......Well then Battler.  I shall have you repeat it in red."""
Ushiromiya Battler,"""Y, you're telling me to repeat something?  Heheh..., damn you, stealing my signature move.  ......But can I do the red truth too?  How...?"""
{f:5:Lambdadelta},"""............I, if you wish for it to be that way, you can do it.  It's easy."""
Ushiromiya Battler,"""{p:1:My name is Ushiromiya Battler}.  ......W, ......whoa, pretty cool."""
Ushiromiya Ange,"""Stop it!!  I know what you're after...!!  But stop that!  He......!!"""
,"When Gretel yelled, Beato glared at her.Then, her form was wiped away in an instant."
{f:5:Beatrice},"""Shut up.  Leave your seat for a while.  You too, Ladies.  If you interfere, I will not hold back."""
{f:5:Bernkastel},"""............We won't get in the way.  Go ahead, do as you like."""
{f:5:Lambdadelta},"""B, Bern, this is bad!!  She's trying to erase him...Battler!!"""
Ushiromiya Battler,"""...What's that......?  What's, ......she planning......?"""
{f:5:Beatrice},"""Well then, I shall question your qualifications.  ............Interesting.  Attack and defense are reversed from a normal game.  This is a very precious experience, coming at the very, very end.  .........Ready?  First listen carefully.  I will speak with the red first."""
{f:5:Beatrice},"{p:1:I am the Golden Witch, Beatrice.}{n}{p:1:And I opened this game in order to fight Ushiromiya Kinzo's grandchild Ushiromiya Battler.}"
Ushiromiya Battler,"""......I know that.  So what?"""
{f:5:Beatrice},"""Repeat it.  .........'Ushiromiya Battler's mother is Ushiromiya Asumu'."""
Ushiromiya Battler,"""Whaa?!  ...Why's Mom's name popping up all of a sudden......?"""
{f:5:Beatrice},"""I do not require chatter.  Just repeat it in red."""
,"Beato urged me with the same indifferent tone."
,"......But I don't have a clue what she's trying to do.......I have absolutely nothing to feel guilty for that would trouble me if thrown in my face, and there's nothing that I'm hiding."
,"There's nothing that could trouble me by demanding that I repeat it.......So, why something like this...?"
Ushiromiya Battler,"""Sure, I'll repeat it.  {p:1:Ushiromiya Battler's mother is Ushiromiya Asumu.}  ......The red sure is convenient.  No need to bother myself with bringing a copy of the family register."""
{f:5:Beatrice},"""I do not require chatter.  Let's continue.  'Your name is Ushiromiya Battler'."""
Ushiromiya Battler,"""......Sure.  {p:1:My name is Ushiromiya Battler}."""
{f:5:Beatrice},"""It was from Ushiromiya Asumu that Ushiromiya Battler was born."""
Ushiromiya Battler,"""{p:1:It was from Ushiromiya Asumu that Ushiromiya Battler was born.}"""
{f:5:Beatrice},"""It was from Ushiromiya Asumu that you were born."""
Ushiromiya Battler,"""{p:1:It was from Ushiromiya}, ......, ......nguh, ............?!  ......?!?!"""
,"At that time, my throat suddenly closed...I was rapidly assaulted with a choking suffocation."
,"Wh, .........what's going on......?  O, ......one more time......"
Ushiromiya Battler,"""It was from Ushiromiya Asumu that I was born......Damn, It was from Ushiromiya Asumu that I was born..."
Ushiromiya Battler,"............Wh, what the hell?  Even though I was doing it so easily a second ago, I suddenly stopped being able to get the red to work...?!"""
{f:5:Beatrice},"""..................Do you refuse to repeat it?"""
Ushiromiya Battler,"""I'm not refusing anything...!!  It's not working for some reason...!!  It was from Ushiromiya Asumu that I was born...!!  Why?!  Dammit, why can't I use the red?!  What the hell?!?!"""
{f:5:Lambdadelta},"""............tch..."""
{f:5:Bernkastel},""".................."""
,"My Mom is Ushiromiya Asumu, right?!  Why can't I say that fact in red?!  What's going on...?!  Th, this is......gghh-!!"
{f:5:Beatrice},"""If you try to forcefully speak red that cannot be spoken, you choke.  There is no need to strain yourself.  .........Allow me to use the aforementioned fact to press you in blue.  "
{f:5:Beatrice},"......Do you remember?  The blue is used to proclaim a theory for the opponent to deny.  They are then burdened with the responsibility of denying that in red, and if they do not, it becomes your victory.  .........Then let us begin."""
{f:5:Beatrice},"{p:2:Due to the previous demand to repeat, and the subsequent refusal, I proclaim that you are not qualified to be my opponent.}"
{f:5:Beatrice},"{p:2:After all, Beatrice opened this game, in order to fight with 'Ushiromiya Kinzo's grandchild Ushiromiya Battler'.}"
{f:5:Beatrice},"{p:2:This gave you the responsibility as my opponent, to declare in red that you are 'Ushiromiya Kinzo's grandchild Ushiromiya Battler'.}"
{f:5:Beatrice},"{p:2:You have refused to repeat that.}{n}{p:2:This means the loss of your qualifications.}"
{f:5:Lambdadelta},"""......D, ......deny something about that in red......Quickly!!"""
Ushiromiya Battler,"""S, sure...  I, {p:1:I am Ushiromiya Battler}...!  Because I can say that in red, I should be your opponent!!"""
{f:5:Beatrice},"""It may be a fact that you have the name Ushiromiya Battler.  However, {p:2:People's names are not exclusive.}  {p:2:There is a possibility that multiple humans have the name Ushiromiya Battler.}"
{f:5:Beatrice},"{Comment:blank:}{p:2:In short, this is what it means.}  {p:2:......You are a different person with the same first and last names as Ushiromiya Asumu's son Ushiromiya Battler.}"""
Ushiromiya Battler,"""Wh, ......what'd you say......?!!  Don't talk so stupiiiiiiiiid!!  I'm Mom's child!!  Ushiromiya Asumu's child!!  "
Ushiromiya Battler,"{Comment:blank:}{p:1:It was from Ushiro}miya Asumu that, ah, ngagh, ......nnnggghh......!!!  ............Gwah!"
Ushiromiya Battler,"Damn!!  Why?!  Why can't I say that I was born from my Mom?!  How could something so stupid be true?"""
{f:5:Beatrice},"""No need to suffer.  I will not play.  ......This is checkmate.  {p:1:You are not Ushiromiya Asumu's son}."""
,"............Wha, ............"
Ushiromiya Battler,"""You're........., kidding......me............"""
{f:5:Beatrice},"""Who are you?  What person calling themselves Ushiromiya Battler?"""
Ushiromiya Battler,"""W, ...wait a second.........I am, ...Ushiromiya Battler......  It was from Ushiromiya Asumu that I was born, and I'm Dad's and Mom's son...!"""
