Speaker,Original Witch Hunt (OG)
Ushiromiya Jessica,"So I know.  ......Being the next head is nothing trivial.  ......So you know what?  I can throw it away.  ......Betting my own life is something I can do easily!!"""
,"Jessica knew."
,"She knew that in order to protect her family, her father had bluffed and fought alone continuously."
,"Jessica understood something that his back had been telling her!"
,"Another left straight was buried into Ronove's face.......That terrifying strike wasn't due just to the brass knuckles she was using."
,"It was a strike...of a person, a family head, who could throw away everything in order to protect."
Ushiromiya Jessica,"""If Dad's lost his qualifications to be the next head, then I, the next in line, will succeed the headship.  ......Head of the Ushiromiya family, Ushiromiya Jessica!!  I'm not the kind of coward who'd let you do what you want any more!!"""
Ronove,"""............A wonderful answer.  I shall change your score from earlier.  Plus 10 for that answer.  ......Plus 10 for that splendid left straight."""
Ushiromiya Jessica,"""Which means that, plus 20 more makes for a perfect 100?"""
,"As Ronove jumped backwards, somersaulting in midair, he violently wiped away the blood pouring from his nose."
,"......It had become, not blood, but petals of a red rose."
,"The blood on his face was wiped off, ......and in its place, was a grin from a delight he hadn't felt in so many centuries that he couldn't remember."
Ronove,"""I, Ronove, will test to see whether your resolve is worth full marks, okay......?"""
Ushiromiya Jessica,"""Shut up shut up!!  Come at meeeeeeeeeeeeeeeee!!!"""
Gaap,"""Come, to the Abyss...!"""
Ushiromiya George,"""Whaaa?!"""
,"Suddenly, beneath George's feet, a pitch-black pitfall opened its mouth wide.  Of course, George had no way of resisting."
,"After being swallowed up by that, George fell out of a pitch-black hole that had opened up in the ceiling of the arbor."
,"As George fell down, he was hit by a reverse roundhouse kick from a sharp stiletto heel, like a strike from a carefully aimed bee...!"
,"The instant George, after being blown out of the arbor, thought that he'd be swallowed up by a rose bush..."
,"Another pitch-black hole opened there and swallowed George up."
,"And this time, a pitch-black hole opened at Gaap's feet before her eyes, spitting a defenseless George out of it."
,"......At that time, Gaap had already finished the preparatory motions for the next reverse roundhouse kick."
Ushiromiya George,"""Ghh, ......what is......this..."""
Gaap,"""Welcome back.  *giggle*!"""
,"Right side of the head.  Below the right armpit.  Side of the right knee."
,"As Gaap danced and spun like a small cyclone, she kept hitting him, left foot right foot left foot right foot, with successive roundhouse kicks."
,"The fourth one became a sweep, cutting George's feet out from under him and making him fall down, but of course, there was no floor there, but a pitch-black hole, and George was swallowed up once again."
,"Gaap once again spun around like a small cyclone.George was once again spat out from the ceiling of the arbor."
Gaap,""".........Take this and reflect on it, the single strike at the Abyss's end.  ......Die......!"""
,"The sharp strike of the queen bee pierced the heavens like a rising cyclone.It kicked through George's lower chest as he fell from the ceiling......"
,"And then, ......time froze.George was pinned in midair by Gaap's raised leg......"
Ushiromiya George,"""Gah, .........mmph........."""
,"Still pinned in midair, George moaned......"
,"Then Gaap, with George still hung up on her foot, ......grinned."
Gaap,""".........I'll admit it.  At least your attitude is that of an adult.  But that's no good if it doesn't come along with power.  "
Gaap,"......Did you know?  They say you need three kinds of power to rule this world.  The first is influence.  The second is wealth.  Do you know what the last one is?"""
Ushiromiya George,"""I read it in a book.  ......Force, right......?"""
Gaap,"""Correct.  You are lacking in that."""
,"Gaap finally released George."
,"She kicked upwards one more time, changing into another roundhouse kick and knocking him into a pillar."
Ushiromiya George," {Comment:blank:}"
Gaap,"""No one will fear a monarch without influence, without wealth, or without force.  "
Gaap,"Kinzo possessed all three of those.  That is why he reigned as a tyrant!  ......If you're going to call yourself Kinzo's successor, try showing me a bit of that dignity, okay?"
Gaap,"......Co-me on, how long are you going to sleep there?  Stand up, alright?If you don't, you'll fall again, see?"""
Ronove,"""Pu ku ku ku.  Not bad movements.  But I feel they are slightly unfitting for a lady."""
Ushiromiya Jessica,"""Bastaaaaaaaaaaaaaard!!  Swaying around all over the place!!  Aren't you gonna strike back......, don't take me lightly, you fuckin' bastard!!"""
,"Ronove dodged skillfully, jumped back, and avoided Jessica's fist, but he still didn't strike back himself."
,"Because of his dodge that was as rapid as a fluttering flag blown by strong winds, Jessica's fist wasn't even able to touch him."
,"Amidst the sensation that her blood was boiling, Jessica regained her offensive composure."
,"Even though this room was large for a bedroom, it was a very narrow place to keep up such exaggerated dodges in for long."
,"......She calmly realized that, and started using not just her fists, but her legs as well."
Ronove,"""......Hoh.  Doing boxing with just your arms makes you but half a man.  Arms are like the hot roar of a lion.  And legs are like the cold snake closing in on its prey."""
Ushiromiya Jessica,"""Snakes don't have legs!"""
Ronove,"""Pu ku ku, true."""
,"Jessica began cornering Ronove towards the wall with perfect footwork.  She didn't let him get around her."
,"......Ronove's magnificent dodge looked flashy, but it needed a large footing."
,"Once cornered, he couldn't dodge anymore...!"
,"Jessica knew the special qualities of her weapon, the brass knuckles, very well."
,"This powerful weapon's most notable characteristic was how it didn't let the opponent defend."
,"Even if they blocked with their arm, that arm would receive direct damage.......If it hit the wrong way, it might even break the bone."
,"So she cornered him.With this fist, ......she would scrape off this demon who'd lost any way to escape!!"
Ronove,"""Whoops...!  Oh, when did...?"""
Ushiromiya Jessica,"""Looks like I've finally cornered you, right......?  Where is everyone being held?  Where's that damn geezer?  You tell me everything, and I'll let you off with nothing more than plucking that mustache off, alright?"""
Ronove,"""That would be a problem.  It does take me an hour every morning to set this."""
Ushiromiya Jessica,"""If you use a plaster cast, then you won't even be able to do that, right?!"""
Ronove,"""............Whoops.  ..................Gggh."""
,"Ronove had blocked Jessica's lunged fist with his arm.He tried to act as though it was no big deal, but it must have hurt a lot."
,"......Jessica grinned.Ronove smiled the same way, but twitched slightly."
Ronove,"""......I see.  This certainly does hurt."""
Ushiromiya Jessica,"""Here's my last bit of advice.  Cry and apologize."""
Ronove,"""That, I cannot do.  It would ruin my image."""
Ushiromiya Jessica,"""Then just crumple.  Rapid fiiiiiiiiiiiiiiiire!!!"""
,"Jessica's fists were buried into Ronove."
,"But there was a resistance that seemed too hard and the sound of breaking glass, which startled Jessica."
Ushiromiya Jessica," {Comment:blank:}"
,"At a glance, it looked like Ronove had caught Jessica's fist with his palm.  ......That wasn't quite true."
,"When Ronove opened his hand, a faint purple glowing barrier like a glass shield appeared, and stopped the attack by a hair's breadth."
,"Pulling herself together, Jessica thrust out her fists again, but with a truly magnificent gesture, Ronove caught all of them......"
Ronove,"""I am, after all, a demon.  This level of magic is nothing.  .........Even so, you aren't bad at all.  If I were a human, I would probably resign right here.  Because I am a demon, I can still continue to fight."""
Ushiromiya Jessica,"""Wh, ......what are you trying to pull.........!"""
Ronove,"""Is that the end?  ......If you just attack all the time, wouldn't that result in the neglect of your defense?"""
Ushiromiya Jessica,"""Huh?!  "
Ushiromiya Jessica,"......Waaah!!"""
,"Ronove's palm shot to within a hair's breadth of Jessica's stomach."
,"Jessica was knocked away by the purple shield, rolled backwards, and smashed her head on the bed."
Ronove,"""My shield cannot be broken by a mere human.  Don't think that you'll ever be able to touch my body again."""
Ushiromiya Jessica,"""......In that case, ......I'll just burst through that shield......!!"""
Ronove,"""Persistent, I see.  Yes, that nature is truly fitting for the next head.  ......Why don't I be your opponent for just a while longer.  This is also part of an examiner's role.  .........Pukkukukukukuku!"""
Ushiromiya Jessica,"""Breeeeeeeeeeeaaaak, aaaaaaaaaaaaaahhhh!!"""
,"Gaap looked down on George, sneering.George was on a path in the rose garden, lying face-down in a puddle."
,"The merciless rain beat down on him, so that it looked as though even the heavens were mocking him..."
Gaap,""".........Ahhahahahahahaha.  Stand up, okay?  You'll fall again, right?"""
Ushiromiya George,"""....................."""
,"George stood up shakily."
,"......It seemed his spirit hadn't given in, but the damage to his body was fairly significant."
Gaap,"""Beg for your life.  What you're doing now is the same as the fourth choice of choosing nothing.  ......You chose the third choice, right?  If you get down on your hands and knees and apologize, I'll forgive your rudeness towards me."
Gaap,"Then, I'll guide you down to the dungeon.  There, for your beloved Shannon and your own powerless life, you will kill the other hostages one by one.  "
Gaap,"......You can do it, right?  You did boast about having that resolve.  ......*giggle*giggle*giggle*."""
,"George didn't answer.......But his gaze was still obstinately resisting surrender."
Gaap,"""......If you are too obstinate, then this time you really will fall to the deepest depths of the Abyss, okay...?  *cackle*cackle*cackle*."""
,"Gaap's strength was evident."
,"......That was probably understood, even more than by George himself, by Shannon's group watching through the three-sided mirror..."
Shannon,""".........George-sama............That's, .........enough............For someone like me......"""
Kanon,"""Nee-san......"""
Shannon,"""......If you didn't like me, ......you wouldn't have to fight with anyone, right, George-sama...?  Then please, abandon me......  Please forget me......"""
,"There was no way for that voice to reach George."
,"......But, even so, ......George answered."
Ushiromiya George,"""No way.  ............I won't...surrender."""
Gaap,"""......Oh?  Why......?"""
Ushiromiya George,"""............Because that's my...resolve.  ......I'll fight everything for Shannon's sake.  And I'll make everything accept us, ......and everything bless us."""
Gaap,"""Hey, could you tell me something?  How can you say so much for that furniture called Shannon?  .........She's just a washout, isn't she?  Rubbish furniture that couldn't even make a satisfactory waitress."""
Ushiromiya George,""".........I won't permit any more insults against the woman I love."""
Gaap,"""So what are you going to do about it?  I wonder how a weak kid like you could resist me...?"""
Ushiromiya George,"""Loving someone is strength.  ......Because I knew that, I was able to become strong.  .........'Shannon, I love you'.  With just those words, I can stand back up, over and over again."""
Gaap,"""Shannon's in the dungeon, right?  Professing your love to me won't-"""
Ushiromiya George,"""No.  She heard.  ......That's because it's love.  Shannon can hear my words right now.  The reason I can believe that...is because of love."""
Gaap,"""..................You..., ......"""
Ushiromiya George,"『Shannon.  You are not furniture.  ......Even if you are furniture, you are mine alone, the only one for me in the world.  I want to be close to you my whole life.  ......I need you for all eternity.』"
Shannon,""".........G, ......George-sama..............."""
Ushiromiya Kyrie,"""......I'm jealous.  He's surpassed my husband in smooth talking."""
Nanjo Terumasa,"""Th, ......this is youth."""
Gaap,"""Ahhahahahahahahahahaha...!!  The strength of love?  Then why are you so weak, boy?  Does that weakness mean your love is also that weak?"
Gaap,"  *giggle*giggle*!  Even your love for your fiancee is weak.  The way your parents died so quickly was weak.  Everything about your life is weak."""
Ushiromiya George,"""............Shannon taught me about love and strength.  If you are trying to measure my love towards Shannon by my strength alone, ......let me teach you about my love."""
Gaap,"""*giggle*, so you say.  ......I get it now.  You're saying that the way you can still stand up after being kicked down so many times is the strength you received from Shannon.In that case, what did you receive from your parents, who were killed way too easily?  .........?"""
,"At that time, there was a blackout.  ......Outside?"
Gaap,""".........N, ......no.  .........Th...this is............"""
,"The thing blocking Gaap's vision, ...............was the bottom...of George's...shoe..."
Ushiromiya George,"""............Side kick.  Nasal bone fractured."""
,"It had stopped right in front of the tip of Gaap's nose."
Ushiromiya George,"""The thing I got from Mom was this kick."""
,"Several moments late, Gaap jumped back.Of course, it was too late."
,"If George hadn't stopped, he probably would have caused the damage he had announced."
Ushiromiya George,"""And what I got from Dad, ......is fortitude."""
,"Anger with a low boiling point isn't something to be truly feared.......True anger can be disciplined by fortitude."
Ushiromiya George,""".........I understand your violent method of declaring your intentions.  ......Also, I understand your defamation of my fiancee and my parents' honor.  So, you don't feel like taking that back, do you......?"""
Gaap,"""......Y, you......"""
Ushiromiya George,"""I now understand your attack perfectly well.  ............Isn't it about time?  For you to fight back?"""
Gaap,"""Q, quit prattling, foolish boy......!!"""
,"A pitch-black hole opened its mouth at George's feet."
,"But George rapidly opened his legs, standing straddling the hole.  The same move won't work again...!"
,"It was an extremely light dodge, and the upper part of his body didn't even quiver."
Ushiromiya George,"""Fortitude means not losing your cool, and instead composedly researching your opponent's attitude.  .........Why?  Isn't it obvious?  Do you know?"""
Gaap,"""N, n, no I don't......"""
Ushiromiya George,"""It's to counter, to give back exactly what you got, to make them not want to take another pass at you, to make them cover their face in tears and snot and forget to wash it off, to make them want to rub their forehead on the ground and apologize over and over, to completely, perfectly, thoroughly...!!!  ......Beat them until they can't get up."""
,"George dashed."
,"Pitalls opened one after another, but George didn't step in them again."
,"And, because he was persistent, he was able to capture Gaap a second time..."
Ushiromiya George,""".........Reverse roundhouse.  Jaw fractured."""
Gaap,"""...............!"""
,"It was stretched out more forcefully and beautifully than Gaap's had been."
,"Of course, while it centered directly on Gaap's face, it stopped a hair's breadth away."
,"Perhaps she couldn't rely on pitfalls at this close range."
,"Gaap kicked at George's shins as a diversion, and in the instant of weakness when he tried to deal with that, she aimed a kick at his stomach."
,"It was a bee-like stab by her stiletto heel."
,"......But it sliced through the air where George was no longer."
Ushiromiya George,""".........High axe kick.  Collarbone fractured."""
Gaap,"""............Gah-"""
,"By Gaap's side, George calmly announced that, his foot still raised."
,"If that monarch's heel had swung down, a collarbone fracture would probably have been an understatement."
Gaap,"""This guy's, .........stronger than me...at close range......?!  Need distance......"""
,"She jumped backwards to grab a large distance."
,"She jumped and jumped and leapt and even flipped in midair, increasing the distance between them."
,"It should have been magnificent, but for some reason, it was very similar to the movements of a small, scared animal."
,"If she opened the distance, she could fight across the interval that was her specialty, using a mixture of pitfalls and kicking techniques...!"
Gaap,"""You fool..., you will regret the pride which led you to let three chances of defeating me slide...regret in the depths of the Abyss!!  ...............Huh?"""
,"When she magnificently landed and tried to aim a pitfall, a razor-sharp wind cut Gaap's bangs.  ...Yes, it cut them."
,"Then again.  ......This time it didn't just stop a hair's breadth away, but scattered her bangs with its air pressure......"
Ushiromiya George,""".........Armada com martelo.  ......The fundus of the eye fractured with the first strike.  Cerebral contusion with the second strike."""
Gaap,""".....................!!!"""
,"Gaap was too shocked to speak."
,"George had closed in over all that distance in an instant, letting off a fearsomely nimble midair double-kick."
,"......Furthermore, with the accuracy and edge of a razor, it had cut nothing more than several of her bangs."
Ushiromiya George,"""I learned the power of kicks from karate, speed from tae kwon do, and freedom of range from capoeira.  "
Ushiromiya George,"......Mom was pretty fickle.  But I've learned from studying various merits."""
Gaap,"""Wh, ......why don't you hit......?  ......You aren't going to say it's because I'm a woman, right?!!"""
Ushiromiya George,"""......You spoke of force as a monarch's third power.  "
Ushiromiya George,"It looks like you've still mistaken the meaning of that force.  ......In this situation, force doesn't mean hastily wielded violence.  .........It refers to a deterrent... knowledge that if someone opposes the monarch, that person won't get away unharmed."""
Gaap,"""A deterrent......, you say......"""
,"In short, this is what it meant.This was why all of George's attacks up until then had stopped a hair's breadth away."
,"These bare misses, which were more difficult than hitting directly, had all been performed so splendidly."
,"...Also, if George had wished it, any one of those would probably have crushed Gaap."
,"He had, daringly, not done that."
Ushiromiya George,"""You said it yourself, right?  Force is the power to control.  .........If you crush your opponent with force, you won't be able control them, right?"
Ushiromiya George,"A monarch's force is something that is only shown.  He does not crush.  He makes others surrender, and adds them to his own fortune.If you start blowing bubbles, I wouldn't be able to make you guide me to where everyone is captured."""
,"Gaap had to admit it."
,"She had to admit that George understood force in the truest sense...!"
Ushiromiya George,"""You'll take me to where everyone is.  I would advise against resisting.  ......I won't miss anymore."""
Gaap,"""...Ack!!  .........Sorry, Lia.  Lemme borrow your troops.  This guy's too much for me alone to handle!!"""
,"As a large, pitch-black hole opened in the sky, *thunk* *thunk* *thunk*, three muscular goat attendants fell out.  They surrounded George."
Ushiromiya George,""".........Reinforcements?  I wonder if I should take this to mean that you take back all that about me being weak."""
Gaap,"""I, ......I admit it.  ......I made light of your, ...human power......"""
Ushiromiya George,"""That's wrong.  This is the strength of a man who knows love."""
Gaap,"""H, how can you say stuff like that with a straight face?!!  Come, goats!  Crush this man and turn him into meatballs!"
Gaap,"*giggle*, these goats are stupid, but it looks like they at least have power.  I'll make it so that even your fiancee won't be able to recognize your corpse!"""
Ushiromiya George,"""You refuse to surrender and intend to continue fighting.  Understood.  ......I proclaim that from now on, you will receive real harm proportional to your own attacks."
Ushiromiya George,"If you still plan on attacking me, prepare to receive a great deal of damage."""
,"When George proclaimed that, ......a faint, red magic circle rose up around him."
,"But it seemed that George couldn't see it.However, Gaap, being a demon, could."
Gaap,"""M, ......magic?!  Why does this guy have a defensive barrier...?!  And that's also, ......a counterattacking type...?!  Is this, ......wh, what you meant by a deterrent......?!"""
,"From a demon's perspective, that might have been magic."
,"But in George's eyes, it was...determination."
,"It was a certain determination that would be merciless to anyone who wished to fight any more, and force them to prepare for a significant counterattack."
,"Certain determination...becomes magic."
,"Ronove had been accurately blocking Jessica's fists with the shield.  ......But something felt odd."
,"Even though he was certainly catching them on the shield, he felt his arm get jarred, and it hurt."
,"It should prevent all physical damage."
,"......However, the damage from her fists was gradually being transmitted to his arm, piling up."
,"Ronove acted like he was composed, so that this wouldn't be noticed..."
Ushiromiya Jessica,"""Heh, hehe...!!  I'm not gonna get worn out.  What's wrong, old guy?  Starting to get a little tough...?!"""
Ronove,"""......No matter how much you attack, it is useless.  Why can't you understand that you cannot break my shield?"""
Ushiromiya Jessica,"""I'm not gonna stop hitting you just because it won't break.  .........No matter how hard someone's heart is, if you keep on talking to them little by little, it'll eventually start to crack...!  I believe it!!  I believe that useless effort doesn't exist in this world!!"
Ushiromiya Jessica,"That's why I can live, to the fullest!!  If words will eventually make it through, then the same goes for fists...!!  'Give up' isn't written anywhere in my dictionary!!"""
,"Those words were probably aimed at Kanon...Kanon, who had seemed to reject Jessica's words.......But Jessica knew that, no matter how resolute his heart was, those words would eventually soak through."
,"And she believed that surely, they would reach his heart, and the day would come when he stopped calling himself furniture and disparaging himself, ......and that he would step out into his new life."
,"So Jessica didn't give up.  She didn't lose heart...!"
Ushiromiya Jessica,"""Isn't it stupid?  I'll bet a guy couldn't understand, right?  A girl in love doesn't even think about giving up just because it's useless!!"""
,"At that time, Ronove certainly saw.He saw the reddish glow of light that encircled Jessica's fists."
Ronove,""".........This is, ......not good.  ......Enchanted, is it?  ...The permeating upgrade, ......will be troublesome."""
,"Inside the fists and determination that wouldn't give up...dwelled the power to succeed no matter what.From a demon's perspective, that was magic.Certain determination...becomes magic."
Ushiromiya Jessica,"""See?  Nothing useless about it.  ...Looks like my fists are making it through.  Guard your arm, old guy."""
Ronove,"""............It seems I will have to get a little more serious.  ...It appears it is as you said.  ......In this world, nothing is useless."""
Ushiromiya Jessica,"""That's right...!  If you give up because something's useless, that's when your life ends...!  It'll work.  Definitely...!!"""
,"I'm an idiot, so this is the only way I can live, but even so, ......I believe I can definitely teach Kanon-kun, about a new world, eventually!!"
,"So I'm not gonna lose heart in a place like this...!!I'll definitely defeat you, and save everyone!!"
Ushiromiya Krauss,"""Damn!!  Somehow...open a hole......, aaaaaaaaaaaaargghhh!!!"""
,"Krauss was repeating his useless effort in trying to somehow open a hole between the metal bars."
,"......Useless.  .........There's nothing useless.  There's nothing..."
,"The lookout goats had been swallowed up by those black pitfalls and disappeared."
,"......Now was their once in a lifetime chance."
,"This was their only chance to break the bars......"
Nanjo Terumasa,"""S, stop it, it's impossible, Krauss-san!  There's nothing we can do with our bare hands!  Let's look for a tool, don't waste time on the impossible...!"""
Ushiromiya Krauss,"""If you give up because it's useless, then it's all over...that's what my daughter said.  ......Even if it's impossible for my body, as long as a small person like Shannon or Kanon could make it through......!!"""
Ushiromiya Kyrie,"""......Once it's reached this point, action is more important than wracking our brains.  Let's work together, I'll do it too...!  ......Kanon-kun, you're a boy, lend a hand...!  ......Kanon-kun?!"""
Kanon,"""............Krauss-sama.  Please stand back."""
Ushiromiya Krauss,"""What?  What are you thinking of......?"""
Kanon,"""......Alright, Nee-san?  .........Just one more time, let's try struggling."""
Shannon,"""............Yes.  ......I too, ...will struggle one more time.  ......No, not just one time.  ...Over and over again."""
,"Jessica's voice had reached Kanon.It had certainly permeated into his cold, rock-like heart."
,"And George's voice had reached Shannon.If the love he had shown was embodied by strength, she would have to respond in the same way."
,"An incredible metal sound rang out."
,".........In the first flash, several metal bars were severed horizontally, and in the next flash, they were severed horizontally again, causing many metal bars to clatter to the ground like bamboo shoots cut by a sword."
,"Krauss, Kyrie, and Nanjo didn't even have a clue about what had just happened......"
Kanon,"""......Doctor Nanjo.  Which way down the corridor goes to the mansion......?"""
Nanjo Terumasa,"""Y, .........yes!  In and to the left..., in and to the left......!"""
Shannon,"""Let's go, Krauss-sama.  ......We'll be noticed by Virgilia-sama any time now."""
Ushiromiya Kyrie,"""You guys, .........what in the world are you......?"""
Kanon,"""............We are......"""
,"When Kanon hung his head a little and faltered, Shannon slapped his shoulder, smiled, and spoke."
Shannon,"""We are human."""
Chiester45,"""V, Virgilia-sama!!  Response from lookout web, jailbreak!  The goat guards aren't there for some reason...!!"""
{f:5:Virgilia},"""......Whaaa?!  Why?!  ............It's Gaap, isn't it.  Taking someone else's summonings without asking!!  ......Gap!  Gapgap!!"""
Chiester00,"""......Confirming Battle Regulations.  Request permission to fire at the escapees."""
{f:5:Virgilia},"""Do it...!  Kill them, kiii-!!  Gapgapgap, gap, gya!!!"""
Chiester00,"""Understood.  45, 410, Sniping Pursuit Combat Setup.  Ammo Type, Guided Cluster Rounds.  ......Virgilia-sama, the escape prevention barrier."""
{f:5:Virgilia},"""Owowowow, ......  Y, yes, you're right.  Hohhoho, I won't let you escape from here.  ......Owow, bit my tongue saying Gapgap..."""
,"The underground passage in front of them was once again blocked by metal bars.  The door was, of course, locked."
,"......However, that was no problem for them now."
Ushiromiya Krauss,"""Kanon, it's those metal bars again!  We're counting on you...!"""
Kanon,"""Yes, Krauss-sama...!"""
Ushiromiya Kyrie,"""......But it's incredible.  ...I wonder what kind of principle it works on."""
Ushiromiya Krauss,"""I'm not interested in principles.  The only thing that's important is that he can sever the metal bars, and we can escape from here...!Don't worry, Kanon, do it!"""
Kanon,"""Leave it to me......!"""
,"Kanon sliced the metal bars again with the red locus.But there was a harsh, strange noise, and the metal bars only had a slight scratch."
Nanjo Terumasa,"""Wh, what's this, ......these are sturdy......"""
Kanon,"""Wrong.  ......It's enchanted!  Virgilia-sama's magic lock."""
Shannon,"""Can you cut through it?"""
Kanon,"""Of course.  But it will take time."""
Ushiromiya Krauss,"""I'll wait three minutes...!"""
,"After taking a deep breath and concentrating his mind, Kanon extended a red locus sword again."
,"When he pressed it hard against the metal bars, sparks sprayed, almost as though he was melting through it with a burner."
Ushiromiya Krauss,"""It looks like you can cut it, ......but it seems that it will be tough."""
Shannon,""".........Krauss-sama.  You've been locked on to by the enemy.  Please move back."""
Ushiromiya Kyrie,"""Huh?  Pursuers?  There's no one coming!"""
Shannon,"""Please get behind me.  They're aiming for you...!!"""
Chiester45,"""45, Data Received.  Target Lock Acquired.  Terrain Calculation Error Correction.  Firing Curve Formation, Control Point Capture Completed.  Data Link to 410."""
Chiester410,"""410, Data Received.  Checking Danger Area, no problems."""
Chiester00,"""00, Loading 48 Sub-rounds, Individual Homing F&F.  Guided Cluster Rounds, Preparations Complete."""
Chiester45,"""45, Firing Preparations Concluded.  Loading Guided Cluster Rounds."""
Chiester410,"""410, nihhihihihi!  Firiiing!!"""
,"A golden arrow that sparkled gold was fired, leaving a gold tail streaming behind.It drew a curve, went through the door, through the keyhole, down the stairs, towards the underground path at full speed......!"
Nanjo Terumasa,"""S, something shone!!"""
Shannon,"""......You can't block the golden arrow with a shield.  Kanon-kun, interception stance.  Let's link."""
Kanon,"""Gatekeeper, understood.  .........It's been a long time since I've fought alongside you, Nee-san.  Don't screw up."""
Shannon,"""Yeah.  I'll be serious."""
Kanon,"""Then there's no problem!"""
,"Kanon stopped cutting the bars, and stood in front of Shannon."
,"Behind him, Shannon closed her eyes, concentrating her mind deep, deep into the darkness of the underground path......"
,"A Guided Cluster Round is a special kind of arrow made up of 48 sub-rounds bound together.It explodes mid-flight and divides into 48 mini-arrows."
,"The strength of each individual one is low, but they pierce through all shields and possess a perfect wounding and killing power against personnel."
,"And on top of that, each one of the 48 possesses autonomous guidance towards their individual targets."
Kanon,""".........It shone.  ...It's divided..."""
Shannon,"""Checking Guided Cluster Round Division.  46, 7, 8, ...48 Sub-rounds, All Rounds Locked Onto.  Interception Control.  Data Link to Kanon."""
Kanon,"""Kanon, Data Received.  ......Your ability is incredible, Nee-san.  You can see all 48."""
Shannon,"""Concentrate on Interception Priority Ordering.  Trust your Nee-san."""
Kanon,"""Of course.  I don't even need to open my eyes."""
Shannon,"""Commence Interception."""
Chiester45,"""T, Target Unharmed!!  I, it was intercepted...!!"""
Chiester410,"""Nihyah?!  All 48?!"""
{f:5:Virgilia},"""Hoh-hoh-hoh......  Because Shannon and Kanon were originally a furniture pair.  They're strong when they're together.  ...Owowow.  ...Is this gonna become a mouth ulcer or something...?"""
Chiester00,"""Calm down, Reload.  ......Updating Ammo Type.  Precision Light-speed Sniper Rounds.  Preparing for Precision Sniping."""
Chiester410,"""Sounds good nyeh, impossible to intercept super high-speed rounds!  Impossible to defend against for a mere Gatekeeper, nyeh!"""
Chiester45,"""Precision Sniping, Understood.  Commencing Collection of Precision Firing-use Data........."""
Nanjo Terumasa,"""Wh, what in the world was that just now......?"""
Ushiromiya Kyrie,"""Don't worry, I don't have a clue either...  All I know is that we'd have died if we hadn't relied on those two..."""
Shannon,"""Kanon-kun, thanks.  Go back to the metal bars.  Next will probably come a shot that you can't intercept."""
Ushiromiya Krauss,"""How do we block against such an attack...?!"""
Shannon,"""We don't let them shoot.  ......Kanon-kun, Spirit Particle Combat Defensive Preparations."""
,"At those words, Kanon closed his eyes tightly and ground his teeth.......With Shannon at the center, a pressure and impact that only those not human could perceive struck."
Chiester45,"""......Huh?!  Firing System Error!!  No good, Rebooting...  Huh huh?!"""
Chiester00,"""Spirit Wave Jamming!  Spirit Particle Protection, hurry!  What are you doing, cover your ears quickly, 45!!!"""
,"An unseen, unheard impact had struck the Siesta Sisters."
,"00 and 410 crouched down, covering their ears..., but 45 didn't make it in time."
,"......As she stood bolt upright, her eyes rolled."
Chiester45,"""Ukyu...?!?!  "
Chiester45,"...Kyuu?  Kyu-!  Kyu-kyu-kyu~!!!"""
Chiester410,"""45, Damaged...!  Her IME is busted...!!  ......U, gya, ......the noise...is also horrible for me, nyeh......"""
Chiester00,"""45, 410, ......and 00, Damaged...  Sniping Abandoned.  ......Ack, it came straight through the link......  I, if we don't reboot..."""
,"Raising their spirit particle sensitivity for precision sniping had backfired."
,"They had taken the full brunt of the spirit particle shock wave Shannon had released, and not only 45, who had been hit directly, but also 00 and 410, who had been linked with her, were taken down."
{f:5:Virgilia},"""Are you alright?!  ......I'll make you some more delicious black tea later, so get ahold of yourselves!"""
Chiester00,"""M, ......my apologies, sir......  Rebooting.  Please wait several hundred seconds......"""
,"All of the Siesta Sisters had fallen over.They would probably get back up eventually, but it looked like it would be hard for them to return to the battle lines for a while."
{f:5:Virgilia},"""So, furniture was able to repel weapons, if for but a moment.  .........I see, the plot which entertains that child truly is filled with unexpected turns!"""
,"Virgilia tore the air with a large gesture, motioning as though opening a door."
{f:5:Virgilia},"""Come, arise, goat attendants...!  It's time for work.  Catch and kill the escapees.  Corpses are fine, we can just revive them anyways!"""
,"A gold-colored door opened in the air, and countless giant goats with muscular bodies peeked their faces out..."
{f:5:Virgilia},"""Come now, hurry.  There are five escapees, so the fastest five of you win!  There will be a wonderful prize, so give it your all, give it your all!"""
,"Virgilia clapped her hands, urging them on."
,"A prize?!  After facing each other at those words, the goats rushed to the door at once, trying to get out, making the exit as packed as the Touzai or the Yamanote rail lines in the morning."
,"Each wanted to get out first, so none of them could get out.......Virgilia held her head in frustration."
,"By that time, Kanon had managed to cut enough bars to make a crack that could be slipped through."
,"It had been a bit of work for Krauss, large as he was, and Nanjo, with his lethal waist, but even so, they all managed to make it through."
,"But after they did, they only had a couple seconds to be relieved."
,"Immediately, another set of metal bars blocked the way in front of them."
Ushiromiya Kyrie,"""This sure is secure.  ......I'll bet they really didn't want the people in here to escape."""
Ushiromiya Krauss,"""Kanon, sorry, but I'll have to ask you again.  ......It may be tough, but please...!"""
,"There was sweat on Kanon's forehead."
,"You could tell at a glance that cutting the metal bars, which had been made even more solid by magic, physically exhausted him."
Kanon,"""......Yes, leave it to me, Krauss-sama."""
Ushiromiya Krauss,"""Only you can do it!  Please, we're counting on you...!"""
,"Only he...could do it.......Holding tightly onto those words, Kanon concentrated his mind once again and set himself to the task of cutting metal bars again."
