Speaker,Original Witch Hunt (OG)
,"There were bloody fingerprints left behind, blurred by her fingernails..."
,But I turned around right away.To take care of Ange's wounds...!
Ushiromiya Battler,"""Angeeeeeeeee, eeee...ee........., ...........................Ange...?"""
{f:5:Lambdadelta},"""Aa~ah, and you even promised that you wouldn't turn around..."""
Ushiromiya Battler,"""......A, ......Ange............ah, ooh, ...wh, where......"""
,"Behind my chair, .........as though, ......about ten watermelons packed with blood, ......had been smashed, ......there was a sticky, pulpy, ......mountain..."
,"And around that mountain of blood and minced meat, ......the clothes and shoes Ange had been wearing, ......lay crumpled as though they had been taken off and thrown away..."
,"......As though, just a human's insides had been pulverized and thrown away."
,"......As though Ange, who had been standing there until a second ago, had been crushed........."
Ushiromiya Battler,"""Ange......?  Wh, ......where is Ange......?  Where did Ange disappear to......?  H, hey!  Where did Ange disappear to?!"""
,"The two young-looking witches said nothing, .........and just silently looked at the mountain of blood and meat and clothes."
,"But, ......I didn't want to accept it.......I definitely didn't want to accept it!!!"
{f:5:Beatrice},"""...............I was right in front of you.  .........I was watching the whole time.  Watching what happened, .........to Ange behind you."""
Ushiromiya Battler,"""......D, ......do you know......?  .........Where, ...did Ange go.........?"""
{f:5:Beatrice},""".........While she still lived, pinch by pinch, massive, red-hot pincers, ......tore chunks of flesh the size of a thumb off of her, ......and threw them away."
{f:5:Beatrice},"  .........I was watching.  I saw as countless cruel tools burned red-hot in the witch's furnace approached Ange from behind, and one bit at a time, ......pecked at her, twisted, ripped chunks off her, ......and tore her to pieces."
{f:5:Beatrice},"............Ange should be proud.  In order to exchange her last words with her brother, ......she withstood the gasping of that pain until the very end, ......so she should be proud."""
,......As if something like that could have happened......
,"But, ......on top of that mountain of flesh and clothes, ......what had fallen there, ............was without a doubt, what she had been wearing on her head, those pink-jeweled...hair ornaments."
,"To be honest, I'd actually thought they were a bit too childish for her and didn't suit her..."
,......So I remembered them well.
,............Why had Ange worn such cheap hair ornaments all the time......?
,"No, no, ......the thought that this is Ange, ......couldn't be, ......, uu, uuuuuuuuuu...!"
{f:5:Bernkastel},"""..................Beato's pretty frank."""
{f:5:Lambdadelta},"""Battler didn't see it, so you could have just said that she turned into butterflies and flew away, or something."""
Ushiromiya Battler,"""......Y, ...you guys also, .........s, ......saw, .........that happen......?"
Ushiromiya Battler,"  Y, ......you saw, ......Ange, ......get torn into little bits...?"
Ushiromiya Battler,"  You were watching, .........and yet, ......you wore, ......such calm faces.........?!"""
,"Without answering, Bernkastel, Lambdadelta, and Beatrice stared at me, ......some in pity, ...others in derision, ......watching me........."
,"Since she'd called herself Gretel, and after what had happened with Virgilia in the last game, ......until now, I had thought that she might be Beato's underling, and I'd been wary of her, not trusting her even though she was an ally..."
,"And now, .........after I learn that it truly was Ange, ......without even being allowed to see her face, "
,".........I turn around, ......and find, .........something, .........like this, ............uuuuuuoohhhhh.........!"
{f:5:Beatrice},"""Isn't it good?  .........This about your little sister."""
Ushiromiya Battler,"""......What, ......did you say............?"""
{f:5:Beatrice},"""After all, you will never return from this place for all eternity anyways.  .........Whatever happens to your little sister in a world where you don't come home has nothing to do with you."
{f:5:Beatrice},"  As long as you play here, the Anges of countless worlds will live in isolation, and the same pain of her final moments just now will be forced upon her, diluted over a period of more than a decade."
{f:5:Beatrice},".........However, that is of no importance, correct?  It cannot be seen by you from here.  You cannot observe it.  An unobservable fact cannot be established except by the red truth."
{f:5:Beatrice},"Therefore, your anxiety over Ange's misfortune after this might be needless.  ............She might, surprisingly, be able to live a casual life without having to work thanks to Rudolf's inheritance, right?  *cackle*cackle*cackle*cackle*...!"""
,"......That's, ...a lie."
,"From Ange's arm, every part of the sad world that comes later had poured into me in an instant."
,"All because, .........I keep on, ......lazing about forever, .........and playing in a place like this.........!!"
,......I...never thought about anyone but myself......
,"I must defeat this person!  I'll take back my family, ......back to where Ange is waiting, .........and return as soon as possible.........!"
,"Because even as I hang around with the witch like this, Ange's heart continues to be torn to bits by sadness...!!"
Ushiromiya Battler,"""............Ange, ...is this, .........what you wanted to see......?"""
,"......Towards the cruel witch who had indifferently spoken of Ange's brutal last moments, I slowly, ......and yet. ......with all my might, ......pointed......"
Ushiromiya Battler,""".........Beatrice......"""
{f:5:Beatrice},"""Hmm."""
Ushiromiya Battler,"""............Resume this game.  .........I won't run away anymore, ......and I won't let you get away."""
{f:5:Beatrice},"""Just what I was hoping for.  I can no longer escape or hide.  .........Let us decide this between you and me for certain..........One will win.  One will lose, and be destroyed.  No other resolution exists."""
Ushiromiya Battler,""".........I will win.  No matter how long it takes, I will definitely smash you...!!  In this contest there will no longer be any compromise, interruptions or losing by default!!  I won't run away!  I won't let you get away!!"
Ushiromiya Battler,"Come seriously to defeat me...!!  There's absolutely no need for stupid tricks and deceit, or intermingling and acting friendly!!  You and I are enemies...!!!  I have to settle this as soon as possible, .........and take my family back to Ange!!!"""
{f:5:Beatrice},......Unwavering resolve....Certain willpower.
{f:5:Beatrice},"A human's certain willpower becomes certain magical power.{n}......That acts as a miracle, and makes a promise."
{f:5:Beatrice},"Yes, it's the promised certain miracle."
{f:5:Beatrice},"..................Is my victory impossible, without a single chance, no.........,even a fragment of a chance at a miracle?"
{f:5:Beatrice},"Before I knew it, a cold, stiff chain had bound my other leg without a sound, tying me to the chair..."
{f:5:Beatrice},"............All that is left to me is either to be killed and lose to Battler, or resist that, and repeat an endless tie for all eternity."
{f:5:Beatrice},"......No, is it a mistake to repeatedly tie until I prepare my heart for death?"
{f:5:Beatrice},"Either way, I...{n}.........Must fight to lose."
{f:5:Beatrice},I have already been bound by the chains of eternity.{n}And Battler won't let me escape either.
{f:5:Beatrice},......Should I pathetically ask his forgiveness...?{n}Should I ask for compassion by appealing to his pitying heart...?
{f:5:Beatrice},Should I forget appearances and prostrate myself?
{f:5:Beatrice},"Because of the chains, even that will not be granted me.{n}......Checkmate."
{f:5:Beatrice},This is a perfect stranglehold.
{f:5:Beatrice},........................However.
{f:5:Beatrice},I am the Golden Witch...Beatrice.
{f:5:Beatrice},"The demon lord of gold who reigns in the Golden Land.{n}Even in a fight to lose, there is an attitude fitting for me.{n}And I have the right to decorate my death in a manner fitting for me."
{f:5:Beatrice},""".........It is the same with me.  I will make you accept the existence of my magic and the door to the Golden Land will open on this island.  You shall probably become the guest of honor at that first tea party."
{f:5:Beatrice},"Everyone besides you has gathered already, you see?  Because the honored guest's arrival has been delayed, the tea party cannot begin.Your father, mother, cousins and everyone else are getting tired of waiting for your arrival."""
Ushiromiya Battler,"""Sure, that's perfect, that's just perfect!!  What the hell is magic, what the hell are witches...!!  I'm done playing with you!!  Here we go, Beatrice...!!!"""
{f:5:Beatrice},"""Come as hard as you can, for there will be no compromise, interruptions or losing by default.  One will win, and one will be destroyed.  "
{f:5:Beatrice},"If you have no desire to lose, then you must defeat me, kill me.  However, I won't be killed so easily.  Until you can prepare a fitting end for me, I can resist repeatedly."
{f:5:Beatrice},"Can you do that?  ......No, you probably can.  You surely can.  Come on, come to kill me.  ...........................Is it that hard?  Then let's go with the usual flow.  .................."
{f:5:Beatrice},"Hyahhaha!!  As if I'd be killed, even if I can't win, I can at least harass you enough so that I don't hand victory over to you, riiiiiiiiiiiight?!"
{f:5:Beatrice},"Hoh, that's a good look on your face!  ......*cackle*cackle*cackle*, uhhyahhahahahahahahahaha, aaakkyakkyakkyakkyakkyakkya!!"
{f:5:Beatrice},"Try and kill me, try and kill me, Ushiromiya Battleeeeeeeeeeeeeeeeeeeeeroooooooooooooooooooohhhhaaaaaaaaaaaaaaahhhh!!!"""
