Speaker,Original Witch Hunt (OG)
Ushiromiya Kinzo,"""......Hmm.  ......Let me change my thinking a little.  I have absolutely no desire to hand over everything of mine to any of you."
Ushiromiya Kinzo,"However, it will be quite interesting to question the grandchildren to see whether one of them is qualified......  I've always thought of them as little kids, but there is a chance they will show me a glitter of ore that will surprise me."
Ushiromiya Kinzo,"And testing them for that would be, ......yes, that would be hard to abandon as a final hobby in my remaining life.  ......Hmmmmm, ......well then, what shall I do...?"""
Ushiromiya Eva,"""I, ...I can recommend, with confidence, George as someone fitting to follow after you!"""
,Eva claimed that right away.
,"Natsuhi looked like she was about to follow along, but Krauss gave her a look telling her to restrain herself, so she swallowed her words."
Ushiromiya Kinzo,"""Hehheheheheheh!  How bold.  ......Then, let us do this.  I will individually question the grandchildren to see whether they are qualified to succeed the Ushiromiya family inheritance and wealth."""
Ushiromiya Eva,"""...Father......"""
Ushiromiya Kinzo,"""Howeeever!!  .........That does not mean that one of you will directly receive the inheritance.  I am already disappointed in you all."
Ushiromiya Kinzo,"  There is now nothing that I will give you.  Nothing!  The ones I will question are the grandchildren.  And the ones that might succeed me are the grandchildren.  ......Make absolutely sure that you do not mistake this, alright......?"""
Ushiromiya Krauss,""".........I'll follow Father's decision."""
Ushiromiya Rudolf,"""Same here.  I'll follow what he determines.  ......What about you, Aneki?"""
Ushiromiya Eva,"""O, of course.  ......I believe that Father will make a wise judgement."""
Ushiromiya Rosa,"""I, I will also follow Father's decision......"""
Ushiromiya Kinzo,"""I shall think of how I will test the grandchildren.  And that no longer has anything to do with you.  Because all of you no longer have anything to do with the succession of the head.  "
Ushiromiya Kinzo,"......So right here, why don't I talk about something else that does have something to do with you."""
Ushiromiya Krauss,"""Something else......?"""
Ushiromiya Kinzo,"""Hmm.  That is the true reason for tonight, and for the final Ushiromiya family conference.  "
Ushiromiya Kinzo,"......*cackle*cackle*cackle*!!  What I demand from you is neither a discussion nor your opinions.  It was to demand cooperation.  For my ceremony!"""
Ushiromiya Rudolf,""".............Ceremonyy...?"""
Ushiromiya Eva,"""Quiet...!  Father is talking now...!"""
,Rudolf and the rest had automatically narrowed their brows at the occult-like word 'ceremony'.
,Was he talking about starting a strange ceremony involving Beatrice's resurrection again......?
,He was demanding that they help...?What in the world is he planning to start?
,"In the past, he had carried out many eccentricities that he called by the same name, such as starting to burn a strange incense and filling the whole mansion with the stench."
,"To the siblings, a ceremony was nothing more than one of the aged Kinzo's obnoxious hobbies."
Ushiromiya Krauss,"""Father...  Just what do you mean by.........?"""
Ushiromiya Eva,"""If we can assist you, we'll do anything.  Right, Rosa?"""
Ushiromiya Rosa,"""Y, yes......  But, what in the world...is it...?"""
Ushiromiya Kinzo,"""A ceremony as inscribed in my epitaph.  ......A ceremony to revive Beatrice, and open the door to the Golden Land."
Ushiromiya Kinzo,"  That witch, who escaped her cage of flesh and sneeringly slipped through my fingers, I will now capture, and make to surrender with my greatest hidden art.  .........For that purpose, I must offer 13 people as sacrifices."
Ushiromiya Kinzo,"......Hehheheheheh!  It is not easy to gather 13 people's worth of sacrifices.  But tonight is the family conference!  Many adults have gathered on Rokkenjima.  There could be no other day on which to carry out this ceremony."""
,"If you were to take that literally, it could only sound as though he was telling them to become sacrifices for his dark ceremony and die."
,Ridiculous.Is this some kind of metaphor...?
,But they didn't even have a clue what he was trying to illustrate.
,The siblings whispered together about what Kinzo was saying......
Ushiromiya Rudolf,"""......What's Dad saying?  Is it his usual bad sickness...?"""
Ushiromiya Krauss,"""Probably.  Listen silently for now."""
Ushiromiya Rosa,""".................."""
Ushiromiya Eva,"""I'm sorry, Father...  I don't understand how you mean that."""
Ushiromiya Kinzo,"""What is it you don't understand?  I am speaking extremely simply.  I have said that I shall choose 13 people from among the humans on this island and offer them as sacrifices for the ceremony to revive Beatrice.  "
Ushiromiya Kinzo,Even worthless people like you can be very useful as sacrifices in my ceremony.  Wahhahhahhahha!!
Ushiromiya Kinzo,"......Listen!!  This is not a joke nor anything of the sort.  This is my final bet, my final ceremony, the last one I will desire in my life!"
Ushiromiya Kinzo,"  There are now more than 13 humans on this island.  In short, that's a head count which can easily satisfy the massive number of sacrifices!  Become the sacrifices for my ceremony!!"""
Nanjo Terumasa,"""......Kinzo-san, ......you weren't...possibly......serious about what you said back then...?!  It wasn't a joke......?!!"""
,"Unusually for him, Nanjo's face changed color as he stood up and shouted."
,It seemed this wasn't the first time Nanjo had heard all this dark talk about 13 sacrifices.
Ushiromiya Kinzo,"""Sorry, my friend.  That was not a joke nor anything of the sort.  It is what I bet my life on, the final ceremony, the final game that I will challenge."
Ushiromiya Kinzo,"Yes, this is a game!  If gaining my fortune and leaving the island is your goal, then there are only two ways to achieve it!"
Ushiromiya Kinzo,"  Will you escape being chosen as one of the 13 sacrifices and spectacularly survive, by finally solving the riddle of the epitaph and stopping the ceremony, ......or will you kill me!  And thereby stop this ceremony.  Those are the only two ways!!"""
,"By now, everyone wasn't just whispering, but chattering and muttering away."
,Even the siblings had noticed that Kinzo was beginning to act abnormally...
Ushiromiya Krauss,"""......Father, are you a little tired?  Genji-san, has Father been drinking?"""
Ronoue Genji,"""............No.  The Master is sensible."""
Ushiromiya Rudolf,"""Sorry, Dad.  I don't have a clue what you're talking about......  "
Ushiromiya Rudolf,"Dad's free to start up any weird ceremony he wants to revive the witch he loves.  That's his hobby.  But getting wrapped up in that, ......ahaha, and being made into a sacrifice is a little more than I can handle."""
Ushiromiya Eva,"""Rudolf, are you trying to interrupt Father?!"""
Ushiromiya Rudolf,"""What are you talking about, Aneki?!  You expect me to listen to something that shady and say 'Oh, really?'?!"""
,"Was the 'ceremony' Kinzo had mentioned literally something disturbing, or was it some kind of test to choose the next head?"
,"It seemed that Rudolf had taken it literally, but Eva apparently still believed that it was something like a test or examination to find the proper next head."
,But Kinzo responded to that with a clear smile.
Ushiromiya Kinzo,"""Well then, that is all I have to say.  Nooo objections or viewpoints are necessary...!!"
Ushiromiya Kinzo,"  I will simply awaken from my dream of having four unsuccessful children.  To all of you, what will occur now before your very eyes may seem like a dream, an illusion, something that couldn't conceivably be of this world, and a world that defies understanding."
Ushiromiya Kinzo,"But that itself is my reality!!  Now, I will finally awaken from the shallow, useless dream that all of you are!!"
Ushiromiya Kinzo,"Come, the game has already begun, see?  With this many of you here, I can take lives starting with anyone...!!  "
Ushiromiya Kinzo,"Good bye, my unsuccessful children.  And for the final and only time in your lives, be useful, for my ceremony...!!  Arise, Pendragon's Memorial Troops...!!"""
,"When Kinzo raised his arms high like an opera singer, and yelled as though towards a packed audience, "
,"the air shattered like glass, .........and the outlines of three people who supposedly hadn't been invited to this island appeared......"
Chiester45,"""Siesta 45, right here...!"""
Chiester410,"""Siesta 410, right heere!"""
Chiester00,"""Siesta 00, right here sir."""
,Three girls with strange forms suddenly appeared behind Kinzo.
,Where from?  When?  Who?  Who are they??
,"......The humans were thrown off balance and their minds went blank.Because they had spent all that time thinking, they had lost their last chance to survive."
Ushiromiya Kinzo,"""You have permission to shoot six people to death.  The targets are up to you.  Begin attacking."""
Chiester00,"""Unrestricted Firing Understood, sir.  Thank you for the good targets.  Everyone, Commence Unrestricted Firing."""
Chiester410,"""Nihi!  First one in, nyeh!!  Hyahhah!!"""
,"When 410 scratched the air with her finger, a golden bow appeared in empty space, and she pulled its string."
,"The golden arrow that had been readied there was fired off without any hesitation, flew around the room leaving haphazard gold loci everywhere, .........and chose Natsuhi from among those sitting at the table of the family conference, pulverizing the left half of her face."
,"Flesh and deep-red blood scattered around, leaving massive amounts of deep-red spatter marks on the relatives' faces and the pure white tablecloth."
,......There was silence.
,"Even though there was a massive number of deep-red spots left on the tablecloth, .........no one could understand why Natsuhi's head was half smashed, nor why she was hanging her head as though dozing while still sitting, .........and they watched on in silence."
,"......Those sitting on the right-hand side from Natsuhi were silent for a relatively long time, but those sitting on her left were not."
,"......Because the people sitting on that side had been shown how her head had been smashed open like a watermelon or a pomegranate, and could even see inside her......"
Ushiromiya Krauss,"""Na, ......tsuhi............"""
Ushiromiya Kinzo,"""......The first one.  Natsuhi was it?  A luckless woman to the end.  ......Next!"""
Chiester00,"""00, Firing."""
,"After scratching the empty air in the same way and readying her bow, 00 fired as well."
,"After it flew around and around at high speeds like the golden arrow 410 had released, drawing a convoluted locus in the same manner, ......it smashed half of Rudolf's head in the same way as he looked at Natsuhi in shock, killing him instantly."
,"This time, everyone did not stop thinking altogether.  They realized that a fearsome murderer was killing according to Kinzo's words right in front of them."
,And they understood that Kinzo would probably kill again......!
,"""""Waaaaaaaaaaaaaaaaaaaaahhhh!!"""""
,"""""Kyaaaaaaaaaaaaaaaaaaaaaaahhhhh!!!"""""
,Shrill screams burst out.
,"Even so, they did not know what to do.So they could only keep screaming and flapping their wide-open mouths like goldfish......"
Ushiromiya Eva,"""F, ......Father......, what do you think you're doing......?"""
Ushiromiya Hideyoshi,"""...Y, you fool!!  Run now!!"""
,"As Eva asked Kinzo that in total shock, Hideyoshi, who had come to his senses faster than anyone else, pulled at her arm from behind."
,"However, merciless fate's choice for the third sacrifice, .........was Hideyoshi."
,"Just like the two before him, half of Hideyoshi's head was neatly smashed, ......and the left side of his head, which had happened to be facing that direction at the time, ......had been blown away with its contents exposed like a watermelon or a pomegranate."
,"So, still holding Eva, ......Hideyoshi slumped backwards and fell down."
,"Still held by her beloved husband, Eva fell over backwards with him."
Ushiromiya Eva,"""Dear......?  Dear...?!  Eeeeeeeeeeeeeeeeeekkkk!!!"""
,Eva screamed.
,...It was only natural.
,"The face she had been looking for, ......had been half lost, and the crushed skull, the mashed brains, and the crushed jaw were all bared......"
Chiester45,"""45, Impact, Hit...!"""
Ushiromiya Kinzo,"""Spectacular.  Fire again.  There are three people left."""
Ushiromiya Krauss,"""F, Father...!!  W, w, w, w, w, what, what...is this supposed to be?!?!"""
,"When Krauss stood up forcefully, and was about to rush Kinzo, 00 blocked him."
,"......With her slender-looking body, she held back Krauss's body with just the palm of her right hand."
,"He still tried to resist and attack Kinzo, so 00 lifted Krauss by the nape of the neck, and twisted into his Adam's apple with her thumb."
,"It seemed to be very painful, and Krauss was overcome with agony."
Ushiromiya Krauss,"""Gghh, oooooooohhhh......!!!  Everyone, ...run...!!  Get the police......!  An ambulance...!!  Quickly......!!"""
Nanjo Terumasa,"""Everyone, let's escape!!  Escape!!"""
,Nanjo's sharp words finally dissolved the spell that had been holding them down in their chairs.
,"When Gohda and Kumasawa each tried to escape from the dining hall first, "
,"410 moved in an instant and appeared there, blocking the way."
Chiester410,"""Nihi!  You sure are slow nye~h.  Did you thiink I'd let you escape nye~h♪"""
Kumasawa Chiyo,"""Hiieeeeeeeeeehhhh!!"""
Gohda Toshiro,"""H, help meeeeeeeeeeeee!!"""
Ushiromiya Kyrie,"""Gohda-san, duck!!"""
,"Even though Gohda didn't understand, he crouched when he heard Kyrie's sharp voice."
,"......Then, a burst of air rushed above his head."
,Kyrie had taken a big swing with a chair to mow 410 down.
,"But 410, still with an expression as though she was making fun of them, easily caught that widely swung chair with a single hand."
Ushiromiya Kyrie,"""......Tch!"""
Chiester410,"""What a scary woman nyeh.  You really want to go the same way as your husband that muuch?"""
,"From the cuff of her arm where she had caught the chair, something like a shining golden snake appeared, ......wrapped itself around the chair, and burst open."
,"It was a fearsome power, like a vice."
,"When Kyrie realized that the being in front of her, which looked like a girl, was actually a being that surpassed human knowledge and which a human could not even begin to oppose, her head was filled with an great alarm bell that welled up from inside her..."
,"Genji, Shannon, and Kanon, all of the servants permitted to wear the One-winged Eagle, continued to stand calmly at attention by the wall even with a scene like this before their eyes, making them look very bizarre and eerie."
,"For an instant, Kyrie thought that their calmness was achieved because they were with the enemy, and had been guaranteed that they would not be killed."
,"......But as soon as she thought that, the side of Genji's face was blown away before her eyes."
Nanjo Terumasa,"""G, Genji-san......"""
Chiester45,"""45, Impact, Hit...!"""
Ushiromiya Kinzo,"""......Hohoh, Genji, how unfortunate.  ......Sleep in peace, my friend.  *cackle*cackle*cackle*, your death will not be wasted.  You will become one of the 13 keys essential to the resurrection of my beloved witch.  Fuhhahahahahahahaha......"""
,"The half of Genji's expression that remained, ......was as indifferent as ever."
,"He tilted, ......fell over, and sent a blood-red splatter out across the floor......"
Shannon,""".........Genji-sama..............."""
Kanon,"""............We're nothing more, ...than the witch's pieces.  .........Nothing more..., .........nothing more......"""
,"From the meek, ...and frustrated, no, ......resigned expressions on Shannon and Kanon's faces, you couldn't feel any naive expectation that they would be saved."
,"That's right.  Kinzo was, in the truest sense, .........carrying out these murders at random."
,"In the truest sense, ......he was killing like it was a game to see who would be saved and who would be killed."
Chiester410,"""We-ll then, whoo'll we go for next nye~h.  Nihhihi!!"""
,"410 looked at Kyrie for a second.In that second, ......Kyrie was prepared for her own death."
,"But when she readied her golden bow in midair, 410 was looking at someone else over Kyrie's shoulder."
,"......So, as imprudent as it was, Kyrie felt as though she had been saved......"
,"Again, an ugly, exploding, popping sound rang throughout the room."
,......Who was it this time?
,"When Kyrie turned to face the direction of the sound, "
,".........she saw blood gushing like a fountain, and Eva lying on her husband's chest."
,"...Of course, her face had been half smashed just like her husband's......"
,410 had mercilessly targeted Eva as she had clung to her husband's corpse sobbing.
Ushiromiya Rosa,"""L, let go of Nii-san...!!  Let go of Nii-san...!!  Just stop it, Father!!  Just stop this brutality!!"""
Ushiromiya Krauss,"""......Run away, Rosa......  Ggh, ack, .........!"""
,"Rosa's objection didn't reach Kinzo as he continued to laugh loudly in the blood-spattered dining hall, so she wasn't able to lessen Krauss's pain at being lifted up by the nape of the neck by 00."
,"So Rosa had no choice but to use force.  She lifted up a chair beside her, and gave a warning."
Ushiromiya Rosa,"""Father...!!  Order her to let go of Nii-san!  Just stop them from doing this!!"""
Ushiromiya Kinzo,"""I cannot.  If that is what you desire, then prevent it using your own power.  ......Cut a path through to your own fate with your own hands.  You who have always hid behind the backs of others in fear, show me the final bit of self-denial that dwells within you...!!  Fuhhahahahahahahahaha!!!"""
Ushiromiya Rosa,"""F, ......Father...............Whaaaaaaaaaaaahhhhh!!!"""
,"The chair that Rosa had lifted up, .........swung down at the father who had reigned as a symbol of terror for her entire life."
,"It was the greatest, and final...act of bravery and self-denial in Rosa's life."
,What Kinzo had said might have been true.
,"......If she had grasped that courage much sooner, her life might have become more free, unrestrained by anyone else."
,"Then, there was a bursting sound."
,"......The sound of Rosa's chair fiercely hitting Kinzo, ...could not have been this."
,"With the chair still lifted up, .........she neatly lost half of her head, and slumped over."
,"Still holding Krauss up with one hand, ......00 stuck her other hand out towards Rosa."
,"The golden snake released from that arm...had constricted Rosa in a helix, ......and had smashed into her head."
Chiester00,"""......Defensive Firing.  I apologize for the discourtesy of a point-blank shot, sir."""
Ushiromiya Kinzo,"""I do not mind.  Hmm, so this makes six people."""
Chiester00,"""Yes, Lord Goldsmith.  This makes six people."""
,"When she indifferently communicated that, 00 let go of Krauss, who she had been lifting up this whole time."
Ushiromiya Kinzo,"""Hmmm.  So, the sacrifices of the first twilight were Eva, Rudolf, Rosa, Natsuhi, Hideyoshi, and Genji.  *cackle*cackle*cackle*!!"""
,It was a massacre that happened in an instant.
,"The interior of the dining hall had been dirtied by blood spatter, ......and the six unlucky victims lay with their heads brutally exposed."
,"In a way that was fitting for that abnormal space, Kinzo's abnormal laugh alone echoed......"
Ushiromiya Kinzo,"""Hahhahahahahaha, wahhahahahahahahahahahahaha!!  The curtain has finally risen!  It's the beginning of the ceremony to revive Beatrice...!!"
Ushiromiya Kinzo,"You lucky ones who have managed to escape the first twilight, allow me to introduce you to my friends.  Arise, my friend!  Ronove...!!"""
,"When Kinzo called Ronove's name, the demon butler showed himself in midair, bowing respectfully......"
Ronove,"""Pleased to meet you, everyone.  And good day to those of you I haven't seen for a long time.  Pu ku ku ku...!  It seems this place is once again spectacularly untidy."""
Ushiromiya Kinzo,"""Very well.  This level of stimulant is necessary to wake me from my daydream like days.I shall introduce him, my friend, the reliable butler and one of the 72 Great Demons, Ronove."""
Ronove,"""I am pleased to make your acquaintance."""
,Just who was he aiming that introduction at?
,"......Krauss and Kyrie, who were still down on their backsides, and Nanjo, Gohda and Kumasawa...could only look up at this middle-aged gentlemen who they didn't know in shock......"
,"Only Shannon and Kanon seemed to recognize him, and they bowed deeply..."
Ronove,"""......So, I wasn't able to greet Genji.  I hope that he was at least able to fulfill his purpose painlessly."""
Chiester45,"""It was an instant death from a direct hit to the head...!  He didn't have the time to feel the pain."""
Ronove,"""Is that so?  Very well."""
Ushiromiya Kinzo,"""Allow me to introduce another friend.  Arise, my friend, Virgilia...!!"""
,"Once again, a silhouette of someone the relatives didn't know appeared from empty space.She appeared in a refined dress while making an elegant greeting."
{f:5:Virgilia},""".........Thank you for summoning me, Master.  Although I would rather not have been summoned into a bloody place such as this."""
Ushiromiya Kinzo,"""Allow me to introduce her too.  This is both my friend and reliable counselor, Virgilia.......I want to borrow your great power as the Witch of the Finite.  Lend me that power!"""
{f:5:Virgilia},"""......Even if I tried to refuse, that wouldn't be permitted for someone under your powerful summoning subordination.  Your will, Master."""
Ronove,"""............Even so, he is a fearsome fellow.  To think that he summoned three of the Siesta Sisters Corps, and then me, and even Virgilia..."
Ronove,"......Even though it is only in the area of summoning, to think that he far surpasses Milady, ......frightening.  I shudder at the Ushiromiya blood."""
Ushiromiya Kinzo,"""In order to carry out Beatrice's resurrection ceremony, I gave it my all as a summoner.  It's still not enough.  In order to perfectly succeed in the ceremony this time, I shall summon more."
Ushiromiya Kinzo,"The Pendragon Memorial Troops and Ronove and Virgilia.........I can still call more..., with my magical power, I can still call many more......!!  "
Ushiromiya Kinzo,"Answer to my summons......, one of the 72 demons, Gaap!!"""
{f:5:Virgilia},"""Gaap...?  You can even summon her......?"""
Ronove,"""It probably means that the corrosion has advanced even more on this island.  ......It's enough so that we can materialize.  Even if he can summon greater demons than this, that's nothing to be surprised about."""
{f:5:Virgilia},"""Has Rokkenjima already been completely sucked into a parallel world then?  ............I hope he does not surrender."""
Ronove,""".........He learned a lot last time, correct?  After all this time, he won't surrender over this much.  Probably, I should say, right?"
Ronove,"  Pu ku ku!  .........Well then, shall we enjoy this stage?  It seems the main character is the Master this time.  Let us expect a script of a different flavor than Milady's."""
,"When Kinzo strongly concentrated his magical power, ......a pale light gathered in the air, twisted, ......and a magic circle was drawn with a deep-red light."
,"And with a sound like glass breaking, .........a new demon could be seen there."
Ushiromiya Kinzo,"""......You did well to answer to my call.  ......Gaap, one of the 72 Great Demons...!"""
Gaap,"""............You sure summoned me to an incredible place.Did you call me to clean up this blood-stained room?  Goldsmith...?"""
,"The literally devilish woman, wrapped in a venomous, ominous costume, looked at the scene which should have made her cover her eyes, and twisted her mouth in a grin......"
Ronove,"""If that had been the only reason for calling you, it would be like using a cashmere muffler to mop the floor."""
{f:5:Virgilia},"""It's been a long time, Gaap.  ......To think that a Great Demon such as yourself has finally appeared on this island.  ......I wonder if this island has nearly sunk into fantasy."""
Gaap,"""This all-star cast is more surprising than the gruesome state of the room.  .........A full three Siesta Sisters, the Great Demon Ronove, the Great Witch Virgilia, and even me."
Gaap,"What's going on?  Is this Pandemonium?  Are you trying to start a concert from hell or something?  .........I see, as a conductor for that, I couldn't think of anyone better than you, Goldsmith."""
Ushiromiya Kinzo,"""I will have your assistance as facilitator in the completion of my ceremony to resurrect Beatrice.  You have no objections to my summoning contract, right...?"""
Gaap,"""Of course not.  There's no way I could resist the summoning subordination of the legendary great summoner, Lord Goldsmith, who enslaved the famous Great Witch Beatrice."
Gaap,"......I'll assist you.  Although I will of course charge a fitting price.  ......So?  What's my first job?"""
Ushiromiya Kinzo,"""Capture the cowards who made it through the first twilight.  Fortunately, there are still seven here, aren't there?  Nanjo, Shannon, Kanon, Gohda, Kumasawa, Kyrie, and Krauss...!"
Ushiromiya Kinzo,"Hoh, if these seven are all offered as sacrifices, that's exactly 13 people!  Until it is time for the second and later twilights to be carried out, throw them into the cage of sacrifices, *cackle*!!"""
Gaap,"""............A cashmere mop, I see.  Understood."""
,"As Gaap shrugged her shoulders, she looked at Krauss, who was still down on his butt."
,She glared.
,"Then, when she snapped her fingers, ......as though a round pitfall had opened up in the floor, Krauss was swallowed up by the floor."
Ushiromiya Krauss,"""Uu, waaaaahhh........."""
Gaap,"""One down."""
,There was no hole in the floor.But it had certainly looked as though Krauss had been swallowed up by a hole and disappeared......
Ushiromiya Kyrie,""".........!!"""
,"Searching for her next prey, Gaap's gaze crossed Kyrie's.She snapped her fingers."
,Kyrie jumped back as though repelled.
,"She had felt it instinctively.Because, in the place where she had been until a second ago, a round, jet-black hole had appeared, the same kind that had swallowed up Krauss."
,"However, before she could catch her balance, another pitfall appeared and swallowed her up."
,......Even Kyrie had no way of eluding Gaap's capture.
Nanjo Terumasa,"""Waahh......!!"""
,"When she snapped her fingers again, a shocked Nanjo was swallowed up by the floor and disappeared."
,"When she did it again, 410 let out a short yell and jumped back."
,"This time, a slightly larger pitfall had opened, swallowing both Shannon and Kanon, who had been standing in a line by the door."
,"But because 410 had jumped away from the door, the way was no longer blocked."
,"Instinctively aware that he would be next, Gohda dashed out through that door."
,"Of course, Kumasawa also escaped with lightning speed, chasing after Gohda."
,"As Gaap snapped her fingers over and over, round, jet-black pitfalls opened one after another behind them, chasing them."
,"However, it did nothing but drive the recklessly fleeing pair away, and couldn't swallow them up."
,Gohda and Kumasawa had escaped in a matter of seconds......
Gaap,""".........I've dulled.  I let two get away."""
Chiester00,"""Don't worry, we are currently locking onto the escapee targets."""
Chiester410,"""Data Link ready.  Nihi!  Shall we snipe?"""
Ronove,"""No, I cannot authorize that.  They are precious sacrifices.  Wait for the Master's authorization."""
Chiester45,"""Great Lord Goldsmith...!  We await your orders...!"""
Ushiromiya Kinzo,"""It is still too soon for the coming of the second twilight, ......is what the source of my magical power is whispering to me.  It must not be now.  Let them do as they like.  It isn't as though they can escape from this island."""
{f:5:Virgilia},"""The source of the Master's magical power is noise and risk and tests of luck.  ......Hoh-hoh-hoh, in other words, it means being fickle, it seems."""
Ushiromiya Kinzo,"""*cackle*, perhaps you could also put it that way.  Good work, Gaap.  Let us steadily advance the ceremony from here on."
Ushiromiya Kinzo,".........Well then, that is that.  Next is my grandchildren.  .........I will test them to see whether they are qualified to become the next head.  Let's see, how shall I check their qualifications?  *cackle*cackle*...!!"""
{f:5:Virgilia},"""If it is determined that they are qualified, ......do you intend to abandon Beato's resurrection?"""
Ushiromiya Kinzo,"""Of course.  And despite that, I will test them.  ......Hmph, a woman may not be able to understand that contradiction, or my madness.  *cackle*cackle*..."""
Gaap,""".........Men are as weird as ever.  I can't understand the very concept of playing with risk."""
Ronove,"""Oh my, and I thought you loved that sort of thing?"""
Gaap,"""Of course.  If a man whispers to me about a dangerous risk along with love, I go head over heels.  ...But only if he's hot!"""
Ronove,"""Pu ku ku ku ku ku...!"""
{f:5:Virgilia},"""Be quiet.  Try to refrain from whispering."""
Ushiromiya Kinzo,"""Hmph, truly noisy women.  But at least they aren't boring.  ......This is why summoning is pleasant.  All of you will bear one side of the scales of noise and risk in my ceremony.  That is the work I expect of you...!"""
,"Six brutally murdered corpses lay in the dining hall, and it was contaminated with red, gruesome decorations......"
,"It was now unimaginable that, until just a second ago, 13 humans had been arranged here in a well-organized manner."
,"Kinzo lined up the famous demons and their subordinates, loudly declared the beginning of a night of overwhelming mass murders, and swore to himself that he would certainly revive Beatrice, and open the door to the Golden Land......"
{f:5:Beatrice},"""Sorry to keep you waiting!!  Now the curtain finally rises on the first twilight!!  *cackle*!  That Kinzo, he loves being flashy as usual.  So, that man who can be more persistent than anything when he follows you around, can shine so when on the stage."""
Ushiromiya Battler,"""Damn......  Always killing in a grotesque way, as usual......  Smashing half of the heads?!  The bad taste you witches and demons have always pisses me off...!"""
Ushiromiya Ange,"""Smashing half of the heads......, I see.  So she's noticed that, in the games up until now, that is the most ideal method of killing."""
Ushiromiya Battler,"""Ideal?  How is such a grotesque way of killing ideal?!"""
Gaap,"""......Isn't it truly ideal?  Try and remember the very first game."""
Ushiromiya Battler,"""You......!  So, you're that new demon or whatever that just appeared...  Damn, so does this mean that the witch's corrosion continued and that there are now even more unsavory characters...?!"""
,"......The more the witch's corrosion advanced, the more Rokkenjima tilted towards the spirit world."
,"That's why strange, insane people have kept appearing one by one."
,"Since this island was closed off by the typhoon and no human could leave it, of course new humans couldn't appear either."
,"But the more the corrosion advanced, the more witches and demons could appear, without limit.  Increasing one by one."
,"By now, perhaps there are more demons than humans among the characters appearing in this insane tale.  ......Their numbers might be the thing that represents this mad corrosion."
,"Yeah, I'm sure that's true.  And not only is the number of people corroded, her fashion sense apparently is as well."
,"If the corrosion advances any further and even more weird people appear, just what in the world will they be wearing?  .........It's so scary I can't imagine..."
,"......Aaaah, seriously, give me a break...Don't make these weird guys increase in number anymore...!!"
{f:5:Beatrice},"""*cackle*cackle*cackle*!  I can't do that, they'll keep increasing more and more!!  I'll defile the foolish 'closed circle' rule humans speak of, over and over again...!  "
{f:5:Beatrice},"Welcome to my elegant game!  Gaap!"""
Gaap,""".........It's been a long time, Riiche.  Have you been well?  ...Why do I ask, you look great!  Have you gotten younger?  You look 2, 300 years younger than when I last saw you.  ............Ah, I see."""
,"The demon Grandfather had summoned and introduced as Gaap...took a glance at me, and then grinned as though figuring something out on her own."
,......It felt like an honestly unpleasant smile.
Ushiromiya Battler,"""Looks like she's Beato's friend.  ......Which means she must be an extremely unsavory character.  So, they were saying something about a closed circle or whatever, but what does that mean?"""
Ushiromiya Ange,"""Serial murder mystery novels that occur in places isolated from the outside world, like Rokkenjima is now, are sometimes called closed circles.  Since it's isolated from the outside, it's like a circle that's closed.  ......Therefore, in general, the characters and suspects are limited."
Ushiromiya Ange,"Having new suspect candidates added on one after another from outside the circle goes against the etiquette of mystery novels.  ......In other words, the witch is probably trying to desecrate humans and the mystery genre."""
Gaap,""".........You're Gretel?  I see, you look like a wise kid, ......*giggle*.  I like that kind of kid.  ......Their taste is so sweet and tantalizing."""
Ushiromiya Ange,"""Gross.  ......Keep the jokes to your clothing."""
Gaap,"""It's <Devilish Pretty>'s newest, <Jack the Ripper, Christmas Blood>.  Sorry for having a style that a country bumpkin from the human world couldn't understand, okay?"""
Ushiromiya Ange,"""......At least we know it's breathable.  Why don't you add a gap to the head part as well?  That might help the breathability you're so worried about."""
{f:5:Beatrice},"""Gaap is always sensitive to the fashions of the spirit world!  But this year's fad truly is bold.  I think I'll order one sometime...!"""
Gaap,"""For you, Riiche, I'd recommend Ali-Gray, <Alice and the Graveyard>.  Let's go to 666 sometime soon to look at the clothes.  You should head over to the spirit world every now and then."""
{f:5:Beatrice},"""When this game is over, I'll be sure to do that.  *cackle*cackle*!"""
Gaap,""".........Still, your two opponents are pretty cute, Riiche.It looks like this kid has figured out the meaning of the corpses with their heads half smashed.  .........Get iit, girl......?"""
Ushiromiya Battler,"""......Just now, she told me to remember the first game.  ......What did that mean...?"""
Ushiromiya Ange,"""Just what it sounds like.  ......Remember the first twilight of the very first game.  ......When the adults' corpses were found in the gardening shed with the magic circle drawn on it.  Remember?"""
,Episode 1.  The first twilight.
,"Six people: Krauss, Rudolf, Kyrie, Rosa, Shannon, and Gohda had each had their heads pulverized and died........."
Ushiromiya Ange,"""At that time, there were two types of corpses.  They were the ones with their faces pulverized, and the ones with half of their faces pulverized."""
{f:5:Beatrice},"""That's right.  The ones with their faces smashed were Rudolf, Kyrie, Rosa, and Gohda.  The ones with the sides of their heads smashed were Krauss and Shannon.  "
{f:5:Beatrice},"......At the time, I had fickly created two types of corpses, but I realized that the former, more atrocious type was actually disadvantageous for me."""
Ushiromiya Battler,"""......Disadvantageous for you, Beato......?  .........Right.  I get it."""
,That's right.The smashed faces might look atrocious.......But that made it hard to confirm the identity of the person.
,"For example, at that time, Krauss oji-san and Shannon-chan had their heads half smashed."
