Speaker,Original Witch Hunt (OG)
Ushiromiya Kyrie,".........After all, you care so greatly for Father, Krauss nii-san.  There's no way that Father will die in a manner that leads to trouble during the autopsy."
Ushiromiya Kyrie,"Either way, Father hates hospitals, so he'll pass away in his study, right?  Either way, an autopsy will certainly be carried out.......The only way to "
Ushiromiya Eva,"kill him without an autopsy"
," would be for him to disappear."""
,""".........Kyrie-san.  I wonder if you would mind not bullying Nii-san so much...?""Eva rebuked Kyrie in an sickeningly kind voice."
Ushiromiya Eva,"...Considering the situation, that was impossible....Which is why it was sickening...""Nii-san has to deal with the various conditions he is in, as well as his pride.  Even though it may be an obvious duty to Nii-san, if you put it down on paper and assign penalties, "
Ushiromiya Rosa,"...that might be unpleasant for him.  Right, Rosa......?""""......Yes, that's right."
Ushiromiya Rudolf,"  .........She might have made light of Krauss nii-san's pride as the eldest son too much.  ......It may really be pitiful to make him sign a protocol regarding the duties of the caretaker as Kyrie-san has stated them.""""That's right.  You're doing a good job, Aniki."
Ushiromiya Krauss,"  Taking notice of that, we might be able to consider avoiding all that about signing strange papers and worst-case penalties,"
," and leave everything to you, Aniki."""
,"""Y, ............you people........."""
Ushiromiya Kyrie,"Not just Eva, but Rudolf and Rosa as well, with unnerving smiles on their faces as though they had planned this beforehand, began closing in on Krauss.They now understood perfectly how Kyrie had cornered Krauss, and exactly where she was prepared to compromise...""......A protocol regarding the responsibilities of the caretaker."
Ushiromiya Krauss,"  You can make it so that we never demand a meeting with Father again, even without signing this.  ......If you can guarantee that you are fit to be the caretaker even without the protocol, that is.""""Are you telling me, .........to pay security money?  Hehheheheh, hahhahahahahaha...!"
Ushiromiya Kyrie,"  This is insane!  Wahhahahahahahahahaha!"""
Ushiromiya Krauss,"""The security money will be paid to Eva-san, Rudolf-san, and Rosa-san, 3 billion yen each.  As a deposit, you will transfer ten percent of that, 300 million yen, before the year is out."""
Ushiromiya Kyrie,"""9 billion?!  I don't have that kind of money!!!""""After Father passes away, you should be able to work it out."
Ushiromiya Kyrie,"  We have at least investigated that far.  You should be able to manage the deposit of 900 million yen in your current financial situation."
Ushiromiya Krauss,"And it should even be possible for you to borrow it from Father"
Ushiromiya Natsuhi,", right?  ...There's no need for an obvious charade.""""............H, how unpleasant.  Truly unpleasant...!!"""
Ushiromiya Natsuhi,"""I, it is at that!!  And even just the discussion of Father's inheritance was far too disrespectful!"
Ushiromiya Hideyoshi,"  Father is already dead?  My husband is hiding that and keeping all the money to himself?!  I have had enough of this!!  None of you are qualified to bear the name Ushiromiya any longer!!""""Calm down, Natsuhi-san...!"
Ushiromiya Hideyoshi,"  This is all everyone has to say!  Why don't we leave it at that for now...?!  This is a sudden topic of a massive scale."
Ushiromiya Krauss,"  We might be gettin' agitated ourselves!Why don't we take a break for a while and cool our heads?"
Ushiromiya Hideyoshi,"  Krauss nii-san probably needs a little time himself.  Right, Krauss nii-san?""""...............Time...?"
Ushiromiya Hideyoshi,"  And why would I need something like that?""""Well, well!"
Ushiromiya Hideyoshi,"  We aren't thinking of anything shady!  We just want to meet with Father no matter what, so we felt like speaking a little disagreeably...!  And Krauss nii-san, I know re-al well how you're dyin' to get back at us for the things we've said...!If you're willin' to go so far, then you just need to let us meet with him!  Right?"
Ushiromiya Natsuhi,"  Isn't that right?  After all we've said, you just couldn't help gettin' stubborn, and now your having trouble saying that it's alright to meet him."
Ushiromiya Krauss,"  Isn't that it?  Right?  Right?""""......I, ...it certainly does seem that my husband has lost his composure slightly, just like the rest of you have.  ......We are only refusing stubbornly out of respect for Father's desire not to meet with everyone."""
Ushiromiya Krauss,""".....................Hmm, that's right.  It just started turning into another sibling fight like the old days, and I grew stubborn as well.  .........Let us cool our heads.  "
Ushiromiya Rosa,"...I understand that all of you strongly desire to meet with Father.  ...I will pass that on to him."
Ushiromiya Rudolf,"  .........I'll convince Father somehow so that he will meet with you.  .........How is that?""""......Right.  I think it's alright to give Krauss nii-san some time to persuade Father."""
Ushiromiya Eva,"""Yep.  ......We're counting on you, Aniki.  Please persuade him so that he'll meet with us.  After all, you're Father's caretaker."""
Ushiromiya Krauss,"""About persuading him...let's set a limit on it to sometime tonight, alright?  When tomorrow comes, we'll confirm Father's well-being, even if we have to break down the door to his study.  .........You have no problems with that, right?  Nii-san...?"""
Ushiromiya Natsuhi,"""......Do as you like."
,"  I see, it seems that I am not even given much time to persuade him.  "
,"......Let us go, Natsuhi.  We shall ask him to at least be with us for dinner."""
Ushiromiya Hideyoshi,"""Y, yes...!""Krauss left the parlor with Natsuhi."
Ushiromiya Kyrie,"Once their footsteps disappeared, Hideyoshi took a deep breath, smirking and flopping onto the sofa..."
Ushiromiya Rudolf,"""............Kyrie-san.  ...You are...a frightening person."""
Ushiromiya Rosa,"""Sorry for speaking out of turn.  I apologize.""""......No, no.  You didn't corner him like we had originally planned, but in the end, this was even better."
Ushiromiya Kyrie,"  ...Just like always, I have to bow my head to you...""""But, ...can he really prepare 900 million......?  I believe we estimated that 750 million would be the most Krauss nii-san could afford with his current financial situation..."
Ushiromiya Eva,"  ......Isn't 900 million gouging him too much...?""""It's alright if it's impossible for him."
Ushiromiya Kyrie,"  If we do something like lowering it to 750 million so Krauss nii-san can save face, it will look like we're compromising and it'll be easier to settle, right?  And if he really does come out with 900 million, that's even better."""
,"""Nii-san is probably having a strategy meeting with Natsuhi-san about now."
Ushiromiya Krauss,"  ......It will be truly interesting to see what kind of twisted logic our proud Nii-san comes up with as an excuse."""
,"""Convince Father......?"
,"  There's no way he can.""There's no way to convince someone who doesn't even exist...!"
Ushiromiya Natsuhi,"""............The siblings have all come, despite their various circumstances, for this annual family conference.""Krauss and Natsuhi could be seen in Kinzo's dimly lit study."
Ushiromiya Kinzo,"Every once in a while, thunder could be heard, and the dimly lit room flickered with light."
,"......It seemed that the island would be closed off by the storm very soon.""......Father...!"
,"  Please, just this once, show those disrespectful people the majesty of the head...!""""It is useless........."""
Ushiromiya Kinzo,"The large shadow of a person standing by the window, his majestic back facing them, quietly yet forcefully, ...answered like this.He hung his head and shook."
,"...Eventually, they could hear a mumbling laugh over his shoulder.""*cackle*cackle*cackle*cackle*cackle*, hah-hah-hah-hah-hah-ha!!  It's useless, it's all useless...!!  "
Ushiromiya Kinzo,"Wahhahahahahahahahahaha!!"".........Three months left to live...?  An almost finished geezer...?"
,"Just who are you referring to?"
,"""You foools!!  "
,"Did you wander over here because your siblings threatened you?"
,"  Know your shame!!"""
,"As Kinzo turned and brushed his cape, it flashed forcefully through the room's stale air.That air pressure truly signified Ushiromiya Kinzo's majesty and willpower itself.After being blown by that wind, it wasn't strange that Krauss landed on his butt.As though showing consideration for Krauss, who looked as though his legs had been swept out from under him, Natsuhi also crouched down."
Ushiromiya Krauss,"Then, "
Ushiromiya Kinzo,"......with a *thunk*, ......*thunk*, "
Ushiromiya Natsuhi,"Kinzo's footsteps approached with a heft that signified his dignity.""F, ......Father........."""
,"""Yoou fooooooooool......!!"
,"  I heard from Kanon.  Just how far did you pathetically let your siblings lead you around by the nose?!?!""""F, Father...!  My husband is doing his best to protect your honor...""Without lending an ear to Natsuhi's words, Kinzo extended his palm to Krauss's collar, as the latter sat on his floor....No, he curled his fingers leaving only his pointer finger out, then he took that finger and........., pressed it up against Krauss's collar, "
Ushiromiya Kinzo,"......twisted it, ...............and slowly, with just one finger, "
Ushiromiya Krauss,"......picked Krauss up into the air."
,"""...You really are a pathetic fooooooool."
,"  ......You let your wife speak in your defense?  If you have an excuse, give it yourself!!"""
,"""Gaggahh, ...................gwah......!!""Krauss clawed at the air."
,"Kinzo's brawny finger was choking him.He couldn't even open his mouth, much less talk."
Ushiromiya Natsuhi,"However, even if he had been able to open his mouth, as he was now, there was no way he would be able to think up an excuse that Kinzo would accept...Still, ......how could this power be described...?"
Ushiromiya Kinzo,"No one would call Kinzo an old man after seeing this superhuman strength...""......Father...!!  My husband is fighting in his own way...!!"
Ushiromiya Kinzo,"  Please, forgive him...!!""""............Natsuhii.  ......Fighting is just a process you go through until you win."
,"  ......The process you go through before losing isn't called fighting."
,"In a word, we call that shameful!!  Wahhahahahahahahaha, you call this my successor,"
Ushiromiya Krauss," wahhahahahahahaha, wahhahhahhahahahahahahahhaaaaaaah!!"""
Ushiromiya Natsuhi,"As thunder roared, Kinzo laughed heartily as though there could be nothing more pleasant."
,"And when he finished laughing, he threw his son away like he was scrap paper, slamming him against the wall..."
,"""Gwah, ......uuuuuuuuu......""""Dear, dear...!!  Are you alright......"""
Ushiromiya Kinzo,"Krauss slid down the wall, rubbing his throat as though in pain...  Natsuhi ran up to him and looked after him..."
Ushiromiya Kinzo,"But without showing any interest in the two of them, Kinzo returned to the space near the window, as though he had been there the whole time, and looked up at the thunderclouds of misfortune."
Ushiromiya Kinzo,""".........I thought that I would have no regrets in my life if only I could meet Beatrice, but it seems that things won't go so smoothly.  ......It was promised from the beginning that nothing received from the witch would remain.  However, the Ushiromiya name is not the property of the witch."
Ushiromiya Krauss,"  ......Who is fit to succeed that name?  It seems that this alone must be resolved by my own hand."
Ushiromiya Kinzo,"  ......Rejoice, Krauss!!  I have changed my mind."""
Ushiromiya Natsuhi,""".........F, Father............So......?"""
Ushiromiya Kinzo,"""I have no desire to have dinner with you cowards.  However, I will attend the family conference afterwards!""""F, Father..."
