Speaker,Original Witch Hunt (OG)
,"Then, ...through Mama's face, the evil being...stated it clearly. "
Ushiromiya Rosa,"""{i:Sakutarou is dead}."" "
,mabapennedbisgeck. 
,gikuguki ......kutaro ......sakuta ...o ...ecknaped......... 
,......uuuuu. 
,uwaaaaaaaaaaaaauuuuuUwaaaaaaaaaaaaauuuuuuuuuu... 
,gudaro... sagudaro... ...Waaaaaaaaaaaaaaauuuuuuuuu...... 
{f:5:Beatrice},"""{f:5:Maria}...... ......{f:5:Maria}......... ...Do not cry..."" "
Ushiromiya Maria,"""{f:5:Beatrice}, {f:5:Beatrice}...!! Waaaaaaaaaaaaaaaaaahhh!! Waaaaaaaaaaaaaaahhh!!"" "
{f:5:Beatrice},"""Sakutaro was a good friend... As long as you do not forget that, he will always be with you... So do not cry..."" "
Ushiromiya Maria,"""Bring him back to life!! You can use a lot of magic, Beato!! You can even bring Sakutaro back to life, right?!"" "
{f:5:Beatrice},"""......A-About that... ...Of course, if Sakutaro had been my furniture, it would be easy. However, Sakutaro is your furniture. ...That makes it difficult for me."" "
Ushiromiya Maria,"""If you say it's difficult, that means it isn't impossible, right?! Bring him back to life!! Bring him back to life with the Endless Magiiiiiic!"" "
{f:5:Beatrice},"""......Hmm... ...To tell the truth... Sakutarou's vessel was a stuffed animal Rosa made herself, correct...? That Rosa has denied Sakutarou. ...A life that is not permitted by its own mother cannot exist..."" "
,{f:5:Beatrice}'s words were feeble. 
,"...Because she knew that, no matter what the excuse, it wouldn't be enough to calm Maria and make her accept it. "
,But she had to communicate the painful truth to her disciple and close friend. 
,"......She had to tell her the fact... ...that even with all of her own power, even she could not revive Sakutarou. "
{f:5:Beatrice},"""As long as you continue to strongly believe in Sakutarou's existence, that soul will not disappear... So, {f:5:Maria}, ...please, do not be sad..."" ""Even now, look, ...believe that Sakutarou is smiling right over there..."" "
Ushiromiya Maria,"""No!!! No no no!! You have to bring Sakutaro back to life!! No no no! WaaA{0}AAa{0}a{0}a{0}aAAa{0}a{0}aAa{0}aAahhhh!!"" "
{f:5:Beatrice},"""Give it up...!! There is no magic to revive Sakutarou...! Despite that, you must strongly believe that Sakutarou will continue to exist as your close friend...!! That power will become magic...!"" "
Ushiromiya Maria,"""That's not magic, that's not magic!! You have to bring Sakutaro back to life...!! "
Ushiromiya Maria,"You can't do it because Mama made him herself? Why did Mama make Sakutaro? It was to give him to me as a present, right? It was to make him my friend, right? "
Ushiromiya Maria,"So why...did Mama make it herself...and break it herself? Why did Mama give birth to it by herself, and try to break it herself? I don't understand, I don't understand!!"" "
Ushiromiya Maria,"""I hate Mama, hate Mama...!! Can't stand it can't stand it too sad too sad...!! Wanna smash Mama up like she did to Sakutaro...! Wanna stick my fingernails in and tear her, turn her into cloth and cotton!! "
Ushiromiya Maria,"Waaaaaaaaaaaaaaahhh!! I can't stand it, I can't stand it, {f:5:Beatriiice}!! Waaaaaaaaaaaaaaahhh, Sakutaroooooooo!!!!"" "
,"From the darkness behind Maria's back, two massive jet-black arms crept out, twisting around Maria as she sobbed in anger. "
,"Then, massive fingernails stuck into Maria's chest and stomach... "
,Maria could not see that. ...But Beato could. 
,Anger and sadness without any place to go will tear you apart. 
,...Beato knew that. She could see that. 
,"Yes. ...In the end, those massive arms were Maria's own. "
,Those fingernails slowly started to eat into her chest and stomach... 
,"...With their immense size and strength, those arms could probably tear Maria into bits easily... "
,But Maria herself couldn't notice. 
,"Drowning in a sea of her own tears, ...she couldn't notice that her own arms were trying to tear apart her own chest... "
Ushiromiya Maria,"""I can't stand it, can't stand it...!!! If Sakutaro can't be brought back to life no matter what, ...I want revenge!! Want to make Mama meet the same end!! Want her to meet the same end as Sakutaro...! "
Ushiromiya Maria,"{f:5:Beatrice}!! Teach me magic for that!! Teach me magic to beat Mama...!!"" "
{f:5:Beatrice},"""............ ...Is that truly how you feel?"" "
Ushiromiya Maria,"""Kill Mama!! I'll kill her!! No, that isn't Mama! It's the bad witch possessing Mama! I'll kill the witch Mama!! Uuuuuuuuuuuuuuuuuuuu!!"" "
{f:5:Beatrice},"""......... ...Very well. I shall give you that power. ...For tearing you and your beautiful heart apart, ...for giving you that pain, it is fitting that your heartless mother be torn apart considerably."" "
{f:5:Beatrice},"""......I shall teach it to you. ...I shall teach you of the abyss in the world of witches, of the depths where no light reaches..."" "
Ushiromiya Maria,"""Uuuuuuuu, Sakutaro, Sakutaro...!! Hate, hate, I haaaate everyone!! I hate Mama too, Ange too!! I hate everyone, everyooone!! Uuuuuuwaaaaaaaaaaaaaaaaaaahhh...!!"" "
