Speaker,Original Witch Hunt (OG)
,"At a glance, it looked slightly larger than a music box. When shaken, it rustled, as though various small objects were inside. But it was locked and didn't open!"
Shannon,"""N, normally, you'd hide the key somewhere nearby. ...But maybe some people always take it with them...... I don't know, ...I don't know...!!"""
Ushiromiya George,"""There's no choice..., break it! But we can't do it with force, right? We might break the mirror inside. Could there be a tool to pry it open...?! Damn it...!!"""
,"Gohda looked all over the room, trying to see if there was some tool that they could use. And he noticed the door, which had been left open ever since they had entered."
," He approached the door to close it, ......and noticed the abominable shadows of people approaching from beyond the darkness in the hall..."
," No, the phrase 'shadows of people' wasn't right. Because that referred to human shadows."
,......You can't call the shadows of beings that aren't human shadows of people!!
Gohda Toshiro,"""............G, ......George-sama!!! H, ......hurry......"""
,Gohda's voice trailed off... It was the shock from seeing a procession of those not of this world.
, He was a servant. So he knew all of the servants that worked for the Ushiromiya family.
,"...But he didn't know about these. However, they were definitely servants...!! "
,They weren't servants working for Ushiromiya Kinzo or Ushiromiya Krauss.
,"...They were new servants, who worked for the new master of the mansion, the Golden Witch Beatrice, who had goat's heads and bright-red, boiled eyes of lava!! "
,"As the new master laughed loudly and trimly directed six of the new servants, he saw them pierce the darkness as they came."
,"...Of course, she was clad in the gold butterflies that were her symbol."
, Gohda hurriedly closed the door and locked it! 
,"However, just as he locked it, it returned to normal, just as though a spring or something had knocked it back! "
,Just as though some prankster on the other side of the door was creating the illusion that it was opening every time he closed it.
,......They shouldn't have reached the other side of the door yet!! 
,"Then who, how...?! "
,It felt just like playing with a broken toy.
,"*click*, *boing*.*click*, *boing*."
Gohda Toshiro,"""U, uwaaaaaaaaaaaaaaa!! I, it won't close!! Even if I close it, it opens! What's going on, damnitdamnitdamnitdamnit!!"""
{f:5:Beatrice},"""Ku-hah-hah-hah-hah-hah-hah-hah-ha...!! Did you think a lock would stop me? Did you think the door to that room would stop the new master of that room?!"""
,It was like the witch could see Gohda's frantic effort through the door.
, Even as their footsteps were approaching.
," And when not just footsteps, but their breath too could be heard, Gohda gave up on the lock and slammed into the door, locking it himself with his large body."
Gohda Toshiro,"""......George-sama, quickly quickly quickly!!!"""
Shannon,"""George-sama, what about this?!"""
Ushiromiya George,"""A letter opener?! That's better, let me have it! The fountain pen isn't working!"""
,"George took it, and once again dug into the crack under the lid of the treasure box....It looks like it's working...!"
Gohda Toshiro,"""Quickly quickly!! Hiiiiiii, UOOOOOOOOOAAAAAAAAAAAAAAHHH!!"""
,The pressure from across the door grew even stronger.
,......Gohda screamed. It wasn't a war cry for this test of strength.......He was terrified.
," He was simply terrified that, except for a single wooden door, he would be touching something not of this world."
, But he was still lucky. He wasn't touching them directly. Because they were on the other side of the door.
," So it was natural that if he touched them directly, ...Gohda's cry would turn from something brave into a shameful and very real scream that would make glass shatter."
, Gohda couldn't believe what was right before his eyes.
,"...Going through the door, ...an arm, ...an arm, ......almost as though it was sticking through water, as though it was perfectly natural, slipped through, and rubbed the back of Gohda's hand as he tried to hold the door closed as though his life depended on it."
,".........It, slid up his arm, ...to his chest, ...and then, .........his chin."
," By now, Gohda's scream didn't sound like his voice. He could hear a sweet whispering voice from across the door."
,"......It wasn't coming from the witch, but judging by the sound of the voice, it was a young woman."
,...But that didn't change the fact that it was a voice from one not of this world.
Beelzebub,"""......*giggle*giggle*. Cuuute. ......Hey. You see it right? Your life flashing before your eyes. ......Tell me. When it's over."""
Gohda Toshiro,"""HIIIIIIIIIiiiiiIIIIIIIIIIIiiiiIIIIiii!!"""
Beelzebub,"""Thanks. It's over already isn't it? ......*giggle*giggle*!"""
,That obscene arm split open. And they heard the sound of something jumping around the room at an incredible speed.
," They didn't know what it was. Incredibly fast, small, like steel or maybe a beetle...! "
,"When it buried itself right in the center of Gohda's chest and stopped, .........for the first time, ...they realized that its true form, ......was something like a stake with a strange design on it......"
," Gohda's large body shook......, bent backwards, ......and fell over."
," As it did, the door opened softly, even though no one was pushing it, ......and the new master of this room was welcomed in."
, It looked almost as though the door itself had accepted her.
," The goat attendants entered one after another, six of them...!! "
,"Then that witch entered, and the gold butterflies entered!! "
,"The room was wrapped in a blizzard of gold leaf, which fell and piled up, turning it into a world of gold...!!"
{f:5:Beatrice},""".........Shannon. The roulette has chosen you and George. Thank me for your day of release. Do you have any regrets?"""
{f:5:Beatrice},"""You don't, do you? Receiving an engagement ring from the man you fell for, and then being killed before spending your first night together, that isn't a regret at all, riiiiiiiiiiiiight??? You wanted him to hold you, didn't yooooooooooou? You wanted him to teach you a woman's joy, riiiiight? Kuhihihyahyahyahyahyahyahyahya!!"
{f:5:Beatrice}," Ahh, no, no, Shannon, it's hanging, isn't it? Your regret is hanging from your mouth. You can see it dribbling from your moooooooouth, right, Shannonnnnnnnnnnnnnnnnn?? Hi-hyahyahahahahahahahahahakya-kyakkyakkyakkyakkyakkya!!!"""
,*crack*. It was the sound of the lid to the treasure box breaking and opening.
," When George turned it over, accessories, charms, ......various small objects that Natsuhi had treasured when she was a girl fell out."
,"...Mixed in with that, was a pouch that stood out from the rest."
," He picked it up, and checked it immediately..........This was it."
Ushiromiya George,"""I found it..., this is it........."""
{f:5:Beatrice},"""You can't do anything. *cackle*cackle*cackle*cackle*cackle*!! "
{f:5:Beatrice},"Die!"""
Ushiromiya George,"""......D, damn it!!"""
,"All at once, the gold butterflies attacked George, who was impatiently trying to remove the contents of the pouch."
," At that time, it seemed like, for just an instant, a bright red flash lit up the room..."
," That red flash seemed to wipe out the gold butterflies that were raging around the room, ......as though drawing a circle with Shannon at the center..."
,"......Therefore, it was a very divine scene....Almost as though a single streak of light cut through the clouds in the ceiling, in this world of gold..."
," George, who was curled in a ball, trying to protect himself from the group of butterflies, didn't have a clue what was going on."
,"......Then he noticed that Shannon was blocking the way to him, shielding him, as with a face that she had never shown him before, she glared at the witch and the rest..."
{f:5:Beatrice},""".........I'd forgotten. You were also Kinzo's excellent furniture. And you've matured much more than Kanon, ......"""
Shannon,"""............Kanon-kun, ...how could you? .........Not that you killed him. ...How could you, erase his remains, ...and even try to disgrace his honor......"""
{f:5:Beatrice},"""Come now, Shannonnnnn, does that make you mad? If you're lonely because you can't meet Kanon, just ask me, I'll bring you together any tiiiiime!!"""
,"When the witch snapped her fingers, ......one of the six goat attendants, ......glittered gold and changed into Kanon."
, It was definitely a sight to make one doubt their eyes....It was definitely Kanon's face.
,"......However, in those eyes, there was none of that sincere glint of Kanon's."
,...They were only the vague eyes of furniture that only obeyed the orders of the witch.
,...George couldn't understand the scene right before his eyes.......And he finally understood why Gohda and the rest had been unable to talk about what they had seen in the servant room.
Shannon,""".........Is it fun?"""
{f:5:Beatrice},"""Yeah, it's fun. It's always fun to reunite two that have been torn apart by death. Because I get to enjoy tearing the two apart by death, reuniting them, and then tearing them apart again."""
{f:5:Beatrice},"""So, Kanonnn, play with your sister. If she knocks you about, show her a face with as much anguish as you can manage. *cackle*cackle*cackle*cackle*cackle*cackle*cackle*"""
,"......From the impostor Kanon's arm, ...a strangely shining locus extended..........It planned to tear Shannon apart with that."
,"......Shannon, who still hadn't prepared her heart, with a single stroke..."
Shannon,"""......I won't forgive you. ......For dishonoring the dead not once, ...but twice, ...I won't forgive you."""
{f:5:Beatrice},"""Stop babbling, get killed by your brother, Shannonnnnn, I'm sure you'll be able to have a good dreeeeeeeeeeeaaaaaaam!!!"""
,"As the impostor Kanon drew several purple loci, he should have attacked Shannon..."
," But when he flew at Shannon, ......it felt like some kind of invisible wall had been set up in front of her."
," The loci left a bright red ripple on the wall, ......and it repelled the impostor."
,"......No, it didn't repel him, it smashed him.......It knocked him back, turning him into golden dust, into pieces, scattering him...! "
,"The figure of the foolish furniture who had mocked Kanon's form and even disgraced his honor after his death, broke into countless gold butterflies, and then those butterflies themselves broke into pieces, and those pieces were broken into pieces, until they were no longer butterflies, but a golden splash, and disappeared."
Ushiromiya George,"""......Sh, ...............Shannon..............."""
Shannon,"""............George-san, please don't move from there. I don't want to shift the central axis."""
{f:5:Beatrice},"""This is..., ......I'm surprised!! Even though you make a face like you wouldn't hurt a fly, .........you can display such power?!!"""
{f:5:Beatrice},"""I see, so the spirit mirror is lending you power... But you don't have the preparations or the time to draw out the true power of that spirit mirror."""
{f:5:Beatrice},"""I won't give you either of those. *cackle*cackle*cackle*cackle*!"""
,"The spirit mirror George gripped had let out a divine sparkle, and displayed a strength that wouldn't submit to wicked power."
, But that sparkle was no match for the witch's sinister nature...
{f:5:Beatrice},"""This is why furniture is frightening! That feeling, like unexpectedly hitting the corner of a cabinet with your little toe. "
{f:5:Beatrice},"...This is why furniture is frightening!! You furniture, furniture furnituuuuuuuuuuuuuuuuuuuure!!"""
Shannon,"""............I am not furniture. ...And, I think you are very pitiful right now."""
{f:5:Beatrice},"""Whaat...? Hoh. ......I wonder, what did this furniture, who hasn't lived even a hundred years, just say to a witch of one thousand years......?"""
Shannon,"""......You are a very pitiful person. .........Of course there will be regrets between two people who love each other. But there isn't even a scrap of the kind of regrets you're hoping for."""
{f:5:Beatrice},"""You dare speak, furniture...!! When you say that, have you forgotten the days that you wanted to be tied to George so much that you licked my shoes?!!"""
Shannon,"""Living with love, and crawling in muck is what humans do. If you plan to sneer at and look down on that, then you are far inferior to them. "
Shannon,"Especially now, I think you are pitiful. ......How much does it mean to a loving couple when they sleep together and succeed in love on their first night?"""
Shannon,"""......It does mean something, it definitely does. ...But it's completely different from what you're saying. It means something so sacred that one such as you has no right to speak of it wickedly."""
Shannon,"""So I no longer have any regrets. George-san and I have sworn our love to each other. As proof, I accepted the ring. "
Shannon,"......With that, our eternal vows were completed! No matter how you torture us with your wicked magic and your malice, you cannot disgrace that for all eternity!!"""
{f:5:Beatrice},"""......Ha! Don't speak as a poet like it's so neat and clean!! Love is lust and can't be measured without sleeping together. Men are flies and maggots that get caught in your female scent and gather around you. Do you still not understand that at your aaaaaaaaaaaaaaaaage?"""
{f:5:Beatrice},"""You'll despair, after that glasses man behind you gazes at you even once with dark lust, you'll lose heart, be shocked, be dumbfounded, be stupefied, and it's all useless, isn't it, Shannoooooooonnnnnnnnnnnnnnnnnnn?? Hiiiihaaaaaaahahahahahaaaha--!!"""
{f:5:Beatrice},"""That's enough, stop talking furniture, you furniture furniture furniture, who the hell do you think you are, talking like that, showing off this fraud that love is beautiful when in the end it's filthy filth, "
{f:5:Beatrice},"don't people become adults when they realize thaaaaaaaaaat, die you trash, furniture furniture scrap, I'll turn you into a filthy maggot, then we'll see whether that glasses guy still loves you, "
{f:5:Beatrice},"I'll show you that this guy's only had his eyes on your fleeeeeeeeeeeeeeesh, die you piece of craaaaaaaaaaaaap, don't you tell me about looooooooooooooooooove!!"""
,"The invisible column of light with Shannon at the center, started to have bright red ripples drawn all over it at once."
,...The wall did its best to withstand the malice that eyes couldn't see as it tried to corrode in on them from all directions.
{f:5:Beatrice},"""What is this you think you can resist?! "
{f:5:Beatrice},"You're insignificant you're frail, just like the pretty picture you try to paint, just a frail pretense, You're just hiding what you don't want to see by covering it with a veil do you stiiill not understand that's why you're furniture you furniture, "
{f:5:Beatrice},"See see see see see it's being eraaaaaaased crackcrunchsmacksnap how thin how shameful, compared to your frail resistance Parmigiano-Reggiano would take muuch more effort to shaaaaaaaaaaaaaave hiiyahhaaahahaah!!"""
,The golden windstorm that covered the room gradually began to shave the walls off the column that protected Shannon and George.
," The bright-red ripples frantically drew a pattern of resistance, but instead, it became a red wall of despair and began to wrap up the two of them..."
Shannon,"""............George-san, I'm sorry...............It was impossible, .........for me, ...after all........."""
Ushiromiya George,"""......Yes, thank you. ...You fought for my sake. ...That alone makes me happy."""
,"...As the round wall that had once protected them was assaulted and covered with a locus of bright red ripples as it made something like a scream, ...it began to suck the two of them up instead."
Shannon,"""George-san, can I ask a favor?"""
,Shannon grasped George's hand behind her. So George hugged her shoulders just as strongly.
Ushiromiya George,"""What is it?"""
Shannon,"""In the end, ......please let me hear you say I love you."""
Ushiromiya George,"""Yeah. ...Sayo, I will forever"
