Speaker,Original Witch Hunt (OG)
Ushiromiya Ange,"""20! Emergency sounds like 99, and if you add 20 to that, you get 119. That's the emergency number for ambulances!"""
Ushiromiya Eva,"""And if you subtract 20 from 130, you get 110. That's the emergency number for calling the police."""
Nanjo Terumasa,"""Splendid! That is correct. I knew you were a quick thinker, Ange-san."""
Ushiromiya Kinzo,"""Oooooooh, well done, Angeeeeeeee! What a wise granddaughter I have!"""
Nanjo Terumasa,"""Congratulations. This medal belongs to you."" ""But...what was that about the difference between the two being half an emergency?"" ""Heheh, yeah, we didn't really need that part. If you use that hint, you could make a pretty good guess at the answer even if you forgot what the emergency numbers were."" ""Huh??"""
,"At any rate, the gold medal glittering in Nanjo's hand is now mine."
," Okay, now I'll defeat Genji too and get another one."
Ushiromiya Eva,"""Yes, that's the spirit. Let's solve more and more!"""
Nanjo Terumasa,"""Your turn, Genji-san."""
Ushiromiya Kinzo,"""My friend here doesn't speak much, but his knowledge is quite extensive. Even I cannot wait to see what sort of puzzle he whips up."""
Ronoue Genji,"""Now then, Ange-sama. Prepare yourself. The puzzle starts now."""
,......I've never heard anyone say 'prepare yourself' like that when giving a quiz.
, I started to get so tense that my stomach began to hurt...
Ushiromiya Eva,"""It'll be okay. Hang in there!"""
,"Eva oba-san gripped my hand firmly, and my stomachache got a little better."
Ronoue Genji,"""......Ange-sama, have you learned division?"""
Ushiromiya Ange,"""Y, yeah. I learned it in cram school."""
Ushiromiya Eva,"""Incredible, a six-year-old who knows division?"""
Ronoue Genji,"""Then there should be no problems. Here it comes."""
,"This is bad... I did learn division, but I'm not very good at it......"
Ushiromiya Eva,"""Half of its remaining length burns away each hour, right...? After the first hour, it's burned down by half of 5 centimeters. During the next hour, it burns down half of that remaining length. And during the third hour, it burns down half of that remaining length......"""
Ushiromiya Ange,"""......I can't really do it without a calculator. Do you know the answer, Eva oba-san?"""
Ushiromiya Eva,"""Ah, ......I've got it. *giggle*, this is a pretty mean puzzle."""
Ushiromiya Ange,"""Why is it mean?"""
Ushiromiya Eva,"""This has nothing to do with division. Read through the puzzle again carefully."""
,"......Umm, ......what was it, again......?"
Ronoue Genji,"""My sincere apologies, but that is incorrect."""
Ushiromiya Ange,"""Huh?! Why?! I know I did the math right...!"""
Ushiromiya Eva,"""You see, ...there's no need for math in this puzzle. Yep, he tricked us good this time..."""
Ushiromiya Kinzo,"""Wahhahahahahahaha. Too bad, Ange. Did you get it, Nanjo?"""
Nanjo Terumasa,"""Yes, of course. Division is unnecessary. This was an easy puzzle, one that even Ange-san could have solved."""
,"Not only Eva oba-san, but everyone else said that math wasn't needed."
, And I worked so hard on that division......
Ronoue Genji,"""That is all for my puzzle. I believe several others are waiting for you to challenge them, Ange-sama. Perhaps you ought to search for the next challenge."""
Nanjo Terumasa,"""Good luck, Ange-san. I am rooting for you."""
Ushiromiya Eva,"""That's right. This is no time to get down! Now's our chance to turn things around."""
Ushiromiya Ange,"""Yeah! I'll try even harder and get lots of medals!"""
,We dashed away.
, There are still many people waiting to give me puzzles. I have tons of chances to get medals.
," Okay, who should I challenge next...?!"
Ushiromiya Ange,"""......After one hour, the 5 centimeters becomes 2.5 centimeters, ...and in the next hour, that becomes 1.25 centimeters, ...and in the next hour, that becomes 0.625 centimeters......"""
Ronoue Genji,"""............"""
Ushiromiya Eva,"""Ange-chan. You don't need to use math. Make sure you remember the problem clearly... How long...is the candle when it burns out...?"""
Ushiromiya Ange,"""Ah! That was a close one...! The candle goes out when it's 1 centimeter long, so the rest doesn't matter!"""
,"The flame on this candle dies when the candle is 1 centimeter in length. In other words, it can never get shorter than 1 centimeter."
," So the right answer is the fifth choice, ""About 10mm""...!"
Ushiromiya Eva,"""That's right...!"""
Ronoue Genji,"""You are correct."""
Ushiromiya Kinzo,"""Oooh, splendidly done, Ange! How clever of you, not to be misled!"""
Ushiromiya Ange,"""I didn't even need division. I almost got tricked...!"""
Ushiromiya Eva,"""You were pretty mean there, Genji-san. You even asked her if she could do division. That was a trap, right?"""
Ronoue Genji,"""Correct. My humble apologies."""
Nanjo Terumasa,"""Hahhahahahaha. After all, Genji-san is the sort who can trick you without changing his expression in the slightest."""
Ronoue Genji,"""Congratulations, Ange-sama. This medal is proof that you have correctly solved my puzzle."""
Ushiromiya Ange,"""Thanks! Eheheh, I got another medal, Eva oba-san...!"""
Ushiromiya Eva,"""Heheh, nice going!"""
Ushiromiya Ange,"""I'll get lots more. I'll get a ton, and then Grandfather will give me a great prize!"""
Ushiromiya Kinzo,"""Yes. Give it all you've got, my granddaughter...!"""
Nanjo Terumasa,"""Good luck, Ange-san. I am rooting for you."""
Ronoue Genji,"""There must be others waiting for you. Perhaps you ought to search for the next challenge."""
Ushiromiya Ange,"""Okay! Thank you. I'll try even harder now...!"""
,We dashed away.
, There are still many people waiting to give me puzzles. I have tons of chances to get medals.
," Okay, who should I challenge next...?! "
,"After Ange and Eva left, ......Battler, who had been watching their progress, came over."
Ushiromiya Battler,"""How is Ange doing?"""
Ushiromiya Kinzo,"""Oh, Battler. I am not certain, but she does seem to be enjoying herself."""
Ushiromiya Battler,"""I heard your puzzle, Genji-san. Even I was almost taken in back there."""
Ronoue Genji,"""You honor me."""
Ushiromiya Battler,"""Still, it's not quite what I'd have expected. Who'd have thought that you'd give a trick question like that? I figured you'd make a straightforward, simple puzzle."""
Ushiromiya Kinzo,"""Hahahahahahaha. You might expect such a thing from him, silent as he is, ......but he is much more of a schemer than he appears."""
Nanjo Terumasa,"""Very true. If you play a chess match against him, you'll see that right away."""
Ushiromiya Kinzo,"""He even fools me, from time to time. He'll trick me right to my face, with that stern, serious expression of his. He has always been like that. And yet, despite the numerous occasions on which he has fooled me in the past, I keep on getting tricked. Wahhahhahahahahahaha."""
Ushiromiya Battler,"""Come to think of it, ......what sort of relationship do you and Genji-san have?"""
,"For just an instant, Kinzo glanced at Genji's face."
," Apparently, he didn't plan on touching on this subject if Genji had any objections."
," However, Genji spoke as though the matter was no longer a secret."
Ronoue Genji,"""......I knew the Master once...in Taiwan."""
Ushiromiya Kinzo,"""Wahaha, 'knew me', he says...! We were partners in crime, you might say! The two of us were both prodigal sons of rich families. A pair of ruffians who caused their parents nothing but trouble."""
Ushiromiya Battler,"""Genji-san, a prodigal son...? That's a surprise...... So, Genji-san also moved to Taiwan, where he met Grandfather?"""
Ronoue Genji,""".........No. I am a native of Taiwan."""
Nanjo Terumasa,"""Genji-san was born in Taiwan. ......Well, since Taiwan was under Japanese rule before the war, he is still Japanese, of course."""
Ushiromiya Kinzo,"""He was a man who hated losing. When we first met, we fought all the time. Once we hit it off, we became the best of friends."""
Ronoue Genji,"""......There was a lot of disorder and conflict after the war. The Master is the one who saved me during that chaotic period. ......If I spent the rest of my life trying to repay that debt, it would not be enough to pay it back in full."""
Ushiromiya Kinzo,""".........Don't say that, my friend. ......If only I had been a little more persuasive, I might have saved your family as well... I was too cowardly to save anyone but you..."""
,"I don't know much about the details of Taiwan's history, but apparently, there was still a lot of chaos there even after the war ended and Japan pulled out."
," Kinzo, predicting this chaos before it happened, worked out a way for Genji and his family to escape."
," However, Genji's family possessed great wealth in Taiwan. They were unable to abandon it, and they decided to remain there."
, This wealth had been built up thanks to their close relationship with the Japanese-run government of Taiwan.
, The new regime after the war wasn't likely to welcome them with open arms.
, Much mayhem and confusion followed. And Genji was the only one who escaped harm.
,"......I don't know what happened to make this man, who Kinzo has called a troublesome prodigal son, change so drastically to become the person he is today."
," It was a story of friendship between the two of them, ......and there could be hardly any point in an unrelated person sifting through history books to interpret it however they pleased."
," They had been good friends since long ago, and they owed each other their lives. Though the troubled times had tossed them about, their friendship held firm for decades..."
," Genji's role was now that of the butler, ......but when they are alone in the study, they sometimes share a drink and reminisce about the days of their youth."
,......And they're still that way today.
," Leaving Kinzo and Genji to reminisce, Battler walked off on his own."
," It would be rude to ask for any more detail, and he didn't need to know."
," Kinzo and Genji had been friends since long, long ago. That was something he already knew."
Ushiromiya Eva,"""What do you think? Do you want to challenge Natsuhi oba-san and Krauss oji-san next?"""
Ushiromiya Ange,"""Yeah. Let's beat them!"""
Ushiromiya Krauss,"""Hahahaha. Very well, we'll play along."""
Ushiromiya Natsuhi,"""The two of us have prepared some formidable puzzles for you."""
Ushiromiya Krauss,"""Should I go first? Or you?"""
Ushiromiya Natsuhi,"""I will start."""
Ushiromiya Krauss,"""Very well."""
Ushiromiya Natsuhi,"""Listen closely to what I'm about to say. White black white black white ???? black white black white black white."""
Ushiromiya Ange,"""Huh? White black white black......huh??"""
Ushiromiya Natsuhi,"""I'll say it once more. White black white black white ???? black white black white black white. ......What does the '????' stand for?"""
,This is......a really hard one.
, White black white black white ? black white black white black white.
," It looks like the white and black are alternating, but the '????' is between a white and a black."
, Is it......gray?? Is it that easy...?
Ushiromiya Eva,"""Th, ...this is a surprisingly hard one, coming from you, Natsuhi nee-san......"""
,"Eva oba-san was groaning. Apparently, this one's really hard."
Ushiromiya Natsuhi,"""I, is it really so hard...?"""
Ushiromiya Krauss,"""......There's a chance that some people won't understand, if they haven't had the right experiences."""
Ushiromiya Natsuhi,"""Eva-san aside, I think Ange-chan would have seen it a lot at school and kindergarten......"""
Ushiromiya Eva,"""Wh, what the heck? I don't have a clue!!"""
,Is it a problem that I could get easier than Eva oba-san......?
,......It's hard.
Ushiromiya Eva,"""The hint for this one is probably what Natsuhi nee-san said, about something you might see in a school or kindergarten. ......Do you know what it is, Ange-chan?"""
Ushiromiya Ange,"""No, I'm stuck."""
Ushiromiya Eva,"""See, even Ange-chan says she's stuck! Give her at least a little hint."""
Ushiromiya Natsuhi,"""I, I see. Then, a hint...... They may be different colors, but you get a beautiful sound no matter which you push."""
Ushiromiya Eva,"""A beautiful sound......? Are these black and white things something that make sounds?"""
Ushiromiya Ange,"""Black and white things that make a sound when you push them......?"""
Ushiromiya Ange,""".........I don't get it."""
Ushiromiya Eva,"""I give up too. ......It seems even you know some pretty hard puzzles, Natsuhi nee-san."""
Ushiromiya Krauss,"""Hahahaha. It's the sort of puzzle that brings out one's upbringing. Perhaps it was a bit too hard for you."""
Ushiromiya Eva,"""Wh, what did you saaaaaaay...?!"""
Ushiromiya Ange,"""......Natsuhi oba-san. Could you tell me the answer?"""
Ushiromiya Natsuhi,"""The answer is...a keyboard."""
Ushiromiya Ange,"""A keyboard? Like on a piano?"""
Ushiromiya Natsuhi,"""That's right. The blacks and whites are the pattern of colors on a keyboard. In which case, you must already know the right answer."""
,"Natsuhi oba-san smiled at me, but I don't really remember what a keyboard looks like."
,"......Nnn, too bad."
, I'd better have a go at Krauss oji-san's puzzle and redeem myself.
Ushiromiya Eva,"""Ready? It's Nii-san's turn now. We'll solve it in a flash and teach him a lesson, okay?"""
Ushiromiya Ange,"""That black and white thing......it's a keyboard! Like a piano!"""
Ushiromiya Eva,"""Ah, ......is that it?! It's a keyboard?!"""
,"Something that can be found in kindergartens and schools, which is covered with a line of white and black things."
, It's an instrument. Like a keyboard on a piano or a melodica.
Ushiromiya Eva,"""The first two black keys are between 'do', 're', and 'mi'. The set of three black keys are between 'fa', 'so', 'la', and 'ti'......"""
Ushiromiya Ange,"""It started 'white black white black white ? black', so......the three white ones are 'do', 're', and 'mi'......"""
Ushiromiya Eva,"""There is no black key between 'mi' and 'fa'. So, 'fa' comes right after 'mi'!"""
Ushiromiya Ange,"""And since the question mark comes after 'mi', the right answer is 'fa'. ......In other words-"""
,"""""The right answer is white!"""""
Ushiromiya Natsuhi,"""Correct. I thought it might have been a bit too hard, but you did well."""
Ushiromiya Krauss,"""Splendidly done, you two. Go ahead, Natsuhi."""
Ushiromiya Natsuhi,"""Congratulations, Ange-chan. Here's my medal for you."""
Ushiromiya Ange,"""Alright! Eva oba-san, I got another one!"""
Ushiromiya Eva,"""Things are moving along nicely. Next up is Nii-san's puzzle. Let's solve it in a flash and teach him a lesson, okay?"""
Ushiromiya Krauss,"""How interesting. Looks like it's time you were taught a lesson."""
Ushiromiya Ange,"""Stop it, Eva oba-san! Don't provoke him! You'll make the puzzle harder!"""
Ushiromiya Krauss,"""Heheheheheheh. If there's anyone you have to blame, it's Eva! Now take this brain-twister! Here's a puzzle about the tenants of a skyscraper I've invested in."""
Ushiromiya Ange,"""I don't know anything about this skyscraper, so there's no way I could know......"""
,"I know what's in floors five and above, so the answer must be somewhere between floor one and floor four. There's no doubt about that."
Ushiromiya Krauss,"""Heheheheh. Do you give up?"""
Ushiromiya Eva,"""I, I won't give up, kiii!! So, you're saying that Murakoshi Publishing Co., Ltd. is on this floor X?!"""
Ushiromiya Krauss,"""Not floor X. The _th floor."""
Ushiromiya Ange,"""It's the same either way, isn't it...?"""
Ushiromiya Eva,"""......Ah. ............"""
,"Eva oba-san suddenly stumbled on something. Then, she started counting on her fingers, starting from the first floor......"
Ushiromiya Eva,"""I've got it, Ange-chan...! Try saying them aloud, starting from the first floor...! There's only one that fits!"""
Ushiromiya Ange,"""Huh? Wh, what do you mean......?"""
Ushiromiya Ange,"""......I don't get it."""
Ushiromiya Eva,"""It's 'the _th floor', not 'floor X'. That's the trick."""
Ushiromiya Krauss,"""That's right. Though, in a way, the answer is right there in the question."""
Ushiromiya Ange,"""What do you mean...?"""
Ushiromiya Eva,"""For example, let's take floor 7. You'd call that 'the seventh floor', right? But you wouldn't call floor 3 'the threeth floor', would you?"""
Ushiromiya Krauss,"""Precisely. From floor 1 to floor 4, there's only one floor that ends in 'th'."""
Ushiromiya Ange,"""A, ......ah........."""
,"By this point, even I had figured out the answer."
, If only I'd paid a bit more attention to the way Krauss oji-san said the question......
Ushiromiya Krauss,"""Hahahahahahaha. Too bad. Looks like I'll be keeping this medal."""
Ushiromiya Ange,"""The 4th floor!"""
Ushiromiya Krauss,"""Mu..."""
Ushiromiya Eva,"""Well done, you got it...! From floor one to floor four, there's only one floor that ends in 'th'...the 4th floor."""
Ushiromiya Ange,"""Yeah! The 4th floor fits, but the other ones are the 1st, 2nd, and 3rd floors."""
Ushiromiya Krauss,"""N, ......nicely done... And even I didn't figure it out until I had the answer given to me......"""
,"Apparently, Krauss oji-san once had this puzzle shown to him, and he wasn't able to answer it right."
, He looked a bit downcast to see a kid like me solve it.
,"......For some reason, he looked even more mortified to see that Eva had solved it. How strange."
Ushiromiya Eva,"""Come on, now. Let's see that medal."""
Ushiromiya Krauss,"""This medal is a mark of Ange-chan's intelligence. I mustn't let you have it, Eva."""
Ushiromiya Eva,"""Heh, sore loser...!"""
Ushiromiya Ange,"""Thank you, Krauss oji-san. Am I incredible?!"""
Ushiromiya Krauss,"""Very much so. You're a more flexible thinker than your uncle. I am proud to have you as a niece."""
Ushiromiya Natsuhi,"""That's all for our puzzles."""
Ushiromiya Krauss,"""I do hope you enjoyed them."""
Ushiromiya Ange,"""I did! Thank you, Natsuhi oba-san and Krauss oji-san!"""
Ushiromiya Krauss,"""I hope you can enjoy all the tricky questions, without worrying about your medal count too much."""
Ushiromiya Natsuhi,"""We all hope that this becomes a wonderful night, just for you."""
Ushiromiya Eva,"""We really are enjoying ourselves."""
Ushiromiya Ange,"""Yeah! We're having a lot of fun!"""
,Krauss and Natsuhi smiled at them as they dashed away.
{f:5:Beatrice},"""Oh, it's you, Natsuhi. How did your puzzles go?"""
Ushiromiya Natsuhi,"""We did the best we could, ......but I'm not sure how much they enjoyed them."""
,"On the other side of the room, Ange and Eva were counting the medals they had gathered so far."
," Ange and Eva. ......Such an unexpected pairing, but they looked like they were having a great time."
{f:5:Beatrice},"""......A future parent and child, unrelated by blood. Watching them like this, they look just like a normal parent and child."""
Ushiromiya Natsuhi,"""Yes, they do. ......Bonds between people are nurtured by the heart. Ties of blood do not bond as strongly."""
,"After saying this, ......Natsuhi bit back her own words and stared at the floor."
{f:5:Beatrice},"""What's wrong?"""
Ushiromiya Natsuhi,"""......I was just...surprised that I would dare to say such words..."""
{f:5:Beatrice},"""..................You don't need to worry about me."""
Ushiromiya Natsuhi,"""Because I rejected you, ......you met a painful fate in so many worlds... ......All of that is my responsibility..."""
{f:5:Beatrice},"""I understand how you felt. ......Unable to become pregnant, you were forced to feel shame for many years. In that situation, any woman would be shocked if they were handed a baby whose parentage they didn't even know, ...and then told to adopt them."""
Ushiromiya Natsuhi,"""......That was no reason... for me to push you off a cliff..."""
{f:5:Beatrice},"""True. You will have to carry that cross for the rest of your life."""
Ushiromiya Natsuhi,"""......Yes. I am prepared to do so..."""
{f:5:Beatrice},"""In that case, the suffering you must endure will come from the cross you bear. Not from me."""
Ushiromiya Natsuhi,"""You don't......despise me...?"""
{f:5:Beatrice},"""Don't make that dejected face. ......No, perhaps it's the other way around. As long as you continue making that dejected face, I will feel no desire to punish you. As long as you continue to carry that cross, I will feel no desire to hate you."""
Ushiromiya Natsuhi,"""Do you mean......that you don't hate me......?"""
{f:5:Beatrice},"""To tell the truth, I did hate you. I hated your guts. I hated you so much, I wanted to hang up a pillow with your picture on it and use it as a punching bag!"""
{f:5:Beatrice},"""But, as I watched you, that feeling faded away. ......You regretted and lamented. And I'm sure you'll never forget that feeling for as long as you live."""
Ushiromiya Natsuhi,"""How could I forget......? ......After all, I'm a murderer......"""
{f:5:Beatrice},"""Your cross is a heavy one, doubtless. I can feel compassion for you now. I'm serious. After all, Kinzo was the one at fault, right?"
{f:5:Beatrice}," It's his fault for having an illegitimate child in the first place! And the way he forced that child on you was even worse! He should at least have been able to avoid hurting you by saying 'please take care of this poor child', instead of 'you can't give birth, so adopt this kid'. Men! That Kinzo...!"""
Ushiromiya Natsuhi,"""............"""
{f:5:Beatrice},"""I no longer hate you. Does the cross you bear not feel any lighter for that?"""
Ushiromiya Natsuhi,"""It doesn't. ......I still don't know how I can make up for what I did to you."""
{f:5:Beatrice},"""Then let's do it this way. Hold out your arms."""
Ushiromiya Natsuhi,"""H, ......huh? L, ...like this...?"""
,"As Natsuhi spread her arms uncertainly, Beato leapt forward and hugged her tight."
Ushiromiya Natsuhi,"""......U, umm, ......th, this is a little..."""
{f:5:Beatrice},"""I'll never say this again, so let me say it once. ......After all, I never had a chance to meet my mother."""
,"Still hugging Natsuhi, Beato spoke in a whisper. She spoke those words that she would certainly never say again..."
{f:5:Beatrice},"""Thank you for worrying so much for my sake. ......But I really don't hate you anymore. Please, believe that, .........Mother."""
Ushiromiya Natsuhi,"""......B, ......Beatrice........."""
