Speaker,Original Witch Hunt (OG)
Ushiromiya Maria,"Kihhihihihihihihihihihihihihi, isn't it fun, Mama?  Isn't it fun, Mama?  Maria is playing with Mama now, right?!!  Kihhihhahhahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha!!!"""
{f:5:Beatrice},"""That's right, you are now playing with your mother, having fun with her...!!  Tell me your emotions now!  I believe they are not of anger or sadness or pain...!"""
Ushiromiya Maria,"""Yeah, that's right, I get it, Beatrice...!!  I'm having a lot of fun now..., I'm playing with Mama, so it's tons of fun!!  "
Ushiromiya Maria,"And even though I'm killing Mama over and over again, she can be revived with just a single bit of magic!!  I took care of my toys because I couldn't fix them if they broke...!!  But if the toy could be fixed, I'd want to break it over and over again!!  Kihhihihihihihihihihihihi!!  Hihihihihihi, hihi........."""
Ushiromiya Maria,"""......But, ............Sakutaro won't be fixed.  ...He can't be fixed......... .........Because Mama, who made him, ......Mama, who gave birth to him, ......won't acknowledge him."""
{f:5:Beatrice},"""....................."""
Ushiromiya Maria,"""I wasn't acknowledged by Mama either, was I.........So the broken Maria won't be fixed either.  ....................."
Ushiromiya Maria,".........Kihihihi.  Kihhihihihihihihihihihihi!!  Kyahhahahahahyahhyahhyahhyah!!  Aaaaaaaaaaahhh, it's fun, it's fun, Mama...!!  Since it's gotten so fun, I somehow get the feeling that I could forgive Mama...!  "
Ushiromiya Maria,"Hey, Beato, this is a ve-ry strange emotion...!  Why?  Why has Maria started to feel as though she could forgive Mama?!"""
{f:5:Beatrice},"""That is the enlightened state that is only reached by witches who have gained the power to control life and death at will.  ......You can kill at any time.  You can revive her if needed.  If that's a pain, then it's alright to kill her again...!"
{f:5:Beatrice},"  Once you've learned that you can do this at any time by simply snapping your fingers, all nonsense spoken in the world of humans becomes a chirping of insects that isn't worth listening to...!"
{f:5:Beatrice},"You did not begin to think about forgiving your mother because your eyes were opened to your mother's love.  It was because now, you stand at the entrance to the world of true witches...!!  Welcome, Maria, to the profound and sweet world of witches!!"""
Ushiromiya Maria,"""I've done it...!!  Maria is no longer Maria...!!  Still an apprentice, maybe, but I've surpassed the human world...!  "
Ushiromiya Maria,"I am now, the apprentice Witch of Origins, MARIA......!!!  There's nothing to frustrate me, nothing to make me sad!"
Ushiromiya Maria,"Mama, I'll forgive you.  I'm sure I can forgive you!  I think I'll be able to forgive you after doing just a bit more!!  "
Ushiromiya Maria,"After all, I am a witch!!  Ki, ......hihhihihhihhihhihhihhihhi!  "
Ushiromiya Maria,"Kihhihihih!!!"""
,Maria probably would forgive her mother eventually.......After brutally murdering her countless times.  Graciously.
Ushiromiya Battler,""".........Whoa, that last thunder was huge.  Was it close?"""
Ushiromiya George,"""Looks like it.  No matter how old you get, thunder still makes you jump."""
,"Battler was looking at the dark night through a crack in the curtains.Every once in a while, a pale white lightning bolt would shine, and he seemed to be enjoying it."
Ushiromiya Maria,"""........................"""
Ushiromiya Jessica,"""......Oh?  Look at that, you were so noisy Battler, Maria's woken up.  Sorry, Maria.  Sorry Battler's so noisy...!"""
Ushiromiya Battler,"""What the heck, it's my fault?  Sorry, Maria.  It's alright to sleep.  Good night."""
,"Maria was a bit hazy, with drowsy eyes.......She was probably half-asleep, and couldn't think straight."
Ushiromiya Maria,"""...............Uu-.  ......That's alright.  Won't sleep."""
Ushiromiya Battler,"""Don't worry, sleep.  You're still half-asleep, aren't you.  Ihihi."""
Ushiromiya Maria,"""......Not half-asleep!  ............Uu-!!"""
Ushiromiya Battler,"""What's this, you're really half-asleep, aren't you?  Sleep, sleep."""
Ushiromiya Maria,"""Not half-asleep!  Not half-asleep!!  Uu-uu-!!  Uu-uu-uu-uu-!!"""
Ushiromiya Jessica,"""Quit it, stupid Battler...!  Aah, sheesh, what are you thinking, getting a kid who's just woken up into a bad mood...!"""
Ushiromiya Maria,"""Not half-asleep!  Not half-asleep!  Uu-uu-uu-uu-uu-uu-uu-uu-uu-!!!"""
Ushiromiya George,"""I understand, Maria-chan...  You aren't half-asleep.  So calm down......"""
Ushiromiya Maria,"""Not half-asleep not half-asleep!!  Uu-!!  Uu-uu-uu-uu-uu-uu-!!"""
,"Maybe it was because of her dubious mental state after waking up, but Maria suddenly threw a tantrum."
,"Battler had only been trying to tease her a bit, so he was confused at this extreme overreaction."
,"George held her head, trying to calm her down, but Maria's tantrum wasn't quelled easily."
,"Battler and Jessica were trying to push the blame on each other, saying 'It's your fault' 'It's your fault too'."
Ushiromiya George,"""Hey, be quiet, you two...!  Jessica-chan, there was still some hot water in the pot, right?  Could you make some tea for her?  .........Did you calm down?  Maria-chan."""
Ushiromiya Maria,"""............Uuuu---."""
,"It looked like her tantrum was dying down bit by bit, but she still glared at Battler, who had made fun of her, with sharp eyes."
Ushiromiya George,"""Battler-kun was just messing around.  He doesn't really think you're half-asleep.  So calm down.  Alright?  .....................?"""
Ushiromiya Maria,"""........................"""
,George noticed.......Maria was staring at Battler with incredible eyes.
,"And, ......despite having just displayed all that emotion, ......she laughed in a small voice."
Ushiromiya Maria,{a:c: Kihihihihihihihihihihihihihi.}
,"Instead of a laughing, it seemed more like she was muttering while considering, or else counting, each 'hi'."
,"As though each time she said 'hi', something brutal would happen over and over."
,"George felt something creepy for just an instant, ......but he couldn't notice the madness that peeked out of the depths of the girl's eyes for a only moment."
,"After he remained shocked for a short period of time, Maria stopped her bizarre quiet laugh, and pushed George's arm aside, as though telling him to let go."
Ushiromiya Maria,""".........Uu-.  Forgive you."""
Ushiromiya George,"""R, really?  You're such a good girl, Maria.  ......Battler-kun, Maria-chan forgave you.  Make up."""
Ushiromiya Battler,"""Yeah, sorry for teasing you.  Forgive me..."""
Ushiromiya Jessica,"""Hey, Maria...  Let's make cafe au lait as a sign that you've made up.  I'll put in lots of sugar so it'll be sweet."""
Ushiromiya Maria,"""Don't need it.  But forgive you.  ............Because Maria's a witch.  ...Kihihihi."""
,"One more time, Maria laughed in a creepy, quiet voice."
,"But it was only for a very short time, so Battler and Jessica didn't think much of it."
,"......They decided to think that, probably, it had only looked that way when the lightning lit her cheek with a pale, white light for an instant."
,"At that time, they could hear the sound of loud footsteps coming from the hall."
,"It was already past 10:30, late at night.Late at night is usually a time when you aren't to be disturbed."
,Hearing footsteps like that at this time wasn't very peaceful at all...
,"Then, along with a clearly unrestful knock that repeated fiercely, they could hear Gohda and Kumasawa's voices."
,......That clearly told them that this was an abnormal situation.
Gohda Toshiro,"""Children...!!  Are you there?  Are you there?!  It's Gohda!"""
Kumasawa Chiyo,"""It's Kumasawa, is everyone alright?!  Aaaaaaah, what has happened, what has happened...!"""
,"When George opened the door, the two of them tumbled in, sopping wet."
,It looked like they had dashed here from the mansion without an umbrella.
Ushiromiya Jessica,"""Wh, what's wrong, you two......?  Did something happen......?!"""
Gohda Toshiro,"""I, it was, it was...!!  Th th the Master and Krauss-sama, and everyone, awawawawawawawawawa"
