Speaker,Original Witch Hunt (OG)
Ushiromiya Ange,"""You're the one who's wrong, Onee-chan!!  How do you call this happiness...?!!  It's so..., pitiful that I can't watch anymore!!"""
Ushiromiya Maria,"""What is...?  That Mama suddenly got mad?  .........That happens sometimes when humans get tired.  ......Condemning a person because of a momentary misplaced emotion isn't very adult of you, Ange."""
Ushiromiya Ange,"""......I can't believe I'm hearing this from a nine year old...  But that's not the problem!  That ticket stub you picked up was clearly strange!"""
Ushiromiya Maria,"""What was?  There was nothing strange, so it has nothing to do with the happiness of that night, right...?"""
Ushiromiya Ange,"""Rosa oba-san called because she'd be staying over at her company because of work, right?!  Why Atami?!  Isn't that what you call a vacation?!"
Ushiromiya Ange,"  It means she left you and went on a vacation, right?!  And you normally don't go on a vacation by yourse-"""
Ushiromiya Maria,"""Even if that was a ticket for Atami, that alone doesn't make it proof that Mama lied and went on a vacation, right...?"""
Ushiromiya Ange,"""She lied on the phone, changed her expression like that and grabbed it from you!  What more proof could you want...?!!"""
Ushiromiya Maria,""".........It might be from a business trip long ago, right?  Or maybe she just happened to pick up some trash and put it in her pocket.  It might be a receipt from someone who worked for her who went on a business trip.  "
Ushiromiya Maria,"...In that case, it was important for her work.  It wasn't a toy, so I can understand why Mama took it away.  ......This evidence you're talking about is nothing more than circumstantial evidence.  Imagination and delusions.  .........Maria doesn't know why you're interpreting it so that Mama and Maria's relationship is bad."""
Ushiromiya Ange,"""I'm the one who doesn't understand why you're interpreting it in a way that's so convenient for Rosa oba-san!!"""
Ushiromiya Maria,""".........As I thought, Ange is a pitiable child.  .........Even though there are so many Fragments lying about you that could make you happy, you can't find them."
Ushiromiya Maria,"......Instead, you only look at unhappy Fragments and continue to get hurt.  ......That's why you're scared of being hurt, ......and only start looking for happiness after you check to make sure there's nothing around you that will hurt you."""
Ushiromiya Ange,"""...............When I talk with you, Onee-chan, it gets hard to tell which one of us isn't making sense."""
Ushiromiya Maria,"""You know what?  There are lots of happy and unhappy Fragments, and they fill the world up.  So people who can't find happiness right beside them won't be able to find it no matter how hard they look.  ......Like Tyltyl and Mytyl searching for the blue bird."""
Ushiromiya Ange,""".........Oh yeah.  That story with a moral."""
Ushiromiya Maria,"""You're the complete opposite, Ange.  You're searching for a world without a Fragment of unhappiness.  But even that's the same as the blue bird.  So you will be unable to find your happiness for all eternity.  "
Ushiromiya Maria,"............Battler is Hansel?  He isn't the blue bird......?"""
Ushiromiya Ange,"""......Give it a rest already.  .........In any event, I understand that a night of happiness was wasted because of a single scrap of paper."""
Ushiromiya Maria,"""It sure is scary.  That a single scrap of paper could do that.  ......In that case, maybe the power to get your happiness back also lies in a single scrap of paper, right?"""
,Just when she had finally been able to communicate with Maria after so long......
,"Rosa's face twisted with a mixture of anger, sadness, and a fierce self-hatred as she flew into her room and closed the door."
,.........Maria's 'sorry' had sliced into her chest sharper than a knife.
,"At that time, ......she noticed a cute envelope placed on her study table."
,It was probably something that had come with a girls' magazine.
,.........To Mama.  Let's share our happiness...it said.
,"She took it, .........and after hesitating, opened it, ...and read what was inside."
,........................
,"Then, after letting two large tears...drip down the paper.........she flew out of the room, hugged Maria from behind as she headed for the bathroom, .........buried her face into her daughter's back, ......and cried."
,"Then, realizing that she was the one who should be apologizing, ............she apologized."
,Why is Mama apologizing...?  There was no answer to that question......
Ushiromiya Maria,""".........Look.  Already made up.  .........Something like that was absolutely nothing to worry about, because of the friendliness between Mama and Maria."""
Ushiromiya Ange,""".........................To me, your happiness is, ...too painful, Maria onee-chan."""
Ushiromiya Maria,"""......Maria understands your feelings more or less, Ange.  ......Even Maria was like how you are now before she realized that 'power', ...a pitiful child who could only find Fragments filled with misfortune."""
Ushiromiya Ange,"""............What is that 'power'?  This power that I don't have, but you do.  ...Are you saying that I am unfortunate and you are blessed because I don't have that?  .........Just what is 'that', which you can't describe except with an abstract word like 'power'......?"""
Ushiromiya Maria,"""Yeah.  You do want to know that, Ange.  ......That's why you've been reading my story so far."
Ushiromiya Maria,"  ............Of course, I'll teach you.  The secret to that power.  ......And I did teach you about it long ago, when you were little, right Ange...?  Did you forget...?"
Ushiromiya Maria,"It's okay, I can remember.  ......Now I, ......no, she.  She will teach you."""
Ushiromiya Ange,"""............She......?  Who's that?"""
{f:5:Beatrice},"{a:c: ""I shall teach you in MARIA's place.""}"
Ushiromiya Ange,""".........B, .........Beatrice..............."""
{f:5:Beatrice},"""The 'power' that MARIA has, but you do not."""
Ushiromiya Maria,"""Yeah.  The 'power' Maria has, but Ange does not."""
,――That is...magic.
,Maria and Beato said it together.And then they started giggling because they'd said it at the same time.
,"......It was an innocent behavior, which didn't seem like Beato."
,"Black tea was arranged on a table in a peaceful garden, and Beato, Maria, and Sakutarou, who was sitting on Maria's lap, were having fun chatting..."
{f:5:Beatrice},""".........Hoh.  I see, he is called Sakutarou.  This is your best friend!"""
Sakutarou,"『Uryu...  Nice to meet you, I'm Sakutarou...』"
Ushiromiya Maria,"""Uu-, Sakutaro is shy so he's anxious.  It's alright, Beatrice is also Maria's wonderful friend...!"""
Sakutarou,"『Uryu.  Is Maria's friend, my friend...?』"
Ushiromiya Maria,"""Yeah!"""
Sakutarou,"『Uryu.  ......Then, I am Beatrice's friend too?』"
Ushiromiya Maria,"""Yeah!"""
Sakutarou,『Uryu-!』
{f:5:Beatrice},"""......Maria, does something like this happen frequently for you in your everyday life?"""
Ushiromiya Maria,"""Uu-?  What?"""
{f:5:Beatrice},"""Is breathing a spirit of magic into inorganic matter and giving it life like this, commonplace in your everyday life?"""
Ushiromiya Maria,"""......Uu-.  Sakutaro isn't inorganic matter, he's a lion cub."""
Sakutarou,『Uryu-!』
{f:5:Beatrice},"""Hmm............A stuffed animal makes for an excellent vessel.  It is not uncommon for a spirit to be made to reside in them if they are spoken to by an innocent child that has no toxin."""
,"According to Beatrice, every time a child plays with dolls, the dolls actually gain a will and converse with them, sometimes even moving by their own will."
,"However, the power imbued into such a vessel is very weak because of this innocence."
,"If even a tiny bit of the toxin from a human's common sense, which says that there's no way a doll can talk or move, gets involved, it instantly reverts to being a non-speaking doll......"
{f:5:Beatrice},"""However, ......this Sakutarou stuffed animal of yours is different."""
Ushiromiya Maria,"""Uu-!  Sakutaro is a stuffed animal, but he isn't o-ne!"""
Sakutarou,"『Uryu-!  Lion cu-b!  Ga, ga, ......uryu-!』"
Ushiromiya Maria,"""Sakutaro is a lion cub, but he's still a kid, so he can't say gao- sometimes.  Uryuuryuuryu♪"""
Sakutarou,『Uryuuryuuryu-!』
,"Gazing at Maria, who was playing around with Sakutaro by the table loaded with tea, Beatrice let out a sigh of admiration."
{f:5:Beatrice},""".........How incredible.  This Sakutarou, with a cloth and cotton vessel as a shell, has completely materialized into the human world.  He has his own character, talks with the summoner freely, and even moves by his own will."
{f:5:Beatrice},"......And what should be the most surprising point is that Maria did not summon him with a name referring to a character from another world, but created him out of the sea of zero."""
,"After that, Maria boasted to Beato that Sakutarou wasn't her only friend, but that when she went home, there would be plenty more of them."
,"It seemed that there were other similar stuffed animals and dolls, who like Sakutarou, could talk and move of their own will."
,"It was something natural to Maria.It was natural for stuffed animals to talk, move, and become her friends of their own will."
,"......When she saw that Maria accepted this as something natural, as a witch, Beatrice felt a respect bordering on awe."
{f:5:Beatrice},"""............Maria.  Without a doubt, that power of yours is magic."""
Ushiromiya Maria,"""It's magic......?  Maria is still a witch apprentice, so can't use magic yet, right...?"""
{f:5:Beatrice},"""No, it is magic.  .........Because you have not become aware of it and cannot use it, you are still an apprentice, ......but even so, what magical power it is!  The materialization of your friend, Sakutarou is excellent proof of that."""
Ushiromiya Maria,"""Materialization...?"""
{f:5:Beatrice},"""Hmm.  In your case, it may even be fitting to call it creation.  ......A piece of inorganic matter that would have no soul at all in another's hands will have a soul blown into it through your magic."
{f:5:Beatrice},"Furthermore, that strong magical power lies in the human world.  ......In this era so filled with the toxin that denies magic, summoning a magical power that can materialize a single life-form is not easy even for me."""
,"It isn't hard to give birth to any number of soulless beings.However, giving birth to a being with a soul is very difficult.  ...This is what Beato asserted."
Ushiromiya Maria,""".........Don't really understand what you're saying, Beato.  You're saying Sakutaro is amazing...?"""
{f:5:Beatrice},"""Both you and Sakutarou are wonderful.  ......Worthy of praise.  ...I see, that which Kinzo desired above all else seems to dwell most strongly within you."""
Ushiromiya Maria,"""Don't have a clue why Beato is praising Maria so much.  Ri~ght, Sakutaro?"""
Sakutarou,『Uryu~!』
{f:5:Beatrice},"""......What should be truly admired is not only that a soul has been made to reside in a stuffed animal.  Even more significant is the fact that you have changed your own worldview.  ......When it comes to giving birth to something from nothing, you stand out from the crowd."
{f:5:Beatrice},"......It is easy to make 100 from 1.  However, giving birth to 1 from 0 is not easy.  ...When you become a full witch, you may not only be a match for me, but might instead grow into a Great Witch that even I must acknowledge as superior."
{f:5:Beatrice},"The Witch of Origins, perhaps.  .........I am really looking forward to your future."""
Ushiromiya Maria,"""Uu-!  Beato said Maria has talent as a wi~tch!"""
Sakutarou,"『Isn't that great, Maria?!  Uryu, Beato..., thank you for praising Maria.』"
{f:5:Beatrice},"""*cackle*cackle*!  No need to thank me, Sakutarou.  That red muffler truly suits you.  And I am envious of the talent of your master which was able to give birth to a friend like you."""
Sakutarou,『Uryu~!  Thanks for complimenting my muffler.  This is a present I got from Maria.  It's my favorite.』
{f:5:Beatrice},"""And its size is truly like a muffler that was created just for you.  ......I see, I must also give my new friend some kind of present."""
Ushiromiya Maria,"""Uu-?  Beato is giving Sakutaro a present......?"""
{f:5:Beatrice},"""Of course, a gift from a witch must be something with magical power.  In that case, so that he can be your friend for all time, and so that you can have even more fun playing with him..."
{f:5:Beatrice},"I shall give Sakutarou my magic power.  With that, he should be able to materialize even more strongly."""
Ushiromiya Maria,"""Uu-?  Maria will be able to have much more fun playing with Sakutaro...?  How's that?"""
Sakutarou,"『Uryu......?  What could it be, Maria...  Is it something scary......?』"
Ushiromiya Maria,"""Don't worry.  Beato won't do anything scary.  Right, Beatri-ce?!"""
{f:5:Beatrice},"""Hmm.  I believe you will like it.  .........Well then, to make him materialize even more strongly, a stronger image will be necessary.  .........Well, well, what to do.  Hmmmmmmmmmm..."""
,Beato crossed her arms and thought about what she could do to please them even more.
,"And over there, .........was the form of yet another witch.It was Beato's teacher, Virgilia."
,Virgilia truly was a Great Witch.
,"...Since Maria already thought of Beato as a Great Witch, this person Beato called a Great Witch must have been a Great Great Witch."
,"According to Beato, she still didn't even rise up to this witch's feet when it came to magical power."
{f:5:Virgilia},"""My, my.  I thought I heard some cheery voices.  What a fun tea party this seems to be..."""
{f:5:Beatrice},"""Oh, Teacher.  Perfect timing.  I want you to look at this lion cub.  I hear he's Maria's new friend."""
{f:5:Virgilia},"""Ho ho ho.  What a lovely lion-san.  ......I wonder if he can greet me?  Hello, nice to meet you...?"""
Sakutarou,"『U, uryu-!  I, I'm Sakutarou.』"
,"Sakutaro fell to Maria's lap, greeting Virgilia with half of his face poking out over the edge of the table."
,...It seemed that he was very nervous since this was a witch that even Beato called Teacher.
{f:5:Virgilia},"""Ho ho ho.  What a lovely name.  ......As a reward for giving such a good greeting, here's a sweet for you."""
,"After waving her hands about, Virgilia held the palm of her hand upwards, as though she was lightly grabbing at the empty air."
,"Then, she held her fist out in front of Sakutaro."
,".........Then, when she opened her fist, there was one of those individually wrapped cough drops."
Sakutarou,"『Uryu-?!  Maria, it's candy, awesome, awesome...!!』"
Ushiromiya Maria,"""Uu-!  Isn't that great, Sakutaro!  Make sure to thank her."""
Sakutarou,『Uryu.  Thank you very much for the candy.  ...*gulp*.』
,"Even though Virgilia was a Great Great Witch, she still treated a stuffed animal like Sakutarou to an elegant greeting."
{f:5:Beatrice},"""Still, Teacher.  Cough drops?  Are you someone's granny or something...?!  Can't you at least pull out some strawberry-milk candy~?"""
{f:5:Virgilia},"""How mean.  I won't give you candy anymore, alright?"""
{f:5:Beatrice},"""Kuhhyahhyahhya, sorry, sorry.  .........Well then, Maria.  Take out your grimoire.  And, of course, your writing tools."""
Ushiromiya Maria,"""Uu-?  Yeah, take it out.  What should Maria write?"""
{f:5:Virgilia},"""......Oh, what are you starting?"""
{f:5:Beatrice},"""I will use a magic I learned from you, Teacher.  ......Magic to make a resident of another world materialize into a vessel."
{f:5:Beatrice},"  I think that by applying that, we may be able to further strengthen the power that makes this friend of Maria's materialize.  ......I wanted to give that as a gift to Maria and her friend."""
{f:5:Virgilia},"""I see.  ...For a being that has already materialized, it shouldn't be that difficult.  That could become a wonderful gift.  Well then, I shall help too, if only a little."""
{f:5:Beatrice},"""It would be very reassuring if you would sign for this magic as a witness, Teacher...!  Be glad, Maria.  This will be a wonderful gift...!"""
Sakutarou,"『Uryu...?  What's happening...?  It isn't scary, is it?  Is it...?』"
Ushiromiya Maria,"""Don't know.  But don't think it's scary.  ......What could it be, Maria can't wait."""
,Beato borrowed the grimoire from Maria's handbag and majestically flipped through the pages.  
,"......Then she found an empty page among the pages with magic circles drawn on them, and flattened it out."
,"Then, after gazing at Sakutarou with a grin, she suddenly started moving her pen."
,......It was something like a written declaration made by witches to a high-order world.
,It was magic whose effect could be controlled if Beatrice wrote and Virgilia signed.
,"Maria didn't understand what Beato was writing at first, but partway through, she figured out the wonderful magic power of this document, and her eyes began to sparkle..."
Sakutarou,"『Uryu?!  Uryu?!  What is it, Maria, what's she drawing?!  Uryuuryu?!』"
,"Sakutarou was on her lap, so he didn't know what was being written on the table."
,"......But even if he had seen, Sakutarou probably wouldn't have understood."
Ushiromiya Maria,"""Awesome, Sakutaro!!  Wait a bit, almost done, almost done!  Awesome Beato, awesome Beato!!"""
{f:5:Virgilia},""".........When it comes to writing documents of power, this child's talent is splendid.  It seems you could even work as a secretary in the spirit world."""
{f:5:Beatrice},"""How's this...?!  It should be passable...!"""
,"After finishing her writing with an intense amount of concentration, Beato looked over the document again from a distance."
,......It seemed she was fairly satisfied with her work.
,"And Maria, who was also peeking in at it, let out a cry of wonder."
Ushiromiya Maria,"""......Awesome, Beato!!  Cu-te!!  Uu-uu-uu-!!"""
{f:5:Beatrice},"""By the name of the Golden Witch, Beatrice, I now acknowledge Sakutarou, MARIA's child.  .........Teacher, if you would sign as a witness!"""
{f:5:Virgilia},"""Yes, yes.  ......By my name, I witness and acknowledge this oath.  .........It is done."""
,"Virgilia signed, completing the written declaration."
,It was a document with the power to proclaim to the beings of a higher world that Sakutarou had most certainly materialized in the human world.
,"Sakutarou, who had been created by Maria, was nominated by the two witches Beatrice and Virgilia, and just now, his existence had been acknowledged by the higher world."
,......That itself was the great magic of materialization.
,"According to Beato, it was apparently quite fortunate that Virgilia was there."
,"Because depending on the number and quality of witches that signed the proclamation to the higher world, the power that resided in it could change drastically."
,"Virgilia in particular had many friends in the higher world, so her signature gave the proclamation a power with which Beato's couldn't even compare."
{f:5:Beatrice},"""By this proclamation, I accept you, Sakutarou, as an individual with his own ego.  And I welcome you as a friend in accordance with the contract of Mariage Sorciere.  From now on, Sakutarou is our common friend."
{f:5:Beatrice},"And for that, I shall bestow upon you a fitting form as a gift.  Accept it."""
,"With the grimoire still opened to the page with the proclamation, she turned it around and handed it to Maria."
,Maria showed it to Sakutarou on her lap.
,"When Sakutarou beheld that proclamation, ............in his body made of cloth and cotton, he felt something hot and bright begin to dwell."
,"Even as he looked around, nervous at this sensation that he had never felt before, that power strengthened, ......and eventually, a bright light completely swallowed him up..."
Sakutarou,『Uryu......?  Uryuuryuuryuuryu......!』
,"Then, when that light disappeared..."
,"..........There, Maria's friend Sakutarou held a new form and existed."
Ushiromiya Maria,"""Uu-uu-uu-!  You're cute, Sakutaro!  Re-ally cute!"""
Sakutarou,『Uryu...?  Uryu-...  Does it really look good on me?  It isn't embarrassing......?』
{f:5:Virgilia},"""Ho ho ho ho.  It is a very lovely form, Sakutarou-chan."""
{f:5:Beatrice},"""I think the muffler adds some charm points.  And the ears!  Animal ears sure are nice, truly cute!  Let me try some on later.  *cackle*!"""
Ushiromiya Maria,"""Thank you, Beatri-ce!!  Thank you very much for the wonderful present!!"""
{f:5:Beatrice},"""There is no need for thanks.  This is out of respect for your wonderful magic and your friend.  "
{f:5:Beatrice},".........And, now that you have reached this level, it would not be odd for you to graduate from being an apprentice at any time.  From now on, I shall instruct you on even more new and fun magic.  "
{f:5:Beatrice},"......From this point forward, you may call yourself MARIA, the Apprentice Witch of Origins."""
Ushiromiya Maria,"""What's the Witch of Origins...?"""
{f:5:Beatrice},"""Hmm.  It is the title of a witch who seeks to become a Creator.  Right now, you are just an Enchanter (a magician of magical enhancement) who has only enough strength to breathe magical power into the small objects around you.  "
{f:5:Beatrice},"......But after one thousand years of training, it is not unthinkable that you could use the magical compendium that resides inside your heart to create a galaxy."""
{f:5:Virgilia},"""......The talent of the Witch of Origins is very rare.  Even though everyone has it when they are young, no one can continue to hold onto it.  ......This title is also proof that you have not lost your untainted heart."""
Ushiromiya Maria,"""Uu-!!  The Witch of Origins, awesome!  Become it!  Maria, the Apprentice Witch of Origi-ns!"""
Sakutarou,"""Maria, that's so awesome...!  The Witch of Origins, awesome, awesome, uryu-!"""
{f:5:Beatrice},"""Eventually, you will probably be able to call yourself a full witch, Lady MARIA, the Witch of Origins.  ......It may be a good time now to give not only Sakutarou, but you as well, an appearance fitting for your rank.  "
{f:5:Beatrice},"......This.  I shall give a proper outfit for one who, while an apprentice, is worthy of using the title of a witch."""
,"When Beato waved the pipe that was her cane, many gold butterflies that had appeared out of nowhere grouped around Maria, giving her a wonderful dress."
,"It was certainly something fitting for the girl who would eventually take the name of the Witch of Origins, combining both cuteness and dignity..."
Ushiromiya Maria,"""Awesome...!!  Awesome awesome awesome awesome!!  Cute cute!  I want to show these clothes to Mama too...!!  Can't I?"""
{f:5:Beatrice},"""The full dress of a witch must not be shown indiscriminately.  Such a thing is worth more if you act pompously.  *cackle*!"""
,"Then, the Great Witch, the witch, the witch's apprentice, and their new friend, Sakutarou, enjoyed a lively tea party......"
Ushiromiya Maria,""".........See?  Look how happy I am.  And look how fun this is."""
Ushiromiya Ange,"""....................."""
Ushiromiya Maria,"""Please, don't be afraid of being happy.  Becoming happy isn't the same thing as accepting your current misfortune.  It means creating a new happiness out of your current misfortune.  That is the Magic of Origins."""
Ushiromiya Ange,"""......I...didn't want to acknowledge my current world.  ......I couldn't allow for such an isolated and painful world to be accepted.  ...That's why, even though I was entranced by your world, Maria onee-chan, ......I couldn't cross the final line."""
Ushiromiya Maria,"""............Maria will teach you.  About her Magic of Origins.  No, taught you before, right?  And you used it before, right?  Did you forget......?"""
Ushiromiya Ange,"""....................."""
Ushiromiya Maria,"""You were also a witch apprentice, Ange, with your name entered into Mariage Sorciere, weren't you?"""
Ushiromiya Ange,"""............Yeah.  That was true.  .........Mariage Sorciere, ...that takes me back.  ......I also had my name entered in there at one point, didn't I..."""
