Speaker,Italian (Ars Magica) (Old) (ITA)
,"Se anche la persona che ha pianificato tutto apparisse in uno degli ultimi Episodi, dovrei accettarlo per forza."
,Tuttavia... se la leggo considerandola un mystery e resto fermo su quella convinzione...
,Allora non c'è alcun bisogno che mi preoccupi di chiunque compaia successivamente.
,Perché Knox Primo afferma chiaramente che... è impossibile che il colpevole sia chiunque appaia nella storia in un secondo momento.
,"... Naturalmente, c'è anche quello che sia Dlanor che Virgilia hanno detto."
,"Non c'è alcuna garanzia che questo racconto segua le regole del Decalogo, perciò, ovviamente, non posso eliminare la possibilità che il colpevole sia apparso per la prima volta nel secondo gioco o anche dopo."
,Però... questo è uno dei tanti modi di rifletterci.
,Questa volta...
,dimenticherò completamente la Prova del Diavolo... e cercherò di sfruttare il potere del Decalogo nel mio ragionamento.
,"Dopotutto, io stesso ho già detto che non potrò mai arrivare alla verità senza una prospettiva che parta da più punti di vista."
Ushiromiya Battler,"""In tal caso... questo significa che il colpevole in tutti questi giochi che vanno a ripetersi... è una tra le diciotto persone. Sin dall'inizio... non c'è mai stato bisogno dell'illusione di una diciannovesima persona."""
,... Anche il primo tra i comandamenti di Knox... nega dal primo momento l'esistenza di una persona sconosciuta che sia la strega.
,Se avessi seguito fino in fondo questa regola... forse durante il secondo gioco non avrei sofferto in modo tanto miserabile.
Ushiromiya Battler,"""... Knox Secondo?"""
Cornelia,"""Permettetemi di parlare. Knox Secondo. È proibito che fattori sovrannaturali vengano impiegati come strumenti nell'investigazione."""
,L'altra subordinata di Dlanor comparve senza fare alcun rumore... e rispose alla mia domanda.
,... Già. Un detective non può andarsene in giro ad usare la magia.
Ushiromiya Battler,"""Quindi... se questa è una lotta equa... questo significa che, come al detective... nemmeno al colpevole è concesso di usare la magia...?"""
Gertrude,"""Permettetemi di parlare. ... Sappia che l'interpretazione dipende da lei."""
Ushiromiya Battler,"""Ah, sì. ... D'accordo. L'interpreterò a modo mio."""
,Se questo gioco è una battaglia tra me e Beato...
,"... Allora, essendo possibile trovare una soluzione a questa storia, non compariranno elementi che la rendano impossibile da risolvere."
,"Ovvero, magia e simili non devono assolutamente apparire."
,"E quando poi la magia compare, non devo pensare che l'elemento mystery stia venendo meno... ma devo invece chiedermi perché mi è stata mostrata e dubitare dei testimoni e degli osservatori."
,Già... quella è stata... l'arma più potente di Beato nel secondo gioco.
,"Fenomeni magici, che non possono esistere in un mystery."
,"Mostrandomeli, mi aveva costretto a pensare che questa storia non fosse un mystery, e che quindi, rifletterci fosse impossibile... e io mi arresi..."
,Ma se avessi creduto fermamente che si trattava di un mystery...
,... Dubitare dei testimoni che avevano affermato di aver visto la magia sarebbe stata la cosa più ovvia da fare.
,"Inoltre, alla fine del primo gioco, fu rivelato che questa storia è stata tramandata alle persone del futuro attraverso quel messaggio nella bottiglia."
,... Qualcuno aveva scritto di questo delitto... di questa vicenda.
,"Sarebbe a dire che... questa storia è tutta parte di un mondo che include le opinioni personali di uno spettatore, e cioè, della persona che ha scritto quel messaggio nella bottiglia."
,"In altre parole, l'osservatore non è Dio. È un essere umano."
,"Perciò, non vi è certezza che questo resoconto sia effettivamente imparziale."
,"Alla fine del primo gioco, era stato già reso chiaro che la premessa costante di tutto il genere mystery era stata infranta: la storia stessa deve essere vista attraverso gli occhi di Dio."
,"Per questo motivo, è possibile dubitare persino dell'osservatore, così come dei testimoni."
,"Se fossi stato in grado di mettere le cose in discussione fino a questo punto... per quanti fenomeni magici apparentemente inspiegabili fossero potuti apparire, non sarei stato costretto ad accettarli ciecamente e ad arrendermi..."
,"Tuttavia, questo mi porta alla domanda: ... ma è possibile trovare la soluzione ad una storia scritta da un osservatore che non è imparziale?"
,"... Se mi fissassi su questo, tutto il mio ragionamento terminerebbe qui."
,Perciò... dovevo credere.
,Io dovevo credere... che Beato stesse cercando di combattermi attraverso questo racconto.
,E trattandosi di un combattimento... significa che mi è stata data una possibilità di vincere.
,L'avermela garantita... non implica... che sia possibile arrivare alla soluzione ragionando?
,... Questa parte... è dura.
,Se non credo che la strega crudele abbia corso il rischio di perdere per poter combattere alla pari con me... non posso procedere oltre.
,... Proprio come ha detto Virgilia... è esattamente come in amore.
,Se non riesco a credere che Beato mi stia combattendo con tutte le sue forze... non potrò portare ulteriormente avanti il mio ragionamento.
,... Bene... lo riconoscerò.
,Se prima non riconosciamo che ‘ci amiamo reciprocamente’... non saremo in grado di spingerci oltre.
,"Quando Virgilia ha perso la pazienza con noi due, timidi e incapaci di ammetterlo ad alta voce, mi ha dato invece quella verità rossa."
,"Si trattava della verità rossa che dice ‘{p:1:Beato desiderava che trovassi la soluzione, quindi ha reso gli enigmi di questo racconto risolvibili}. ’"
,... Che diamine.
,È proprio come ‘Satou-san della sezione A dice che le piaci{p:0:～}’. Come ricevere una dichiarazione d'amore tramite un amico...
,... Sono proprio... da compatire.
,Ragionare... è amore.
,Se non ci amiamo l'un l'altra... non si incomincerà a ragionare.
,"In questo caso, come possiamo dire che ci amiamo l'un l'altra?"
,"‘Se pensi di poterlo risolverlo, allora provaci. ’ ‘Sei un incompetente, non riuscirai mai a risolverlo. ’"
,"... Già, secondo George-aniki, questo genere di cosa viene chiamata ‘tsundora’."
,"Heheh, quella strega brutale sta finalmente iniziando a sembrare un po' dolce."
,"... Se la incontrassi ancora, voglio provare a dirle ‘Sei così tsundora’."
,Se la incontrassi ancora... da qualche parte...
,......
Ushiromiya Battler,"""... Ditemi le altre parti del Decalogo. Non mi importa l'ordine. ... Datemi qualcosa che sembra utile."""
Gertrude,"""Consentitemi di parlare. Knox Ottavo. È proibito che il caso venga risolto utilizzando indizi non presentati."""
Cornelia,"""Consentitemi di parlare. Knox Sesto. È proibito che eventi fortuiti o l'intuito vengano impiegati come strumenti nell'investigazione."""
,"Non deve essere risolto con indizi che non sono presentati. E, non deve essere risolto confidando in eventi fortuiti."
,Se questa storia è creata in un modo tale da poter essere risolta... possiamo leggerlo in senso opposto.
,In altre parole... gli indizi devono essere preparati in modo che il caso venga risolto.
,"Inoltre, deve essere fatto in un modo che permetta la risoluzione senza eventi fortuiti."
,Se posso credere che Beato mi sta sfidando ad un gioco equo dove il ragionamento è possibile...
,... Io posso esserne sicuro.
,"In altre parole... Beato mi ha già lasciato... prove, indizi e messaggi in questa storia."
,"... Non è dal Decalogo, ma Erika o qualcun altro ha detto: Ci sono tre quesiti che devono essere rivelati in un mystery."
,Uno è il ‘who dunnit’. Chi è il colpevole? Uno è il ‘how dunnit’. Come ha commesso il delitto? Uno è il ‘why dunnit’. Perché ha commesso il delitto?
,Tutto ciò significa che gli indizi relativi a questi tre quesiti sono già stati mostrati in questa storia.
,"... No, strettamente parlando, è così:"
,Dato che voleva che li risolvessi... Beato ha disperso indizi che li riguardassero.
,Che io sia capace o meno di coglierli è un altro discorso...
,Anche se tu pensi che l'indovinello che proponi sia semplice... può essere difficile per la persona che prova a risolverlo.
,"In questo caso, è semplicemente naturale che ci sarà una differenza nella difficoltà a seconda della persona."
,... Pertanto.
,"Come Beato attraversava ogni gioco successivo, mi osservava attentamente... e sistemava il gioco quanto bastava per dargli il giusto arrangiamento."
,"Quando Beato realizzò che mi ero completamente arreso nel secondo gioco perché era troppo difficile, lei si è segretamente preoccupata."
,Se mi fossi arreso e avessi perso la volontà di combattere... il gioco non sarebbe più rimasto su un piano equo.
,"Pertanto, in modo da farmi riottenere la volontà di lottare... dal terzo gioco in poi, lei ha sistemato le cose in modo che fosse più facile per me, dandomi suggerimenti su come combattere e un po' di indizi."
,Virgilia e Ronove ovviamente sono apparsi in modo da potermi aiutare.
,"Inoltre, nonostante avessimo i soliti folli spettacoli di magia, lei mi ha dato la metafora del processo del tubo di Braun, così come suggerimenti per come controbattere."
,"Io alla fine avevo capito come combattere... e verosimilmente, alla fine del quarto gioco..."
,... Beato riuscì ad avere con me la resa dei conti finale che probabilmente desiderava.
,"... Poi, Beato riconobbe a tutti gli effetti le mie abilità... e mi affidò il suo cuore... mi affidò il compito di spiegare questa storia, già..."
,In questo caso... è stato davvero stupido da parta mia boicottare la maggior parte del quinto gioco solo perché ero così disgustato da quelle due streghe...
,Non importa chi sia il Game Master.
,Tutto ciò di cui ho bisogno è cercare la verità nel gioco di Beato.
,"... Al contrario, dovrei probabilmente... ringraziare quelle due streghe giusto un po' per aver continuato il gioco al posto di Beato, quando lei se ne era andata e aveva lasciato tutto a me."
,"Ovviamente, dubito che quelle streghe malvagie stessero cercando di fare una cosa del genere..."
,Colpevole. Crimine. Movente.
,Le risposte a quei tre quesiti finali... gli indizi... devono essere disseminati dappertutto nelle storie precedentemente mostrare.
,Probabilmente è una luce molto fioca... come provare a trovare perline che sono cadute in una spiaggia sabbiosa.
,Loro sono sicuramente lì.
,"... Tuttavia, sono così lievi che a meno che io non ci creda fortemente, sarà impossibile per me trovarli."
Gertrude,"""Per favore. Consentitemi di parlare."""
Ushiromiya Battler,"""... Cosa c'è...?"""
Gertrude,"""Torni indietro... attraverso la storia. ... Sappia che le verranno dati fintanto che non perda di vista la fioca luce della verità."""
Ushiromiya Battler,"""... Ora... attraverso questa storia..."""
Cornelia,"""Sappia che perché sia possibile il ragionamento, è richiesto un rapporto di fiducia."""
Ushiromiya Battler,"""... Già... lo so. ... Infatti... forse me ne sono finalmente accorto proprio ora."""
,È qualcosa che è stato ripetuto in continuazione durante la storia... così persistentemente.
Ushiromiya Battler,"""... Senza amore... la verità... non può essere vista..."""
,"Lentamente, la sala da tè si dissolse nell'oscurità..."
,"Poi, come se stessi lentamente affondando in un mare nero pece... attraversai l'abisso di quel lungo viaggio che avevo preso con Beato... e continuai a cadere e cadere..."
,Fu un'esperienza bizzarra... come superare il confine del sonno mentre si è ancora coscienti.
,"Le diverse storie diventarono fievoli bolle... no, erano piccoli e splendenti Frammenti? ... Ed erano dispersi come stelle in un cielo nerissimo."
,Continuai ad affondare ancora... in quel mare...
,Le storie fino ad ora... una dopo l'altra... ancora e ancora...
,"Virgilio guidò Dante al Monte Purgatorio... e lo condusse ai piedi dell'eterna dama che aspettava sulla vetta, Beatrice."
,Pertanto... gli abissi più profondi non risiedono sul fondo... ma sulla vetta del Monte Purgatorio.
,L'eterna dama... stava aspettando lì Dante... per tutto il tempo...
,{a:c:E allora... io... capii. }
,... Ho finalmente... raggiunto la verità...
,"... Nelle profondità, no... sulla cima... del Monte Purgatorio..."
,... Idiota...
,... Tu... sei davvero... un'idiota...
Ushiromiya Battler,"""... Ah... gwah... fa male..."""
,Lui si risvegliò dal sonno della morte... e poco a poco... il senso del dolore gli tornò...
,"Sul volto di Battler, che guardava ancora il cielo mentre era fissato lì e perforato dalla spada... un'espressione viva e sofferente ritornò gradualmente..."
Ushiromiya Battler,"""Tu... sei davvero... un'idiota... una grande idiota..."""
,Battler... se ne accorse.
,... Per tutto il tempo... Beato era stata rannicchiata su di lui... dormendo.
,E quando la strinse... lui capì... che non era Beato... ma i suoi resti... che si sgretolavano.
,"Perciò, quando Battler provò semplicemente... a stringere quella forma fragile come cenere... proprio come un castello di sabbia fatto su una spiaggia... che era stato bagnato da una piccola onda... essa crollò e perse la sua forma..."
,Ai piedi di Battler... non vi era nient'altro che i logori resti dell'abito di Beato... e una pila di cenere.
,No... in cima a quella pila di cenere... poté vedere qualcosa che brillava d'oro.
,... Era... ciò che rimaneva... di una singola farfalla dorata... che era stata fatta a pezzi...
,E così... Battler... sapeva... io ho... di sicuro raggiunto la verità...
,... Tuttavia... non sono stato capace di farlo... mentre Beato... era ancora in questo mondo...
Ushiromiya Battler,"""... Beato... tu... sei davvero... un'idiota..."""
Ushiromiya Battler,Ho finalmente... raggiunto la verità... di questo folle enigma che hai creato...
Ushiromiya Battler,... Proprio... come volevi tu...!
Ushiromiya Battler,Io non mi sono perso d'animo... e finalmente... alla fine ce l'ho fatta...
Ushiromiya Battler,"Quindi perché... ti sei persa d'animo... senza aspettarmi...? {n}... Tu ci credevi così vivamente, non è vero...? {n}Che io... avrei di certo raggiunto la verità..."
Ushiromiya Battler,Quindi... perché...?
Ushiromiya Battler,Perché... non hai potuto credere in me... e aspettare...?
Ushiromiya Battler,Non sei tu quella che stava torturando all'infinito qualcun altro.
Ushiromiya Battler,Sono io...! Ero io quello che ti sottoponeva ad una tortura crudele...!
Ushiromiya Battler,Tu hai resistito fino alla fine e hai continuato a opporti a me... {n}... E nonostante... io ora abbia finalmente... raggiunto quella verità...
Ushiromiya Battler,E pensare che tu... non hai potuto aspettare di più... e che è troppo tardi...
Ushiromiya Battler,"""I... Idiooooota... perché... ti sei persa d'animo... prima di me? Dannazioneeeeeeeee..."""
,"È stato... un mio sbaglio... io l'ho obbligata a resistere a questa tortura. Infatti, lei stava svolgendo un magnifico lavoro a resistere per così tanto..."
,"Ancora e ancora e ancora in continuazione, tu hai continuato a dibattere con me... e perché io ero così incompetente... era come se non potessi capire la verità."
Ushiromiya Battler,"""Idiota... idiota... i tuoi enigmi... erano troppo contorti...!! ... Perché non potevi... dirlo... più semplicemente...? ... Idiooooooooooooota!! Gaaaaaaaaaaaaaggghhhhh!!"""
,Il suo urlo di dolore... riempì... la triste cattedrale...
,La triste strega che non era stata in grado di far capire a Battler la verità. {n}Il triste uomo che non era stato in grado di capire la verità della strega.
,L'urlo di rabbia e tristezza di Battler per quella coppia riecheggiò...
,"L'orologio affisso nella cattedrale mostrò che erano le 24:00 del 5 ottobre, 1986."
,Il tempo era finito... per tutto quanto...
,Mi stai prendendo in giro... non mettere qualcosa come un tempo limite per questo complicato enigma di cui sei così orgogliosa...
Ushiromiya Battler,"""... No... ho capito... nonostante ci fosse una così debole possibilità che il miracolo avvenisse... tu hai pregato perché accadesse... tu sei... proprio come il Nonno."""
,"Hai pregato e scommesso sul potere di un miracolo... uno così improbabile che era completamente impossibile, meno probabile che trovare una perlina che ti è caduta in una spiaggia sabbiosa..."
,E questo significa che ora sono davvero giunto a quel miracolo.
,Tuttavia... il tuo tempo... non è durato abbastanza...
,Se solo avessi raggiunto questo punto un po' prima...
,Se solo avessi potuto vedere la verità...!!
,Se ce l'avessi fatta poco prima che finisse il tempo... io sarei... potuto riuscire a salvarti...!!
,Ma ora... sono stato pateticamente trapassato. ... Io non posso... nemmeno stringere ciò che rimane di te...!
,"... Mentre cercavo di tirare fuori la spada lunga... provai ad allungare le braccia e scalciare, lottando per cercare almeno di toccare le sue spoglie... ma niente funzionò."
Ushiromiya Battler,"""... Merdaaaaaaaa... dannazioneeeeeeeeeeee...!!!"""
,"... In quel momento, notai un bagliore dorato sul palmo della mia mano."
,Era... una singola ala di una farfalla dorata.
,Quel piccolo Frammento d'oro... era l'unico pezzo di Beato... che mi era permesso toccare...
,"Piansi con tutta la mia forza... strinsi quel Frammento... me lo portai alla fronte, scusandomi."
,... Perché non sono riuscito a raggiungere la verità prima...?
,Poi lo strinsi al petto... promettendo che anche ora... non avrei mai più... perso... ... la verità...
,"Quando spinsi la mano contro il mio petto... la spada che mi trafiggeva mi tagliò il polso, e del sangue gocciolò fuori."
,Quel sangue si sparse nel mio pugno... e deve aver... bagnato quel Frammento dorato con il mio sangue rosso.
,Doveva essere... l'unica maniera per dirle... che avevo trovato la verità che mi voleva far conoscere...
,Afferrai l'ala della farfalla dorata... con la mano da poco sanguinante... e la spinsi contro la spada rossa che mi aveva trafiggeva...
,A questo punto... Ushiromiya Battler... sa. E lui ha capito.
,... Lui ha trovato... tutto riguardo... questa storia...
,In quel momento... sembrava come se... una debole luce dorata fuoriuscisse dagli spazi nel suo pugno stretto.
,"Le due streghe avevano le loro schiene girate, ed Erika stava ridendo del cadavere di Battler."
Furudo Erika,"""... Questo è davvero patetico, Battler-san. Renderò la tua sciocchezza in una statua, e per tutta l'eternità... Eh...?"""
,"In quel momento, il petto di Battler... no... la lunga spada rossa che trafiggeva Battler... iniziò a brillare d'oro dal profondo del suo petto..."
,Quella vivace luce dorata... iniziò a cambiare il colore della spada rossa... facendola diventare d'oro...
{f:5:Bernkastel},"""... Cosa sta succedendo...?"""
Furudo Erika,"""B... Battler è... cosa... è questo...?!"""
Dlanor,"""... Ah."""
Ushiromiya Battler,"""Gwah...!!"""
,Battler tossì sangue e gemette.
,"La sua coscienza... tornò. La sua volontà di vivere, la sua volontà di combattere... tornò..."
,La spada rossa che trafiggeva Battler... non poteva più essere definita tale.
,"... In quel momento, era diventata una spada dorata."
,Poi... lentamente... lentamente... si estrasse dal petto di Battler...
,Alla fine si tirò fuori da Battler e iniziò a danzare nell'aria... poi si elevò di fronte agli occhi di Battler come se sapesse chi fosse il suo padrone.
,"Battler, strisciando sul pavimento e gemendo, afferrò la spada dorata... e anche se sembrava in agonialentamente... si sollevò ancora una volta in piedi."
{f:5:Bernkastel},"""... Questa è di certo una recita elaborata. ... È uno dei tuoi trucchetti, Lambda?"""
{f:5:Lambdadelta},"""Q... Quel bagliore... n-non può essere..."""
,Lambda meravigliata fissava con occhi spalancati quel vivido bagliore dorato...
,"Quando notò che la resurrezione di Battler non faceva parte del copione che Lambda aveva pensato, anche Bern si accigliò leggermente..."
{f:5:Bernkastel},"""... Mi spiace. Nuovi processi non saranno permessi. Sorelle Siesta, eliminate quest'illusione di resurrezione..."""
Chiester00,"""Ricevuto. 45, 410, permesso di far fuoco ricevuto."""
Chiester45,"""È... è... impossibile da bersagliare!! IFF error, code 999...!"""
Chiester410,"""... Eeek."""
Chiester00,"""... 999, avete detto... impossibile...!"""
,"Le Sorelle Siesta esitarono, incapaci di eseguire gli ordini di Bernkastel..."
{f:5:Bernkastel},"""Lambda. Che tipo di farsa è questa? ... L'Illusione della Strega è stata completamente distrutta, e il processo è terminato con la nostra vittoria."""
{f:5:Lambdadelta},"""... Mi spiace, Bern. ... Dovrai trattenerti qui un po' più a lungo. ... Non è forse così, Ushiromiya Battler...?"""
Ushiromiya Battler,"""... Già. ... Scusate per avervi fatto attendere, Erika... Bernkastel. ... Ora è il momento della mia verità..."""
{f:5:Lambdadelta},"""Richiesta per un nuovo processo accettata. ... L'assemblea delle streghe ritira l'aggiornamento della Corte delle Illusioni!!"""
{f:5:Bernkastel},"""O-Obiezione. Il processo si è già concluso e il risultato è perfino stato annunciato...!"""
{f:5:Lambdadelta},"""Obiezione respinta...!! Tutti i verdetti sono oscurati da nuove verità!!"""
{f:5:Bernkastel},"""Obiezione!! Non solo Battler è stato bandito come giocatore, ma non possiede neanche il rango di strega...! Non è qualificato per richiedere un appello...!"""
{f:5:Lambdadelta},"""Obiezione respinta!! Lui lo possiede già. ... Col nome di Lambdadelta, Strega della Certezza, io lo riconosco... Ushiromiya Battler...! Io ti riconosco come nuova Strega Dorata... no... come il nuovo Stregone dell'Infinito, Ushiromiya Battler...!!!"""
Furudo Erika,"""... C... Che cosa ha detto...? ... B... Battler ha ottenuto... il rango di una strega...?!"""
,"Il rango di strega, che lei aveva desiderato per così tanto, era stato garantito a Battler così in fretta."
,"E soprattutto, non era niente di temporaneo. ... Questa era un'ufficiale, propria autorizzazione da parte di Lambdadelta."
,"Erika non poteva accettarlo, e la sua faccia diventò di un rosso acceso..."
{f:5:Bernkastel},"""... Hmph... hehehehehhahaahahahahahahaaah!! Sembra che il gioco di quella ragazza ci continuerà ad intrattenere fino alla fine...! E va bene, starò al gioco...!"""
{f:5:Bernkastel},"""Erika, te ne occuperai tu...! La verità rossa che hai creato con me è perfetta...! {n}La ricostruzione della verità che fa di Natsuhi la colpevole è perfetta...! Battler certamente non sarà capace di infrangerla!"""
Furudo Erika,"""O-Ovviamente, mia padrona...!! Non c'è affatto bisogno di preoccuparsi! {n}Ad ogni modo, Sorelle Siesta, la mia padrona vi ha ordinato di fare fuoco, giusto?! Quanto ci vuole ancora perché eseguiate quell'ordine?!"""
Chiester45,"""E-Error code 999! U-Un codice di accesso è richiesto per bersagliare il Signore del Territorio...!"""
Chiester410,"""... Nyeh. Ve l'avevo detto che ce l'avrebbe fatta nyeh."""
Furudo Erika,"""Signore del Territorio...?! Chi è?! Chi controlla questo Frammento?! Io...!!"""
{f:5:Bernkastel},"""... Signore del Territorio... non vorrete dire che... Battler è...?"""
Chiester00,"""Sì. Ushiromiya Battler è stato autorizzato come Signore del Territorio ufficiale di questo Frammento...!"""
{f:5:Lambdadelta},"""Sì, esatto. ... Quindi ancora non avete capito? Non sapete cosa significano quelle scintille dorate? ... Lui l'ha raggiunta... Battler l'ha fatto. ... Si è fatto strada tra gli abissi più profondi di tutte le verità!!"""
Ushiromiya Battler,"""..."""
{f:5:Lambdadelta},"""Questo significa che Battler ha compreso tutto di questo mondo, di questa storia, di questo gioco. ... In altre parole, ha raggiunto la posizione di padrone del gioco. ... *giggle* scommetto che non vuoi crederci, vero, Bern?!"""
{f:5:Bernkastel},"""... Heh... *giggle*giggle*giggle*giggle*!! Già, non voglio crederci...!! Ok, metterò alla prova Battler per vedere se davvero ha compreso tutto...!! Erika!"""
{f:5:Lambdadelta},"""Che peccato, Erika. ... Proprio quando eri stata indicata come padrona del territorio di questo Frammento, sei stata privata di quel titolo."""
{f:5:Lambdadelta},"""Il nuovo padrone di questo Frammento è Ushiromiya Battler. ... *giggle*, non è terribile? Ehi, ehi, non ti senti malissimo?! Cosa si prova ad essere privati di quel titolo quando l'avevi finalmente raggiunto?! Cosa si prova?!"""
Furudo Erika,"""Ahh... waaaaaaaaaaaahhhhhggh!!"
Furudo Erika,"Battleeeeeeeeeeeeeeeeeeeeeeeeeeer!!! Se pensi di poter negare la mia teoria, allora provaciiiiiiiiiiiiiiiiii!!"
Furudo Erika,"È impossibile, im p o s s i b i l e !! La teoria che ho creato non ha falle!! {n}È impossibile negare che Natsuhi è la colpevole!!"""
Ushiromiya Battler,"""... {p:1:Posso elaborare una teoria con qualcuno diverso da Natsuhi oba-san come colpevole.} {p:1:}... Può essere vero che la tua teoria è impossibile da invalidare. {n}Se è così, questo significa che la tua verità non sarà capace anch'essa di negare la mia nuova verità...!"""
,Battler parlò con la verità rossa permessagli dal suo status di stregone.
Furudo Erika,"""U... Un colpevole che non sia Natsuhi...?! ... H... Hah!! E come?!! Dlanor!! Vediamo dove ci porta questo delirio di Battler-san...!!"""
,... Lentamente... Dlanor fece un passo avanti.
,Nella sua mano... c'era la lunga spada rossa del Decalogo. Aveva anche una spada corta blu.
,Nella mano di Battler... c'era una spada dorata.
,"... I due rivali ancora una volta... no, per la prima volta... si confrontarono davvero l'uno con l'altra."
Dlanor,"""... Battler, stavo ASPETTANDO."""
Ushiromiya Battler,"""Scusa per averti fatto aspettare."""
Dlanor,"""Non l'hai FATTO. Il tuo ritorno è stato prima di quanto mi ASPETTASSI."""
Furudo Erika,"""Uccidilo, Dlanor A. Knoooooooooooxxxx!!!"""
,"La sagoma di Dlanor scomparve in un istante. Come se i suoi lenti, dignitosi momenti di prima fossero solo una menzogna...!"
,... La curva tracciata dalla spada della verità rossa si impresse a fuoco nelle retine di coloro che la videro.
,Prima che qualcuno avesse avuto abbastanza tempo da seguirla... si stava già avvicinando al petto di Battler...!
Dlanor,"""{p:2:Il ragionamento di Lady Erika ha risolto il quinto GIOCO.} {p:2:Non esistono nuovi fatti che possono capovolgere la verità di questo RAGIONAMENTO...!!}"""
Ushiromiya Battler,"""{p:1:È possibile mostrare una verità differente usando un'interpretazione diversa!!} {p:1: }Quando molteplici verità esistono in parallelo, la veridicità di entrambe è messa in discussione!!"""
,"In questo mondo isolato, è possibile che verità differenti esistano allo stesso tempo."
,"Inoltre, fino a quando esistono molteplici verità, è impossibile affermare che una di esse è l'unica verità."
,"In altre parole, anche se non posso rovesciare il ragionamento di Erika, mettendo in discussione la sua credibilità... e conquistarla, posso sconfiggerlo...!"
{f:5:Lambdadelta},"""Il ragionamento di Bern è perfetto. Non sarai capace di rovesciarlo facilmente. ... Tuttavia. Se riesci a presentare una teoria pari a quella di Bern, la battaglia giungerà ad un verdetto. Ciò significa che è possibile che una delle due verità sarà sconfitta e negata!"""
{f:5:Bernkastel},"""... Questo capovolgimento di trama è davvero ridicolo...!! Da quello di un demone non mi sarei aspettata niente di meno!!"""
Dlanor,"""Allora lasciamelo CHIEDERE!! Qual è questa teoria con qualcuno che non sia Natsuhi come COLPEVOLE?!!"""
,La spada dorata di Battler tracciò curve sia rosse che blu a sua volontà.
Ushiromiya Battler,"""{p:2:È possibile costruirla usando la vendetta del bambino di 19 anni fa, che Natsuhi oba-san ha confessato.}"""
Dlanor,"""{p:1:Knox Primo.} {p:1:È proibito che il colpevole sia qualcuno non menzionato nella parte iniziale della storia!} {p:1:Una persona introdotta per la prima volta nel quinto gioco non può essere il COLPEVOLE...!!}"""
Ushiromiya Battler,"""{p:2:E se il bambino di 19 anni fa fosse tra noi sin dall'inizio?} {p:2:Per esempio... se fossi io?!}"""
Dlanor,"""{p:1:Knox Ottavo.} {p:1:È proibito che il caso venga risolto utilizzando indizi non presentati!} {p:1: }C'è mai stato qualche indizio che mostrava che potessi essere tu il bambino di 19 anni FA?!!"""
Ushiromiya Battler,"""{p:1:La verità rossa dal quarto gioco che io non sono il figlio di mia Madre Asumu.} {p:1:La sensazione che Papà stesse nascondendo qualcosa sia nel primo che in questo gioco.} {p:1:In particolare, in questo gioco, è stato reso chiaro che ci furono alcune circostanze speciali riguardanti la mia nascita.}"""
,Battler propose che potesse essere lui il bambino di 19 anni fa... e annunciò che avrebbe ricostruito il delitto con se stesso come colpevole.
,"Mentre Dlanor teneva cautamente pronta la sua spada, calibrò la distanza tra loro..."
,"Ora che Battler aveva ereditato la posizione di signore del territorio di questo mondo e ottenuto il grado di Stregone dell'Infinito, i suoi movimenti superavano la comprensione umana."
,"Ora come ora, la distanza fisica tra loro due probabilmente era nulla."
,Perché la loro battaglia estremamente agile stava superando il punto dove il concetto di distanza fa la differenza.
Dlanor,"""... Un buon INIZIO. Sentiamo... la tua teoria con Battler come COLPEVOLE...!"""
Ushiromiya Battler,"""Già, ve la farò sentire. Proverò che anche questa spiegazione è applicabile... e che non potete essere certi che Natsuhi oba-san sia la colpevole...!"""
Furudo Erika,"""{p:0:＜}Good{p:0:＞}!! Se stai ipotizzando di essere il colpevole, questo crea diverse contraddizioni! Userò queste contraddizioni per strappare la tua flebile verità! Io, Furudo Erika, la detective e la Strega della Verità lo farò...!!"""
,"Questa volta, Erika fece un passo avanti."
,"... Nella sua mano, apparve una falce come quella che tiene la Morte. {n}Una crudele falce per mietere qualsiasi cosa minacci la sua teoria...!"
Furudo Erika,"""{p:2:È possibile solamente che il crimine abbia avuto luogo tra le 24:00 e l'1:00!!} {p:1:Durante quella singola ora, tu eri nella sala da pranzo della villa!!} {p:2:Pertanto, era impossibile per te commettere il crimine!}"""
Ushiromiya Battler,"""{p:1:Non è stato specificato che l'ora del decesso fosse tra le 24:00 e l'1:00.} {p:2:Pertanto, è possibile che il crimine non si sia verificato tra le 24:00 e l'1:00...!}"""
Furudo Erika,"""C'è una restrizione sugli omicidi nella stanza dei cugini! {p:1:Dall'1:00 fino alla scoperta del delitto, era impossibile che il crimine si verificasse nella stanza dei cugini!!}"
Furudo Erika,"Dlanor, ora!!!"""
Dlanor,"""{p:1:Knox Ottavo.} {p:1:È proibito che il caso venga risolto utilizzando indizi non PRESENTATI.} {p:1:Se il delitto fosse stato davvero compiuto nella stanza dei cugini, gli indizi devono essere MOSTRATI.} {p:1:Dato che non sono stati dati indizi al detective, Lady Erika, che stava sorvegliando qualsiasi anomalia dentro quella stanza fino alla mattina, un simile crimine è IMPOSSIBILE...!!}"""
Ushiromiya Battler,"""{p:2:Come momento della scoperta del delitto, voi intendete il punto in cui io ho urlato e tutti si sono riuniti lì.} {p:2:Anche se era impossibile ucciderli prima di quel momento, era possibile ucciderli in seguito...!!}"""
,Battler usò un lampo blu per deviare entrambe le verità rosse che Erika e Dlanor gli avevano scagliato...!
