Speaker,Italian (Ars Magica) (Old) (ITA)
Hachijo Tohya,"... Per questo rimpiango ciò che feci. ... Se solo... avessi potuto... incontrarti prima... tu... e l'Ushiromiya Battler dentro di me... avrebbero potuto evitare di soffrire per tutti questi anni... il solo pensarci mi fa sentire così... addolorato..."""
,"Come quello che una volta era Ushiromiya Battler disse così, scoppiai a piangere."
,... Avevo già... capito.
,Quindi... era davvero così. Ushiromiya Battler... era davvero morto quel giorno.
,Dopotutto... le streghe non avevano forse detto così tante volte con la verità rossa che era morto...?
,... Che cosa patetica per la Strega della Resurrezione... per la Strega della Verità... che aveva giurato che tutti sarebbero stati assieme per sempre...
,......
Ushiromiya Ange,"""... Tohya-san. La prego, alzi la testa."""
Hachijo Tohya,"""... M... Miss Kotobuki..."""
,Loro capirono perché l'avevo chiamato Tohya-san.
,Chiamando ‘lui’ con quel nome... sentii che l'agitazione nel mio cuore era un poco calata.
Ushiromiya Ange,"""La ringrazio. ... Deve aver sofferto così tanto. ... La ringrazio di cuore, Mr. Tohya..."""
Hachijo Tohya,"""... Uu... uuuuuuuuu... uuuuu..."""
Ushiromiya Ange,"""... Ti ringrazio, Nii-san. ... Grazie... per esserti sforzato così tanto per venire qui oggi..."""
,Tenendoci per mano... avvicinammo le nostre fronti e piangemmo insieme per un po'.
,Poi parlammo dei vecchi tempi.
,"Si ricordava chiaramente molte cose, persino cose che non riuscivo a ricordare io stessa."
,"Ogni volta, queste mi facevano piangere persino più forte e lui chinava la testa in segno di scusa."
,"Realizzai quanto questo lo feriva, quindi continuai ad annuire in segno d'incoraggiamento con una strana espressione sul mio volto, qualcosa tra un singhiozzo e un sorriso."
,... Anche se lui non è Ushiromiya Battler. Il mio Onii-chan è tornato da me...
,Bentornato a casa... Onii-chan...
,Fuori si era già fatto buio.
,"Nonostante fosse venuto da molto lontano, aveva deciso di stare fino a così tardi."
,Lasciammo quel posto.
,Probabilmente è meglio... se non incontrassi più Mr. Tohya.
,Gli causerebbe dolore... e ovviamente mi ritroverei ancora una volta legata al passato.
,"Nonostante ciò, solo un'altra volta. C'era un posto che sentivo di dovergli mostrare."
Ushiromiya Ange,"""... Mr. Tohya. ... Sarebbe un problema incontrarsi con me solo un'ultima volta? C'è un posto che sento di doverle mostrare."""
Hachijo Tohya,"""... Certo, mi va bene."""
,"Dalla mia borsa, tirai fuori un invito scritto su un foglio A4 piegato."
,La coppia lo spiegò.
Hachijo Ikuko,"""Cielo. Sembra un evento splendido."""
Hachijo Tohya,"""... Ora che ci penso, lei è coinvolta in molte cose a parte i romanzi, non è vero?"""
Ushiromiya Ange,"""Quel giorno, mi dedichereste il vostro tempo solo un altra volta? ... In questo modo, penso che sia io che mio Fratello saremo soddisfatti. Penso che... potrebbe anche essere un'opportunità per lei di liberarsi dal peso dei ricordi di mio Fratello, Mr. Tohya."""
Hachijo Ikuko,"""... Io... non credo che avremo degli impegni per allora. Dipende se riusciremo a finire la postfazione per il libro."""
Hachijo Tohya,"""Va bene, Miss Kotobuki. ... Saremmo felici di unirci a lei."""
Ushiromiya Ange,"""La ringrazio, Mr. Tohya..."""
,Quella fredda notte di Ottobre ricordava che l'inverno si stava avvicinando.
,... Le due persone che si facevano chiamare Hachijo Tohya visitarono la città ancora una volta su invito di Ange.
,Una macchina si fermò di fronte ad una grande costruzione.
,"Ikuko aprì e spiegò la sedia a rotelle con mano esperta, offrì una spalla a Tohya mentre lui usciva dal sedile del passeggero e lo aiutò a sedersi."
Hachijo Ikuko,"""... Sembra splendida."""
Hachijo Tohya,"""La Fukuin House. ... È la prima volta che ci vengo... ma la conosco bene. {n}Credo sia l'istituzione per bambini che fu fondata dalla famiglia Ushiromiya."""
Ushiromiya Ange,"""Madame Ikuko, Mr. Tohya. Permetteteci di darvi il benvenuto nella Fukuin House."""
,Furono accolti da Ange e qualche membro dello staff.
,Quella era... la Fukuin House.
,Un'opera di assistenza per bambini sfortunati che avevano perso i loro genitori.
,"In passato, questa istituzione era stata fondata grazie al supporto di Ushiromiya Kinzo."
,"Tuttavia, quel supporto era stato interrotto e la Fukuin House era stata per un periodo costretta a chiudere."
,"Sono passati decenni. E ora, l'istituzione sarebbe tornata in vita."
,Fatta tornare in vita per mano di Kotobuki Yukari.
Hachijo Tohya,"""... È un piacere vederla ancora, Miss Kotobuki. La ringrazio per l'invito. ... Questo è da parte di noi due. Non è tanto, ma spero che i bambini ne possano godere."""
Ushiromiya Ange,"""Non è questa la ragione per cui vi ho invitato... le mie scuse..."""
Hachijo Ikuko,"""Non si preoccupi... le storie del futuro sono sempre intessute dai bambini. ... Dopotutto, senza di loro la storia degli umani non continuerebbe."""
Hachijo Tohya,"""I bambini sono preziosi. Quindi la prego, faccia che sia utile."""
Ushiromiya Ange,"""... Vi ringrazio molto. ... Abbiamo un modulo per le donazioni, perciò se non è di troppo disturbo..."""
,La Fukuin House era stata drasticamente rimodellata negli anni recenti.
,Nella speranza che i bambini un giorno l'avrebbero ricordato come un posto divertente...
,Ange usò il proprio denaro per rimodellarla enormemente in una costruzione bellissima.
,"... Ora lei aveva accumulato un bel patrimonio come scrittrice, ma anche senza di esso, lei aveva messo da parte le decine di milioni di yen che otteneva ogni anno dal gruppo Ushiromiya, sotto il nome di spese di sostentamento."
,Quel denaro era stato generosamente usato per aiutare i bambini.
,"Quando arrivarono all'atrio d'entrata, una scena gioiosa si diffuse davanti a loro."
,Disegni e modellini creati dai bambini. ... Ogni angolo era riempito di cose in mostra.
,Il contrasto tra quella costruzione elegante e l'atmosfera di scuola era stupefacente.
,Le grida e le risate dei ragazzini che correvano riecheggiavano dalla distanza.
Hachijo Tohya,"""... Immagino che molti bambini siano venuti qui chinando la testa dalla tristezza. Pensare che siano qui ridendo in questo modo... Ha fatto davvero qualcosa di grandioso."""
Ushiromiya Ange,"""Tutte le persone possono usare la magia per creare il loro futuro e trovare un Frammento di felicità. ... Questa è la scuola di una strega per insegnare quella magia."""
Hachijo Tohya,"""Il ‘Dormitorio della Strega’ dalla Grande Avventura di Sakutarou?"""
Ushiromiya Ange,"""... Oh, che imbarazzo. ... Quindi l'avete letto anche voi..."""
Hachijo Ikuko,"""L'abbiamo subito letto proprio dopo il nostro ultimo incontro. ... Devo davvero chinare la testa non solo al suo talento come scrittrice, ma al calore del suo cuore."""
Ushiromiya Ange,"""Che imbarazzo... da questa parte, dritti fino alla fine."""
,"Spingendo la sedia a rotelle di Tohya, avanzammo attraverso il corridoio e raggiungemmo le grandi porte alla fine."
,Le voci felici dei bambini provenivano dall'altra parte.
,"Apparentemente, era dove si stava tenendo la festa di stanotte."
,C'erano diversi Jack-o-Lantern ritagliati in origami.
,Stanotte... c'era la festa di Halloween della Fukuin House.
Ushiromiya Ange,"""Ecco qui, Mr. Tohya."""
Hachijo Tohya,"""Capisco, è dolcetto o scherzetto."""
,Gli fu data una borsa piena di caramelle.
,Un'insegnante lo avvertì a voce bassa di stare attento ai bambini sfrenati.
Hachijo Tohya,"""... Bambini. Non ho avuto a che fare con loro da anni."""
Ushiromiya Ange,"""Vi prego di raccontare ai bambini storie di sogni. Siamo tutti ospiti benvenuti qui..."""
Hachijo Tohya,"""Complicato... cosa dovrei raccontar loro?"""
Hachijo Ikuko,"""‘Quando dovete consegnare il vostro manoscritto, scegliete attentamente la vostra agenzia di pubblicazione’?"""
Hachijo Tohya,"""‘Non prestate attenzione ai sondaggi dei lettori’."""
Ushiromiya Ange,"""*giggle*giggle*. Allora apro le porte. I bambini stanno aspettando."""
,Ange aprì la grande doppia porta...
Hachijo Tohya,"""Questo... è..."""
,"Alla vista dell'atrio... Tohya aprì la bocca in shock, i suoi occhi spalancati."
,Quello era... il grande atrio della villa Ushiromiya.
,"No, impossibile..."
,Quella era chiaramente la Fukuin House.
,Quell'atrio... era proprio come quello nella villa di Rokkenjima...
Hachijo Ikuko,"""... Che splendido atrio."""
Hachijo Tohya,"""Questa è... una replica... dell'atrio nella villa Ushiromiya... su Rokkenjima..."""
Ushiromiya Ange,"""Sì. ... L'ho riprodotto per quanto mi ha permesso la mia memoria. I dettagli potrebbero essere sbagliati però."""
Hachijo Tohya,"""... No. ... Questo è davvero... l'atrio della villa della famiglia Ushiromiya... in quel giorno..."""
,"E poi, gli occhi di Tohya fissarono... qualcosa dall'altra parte della stanza."
,Era... un ritratto. Un ritratto dell'altra padrona di Rokkenjima.
Hachijo Tohya,"""... È... esattamente lo stesso dei miei ricordi..."""
Ushiromiya Ange,"""L'artista assunto da Ushiromiya Kinzo per dipingere il quadro aveva una foto. ... Gliel'ho fatto dipingere di nuovo basandosi su ciò."""
Hachijo Tohya,"""..."""
,Ero semplicemente bloccato dallo shock.
,"Il lungo, largo tavolo era colmo di cibo per la festa di Halloween e circondato da bambini che si stavano rimpinzando."
,"L'insegnante disse ‘tutti voi, abbiamo ospiti’."
,... I bambini ci guardarono tutti assieme... poi si alzarono e corsero in avanti...
,I loro larghi sorrisi all'arrivo di questo ospite atteso a lungo mi avvolsero.
,I sorrisi e gli occhi dei bambini... mi diedero il benvenuto.
,Sì... li conosco. ... Conosco... tutti i vostri volti...
,"C'è voluto davvero tanto, fin troppo... Sono finalmente qui, alla fine..."
