Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
Shannon,"""People who aren't honest with themselves, like you, are... ...what was that word I learned from George-sama...? That's right, I think it was ""{c:86ef9c:tsundora}"". Apparently, they'll be all the rage in a decade or so."" ","""People who aren't honest about their feelings, such as you, Milady, ...what was that word again, I learned it from George‐sama. That's right, they call them ""{c:86ef9c:tsundora}"". Apparently they will be quite popular a few decades from now, you know?""","""For people that aren't honest, like you, Milady, ...what was that word again, I learned it from George-sama. That's right, weren't they called '{c:86EF9C:tsundora}'? Sounds like it will become popular after a few decades, doesn't it?""",「お嬢様のような素直じゃない方を、…何でしたっけ、譲治さまに習いました。そうそう、ツンドラとか言うそうですよ？　あと十数年かすると流行るんだそうですよ？」,[=JP],"""Людей, которые не так честны, как вы, миледи... Какое же это было слово, я его от Джорджа‐сама слыхала. Так вот, таких называют '{c:86ef9c:цундора}'. Похоже, такой типаж будет популярен спустя нескольких десятков лет, как вам кажется?""","""Pessoas que não são honestas sobre seus sentimentos, assim como você, são... ...qual era aquela palavra mesmo...eu a aprendi com George‐sama... Ah, sim! Isso mesmo, chamam elas de ""{c:86ef9c:tsundora}"". Aparentemente vai ser algo bem popular daqui a algumas décadas, sabia?""",「像小姐這種不肯坦白心意的人，…是叫什麼來著，讓治少爺教過我的。對了對了，好像是叫熬餃哦？好像說是再過幾十年就會很流行的哦？」,「像小姐这种不肯坦白心意的人，…是叫什么来着，让治少爷教过我的。对了对了，好像是叫熬饺哦？好像说是再过几十年就会很流行的哦？」,"""Per le persone che non sono sincere, come lei, Milady... c'era una parola apposta, l'ho imparata da George-sama. Ecco, non si chiamavano forse ‘{c:86EF9C:tsundora}’? Sembra che diventerà popolare tra qualche decennio, sa?""","""Signorina, le persone come lei che non sono sincere su quello che provano... Com'era che si chiamavano, me lo aveva spiegato il signorino George...{n}Giusto, mi sembra che vengano chiamate ‘{c:86ef9c:tsundora}’. Pare che tra qualche decennio diventerà un termine popolare, lo sapeva?""","""Leydim, sizin gibi duyguları konusunda dürüst olmayan insanlara, ...neydi o kelime, George-sama'dan öğrenmiştim. Evet evet, onlara ""{c:86ef9c:tsundora}"" diyorlar. Anlaşılan bundan birkaç on yıl sonra oldukça popüler olacaklar."""
Ushiromiya Jessica,"""Wow, George nii-san sure is incredible, managing to foresee future trends like that. Awesome. ...No, wait! Are you saying I'm living in the wrong decade?! ","""Wowww, George nii‐san sure is incredible... So, he's capable of foreseeing future trends now, is he? Awesome. ......No, wait! You're saying I'm living in the wrong time period!""","""Wo-w, George nii-san sure is incredible... so, he's capable of foreseeing future trends now, is he? Awesome. ......No, wait! Are you saying I'm living in the wrong time period?! ",「へー、さっすが譲治兄さんだなぁ、未来のトレンドがわかるのかよ。すげーぜ。……じゃなくて！　ってことは私ってタイプは時代がズレてるってことじゃねぇかよ！,「へー、さっすが譲治兄さんだなぁ、未来のトレンドがわかるのかよ。すげーぜ。……じゃなくて！　ってことは私ってタイプは時代がズレてるってことじゃねぇかよ！」,"""Ого, какой Джордж нии‐сан молодец, так неплохо разбираться в будущих веяниях. Потрясно. ......Нет, погоди! Ты хочешь сказать, что мой типаж приходится на неподходящее время?!""","""Ohh, o George nii‐san certamente é incrível... Ele é capaz de prever tendências futuras agora, é? Incrível. ......Só que não! Você está dizendo que estou vivendo no período de tempo errado!""",「是嘛，不愧是讓治哥啊，連未來的流行趨勢都能知道。厲害啊。……不對！照這麼說我這類型不就是不合時代嗎！」,「是嘛，不愧是让治哥啊，连未来的流行趋势都能知道。厉害啊。……不对！照这么说我这类型不就是不合时代吗！」,"""Wo-w, George nii-san è davvero incredibile... quindi, è capace di anticipare le mode future? Incredibile. ... No, aspetta! Stai dicendo che vivo nel periodo sbagliato?!","""Wow, tipico del cugino George. Quindi lui anticipa le mode future? Incredibile... No, un attimo! Stai dicendo che le tipe come me sono nate nel periodo sbagliato?!""","""Vay canına, George nii-san gerçekten inanılmaz... Demek gelecekteki trendleri önceden görebiliyor, öyle mi? Müthiş. ......Hayır, dur! Bana yanlış zaman diliminde yaşadığımı söylüyorsun!"""
Ushiromiya Jessica,"Waah, waah, waah, I give up!!"" ","""Waah, waah, waah, I'm dooooomed!!""","Waah, waah, waah, I give u-p!!""",うわーうわーうわー、もう駄目だー！！」,「うわーうわーうわー、もう駄目だー！！」,"""Уа‐а‐а‐а, да проще повеситься!""","""Waah, waah, waah, estou condenaaaaada!!""",「嗚哇嗚哇嗚哇——，完蛋了——！！」,「呜哇呜哇呜哇——，完蛋了——！！」,"Waah, waah, waah, mi arrend-o!!""","""Waah waah waah, è finita per me!!""","""Waah, waah, waah, ben bittim!!"""
,"...It took several days of wasted efforts, but in the end, Jessica agreed to the plan of having Kanon pretend to be her boyfriend... ","......Ultimately, Jessica wasted several days before finally agreeing to the plan of having Kanon pretend to be her boyfriend......","......It took several days of fruitless efforts, but in the end, Jessica agreed to the plan of having Kanon pretend to be her boyfriend......",……結局、朱志香は、嘉音を彼氏の代役に立てようという計画に乗るのに、数日の無駄な時間をかけなければならなかった……。,[=JP],"......В конце концов, Джессика согласилась с планом Шаннон, согласно которому Канон будет выступать в роли её парня, но на это у неё ушло несколько дней...","......Por fim, Jessica gastou diversos dias antes de finalmente concordar com o plano de fazer Kanon fingir ser namorado dela......",……結果，等朱志香接受讓嘉音來假扮男朋友的計劃時，已經白白浪費了好幾天時間……。,……结果，等朱志香接受让嘉音来假扮男朋友的计划时，已经白白浪费了好几天时间……。,"... Aveva richiesto alcuni giorni di inutili sforzi, ma alla fine, Jessica fu d'accordo con il fingere che Kanon fosse il suo ragazzo...","Alla fine, ci volle qualche giorno affinché Jessica acconsentisse al piano di rendere Kanon il suo finto ragazzo...","......En sonunda Jessica, Kanon'un erkek arkadaşı gibi davranması planını kabul edene kadar birkaç gününü boşa harcadı......"
Kanon,"""...Yes, Milady. Did you call me?"" ","""......Yes, Milady. Did you call me?""",[=UP],「……はい、お嬢様。お呼びでしょうか。」,「……はい、お嬢様。お呼びでしょうか」,"""......Да, миледи. Вы вызывали меня?""","""......Sim, ojou‐sama. Você me chamou?""",「……小姐。您叫我嗎？」,「……小姐。您叫我吗？」,"""... Sì, Milady. Mi ha chiamato?""","""...Eccomi, signorina. Mi ha chiamato?""","""......Evet, Leydim. Beni mi çağırdınız?"""
,Jessica regretted calling out at such a bad time. ,"Jessica realized that she had called him at a bad time, and immediately regretted it.",Jessica regretted calling out at such a bad time.,朱志香は、あぁ悪いタイミングで声を掛けてしまったと後悔する。,[=JP],"Джессика сожалела, что позвала его в такое неподходящее время.","Jessica percebeu que havia chamado‐o em uma hora ruim, e imediatamente se arrependeu.",朱志香為選錯了叫住他的時機而後悔了起來。,朱志香为选错了叫住他的时机而后悔了起来。,Jessica si pentì di averlo chiamato con un così cattivo tempismo.,Jessica si pentì di averlo convocato in un brutto momento...,Jessica onu kötü bir zamanda çağırdığını fark etti ve hemen pişman oldu.
,"...Kanon always looked sullen, but he had some bad days and some better days. ","...Kanon always had a sour look, but even so, he had some good days and some bad days.","...Kanon always had a sour look, but he had some bad days and some good days.",…嘉音はいつも仏頂面だが、その中でも機嫌の悪い日とマシな日がある。,[=JP],"...У Канона всегда было мрачное лицо, но у него случались как плохие, так и хорошие дни.","...Kanon sempre tinha um olhar azedo, mas ainda assim, ele possuía alguns dias bons e alguns dias ruins.",…雖說嘉音總是擺著一副面無表情的臉，不過就算這樣，他也是有心情不好的日子和心情稍好的日子的。,…虽说嘉音总是摆着一副面无表情的脸，不过就算这样，他也是有心情不好的日子和心情稍好的日子的。,"... Kanon aveva sempre un'espressione aspra, ma aveva alcuni giorni cattivi e alcuni giorni buoni.","Kanon aveva sempre un'espressione arcigna, ma aveva dei giorni in cui era di cattivo umore e giorni in cui stava meglio...",...Kanon'un her zaman suratı asıktı ama yine de bazı iyi günleri ve bazı kötü günleri vardı.
,"...Unfortunately, this reaction was the former. ","...Unfortunately, this reaction was the latter.","...Unfortunately, this reaction was the former.",…残念なことにこの反応は前者だった。,[=JP],"...К сожалению, в этот раз Джессика обратилась к нему в его плохой день.","...Infelizmente, sua reação mostrava que era a segunda opção.",…遺憾的是這反應屬於前者。,…遗憾的是这反应属于前者。,"... Sfortunatamente, questa reazione era del primo tipo.","Sfortunatamente, la sua reazione rientrava nel primo campo.",...Ne yazık ki bu tepki ikincisiydi.
Ushiromiya Jessica,"""N-N-No, umm, well, ......errr."" ","""N‐n‐no, umm, well, ............errr.""","""N, n, no, umm, well, ............errr.""",「いい、いやそのさ、…………えっとぉ。」,「いい、いやそのさ、…………えっとぉ」,"""Н‐н‐нет, м‐м‐м, ну... э‐э‐э‐э...""","""N‐N‐Não, é que, bem, ............então.""",「那、那個我說呀，…………那個。」,「那、那个我说呀，…………那个。」,"""N-N-No, umm, ecco... errr.""","""N-N-No, uhm, ecco... ehm ehm.""","""H-H-Hayır, şey, ............errr."""
Kanon,"""..............."" ",""".....................""","""...............""",「…………………。」,「…………………」,[=OG],[=UP],[=JPC],[=JPC],"""...""",[=ITA],[=UP]
,All that confidence and effort she'd built up practicing in front of a mirror all night was wiped out in about five seconds... ,All that confidence and effort she had amassed by practicing in front of a mirror all night was wiped out in about five seconds...,All that confidence and effort she had piled up by practicing in front of a mirror all night was wiped out in about five seconds...,鏡の前で一晩予行演習を繰り返したはずの努力と自信は、ほんの５秒程度で崩れ去ってしまった…。,[=JP],"Вся уверенность и сила, которую она накопила, тренируюсь всю ночь перед зеркалом, была уничтожена за 5 секунд...",Toda aquela confiança e esforço que ela havia acumulado praticando na frente do espelho a noite toda foi varrida em cerca de cinco segundos...,在鏡子前反覆預先演習了一晚而培養起來的自信和努力成果，在區區五秒間便化為了烏有…。,在镜子前反复预先演习了一晚而培养起来的自信和努力成果，在区区五秒间便化为了乌有…。,Tutta la sicurezza e gli sforzi che aveva accumulato facendo pratica davanti allo specchio per tutta la notte erano stati spazzati via in circa cinque secondi...,"Tutta la sicurezza e gli sforzi che aveva accumulato facendo pratica davanti allo specchio per tutta la notte, erano stati spazzati via in soli cinque secondi...",Bütün gece ayna karşısında pratik yaparak biriktirdiği tüm o güven ve çaba beş saniye içinde silinip gitmişti...
,Jessica turned bright red and hung her head. ,Jessica turned bright red and hung her head., Jessica turned bright red and hung her head.,朱志香は真っ赤になりながら俯いてしまう。,[=JP],Джессика покраснела и опустила голову.,Jessica ficou completamente corada e olhou para o chão.,朱志香滿面通紅地低下了頭。,朱志香满面通红地低下了头。,Jessica diventò tutta rossa e chinò la testa.,"Jessica chinò il capo, diventando tutta rossa.",Jessica kıpkırmızı oldu ve başını öne eğdi.
,"When he saw that, Kanon sighed. ...Jessica thought that he was exasperated with her, and her face went pale. ","Watching her, Kanon sighed.{n}...Jessica thought he was getting fed up with her, and her face went pale."," When he saw that, Kanon took a deep breath....Jessica thought he had been shocked, and her face went pale.",その様子を見て嘉音はため息をつく。…朱志香は呆れられてしまったと思い、頭が真っ白になってしまう。,その様子を見て嘉音はため息をつく。{n}…朱志香は呆れられてしまったと思い、頭が真っ白になってしまう。,"Увидев это, Канон глубоко вздохнул.{n}...Джессика думала, что он был потрясен, и лицо её побледнело.","Olhando para ela, Kanon suspirou.{n}...Jessica pensou que ele estivesse ficando de saco cheio dela, e seu rosto ficou pálido.",看著她這副樣子，嘉音嘆了一口氣。{n}…朱志香以為他是在嘆自己的氣，大腦變得一片空白。,看着她这副样子，嘉音叹了一口气。{n}…朱志香以为他是在叹自己的气，大脑变得一片空白。,"Quando vide ciò, Kanon prese un profondo respiro. ... Jessica pensò che fosse rimasto scioccato, e la sua faccia diventò pallida.","Assistendo a tale scena, Kanon sospirò...{n}Jessica pensò che si fosse scocciato, e il suo viso si fece pallido.",Onu izleyen Kanon iç çekti.{n}...Jessica onun kendisinden bıktığını düşündü ve yüzü bembeyaz oldu.
Kanon,"""......I heard from Shannon. This is about having me go with you to the school cultural festival, right, Milady?"" ",""".........I heard from Shannon. Is this about me accompanying you to the school cultural festival, Milady?""",""".........I heard from Shannon. This is about having me go with you to the school cultural festival, right, Milady?""",「………紗音から聞いています。お嬢様の学校の文化祭へお供するように、というお話ですか？」,[=JP],""".........Шаннон рассказала мне. Это насчёт того, пойду ли я с вами на культурный фестиваль в школе, так, миледи?""",""".........Eu ouvi da Shannon. Isto é sobre eu acompanhá‐la ao festival cultural da sua escola, ojou‐sama?""",「………我已經聽紗音說了。小姐是要說，想讓我陪同您去參加學校文化祭的事嗎？」,「………我已经听纱音说了。小姐是要说，想让我陪同您去参加学校文化祭的事吗？」,"""... L'ho sentito da Shannon. Si tratta di accompagnarla al festival culturale della scuola, vero, Milady?""","""...Shannon mi ha detto tutto. Si tratta di accompagnarla al festival culturale studentesco, signorina?""",""".........Shannon'dan duydum. Okulun kültür festivalinde size eşlik etmemle mi ilgili leydim?"""
Ushiromiya Jessica,"""Huh? ...Ah, aaaaaaahhh!! Nice one, Shannon... I mean...! ","""Huh? ......Ah, aaaaaaahhh!! Nice, Shannon...! ...I mean...!""","""Huh? ......Ah, aaaaaaahhh!! Nice, Shannon, ...yeah right! ",「え？　……あ、あぁああぁ！！紗音ナーイスッ、じゃなくて！,「え？　……あ、あぁああぁ！！　紗音ナーイスッ、じゃなくて！」,"""А? ......Ах, а‐а‐а! Молодец, Шаннон... да, верно!""","""Hã? ......Ah, aaaaaaahhh!! Boa, Shannon...! ...Quero dizer...!""",「哎？……啊、啊啊啊啊啊！！幹得漂亮紗音，不對！」,「哎？……啊、啊啊啊啊啊！！干得漂亮纱音，不对！」,"""Huh? ... Ah, aaaaaaahhh!! Brava, Shannon... sì esatto!","""Eh...? Ah, aaaaaaahhh!! Brava, Shannon... Cioè!""","""Ne? ......Ah, aaaaaaahhh!! Shannon, harikasın...! ...Yani...!"""
Ushiromiya Jessica,"Y-Yeah, yeah. Th-That's right, but, umm, err! ......D-D-Do you have any plans that day...?"" ","""Ye‐yeah, yeah. Tha‐that's right, but, umm, err! ...............Do, do you have any p‐plans that day...?""","Y, yeah, yeah. Th, that's right, but, umm, err! ............D, d, do you have any plans that day...?""",う、うんうん。そ、そうなんだけど、あのその！　……………当日の予定は、どど、どうかな…。」,「う、うんうん。そ、そうなんだけど、あのその！　……………当日の予定は、どど、どうかな…」,"""Д... да, да. Д‐да, т‐так, но м‐м‐м, э‐э‐э! ............Е... е... есть ли у тебя какие‐нибудь планы на тот день?...""","""S‐Sim, sim. Is‐Isso mesmo, mas, hmm... ...............V‐Você tem p‐planos para esse dia...?""",「嗯、嗯嗯。就、就是這麼回事，那個那個！……………你當天，有有、有空嗎…」,「嗯、嗯嗯。就、就是这么回事，那个那个！……………你当天，有有、有空吗…」,"S-Sì, Sì. Q-Questo è vero, ma, umm, err! ... H-H-Hai programmi per quel giorno...?""","""S-Sì, esatto. È-È così, ma, ecco...! Hai per caso d-d-dei programmi per quel giorno...?""","""Ev-Evet, evet. Bu doğru, ama, umm, err! ...............O gün için herhangi bir planın var mı...?"""
Kanon,"""...I was strictly ordered by Shannon to work specially for you on that day, Milady. I have never been to high school, so I don't really understand, but I hear it's a place where girls can be shamed if they don't have a boy with them. ","""...I was strictly ordered by Shannon to work specially for you on that day, Milady. I have never been to high school, so I don't really understand, but I hear it's a place where girls feel very ashamed if they don't have a boy with them.""","""...I was strictly ordered by Shannon to work specially for you on that day, Milady. I have never been to high school, so I don't really understand, but I hear it's a place where girls feel very ashamed if they don't have a boy with them.",「…紗音から、当日は特にお嬢様にお仕えするよう厳命されております。僕は高校には行ったことがないのでわかりませんが、何でも男性の付き人がいないと大変肩身が狭い場だとか。,「…紗音から、当日は特にお嬢様にお仕えするよう厳命されております。僕は高校には行ったことがないのでわかりませんが、何でも男性の付き人がいないと大変肩身が狭い場だとか」,"""...Шаннон строго‐настрого наказала мне помочь вам в тот день, миледи. Я никогда не был в школе, поэтому не очень понимаю, но слышал, что это место, где девушки стыдятся, если рядом с ними нет парня.""","""...Eu fui estritamente ordenado pela Shannon para trabalhar para você nesse dia, ojou‐sama. Eu nunca estive no ensino médio, então realmente não entendo, mas ouvi dizer que é um lugar onde as garotas se sentem muito envergonhadas se não tiverem um garoto com elas.""",「…紗音已嚴命過我，當天要去供小姐差遣。雖然由於我從沒去過高中所以並不清楚，但聽紗音說，那裡好像是個如果沒有男性隨從就會丟盡臉面的場合。」,「…纱音已严命过我，当天要去供小姐差遣。虽然由于我从没去过高中所以并不清楚，但听纱音说，那里好像是个如果没有男性随从就会丢尽脸面的场合。」,"""... Mi è stato rigorosamente ordinato da Shannon di lavorare solo per lei quel giorno, Milady. Non sono mai stato a una scuola superiore, perciò non capisco molto, ma ho sentito che è un posto dove le ragazze provano vergogna se non hanno un ragazzo con loro.","""Shannon mi ha esplicitamente imposto di svolgere per quel giorno una mansione speciale per lei, signorina. Non sono mai stato ad una scuola superiore, perciò non ne capisco molto, ma ho sentito che è un posto dove le ragazze si sentono molto a disagio se non hanno un ragazzo che le accompagna...""","""...Shannon tarafından o gün sizin için özel olarak çalışmam emredildi, Leydim. Hiç liseye gitmedim, bu yüzden gerçekten anlamıyorum, ama yanlarında bir erkek yoksa kızların çok utandıkları bir yer olduğunu öğrendim."""
Kanon,"...And I was given special orders to see to it that the daughter of the Ushiromiya family is in no way inferior to the common people."" ","""...And I was particularly ordered to see to it that the daughter of the Ushiromiya family is in no way inferior to the common people."""," ...And I was particularly ordered that the daughter of the Ushiromiya family not be in any way inferior to common people.""",…右代宮本家令嬢が、庶民に劣ることがあってはならないと特に厳命されておりますので。」,「…右代宮本家令嬢が、庶民に劣ることがあってはならないと特に厳命されておりますので」,"""...И мой долг проследить за тем, чтобы дочь семьи Уширомия в любом случае не выглядела хуже других людей.""","""...E fui particularmente ordenado para garantir que a filha da família Ushiromiya não fique, de nenhuma forma, inferiorizada em relação às pessoas comuns.""",「…她特別嚴命過我，絕不能讓右代宮本家千金有劣於庶民的地方。」,「…她特别严命过我，绝不能让右代宫本家千金有劣于庶民的地方。」,"... E mi è stato ordinato in modo particolare che la figlia della famiglia Ushiromiya non sia in alcun modo inferiore alla gente comune.""","""E mi è stato categoricamente ordinato di non porre la giovane figlia della famiglia Ushiromiya su un piano inferiore a quello della gente comune.""","""...Ve Ushiromiya ailesinin kızının sıradan insanlardan hiçbir şekilde aşağı kalmamasını sağlamak için özellikle görevlendirildim."""
Ushiromiya Jessica,"""Waha... wahahahahahahahahahaha, Shannon, I'll beat you to death lateeeeer!!!"" ","""Waha...wahahahahahahahahahaha, Shannon, I'll beat you to death laterrrrrrr!!!""","""Waha, wahahahahahahahahahaha, Shannon, I'll beat you to death late----r!!!""",「わは、わははははははははははッ、紗音あとでぶっ殺すーーーー！！！」,[=JP],"""Ха‐ха, ва‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха, Шаннон, я попозже изобью тебя до смерт‐и‐и!!!""","""Waha...wahahahahahahahahahaha, Shannon, vou te espancar até a morte depooooooois!!!""",「哇哈，哇哈哈哈哈哈哈哈哈哈哈，紗音等會兒我要殺了你————！！！」,「哇哈，哇哈哈哈哈哈哈哈哈哈哈，纱音等会儿我要杀了你————！！！」,"""Waha, wahahahahahahahahahaha, Shannon, ti pesterò a morte più ta----rdi!!!""","""Wahah...Wahahahahahahahahahah, Shannon, più tardi ti pesterò a sangueeeee!!!""","""Waha...wahahahahahahahahahaha, Shannon, seni daha sonra öldüresiye döveceğiiiiiim!!!"""
,"Jessica kept yelling with a strange voice and a broken smile, like a tea kettle filled with boiling water. ","Jessica kept yelling with a strange voice, a broken smile, and steam pouring from her head as if she were a boiler.","Jessica kept yelling with a strange voice, and a broken smile, like a tea kettle filled with boiling water.",朱志香は壊れた笑顔で、湯沸かし器のように湯気をあげながら、奇声で怒鳴り続けている。,[=JP],"Джессика продолжала кричать странным голосом и с натянутой улыбкой, смахивая на наполненный кипящей водой чайник.","Jessica continuou berrando com uma voz estranha, um sorriso quebrado e o vapor saindo de sua cabeça como se fosse uma caldeira.",朱志香擺著副壞掉了的笑臉，一邊像個鍋爐一樣冒著熱氣，一邊用怪聲嚷嚷著。,朱志香摆着副坏掉了的笑脸，一边像个锅炉一样冒着热气，一边用怪声嚷嚷着。,"Jessica continuò ad urlare con una strana voce, e un sorriso spezzato, come un bollitore da tè pieno di acqua bollente.","Jessica continuò ad urlare con un sorriso stentato ed una voce strana, rilasciando vapore come un bollitore per l'acqua.","Jessica garip bir sesle, kırık bir gülümsemeyle ve kafasından adeta bir kazan gibi buhar çıkararak bağırmaya devam etti."
,"As Kanon watched this, he sighed again. ","As Kanon watched this, he sighed again."," As Kanon watched this, he sighed again.",それを見ながら、嘉音はもう一度、ため息をつく。,[=JP],"Наблюдая это, Канон снова вздохнул.","Enquanto Kanon assistia a isto, ele suspirou novamente.",嘉音看著她這副舉動，又嘆了一口氣。,嘉音看着她这副举动，又叹了一口气。,"Mentre Kanon la osservava, sospirò ancora.","Mentre la osservava, Kanon sospirò nuovamente.",Kanon bunu izlerken tekrar iç geçirdi.
,Kanon wasn't an idiot either. ,Kanon wasn't an idiot either., Kanon wasn't an idiot either.,嘉音も馬鹿ではない。,[=JP],Он тоже не был дураком.,Kanon também não era um idiota.,嘉音並不是笨蛋。,嘉音并不是笨蛋。,Nemmeno Kanon era un idiota.,[=ITA],Kanon aptal değildi.
,He fully understood what Jessica intended by inviting him. ,He fully understood what Jessica intended by inviting him., He fully understood what Jessica intended by inviting him.,朱志香がどういう意図で自分を誘っているか充分理解していた。,[=JP],"И полностью понимал, чего хочет Джессика, приглашая его.",Ele entendia completamente o que Jessica pretendia convidando‐o.,朱志香是出於什麼意圖來邀自己的，他心裡十分清楚。,朱志香是出于什么意图来邀自己的，他心里十分清楚。,Aveva perfettamente capito che cosa volesse comunicargli Jessica invitandolo.,Aveva inteso benissimo l'intento che Jessica aveva con quell'invito...,Jessica'nın onu davet ederek neyi amaçladığını tamamen anlamıştı.
,"...But to be honest, playing along with Jessica's love game seemed like it'd be nothing more than an annoyance to him. ","......However, in truth, he found it nothing but bothersome to go along with the lady's game of love.","......However, it would be really annoying to go along with the lady's game of love.",……しかし、お嬢の恋遊びに付き合わされるなんて、本当は面倒臭いだけだった。,……しかし、お嬢様の恋遊びに付き合わされるなんて、本当は面倒臭いだけだった。,......Только он воспринимал участие в женских любовных играх как напасть.,"......Porém, na verdade, ele achava que não passava de um incômodo seguir com o jogo amoroso dela.",……不過說真的，陪小姐玩戀愛遊戲，對他來說只是件麻煩事。,……不过说真的，陪小姐玩恋爱游戏，对他来说只是件麻烦事。,"... Comunque, sarebbe stato fastidioso seguire il gioco d'amore delle donne.","Ma in verità, per lui assistere la signorina nei suoi giochi d'amore non era altro che una seccatura.","......Ancak, gerçekte, leydinin aşk oyununa eşlik etmeyi can sıkıcı bulmak dışında bir şey düşünmüyordu."
,"However, Shannon had asked him over and over. He was deeply indebted to her, so he couldn't refuse. ",But Shannon had spoken to him persistently about it. He was very indebted to her for many things.{n}He couldn't refuse., But Shannon had talked to him persistently. He was very indebted to her. He couldn't refuse.,でも、紗音にしつこく言われている。普段、借りも多い。断れなかった。,でも、紗音にしつこく言われている。普段、借りも多い。{n}断れなかった。,Но Шаннон долго упрашивала его. Он был очень обязан ей {n}и просто не мог отказать.,"Mas Shannon havia falado com ele persistentemente sobre isso. Ele devia muito a ela, por muitas coisas.{n}Ele não podia recusar.",但這事紗音反覆叮囑過。況且自己平時也欠了紗音不少情。{n}所以他沒能拒絕掉。,但这事纱音反复叮嘱过。况且自己平时也欠了纱音不少情。{n}所以他没能拒绝掉。,Ma Shannon gliene aveva parlato continuamente. Lui le era debitore. {n}Non avrebbe potuto rifiutare.,"Tuttavia, Shannon gliene aveva parlato in continuazione. Lui era molto in debito con lei.{n}Non avrebbe potuto rifiutare...","Ama Shannon bu konuda onunla ısrarla konuşmuştu. Kanon, ona pek çok şey için borçluydu.{n}Reddedemezdi."
,...And that brooch was in his pocket. ,...And in his pocket was that brooch.,...And that brooch was in his pocket.,…そして、ポケットの中のブローチ。,[=JP],...И та брошь лежала в его кармане.,...E em seu bolso estava aquele broche.,…還有就是，放在口袋中的別針。,…还有就是，放在口袋中的别针。,... E quella spilla era nella sua tasca.,E nella sua tasca c'era quella spilla.,...Ve cebinde o broş vardı.
,Could this strange turn of events have been brought about by the magic power residing in this brooch? ,Couldn't this strange turn of events also have been brought about by the magic power residing in this brooch?, Couldn't this strange turn of events also have been brought about by the magic power residing in this brooch?,この妙な話も、このベアトリーチェのブローチに宿る魔力が引き寄せたものだというのか。,[=JP],Не был ли этот странный поворот событий также вызван волшебной силой скрытой в этой брошке?,Não poderia esta estranha virada de eventos também ter sido causada pelo poder mágico residindo neste broche?,難道這莫名其妙的事，也是由貝阿朵莉切的這枚宿有魔力的別針招來的嗎？,难道这莫名其妙的事，也是由贝阿朵莉切的这枚宿有魔力的别针招来的吗？,Che questa strana situazione sia stata provocata dal potere magico ancora rimasto in questa spilla?,Che tale strana situazione fosse stata provocata dal potere magico risiedente in quella spilla?,Olayların bu garip gelişimi de bu broşta bulunan büyülü güç tarafından meydana getirilmiş olabilir miydi?
,.........Ridiculous. But he remembered what Shannon had said to him that day. ,............Ridiculous.{n}But those words of Shannon's came to mind.,............Ridiculous. But he remembered those words Shannon had told him.,…………馬鹿馬鹿しい。でも、紗音に言われたあの言葉が蘇る。,…………馬鹿馬鹿しい。{n}でも、紗音に言われたあの言葉が蘇る。,"............Просто смешно.{n}Но он вспомнил те слова, сказанные ему Шаннон.",............Ridículo.{n}Mas aquelas palavras de Shannon vieram à sua mente.,…………荒謬。{n}但紗音說過的話，還是在腦海裏回響了起來。,…………荒谬。{n}但纱音说过的话，还是在脑海里回响了起来。,... Ridicolo. Ma si ricordò quelle parole che Shannon gli aveva detto.,...Ridicolo.{n}Ma si ricordò delle parole pronunciate da Shannon...,............Saçmalık.{n}Ama Shannon'un sözleri aklına geldi.
,"...What did Shannon {y:1:""see""}{n:1:""see""} that I cannot? ",...What did Shannon {y:1:‘see’}{n:1:see} that I cannot?,...Had Shannon seen something that could not be seen by him? ,…紗音は、自分に視えない何が見えたというのか。,[=JP],"...Шаннон могла {y:1:‘видеть’}{n:1:видеть} то, чего не мог он?",...O que Shannon {y:1:‘viu’}{n:1:viu} que eu não consegui ver?,…紗音究竟是看到了什麼我看不到的東西呢？,…纱音究竟是看到了什么我看不到的东西呢？,... Shannon aveva visto qualcosa che lui non poteva vedere?,Cos'era quella cosa {y:1:‘vista’}{n:1:vista} da Shannon che io non potevo vedere veramente?,...Shannon benim göremediğim neyi {y:1:‘gördü’}{n:1:gördü}?
