Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
Shannon,"""Of course not. Milady, you are wonderful enough as you are. And I think your charm will keep on increasing more and more from now on."" ","""Of course not. Milady, you are wonderful enough as you are. And I think that your charm will keep on increasing more and more.""","""Of course not. Milady, you are wonderful enough as you are. And I think that your charm will keep on increasing more and more from now on.""",「そんなはずはありませんよ。お嬢様はそのままで充分に素敵です。そして、その魅力はこれからもっともっと増していくと思いますよ。」,「そんなはずはありませんよ。お嬢様はそのままで充分に素敵です。そして、その魅力はこれからもっともっと増していくと思いますよ」,"""Разумеется нет. Миледи, вы достаточно красивы. И я думаю, что ваше обаяние и дальше будет только расти.""","""É claro que não. Ojou‐sama, você é maravilhosa da forma que você é. E eu penso que o seu charme continua aumentando cada vez mais.""",「沒這種事的。小姐光是現在這樣就已十分優秀了。而且，我覺得您以後是會變得越來越有魅力的哦。」,「没这种事的。小姐光是现在这样就已十分优秀了。而且，我觉得您以后是会变得越来越有魅力的哦。」,"""Certo che no. Milady, lei é meravigliosa così com'é. E credo che il suo fascino continuerà ad aumentare sempre di più d'ora in poi.""","""Certo che no. Signorina, lei è già stupenda così com'è. E penso che col tempo il suo fascino continuerà ad aumentare sempre di più.""","""Tabii ki hayır. Leydim, bu halinizle bile yeterince harikasınız. Ve bence çekiciliğiniz daha da artmaya devam edecek."""
Ushiromiya Jessica,""" ......But I'm the only one who can't find a boyfriend... Saku and Hina managed to get boyfriends, but only I can't... Is it because I don't have any charm after all...? You know, everyone says they'll bring their boyfriends to the cultural festival... ","""......But, it's only me who can't get a boyfriend... Saku and Hina managed to find one, but I can't, I'm the only one...... Is it because I don't have any charm after all......? You know, everyone's gonna be bringing their boyfriend along to the cultural festival......""",""" ......But, it's only me who can't find a boyfriend... Saku and Hina managed to find a boyfriend, but only I can't...... Is it because I don't have any charm after all......? You know, everyone will bring their boyfriend along to the cultural festival...... ",「……でも、私だけ彼氏できない…。サクもヒナも彼氏できたのに、私にだけできないよ……。やっぱり私には魅力ないからかな……。みんなね、文化祭に彼氏連れてくるんだって……。,「……でも、私だけ彼氏できない…。サクもヒナも彼氏できたのに、私にだけできないよ……。やっぱり私には魅力ないからかな……。みんなね、文化祭に彼氏連れてくるんだって……」,"""......Но ведь я та единственная, кто не может найти себе парня... Саку и Хина смогли найти себе парней, но только я не смогла... Это потому, что во мне всё‐таки нет никакого очарования?.. Просто знаешь, все приведут своих парней на культурный фестиваль...""","""......Mas, sou só eu que não consigo um namorado... A Saku e a Hina já encontraram namorados, mas eu não, eu sou a única...... É porque eu não tenho nenhum charme mesmo......? Sabe, todas vão levar seus namorados juntos para o festival cultural......""",「……可是，只有我交不到男朋友…。咲還有比奈都交到男朋友了，就我一個人交不到……。果然是因為我沒有魅力嗎……。大家都說，文化祭那天要把男朋友帶來……」,「……可是，只有我交不到男朋友…。咲还有比奈都交到男朋友了，就我一个人交不到……。果然是因为我没有魅力吗……。大家都说，文化祭那天要把男朋友带来……」,"""... Ma, solo io non riesco a trovare un ragazzo... Saku e Hina ci sono riuscite, ma solo io no... è perché non ho per niente fascino...? Sai, tutte porteranno i loro ragazzi al festival culturale...","""...Ma sono l'unica che non riesce a trovare un ragazzo... Saku e Hina sono riuscite a trovare dei fidanzati, ma solo io non ne ho uno... Forse perché dopotutto, non ho alcun fascino... Sai, tutte dicono che porteranno i loro ragazzi al festival della scuola...""","""......Ama erkek arkadaş bulamayan bir tek ben varım... Saku ve Hina bir tane bulmayı başardılar ama ben bulamıyorum, yalnızca ben...... Her şeye rağmen hiç çekici olmadığım için mi......? Biliyorsun, herkes kültür festivaline erkek arkadaşını getirecek......"""
Ushiromiya Jessica,"And I was so sure I'd have a boyfriend before then, so I started bragging... ......There's no way I'll get a boyfriend. I'm...I'm the only one..."" ","""I was so sure I'd have a boyfriend by then, I've been grandstanding about it... .........But I can't get a boyfriend to save my life. I'm the only one, the only one.......""","I was so sure I'd have a boyfriend before that day, and I said so, boldly............I can't find a boyfriend. Only me, only me.......""",私もその日までにはきっと彼氏いるって思って、大見得切って…。………彼氏なんてできやしない。私だけ、私だけ……。」,「私もその日までにはきっと彼氏いるって思って、大見得切って…。………彼氏なんてできやしない。私だけ、私だけ……」,"""А я была так уверена, что до этого дня у меня будет парень, и беззаботно заявила об этом... .........Я не могу найти парня. Только я, одна только я...""","""Eu tinha certeza que eu conseguiria um namorado até lá, eu vinha até me gabando... .........Mas é claro que não tinha como isso acontecer. Eu sou a única, a única.......""",「我當時想著，那天之前一定也會有男朋友的，所以就吹了個牛…。………可我根本交不到男朋友。就我一個，就我一個……」,「我当时想着，那天之前一定也会有男朋友的，所以就吹了个牛…。………可我根本交不到男朋友。就我一个，就我一个……」,"Ero così sicura che avrei avuto un ragazzo prima di quel giorno e l'ho detto in maniera plateale... non riesco a trovare un ragazzo. Solo io, solo io...""","""Ed ero così sicura che avrei avuto un ragazzo prima di quel giorno, che feci la gran spaccona... Non riuscirò a trovarne uno. Sarò l'unica, l'unica...""","""O zamana kadar bir erkek arkadaşım olacağından o kadar emindim ki... .........Ama ne yaparsam yapayım bir erkek arkadaş bulamıyorum. Sadece ben, sadece ben......."""
,"Before she realized it, Jessica was shedding huge tears. ","Before she realized it, Jessica was shedding huge tears.",[=UP],いつの間にか、朱志香は大粒の涙を浮かべていた。,[=JP],"Прежде чем Джессика осознала это, по её щекам потекли крупные слёзы.","Antes de perceber, Jessica já não parava mais de chorar.",不知不覺間，朱志香的眼眶裡涌上了大顆的淚珠。,不知不觉间，朱志香的眼眶里涌上了大颗的泪珠。,"Prima ancora di accorgersene, Jessica stava versando enormi lacrime.","Jessica stava versando lacrimoni, senza rendersene conto.",Farkına varmadan Jessica kocaman gözyaşlarına boğulmuştu.
,"Jessica didn't really feel like crying, and of course, she felt like supporting Shannon's progress in love as a friend. ","Jessica hadn't really planned on crying, and of course, she felt like supporting Shannon's progress in love as a friend."," Jessica didn't really feel like crying, and of course, she felt like supporting Shannon's progress in love as a friend.",朱志香は別に泣く気などなかったし、もちろん紗音の恋路が順調に進んでいることを友人として祝福する気持ちもあった。,[=JP],"Ей, по большому счёту, не хотелось плакать, и, разумеется, она чувствовала, что хочет поддержать продвижение Шаннон в любви как подруга.","Jessica não planejava realmente chorar e, é claro, ela sentia como se estivesse dando suporte ao progresso de Shannon no amor, como amiga.",朱志香本是不想哭的。作為紗音朋友的她，心中也當然想向戀愛進展順利的紗音獻上祝福。,朱志香本是不想哭的。作为纱音朋友的她，心中也当然想向恋爱进展顺利的纱音献上祝福。,"Jessica davvero non voleva piangere, e ovviamente, voleva supportare i progressi in amore di Shannon come un'amica.","Jessica non aveva intenzione di piangere, e naturalmente, in quanto amica di Shannon, voleva sostenere i suoi progressi amorosi...",Jessica aslında ağlamayı planlamamıştı ve elbette Shannon'un aşkta ilerlemesini bir arkadaş olarak desteklemek istiyordu.
,"...However, as she had cheered Shannon on, her true feelings had suddenly gotten mixed in, and she couldn't help but shed tears... ","...However, as she had made fun of Shannon, her true feelings had suddenly gotten mixed in, and the tears had just poured out on their own...","...However, as she had cheered Shannon on, her true feelings had suddenly gotten mixed in, and she couldn't help but shed tears...",…でも、囃し立てている内に、いつの間にか本音が混じり始めて、つい涙が零れてしまったのだ…。,[=JP],"...Однако в то время, как она подбадривала Шаннон, её настоящие чувства неожиданно смешались, и она не смогла не заплакать...","...No entanto, ela riu de Shannon, seus verdadeiros sentimentos se misturaram de repente, e as lágrimas começaram a escorrer contra sua vontade...",…然而就在吵吵鬧鬧之中，她不知不覺地攙雜進了心裡話，而眼淚也情不自禁地落了下來…。,…然而就在吵吵闹闹之中，她不知不觉地搀杂进了心里话，而眼泪也情不自禁地落了下来…。,"... Tuttavia, mentre incoraggiava Shannon, i suoi veri sentimenti si erano improvvisamente immischiati, e non poté evitare di versare lacrime...","Tuttavia, mentre la stava incoraggiando, a sua insaputa fece capolino quello che pensava veramente, e arrivò a piangere senza volerlo...","...Ancak, Shannon'la dalga geçerken, gerçek duyguları birdenbire birbirine karışmış ve gözyaşları kendiliğinden akmaya başlamıştı..."
,...Shannon understood Jessica's innocent and easily injured heart. ,...Shannon understood Jessica's innocent and easily injured heart.,[=UP],…紗音は、朱志香のその無垢で傷つきやすい心を理解する。,[=JP],...Шаннон понимала невинное и легко ранимое сердце Джессики.,...Shannon entendeu a inocência de Jessica e seu coração facilmente ferido.,…紗音深深理解，朱志香那顆容易受傷的純潔心靈。,…纱音深深理解，朱志香那颗容易受伤的纯洁心灵。,... Shannon capì l'innocente e facilmente ferito cuore di Jessica.,Shannon empatizzò con l'animo innocente e fragile di Jessica.,"...Shannon, Jessica'nın masum ve kolay incinen kalbini anlamıştı."
,The rough style of speech Jessica usually used... was all just an attempt to protect that fragile heart. ,Jessica's usual rough style of speech...was all just an attempt to protect her own easily injured heart.," Jessica's ordinary rough style of speech, was all just an attempt to protect her own easily injured heart.",朱志香の普段の少しだけ乱暴な言葉遣いは、…全て傷つきやすい自らの心を庇おうとしただけの結果。,[=JP],Обычно грубоватый стиль речи Джессики был всего лишь попыткой защитить своё сердце.,A forma usual e rígida de Jessica de falar...é tudo com o intuito de proteger ela e o seu coração facilmente ferido.,朱志香平常那略顯粗魯的說話方式，…全都只是為了保護自己那顆容易受傷的心所致。,朱志香平常那略显粗鲁的说话方式，…全都只是为了保护自己那颗容易受伤的心所致。,"L'ordinario rozzo modo di parlare di Jessica, era solo un tentativo di proteggere il suo cuore facilmente ferito.",Il vocabolario rozzo che Jessica usava solitamente... esisteva con l'unico intento di tentare di proteggere il suo animo fragile...,Jessica'nın her zamanki sert konuşma tarzı...kolayca incinebilen kalbini koruma çabasından ibaretti.
,"...As a daughter and successor to the Ushiromiya family, and as a girl isolated on Rokkenjima, the only person she could expose her true feelings to was Shannon. ","......As a daughter and successor to the Ushiromiya family, and as a girl isolated on Rokkenjima, the only person she could expose her true feelings to was Shannon.",[=UP],……右代宮家の跡継ぎ令嬢として、六軒島に隔離された少女が本音を打ち明けられる相手は、紗音ただひとりだけだったのだ。,[=JP],"......И как дочь и наследница семьи Уширомия, и как девушка, изолированная на Роккенджиме, единственным человеком, которому она могла рассказать о своих истинных чувствах, была Шаннон.","......Como filha e sucessora da família Ushiromiya, e como uma garota isolada em Rokkenjima, a única pessoa para quem ela podia expor seus verdadeiros sentimentos era Shannon.",……這位因身為右代宮家繼承者而被隔離在六軒島的少女，她能傾吐心聲的人，就只有紗音一個。,……这位因身为右代宫家继承者而被隔离在六轩岛的少女，她能倾吐心声的人，就只有纱音一个。,"... Come figlia e successore della famiglia Ushiromiya, e come ragazza isolata su Rokkenjima, l'unica persona a cui poteva rivelare i suoi veri sentimenti era Shannon.","In qualità di figlia erede della famiglia Ushiromiya, la ragazza segregata a Rokkenjima aveva un'unica persona con cui poteva confidarsi onestamente, e questa era Shannon.","......Rokkenjima'da izole edilmiş Ushiromiya ailesinin kızı ve varisi olarak, gerçek duygularını açıklayabileceği tek kişi Shannon'du."
,"Shannon understood that. So, ...she strongly regretted acting smug, even if it was only a little. ","Shannon understood that.{n}So, ...she strongly regretted feeling a little too self‐satisfied."," Shannon understood that. So, ...she strongly regretted getting into even a slightly good mood.",それを、紗音は理解する。だから、…少しだけいい気になったことを深く反省する。,それを、紗音は理解する。{n}だから、…少しだけいい気になったことを深く反省する。,"Шаннон понимала это.{n}Поэтому... она очень сожалела, что позволила себе проявить крупицу своего хорошего настроения.","Shannon entendia isso.{n}Por isso, ...ela fortemente lamentou se sentir um pouco presunçosa demais.",這些紗音心裡很清楚。{n}所以，…她深深反省起了剛才那稍顯得意的言行。,这些纱音心里很清楚。{n}所以，…她深深反省起了刚才那稍显得意的言行。,Shannon lo capiva. Quindi... rimpianse fortemente persino di essere leggermente di buon umore.,"Shannon lo sapeva.{n}Perciò... le dispiacque molto di essere stata così allegra, anche se solo per poco.","Shannon bunu anlıyordu.{n}Bu yüzden, ...kendini biraz fazla memnun hissettiği için çok pişman oldu."
Ushiromiya Jessica,"""...S-Sorry... I'm so weird, crying like this. Sorry, ...*sniffle*."" ","""...S‐.........sorry... Crying like this, I'm weird. Sorry......*sniffle*.""","""...S, .........sorry... Crying like this, I'm, weird. Sorry, ......*sniffle*.""",「…ご、………ごめん…。涙出ちゃうなんて、私、変だぜ。ごめん、……ぐすん。」,「…ご、………ごめん…。涙出ちゃうなんて、私、変だぜ。ごめん、……ぐすん」,"""..И... извини... Нюни тут развела, вообще уже. Извини... *сморкается*""","""...D‐.........Desculpa... Chorando assim, eu sou mesmo estranha. Desculpa......*funga*.""",「…對、………對不起…。居然流出眼淚來了，我好奇怪嘞。對不起，……嗚。」,「…对、………对不起…。居然流出眼泪来了，我好奇怪嘞。对不起，……呜。」,"""... S... Scusa... piangere in questo modo, sono, strana. Scusa... *sniffle*.""","""...S-Scusa... Sono proprio strana, per arrivare a piangere così. Scusa... sniff.""","""...Ü-.........Üzgünüm... Bu şekilde ağlamak, ne tuhafım. Üzgünüm......*burnunu çeker*."""
Shannon,"""You are a wonderful person, Milady. There's no way you won't find a wonderful man..."" ","""You are a wonderful person, Milady. There is no way that a nice man won't appear for you...""","""You are a wonderful person, Milady. There is no way that a wonderful man won't appear for you, Milady...""",「お嬢様は素敵な方です。そんなお嬢様に素敵な男性が現れないわけがありません…。」,「お嬢様は素敵な方です。そんなお嬢様に素敵な男性が現れないわけがありません…」,"""Вы замечательный человек, миледи. Это просто невозможно, чтобы достойный вас человек не появился на вашем жизненном пути...""","""Você é uma pessoa maravilhosa, ojou‐sama. Não tem como um homem gentil não aparecer para você...""",「小姐您很優秀。在如此優秀的小姐面前，是不可能沒有優秀的男性出現的…」,「小姐您很优秀。在如此优秀的小姐面前，是不可能没有优秀的男性出现的…」,"""È una persona meravigliosa, Milady. È impossibile che non ci sia un uomo meraviglioso per lei...""","""Signorina, lei è una persona meravigliosa. È impossibile che una come lei non riuscirà a trovare un ragazzo stupendo...""","""Leydim, siz harika bir insansınız. Sizin için harika bir adamın ortaya çıkmaması mümkün değil..."""
Ushiromiya Jessica,"""......Sh-Shannon, it's about time, right? If you don't go quickly, Genji-san and Mom will get mad. I'm just fine, so hurry up...! Heheh, sorry for crying like this. ......I'm such a moron."" ",""".........Sha‐Shannon, it's about time for you, right? If you don't go soon, Genji‐san and Mom are gonna yell at you. I'm totally fine, so get going...! Heheh, sorry for crying like this. ......I'm such a moron.""",""".........Sh, Shannon, it's about time, right? If you don't go quickly, Genji-san and Mom will get mad. I'm perfectly fine, so go quickly...! Heheh, sorry for crying like this. ......I'm such a moron.""",「………しゃ、紗音、もう時間だろ？　早く行かないとまた源次さんや母さんに怒られるぜ。私は全然平気だから早く行きなよ…！　へへ、悪ぃな、泣いちゃったりなんかしてさ。……馬鹿みてぇだぜ、私。」,「………しゃ、紗音、もう時間だろ？　早く行かないとまた源次さんや母さんに怒られるぜ。私は全然平気だから早く行きなよ…！　へへ、悪ぃな、泣いちゃったりなんかしてさ。……馬鹿みてぇだぜ、私」,""".........Ш‐Шаннон, уже ведь пора, верно? Если ты не поторопишься, Генджи‐сан и мама могут рассердиться. Я отлично себя чувствую, поэтому быстрее иди!.. Хе‐хе‐хе, извини за эти нюни. ......Я такая дура.""",""".........Sha‐Shannon, já está na sua hora, não? Se você não for logo, o Genji‐san e a minha mãe vão gritar com você. Eu estou bem, então continue...! Heheh, desculpa por chorar assim. ......Eu sou uma imbecil.""",「………紗、紗音，已經到時間了吧？再不快點過去又會被源次和媽媽罵嘞。我一點事都沒有的，快去吧…！嘿嘿，抱歉啦，居然哭出來了。……好像笨蛋嘞。」,「………纱、纱音，已经到时间了吧？再不快点过去又会被源次和妈妈骂嘞。我一点事都没有的，快去吧…！嘿嘿，抱歉啦，居然哭出来了。……好像笨蛋嘞。」,"""... Sh-Shannon, è quasi ora, giusto? Se non vai velocemente, Genji-san e Mamma si arrabbieranno. Sto benissimo, quindi vai veloce...! Heheh, scusa per aver pianto in questo modo. ... Sono un'idiota.""","""...S-Shannon, è quasi ora, no? Se non te ne vai in fretta, Genji-san e la mamma ti rimprovereranno di nuovo. Sto benissimo, quindi sbrigati...! Eheh, scusa, per aver pianto così... Mi sento un'idiota.""",""".........Sha-Shannon, vaktin doldu, değil mi? Eğer hemen gitmezsen, Genji-san ve annem sana bağıracaklar. Ben gayet iyiyim, hadi git...! Heheh, böyle ağladığım için özür dilerim. ......Tam bir aptalım."""
,"Jessica faced away, acting as though she didn't really want to trouble Shannon, waving her hand as though chasing Shannon away. ","Jessica faced away as if to show she wasn't looking for attention, and waved her hand as though to drive Shannon away.","Jessica faced away, acting as though she didn't really want to trouble Shannon, waving her hand as though driving Shannon away.",朱志香は、構って欲しいわけじゃないというような仕草で背中を向けると、追い払うような感じで手をひらひらと振る。,[=JP],"Джессика отвернула лицо, как будто она в самом деле не хотела беспокоить Шаннон, помахивая рукой, как бы отсылая её прочь.","Jessica virou seu rosto, a fim de mostrar que não estava procurando atenção, e acenou com sua mão, como que para indicar que Shannon saísse.",朱志香轉過身，擺出一副不希望別人來管她的樣子，像是要趕紗音出去似的朝身後揮了揮手。,朱志香转过身，摆出一副不希望别人来管她的样子，像是要赶纱音出去似的朝身后挥了挥手。,"Jessica si voltò, comportandosi come se davvero non volesse far preoccupare Shannon, agitando la mano come per cacciare Shannon.","Voltandosi dall'altra parte per non farla preoccupare, Jessica agitò la mano, come per scacciarla.","Jessica ilgi beklemediğini göstermek istercesine yüzünü başka tarafa çevirdi, ve Shannon'u uzaklaştırmak istercesine elini salladı."
,"Shannon took that as a sign that Jessica didn't want to be bothered anymore, bowed her head, and left the room... ","Shannon took that as a sign that she didn't want to be badgered any more, bowed her head, and left the room..."," Shannon took that as a sign that anything more would be obnoxious, bowed her head, and left the room...",紗音は、それ以上しつこくされたくないという朱志香のサインを受け取ると、ぺこりと頭を下げ、退室していくのだった…。,[=JP],"Шаннон восприняла это как знак, что любое другое продолжение было бы уже беспардонным, склонила голову в поклоне и вышла из комнаты...","Shannon entendeu esse sinal de que ela não queria mais ser importunada, curvou sua cabeça e deixou o quarto...",紗音看到朱志香那示意著不想再受人過分關心的手勢後，便恭敬地低下頭，離開了房間…。,纱音看到朱志香那示意着不想再受人过分关心的手势后，便恭敬地低下头，离开了房间…。,"Shannon lo prese come un segno che nient'altro sarebbe stato spiacevole, piegò la testa, e lasciò la stanza...","Prendendolo come un segno che Jessica non volesse essere più disturbata, Shannon fece un inchino col capo e lasciò la stanza...","Shannon bunu daha fazla rahatsız edilmek istemediğine dair bir işaret olarak algıladı, başını eğdi ve odadan çıktı..."
,"When Shannon's footsteps disappeared into the distance, Jessica lay down on her bed, still hugging a cushion. ","When her footsteps disappeared into the distance, Jessica lay down on her bed, still hugging the cushion."," When her footsteps disappeared into the distance, Jessica lay down on her bed, still hugging a cushion.",その足音が遠くへ消えていくと、朱志香はクッションを抱いたまま、そのままベッドに横たわる。,[=JP],"Когда её шаги затихли вдалеке, Джессика легла на кровать, по‐прежнему обнимая подушку.","Quando os passos dela desapareceram à distância, Jessica deitou na cama, ainda abraçando seu travesseiro.",等到紗音的腳步聲漸漸消失在遠方後，朱志香保持著抱著軟墊的姿勢，臥倒在了床上。,等到纱音的脚步声渐渐消失在远方后，朱志香保持着抱着软垫的姿势，卧倒在了床上。,"Quando i suoi passi sparirono in lontananza, Jessica si sdraiò sul suo letto, ancora abbracciando un cuscino.","Quando il rumore dei suoi passi scomparve in lontananza, Jessica, che ancora teneva il cuscino fra le sue braccia, si sdraiò sul letto...","Ayak sesleri uzaklarda kaybolduğunda, Jessica hala yastığa sarılmış bir şekilde yatağına uzandı."
,"...Her expression was still a little meek, with tears in her eyes, ...but for the first time in a long time, she had a very, very quiet and honest conversation with her heart. ","...Her expression was still a little meek, with tears in her eyes, ...but for the first time in a long time, she had a very, very quiet and honest conversation with her heart.",[=UP],…まだ涙が浮かんでいて少し神妙な表情だったけれど、…久しぶりに素直になった自分の心としばらくの間、静かに静かに対話をするのだった。,[=JP],"...Её выражение оставалось таким же кротким, со слезами на глазах... Но впервые за долгое время она была очень открыта и честна со своими чувствами.","...Sua expressão era um pouco mansa, com lágrimas em seus olhos, ...mas pela primeira vez em muito tempo, ela teve uma silenciosa e muito honesta conversa com o seu coração.",…雖然她臉上還留著淚水，也依然擺著副稍顯柔弱的表情，…但她還是在床上靜靜地、靜靜地和好久未能如此坦率的自己的心交談了甚久。,…虽然她脸上还留着泪水，也依然摆着副稍显柔弱的表情，…但她还是在床上静静地、静静地和好久未能如此坦率的自己的心交谈了甚久。,"... La sua espressione era ancora un po' docile, con lacrime negli occhi... ma per la prima volta dopo molto tempo, aveva fatto una calma, calma e onesta conversazione con il suo cuore.","Aveva le lacrime agli occhi, e la sua espressione era rimasta leggermente abbattuta... ma per la prima volta dopo tanto tempo parlò sinceramente col suo cuore, in piena serenità.","...Yüz ifadesi hala biraz yumuşak ve gözleri yaşlıydı, ...ama uzun zamandır ilk kez kalbiyle çok ama çok sessiz ve dürüst bir konuşma yapmıştı."
Ushiromiya Jessica,"""I also... ...want to fall... in love..."" ","""I also............want to fall...in love...""","""I also, ............want to fall, in love...""",「私も、…………恋が、したい…。」,「私も、…………恋が、したい…」,"""Я тоже... хочу... влюбиться...""","""Eu também............quero me...apaixonar...""",「我也，…………好想，談戀愛…」,「我也，…………好想，谈恋爱…」,"""Anch'io... voglio, innamorarmi...""","""Anch'io... voglio... innamorarmi...""","""Ben de............aşık olmak...istiyorum..."""
,"As Shannon happily watered the flower beds in the garden, she sensed someone's presence. ","As Shannon watered the flower beds in the garden in high spirits, she sensed someone's presence.",[=UP],紗音が上機嫌に庭園の花壇に水遣りをしていると、ふと気配を感じた。,[=JP],"Когда Шаннон в приподнятом настроении поливала клумбы в саду, она почувствовала чьё‐то присутствие.","Enquanto Shannon regava os canteiros do jardim com um ótimo humor, ela sentiu a presença de alguém.",紗音正高高興興地給庭園裡的花壇澆水的時候，突然感到身後有人。,纱音正高高兴兴地给庭园里的花坛浇水的时候，突然感到身后有人。,"Mentre Shannon innaffiava le aiuole nel giardino con buonumore, percepì la presenza di qualcuno.","Mentre stava innaffiando di buon umore le aiuole fiorite del giardino, Shannon percepì all'improvviso una presenza.","Shannon büyük bir keyifle bahçedeki çiçek yataklarını sularken, birinin varlığını hissetti."
,"She turned around, thinking that if one of the family had come to visit, she must greet them, ...but what she saw was that witch. ","She turned around, thinking that if one of the family had come to visit, she must greet them, ......and what she saw was that witch."," She turned around, thinking that if this was one of the family coming to see her, she must greet them, ......and what she saw was that witch.",家人が訪れたなら挨拶をしなくてはならないと思い、振り返ると、……そこにいたのは何とあの魔女の姿だった。,[=JP],"Она обернулась, думая увидеть одного из членов семьи, пришедшего к ней, которого ей полагалось поприветствовать... Но тот, кого он увидела, оказался ведьмой.","Ela se virou, pensando que, se fosse algum membro da família, ela deveria cumprimentá‐lo, ......e o que ela viu foi aquela bruxa.",她心想著若是家裡人路過，那得去打聲招呼才是，於是回過頭去，……然而在她身後的，卻竟是那位魔女。,她心想着若是家里人路过，那得去打声招呼才是，于是回过头去，……然而在她身后的，却竟是那位魔女。,"Si voltò, pensando che se fosse stato qualcuno della famiglia venuto per vederla, avrebbe dovuto salutarlo... e ciò che vide fu quella strega.","Si girò, pensando che se fosse venuto un membro della famiglia, avrebbe dovuto salutarlo... ma ciò che vide, fu la figura della strega.","Aileden biri ziyarete geldiyse onu karşılaması gerektiğini düşünerek arkasını döndü, ......ama gördüğü şey o cadıydı."
Shannon,"""...B-{f:5:Beatrice}-sama......"" ","""B‐......{f:5:Beatrice}‐sama.........""","""B, ......Beatrice-sama.........""",「ベ、……ベアトリーチェさま………。」,「ベ、……ベアトリーチェさま………」,"""Б... {f:5:Беатриче}‐сама...""",[=UP],「貝、……貝阿朵莉切夫人………」,「贝、……贝阿朵莉切夫人………」,"""B... Beatrice-sama...""","""B‐{f:5:Beatrice}‐sama...""","""B-......{f:5:Beatrice}-sama........."""
{f:5:Beatrice},"""It's been quite some time. How are you? Has your relationship with the one you love progressed since last we met?"" ","""It's been quite some time. How are you? Has your relationship with your special person progressed since last time?""",[=UP],「久しぶりよの。どうだ？　その後、そなたの想い人との仲は順調か？」,[=JP],"""Давно не виделись. Как поживаешь? Продвинулись ли твои отношения с твоим особенным человеком с того последнего раза?""","""Já faz um tempo. Como você está? Sua relação com a sua pessoa especial progrediu desde a última vez?""",「好久不見了呢。怎麼樣？自那之後，汝和汝戀慕之人的關係進展得順利嗎？」,「好久不见了呢。怎么样？自那之后，汝和汝恋慕之人的关系进展得顺利吗？」,"""È passato un po' di tempo. Come stai? La relazione con la tua persona speciale è progredita dall'ultima volta?""","""Ne è passato di tempo. Come stai? La relazione col tuo amato è proseguita bene?""","""Epey zaman oldu. Nasılsın? Geçen seferden bu yana özel insanınla ilişkin ilerledi mi?"""
,"As {f:5:Beatrice} sat on the rose arch, she happily blew on her pipe. ","As {f:5:Beatrice} sat on the rose arch, she happily blew on her pipe.","As Beatrice sat on the rose arch, she happily blew on her pipe.",ベアトリーチェは、薔薇のアーチの上に腰を掛けながら、上機嫌に煙管をふかしていた。,[=JP],"Усевшись на арке из роз, {f:5:Беатриче} с довольным видом покуривала свою трубку.","{f:5:Beatrice} sentou no arco de rosas, e alegremente tragou seu cachimbo.",貝阿朵莉切坐在玫瑰拱門上，心情愉快地抽著煙。,贝阿朵莉切坐在玫瑰拱门上，心情愉快地抽着烟。,"Mentre Beatrice si sedeva sull'arco di rose, soffiò felicemente nella sua pipa.","{f:5:Beatrice} era seduta sull'arco di rose, mentre fumava allegramente la sua pipa.",{f:5:Beatrice} gül kemerinin üzerinde otururken mutlu bir şekilde piposunu üfledi.
,"Sitting in a place like that would crush the roses, and it might have been dangerous if the arch fell over, ...but this was a witch, after all. ","Sitting in a place like that would crush the roses, and it might have been dangerous if you fell off the arch, ...but after all, this was a witch."," Sitting in a place like that would get you pricked by the roses, and it might have been dangerous if you fell off the arch, ...but after all, this was a witch.",そんなところに腰掛けたら、薔薇が潰れてしまうし、アーチが倒れて危ないかもしれないが、…何しろ相手は魔女なのだ。,[=JP],"На таком сидении можно было спокойно заработать укол от роз, а если вдруг упадёшь оттуда — тоже приятного мало... но, в конце концов, это ведь была не кто‐нибудь, а ведьма.","Sentar em um lugar como esse esmagaria as rosas, e pode ser perigoso se você cair do arco, ...mas, ela era uma bruxa.",雖說坐在那種地方，玫瑰會被壓扁，拱門說不定也會被壓倒，…但她畢竟是魔女啊。,虽说坐在那种地方，玫瑰会被压扁，拱门说不定也会被压倒，…但她毕竟是魔女啊。,"Sedere in un posto del genere ti farebbe pungere dalle rose, e sarebbe stato pericoloso se cadessi dall'arco... ma dopotutto, questa era una strega.","Sedersi in un posto del genere avrebbe schiacciato le rose, e poteva essere pericoloso cadere dall'arco... ma dopotutto, lei era una strega.","Böyle bir yerde oturmak gülleri ezerdi, ve kemerden düşmek tehlikeli olabilirdi, ...ama sonuçta, bu bir cadıydı."
,Showing concern for her safety was probably a waste of time. ,That was surely an unnecessary concern., That would surely be worrying too much.,それは余計な心配に違いなかった。,[=JP],"Подобные беспокойства, несомненно, были излишними.", Certamente era uma preocupação desnecessária.,這種擔心肯定是多餘的。,这种担心肯定是多余的。,Sicuramente non c'era da preoccuparsi troppo.,Preoccuparsi sarebbe sicuramente stato inutile.,Bu kesinlikle gereksiz bir endişeydi.
