Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Spanish (ES),Arabic (AR)
,......That alone was enough for me.,...That alone was enough for me. ,[=UP],……私にはそれだけで充分なのだ。,[=JP],......Одного этого мне было вполне достаточно.,......Isso já é o suficiente para mim.,……这就够了。,……這就夠了。,... E questo mi bastava.,... Solo eso era suficiente para mí.,......ﻻ ﺑﺄﺱ ﻋﻨﺪﻱ ﺑﺬﻟﻚ ﻃﺎﻟﻤﺎ ﺃﻧﻬﻦّ ﻻ ﻳﻀﺎﻳﻘﻨﻨﻲ.
,Mammon looked at the passing girls and the furnishings of the dorm with interest.,Mammon looked at the passing kids and the furnishings of the dorm with interest. ,Mammon looked at the passing kids and the furnishings of the dorm with interest.,マモンは、すれ違う子たちや寮内の設備などを興味深そうに見ている。,[=JP],Мамона с интересом смотрела на проходящих детей и обстановку в общежитии.,Mammon demonstrava interesse enquanto olhava para as garotas que passavam e também para os móveis do dormitório.,马蒙兴趣十足地看着与我擦肩而过的学生与宿舍内的设备。,馬蒙興趣十足地看著與我擦肩而過的學生與宿舍內的設備。,Mammon guardava con interesse le ragazze che passavano e l'arredamento del dormitorio.,Mammón miraba a las chicas que pasaban y el mobiliario del dormitorio con interés.,ﻧﻈﺮﺕ ﻣﺎﻣﻮﻥ ﺑﺎﻫﺘﻤﺎﻡ ﺇﻟﻰ ﺍﻟﻔﺘﻴﺎﺕ ﺍﻟﻌﺎﺑﺮﺍﺕ ﻭﻣﺮﺍﻓﻖ ﺍﻟﻤﻬﺠﻊ.
,"......Without paying her any particular attention, I hurried back to my room.","...Without paying her any particular attention, I hurried back to my room. ",[=UP],……私はそんな彼女には特別の関心を払わず、自分の部屋への帰りを急ぐ。,[=JP],"......Не обращая на неё особого внимания, я поспешила в свою комнату.","......Sem demonstrar atenção a ela, eu me apressei de volta ao meu quarto.",……我没去费心管她，顾自快步走向自己的房间。,……我沒去費心管她，顧自快步走向自己的房間。,"... Senza prestarle particolare attenzione, mi affrettai verso la mia stanza.","... Sin prestarle ninguna atención en particular, me apresuré a mi habitación.",......ﺃﻣﺎ ﺃﻧﺎ، ﻓﻠﻢ ﺃﻋﺮﻫﺎ ﺍﻫﺘﻤﺎﻣﺎً، ﻭﺃﺳﺮﻋﺖُ ﻓﻲ ﺍﻟﻌﻮﺩﺓ ﺇﻟﻰ ﻏﺮﻓﺘﻲ.
,"In front of my room was my roommate, who had already changed into her prison clothes, chatting with some girls from the room next door.","In front of my room was my roommate, who had already changed into her prison clothes, chatting with some kids from the room next door. ","In front of my room was my roommate, who had already changed into her prison clothes, chatting with some kids from the room next door.",私の部屋の前では、すでに囚人服に着替えたルームメイトと隣室の子たちが談笑していた。,[=JP],"Перед комнатой, разговаривая с другими девчонками из соседней комнаты, стояла моя соседка, уже переодевшаяся в свою тюремную робу.","Na frente do quarto estava minha colega de quarto, que já havia colocado suas roupas de presidiária, conversando com as garotas do quarto vizinho.",在我的房间前，已经换好牢服的室友正在与隔壁寝室的同学谈笑。,在我的房間前，已經換好牢服的室友正在與隔壁寢室的同學談笑。,"Di fronte ad essa vi era la mia compagna di camera, che si era già cambiata con i suoi vestiti prigione, e chiacchierava con qualcuna della stanza accanto.","Frente a mi habitación estaba mi compañera de cuarto, que ya se había puesto las ropas de prisión, hablando con algunas chicas de la habitación de al lado.",ﺃﻣﺎﻡ ﻏﺮﻓﺘﻲ، ﻛﺎﻧﺖ ﺯﻣﻴﻠﺘﻲ ﻓﻲ ﺍﻟﻐﺮﻓﺔ، ﺍﻟﺘﻲ ﺍﺭﺗﺪﺕ ﺑﺎﻟﻔﻌﻞ -ﻣﻼﺑﺲ ﺍﻟﺴﺠﻦ-، ﺗﺘﺠﺎﺫﺏ ﺃﻃﺮﺍﻑ ﺍﻟﺤﺪﻳﺚ ﻣﻊ ﻓﺘﺎﺓ ﻣﻦ ﺍﻟﻐﺮﻓﺔ ﺍﻟﻤﺠﺎﻭﺭﺓ.
,"When they noticed me hurrying back, they blatantly changed the topic of their conversation.","When they noticed me hurrying back, the topic of their conversation noticibly changed. ","When they noticed me hurrying back, their topic of their conversation noticibly changed.",私が早足で戻ってきたのに気付くと、あからさまに話題を変える。,[=JP],"Когда они увидели меня, спешащую назад, тема их разговора заметно изменилась.","Quando me viram voltando apressada, elas descaradamente mudaram o tópico da conversa delas.",注意到我快步走来后，她们很是明显地转换了话题。,注意到我快步走來後，她們很是明顯地轉換了話題。,"Quando notarono il mio frettoloso ritorno, il loro argomento di conversazione cambiò visibilmente.","Cuando se dieron cuenta de que yo regresaba con prisa, su tema de conversación cambió notablemente.",ﻭﻋﻨﺪﻣﺎ ﻻﺣﻈﻦ ﻋﻮﺩﺗﻲ، ﺗﻐﻴﺮ ﻣﻮﺿﻮﻉ ﺣﺪﻳﺜﻬﻦّ ﺑﺸﻜﻞٍ ﺳﺎﻓﺮ.
,"They lowered their voices, stealing glances at me.","They lowered their voices, stealing glances at me. ",[=UP],私を盗み見ながら、ひそひそと声を潜めた。,[=JP],"Они понизили голоса, воровато глядя на меня.","Diminuindo o tom de voz, olhando discretamente para mim.",边偷偷看我，边压低声音窃窃私语。,邊偷偷看我，邊壓低聲音竊竊私語。,"Abbassarono la voce, lanciandomi occhiate furtive.","Ellas bajaron sus voces, y me lanzaban miradas furtivas.",ﺇﺫ ﺃﻧّﻬﻦّ ﺃﺧﻔﻀﻦّ ﻧﺒﺮﺓ ﺃﺻﻮﺍﺗﻬﻦّ، ﻭﺭﻣﻘﻨﻨﻲ ﺑﺒﻌﺾ ﺍﻟﻨﻈﺮﺍﺕ.
,"I acted like I didn't notice, went into my room, changed.{n}And hurriedly went out into the corridor.","I acted like I didn't notice, went into my room, and changed. Then I hastily went out into the corridor. ","I acted like I didn't notice, went into my room, and changed.Then I hastily went out into the corridor.",私はそれに気付かぬふりをして、部屋に入り、着替える。そして大急ぎで廊下に出る。,私はそれに気付かぬふりをして、部屋に入り、着替える。{n}そして大急ぎで廊下に出る。,"Сделав вид, что не заметила, я вошла в свою комнату и переоделась.{n}Затем я поспешно вышла в коридор.","Eu agi como se não tivesse notado, entrei no meu quarto e me troquei.{n}E rapidamente sai para o corredor.",我假装浑然不知地走进了房间，换了衣服。{n}然后，火速赶回走廊。,我假裝渾然不知地走進了房間，換了衣服。{n}然後，火速趕回走廊。,"Mi comportai come se non me ne fossi accorta, entrai nella mia camera, e mi cambiai. In seguito uscii in fretta in corridoio.","Actué como si no me hubiese dado cuenta, fui a mi habitación y me cambié.{n}Entonces apresuradamente salí al corredor.",ﺗﻈﺎﻫﺮﺕُ ﺑﺠﻬﻞ ﻣﺎ ﻳﺤﺪﺙ، ﻭﺩﺧﻠﺖُ ﺍﻟﻐﺮﻓﺔ ﻭﻏﻴّﺮﺕُ ﻣﻼﺑﺴﻲ.{n}ﺛﻢ ﺍﻧﺪﻓﻌﺖُ ﺇﻟﻰ ﺍﻟﺮﻭﺍﻕ ﻣﺴﺮﻋﺔ.
,Everyone was already lined up.,Everyone was already lined up. ,[=UP],すでにみんなは整列をしていた。,[=JP],Все уже построились в линию.,Todas já estavam alinhadas.,大家都已经排好队了。,大家都已經排好隊了。,Erano già tutte in riga.,Ya todas estaban alineadas.,ﻛﺎﻥ ﺍﻟﺠﻤﻴﻊ ﻗﺪ ﺍﺻﻄﻒ ﺑﺎﻟﻔﻌﻞ.
Mammon,""".........Hey, this is weird. Isn't this a school for rich girls? It's like a prison. This is dumb.""","""......Hey, this is weird. I thought this was a school for rich girls. It's like a prison. It's stupid."" ",""".........Hey, this is weird.  Isn't this a a school for rich girls?  Feels like a prison.  Feels stupid.""",「………何これ、おっかしい。ここって、お嬢様学校じゃないの？　刑務所みたい。馬鹿みたい。」,「………何これ、おっかしい。ここって、お嬢様学校じゃないの？　刑務所みたい。馬鹿みたい」,""".........Эй, странное дело. Разве это не школа для богатых девочек? Как в тюрьме. Глупости какие‐то.""",""".........O que é isso? Que estranho. Essa não é uma escola para garotas ricas?{n}É como uma prisão. Que idiota.""",「………这啥呀，真滑稽。这儿不是贵小姐学校吗？就跟监狱一样。就跟傻瓜一样。」,「………這啥呀，真滑稽。這兒不是貴小姐學校嗎？就跟監獄一樣。就跟傻瓜一樣。」,"""... Ehi, tutto ciò è strano. Questa non è forse una scuola per ragazze ricche? Sembra una prigione. Pare stupido.""","""... Oye, esto es raro. ¿No es esta una escuela para niñas ricas? Parece una prisión. Es estúpido.""",""".........ﻣﺎ ﻫﺬﺍ، ﻳﺎ ﻟﻠﻐﺮﺍﺑﺔ! ﺃﻟﻴﺴﺖ ﻫﺬﻩ ﻣﺪﺭﺳﺔ ﻟﻠﻔﺘﻴﺎﺕ ﺍﻟﺜﺮﻳﺎﺕ؟ ﺇﻧﻬﺎ ﺃﺷﺒﻪ ﺑﺎﻟﺴﺠﻦ. ﻛﻢ ﻫﺬﺍ ﻏﺒﻲ."""
Ushiromiya Ange,"""It is, isn't it? I think so too. And you could say the thing that makes it even harsher than a prison is that you don't get out early for good behavior.""","""You think so too? That's what I think. And unlike prison, you don't get out early for good behavior."" ","""You think so too?  That's what I think.  And you could say the thing that makes it more strict than a prison is that you don't get out early for good behavior.""",「やっぱりそうよね。私もそう思ってるわ。刑務所よりさらに厳しい点は、素行が良くても刑期が短くならない点かしら。」,「やっぱりそうよね。私もそう思ってるわ。刑務所よりさらに厳しい点は、素行が良くても刑期が短くならない点かしら」,"""Ты тоже так думаешь? Вот и я мыслю аналогично. А строже чем тюрьму это место делает тот факт, что отсюда нельзя выйти раньше за хорошее поведение.""","""Não é? Eu também acho. E você poderia dizer que aquilo que faz ser ainda mais rígido que uma prisão é o fato que você não vai sair mais cedo por bom comportamento.""",「果然呢。我也这么觉得。比监狱更苛刻的是，就算表现好也没法减刑的这一点吧。」,「果然呢。我也這麼覺得。比監獄更苛刻的是，就算表現好也沒法減刑的這一點吧。」,"""Lo pensi anche tu? È quello che credo. E potremmo dire che la cosa che la rende più severa di una prigione è il fatto che non esci presto per buona condotta.""","""¿También lo crees? Eso es lo que pienso. Y podrías decir que lo que la hace más estricta que una prisión es que no sales antes por buen comportamiento.""","""ﻋﺠﺒًﺎ. ﻫﺬﺍ ﻣﺎ ﺃﻋﺘﻘﺪﻩ ﺃﻳﻀًﺎ. ﺭﺑﻤﺎ ﺍﻟﻨﻘﻄﺔ ﺍﻟﺘﻲ ﺗﺠﻌﻠﻬﺎ ﺃﺳﻮﺃ ﻣﻦ ﺍﻟﺴﺠﻦ ﻫﻲ ﺃﻥ ﺳﺮﺍﺣﻚ ﻟﻦ ﻳﻄﻠﻖ ﺣﺘﻰ ﻟﻮ ﺗﺼﺮﻓﺖ ﺟﻴﺪًﺍ."""
,"......After bitching for a bit, I noticed.","...After bad-mouthing the place, I noticed something. ","......After abusing the place, I noticed.",……悪態をついてから、気付く。,[=JP],"......Поболтав с ней, я отметила одну деталь.","......Após reclamar por um momento, eu percebi uma coisa.",……发了牢骚后，我察觉到了。,……發了牢騷後，我察覺到了。,"... Insultando il posto, me ne accorsi.","... Después de insultar el lugar, me di cuenta.",......ﻻﺣﻈﺖ ﺷﻴﺌًﺎ ﺑﻌﺪﻣﺎ ﺷﺘﻤﺖُ ﺍﻟﻤﻜﺎﻥ ﻗﻠﻴﻼً.
,Having someone to listen to your complaints......feels surprisingly good.,Having someone to listen to your complaints... feels surprisingly good. ,"Having someone to listen to your complaints, ......feels surprisingly good.",悪態を聞いてくれる相手がいることは、……案外、気持ちがいい。,[=JP],"Если есть кто‐то, выслушивающий ваши жалобы, то от этого на душе становится на удивление приятней.",Ter alguém para ouvir suas reclamações......é surpreendentemente reconfortante.,有个能听自己发牢骚的人，……出乎意料地感觉不错。,有個能聽自己發牢騷的人，……出乎意料地感覺不錯。,Avere qualcuno che ascolta le tue lamentele... ti fa sentire sorprendentemente bene.,"Tener a alguien que escuche tus quejas, se siente sorprendentemente bien.",ﻭﺟﻮﺩ ﺷﺨﺺ ﻳﻨﺼﺖ ﺇﻟﻰ ﺣﻠﻄﻤﺘﻚ......ﻳﺒﻌﺚ ﺷﻌﻮﺭًﺍ ﻣﺮﻳﺤًﺎ ﻟﻠﻨﻔﺲ.
,"Fortunately, Mammon's form can only be seen by the summoner, me.{n}And of course, there's no need to speak out loud for this conversation.","Fortunately, Mammon's form can only be seen by her summoner, me. And of course, there was no need to speak out loud for this conversation. ","Fortunately, Mammon's form can only be seen by the summoner, me.And of course, there was no need to speak out loud for this conversation.",マモンの姿は幸いにして、召喚者である私にしか見えない。もちろん、その会話も、口に出す必要はない。,マモンの姿は幸いにして、召喚者である私にしか見えない。{n}もちろん、その会話も、口に出す必要はない。,"К счастью, форму Мамоны может увидеть только призвавший её, то есть я.{n}И, разумеется, нет необходимости вести этот разговор вслух.","Felizmente, a forma da Mammon só pode ser vista pelo invocador, eu.{n}E, é claro, não é necessário que essa conversa seja em voz alta.",幸好，除了身为召唤人的我，谁都看不到马蒙。{n}当然，我与她对话也无需用嘴。,幸好，除了身為召喚人的我，誰都看不到馬蒙。{n}當然，我與她對話也無需用嘴。,"Per fortuna, la forma di Mammon poteva essere vista soltanto dell'evocatrice, io. E ovviamente, non c'era bisogno di parlare ad alta voce per questa conversazione.","Afortunadamente, la forma de Mammón solo puede ser vista por su invocadora, yo.{n}Y por supuesto, no había necesidad de hablar alto para esta conversación.",ﻟﺤﺴﻦ ﺍﻟﺤﻆ، ﻻ ﺗﻈﻬﺮ ﻫﻴﺌﺔ ﻣﺎﻣﻮﻥ ﺇﻻ ﻟﻤﺴﺘﺪﻋﻴﻬﺎ، ﺃﻱ ﺃﻧﺎ.{n}ﻭﺑﺎﻟﻄﺒﻊ، ﻻ ﺣﺎﺟﺔ ﻟﻲ ﻟﻠﺘﺤﺪﺙ ﻣﻌﻬﺎ ﺑﺼﻮﺕٍ ﻋﺎﻝٍ.
,"All I have to do is speak inside my mind, so no one can listen in.","All I had to do was speak inside my mind, so no one could listen in. ","All I had to do was speak inside my mind, so no one could listen in.",心の中で会話をすればいいのだから、他の誰にも聞かれない。,[=JP],"Всё, что я говорю мысленно, не сможет услышать никто.","Tudo o que eu preciso fazer é falar dentro da minha mente, então ninguém vai ouvir.",因为只用在心中对话就行了，所以不会被任何外人听到。,因為只用在心中對話就行了，所以不會被任何外人聽到。,"Tutto ciò che dovevo fare era parlare nella mia mente, così che nessun altro potesse ascoltare.","Todo lo que tenía que hacer era hablar dentro de mi mente, de modo que nadie pudiese escuchar.",ﻓﺒﺈﻣﻜﺎﻧﻲ ﺇﺟﺮﺍﺅﻫﺎ ﻓﻲ ﺫﻫﻨﻲ، ﻭﻟﻦ ﻳﺴﻤﻌﻬﺎ ﺃﻱ ﺷﺨﺺ ﺁﺧﺮ.
,".........Magic, and the friends created by it, ......might actually not be so bad.",......Magic...and the friends it creates... might actually not be so bad. ,".........Magic, and the friends it creates, ......might actually not be so bad.",………魔法と、それによって生み出された友人も、……案外、悪くないものかもしれない。,[=JP],".........Магия и друзья, созданные ею, действительно не так уж и плохи.",".........A magia, e os amigos que ela pode criar, ......podem não ser tão ruim assim.",………魔法，以及从中诞生出来的友人，……搞不好，并不坏也说不定。,………魔法，以及從中誕生出來的友人，……搞不好，並不壞也說不定。,"... La magia, e gli amici che crea... potrebbe non essere così male dopotutto.","... La magia, y los amigos que crea, puede de verdad no ser tan malo.",.........ﻗﺪ ﻻ ﻳﻜﻮﻥ ﺍﻟﺴﺤﺮ، ﻭﻣﺎ ﻳﺨﻠﻘﻪ ﻣﻦ ﺃﺻﺪﻗﺎﺀ، ......ﺷﻴﺌًﺎ ﺳﻴﺌًﺎ ﻣﺜﻞ ﻣﺎ ﺗﻮﻗﻌﺖ.
Mammon,"""These guys, all of them look so scrawny. It's like they're not even alive. Kyahahaha.""","""All of these people are sheltered brats. Feels like they aren't even alive. Kyahahaha."" ","""These guys, all of them are sheltered brats.  Feels like they aren't even alive.  Kyahahaha.""",「こいつら、揃いも揃ってモヤシみたい。生きてないって感じ。きゃははは。」,「こいつら、揃いも揃ってモヤシみたい。生きてないって感じ。きゃははは」,"""Эти девчонки, все они — тепличная мелкота. Как будто они даже неживые. Кья‐ха‐ха‐ха.""","""Essas garotas são todas tão magricelas. Parece até que elas nem estão vivas. Kyahahaha.""",「这帮家伙聚在一起，就跟豆芽菜一样。一股行尸走肉的感觉。呀哈哈哈。」,「這幫傢伙聚在一起，就跟豆芽菜一樣。一股行屍走肉的感覺。呀哈哈哈。」,"""Queste tizie, sono tutte bambine iperprotette. Sembra che non siano neanche vive. Kyahahaha.""","""Estas chicas, todas ellas son malcriadas encerradas. Es como si ni siquiera estuviesen vivas. Kyajajaja.""","""ﻫﺆﻻﺀ ﺍﻟﻔﺘﻴﺎﺕ ﻳﺒﺪﻭﻥ ﻫﺰﻳﻼﺕ ﻟﻠﻐﺎﻳﺔ. ﻛﻤﺎ ﻟﻮ ﺃﻧﻬﻦّ ﺃﻣﻮﺍﺕ. ﻛﻴﺎﻫﺎﻫﺎﻫﺎ."""
Ushiromiya Ange,"""Stop it. If they happen to see you, it'll be pretty bad...""","""Stop it. If you're seen by some chance, it'll be pretty bad, right...?"" ","""Stop it.  If you're seen by some chance, it'll be pretty bad, right...?""",「やめなさいよ。万一、姿を見られたら大変よ…？」,[=JP],"""Прекрати. Если тебя вдруг всё‐таки случайно увидят, проблем не оберёшься.""","""Pare. Se elas acabarem vendo você, seria bem ruim...""",「别这样。万一被人看到就麻烦了哦…？」,「別這樣。萬一被人看到就麻煩了哦…？」,"""Piantala. Se per caso venissi vista, non sarebbe una bella cosa, no...?""","""Detente. Si eres vista por alguna casualidad, será bastante malo, ¿bien?...""","""ﻛﻔﻰ. ﻟﻮ ﺻﺎﺩﻑ ﻭﺭﺃﺗﻚ ﺇﺣﺪﺍﻫﻦّ ﻓﺴﺘﻜﻮﻥ ﻋﻮﺍﻗﺐ ﺫﻟﻚ ﻭﺧﻴﻤﺔً ﻟﻠﻐﺎﻳﺔ..."""
Mammon,"""Humans without a fragment of hopes or dreams are like a lump of anti‐magic. They'll never be able to see me. They're inferior life‐forms who can't even see. *giggle*giggle*!""","""Humans without a fragment of hopes or dreams are like a lump of anti-magic. There's no way they'll be able to see me. Hah, you lower life-forms can't even see. *giggle*giggle*!"" ","""Humans without a fragment of hopes or dreams are like a lump of anti-magic.  There's definitely no way they can see me.  These lower life-forms can't even see.  *giggle*giggle*!""",「夢も希望もカケラほどもないニンゲンなんて、反魔法の塊だもの。私の姿なんて、絶対に見えるわけがない。見ることも出来ない、下等生物どもが。くすくすくす！」,[=JP],"""Люди, в которых нет ни крупицы надежды или мечты — всё равно что глыбы антимагии. Им ни в жисть меня не увидеть. У этих низших форм жизни глаз замылен до невозможности. *хи‐хи*хи‐хи*!""","""Humanos sem um fragmento de esperança ou sonhos são como um nódulo de antimagia. Elas nunca serão capazes de me ver. São todas formas de vida inferiores que sequer podem me vez. *risos*risos*!""",「连一丁点梦想与希望都没有的人类，只不过是反魔法的块。绝对不可能看到我的身姿。连看都看不见，真是群下等生物。嘻嘻嘻！」,「連一丁點夢想與希望都沒有的人類，只不過是反魔法的塊。絕對不可能看到我的身姿。連看都看不見，真是群下等生物。嘻嘻嘻！」,"""Gli umani senza un briciolo di speranze o sogni sono come un sacco di anti-magia. È impossibile che mi notino. Queste forme di vita inferiori non riescono nemmeno a vedere. *giggle*giggle*!""","""Los humanos sin nada de esperanza o sueños son como un montón de anti-magia. Definitivamente no hay forma de que puedan verme. ¡Estas formas de vida inferiores, ni siquiera pueden verme! ¡*risita*risita*!""","""ﺍﻟﺒﺸﺮ ﺍﻟﺬﻳﻦ ﻻ ﻳﻤﻠﻜﻮﻥ ﺫﺭﺓ ﻣﻦ ﺍﻷﺣﻼﻡ ﺃﻭ ﺍﻷﻣﻞ، ﻫﻢ ﻛﺘﻠﺔ ﻣﻦ ﺍﻟﺴﻤﻮﻡ ﺍﻟﻤﻘﺎﻭﻣﺔ ﻟﻠﺴﺤﺮ. ﻟﻦ ﻳﺴﺘﻄﻌﻦ ﺭﺅﻳﺘﻲ ﺃﺑﺪًﺍ. ﺇﻧﻬﻦّ ﻣﺠﺮّﺩ ﻛﺎﺋﻨﺎﺕ ﻭﺿﻴﻌﺔ ﻳﺴﺘﺤﻴﻞ ﻋﻠﻴﻬﻦّ ﺭﺅﻳﺘﻲ. *ﺿﺤﻚ*ﺿﺤﻚ*!"""
Ushiromiya Ange,""".........Are you alright being around so many {y:0:Human}{n:0:human}s with that anti‐magic toxin?""","""......Are you okay being around so many Humans with that magic-resisting toxin?"" ",""".........Are you alright being around so many humans with that magic-resisting toxin?""",「………あなたは、その反魔法の毒素を持つニンゲンたちがこれほどいる中でも平気なの？」,[=JP],""".........А тебе не вредит нахождение рядом с таким количеством {y:0:Люд}{n:0:люд}ей с сопротивляющимся магии токсином?""",""".........Você está bem mesmo estando cercada por tantos {y:0:Humanos}{n:0:humanos} com toxinas antimagia?""",「………你身处这么多带有反魔法毒素的人类之中都没事？」,「………你身處這麼多帶有反魔法毒素的人類之中都沒事？」,"""... Ti va bene di stare attorno a così tanti umani con quella tossina anti-magia?""","""... ¿Estás bien estando rodeada de tantos {y:0:Humanos}{n:0:humanos} con esa toxina anti-magia?""",""".........ﺃﻻ ﺑﺄﺱ ﺑﺘﻮﺍﺟﺪﻙ ﻫﻜﺬﺍ ﻭﺳﻂ ﺍﻟﺒﺸﺮ ﺑﺎﻟﺮﻏﻢ ﻣﻦ ﻭﺟﻮﺩ ﺍﻟﺴﻢ ﺍﻟﻤﻘﺎﻭﻡ ﻟﻠﺴﺤﺮ؟"""
Mammon,"""I'm fine as long as you continue to manifest me, Ange‐sama.""","""I'm fine as long as you continue to make me materialize, Ange-sama. ","""I'm fine as long as you continue to make me materialize, Ange-sama.  ",「縁寿さまが私を顕現させて下さる限りは平気です。,「縁寿さまが私を顕現させて下さる限りは平気です」,"""Я в порядке, пока вы продолжаете меня материализовать, Энджи‐сама.""","""Eu estou bem enquanto você continuar a me manifestar, Ange‐sama.""",「只要缘寿小姐还在显现我，就不要紧。」,「只要緣壽小姐還在顯現我，就不要緊。」,"""Sono a posto finché lei continua a farmi materializzare, Ange-sama.","""Estoy bien siempre que usted continúe materializándome, Ange-sama.""","""ﺃﻧﺎ ﺑﺨﻴﺮ ﻃﺎﻟﻤﺎ ﺃﻥ ﺇﻧﺠﻲ-ﺳﺎﻣﺎ ﺗﺴﻤﺢ ﻟﻲ ﺑﺎﻟﺘﺠﻠﻲ."""
Mammon,"""......Although, you probably have to keep concentrating to do that, so there's a chance you'll neglect your daily life. ......Look, aren't you being called by that girl you're sharing a room with?""","...Although, since you'll probably have to keep concentrating to materialize me, there's a chance you'll neglect your daily life. ...Look, that girl you're sharing a room with is calling you, right?"" ","......Although, you probably have to keep concentrating to materialize me, so there's a chance you'll neglect your daily life.  ......Look, that girl you're sharing a room with is calling you, right?""",……ただ、私を顕現するために常に集中しなければならないでしょうから、日常生活が疎かになる可能性がありますよ。……ほら、同室の子に呼ばれてません？」,「……ただ、私を顕現するために常に集中しなければならないでしょうから、日常生活が疎かになる可能性がありますよ。……ほら、同室の子に呼ばれてません？」,"""......Хотя, вам, вероятно, потребуется изрядная сосредоточенность, чтобы материализовывать меня, отсюда вероятность, что вы станете пренебрегать своей повседневной жизнью. ......Вот, смотрите, ваша соседка по комнате зовёт вас, верно?""","""......Embora você provavelmente precise continuar se concentrando para isso, então é possível que você negligencie seu dia a dia. ......Olha, você não está sendo chamada pela garota que divide o quarto com você?""",「……只不过，为了显现我，小姐是不得不时刻集中精神的吧，所以这有可能使您在日常生活中出现疏忽哦。……瞧，与您同房的那位是不是正在叫您呀？」,「……只不過，為了顯現我，小姐是不得不時刻集中精神的吧，所以這有可能使您在日常生活中出現疏忽哦。……瞧，與您同房的那位是不是正在叫您呀？」,"... Però, probabilmente deve mantenersi concentrata per materializzarmi, quindi c'è la possibilità che trascuri la sua vita quotidiana. ... Guardi, quella ragazza con cui divide la stanza la sta chiamando, no?""","""... Aunque, usted probablemente debe mantenerse concentrada para materializarme, así que hay una posibilidad de que usted descuide su vida cotidiana... Mire, esa chica con la que usted comparte habitación la está llamando, ¿no?""","""......ﻟﻜﻦ، ﺳﻴﺘﻌﻴﻦ ﻋﻠﻴﻚِ ﺃﻥ ﺗﺮﻛﺰﻱ ﺩﺍﺋﻤًﺎ ﻹﺑﻘﺎﺋﻲ ﻣﺘﺠﻠﻴﺔ، ﻣﻤﺎ ﻗﺪ ﻳﺆﺩﻱ ﺇﻟﻰ ﺇﻫﻤﺎﻝ ﺣﻴﺎﺗﻚِ ﺍﻟﻴﻮﻣﻴﺔ. ......ﺍﻧﻈﺮﻱ، ﺃﻟﻴﺴﺖ ﺯﻣﻴﻠﺘﻚ ﻓﻲ ﺍﻟﻐﺮﻓﺔ ﺗﻨﺎﺩﻳﻚ؟"""
Ushiromiya Ange,"""......Huh? .........Ah—""","""...Huh? ......Oh-"" ","""......Huh?  .........Oh-""",「……え？　………あ、」,[=JP],"""......А? .........О...""","""......Hã? .........Ah—""",「……哎？………啊、」,[=CN],"""... Uh? ... Oh-""","""... ¿Eh?... Ah—""","""......ﻣﺎﺫﺍ? .........ﺃﻭﻩ—"""
,"""Ushiromiya‐san, are you listening? It's us two on duty next week—I wanted to have a little talk...""","""Ushiromiya-san, are you listening? About our weekly duties starting next week..."" ","""Ushiromiya-san, are you listening?  About the weekly duty next week, there's something I wanted to talk about.""",「右代宮さん、聞こえてる？　来週からの週番なんだけどさ、ちょっと相談があってェ。」,「右代宮さん、聞こえてる？　来週からの週番なんだけどさ、ちょっと相談があってェ」,"""Уширомия‐сан, ты слушаешь? Насчёт еженедельного дежурства на следующей неделе, есть кое‐что, о чём я хочу с тобой поговорить.""","""Ushiromiya‐san, você está ouvindo? Nós duas estamos encarregadas das tarefas semana que vem — eu gostaria de ter uma conversinha com você...""",「右代宫同学，听见没？关于下周的值周，我想与你商量一下。」,「右代宮同學，聽見沒？關於下周的值周，我想與你商量一下。」,"""Ushiromiya-san, mi stai ascoltando? A proposito dei turni settimanali di settimana prossima, c'è qualcosa di cui vorrei discutere.""","""¿Ushiromiya-san, estás escuchando? Sobre las labores semanales de la próxima semana, hay algo de lo que quería hablarte.""","""ﺃﻟﻢ ﺗﺴﻤﻌﻴﻨﻲ ﺃﻧﺎﺩﻳﻚ ﻳﺎ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ-ﺳﺎﻥ؟ ﺃﺭﺩﺕ ﺍﻟﺘﺤﺪﺙ ﻗﻠﻴﻼً ﻣﻌﻚ ﻓﻜﻠﺘﺎﻧﺎ ﻣﻜﻠﻔﺘﺎﻥ ﺑﻮﺍﺟﺐ ﺍﻷﺳﺒﻮﻉ ﺍﻟﻤﻘﺒﻞ..."""
