Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
Ushiromiya Maria,".........Kihihihihihihihihihi. {f:5:Beatrice} is trying to provoke you, since there's no way lowly humans like Battler could figure out how this door was opened. Kihhihihihihihihihihihihihihihi, ","""............Kihihihihihihihihihi. {f:5:Beatrice} is trying to provoke you lowly humans, since she thinks there's no way you could ever understand how this door was opened. Kihhihi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hihi..."""," ............Kihihihihihihihihihi. Beatrice is trying to provoke you lowly humans, since she thinks there's no way you could figure out how this door was opened. Kihhihihihihihihihihihihihihihi, ",…………きひひひひひひひひひ。ベアトリーチェは、戦人如き人間風情に、この扉の開き方がわかるものかって、挑発してるんだよ。きっひひひひひひひひひひひひひひ、,「…………きひひひひひひひひひ。ベアトリーチェは、戦人如き人間風情に、この扉の開き方がわかるものかって、挑発してるんだよ。きっひひひひひひひひひひひひひひ、」,"""............Ки‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи. {f:5:Беатриче} дразнит вас, простых людей, никак не способных понять, как была открыта эта дверь. Ки‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи.""","""............Kihihihihihihihihihi. A {f:5:Beatrice} está tentando provocar vocês, reles humanos, pois ela pensa que vocês jamais entenderiam como essa porta foi aberta. Kihhihi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hihi...""",「…………唧嘻嘻嘻嘻嘻嘻嘻嘻嘻。貝阿朵莉切是在挑釁喲，區區戰人之流的人類，哪會知道打開這扇門的方法。唧嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻……」,「…………唧嘻嘻嘻嘻嘻嘻嘻嘻嘻。贝阿朵莉切是在挑衅哟，区区战人之流的人类，哪会知道打开这扇门的方法。唧嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻……」,"... Kihihihihihihihihihi. Beatrice sta sfidando voi, ignobili umani come Battler, perché pensa che sia impossibile per voi trovare un modo per aprire questa porta. Kihhihihihihihihihihihihihihihi-","""Kihihihihihihihihih. {f:5:Beatrice} ti sta provocando, Battler, chiedendoti se un misero umano come te possa scoprire un modo per aprire quella porta.{n}Kihhihi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hih-""","""............Kihihihihihihihihihi. {f:5:Beatrice} siz aşağılık insanları kışkırtmaya çalışıyor, çünkü bu kapının nasıl açıldığını anlamanıza imkan olmadığını düşünüyor. Kihhihi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hihi..."""
Ushiromiya Maria,"o-uch."" ","""Ouch.""","O-uch.""",あ痛っ。」,「あ痛っ」,"""А‐ай.""","""Ai.""",「啊痛。」,[=CHT],"Ahia.""","""Ahia.""","""A-Ah."""
Ushiromiya Battler,"""Okay, good work, so shut up. ...Sounds great, I'll accept this challenge from the witch!"" ","""Alright, good work, now shut up. ......Suits me fine. I accept that witch's challenge!""","""Alright, good work, so shut up. ......Sounds great, I'll accept this challenge from the witch!""",「ようし、もう黙れご苦労。……上等だぜ、その魔女の挑戦、受けてやらぁ！」,[=JP],"""Ладно, молодец, а теперь помолчи. ......Звучит неплохо. Я принимаю этот вызов от ведьмы!""","""Pronto, bom trabalho, agora cale a boca. ......Muito bem. Eu aceito o desafio dessa bruxa!""",「OK，辛苦你了，可以閉嘴了。……好啊，魔女的挑戰，我接受了！」,「OK，辛苦你了，可以闭嘴了。……好啊，魔女的挑战，我接受了！」,"""Va bene, bel lavoro, quindi zitta. ... Suona bene, accetterò questa sfida dalla strega!""","""Bene, ottimo lavoro, ora stai zitta... D'accordo, accetterò la sfida di questa strega!""","""Tamam, iyi iş, şimdi kapa çeneni. ......Bana uyar. O cadının meydan okumasını kabul ediyorum!"""
Ushiromiya George,"""...Maria-chan, ...things like witches and demons don't exist in this world. ...Someone killed Father and Mother! I don't know whether that was someone I know or not. But either way, it was definitely a human...!!"" ","""......Maria‐chan. ...Things like witches and demons don't exist in this world. ...Someone killed Mother and Father! I don't know whether that was someone I know or not. But either way, it was definitely a human...!!""","""......Maria-chan. ...Things like witches and demons don't exist in this world. ...Someone killed Father and Mother! I don't know whether that was someone I know or not. But either way, it was definitely a human...!!""",「……真里亞ちゃん。…この世に魔女も悪魔も存在しない。…父さんと母さんは誰かが殺した！　それが僕のよく知る人間なのか、知らない人間なのかはわからない。でも、そのどちらであっても必ず人間なんだ…！！」,[=JP],"""......Мария‐чан. ...Таких вещей, как ведьм и демонов, не существует в этом мире. ...Кто‐то убил моих отца и мать! Я не знаю, знаком ли я с ним или нет. Но в любом случае, это точно был человек!..""","""......Maria‐chan. ...Coisas como bruxas e demônios não existem nesse mundo. ...Alguém matou a minha mãe e o meu pai! Eu só não sei se esse alguém é alguém que eu conheço. Mas sem sombra de dúvida, foi definitivamente um ser humano...!!""",「……小真里亞。…這個世界上不存在魔女和惡魔。…我的父母是被某個人殺死的！雖然我不知道他是我熟悉的人，還是我根本不認識的人。但是，不管怎樣他都一定是人類…！！」,「……小真里亚。…这个世界上不存在魔女和恶魔。…我的父母是被某个人杀死的！虽然我不知道他是我熟悉的人，还是我根本不认识的人。但是，不管怎样他都一定是人类…！！」,"""... Maria-chan. ... Cose come le streghe e i demoni non esistono in questo mondo. ... Qualcuno ha ucciso mia Madre e mio Padre! Non so se sia stato qualcuno che conosco o no. Ma in ogni caso, era sicuramente un umano...!!""","""...Maria-chan... In questo mondo non esistono le streghe e i demoni...{n}Qualcuno ha ucciso mia mamma e mio papà! Non so se sia stato qualcuno che io conosca bene o meno. Ma in ogni caso, è stato sicuramente un essere umano...!!""","""......Maria-chan. ...Cadılar ve iblisler gibi şeyler bu dünyada yok. ...Birisi Annemi ve Babamı öldürdü! Tanıdığım biri olup olmadığını bilmiyorum. Ama her iki durumda da, kesinlikle bir insandı...!!"""
Ushiromiya Jessica,"""......Yeah, but...how? How did they reach those two through that crack in the door? It couldn't have been more than ten centimeters wide...!"" ",""".........Yeah, but......how? How did they reach them through a crack in the door that couldn't have been more than ten centimeters wide...!""",""".........Yeah, but......how? How did they reach them through that crack in the door? It couldn't have been more than ten centimeters wide...!""",「………しかし、……どうやって。せいぜい１０ｃｍ程度しか開かない扉の隙間から、どうやったら室内の二人を…！」,[=JP],""".........Да, но... как? Как им удалось достать их через ту щель в двери? Она ведь была не больше десяти сантиметров в ширину!..""",""".........Mas......como? É impossível que alguém chegasse até eles através de uma pequena abertura na porta que não poderia ter mais que dez centímetros...!""",「………可是，……是怎麼做的？是怎樣從最多只能打開十厘米的門縫中，把房間裡的兩個人給…！」,「………可是，……是怎么做的？是怎样从最多只能打开十厘米的门缝中，把房间里的两个人给…！」,"""... Sì, ma... come? Come li hanno raggiunti da quella fessura nella porta? Non poteva essere larga più di dieci centimetri...!""","""...Sì, ma... come? Come ha ucciso due persone dentro una stanza dallo spiraglio di una porta, che poteva essere largo al massimo dieci centimetri...?!""",""".........Evet, ama......nasıl? Kapıdaki on santimetreden daha geniş olmayan bir aralıktan onlara nasıl ulaştılar...!?"""
Ushiromiya Natsuhi,"""At any rate, I can hardly stand this stench. ...What in the world could it be...?!"" ","""At any rate, I can hardly stand this stench. ......What in the world could it be...?!""",[=UP],「それにしても耐え難い臭いです。……一体、何事なのですか…！」,[=JP],"""В любом случае, я едва выношу это зловоние. ......Что же, чёрт возьми, это может быть?!""","""De qualquer forma, eu não consigo mais suportar esse cheiro. ......O que poderia ser isso...?!""",「不過話說回來這臭味還真難以忍受。……到底是怎麼回事呀…？」,「不过话说回来这臭味还真难以忍受。……到底是怎么回事呀…？」,"""Ad ogni modo, posso sopportare a stento questo tanfo. ... Cosa mai può essere...?!""","""Resta il fatto che questo tanfo è insopportabile... Cosa diamine potrà mai essere...?!""","""Her halükarda, bu pis kokuya katlanamıyorum. ......Bu da ne böyle...?!"""
,"Kanon and Kumasawa, who had gone on ahead, realized the smell wasn't coming from the kitchen even before they arrived there. ","Kanon and Kumasawa, who had gone ahead, realized before they even reached the kitchen that the smell wasn't coming from there.","Before they even reached the kitchen, Kanon and Kumasawa, who had gone ahead, realized that the smell wasn't coming from there.",先行する熊沢と嘉音は、厨房に着く前に、臭いの発生元は厨房ではないことに気付く。,[=JP],"Ещё до того, как они достигли кухни, Кумасава, шедшая впереди, и Канон поняли, что запах исходит не оттуда.","Kanon e Kumasawa, que foram na frente, perceberam logo antes de chegar na cozinha que o cheiro não estava vindo de lá.",走在前面的熊澤和嘉音，在還沒到廚房時，就察覺到臭氣並非從廚房飄來。,走在前面的熊泽和嘉音，在还没到厨房时，就察觉到臭气并非从厨房飘来。,"Kanon e Kumasawa, che erano andati avanti, capirono che l'origine del puzzo non era la cucina prima che ci arrivassero.","Kanon e Kumasawa, che erano più avanti, capirono prima ancora di arrivarci che la puzza non provenisse dalla cucina.",Önden giden Kanon ve Kumasawa daha mutfağa varmadan kokunun oradan gelmediğini fark ettiler.
,"That was because they noticed an even thicker wave of stench rising up from the stairs leading to the basement, which they passed on their way to the kitchen. ","That was because, on their way to the kitchen, they noticed that an even thicker wave of stench was rising up from the stairs leading to the basement."," That was because, on their way to the kitchen, they realized that an even thicker wave of stench was rising up from the stairs leading to the basement.",なぜなら、厨房に至る途中にある、地下への階段からさらに濃密な悪臭が登ってくるのに気付いたからだ。,[=JP],"Потому что по пути на кухню они ощутили, что ещё более густая волна смрада исходит от лестницы, ведущей в подвал.","Isso é porque, no caminho para a cozinha, notaram que uma onda ainda mais forte de mau cheiro subia das escadas que levavam ao porão.",至於原因，是他們在去廚房的路上，注意到從通往地下的台階那裡，飄來了更加濃烈的惡臭。,至于原因，是他们在去厨房的路上，注意到从通往地下的台阶那里，飘来了更加浓烈的恶臭。,"Questo perché, andando verso la cucina, si accorsero che un'ondata ancora più spessa di fetore si alzava dalle scale che andavano nel seminterrato.","Questo perché, mentre si dirigevano verso la cucina, si accorsero che, dalle scale per il seminterrato, l'odore saliva sù ancora più intenso.",Çünkü mutfağa doğru ilerlerken bodruma inen merdivenlerden daha da yoğun bir kokunun geldiğini fark ettiler.
Kanon,"""......The boiler room..."" ",""".........The boiler room...""",[=UP],「………ボイラー室…。」,「………ボイラー室…」,""".........Котельная...""",""".........A sala da caldeira...""",「………是鍋爐室…」,「………是锅炉室…」,"""... Il locale caldaia...""","""...La sala caldaie...""",""".........Kazan dairesi..."""
Kumasawa Chiyo,"""...I wonder if there's something wrong with the boiler again..."" ","""......I wonder if there's something wrong with the boiler again...""",[=UP],「……またボイラーの調子が悪いんでしょうか…。」,「……またボイラーの調子が悪いんでしょうか…」,"""......Неужели там опять начались неполадки с котлом...""","""......Eu imagino se tem alguma coisa errada com a caldeira de novo...""",「……鍋爐大概又出毛病了吧…」,「……锅炉大概又出毛病了吧…」,"""... Mi chiedo se ci sia di nuovo qualcosa che non va con la caldaia...""","""...Forse le caldaie hanno di nuovo qualcosa che non va...""","""......Acaba kazanda yine bir sorun mu var...?"""
,Those stairs led to the underground boiler room. ,Those stairs led to the underground boiler room.,[=UP],その階段は地下のボイラー室へ通じるものだった。,[=JP],Та лестница вела в подвальную котельную.,As escadas iam até a sala da caldeira no subsolo.,這台階通往地下的鍋爐室。,这台阶通往地下的锅炉室。,Quelle scale portavano al locale caldaia sotterraneo.,Quelle scale conducevano alla sala caldaie nel seminterrato.,Bu merdivenler yeraltındaki kazan dairesine çıkıyordu.
,"The mansion's boiler was old and in poor condition. Both of them had witnessed problems with the boiler on several occasions, but they had never smelled the boiler belching out a stench like this before. ","The mansion's boiler was old, and had been playing up recently.{n}Both of them had witnessed problems with the boiler on several occasions, but they had never smelled it belching out a stench like this before."," The mansion's boiler was old, and in poor condition. Both of them had witnessed problems with the boiler on several occasions, but they had never smelled the boiler belching out a stench like this before.",屋敷のボイラーは古く、このところ調子も悪い。二人も何度かボイラーの不調に立ち会ったことがあるが、このような臭いを噴出す不調は初めての経験だった。,屋敷のボイラーは古く、このところ調子も悪い。{n}二人も何度かボイラーの不調に立ち会ったことがあるが、このような臭いを噴出す不調は初めての経験だった。,"Котёл в особняке был старым и находился в плохом состоянии.{n}Канон с Кумасавой уже не раз становились свидетелями проблем с котлом, но на их памяти не было случая, когда из‐за котла поднималась такая ужасная вонь.","A caldeira da mansão era velha e estava em más condições.{n}Ambos já haviam presenciado problemas com a caldeira em ocasiões externas, mas eles nunca haviam sentido um cheiro tão horrendo sair dela em nenhuma das vezes.",大屋的鍋爐十分老舊，最近狀態也不怎麼樣。{n}雖然他們兩個已經碰到過好幾次鍋爐出毛病的情況了，但噴出如此惡臭還是第一次。,大屋的锅炉十分老旧，最近状态也不怎么样。{n}虽然他们两个已经碰到过好几次锅炉出毛病的情况了，但喷出如此恶臭还是第一次。,"La caldaia della villa era vecchia, e in brutte condizioni. Entrambi avevano notato problemi con la caldaia in diverse occasioni, ma non avevano mai sperimentato prima una situazione in cui emanava un tale fetore.","Le caldaie della villa erano vecchie, ed in pessime condizioni. Entrambi avevano assistito in diverse occasioni a problemi delle caldaie, ma non c'era mai stato prima di allora un malfunzionamento in cui emettevano un simile fetore.",Malikanenin kazanı eskiydi ve son zamanlarda sorun çıkarıyordu.{n}Her ikisi de birkaç kez kazanın sorunlarına tanık olmuştu ama daha önce hiç böyle pis bir koku yaydığını görmemişlerdi.
,*slam*. ,Slam.,*slam*.,バタン。,[=JP],*хлопок*,Bam.,砰嗵。,[=CHT],[=OG],[=UP],*çarpma*
Kumasawa Chiyo,"""Wh-What was that sound...?!"" ","""Wh‐what was that sound......?!""","""Wh, what was that sound......?!""",「い、今の音は……？！」,[=JP],"""Ч‐что это был за звук?!""","""O‐O que foi esse barulho......?!""",「剛、剛才的聲音是……？！」,「刚、刚才的声音是……？！」,"""C-Cos'era quel rumore...?!""",[=ITA],"""Bu-Bu ses de neydi......?!"""
,"The thing they heard from the basement was definitely the sound of a door closing. ...Kumasawa had phrased it as a question, but she already knew it couldn't be anything else. ","The sound that they had heard from the basement had definitely been the sound of a door closing.{n}......Although she did phrase it as a question, Kumasawa too had already realized that the sound couldn't have been anything else.","The sound that they had heard from the basement had definitely been the sound of a door closing.......Kumasawa tried to speak, as though asking a question, but she had already realized that the sound couldn't have been anything else.",地下より聞こえたその音は、確かに扉が閉じる音だった。……熊沢も、問い掛けるように言いはしたが、それ以外の何の音でもないことをすでに理解している。,地下より聞こえたその音は、確かに扉が閉じる音だった。{n}……熊沢も、問い掛けるように言いはしたが、それ以外の何の音でもないことをすでに理解している。,"Звук, который они услышали из подвала, определённо был звуком закрываемой двери.{n}......Хоть Кумасава и задала вопрос, она уже поняла, этим звуком не могло быть что‐либо ещё.","O som que eles ouviram no porão foi, sem sombra de dúvidas, o som de uma porta se fechando.{n}......Mesmo que houvesse formulado sua frase como uma pergunta, Kumasawa também havia percebido que o som não poderia ser nada além de uma porta se fechando.",從地下傳來的聲音，確實是關上門的聲音。{n}……熊澤雖然問了一聲，但是她自己也知道這無疑是關門聲。,从地下传来的声音，确实是关上门的声音。{n}……熊泽虽然问了一声，但是她自己也知道这无疑是关门声。,"Il rumore che avevano sentito dal seminterrato era sicuramente stato quello di una porta che si chiude. ... Kumasawa provò a parlare, come per fare una domanda, ma aveva già capito che il rumore non poteva essere stato nient'altro.","Il suono che avevano sentito dal seminterrato, era senz'altro quello di una porta che si chiudeva... Kumasawa intentò una domanda, ma sapeva già che il rumore non poteva essere causato da qualcos'altro.",Bodrumdan duydukları ses kesinlikle bir kapının kapanma sesiydi.{n}......Bunu bir soru olarak ifade etmiş olsa da Kumasawa da sesin başka bir şey olamayacağını çoktan anlamıştı.
,Kumasawa was so surprised at that sound that her knees gave way yet again and she cowered... ,Kumasawa was so surprised at that sound that her knees gave way yet again and she cowered..., Kumasawa was so surprised at that sound that her knees gave way yet again and she cowered...,熊沢はその音に大層驚き、再び腰をぬかしてへたり込んでしまう…。,[=JP],"Она была настолько поражена этим звуком, что у неё снова подогнулись колени, и она опустилась на пол...",Kumasawa ficou tão espantada com o som que seus joelhos tremeram e ela se acovardou...,熊澤被這聲音嚇得肝膽俱裂，再次癱倒在地上…。,熊泽被这声音吓得肝胆俱裂，再次瘫倒在地上…。,"Kumasawa rimase così sorpresa di quel rumore, che le sue ginocchia cedettero ancora una volta e si accovacciò...","Kumasawa rimase così sorpresa da quel suono, che le sue ginocchia cedettero nuovamente, e cadde sul pavimento...",Kumasawa bu sese o kadar şaşırmıştı ki dizlerinin bağı çözülmüş ve yere kapanmıştı...
,"...After all, {i:at that very moment, no one could have been in the boiler room}. ","......Because, {i:at that very moment, no one could have been in the boiler room}.","......Because, at that very moment, no one could have been in the boiler room.",……なぜなら、{i:今この瞬間、ボイラー室にいられる人間はいないからだ}。,[=JP],......Потому что {i:в этот самый момент в котельной никого не могло быть}.,"......Porque ela percebeu que, {i:naquele momento, não devia ter ninguém na sala da caldeira}.",……這是因為，{i:此時此刻，沒有人有在鍋爐室裡的可能}。,……这是因为，{i:此时此刻，没有人有在锅炉室里的可能}。,"... Perché, in quel preciso istante,  nessuno poteva trovarsi nel locale caldaia.",...Perché {i:nessuno poteva trovarsi nella sala caldaie}.,......Çünkü {i:o anda kazan dairesinde kimse olamazdı}.
,"Just a few seconds ago, everyone had been crowded together around Eva and Hideyoshi's room! So who caused the sound of a door closing just now?! ","Just a few seconds ago, everyone had been crowded together in Eva and Hideyoshi's room!{n}So who caused the sound of a door closing just now?!"," Just a few seconds ago, everyone had been crowded together around Eva and Hideyoshi's room! So who caused the sound of a door closing just now?!",さっきの絵羽たちの部屋に全員が揃った！　なら、今の扉の音は何者に発せられる音だというのか！,さっきの絵羽たちの部屋に全員が揃った！{n}なら、今の扉の音は何者に発せられる音だというのか！,Всего несколько секунд назад все толпились вокруг комнаты Евы и Хидэёши!{n}Так кто же прямо сейчас вызвал звук закрываемой двери?!,"Apenas alguns segundos atrás, todos estavam reunidos juntos, no quarto de Eva e Hideyoshi!{n}Então quem poderia ter produzido o som dessa porta fechando agora?!",剛才所有人都聚集在繪羽他們的房間裡！{n}既然如此，那剛才傳來的關門聲到底是誰弄出來的？,刚才所有人都聚集在绘羽他们的房间里！{n}既然如此，那刚才传来的关门声到底是谁弄出来的？,"Solo pochi secondi prima, tutti si erano riuniti di fronte alla stanza di Eva e Hideyoshi! Quindi chi aveva causato il rumore di una porta che si chiude proprio adesso?!","Poco prima erano tutti nella stanza di Eva e Hideyoshi! Perciò, chi aveva causato il rumore di quella porta?!",Sadece birkaç saniye önce herkes Eva ve Hideyoshi'nin odasında toplanmıştı!{n}Peki az önceki kapı kapanma sesine kim sebep oldu?!
Kanon,""".....................!"" ",""".................................!""","""........................!""",「……………………………！」,[=JP],[=OG],[=UP],[=JP],[=JP],"""...!""",[=ITA],[=UP]
Kumasawa Chiyo,"""Kanon-san...!!"" ","""Kanon‐san...!!""","""Kanon-san...!!""",「嘉音さん…！！」,[=JP],"""Канон‐сан!..""",[=UP],「嘉音…！！」,[=CHT],[=OG],[=OG],[=OG]
,"After taking a second to sort out the situation, Kanon ran down towards the basement...! ","Instantly gathering the situation, Kanon ran down towards the basement...!",[=ST],嘉音は瞬時に状況を整理し、地下へ駆け下りる…！,[=JP],"Спустя секунду, оценив ситуацию, Канон побежал к подвалу!..","Entendendo rapidamente a situação, Kanon desceu sem pensar duas vezes para o porão...!",嘉音瞬間理解了狀況，朝地下飛奔而去…！,嘉音瞬间理解了状况，朝地下飞奔而去…！,"Dopo aver preso un secondo per valutare la situazione, Kanon corse verso il seminterrato...!","Kanon valutò la situazione in un attimo, e corse giù verso il seminterrato...!",Durumu hemen kavrayan Kanon bodruma doğru koştu...!
,"Since they'd heard the sound of a door closing just now, and there was no sign of anyone coming up the stairs, the person who'd closed the door had to be inside the boiler room now. ","Since they had heard the sound of a door closing just now, and there was no trace of someone climbing the stairs, it meant that the person who had closed the door was now inside the boiler room.",[=UP],今、扉を閉じる音がしたのに、誰の気配も登ってこないということは、扉を閉めた何者かはボイラー室の中にいるということだ。,[=JP],"Поскольку они слышали звук закрывающейся двери, и было не похоже, чтобы кто‐то поднимался по лестнице, это означало, что человек, закрывший дверь, сейчас находится в котельной.","Já que eles haviam ouvido o som de uma porta se fechando há pouquíssimo tempo, e não havia sinais de ninguém subindo as escadas, isso significa que a pessoa que bateu a porta estava, agora, dentro da sala da caldeira.",剛才明明有關門的聲音，卻完全沒有人走上樓梯的跡象，這說明關門的人還在鍋爐室裡。,刚才明明有关门的声音，却完全没有人走上楼梯的迹象，这说明关门的人还在锅炉室里。,"Dato che avevano appena sentito il rumore di una porta che si chiudeva, e non c'era traccia di qualcuno che salisse le scale, significava che la persona che aveva chiuso la porta ora si trovava all'interno del locale caldaia.","Dato che avevano appena sentito una porta chiudersi, e che non c'erano segni di qualcuno che avesse salito le scale, voleva dire che chiunque avesse chiuso la porta, si trovava in quel momento all'interno della sala caldaie.","Az önce kapanan bir kapının sesini duyduklarına ve merdivenlerden çıkan birine rastlamadıklarına göre bu, kapıyı kapatan kişinin şu anda kazan dairesinin içinde olduğu anlamına geliyordu."
,"If the boiler room had been a dead end, Kanon wouldn't have rushed in so hastily. ","If the boiler room had been a dead end, Kanon wouldn't have rushed in so hastily."," If the boiler room had been a dead end, Kanon wouldn't have rushed in so hastily.",もしボイラー室が袋小路だったなら、嘉音は焦って飛び出したりはしなかった。,[=JP],"Будь котельная тупиком, Канон бы не бросился так стремительно.","Se a sala da caldeira fosse um beco sem saída, Kanon não teria entrado nela com tanta pressa.",如果鍋爐室是個死胡同的話，嘉音就不會這麼急著跑過去了。,如果锅炉室是个死胡同的话，嘉音就不会这么急着跑过去了。,"Se fosse stato un vicolo cieco, Kanon non si sarebbe lanciato così velocemente.","Se la sala caldaie fosse stata un vicolo cieco, Kanon non si sarebbe precipitato di tutta fretta...","Eğer kazan dairesi çıkmaz bir sokak olsaydı, Kanon bu kadar aceleyle içeri girmezdi."
,"...But Kanon was a servant, so he knew. There were two entrances to the boiler room, one that opened to the mansion and one that opened to the courtyard. ","...But Kanon was a servant, so he knew.{n}There were two entrances, one that opened to the mansion and one that opened to the courtyard.","...But Kanon was a servant, so he knew. There were two entrances, one that opened to the mansion and one that opened to the courtyard.",…しかし、嘉音は使用人だから知っている。ボイラー室には屋敷側からの入口と、中庭側からの入口の２つがある。,…しかし、嘉音は使用人だから知っている。{n}ボイラー室には屋敷側からの入口と、中庭側からの入口の２つがある。,"...Но Канон был слугой, поэтому он знал.{n}Там было два входа, один вёл в особняк, а другой — во внутренний двор.","...Mas ele era um serviçal, então ele sabia.{n}Lá havia duas entradas, uma aberta para a mansão e outra que levava ao pátio.",…但嘉音是傭人，所以他知道。{n}鍋爐室有兩個入口，一個通向大屋，另一個通向里院。,…但嘉音是佣人，所以他知道。{n}锅炉室有两个入口，一个通向大屋，另一个通向里院。,"... Ma Kanon era un domestico, quindi lo sapeva. C'erano due entrate, una che dava sull'interno della villa e una che dava sul cortile.","Ma Kanon era un domestico, perciò lo sapeva. Nella sala caldaie vi erano due ingressi: uno che dava sull'interno della villa, e uno che dava sul cortile.","...Ama Kanon bir hizmetkârdı, o yüzden biliyordu.{n}Biri malikaneye, diğeri avluya açılan iki giriş vardı."
,"If he didn't chase them now, they might slip away...! ","If he didn't chase them now, they might slip away...!"," If he didn't chase them now, they might slip away...! ",今追わなければ、取り逃がすかも知れないのだ…！,[=JP],"Если он не догонит его сейчас, убийца может ускользнуть!..","Se ele não começasse sua perseguição logo, o autor do barulho poderia escapar...!",現在不追的話，說不定就會讓他逃掉…！,现在不追的话，说不定就会让他逃掉…！,"Se non l'avesse inseguito ora, avrebbe potuto scappargli...!","Se non l'avesse inseguito ora, avrebbe potuto sfuggirgli...!","Onu şimdi kovalamazsa, kaçabilirdi...!"
,Kumasawa reached the same conclusion long after Kanon did. ...But she couldn't let him go alone...! ,Kumasawa reached the same conclusion long after Kanon did.{n}...But she couldn't let him go alone...!,Kumasawa reached the same conclusion long after Kanon did....But she couldn't let him go alone...! ,熊沢も、嘉音にだいぶ遅れて、その思考を理解する。…しかし、ひとりで行かせてはならない…！,熊沢も、嘉音にだいぶ遅れて、その思考を理解する。{n}…しかし、ひとりで行かせてはならない…！,Кумасава пришла к тому же выводу намного позже Канона.{n}...Но она не могла оставлять его одного!..,Kumasawa chegou à mesma conclusão logo depois de Kanon.{n}...Mas ela não poderia deixá‐lo ir sozinho...!,熊澤想到這點比嘉音慢得多。{n}…但是，不能讓他一個人去…！,熊泽想到这点比嘉音慢得多。{n}…但是，不能让他一个人去…！,Kumasawa raggiunse la stessa conclusione molto dopo Kanon. ... Ma non poteva lasciarlo andare solo...!,"Kumasawa arrivò alla stessa conclusione, anche se molto più in ritardo rispetto a Kanon... Ma non poteva lasciarlo andare da solo...!",Kumasawa da Kanon'dan çok sonra aynı sonuca varmıştı.{n}...Ama onun yalnız gitmesine izin veremezdi...!
,"If the thing in the boiler room was the culprit, ...an opponent who had easily killed six adults in the first murder, then no matter how Kanon confronted them, he wouldn't be a match. ","If the thing in the boiler room was the killer, ...an opponent who had easily killed six adults in the first murder, then Kanon would be no match if he simply confronted them alone.","If the thing in the boiler room was the culprit, ...an opponent who had easily killed six adults in the first murder, then no matter how Kanon confronted them, he wouldn't be a match.",もし、ボイラー室にいる存在が犯人で、…最初の殺人で大人６人をやすやすと殺して見せたほどの相手なら、嘉音１人が取っ組みかかったところでどうにかなる相手ではない。,[=JP],"Если там, в котельной, действительно был преступник, противник, с лёгкостью убивший шестерых взрослых при первых убийствах, то тогда как бы Канон ни старался, он не смог бы ему противостоять.","Se o que estivesse na sala da caldeira fosse o assassino, ...um oponente que matou facilmente seis adultos no primeiro assassinato, então Kanon não seria páreo para ele se simplesmente o confrontasse sozinho.",如果，在鍋爐室裡的是犯人，…是第一次的殺人事件中輕而易舉地殺死了六個成年人的那個犯人的話，那可不是嘉音一個人衝上去就能對付得了的對手。,如果，在锅炉室里的是犯人，…是第一次的杀人事件中轻而易举地杀死了六个成年人的那个犯人的话，那可不是嘉音一个人冲上去就能对付得了的对手。,"Se la cosa nel locale caldaia era il colpevole... un avversario che aveva facilmente ucciso sei adulti nel primo omicidio, allora non importava come Kanon l'avesse affrontato, non sarebbe stato una minaccia per lui.","Se la presenza all'interno della sala caldaie fosse il colpevole... un individuo che, nei suoi primi omicidi, aveva ucciso con facilità sei adulti, era un soggetto che Kanon non poteva affrontare da solo, in nessun modo...","Eğer kazan dairesindeki kişi, ...ilk cinayette altı yetişkini kolayca öldürmüş olan katilse, o zaman Kanon onunla tek başına yüzleşmek zorunda kalacaktı ve rakibi bile olamazdı."
