Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Spanish (ES),Arabic (AR)
,"Ange clicked her tongue at that, but Kasumi probably didn't hear it that way.","Ange clicked her tongue at that, but Kasumi probably didn't hear it that way. ",[=UP],縁寿はそれを舌打ちするが、霞にはそういう意味には聞こえなかったろう。,[=JP],"Энджи раздражённо цокнула языком, но Касуми, похоже, истолковала это иначе.","Ange estalou a língua, mas Kasumi provavelmente não entendeu dessa forma.",虽然缘寿在为此咂嘴，但霞是听不出这个意思的吧。,雖然緣壽在為此咂嘴，但霞是聽不出這個意思的吧。,"Ange scioccò la lingua per questo fatto, ma Kasumi probabilmente non la interpretò così.","Ange chasqueó la lengua ante eso, pero Kasumi no lo escuchó de esa manera.", ﻃﻘﻄﻘﺖ ﺇﻧﺠﻲ ﺑﻠﺴﺎﻧﻬﺎ ﻏﻀﺒًﺎ ﻣﻦ ﺫﻟﻚ، ﻭﻟﻜﻦ ﻛﺎﺳﻮﻣﻲ ﺭﺑَّﻤﺎ ﻟﻢ ﺗﻔﻬﻢ ﻣﻘﺼﺪ ﻃﻘﻄﻘﺘﻬﺎ ﺗﻠﻚ.
Sumadera Kasumi,"""............Oh? Are those flowers for your deceased family? ......How admirable. You're going to throw them, right? That's alright, we'll wait that long.""","""......Hmmmm. Are those flowers for your deceased family? ...How admirable. You're going to throw them, right? Go ahead, we'll wait that long."" ","""............Hmmmm.  Are those flowers for your deceased family?  ......How admirable.  You're going to throw them, right?  Go ahead, we'll wait that long.""",「…………ふぅん。そのお花は、亡くなった家族への？……偉いわぁ。それ、投げるんでしょ？　いいわよ、それまで待ってあげる。」,「…………ふぅん。そのお花は、亡くなった家族への？　……偉いわぁ。それ、投げるんでしょ？　いいわよ、それまで待ってあげる」,"""............Хм‐м‐м. Это цветы для твоей покойной семьи? ......Достойно уважения. Ты ведь собираешься их бросить, верно? Валяй, уж столько мы можем подождать.""","""............Oh? Essas flores são para a sua falecida família? ......Que admirável.{n}Você vai jogar elas, certo? Tudo bem, nós podemos esperar.""",「…………哼——。这花，是为去世的家人准备的？……真懂事呢。这个是要扔下去吧？请吧，我们等到你献完。」,「…………哼——。這花，是為去世的家人準備的？……真懂事呢。這個是要扔下去吧？請吧，我們等到你獻完。」,"""... Hmmmm. Quei fiori sono per la tua famiglia morta? ... Che gesto ammirevole. Stai per lanciarli, vero? Fai pure, aspetteremo.""","""... Mmmmm... ¿Esas flores son para tu difunta familia?... Qué admirable. Vas a tirarlas, ¿verdad? Adelante, esperaremos.""","""ﺃﻭﻩ.........؟ ﻫﻞ ﺗﻠﻚ ﺍﻟﺰُّﻫﻮﺭ ﻷﺳﺮﺗﻚ ﺍﻟﻤﺘﻮﻓَّﺎﺓ؟ ﻣﺎ ﺃﻧﺒﻞ ﻫﺬﺍ ﺍﻟﺘﺼﺮُّﻑ...... ﺃﻟﻦ ﺗﻠﻘﻴﻬﺎ؟ ﻻ ﺑﺄﺱ، ﺳﻨﻨﺘﻈﺮ ﺫﻟﻚ ﺍﻟﻘﺪﺭ ﻣﻦ ﺍﻟﻮﻗﺖ."""
,......Before what.{n}...Ange could more or less guess.,...Just what are you waiting for...? ...But Ange could more or less guess. ,......And just what are you waiting for......Ange could more or less guess.,……何を待つというのか。…だが、縁寿には大体察しがついていた。,……何を待つというのか。{n}…だが、縁寿には大体察しがついていた。,".....И чего, спрашивается, ты ждешь?{n}Энджи более и менее догадывалась.",......Antes do quê?{n}...Ange mais ou menos sabia do que se tratava.,……是要等着做什么？{n}…不过，缘寿已经大致猜到了。,……是要等著做什麼？{n}…不過，緣壽已經大致猜到了。,... E che cosa stareste aspettando... Ange poteva capirlo più o meno.,... ¿Y luego qué?{n}... Ange podía adivinar más o menos., ﺗﻨﺘﻈﺮﻭﻥ ﻣﺎﺫﺍ؟{n}ﺍﺳﺘﻄﺎﻋﺖ ﺇﻧﺠﻲ ﺃﻥ ﺗﺨﻤِّﻦ ﺍﻷﻣﺮ ﺗﻘﺮﻳﺒًﺎ...
,The way the black‐suits had their hands unnaturally stuck into their pockets made me realize that they were obviously in possession of handguns.,The way the black-suits unnaturally stuck their hands into their pockets clearly brought to mind the likelihood that they had handguns. ,The way the black-suits unnaturally stuck their hands into their pockets clearly brought to mind the likelihood that they were in possession of handguns.,黒服たちの、不自然にポケットに突っ込んだ手などは、明らかな拳銃の所持を想起させる。,[=JP],"То, как её амбалы неестественно держали руки в карманах, наводило на мысль, что у них есть пистолеты.",A forma nada natural como os homens de terno estavam com as mãos dentro dos bolsos fez eu perceber que eles claramente estavam portando armas.,黑衣人们那不自然地将手插在口袋里的姿势，令人明明白白地联想到了，他们拿着手枪。,黑衣人們那不自然地將手插在口袋裡的姿勢，令人明明白白地聯想到了，他們拿著手槍。,Il modo innaturale in cui gli uomini in nero tenevano la mano nelle loro giacche faceva capire che erano in possesso di pistole.,La forma en que los hombres trajeados llevaban las manos metidas en los bolsillos me hizo darme cuenta de que probablemente llevaban armas., ﺟﻌﻠﺘﻨﻲ ﺍﻟﻄﺮﻳﻘﺔ ﺍﻟﺘﻲ ﻭﺿﻊ ﺑﻬﺎ ﺫﻭﻭ ﺍﻟﺒﺬﻝ ﺍﻟﺴﻮﺩﺍﺀ ﺃﻳﺪﻳﻬﻢ ﺑﺸﻜﻞٍ ﻏﻴﺮ ﻃﺒﻴﻌﻲٍّ ﻓﻲ ﺟﻴﻮﺑﻬﻢ ﺃﺩﺭﻙ ﺃﻧَّﻬﻢ ﻛﺎﻧﻮﺍ ﻳﺤﻤﻠﻮﻥ ﻣﺴﺪَّﺳﺎﺕٍ ﺑﻮﺿﻮﺡ.
,.........This is a deserted island.{n}There could be no more convenient place to dispose of someone.,......This is a deserted island. There could be no more convenient place to dispose of someone. ,.........This is a deserted island.There could be no more convenient place to dispose of someone.,………ここは無人島。これほど都合のいい処理の場所はあるまい。,………ここは無人島。{n}これほど都合のいい処理の場所はあるまい。,"Тогда как этот остров необитаем.{n}Удобнее места, чтобы от кого‐то избавится, не найти.",.........Esta é uma ilha deserta.{n}Não poderia haver lugar melhor para desovar alguém.,………这里是无人岛。{n}再也没有比这更便于“办事”的地方了。,………這裡是無人島。{n}再也沒有比這更便於“辦事”的地方了。,... Questa è un'isola deserta. Non c'è posto migliore per occuparsi di qualcuno.,... Esta es una isla desierta.{n}No podría haber un lugar más conveniente para deshacerse de alguien., ﻫﺬﻩ ﺟﺰﻳﺮﺓٌ ﻣﻬﺠﻮﺭﺓ.........{n}ﻣﺎ ﻣﻦ ﻣﻜﺎﻥٍ ﺃﻧﺴﺐ ﻟﻠﺘﺨﻠُّﺺ ﻣﻦ ﺃﺣﺪﻫﻢ.
,I have absolutely no interest in the family matters of the Sumadera family.,I have absolutely no interest in the family matters of the Sumadera family. ,[=UP],須磨寺家のお家事情などまったく興味はない。,[=JP],Мне глубоко безразличны дела семьи Сумадера.,Eu não tenho absolutamente nenhum interesse nos assuntos da família Sumadera.,我对须磨寺家的情况完全没有兴趣。,我對須磨寺家的情況完全沒有興趣。,Non mi interessano minimamente i problemi della famiglia Sumadera.,No tengo ningún interés en los asuntos de la familia Sumadera., ﻻ ﺃﻫﺘﻢ ﻣﻄﻠﻘﺎً ﺑﺸﺆﻭﻥ ﻋﺎﺋﻠﺔ ﺳﻮﻣﺎﺩﻳﺮﺍ.
,"...But if I die, all of that wealth will roll right into the Sumadera family coffers.","...But if I die, all that wealth will go to them. ","...But if I die, all of that wealth will be plunked into the Sumadera family.",…しかし、私が死ねば、ごろりと全ての財産は須磨寺家に転がり込むのだ。,[=JP],"Но если я умру, всё богатство перейдёт к ним.","...Mas se eu morrer, toda a riqueza entraria direto nos cofres da família Sumadera.",…不过，我要是死了，所有的财产就都会滚进须磨寺家的腰包。,…不過，我要是死了，所有的財產就都會滾進須磨寺家的腰包。,"... Ma se morissi, tutto il mio denaro finirebbe nelle loro tasche.","... Pero si muero, toda la riqueza será enviada a la familia Sumadera.", ﺑﻴﺪ ﺃﻧﻨﻲ ﺇﺫﺍ ﻣﺖ، ﺳﺘﺬﻫﺐ ﻛﻞُّ ﺗﻠﻚ ﺍﻟﺜﺮﻭﺓ ﻣﺒﺎﺷﺮﺓً ﺇﻟﻰ ﺧﺰﺍﺋﻦ ﻋﺎﺋﻠﺔ ﺳﻮﻣﺎﺩﻳﺮﺍ...
,"Unlike me, they probably have a great deal of interest in it.","Unlike me, they're probably very interested and concerned about this matter. ","Unlike me, they are probably very interested and concerned.",私と違い、大いに興味も関心もあるだろう。,[=JP],"В отличие от меня, они в нём крайне заинтересованы.","Diferente de mim, eles provavelmente têm muito interesse nela.",与我不一样，他们是对我抱有巨大的兴趣与关心的吧。,與我不一樣，他們是對我抱有巨大的興趣與關心的吧。,"Diversamente da me, ne sono molto attratti.","A diferencia mía, ellos probablemente tengan mucho interés en ella.", ﻣﻦ ﺍﻟﻤﺮﺟَّﺢ ﺃﻧَّﻬﻢ ﻳﺒﺪﻭﻥ ﺍﻫﺘﻤﺎﻣًﺎ ﻋﻈﻴﻤًﺎ ﺑﻬﺎ ﺧﻼﻓًﺎ ﻟﻲ.
,"Of course, the Ushiromiya Group has a stake in this, too—it seems that if the massive amounts of stock I own suddenly go to the Sumaderas, it'll be pretty bad for the Ushiromiya Group as well, and so they've apparently gotten themselves embroiled in a secret feud over me.","Of course, it seems that if the massive amounts of stock I own suddenly go to them, it'll be pretty bad for the Ushiromiya Group as well, and they're apparently having a secret feud, fighting over me all by themselves. ","Of course, it seems that if the massive amounts of stock I own suddenly go to them, it'll be pretty bad for the Ushiromiya Group as well, and they're apparently having a secret feud, fighting over me all by themselves.",もちろん、一方の右代宮グループも、私の保有する大量の株が、ごろりとそちらに行ってしまうのは色々とまずいらしく、私を奪い合って、勝手に暗闘を繰り広げているらしい。,[=JP],"Разумеется, достанься им нехилый объём принадлежащей мне собственности — и группе Уширомия окажется нанесён очень болезненный удар, так что они, как пить дать, втайне враждуют за меня.","É claro, o Ushiromiya Group tinha uma participação nisso também — parece que se a grande quantidade de ações que eu detenho for direto para os Sumaderas, acabaria sendo bem ruim para o Ushiromiya Group também, e por isso eles aparentemente se envolveram em uma disputa secreta sobre mim.",当然，另一方面，右代宫集团貌似也是因为我所持有的大量股票，要是被须磨寺家夺走了，就会相当不妙，而在为了争抢我，顾自与他们展开暗斗。,當然，另一方面，右代宮集團貌似也是因為我所持有的大量股票，要是被須磨寺家奪走了，就會相當不妙，而在為了爭搶我，顧自與他們展開暗鬥。,"Chiaramente, sembra che se quell'enorme capitale finisse improvvisamente nelle loro mani, sarebbe un bel problema anche per il gruppo Ushiromiya, e pare che abbiano una faida segreta in cui si contendono me.","Por supuesto, el Grupo Ushiromiya también está interesado. Parece que si las enormes cantidades de acciones que poseo van de repente a la familia Sumadera, sería muy malo para el Grupo Ushiromiya, y por lo que parece se han enredado en una disputa secreta sobre mí.", ﺑﺎﻟﻄﺒﻊ، ﻣﺠﻤﻮﻋﺔ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﻋﻠﻰ ﺍﻟﻄﺮﻑ ﺍﻵﺧﺮ، ﻳﺒﺪﻭ ﺃﻧﻬﺎ ﻻ ﺗﺮﻳﺪ ﻷﺳﻬﻤﻲ ﺍﻟﻜﺜﻴﺮﺓ ﺃﻥ ﺗﺬﻫﺐ ﺇﻟﻴﻬﻢ ﺑﺒﺴﺎﻃﺔ، ﻓﺴﻴﻌﻮﺩ ﺫﻟﻚ ﺑﺎﻟﻀَّﺮﺭ ﺍﻟﺒﺎﻟﻎ ﻋﻠﻰ ﻣﺠﻤﻮﻋﺔ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﺃﻳﻀًﺎ، ﻭﻟﻬﺬﺍ ﻳﺒﺪﻭ ﺃﻧَّﻬﻢ ﺃﻗﺤﻤﻮﺍ ﺃﻧﻔﺴﻬﻢ ﻓﻲ ﺻﺮﺍﻉٍ ﺳﺮﻱٍّ ﺑﺴﺒﺒﻲ.
,......That's probably why President Okonogi gave me Amakusa as a guard.,...That's probably why President Okonogi gave me Amakusa as a guard. ,[=UP],……小此木社長が私に天草という護衛を付けてくれたのも、そういう意味のはず。,[=JP],"Именно это, похоже, побудило президента Оконоги приставить ко мне Амакусу.",......Provavelmente é por isso que o presidente Okonogi contratou o Amakusa para ser meu guarda.,……小此木社长给我派天草这个保镖，就理应带有此意。,……小此木社長給我派天草這個保鏢，就理應帶有此意。,... Probabilmente è per questo che il presidente Okonogi mi ha affidata ad Amakusa.,... Probablemente fue por eso que el Presidente Okonogi me dio a Amakusa como guardia., ﻭﻟﻌﻞَّ ﺫﻟﻚ ﺍﻟﺴﺒﺐ ﺍﻟﺬﻱ ﺟﻌﻞ ﺍﻟﺮﺋﻴﺲ ﺃﻭﻛﻮﻧﻮﻗﻲ ﻳﻌﻴﻦ ﺃﻣﺎﻛﻮﺳﺎ ﻛﺤﺎﺭﺱٍ ﻟﻲ......
,............Having Amakusa wait on the boat was a regretful mistake...,......Having Amakusa wait on the boat was a regrettable mistake... ,[=UP],…………天草を船に待たせてしまったのは、痛恨のミス…。,[=JP],"Я запоздало пожалела, что оставила его на катере.",............Deixar o Amakusa esperando no barco foi um erro fatal...,…………叫天草等在船上，真是太失策了…。,[=CN],... Far aspettare Amakusa sulla barca è stato un brutto errore...,... Dejar a Amakusa esperando en el barco fue un grave error..., ...ﻟﻘﺪ ﻛﺎﻥ ﺧﻄﺄً ﻓﺎﺩﺣًﺎ ﺃﻧﻨﻲ ﺗﺮﻛﺖ ﺃﻣﺎﻛﻮﺳﺎ ﻋﻨﺪﺍﻟﻘﺎﺭﺏ ﺧﻄﺄً ﻣﺆﺳﻔًﺎ...
Ushiromiya Ange,"""How long have you been waiting here in ambush......?""","""Aunt Kasumi, how long have you been waiting for this ambush...?"" ","""Oba-san, how long have you been waiting for this ambush......?""",「叔母さん、いつからここで待ち伏せを……？」,[=JP],"""Ну как, тётя, долго сидела в засаде?""","""Há quanto tempo está esperando aqui para essa emboscada......?""",「姨母，你是从何时起埋伏在这儿的……？」,「姨母，你是從何時起埋伏在這兒的……？」,"""oba-san, quanto hai aspettato per quest'imboscata...?""","""Tía, ¿cuánto tiempo estuviste esperando para esta emboscada?...""","""ﻣﻨﺬ ﻣﺘﻰ ﻭﺃﻧﺖِ ﺗﻨﺘﻈﺮﻳﻦ ﻫﻨﺎ ﺑﻜﻤﻴﻨﻚ ﻫﺬﺍ......؟"""
Sumadera Kasumi,"""Since early morning. And I was getting thoroughly tired of waiting for you. There are no cafés or powder rooms here, you see.""","""Since early morning. Thanks to that, I'm completely tired of waiting. After all, there are no cafes or dressing rooms here."" ","""Since early morning.  Thanks to that, I'm completely tired of waiting.  After all, there's no cafes or dressing rooms here.""",「早朝からよ。お陰で、すっかり待ちくたびれちゃったわ。何しろ喫茶店もお化粧室もないからねぇ。」,「早朝からよ。お陰で、すっかり待ちくたびれちゃったわ。何しろ喫茶店もお化粧室もないからねぇ」,"""С самого утра. Так что здорово утомилась от ожидания. Кафе и раздевалок тут, к сожалению, поблизости не наблюдается.""","""Desde de manhã cedo. E já estava ficando exausta de tanto esperar por você.{n}Não há nenhuma cafeteria ou toalete por aqui, sabia?""",「从大清早起哟。拜其所赐，真是等得烦死了。毕竟，这里既没有咖啡馆，也没有化妆室啊。」,「從大清早起喲。拜其所賜，真是等得煩死了。畢竟，這裡既沒有咖啡館，也沒有化妝室啊。」,"""Da stamattina presto. Per questo sono davvero stanca di aspettare. Non ci sono bar o negozi di vestiti qui, dopotutto.""","""Desde esta mañana. Gracias a eso, estoy completamente cansada de esperar. Después de todo, no hay cafés ni vestidores aquí.""","""ﻣﻨﺬ ﺍﻟﺼَّﺒﺎﺡ ﺍﻟﺒﺎﻛﺮ. ﻭﻗﺪ ﺳﺌﻤﺖُ ﺗﻤﺎﻣًﺎﻣﻦ ﺍﻧﺘﻈﺎﺭﻙِ. ﻓﻼ ﺗﻮﺟﺪ ﻣﻘﺎﻩٍ ﻭﻻ ﻏﺮﻑ ﺯﻳﻨﺔٍ ﻫﻨﺎ."""
Ushiromiya Ange,"""No toilets either, so I guess you had to elegantly drop a load behind a tree. .........ack—""","""No toilets either, so I guess you had to elegantly drop a load behind a tree. ......ack-"" ","""No toilets either, so I guess you had to elegantly drop a load behind a tree.  .........ack-""",「トイレもないから、お上品に木陰でひり出してたわけね。………ぐッ、」,「トイレもないから、お上品に木陰で用を済ませていたわけね。………ぐッ、」,"""И туалетов тоже. Тебе, видать, приходилось элегантно сбрасывать балласт за деревцем. .......акх‐.""","""Nem latrinas, então acredito que você teve que elegantemente usar a sombra de uma árvore. .........ack—""",「因为也没有厕所，所以姨母是有温文尔雅地在树荫下拉过大条吧。………咕、」,「因為也沒有廁所，所以姨母是有溫文爾雅地在樹蔭下拉過大條吧。………咕、」,"""Nemmeno bagni, quindi immagino che avrai dovuto farla dietro un albero. ... ack-""","""Tampoco hay inodoros, así que asumo que, con la elegancia que te caracteriza, apuesto a que tuviste que soltar tu carga detrás de un árbol... ack—""","""ﻭﻻ ﺣﻤﺎﻣﺎﺕ ﺃﻳﻀًﺎ، ﻭﻫﺬﺍ ﻳﻌﻨﻲ ﺃﻧﻚِ ﺗﺒﻮﻟﺖِ ﺑﺄﻧﺎﻗﺔ ﺗﺤﺖ ﻇﻞ ﺷﺠﺮﺓ. -ﺁﻛﻚ........."""
Sumadera Kasumi,"""One who, in spite of herself, is a lady with half Sumadera blood flowing through her veins will not use such filthy words. .........You really are Sumadera Kyrie's child, aren't you? Not a trace of grace.""","""A lady with half Sumadera blood flowing through her veins will not use such filthy words. ......You really are Sumadera Kyrie's child. Not a trace of grace."" ","""One who is a lady with half Sumadera blood flowing through her veins will not use such filthy words.  .........You really are Sumadera Kyrie's child.  Not a trace of grace.""",「仮にも、須磨寺家の血を半分引いてる淑女が、そんな汚らしい言葉を使うんじゃないわ。………やっぱり須磨寺霧江の子ねぇ？　気品の欠片もありゃしない。」,「仮にも、須磨寺家の血を半分引いてる淑女が、そんな汚らわしい言葉を使うんじゃないわ。………やっぱり須磨寺霧江の子ねぇ？　気品の欠片もありゃしない」,"""Леди, в чьих жилах течёт половина крови Сумадера, не пристало так выражаться. .......Ты и впрямь дитя Сумадеры Кирие. Ни грамма изящества.""","""Uma dama com parte do sangue da família Sumadera correndo em suas veias não deveria usar palavras sujas como essa. .........Você é mesmo filha da Sumadera Kyrie, certo? Nem um traço de graciosidade.""",「你再怎么说，都是个流着一半须磨寺家的血的淑女，少把这种脏话说出口。………果然，是须磨寺雾江的孩子呢？连一丁点的气质都没有。」,「你再怎麼說，都是個流著一半須磨寺家的血的淑女，少把這種髒話說出口。………果然，是須磨寺霧江的孩子呢？連一丁點的氣質都沒有。」,"""Una signorina con metà del sangue dei Sumadera nelle vene non dovrebbe usare un linguaggio così scurrile. ... Sei davvero la figlia di Sumadera Kyrie. Nemmeno un briciolo di grazia.""","""Alguien que tenga media sangre Sumadera corriendo por sus venas no usará esas palabras tan soeces... Realmente eres la hija de Sumadera Kyrie. Ni una pizca de gracia.""","""ﺣﺘﻰ ﻟﻮ ﻛﺎﻧﺖ ﻧﺼﻒ ﺩﻣﺎﺅﻙِ ﻓﻘﻂ ﻣﻦ ﺁﻝ ﺳﻮﻣﺎﺩﻳﺮﺍ، ﻓﻌﻠﻰ ﺍﻟﺴﻴﺪﺍﺕ ﺃﻻ ﻳﺘﺤﺪﺛﻦ ﺑﻘﺬﺍﺭﺓٍ ﻫﻜﺬﺍ....ﻻ ﻋﺠﺐ ﻓﻲ ﺃﻧَّﻚِ ﺍﺑﻨﺔ ﺳﻮﻣﺎﺩﻳﺮﺍ ﻛﻴﺮﻳﻲ. ﻻ ﺗﺘﺤﻠﻴﻦ ﻭﻟﻮ ﺑﺒﻌﺾ ﺍﻟﺮُّﻗﻲ."""
,She grabbed me by the hair and forced my face up to hers.{n}And then spat in it.,She grabbed me by the hair and forced my face up to hers. And then spat at me. ,She grabbed me by the hair and forced my face up to hers.  And then spat at me.,私は髪を掴み上げられ、無理やり顔を寄せられる。そして唾を吐きかけられた。,私は髪を掴み上げられ、無理やり顔を寄せられる。{n}そして唾を吐きかけられた。,"Схватив и дёрнув меня за волосы, она заставила меня взглянуть ей в лицо.{n}А затем плюнула на меня.",Ela agarrou meu cabelo e me forçou a ficar cara a cara com ela.{n}E cuspiu mim.,我被拎起头发，硬拽到她面前。{n}挨了一脸的唾沫。,我被拎起頭髮，硬拽到她面前。{n}挨了一臉的唾沫。,"Mi afferrò per i capelli, costringendomi a guardarla in faccia. Dopodiché mi sputò.",Ella me agarró del pelo y me forzó a mirarla.{n}Y luego me escupió., ﺃﻣﺴﻜﺖ ﺑﻲ ﻣﻦ ﺷﻌﺮﻱ ﻭﺃﺟﺒﺮﺗﻨﻲ ﺃﻥ ﺃﻧﻈﺮ ﺇﻟﻰ ﻋﻴﻨﻴﻬﺎ.{n}ﻭﻣﻦ ﺛﻢ ﺑﺼﻘﺖ ﻋﻠﻰ ﻭﺟﻬﻲ.
,"......My words are filthy, but her spit's not to be outdone.","...My words might be filthy, but they're no worse than her spit. ","......My words might be filthy, but they're no worse than her spit.",……私の言葉も汚いが、こいつの唾も負けていない。,[=JP],"Я, может, и выразилась не очень приятно, но мои слова вряд ли хуже, чем её слюна.","......Minhas palavras podiam ser imundas, mas não piores do que o cuspe dela.",……虽然我的话很脏，但这家伙的唾沫也是毫不逊色。,……雖然我的話很髒，但這傢伙的唾沫也是毫不遜色。,"... Le mie parole potranno essere volgari, ma non sono peggio del suo sputo.","... Puede que mis palabras sean soeces, pero no son peor que su escupitajo.", ﻛﻠﻤﺎﺗﻲ ﻗﺬﺭﺓ، ﻭﻟﻜﻦَّ ﺑﺼﺎﻗﻬﺎ ﻟﻴﺲ ﺃﻗﻞَّ ﻗﺬﺍﺭﺓ......
Ushiromiya Ange,""".........Every time you talk about me, it's always with reference to Mom. ...Am I really that much like my mother?""","""......Every time you talk to me, Aunt Kasumi, it's always about Mom. ...Am I really that much like my mother?"" ",""".........Every time you talk to me, Oba-san, it's always about Mom.  ...Am I really that much like my mother?""",「………叔母さんが私のことを話すと、いつも母さんのことばかり。…私、そんなにも母さんに似てますか。」,「………叔母さんが私のことを話すと、いつも母さんのことばかり。…私、そんなにも母さんに似てますか」,"""......Каждый раз, когда ты говоришь со мной, тётя, так всё о моей маме. Неужто так похожа?""",""".........Sempre que você fala sobre mim, é sempre para falar da minha mãe.{n}...Eu sou mesmo tão parecida assim com ela?""",「………姨母一与我说话，就总是提起妈妈。…我，是有这么地像妈妈吗？」,「………姨母一與我說話，就總是提起媽媽。…我，是有這麼地像媽媽嗎？」,"""... Ogni volta che parli con me, oba-san, è sempre di Mamma. ... Somiglio davvero così tanto a mia Madre?""","""... Cada vez que hablas de mí, siempre es en referencia a mamá... ¿Realmente me parezco tanto a ella?""","""ﻻ ﺗﺬﻛﺮﻳﻨﻨﻲ ﻓﻲ ﺃﻱِّ ﺣﺪﻳﺚٍ ﺇﻻ ﻭﺗﺸﻴﺮﻳﻦ ﺇﻟﻰ ﺃﻣﻲ......... ﺃﺃﻧﺎ ﺃﺷﺒﻬﻬﺎ ﺇﻟﻰ ﻫﺬﺍ ﺍﻟﺤﺪِّ ﺣﻘﺎً؟"""
Sumadera Kasumi,"""Yes, you are. ...............That impertinent gaze. Your mouth and nose are the same too.""","""Yes, you are. ......That impertinent gaze. Your mouth and nose are the same too. ","""Yes, you are.  ............That impertinent gaze.  Your mouth and nose are the same too.",「えぇ、似ているわ。……………その生意気そうな目つき。鼻も口もそっくりよ。,「えぇ、似ているわ。……………その生意気そうな目つき。鼻も口もそっくりよ」,"""Да, ещё как. ............Этот дерзкий взгляд. Точно такие же нос и рот.""","""Sim, você é. ...............Esse olhar impertinente. Sua boca e seu nariz também são iguais.""",「嗯，像哦。……………桀骜不驯的眼神。鼻子、嘴巴，全与她一模一样。」,「嗯，像哦。……………桀驁不馴的眼神。鼻子、嘴巴，全與她一模一樣。」,"""Proprio così. ... Lo stesso sguardo impertinente. Anche la tua bocca e il tuo naso sono gli stessi.","""Sí, te pareces... Esa mirada impertinente. Tu boca y tu nariz son iguales también.""","""ﺃﺟﻞ. ﻧﻈﺮﺍﺗﻚ ﺍﻟﻮﻗﺤﺔ............... ﻓﻤﻚِ ﻭﺃﻧﻔﻚِ ﻣﺘﻄﺎﺑﻘﺎﻥ ﺃﻳﻀًﺎ."""
Sumadera Kasumi,"""......Unrestrained and irresponsible. ......She thought nothing of the long history and tradition of the Sumadera family, and selfishly flew out of the house. My entire life has been wiping up the messes she left behind...!""","...Freewheeling and irresponsible. ...You thought nothing of the long history and tradition of the Sumadera family...and selfishly flew out of the house. Thanks to that, my entire life has been devoted to cleaning up your mess...!"" ","  ......Freewheeling and irresponsible.  ......You thought nothing of the long history and tradition of the Sumadera family, and selfishly flew out of the house.  Thanks to that, my entire life has been cleaning up your mess...!""",……自由奔放で無責任。……歴史と伝統ある須磨寺家の重みなど何も考えず、自分勝手に家を飛び出したわ。お陰で私の人生はずっと、その尻拭い…！」,「……自由奔放で無責任。……歴史と伝統ある須磨寺家の重みなど何も考えず、自分勝手に家を飛び出したわ。お陰で私の人生はずっと、その尻拭い…！」,""".....Свободолюбивая и безответственная. ......Ты не придала никакого значения долгой истории и традициям семьи Сумадера и эгоистично вылетела из дома. Из‐за этого мне всю жизнь пришлось расхлёбывать заваренную тобою кашу!""","""......Infrene e irresponsável. ......Ela não dava valor a longa história e tradição da família Sumadera, e deixou a casa egoistamente. Minha vida toda foi sobre limpar as bagunças que ela deixava para trás...!""",「……自由奔放不负责任。……丝毫不考虑历史与传统兼备的须磨寺家的分量，只顾自己地逃离了家。拜她所赐，我的人生一直在给她擦屁股…！」,「……自由奔放不負責任。……絲毫不考慮歷史與傳統兼備的須磨寺家的分量，只顧自己地逃離了家。拜她所賜，我的人生一直在給她擦屁股…！」,"... Libertina e irresponsabile. ... Non ti sei mai curate della lunga storia e delle tradizioni della famiglia Sumadera, e sei egoisticamente scappata di casa. {n}Grazie a te, ho passato la vita a rimediare ai tuoi casini...!""","""... Desenfrenadas e irresponsables... Sin pensar nada sobre la larga historia y tradición de la familia Sumadera, y egoístamente escapándose de la casa. ¡Toda mi vida ha sido limpiar los desastres que ella dejó atrás!...""","""ﺟﺎﻣﺤﺔٌ ﻭﻏﻴﺮ ﻣﺴﺆﻭﻟﺔ...... ﻟﻢ ﺗﺄﺑﻪ ﻟﻠﺘﺎﺭﻳﺦ ﺍﻟﻄﻮﻳﻞ ﻭﺗﻘﺎﻟﻴﺪ ﺁﻝ ﺳﻮﻣﺎﺩﻳﺮﺍ، ﻭﻫﺮﺑﺖ ﻣﻦ ﺍﻟﻤﻨﺰﻝ ﺑﺄﻧﺎﻧﻴﺔ...... ...ﻗﻀﻴﺖُ ﺣﻴﺎﺗﻲ ﻛﻠَّﻬﺎ ﻓﻲ ﺗﻨﻈﻴﻒ ﺍﻟﻔﻮﺿﻰ ﺍﻟﺘﻲ ﺧﻠَّﻔﺘﻬﺎ!"""
