Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,"Normally, it would be time for breakfast. ...However, possibly because something so outrageous had happened, Gohda seemed to have forgotten to prepare a meal. ","Normally it would be time for breakfast. ......However, maybe because something like that had happened, Gohda seemed to have forgotten about preparing a meal."," Normally it would be time for breakfast.......However, maybe it was because something like that had happened, but Gohda seemed to have forgotten to prepare a meal.",本来なら朝食の時間だ。……しかし、あんなことがあった為か、郷田はその準備をもう忘れてしまっているようだった。,[=JP],"В нормальной ситуации уже пришло бы время завтрака. ......Однако, должно быть, произошедшее прогнало из головы Годы все мысли о приготовлении еды.","Normalmente estaria na hora do café da manhã. ......No entanto, talvez porque aquilo tivesse acontecido, Gohda havia esquecido de preparar a refeição.",現在本該是早飯時間。……但是，可能是由於出了那種事吧，鄉田似乎已經忘了要去準備早餐了。,现在本该是早饭时间。……但是，可能是由于出了那种事吧，乡田似乎已经忘了要去准备早餐了。,"Normalmente, sarebbe dovuta essere l'ora della colazione. ... Però, forse perché era successo qualcosa del genere, Gohda sembrava essersi dimenticato di preparare il pasto.","Normalmente, sarebbe stata ora di fare colazione... Ma dopo tutto quello successo, Gouda sembrava essersi dimenticato di preparare il pasto...","Normalde kahvaltı vakti gelmiş olmalıydı. ......Ancak, muhtemelen böyle bir olay yaşandığı için Gohda yemek hazırlamayı unutmuş görünüyordu."
,...Or maybe everyone was so beaten up that they'd forgotten their hunger. ,"...No, maybe everyone was so beaten up that they had forgotten their hunger.",[=UP],…いや、誰もが空腹感を忘れてしまうほどに打ちのめされているのだろう。,[=JP],"...Нет, возможно, все были настолько измучены, что забыли о голоде.","...Não, talvez todos estivessem tão acabados que esqueceram da própria fome.",…豈止是他，估計當時在場的所有人，都已經深受打擊到忘記飢餓了吧。,…岂止是他，估计当时在场的所有人，都已经深受打击到忘记饥饿了吧。,"... No, forse tutti quanti erano talmente avviliti da dimenticarsi della loro fame.","Anzi, forse erano tutti così mortificati da essersi dimenticati della loro fame.","...Hayır, belki de herkes o kadar büyük bir darbe almıştı ki açlıklarını unutmuşlardı."
,"Kumasawa wanted to bring up the subject of what they should do for breakfast, but it didn't seem like the right atmosphere, so she really couldn't. ","Kumasawa wanted to bring up the subject of what they would do for breakfast, but it didn't seem like the right atmosphere, so she really couldn't."," Kumasawa wanted to bring up the subject of what they would do for breakfast, but it didn't seem like the right atmosphere, so she really couldn't.",熊沢は、朝食をどうしようかと切り出そうかと思ったが、そういう空気でもないようで、とても口に出来ない。,[=JP],"Кумасава хотела поднять вопрос о том, что им приготовить на завтрак, но атмосфера казалась неподходящей, и она не решилась.","Kumasawa queria trazer à tona o assunto do que eles poderia ter no café, mas aquele não parecia ser o momento adequado, então ela realmente não podia.",熊澤雖然想提出早飯該怎麼辦，但礙於這氣氛，怎麼都說不出口。,熊泽虽然想提出早饭该怎么办，但碍于这气氛，怎么都说不出口。,"Kumasawa voleva introdurre l'argomento riguardo cosa fare per colazione, ma non sembrava essere il momento giusto, perciò non poteva farlo.","Kumasawa voleva introdurre l'argomento su cosa fare per colazione, ma dato che non sembrava essere il momento giusto, non potè aprir bocca in alcun modo.",Kumasawa kahvaltıda ne yapacakları konusunu açmak istiyordu ama ortam hiç elverişli olmadığından bunu başaramadı.
,"But she really was hungry. ...So, she casually made a proposal. ","But it was difficult being hungry.{n}...So, she casually made a proposal."," But it was difficult being hungry....So, she casually made a proposal.",しかしお腹は空いて辛かった。…その為、さりげなく、こう提案した。,しかしお腹は空いて辛かった。{n}…その為、さりげなく、こう提案した。,Но голод уже становился невыносимым.{n}...Поэтому она вскользь предложила.,"Mas permanecer com fome ainda era difícil.{n}...Por isso, ela casualmente fez a proposta.",不過空著肚子實在是難受。{n}…因此，她裝作很是自然的樣子，如此提議道。,不过空着肚子实在是难受。{n}…因此，她装作很是自然的样子，如此提议道。,"Tuttavia era difficile essere affamati. ... Quindi, casualmente fece una proposta.",Ma era dura rimanere con la pancia vuota...{n}Perciò fece una proposta con nonchalance:,"Ama aç olmak zordu.{n}...Bu yüzden, gelişigüzel bir teklifte bulundu."
Kumasawa Chiyo,"""...It seems everyone is tired after all that has happened. ...In times like this, I think the best thing is to heat yourself with some warm black tea."" ","""...I imagine you all must be tired after all that has happened. ......In times like this, I think the best thing is to heat yourself with some warm black tea.""","""...It seems that everyone is tired after all that has happened. ......In times like this, I think the best thing is to heat yourself with some warm black tea.""",「…皆さんもいろいろあってお疲れでしょう。……こういう時は温かい紅茶で体を温めるのが一番ですよ。」,「…皆さんもいろいろあってお疲れでしょう。……こういう時は温かい紅茶で体を温めるのが一番ですよ」,"""...Кажется, все устали после всего произошедшего. ......В такое время, я думаю, лучше всего разогреться чашкой горячего чёрного чая.""","""...Eu imagino que todos vocês devem estar exaustos depois do que aconteceu. ......Em momentos como este, eu acho que a melhor coisa a se fazer é se aquecer com um pouco de chá preto.""",「…發生了這麼些事，大家應該也都很疲倦了吧。……在這種時候用暖暖的紅茶來暖暖身子，那可是再好不過了喲。」,「…发生了这么些事，大家应该也都很疲倦了吧。……在这种时候用暖暖的红茶来暖暖身子，那可是再好不过了哟。」,"""... Sembra che tutti quanti siano stanchi dopo quello che è successo. {n}In momenti come questo, penso che la cosa migliore sia riprendersi con un po' di tè nero caldo.""","""...Sarete stanchi, dopo tutto quello che è successo... In circostanze come queste, la cosa migliore da fare è riscaldarsi con del tè nero caldo.""","""...Hepiniz tüm bu olanlardan sonra yorulmuş olmalısınız. ......Böyle zamanlarda bence en iyisi sıcak bir siyah çay ile kendinizi ısıtmaktır."""
Nanjo Terumasa,"""...Indeed, that is an excellent plan. I agree as well."" ","""......Mm, that is a good plan. I agree as well.""","""......Hmm, that is a good plan. I agree as well.""",「……うむ、それは良い提案ですな。私も賛成です。」,「……うむ、それは良い提案ですな。私も賛成です」,"""......Хм‐м, это хорошая идея. Я согласен.""","""......Sim, essa é uma boa ideia. Eu também concordo.""",「……嗯，這是個好主意吶。我也贊成。」,「……嗯，这是个好主意呐。我也赞成。」,"""... Hmm, ottima idea. Sono d'accordo anch'io.""","""...Mmh, è un'ottima proposta. Anch'io ne sarei a favore.""","""......Mm, bu iyi bir plan. Ben de aynı fikirdeyim."""
Kumasawa Chiyo,"""Hohohoh. How about some delicious black tea with biscuits and jam? Ah, yes, I hear Halloween will be here soon, and we have some delicious-looking pumpkin-shaped cookies on the shelf..."" ","""Hoh‐hoh‐ho. How about some delicious black tea with biscuits and jam? Oh yes, yes, it seems that it's near Halloween—there were some delicious‐looking pumpkin‐shaped cookies on the shelf...""","""Hoh-hoh-ho. How about some delicious black tea with biscuits and jam? Yes, yes, it seems that it is near Halloween, and there are some delicious-looking pumpkin-shaped cookies on the shelf...""",「ほっほっほ。おいしい紅茶に、ジャムを塗ったビスケットなどいかがですか。そうそう、ハロウィンの時期が近いみたいで、カボチャ型のおいしそうなクッキーが棚にありました…。」,「ほっほっほ。おいしい紅茶に、ジャムを塗ったビスケットなどいかがですか。そうそう、ハロウィンの時期が近いみたいで、カボチャ型のおいしそうなクッキーが棚にありました…」,"""Хо‐хо‐хо. Как насчет восхитительного чёрного чая с печеньем и джемом? Да, да, кажется, скоро Хэллоуин, и аппетитные печенья в форме тыквы лежат на полке...""","""Hoh‐hoh‐ho. Que tal um delicioso chá preto com biscoitos e geleia? É mesmo, sim, parece que estamos perto do Halloween — deve haver alguns cookies deliciosos em forma de abóbora na despensa...""",「嚯嚯嚯。來點好喝的紅茶，再配上點抹了果醬的餅乾如何呀？對了對了，好像是快到萬聖夜了呢，架子上有南瓜形狀的美味小甜餅哦…」,「嚯嚯嚯。来点好喝的红茶，再配上点抹了果酱的饼干如何呀？对了对了，好像是快到万圣夜了呢，架子上有南瓜形状的美味小甜饼哦…」,"""Hoh-hoh-ho. Che ne dite di un delizioso tè nero con biscotti e marmellata? {n}Sì, sì, sembra che Halloween sia vicino, e ci sono alcuni dolcetti a forma di zucca dall'aspetto delizioso nella dispensa...""","""Ohohoh. Che ne dite di uno squisito tè nero insieme a dei biscotti con della marmellata spalmata sopra? Eh, sì, pare che Halloween si sta avvicinando, e nella dispensa ci sono dei deliziosi dolcetti a forma di zucca...""","""Hoh-hoh-ho. Bisküvi ve reçelle birlikte lezzetli bir siyah çaya ne dersiniz? Doğru, doğru, Cadılar Bayramı yaklaşıyor gibi görünüyor—raflarda leziz görünen balkabağı şeklinde kurabiyeler vardı..."""
Nanjo Terumasa,"""...Ah, Kumasawa-san, that's......"" ","""......Ah, Kumasawa‐san, that's.........""","""......Ah, Kumasawa-san, that's.........""",「……あ、熊沢さん、それは………、」,[=JP],"""......Ах, Кумасава‐сан, это...""","""......Ah, Kumasawa‐san, isso.........""",「……啊，熊澤女士，這………」,「……啊，熊泽女士，这………」,"""... Ah, Kumasawa-san, quelli...""","""...Ah, Kumasawa-san, quelli...""","""......Ah, Kumasawa-san, bu........."""
,"Of course, she had said the wrong thing. ...She had reminded Battler and the rest about that horrible and tragic Halloween party in the chapel... ","Of course, she had said the wrong thing. ...Because she had reminded Battler and the rest about that horrible and tragic Halloween party in the chapel...","Of course, she had said the wrong thing....Because she had reminded Battler and the rest about that horrible and tragic Halloween party in the chapel...",それはもちろん失言だった。…戦人たちの脳裏にあの礼拝堂の、凄惨なハロウィンパーティを思い起こさせたからだ…。,[=JP],"Конечно, она сказала нечто неподходящее. ...Потому что напомнила Баттлеру и остальным о той ужасной и трагичной хэллоуинской вечеринке в часовне...","É claro, ela havia dito de algo errado. ...Porque ela lembrou Battler e os outros daquele horrível espetáculo que foi a festa de Halloween na capela...",這當然是一句失言。…因為，這句話讓戰人他們的腦中重新浮現起了，禮拜堂中那淒慘的萬聖夜派對的景象…。,这当然是一句失言。…因为，这句话让战人他们的脑中重新浮现起了，礼拜堂中那凄惨的万圣夜派对的景象…。,"Ovviamente, aveva appena detto la cosa sbagliata. ... Perché aveva appena ricordato a Battler e agli altri di quella festa orribile e tragica di Halloween nella cappella...",Era evidente che la sua fosse stata una gaffe... Aveva riportato alla mente di Battler e gli altri quella macabra festa di Halloween nella cappella...,"Tabii ki, yanlış bir şey söylemişti. ...Çünkü Battler ve diğerlerine kilisedeki o dehşet verici ve trajik Cadılar Bayramı partisini hatırlatmıştı..."
,Nanjo hurriedly whispered into Kumasawa's ear. ,Nanjo hurriedly whispered into Kumasawa's ear., Nanjo hurriedly whispered into Kumasawa's ear.,南條が大急ぎで、熊沢の耳にこそこそと囁く。,[=JP],Нанджо торопливо зашептал на ухо Кумасаве.,Nanjo rapidamente sussurrou no ouvido de Kumasawa.,南條趕忙貼近熊澤的耳邊，悄聲告訴了她。,南条赶忙贴近熊泽的耳边，悄声告诉了她。,Nanjo bisbigliò velocemente nell'orecchio di Kumasawa.,"Con gran rapidità, Nanjo bisbigliò qualcosa nell'orecchio di Kumasawa.",Nanjo aceleyle Kumasawa'nın kulağına fısıldadı.
Ushiromiya Battler,"""............"" ","""..........................................""","""........................""",「……………………………………。」,「……………………………………」,[=OG],[=UP],[=JPC],[=JPC],"""...""",[=ITA],[=UP]
Kumasawa Chiyo,"""...Battler-san, I am so sorry! ...I didn't mean to upset you, truly I didn't..."" ","""......Battler‐san, I am truly sorry! ...I didn't mean anything bad, gracious, no...""","""......Battler-san, I am truly sorry! ...I didn't mean anything bad, yes...""",「……戦人さん、本当にすみません！　…悪気はなかったんですよ、えぇ…。」,「……戦人さん、本当にすみません！　…悪気はなかったんですよ、えぇ…」,"""......Баттлер‐сан, мне очень жаль! ...Я не имела в виду ничего плохого, правда...""","""......Battler‐san, eu realmente sinto muito! ...Eu não queria dizer nada com má intenção...""",「……戰人少爺，真的對不起！…老太婆沒惡意的，哎哎…」,「……战人少爷，真的对不起！…老太婆没恶意的，哎哎…」,"""... Battler-san, mi dispiace davvero! ... Non volevo dire nulla di male, ecco...""","""...Battler-san, mi dispiace davvero...! Non intendevo, nossignore...""","""......Battler-san, gerçekten çok üzgünüm! ...Kötü bir şey demek istememiştim, hayır..."""
Ushiromiya Battler,"""No, don't worry about it. ......I'll definitely turn this boiling anger back on the culprit."" ","""No, don't worry about it. .........I'll definitely turn this boiling anger back on the culprit.""",[=UP],「いや、気にしてねぇぜ。………この煮えくり返るような怒りは、絶対ぇ犯人にお返ししてやるぜ。」,「いや、気にしてねぇぜ。………この煮えくり返るような怒りは、絶対ぇ犯人にお返ししてやるぜ」,"""Нет, не переживай об этом. .........Я определённо обращу эту кипящую злость на преступника.""","""Não, não se preocupe. .........Eu definitivamente vou virar toda essa raiva fervente contra o culpado.""",「沒事，我沒在意。………這股像是在胸中沸騰著的怒火，我絕對要回敬給那個犯人。」,「没事，我没在意。………这股像是在胸中沸腾着的怒火，我绝对要回敬给那个犯人。」,"""No, non preoccuparti. ... Riverserò questa rabbia che bolle sul colpevole.""","""No, non preoccuparti... Questa mia rabbia rovente ricadrà sul responsabile.""","""Hayır, endişelenme. .........Bu kaynar öfkeyi kesinlikle suçluya geri yansıtacağım."""
Ushiromiya George,"""......I wonder if that culprit is still on the island."" ",""".........I wonder if that culprit is still on the island.""",[=UP],「………その犯人は、まだこの島にいるのかな。」,「………その犯人は、まだこの島にいるのかな」,""".........Интересно, находится ли тот преступник всё ещё на острове.""",""".........Eu me pergunto se o culpado ainda está nesta ilha.""",「………那個犯人，會不會還在這座島上啊？」,「………那个犯人，会不会还在这座岛上啊？」,"""... Mi domando se il colpevole si trovi ancora sull'isola.""","""...Mi chiedo se il colpevole si trovi ancora sull'isola.""",""".........O suçlu hâlâ adada mı merak ediyorum."""
Ushiromiya Battler,"""Probably. At least, until the typhoon passes, no boat will come."" ","""Probably. After all, there's not gonna be a boat coming until the typhoon passes.""","""Probably. At least, until the typhoon passes, no boat will come.""",「いるだろうな。何しろ、台風が過ぎるまで船は来ないんだ。」,「いるだろうな。何しろ、台風が過ぎるまで船は来ないんだ」,"""Вероятно. По меньшей мере, до тех пор, пока тайфун не пройдёт, не прибудет ни одна лодка.""","""Provavelmente. Afinal, o barco não virá até que o tufão passe.""",「應該在吧。畢竟在台風過去之前，船是來不了的啊。」,「应该在吧。毕竟在台风过去之前，船是来不了的啊。」,"""Probabilmente sì. O almeno, finché il tifone non passa, non arriverà nessuna barca.""","""Probabile. Ad ogni modo, finché il tifone non passerà, non arriverà nessuna barca.""","""Muhtemelen. Ne de olsa tayfun geçene kadar bir tekne gelmeyecek."""
Kumasawa Chiyo,"""Y-Yes, that is true! After all, the boats stop coming even when it's just a little windy. They certainly wouldn't come during a typhoon, yes!"" ","""Ye‐...yes, my goodness! Because the boats don't come even if there is a little wind. They certainly wouldn't be able to ride one during a typhoon, good gracious no!""","""Y, ...yes, that is true! Because the boats don't come even if there is a little wind. They certainly wouldn't come during a typhoon, yes!""",「え、…えぇ、そうですとも！　船はちょっとの風でも欠航しますからねぇ。ましてや台風では、絶対に船になんか乗れませんよ、えぇ！」,[=JP],"""Д‐да, это верно! Так как лодки не приплывают, даже если ветер слаб. Да, они несомненно не прибудут во время тайфуна!""","""S‐...Sim, é mesmo! Porque o barco não vem mesmo que esteja só um vento fraco. Ele certamente não seria capaz de navegar durante o tufão!""",「嗯、…嗯，是啊！船是稍微起點風就要停航的。更何況刮著台風，那是絕對乘不了船的，哎哎！」,「嗯、…嗯，是啊！船是稍微起点风就要停航的。更何况刮着台风，那是绝对乘不了船的，哎哎！」,"""S... Sì, è vero! Anche perché le barche non arrivano neanche se c'è un po' di vento. Certamente non arriveranno nel bel mezzo di un tifone, ecco!""","""G-Già, esattamente! Le barche vengono cancellate anche quando c'è un venticello. Figuriamoci se ci faranno mai salire su una barca durante un tifone, nossignore!""","""E-...Evet, doğru! Tekneler biraz rüzgar olsa bile gelmezler. Tayfun olduğu sürece kesinlikle bir tekneye binemezler, evet!"""
Ushiromiya George,"""...It creeps me out."" ","""......It creeps me out.""",[=UP],「……気持ち悪いな。」,「……気持ち悪いな」,"""......Мне не по себе.""","""......Isso me assusta.""",「……真是讓人不快啊。」,「……真是让人不快啊。」,"""... Mi mette a disagio.""","""...Che ribrezzo.""","""......Bu beni ürkütüyor."""
Ushiromiya Battler,"""You think so, Aniki? Me too. ......And that's even putting aside whether the culprit's that mystery guest or not."" ","""You think so too, Aniki? Me too. .........Regardless of whether the culprit was that mystery guest or not.""","""You think so too, Aniki? Me too. .........Whether the culprit was that mystery guest or not.""",「兄貴もそう思うのか。俺もだぜ。………犯人が、例の謎の来客かどうかは捨て置いてもだ。」,「兄貴もそう思うのか。俺もだぜ。………犯人が、例の謎の来客かどうかは捨て置いてもだ」,"""Ты ведь тоже так думаешь, Аники? Как и я. .........Является ли преступником таинственная гостья или нет.""","""Você também acha isso, aniki? Eu também. .........Independente do que for, se o culpado é um convidado misterioso ou não.""",「大哥也這麼想嗎？我也是啊。………就算把那神秘來客是不是犯人的問題丟開，也還是不爽啊。」,「大哥也这么想吗？我也是啊。………就算把那神秘来客是不是犯人的问题丢开，也还是不爽啊。」,"""Anche tu la pensi così, Aniki? Anche io. ... Chissà se il colpevole è stato quel misterioso ospite o no.""","""La pensi pure tu così, fratellone? Conta anche me... Questo a prescindere se il colpevole sia o non sia la tanto citata ospite misteriosa.""","""Aniki, sen de mi öyle düşünüyorsun? Ben de öyle. .........Suçlunun o gizemli konuk olup olmadığını bir kenara bırakırsak..."""
Nanjo Terumasa,"""Indeed. ...We've naturally suspected the mysterious guest who calls herself {f:5:Beatrice}, but we still cannot be certain she is the culprit. ...There is still the possibility she's a {i:victim whose corpse still hasn't been found}. ","""That's right. ......We are naturally suspecting the mysterious guest who calls herself {f:5:Beatrice}, but we still cannot be sure that she is the culprit. ...There is still the possibility she's a {i:victim whose corpse still hasn't been found}.""","""That's right. ......We've just naturally suspected the mysterious guest who calls herself Beatrice, but we still cannot be sure that she is the culprit....There is still the possibility she's a victim whose body still hasn't been found.""",「そうですな。……私たちはついつい、ベアトリーチェを名乗る謎の来客を怪しがってしまいますが、まだ犯人と決まったわけではありません。…彼女が、{i:まだ死体の出ていない犠牲者}である可能性も残っている。」,「そうですな。……私たちはついつい、ベアトリーチェを名乗る謎の来客を怪しがってしまいますが、まだ犯人と決まったわけではありません。…彼女が、{i:まだ死体の出ていない犠牲者}である可能性も残っている」,"""Точно. ......Мы просто естественно подозревали таинственную гостью, зовущую себя {f:5:Беатриче}, но мы всё ещё не можем быть уверены, что она преступник. ...Всё ещё имеется возможность, что она {i:жертва, чьё тело всё ещё не было найдено}.""","""Isso mesmo. ......Nós estamos naturalmente suspeitando que o misterioso convidado é aquele que chama a si mesmo de {f:5:Beatrice}, mas nós ainda não podemos ter certeza se ela é mesmo a culpada. ...Ainda há a possibilidade que ela seja uma {i:vítima cujo o corpo ainda não foi encontrado}.""",「說得是吶。……雖然我們在不知不覺中，都懷疑起了那位自稱是貝阿朵莉切的神秘來客，但還沒法認定她就是犯人。…她是{i:尚未發現屍體的犧牲者}的可能性，也還是存在的。」,「说得是呐。……虽然我们在不知不觉中，都怀疑起了那位自称是贝阿朵莉切的神秘来客，但还没法认定她就是犯人。…她是{i:尚未发现尸体的牺牲者}的可能性，也还是存在的。」,"""Esatto. ... Abbiamo giustamente sospettato di quella misteriosa figura che si fa chiamare Beatrice, ma ancora non possiamo essere sicuri che sia lei il colpevole. ... C'è ancora la possibilità che lei sia una vittima il cui corpo non è stato ancora trovato.""","""Esatto... Ci viene naturale sospettare dell'ospite misteriosa che si fa chiamare  {f:5:Beatrice}, ma non possiamo ancora essere certi che sia lei il colpevole... Rimane aperta la possibilità che lei sia una {i:vittima il cui corpo non è stato ancora trovato}.""","""Bu doğru. ......Doğal olarak kendisine {f:5:Beatrice} diyen gizemli konuktan şüpheleniyoruz, ancak yine de suçlunun o olduğundan emin olamıyoruz. ...Onun {i:hâlâ cesedi bulunamamış bir kurban} olabileceği ihtimali var."""
Ushiromiya George,"""...When I think of it that way, there's something I just can't understand."" ","""......When I think of it that way, there's something I just can't understand.""",[=UP],「……それを考えると、どうしても理解できないことがあるんだ。」,「……それを考えると、どうしても理解できないことがあるんだ」,"""......Когда я думаю об этом с такой точки зрения, есть кое‐что, чего я просто не могу понять.""","""......Quando eu penso dessa forma, tem algo que eu simplesmente não consigo entender.""",「……一想到這個，就有一件事讓我怎麼都無法理解。」,「……一想到这个，就有一件事让我怎么都无法理解。」,"""... Quando la penso in questo modo, c'è qualcosa che non riesco a capire.""","""Ragionando in quest'ottica, ci sono degli elementi che non riesco a comprendere.""","""......Bu şekilde düşündüğümde anlayamadığım bir şey var."""
Gohda Toshiro,"""What...do you mean by that...?"" ","""What do you......mean by that......?""","""What......, do you mean by that......?""",「それは……、どういうことでしょうか……？」,[=JP],"""Что... ты имеешь в виду?""","""O que você......quer dizer com isso......?""",「那是……，指什麼呢……？」,「那是……，指什么呢……？」,"""Cosa... intendi dire con ciò...?""","""Cosa... intende dire con ciò...?""","""Bununla......ne demek istiyorsunuz......?"""
Ushiromiya Battler,"""It's simple. It's just like Kumasawa baa-chan said a short while ago. Right now, this island is right in the middle of a typhoon, and escape is impossible. The same thing goes for the culprit. ......In that case, having the crime come to light should've been the thing the culprit wanted to avoid most."" ","""It's simple. It's just like Kumasawa baa‐chan said a short while ago. Right now, this island is right in the midst of the typhoon, and escape is impossible. The same thing goes for the culprit. .........In that case, having the crime come to light should have been the thing that the culprit most wanted to avoid.""","""It's simple. It's just like Kumasawa baa-chan said a short while ago. Right now, this island is right in the midst of the typhoon, and escape is impossible. The same thing goes for the culprit. .........In that case, having the crime come to light should have been the thing that the culprit most wanted to avoid.""",「簡単さ。さっき、熊沢の婆ちゃんの言った通りだよ。この島は今、台風の真っ只中で脱出不能だ。それは犯人だって同じさ。………なら、犯人にとって、犯行発覚は可能ならもっとも避けたいことのはずだ。」,「簡単さ。さっき、熊沢の婆ちゃんの言った通りだよ。この島は今、台風の真っ只中で脱出不能だ。それは犯人だって同じさ。………なら、犯人にとって、犯行発覚は可能ならもっとも避けたいことのはずだ」,"""Всё просто. Как сказала бабуля Кумасава немногим ранее, сейчас этот остров находится посреди тайфуна, что делает побег невозможным. То же относится и к преступнику. .........В таком случае разоблачение преступления должно быть той вещью, которой преступник хотел бы избежать больше всего.""","""É simples. É como a Kumasawa baa‐chan disse há um tempo atrás. Neste momento, essa ilha está no meio de um tufão, e escapar é impossível. Isso também vale para o culpado. .........Nesse caso, ter o crime exposto deveria ser o que culpado mais gostaria de evitar.""",「很簡單。就跟剛才熊澤婆婆說的一樣。這座島現在正處在台風之中，是逃不出去的。這對犯人來說也是一樣。………既然如此，那對犯人而言，他理應是會盡可能地避免讓犯罪暴露才對。」,「很简单。就跟刚才熊泽婆婆说的一样。这座岛现在正处在台风之中，是逃不出去的。这对犯人来说也是一样。………既然如此，那对犯人而言，他理应是会尽可能地避免让犯罪暴露才对。」,"""È semplice. È esattamente come ha detto Kumasawa baa-chan poco fa. {n}Proprio ora, quest'isola è nel bel mezzo del tifone, e scappare da qui è impossibile. La stessa cosa vale per il colpevole. ... In questo caso, far sì che il crimine venisse scoperto potrebbe essere ciò che il colpevole volesse evitare a tutti i costi.""","""Semplice. È proprio come ha detto la vecchia Kumasawa poco fa. Ora l'isola è nel bel mezzo di un tifone, e scappare da qui è impossibile... Lo stesso vale per il colpevole... Perciò il colpevole avrebbe dovuto voler evitare a tutti i costi che il suo crimine venisse scoperto, se possibile.""","""Çok basit. Tıpkı Kumasawa baa-chan'ın biraz önce söylediği gibi. Şu anda bu ada tayfunun tam ortasında ve kaçmak imkansız. Aynı şey suçlu için de geçerli. .........Bu durumda, suçlunun en çok kaçınmak isteyeceği şey işlediği suçun ortaya çıkması olmalıydı."""
Gohda Toshiro,"""...I see. ...So, there was no need to draw that creepy magic circle on the entrance to the chapel and show off the fact that the corpses were there."" ","""......That's right. ...There was no need to draw that creepy magic circle on the entrance to the chapel, and show off the fact that the corpses were there.""",[=UP],「……そうですね。…礼拝堂の入り口に、あんな不気味な魔法陣を描いて、ここに死体があります等とアピールする必要はありませんね。」,「……そうですね。…礼拝堂の入り口に、あんな不気味な魔法陣を描いて、ここに死体があります等とアピールする必要はありませんね」,"""......Точно. ...Не было никакой необходимости рисовать тот жуткий магический круг на входе в часовню, выставляя факт того, что трупы там.""","""......Isso mesmo. ...Não havia a necessidade de desenhar aquele círculo mágico na entrada da capela e mostrar que os corpos estavam ali dentro.""",「……是啊。…在禮拜堂的入口，畫上那麼個令人毛骨悚然的魔法陣，還大肆炫耀“這裡有屍體”什麼的，倒是沒必要啊。」,「……是啊。…在礼拜堂的入口，画上那么个令人毛骨悚然的魔法阵，还大肆炫耀“这里有尸体”什么的，倒是没必要啊。」,"""... Giusto. ... Non c'era bisogno di disegnare quel cerchio magico raccapricciante sull'entrata della cappella, e mostrare che i corpi si trovavano lì dentro.""","""...Giusto... Non c'era bisogno di disegnare quel raccapricciante cerchio magico sull'ingresso della cappella, e di attirare l'attenzione sulla presenza dei cadaveri.""","""......Bu doğru. ...Kilisenin kapısına o ürkütücü büyülü çemberi çizmeye ve cesetlerin orada olduğu bilgisini vermeye gerek yoktu."""
Ushiromiya Battler,"""Yeah, that's it. And, if they were able to take the time and effort to do something so horrible to those six people, it should've been possible for them to hide the six corpses where they'd be impossible to find."" ","""Right, exactly that. Furthermore, if they were able to take the time and effort to do something so horrible to those six, ......it should have been equally possible for them to hide the six corpses where they would be impossible to find.""","""Right, that's what it means. Furthermore, if they were able to take the time and effort to do something so horrible to those six people, it should have been possible for them to hide the six corpses where they would be impossible to find.""",「そうさ、そういうことなんだ。さらに言えば、あの６人にあんな惨たらしいことをするだけの手間を掛けられたなら、……６人の死体を発見不能な場所に隠すことだって可能だったはず。」,「そうさ、そういうことなんだ。さらに言えば、あの６人にあんな惨たらしいことをするだけの手間を掛けられたなら、……６人の死体を発見不能な場所に隠すことだって可能だったはず」,"""Вот именно так и получается. Более того, если у него было время и возможность сотворить нечто столь ужасное с теми шестью, то он мог бы спрятать шесть трупов там, где их будет невозможно найти.""","""Sim, isso mesmo. Além disso, se ele teve todo o esforço e tempo para fazer algo tão horrível com aqueles seis, ......não seria igualmente possível para ele esconder os seis onde fosse impossível de encontrá‐los.""",「沒錯，就是這麼回事。說得再深入點，既然犯人有那工夫把他們六人搞得如此淒慘，……那麼把六人的屍體藏在無法發現的地方，也理應是辦得到的。」,「没错，就是这么回事。说得再深入点，既然犯人有那工夫把他们六人搞得如此凄惨，……那么把六人的尸体藏在无法发现的地方，也理应是办得到的。」,"""Esatto, dev'essere andata così. Inoltre, se è stato capace di avere il tempo e la forza di fare qualcosa di così orribile a sei persone, potrebbe essere stato possibile per lui nascondere i sei corpi dove era impossibile trovarli.""","""Esatto, era quello che volevo dire. E per di più, se si è preso la briga di compiere qualcosa di così orribile a sei persone, avrebbe potuto nascondere i sei corpi dove sarebbe stato impossibile trovarli.""","""Doğru, aynen öyle. Dahası, o altı kişiye bu kadar korkunç bir şey yapmak için zaman ve çaba harcayabiliyorlarsa, ......altı cesedi bulunması imkansız olacağı bir yere saklamaları da aynı oranda mümkün olmalıydı."""
