Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Spanish (ES),Arabic (AR)
Ushiromiya Ange,"""I'm sorry... My hatred of {f:5:Beatrice} isn't anything new. ......I'm just surprised and angry to find out that I had a connection with the witch already on that day, at the age of six...""","""I'm sorry... My hatred of {f:5:Beatrice} isn't anything new. ...I was just surprised and angry to find out that I had a connection with the witch already...at the age of six on that day..."" ","""I'm sorry...  My hatred of Beatrice isn't something that's started now.  ......I was just surprised and angry to find out that I had a connection with the witch already at the age of six on that day...""",「ごめんなさい…。ベアトリーチェ憎しは今に始まったことじゃないわ。……あの６歳の日に、もうすでにあの魔女と縁があったことに、驚きと怒りを感じただけよ…。」,「ごめんなさい…。ベアトリーチェ憎しは今に始まったことじゃないわ。……あの６歳の日に、もうすでにあの魔女と縁があったことに、驚きと怒りを感じただけよ…」,"""Прости... Моя ненависть к {f:5:Беатриче} началась не сегодня. ......Я просто удивлена и разозлена, узнав, что оказалась связана с ведьмой ещё будучи ребёнком шести лет отроду.""","""Me desculpe... Meu ódio pela {f:5:Beatrice} não é algo novo. ......Eu só fiquei surpresa e furiosa, em descobrir que eu tinha uma conexão com a bruxa desde aquele dia, quando ainda tinha seis anos...""",「对不起…。我恨贝阿朵莉切，并非是现在才开始的事。……这就仅仅是为在我六岁时，就已与那个魔女扯上了关系，而感到惊愕与愤怒罢了…」,「對不起…。我恨貝阿朵莉切，並非是現在才開始的事。……這就僅僅是為在我六歲時，就已與那個魔女扯上了關係，而感到驚愕與憤怒罷了…」,"""Mi spiace... il mio odio per Beatrice non è qualcosa iniziato ora. ... Ero solo sorpresa e arrabbiata di scoprire che avevo un nesso con la strega già all'età di sei anni quel giorno...""","""Lo siento... Mi odio a {f:5:Beatrice} no es algo que haya comenzado ahora... Solo estaba sorprendida y enojada por averiguar que tenía una conexión con la bruja desde los seis años...""","""ﺃﻋﺘﺬﺭ... ﻟﻴﺲ ﺑﻐﻀﻲ ﻟـ{f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﺃﻣﺮًﺍ ﺟﺪﻳﺪًﺍ.  ......ﻟﻜﻦّ ﻣﺎ ﺃﺛﺎﺭﻧﻲ ﻫﻮ ﺍﻟﻐﻀﺐ ﻭﺍﻟﺪﻫﺸﺔ ﺇﺫ ﻋﻠﻤﺖُ ﺃﻥّ ﻟﻲ ﺻﻠﺔً ﺑﺎﻟﺴﺎﺣﺮﺓ ﻣﻨﺬ ﺫﺍﻙ ﺍﻟﻴﻮﻡ، ﻭﺃﻧﺎ ﻓﻲ ﺍﻟﺴﺎﺩﺳﺔ..."""
Mammon,""".........For the past twelve years, you have been enslaved by {f:5:Beatrice}‐sama's curse. ...This might be proof that this really was a curse. But please, don't fall apart. Part of this journey should be to break through that.""","""......For the past 12 years, you've been constantly enslaved by {f:5:Beatrice}-sama's curse. ...This might be proof of that a curse. But please, hang in there. Breaking through that was supposed to be part of the goal of this journey."" ",""".........For the past 12 years, you have always been enslaved by Beatrice-sama's curse.  ...This might be proof that this really was a curse.  But please, don't fall apart.  Part of this journey should be to break through that.""",「………この１２年間。縁寿さまはずっとベアトリーチェさまの呪縛に捕らわれてきた。…これがその、まさに呪縛の証となるのかもしれません。ですが、どうかしっかり。それを打ち破るための旅でもあるはずです。」,「………この１２年間。縁寿さまはずっとベアトリーチェさまの呪縛に捕らわれてきた。…これがその、まさに呪縛の証となるのかもしれません。ですが、どうかしっかり。それを打ち破るための旅でもあるはずです」,"""........За прошедшие 12 лет. Вы всегда находились во власти проклятия {f:5:Беатриче}‐сама. Это может служить доказательством, что то действительно было проклятье. Но пожалуйста, не расклеивайтесь. Одна из целей вашего путешествия — избавиться от него.""",""".........Nos últimos doze anos, você esteve escravizada pela maldição da {f:5:Beatrice}‐sama. ...Esta deve ser uma prova de que era mesmo uma maldição. Mas não se deprima, por favor. Parte dessa jornada deve servir para superá‐la.""",「………这十二年间。缘寿小姐一直在被贝阿朵莉切夫人的咒缚所困。…这反应也许就正是那咒缚的铁证。不过，请千万坚强点。这趟旅程，理应是为了打破这个咒缚吧。」,「………這十二年間。緣壽小姐一直在被貝阿朵莉切夫人的咒縛所困。…這反應也許就正是那咒縛的鐵證。不過，請千萬堅強點。這趟旅程，理應是為了打破這個咒縛吧。」,"""... Per i passati 12 anni, lei è stata sempre stata resa schiava dalla maledizione di Beatrice-sama. ... Questa può essere la prova che era davvero una maledizione. Ma la prego, non si scoraggi. Parte di questo viaggio dovrebbe servire a rivelarlo.""","""... Por los pasados 12 años, siempre ha sido esclavizada por la maldición de {f:5:Beatrice}‐sama... Esto podría ser prueba de que esto realmente era una maldición. Pero por favor, no se desmorone. Parte de este viaje debería ser destruir eso.""",""".........ﻋﻠﻰ ﻣﺪﻯ ﺍﺛﻨﺘﻲ ﻋﺸﺮﺓ ﺳﻨﺔ، ﻛﻨﺖِ ﺃﺳﻴﺮﺓَ ﻟﻌﻨﺔِ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}-ﺳﺎﻣﺎ.  ...ﻭﺭﺑّﻤﺎ ﻛﺎﻥ ﻫﺬﺍ ﺩﻟﻴﻼً ﻋﻠﻰ ﺃﻧّﻬﺎ ﻟﻌﻨﺔٌ ﺣﻘًّﺎ. ﻟﻜﻦ، ﺃﺭﺟﻮﻙِ، ﻻ ﺗﻨﻬﺎﺭﻱ. ﻓﺠﺰﺀٌ ﻣﻦ ﻫﺬﻩ ﺍﻟﺮﺣﻠﺔ ﺃﻥ ﺗَﻌﺒﺮﻱ ﻣﻦ ﺧﻼﻝ ﺫﻟﻚ ﻭﺗﺘﺤﺮّﺭﻱ."""
Ushiromiya Ange,"""That's right...... Just letting the blood rise to my head won't get me anywhere. Got to think calmly. .........What's going on? What's the meaning of handing out a hundred million yen to each of the relatives? Was she trying to provoke us......? Damn that {f:5:Beatrice}.........""","""That's right... Just letting the blood rise to my head won't get me anywhere. Got to think calmly. ......What's going on? What's the meaning of handing out a hundred million yen to the relatives? Is she trying to provoke us...? Damn that {f:5:Beatrice}......"" ","""That's right......  Just letting the blood rise to my head won't get me anywhere.  Got to think calmly.  .........What's going on?  What's the meaning of handing out a hundred million yen to the relatives?  Is she trying to provoke us......?  Damn that Beatrice.........""",「そうね……。頭に血を上らせたって、何の役にも立たないわ。冷静に考えなくちゃ。………これはどういうことなの？　遺族に１億円をばら蒔く意味は何？挑発だとでも言うの……？　ベアトリーチェめ………。」,「そうね……。頭に血を上らせたって、何の役にも立たないわ。冷静に考えなくちゃ。………これはどういうことなの？　遺族に１億円をばら蒔く意味は何？　挑発だとでも言うの……？　ベアトリーチェめ………」,"""Правильно... Если дам крови ударить себе в голову, проку будет мало. Надо мыслить спокойно. ........Что происходит? Какой смысл в выдаче родственникам сотен миллионов йен? Она пытается спровоцировать нас? Чёрт бы побрал эту {f:5:Беатриче}...""","""Isso mesmo...... Deixar o sangue subir à cabeça não vai me levar a lugar nenhum. Preciso raciocinar com calma. .........O que está acontecendo? Qual o sentido de passar cem milhões de ienes para cada parente? Ela está tentando nos provocar......? {f:5:Beatrice}, sua.........""",「是呢……。热血上头不会派上任何用场。得冷静地思考。………这到底是怎么回事？给遗族送去一亿日元的意义是什么呢？难道是挑衅吗……？死贝阿朵莉切………」,「是呢……。熱血上頭不會派上任何用場。得冷靜地思考。………這到底是怎麼回事？給遺族送去一億日元的意義是什麼呢？難道是挑釁嗎……？死貝阿朵莉切………」,"""Giusto... farmi salire il sangue alla testa non mi porterà da nessuna parte. {n}Devo riflettere con calma. ... Cosa sta succedendo? Qual è il significato di lasciare 100 milioni di yen ai parenti? Sta cercando di provocarci...? {n}Maledetta Beatrice...""","""Es cierto... Dejar que la sangre me suba a la cabeza no me serviría de nada. Pensaré tranquilamente... ¿Qué ocurre? ¿Cuál es el sentido que tiene entregar cien millones a los familiares? ¿Intenta provocarnos?... Maldita {f:5:Beatrice}...""","""ﺃﺟﻞ...... ﺇﻥّ ﻣﺠﺮّﺩ ﺍﻻﻧﻔﻌﺎﻝ ﻟﻦ ﻳُﻔﻀﻲ ﺑﻲ ﺇﻟﻰ ﺷﻲﺀ. ﻋﻠﻲَّ ﺃﻥ ﺃﻓﻜّﺮ ﺑﻬﺪﻭﺀ.  .........ﻣﺎ ﺍﻟﺬﻱ ﻳﺠﺮﻱ؟  ﻣﺎ ﻣﻌﻨﻰ ﺃﻥ ﺗُﻮﺯّﻉ ﻣﺎﺋﺔ ﻣﻠﻴﻮﻥ ﻳﻦّ ﻋﻠﻰ ﻛﻞّ ﻣﻦ ﺍﻷﻗﺎﺭﺏ؟  ﺃﻛﺎﻧﺖ ﺗُﺮﻳﺪ ﺍﺳﺘﻔﺰﺍﺯَﻧﺎ......؟  ﻟﻌﻨﺔٌ ﺗﻠﻌﻨﻬﺎ........."""
Sakutarou,‘Ange......calm down...... ......Uryu......’,"‘Ange, ...calm down... ...Uryu...’ ","『Ange......, calm down............Uryu......』",『縁寿……、落ち着いて……。……うりゅ……。』,『縁寿……、落ち着いて……。……うりゅ……』,"{p:0:『}Энджи, успокойся... Урю...{p:0:』}",‘Ange......se acalme...... ......Uryu......’,『缘寿……，请冷静点……。……呜溜……』,『緣壽……，請冷靜點……。……嗚溜……』,{p:0:『}Ange... calmati... uryu... {p:0:』},‘Ange... cálmate... Uryu...’, ‘ﺇﻧﺠﻲ...... ﺍﻫﺪﺋﻲ......  ......ﺃﻭﺭﻳﻮ......’ 
,"As Sakutaro buried his head in my stomach, he urged me to stay calm.","As Sakutaro buried his head in my stomach, he urged me to stay calm. ","As Sakutaro buried his head in my stomach, he urged me to stay calm.",さくたろが、私のお腹に顔を埋めながら、冷静になるよう促す。,[=JP],"Зарывшись головой мне в живот, Сакутаро призывал меня к спокойствию.","Sakutaro enfiou seu rosto na minha barriga, pedindo para eu me acalmar.",樱太郎边把脸埋到我的肚子上，边催促我保持冷静。,櫻太郎邊把臉埋到我的肚子上，邊催促我保持冷靜。,"Mentre Sakutarou sprofondava la sua testa nella mia pancia, mi pregò di star calma.","Hundiendo su cabeza en mi estómago, Sakutaro me instó a mantener la calma.", ﻭﺃﻟﻘﻰ ﺳﺎﻛﻮﺗﺎﺭﻭ ﺭﺃﺳﻪ ﻓﻲ ﺣﺠﺮﻱ ﻳﺤﺜّﻨﻲ ﻋﻠﻰ ﺍﻟﺴﻜﻮﻥ.
,"......I took another deep breath, and started thinking.",...I took another deep breath...and started thinking. ,"......I took another deep breath, and started thinking.",……私はもう一度深く深呼吸し、思考を働かせた。,[=JP],"......Ещё раз глубоко вздохнув, я начала думать.",......Eu respirei fundo mais uma vez e comecei a pensar.,……我再次深深地做了个深呼吸后，开始了思考。,……我再次深深地做了個深呼吸後，開始了思考。,"... Feci un altro respiro profondo, e provai a pensare.","... Respiré profundamente, y comencé a pensar.",  ......ﻓﺄﺧﺬﺕُ ﻧَﻔَﺴًﺎ ﻋﻤﻴﻘًﺎ ﺁﺧﺮ، ﻭﺑﺪﺃﺕُ ﺃُﻓﻜّﺮ.
Ushiromiya Ange,""".........I wonder if the sending of these envelopes was to demonstrate that this was a premeditated crime by {f:5:Beatrice}.""","""......I wonder if this envelope was sent to support the theory that {f:5:Beatrice} was behind that crime."" ",""".........I wonder if the sending of this envelope was to support the theory that Beatrice was behind that crime.""",「………この封筒の送付はつまり、ベアトリーチェによる事件の、計画性を裏付けるものかしら。」,「………この封筒の送付はつまり、ベアトリーチェによる事件の、計画性を裏付けるものかしら」,""".......Что если конверты посылали с целью поддержать теорию, что за тем преступлением стояла {f:5:Беатриче}.""",""".........Me pergunto se o envio desses envelopes foi para demonstrar que aquele foi um crime premeditado pela {f:5:Beatrice}.""",「………曾寄出过这种信，是否印证了贝阿朵莉切所犯下的事件是有计划的呢？」,「………曾寄出過這種信，是否印證了貝阿朵莉切所犯下的事件是有計劃的呢？」,"""... Mi chiedo se la spedizione di questa lettera è stata fatta per supportare la teoria che c'era Beatrice dietro quel crimine.""","""... Me pregunto si el envío de este sobre fue para apoyar la teoría de que {f:5:Beatrice} estaba detrás de aquel crimen.""",""".........ﺃﺗُﺮﻯ ﺇﺭﺳﺎﻝُ ﻫﺬﻩ ﺍﻷﻇﺮﻑ ﻛﺎﻥ ﻹﻇﻬﺎﺭ ﺃﻥّ ﻣﺎ ﺟﺮﻯ ﺟﺮﻳﻤﺔٌ ﺩﺑّﺮَﺗْﻬﺎ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻋﻤﺪًﺍ؟"""
Mammon,"""They were postmarked right before the family conference. And they were intentionally set up so that they would be sent back after some time.""","""It was postmarked right before the family conference. And it was intentionally set up so that it would be sent back after some time."" ","""It was postmarked right before the family conference.  And it was intentionally set up so that it would be sent back after some time.""",「消印は親族会議の直前。そして、わざと時間を掛けて返送されてくるように仕組まれている。」,「消印は親族会議の直前。そして、わざと時間を掛けて返送されてくるように仕組まれている」,"""Его проштемпелевали прямо перед семейным собранием. И подстроили всё так, чтобы его отослали какое‐то время спустя.""","""Eles foram seladas pouco antes da conferência familiar. E foram intencionalmente preparados para serem enviadas algum tempo depois.""",「邮戳是临近亲族会议时盖的。并且，还故意把它写得，需要经过一段时间后才会被退回。」,「郵戳是臨近親族會議時蓋的。並且，還故意把它寫得，需要經過一段時間後才會被退回。」,"""Il timbro postale risale a subito prima della riunione di famiglia. Ed è stata intenzionalmente preparata in modo che tornasse indietro dopo un po' di tempo.""","""Fue timbrado justo antes de la conferencia familiar. Y fue preparado intencionalmente de manera que fuera devuelto después de un tiempo.""","""ﻟﻘﺪ ﺧُﺘﻤﺖ ﻗﺒﻞ ﺍﺟﺘﻤﺎﻉ ﺍﻟﻌﺎﺋﻠﺔ ﻣﺒﺎﺷﺮﺓ. ﻭﻛﺎﻥ ﺇﻋﺪﺍﺩﻫﺎ ﻋﻤﺪًﺍ ﻟﻴُﻌﺎﺩ ﺇﺭﺳﺎﻟﻬﺎ ﺑﻌﺪ ﺣﻴﻦ."""
Sakutarou,"‘......They wanted them to arrive after the incident, is that it......?’","‘...They wanted it to arrive after the incident, is that it...?’ ","『......They wanted it to be sent after the incident, is that it......?』",『……事件の後に届くようにしたかった、ということかな……？』,[=JP],"{p:0:『}...Они хотели, чтобы конверты отослали сразу после инцидента, так что ли?{p:0:』}","‘......Ela queria que chegassem depois do incidente, certo......?’",『……会不会，是想让信在事件之后送到呢……？』,『……會不會，是想讓信在事件之後送到呢……？』,"{p:0:『}... Si voleva che fossero mandate dopo l'incidente, non è così...?{p:0:』}",‘... ¿Estás diciendo que querían enviarlos después del incidente?...’, ‘......ﻟﻌﻠّﻬﻢ ﺃﺭﺍﺩﻭﺍ ﺃﻥ ﺗﺼﻞ ﺑﻌﺪ ﺍﻟﺤﺎﺩﺛﺔ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ......؟’ 
Ushiromiya Ange,"""Yeah. That's what it implies. .........But it still leaves me wondering a little. Why such an uncertain method?""","""Yeah. That's what it implies. ......But it raises a few questions. Why use such an uncertain method?"" ","""Yeah.  That's what it implies.  .........But there are a few doubtful parts.  Why such an uncertain method?""",「うん。そうなるわ。………でも、少し疑問もあるの。なぜこんな不確実な方法で？」,[=JP],"""Да. Напрашивается именно такой вывод. .....Но есть и сомнительные части. Почему был избран столь ненадёжный метод?""","""Sim. É o que isso implica. .........Mas ainda me deixa com uma leve indagação.{n}Por que um método tão incerto?""",「嗯。是如此呢。………但是，稍微有个疑问。为什么要用这种靠不住的方法？」,「嗯。是如此呢。………但是，稍微有個疑問。為什麼要用這種靠不住的方法？」,"""Già. Questo è ciò che implica. ... Ma ci sono delle parti dubbie. Perché un simile metodo incerto?""","""Sí. Eso es lo que implica... Pero hay algunas partes muy dudosas. ¿Por qué usar un método tan incierto?""","""ﻧﻌﻢ. ﻫﺬﺍ ﻣﺎ ﻳُﻔﻬﻢ ﻣﻨﻪ.  .........ﻟﻜﻦّ ﺍﻷﻣﺮ ﻣﺎ ﺯﺍﻝ ﻳُﺜﻴﺮ ﺣﻴﺮﺗﻲ ﻗﻠﻴﻼً. ﻟِﻢَ ﻳﺘّﺨﺬﻭﻥ ﻭﺳﻴﻠﺔً ﺑﻬﺬﺍ ﺍﻟﻘﺪﺭ ﻣﻦ ﺍﻟﻐﻤﻮﺽ؟"""
Mammon,"""Uncertain?""","""Uncertain?"" ","""Uncertain?""",「不確実？」,[=JP],"""Ненадёжный?""","""Incerto?""",「靠不住？」,[=CN],[=PT],"""¿Incierto?""","""ﻏﻤﻮﺽ؟"""
Ushiromiya Ange,"""Yes. After all, you can't even guess in advance at how many days it would take for the mail to return. ......Normally, you can't even guess at the amount of time it will take for the receiving post office to do the research, make a determination of unknown recipient, and send it back.""","""Yes. After all, no one could even guess at how many days it would take for the mail to return before you used this trick. ...Normally, you couldn't even guess at the amount of time it would take for the receiving post office to do their research, determine that the recipient was unknown, and return it."" ","""Yes.  After all, you couldn't even guess at how many days it would take for the mail to return before you did it.  ......Normally, you couldn't even guess at the amount of time it would take for the receiving post office to research, determine that the recipient was unknown, and return it.""",「えぇ。だって、何日で郵便が戻ってくるかなんて、事前には想像もできないじゃない。……郵送先の郵便局が調査し、送付先不明と判断し返送するまでの期間なんて、普通は想像も出来ない。」,「えぇ。だって、何日で郵便が戻ってくるかなんて、事前には想像もできないじゃない。……郵送先の郵便局が調査し、送付先不明と判断し返送するまでの期間なんて、普通は想像も出来ない」,"""Да. Ведь почти невозможно предугадать, сколько дней уйдёт на возвращение почты. Обычно нельзя даже рассчитать, сколько времени у получившего письмо почтового отделения уйдёт на поиски и установление, что получатель неизвестен, после чего письмо возвращают.""","""Sim. Afinal, não tem como você prever quantos dias vai levar para a correspondência retornar. ......Normalmente, você sequer consegue imaginar quanto tempo vai levar para o posto do correio fazer a busca, determinar como destinatário desconhecido, e então enviar de volta.""",「嗯。毕竟，事前根本猜不到，邮件会在几天后退回吧。……到寄送地的邮局进行调查，判断为邮寄地址不明而退回，此间的时间一般是根本猜不出来的。」,「嗯。畢竟，事前根本猜不到，郵件會在幾天後退回吧。……到寄送地的郵局進行調查，判斷為郵寄地址不明而退回，此間的時間一般是根本猜不出來的。」,"""Sì. Dopotutto, non si poteva essere certi di quanti giorni ci sarebbero voluti perché la posta tornasse. ... Normalmente, non si può nemmeno sapere quanto tempo venga impiegato dal centro posta per cercare, determinare che il destinatario era sconosciuto, e farla tornare.""","""Sí. Después de todo, ni siquiera puedes averiguar cuántos días podría tardar el correo en volver antes de enviarlo... Normalmente, ni siquiera podrías averiguar en la cantidad de tiempo que le tomaría a la recepción de la oficina postal, investigar y determinar que el destinatario es desconocido, y devolverla.""","""ﻧﻌﻢ. ﺇﺫ ﻻ ﻳﻤﻜﻨﻚ ﺃﻥ ﺗﺘﻜﻬّﻦ ﺳﻠﻔًﺎ ﻛﻢ ﻳﻮﻣًﺎ ﺳﺘﺴﺘﻐﺮﻗﻪ ﺍﻟﺮﺳﺎﻟﺔُ ﻟﺘﻌﻮﺩ.  ......ﻓﻔﻲ ﺍﻟﻌﺎﺩﺓ، ﻻ ﻳُﻌﺮﻑ ﻛﻢ ﻣﻦ ﺍﻟﻮﻗﺖ ﻳﺤﺘﺎﺝ ﺍﻟﺒﺮﻳﺪُ ﻓﻲ ﺍﻟﺘﺤﻘﻴﻖ ﻭﺗﻘﺮﻳﺮ ﺃﻥّ ﺍﻟﻤﺮﺳَﻞ ﺇﻟﻴﻪ ﻣﺠﻬﻮﻝ، ﺛﻢ ﺇﻋﺎﺩﺗﻬﺎ."""
Sakutarou,"‘Yeah, now that you mention it...... It'd be more certain if they just set an arrival date and mailed it that way...... Uryu...’","‘Yeah, now that you mention it... It'd be more dependable if they just set an arrival date and mailed it that way... Uryu...’ ","『Yeah, now that you mention it......  It'd be more dependable if they just set an arrival date and mailed it that way......  Uryu...』",『そう言えばそうだね……。ちゃんと到着の期日を決めて、そういう郵便で出した方が確実なのにね……。うりゅ…。』,『そう言えばそうだね……。ちゃんと到着の期日を決めて、そういう郵便で出した方が確実なのにね……。うりゅ…』,"{p:0:『}Да, теперь, когда ты упомянула... Было бы гораздо надёжней установить дату прибытия и тогда отправить почту... Урю...{p:0:』}","‘Sim, agora que mencionou...... Seria mais preciso se tivesse determinado uma data de chegada e enviado desta forma...... Uryu...’",『说来倒是如此呢……。好好定好送到的日期，这么寄才确实可靠呢……。呜溜…』,『說來倒是如此呢……。好好定好送到的日期，這麼寄才確實可靠呢……。嗚溜…』,"{p:0:『}Già, ora che lo fai notare... sarebbe stato più affidabile specificare una data di arrivo e spedirla in quel modo... uryu... {p:0:』}","‘Sí, ahora que lo mencionas... Sería más fiable si simplemente establecieran una fecha de llegada y lo enviaran por correo de esa manera... Uryu...’", ‘ﺻﺤﻴﺢ، ﺍﻵﻥ ﻭﻗﺪ ﻗﻠﺖِ ﺫﻟﻚ...... ﻛﺎﻥ ﺃﺳﻬﻞ ﺃﻥ ﻳُﺤﺪَّﺩ ﻳﻮﻡُ ﻭﺻﻮﻟﻬﺎ ﻭﺗُﺮﺳَﻞ ﻋﻠﻰ ﻫﺬﺍ ﺍﻷﺳﺎﺱ...... ﺃﻭﺭﻳﻮ...’ 
Mammon,"""......Maybe, but still, if they mailed it the day before, then no matter how quickly it returned, it would probably have arrived no earlier than Monday. I wonder if they wanted to make it seem like a letter from the dead.""","""...Maybe, but still, if they mailed it the day before, then no matter how quickly it returned, it would probably arrive Monday or later. I wonder if they wanted to make it seem like a letter from the dead."" ","""......Maybe, but still, if they mailed it the day before, then no matter how quickly it returned, it would probably arrive Monday or later.  I wonder if they wanted to make it seem like a letter from the dead.""",「……まぁ、でも。前日に投函したんなら、どんなに早く戻ってきても、きっと月曜日以降の到着になったでしょうし。死者からの手紙を気取りたかったんじゃないかしら。」,「……まぁ、でも。前日に投函したんなら、どんなに早く戻ってきても、きっと月曜日以降の到着になったでしょうし。死者からの手紙を気取りたかったんじゃないかしら」,"""Может и так, но всё же... Если письмо послали за день до, то как бы быстро оно ни вернулось, то прибыло бы в понедельник или позже. Не намеревались ли они обставить это письмо как посланное с того света.""","""......Talvez, ainda que fosse, se tivesse sido enviado no dia anterior, não importa o quão rápido fosse devolvido, provavelmente não seria entregue antes de segunda‐feira. Me pergunto se queriam fazer isso parecer uma carta dos mortos.""",「……嗯，不过。既然是在亲族会议前一天投递的的话，那不管多早退回，都一定会在星期一后送到。也许是想搞得像是，来自死者的信吧。」,「……嗯，不過。既然是在親族會議前一天投遞的的話，那不管多早退回，都一定會在星期一後送到。也許是想搞得像是，來自死者的信吧。」,"""... Forse ma tuttavia, se fosse stata spedita il giorno prima, allora non importa quanto velocemente tornasse indietro, probabilmente sarebbe arrivata Lunedì o in seguito. Mi chiedo se la volesse far sembrare una lettera dai morti.""","""... Quizás, pero aun así, si lo enviaban el día antes, no importa qué tan rápido llegase, probablemente llegaría el lunes o después. Me pregunto si querían hacer que pareciera una carta de entre los muertos.""","""......ﺭﺑّﻤﺎ، ﻟﻜﻦ.. ﺇﻥ ﺃُﺭﺳﻠﺖ ﻓﻲ ﺍﻟﻴﻮﻡ ﺍﻟﺬﻱ ﺳﺒﻖ، ﻓﺤﺘﻰ ﻟﻮ ﻋﺎﺩﺕ ﺳﺮﻳﻌًﺎ، ﻟﻤﺎ ﻭﺻﻠﺖ ﻗﺒﻞ ﻳﻮﻡ ﺍﻹﺛﻨﻴﻦ ﻋﻠﻰ ﺍﻷﺭﺟﺢ. ﺃﺗُﺮﺍﻫﻢ ﺃﺭﺍﺩﻭﺍ ﺃﻥ ﻳُﻮﺣﻮﺍ ﺑﺄﻧﻬﺎ ﺭﺳﺎﻟﺔٌ ﻣﻦ ﺍﻟﻤﻮﺗﻰ؟"""
Ushiromiya Ange,"""......A letter from the dead, you say.""","""...A letter from the dead, you say? ","""......A letter from the dead, you say.  ",「……死者からの手紙、か。,「……死者からの手紙、か」,"""......Письмо с того света, говоришь.""","""......Uma carta dos mortos?""",「……来自死者的信，吗？」,「……來自死者的信，嗎？」,"""... Una lettera dai morti, dici.","""... ¿Carta de entre los muertos, dices?""","""......ﺭﺳﺎﻟﺔٌ ﻣﻦ ﺍﻟﻤﻮﺗﻰ، ﺗﻘﻮﻟﻴﻦ."""
Ushiromiya Ange,"""......You're right. That surprises you, and makes you feel horrible. ......Some mail with your dead family's names written on the outside in large letters...gets thrown into your mailbox with an ominous label attached.""","...You're right. It surprised me, and it made me feel bad. ...Some mail with my dead family's name written on the outside in large letters... was thrown into the mailbox with an ominous label attached. ","......You're right.  That surprised me, and it made me feel bad.  ......Some mail with my dead family's name written on the outside in large letters...was thrown into the mailbox with an ominous label attached.",……確かにね。あれは驚くし、嫌な気持ちになるわよ。……死んだ家族の名前が表に大きく書かれている郵便物が、物々しい付箋付きで郵便受けに放り込まれているんだから。,「……確かにね。あれは驚くし、嫌な気持ちになるわよ。……死んだ家族の名前が表に大きく書かれている郵便物が、物々しい付箋付きで郵便受けに放り込まれているんだから」,"""......Ты права. Я оказалась удивлена, причём очень неприятно. ......Какое‐то письмо с написанным на нём большими буквами именем члена моей семьи... бросили в почтовый ящик, с наклеенным на нём зловещим ярлыком.""","""......Tem razão. Isso o deixaria surpreso, e faria você se sentir mal. ......Uma correspondência com o nome de seus familiares mortos, escritos com letras grandes...chegando em sua caixa de correio, rotulada de forma sinistra.""",「……的确。那是会令人大吃一惊，心里不舒服的。……毕竟，那可是在自家的邮箱里，扔进了粘着夸张的便签，正面用很大的文字写着去世了的家人的名字的邮件啊。」,「……的確。那是會令人大吃一驚，心裡不舒服的。……畢竟，那可是在自家的郵箱裡，扔進了粘著誇張的便簽，正面用很大的文字寫著去世了的家人的名字的郵件啊。」,"... Hai ragione. Mi sorprese, e mi fece sentire male. ... Una lettera con il nome della mia famiglia morta scritta all'esterno a caratteri cubitali... fu gettata nella cassetta delle lettere con una nefasta etichetta attaccata.","""... Es cierto. Me sorprendió, y me hizo sentir mal... Un correo con el nombre de mi familia muerta escrito por fuera en grandes letras... fue arrojado al correo con una etiqueta siniestra adjunta.""","""......ﻧﻌﻢ. ﺗُﺪﻫﺸﻚ، ﻭﺗُﻮﺭﺛﻚ ﻛﺮﺑًﺎ.  ......ﺃﻥ ﻳُﻠﻘﻰ ﻓﻲ ﺻﻨﺪﻭﻕ ﺑﺮﻳﺪﻙ ﻃﺮﺩٌ ﻛُﺘﺒﺖ ﻋﻠﻴﻪ ﺃﺳﻤﺎﺀُ ﻣﻮﺗﺎﻙ ﺑﺨﻂٍّ ﻋﺮﻳﺾٍ... ﻭﻋﻠﻴﻪ ﻻﻓﺘﺔٌ ﻣُﺮﻳﺒﺔ."""
