Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR)
Ushiromiya Battler,""".........What's your point?""","""......What are you trying to say?"" ",""".........What are you trying to say?""",「…………何が言いてぇ。」,「…………何が言いてぇ」,""".........К чему ты клонишь?""",""".........Onde quer chegar?""",「…………你想说什么？」,「…………你想說什麼？」,"""... Che vuoi dire?""",[=UP],"""... ¿A dónde quieres llegar?""",""".........ﻭﻣﻐﺰﻯ ﻛﻼﻣﻚ؟"""
{f:5:Beatrice},"""I can, to an extent, understand the childishness which led you to oppose your father's remarriage out of a desire to have him all to yourself.""","""I can somewhat understand the childishness that led you to resist your father's remarriage, since you wanted him all to yourself."" ","""I can somewhat understand your childishness which led you to resist your father's remarriage because you wanted him all to yourself.",「父親の再婚に反対するという、父親を独占したいがゆえのそなたの幼稚も、多少の理解はしよう。,「父親の再婚に反対するという、父親を独占したいがゆえのそなたの幼稚も、多少の理解はしよう」,"""Ну, я более и менее могу понять твоё ребячество, побудившее тебя восстать против повторного брака отца, поскольку ты хотел забрать его себе.""","""Eu posso também compreender essa infantilidade que levou você a se opor ao novo casamento do seu pai como um desejo de tê‐lo só para si.""",「对于汝反对父亲再婚，因想要独占父亲而产生的汝的幼稚，也多少给予理解吧。」,「對於汝反對父親再婚，因想要獨佔父親而產生的汝的幼稚，也多少給予理解吧。」,"""Posso comprendere fino ad un certo punto la puerilità che ti ha portato ad opporti al nuovo matrimonio di tuo Padre perché lo volevi tutto per te.",[=UP],"""De algún modo puedo entender que tu inmadurez hiciera que te resistieras al nuevo matrimonio de tu padre porque lo querías solo para ti.""","""ﺃﺳﺘﻄﻴﻊ ﺃﻥ ﺃﺳﺘﻮﻋﺐ ﺷﻴﺌًﺎ ﻣﻦ ﻃﻔﻮﻟﻴﺘﻚ ﺍﻟﺘﻲ ﺟﻌﻠﺘﻚَ ﺗﻌﺎﺭﺽ ﺯﻭﺍﺝ ﺃﺑﻴﻚ ﺭﻏﺒﺔً ﻓﻲ ﺍﺣﺘﻜﺎﺭﻩ ﻟﻨﻔﺴﻚ."""
{f:5:Beatrice},"""However, was throwing away the Ushiromiya name as a means of resistance not a disgrace to your family and blood?""","""However, was throwing away the Ushiromiya name as a means of resistance not a disgrace to your family and blood? ","However, was throwing away the Ushiromiya name as a means of resistance not a disgrace to your family and blood?",しかし、それに反抗するために、右代宮の名を捨てるは、家と血に対する冒涜ではないのか。,「しかし、それに反抗するために、右代宮の名を捨てるは、家と血に対する冒涜ではないのか」,"""Вот только разве не является отказ от фамилии Уширомия как средство сопротивления позором по отношению к твоей семьи и крови?""","""Porém, descartar o nome Ushiromiya como uma forma de resistência não é também uma desgraça para a sua família e seu sangue?""",「不过，为了反抗此而舍弃右代宫之名的行为，不就成了对家族、对血脉的亵渎吗？」,「不過，為了反抗此而捨棄右代宮之名的行為，不就成了對家族、對血脈的褻瀆嗎？」,"Eppure, gettare via il nome degli Ushiromiya in segno di protesta non è forse stato un insulto alla tua famiglia e al tuo sangue?",[=UP],"""Sin embargo, ¿abandonar el apellido Ushiromiya como medio de resistencia no fue una deshonra para tu familia y tu sangre?""","""ﻟﻜﻦ، ﺃﻛﺎﻥ ﻳﺤﻖُّ ﻟﻚ ﺃﻥ ﺗﺠﺤﺪ ﻭﺗﻠﻘﻲ ﺑﺎﺳﻢ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﻟﻤﺠَّﺮﺩ ﻋﺼﻴﺎﻥ ﺃﺑﻴﻚ؟"""
{f:5:Beatrice},""".........You were born and raised Ushiromiya, were you not? Do you think you were qualified to forget that debt and throw away the Ushiromiya name?""","......You were born and raised Ushiromiya, were you not? Do you think you had the right to forget that debt and throw away the Ushiromiya name?"" ","  .........You were born and raised Ushiromiya, were you not?  Do you think you were qualified to forget that debt and throw away the Ushiromiya name?""",………そなたは右代宮に生まれ、育まれてきたのではないか。その恩を忘れ、右代宮の名を捨てる資格が、そなたにあったというのか。」,「………そなたは右代宮に生まれ、育まれてきたのではないか。その恩を忘れ、右代宮の名を捨てる資格が、そなたにあったというのか」,"""......Ты родился и взращивался как Уширомия, не так ли? Ты полагаешь, что имел право забыть тот долг и отбросить фамилию Уширомия?""",""".........Você nasceu e foi criado um Ushiromiya, não foi? Acha que é qualificado para esquecer esse débito e jogar fora o nome Ushiromiya?""",「………汝是生在右代宫，长在右代宫的吧。汝难道要说，汝有忘掉这份恩情，舍弃右代宫之名的资格吗？」,「………汝是生在右代宮，長在右代宮的吧。汝難道要說，汝有忘掉這份恩情，捨棄右代宮之名的資格嗎？」,"... Sei nato e sei stato cresciuto come un Ushiromiya, non è vero? Credi che avessi il diritto di dimenticare quel debito e liberarti del nome degli Ushiromiya?""",[=UP],"""... Naciste y fuiste criado por la familia Ushiromiya, ¿no es así? ¿Crees que estabas calificado para olvidarte de esa deuda y abandonar el apellido Ushiromiya?""",""".........ﺃﻟﻢ ﺗﻮﻟﺪ ﻭﺗُﺮﺑَّﻰ ﺑﻴﻦ ﺁﻝ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ؟ ﺃﺗﺮﺍﻙ ﺃﻫﻼً ﻷﻥ ﺗﺘﻨﺎﺳﻰ ﺫﻟﻚ ﺍﻟﺪﻳﻦ ﻭﺗﻄﺮﺡ ﻋﻨﻚ ﺍﺳﻢ ﺍﻟﻌﺎﺋﻠﺔ؟"""
Ushiromiya Battler,"""......It has nothing to do with you. This is between me and Dad...!""","""...It's got nothing to do with you. This is between me and Dad...!"" ","""......It had nothing to do with you.  This is between me and Dad...!""",「……お前には関係ねぇ。俺と親父の問題だ…！」,[=JP],"""......Тебя это не касается. Это между мной и отцом!""","""......Isso não tem nada a ver com você. É entre eu e meu pai...!""",「……和你没关系。这是我与我老爸的问题…！」,「……和你沒關係。這是我與我老爸的問題…！」,"""... Tu non c'entri nulla. Questa cosa è tra me e Papà...!""",[=UP],"""... No tiene nada que ver contigo. ¡Esto es entre mi padre y yo!...""","""......ﻟﻴﺲ ﻣﻦ ﺷﺄﻧﻚ. ﺫﺍﻙ ﺃﻣﺮٌ ﺑﻴﻨﻲ ﻭﺑﻴﻦ ﺃﺑﻲ...!"""
{f:5:Beatrice},"""The Ushiromiya name does not belong to you and your father alone. You are a child who simply rebelled, unable to forgive the fact that your father was to be stolen away by an unknown woman. ......Those six years during which you forsook the Ushiromiya register were a significantly long period where you dragged the Ushiromiya name through the mud. Know the depths of your sinfulness.""","""The Ushiromiya name does not belong to you and your father alone. That was your childishness, nothing more than your inability to forgive the fact that your father was stolen away by an unknown woman. ...Those six years during which you threw away the Ushiromiya family register were a significant period during which you covered the Ushiromiya family in mud. Know the depths of that sin."" ","""The Ushiromiya name does not belong to you and your father alone.  That was your childishness, nothing more than your resistance from not being able to forgive the fact that your father was stolen away by an unknown woman.  ......Those six years during which you threw away the Ushiromiya family register were a significantly long period where you covered the Ushiromiya family in mud.  Know the depths of that sin.""",「右代宮の名はお前と父親だけのものではない。お前は知らぬ女に父親を奪われることを許せず反抗しただけの幼稚だ。……右代宮家の籍を捨て去ったこの６年間は、そなたが右代宮家に泥を塗りし短からぬ年月。その罪深きを知るがいい。」,「右代宮の名はお前と父親だけのものではない。お前は知らぬ女に父親を奪われることを許せず反抗しただけの幼稚だ。……右代宮家の籍を捨て去ったこの６年間は、そなたが右代宮家に泥を塗りし短からぬ年月。その罪深きを知るがいい」,"""Фамилия не принадлежит только тебе и твоему отцу. То было лишь твоё ребячество, не более чем твой бунт, порождённый неспособность смириться с фактом, что неизвестная женщина похитила твоего отца. ....Эти шесть лет, на которые ты отбросил семейный регистр Уширомии, оказались довольно долгим периодом, за которые ты замарал фамилию Уширомия. Познай глубину этого греха.""","""O nome Ushiromiya não pertence apenas a você e seu pai. Você não passa de um filho que se rebelou, incapaz de perdoar o fato que seu pai foi tomado de você por uma mulher desconhecida. ......Esses seis anos em que você abandonou os registros da família Ushiromiya foram um longo e significante período, onde arrastou o nome Ushiromiya para a lama. Conheça as profundezas do seu pecado.""",「右代宫之名并不仅仅属于你与你父亲。这仅仅是你受不了陌生女人抢走父亲而做出反抗的幼稚行为。……舍弃右代宫家户籍的六年，乃是一段汝辱没右代宫家门楣的不短的年月。汝要知道这份罪孽之深重。」,「右代宮之名並不僅僅屬於你與你父親。這僅僅是你受不了陌生女人搶走父親而做出反抗的幼稚行為。……捨棄右代宮家戶籍的六年，乃是一段汝辱沒右代宮家門楣的不短的年月。汝要知道這份罪孽之深重。」,"""Il nome Ushiromiya non appartiene solo a te e a tuo Padre. Quella fu la tua puerilità, null'altro che la resistenza nata dal non essere in grado di perdonare che tuo Padre fosse stato rubato da una donna sconosciuta. ... Quei sei anni in cui hai gettato via il registro di famiglia degli Ushiromiya sono stati un lasso di tempo considerevolmente lungo durante il quale hai infangato tutta la famiglia. Sii cosciente della gravità di quel peccato.""",[=UP],"""El apellido Ushiromiya no solo les pertenece a ti y a tu padre. Eres un niño que simplemente se rebeló, incapaz de perdonar el hecho de que tu padre fuera a ser robado por una mujer desconocida... Esos seis años durante los cuales abandonaste el registro Ushiromiya fueron un periodo significativamente largo en el que arrastraste el nombre Ushiromiya por el fango. Conoce la gravedad de tu pecado.""","""ﺍﺳﻢ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﻟﻴﺲ ﺣﻜﺮًﺍ ﻋﻠﻴﻚَ ﻭﻻ ﻋﻠﻰ ﺃﺑﻴﻚ. ﺇﻧﻚ ﺻﺒﻲٌّ ﺗﻤﺮﺩ ﻷﻥّ ﺍﻣﺮﺃﺓً ﻏﺮﻳﺒﺔً ﺳﻠﺒﺘْﻚ ﺃﺑﺎﻙ. ......ﺗﻠﻚ ﺍﻷﻋﻮﺍﻡُ ﺍﻟﺴﺘﺔ ﺍﻟﺘﻲ ﺃﻗﺼﻴﺖَ ﻓﻴﻬﺎ ﻧﻔﺴﻚ ﻋﻦ ﺳﺠﻞّ ﺁﻝ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﻛﺎﻧﺖ ﺯﻣﻨًﺎ ﻣﺪﻳﺪًﺍ ﺩﻧّﺴﺖَ ﻓﻴﻪ ﺍﺳﻢ ﺍﻟﻌﺎﺋﻠﺔ ﺑﺎﻟﻮﺣﻞ. ﻓﺎﻋﺮﻑْ ﻓﺪﺍﺣﺔَ ﺇﺛﻤﻚ."""
Ushiromiya Battler,"""..................Well, sorry I'm so childish...""","""......Well, sorry I'm so childish..."" ","""............Well, sorry I'm so childish...""",「………………幼稚で悪かったな…。」,「………………幼稚で悪かったな…」,"""............Ну, извини, что во мне столько ребячества...""","""..................Bem, desculpe por ser tão infantil...""",「………………我幼稚，抱歉啊…」,[=CN],"""... Beh, scusa se sono tanto infantile...""",[=UP],"""... Bueno, perdón por ser tan infantil...""","""..................ﺣﺴﻨًﺎ، ﻋﺬﺭًﺍ ﺇﻥ ﻛﻨﺖُ ﻃﻔﻼً ﺣﻘﻴﺮًﺍ..."""
{f:5:Beatrice},"""However. Even though it was prompted by the deaths of your grandparents, I do commend you for returning to the Ushiromiya register. Accordingly, I shall give you a chance to purify yourself of that sin. Now is the time to atone for your sin of six years ago.""","""However, even though it occurred around the time of the deaths of your grandparents, you did well to return to the Ushiromiya register. For that, let us give you a chance to purify that sin yourself. Now is the time to compensate for your sin of six years ago."" ","""However.  Even though it occurred around the time of the deaths of your grandparents, you did well to return to the Ushiromiya register.  For that, let us give you a chance to purify that sin yourself.  Now is the time to compensate for your sin of six years ago.",「しかし。祖父母の死を境とは言え、よくぞ右代宮に籍を戻した。よって、その罪を自ら禊ぐ機会をそなたに与えよう。今こそそなたの、６年前の罪を贖う時。,「しかし。祖父母の死を境とは言え、よくぞ右代宮に籍を戻した。よって、その罪を自ら禊ぐ機会をそなたに与えよう。今こそそなたの、６年前の罪を贖う時」,"""Однако. Хоть это и случилось где‐то после смерти твоих бабушки с дедушкой, ты сделал верный шаг, восстановившись в регистре семьи Уширомия. А теперь настала пора внести компенсацию за грех шестилетней давности.""","""Contudo. Embora tenha ocorrido na mesma época da morte de seus avós, você fez bem em retornar aos registros da família Ushiromiya. De acordo, eu devo dar a você a chance de purificar‐se desse pecado. Agora é hora de expiar seu pecado de seis anos atrás.""",「不过。虽说是以外公外婆的死为分界线，但汝有好好地重归了右代宫户籍。故，妾身给予汝自行洗净这份罪孽的机会。此刻，即是汝为六年前的罪赎罪之时。」,「不過。雖說是以外公外婆的死為分界線，但汝有好好地重歸了右代宮戶籍。故，妾身給予汝自行洗淨這份罪孽的機會。此刻，即是汝為六年前的罪贖罪之時。」,"""Ciononostante. Anche se è accaduto quasi in contemporanea con la morte dei tuoi nonni, hai fatto la cosa giusta ritornando al registro degli Ushiromiya. {n}Per questa ragione, ti daremo una possibilità per lavare via quel peccato da te. Ora è il momento di rimediare al tuo peccato di sei anni fa.",[=UP],"""Sin embargo. Aunque fue a causa de la muerte de tus abuelos, te felicito por volver al registro Ushiromiya. Por eso, te daré la oportunidad de que purifiques ese pecado tú mismo. Ahora es el momento de expiar tu pecado de hace seis años.""","""ﻟﻜﻨّﻨﻲ، ﺃﻣﺪﺣﻚ ﻋﻠﻰ ﻋﻮﺩﺗﻚ ﺇﻟﻰ ﻛﻨﻒ ﺁﻝ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ، ﺣﺘﻰ ﻟﻮ ﻛﺎﻥ ﺫﻟﻚ ﻟﻮﻓﺎﺓ ﺟَﺪَّﻳﻚ. ﻭﻟﻬﺬﺍ، ﺳﺄﻣُﻦُّ ﻋﻠﻴﻚ ﺑﻔﺮﺻﺔ ﻟﺘﻄﻬﻴﺮ ﻧﻔﺴﻚ ﻣﻦ ﺫﻟﻚ ﺍﻹﺛﻢ. ﺍﻵﻥَ ﻫﻮ ﻭﻗﺖ ﺍﻟﺘﻜﻔﻴﺮ ﻋﻤّﺎ ﺍﻗﺘﺮﻓﺘَﻪ ﻗﺒﻞ ﺳﺖ ﺳﻨﻴﻦ."""
{f:5:Beatrice},"""Come, try to remember, remember your own sin. Remember it, confess, and repent. ............That shall be my test for you.""","""Come, try to remember, remember your own sin. Remember that, confess, and repent. ......That is the test I shall give you."" ","Come, try to remember, remember your own sin.  Remember that, confess, and repent.  ............That shall be the test that I give you.""",さぁさ、思い出して御覧なさい、自らの罪を。それを思い出し、告白し、懺悔せよ。…………それこそが、妾がそなたに与えるテストである。」,「さぁさ、思い出して御覧なさい、自らの罪を。それを思い出し、告白し、懺悔せよ。…………それこそが、妾がそなたに与えるテストである」,"""Итак, попытайся вспомнть, вспомни свой грех. Вспомни его, сознайся и покайся. ........Таковым будет испытание от меня.""","""Vamos, busque recordar, relembre seu próprio pecado. Relembre, confesse e arrependa‐se. ............Este será meu teste para você.""",「来——来，想起来吧，想起汝自身的罪。来将之想起，告白并忏悔吧。…………这即是，妾身给予汝的考试。」,「來——來，想起來吧，想起汝自身的罪。來將之想起，告白並懺悔吧。…………這即是，妾身給予汝的考試。」,"Avanti, prova a ricordare, ricorda il tuo peccato. Ricordalo, confessa, e pentiti. ... Questo è l'esame cui ti sottopongo.""",[=UP],"""Vamos, intenta recordar, recuerda tu propio pecado. Recuérdalo, confiésalo y arrepiéntete... Esa será mi prueba para ti.""","""ﻫﻴَّﺎ، ﺣﺎﻭﻝ ﺃﻥ ﺗﺴﺘﺬﻛﺮ، ﺍﺳﺘﺬﻛﺮ ﺇﺛﻤﻚ. ﺗﺬﻛّﺮﻩ، ﻭﺍﻋﺘﺮﻑ ﺑﻪ، ﻭﺗُﺐْ ﻣﻨﻪ. ............ﻫﺬﺍ ﻫﻮ ﺍﺧﺘﺒﺎﺭﻱ ﻟﻚ."""
,"......At that moment, a massive thunderclap rang out, making my mind go blank.","...At that time, a massive thunderclap rang out, making my mind go blank. ","......At that time, a massive thunderclap rang out, making my mind go blank.",……その時、大きな落雷が轟き、俺の頭を真っ白にした。,[=JP],"......И тут раздался громкий удар грома, заставивший все мои мысли разбежаться.","......Naquele momento, o estouro de um grande trovão ecoou, fazendo com que minha mente ficasse branca.",……正在此时，一道巨大落雷的轰响，使我的大脑一片空白。,……正在此時，一道巨大落雷的轟響，使我的大腦一片空白。,"... In quel momento, un forte rimbombo di tuono risuonò, svuotandomi la mente.",[=UP],"... En ese momento, sonó un enorme trueno, haciendo que mi mente se quedara en blanco.", ......ﻭﻓﻲ ﺗﻠﻚ ﺍﻟﻠﺤﻈﺔ، ﺩﻭّﻯ ﺭﻋﺪٌ ﻫﺎﺋﻞٌ ﺃﻓﺮﻍَ ﻋﻘﻠﻲ ﻣﻦ ﻛﻞّ ﻓﻜﺮ.
Ushiromiya Battler,""".............................. ......Repent? ...What? .........Are you trying to tell me to apologize?""","""......... ...What do you mean, ...repent? ......Are you trying to tell me to apologize?"" ",""".....................You tell me to repent, ...but what do you mean?  .........Are you trying to tell me to apologize?""",「…………………………。……懺悔せよって、…何だよ。………謝れって言いたいのかよ。」,「…………………………。……懺悔せよって、…何だよ。………謝れって言いたいのかよ」,""".....................Ты говоришь, чтобы я покаялся... Вот только в чём? .........Ты хочешь сказать, что я должен просить прощения?""",""".............................. ......Arrepender? ...Do quê? .........Você está tentando dizer para eu pedir desculpas?""",「…………………………。……什么、…忏悔吧？………是想叫我道歉吗？」,「…………………………。……什麼、…懺悔吧？………是想叫我道歉嗎？」,"""... Mi dici di pentirmi... ma cosa vuoi dire esattamente? ... Mi stai dicendo di scusarmi?""",[=UP],"""... ¿Arrepentirme?... ¿A qué te refieres?... ¿Tratas de decirme que me disculpe?""",""".............................. ......ﺃﺗُﺐْ؟ ...ﻣﻤّﺎ؟ .........ﺃﺗﺮﻳﺪﻳﻨﻨﻲ ﺃﻥ ﺃﻋﺘﺬﺭ؟"""
{f:5:Beatrice},""".........The test has already begun. You may think as you wish.""","""......The test has already begun. You may think as you wish."" ",""".........The test has already begun.  You may think as you wish.""",「………もうテストは始まっているぞ。そなたの好きに考えるが良い。」,「………もうテストは始まっているぞ。そなたの好きに考えるが良い」,""".........Испытание уже началось. Думай как хочешь.""",""".........O teste já começou. Você pode pensar como desejar.""",「………考试已经开始。就随汝自己喜欢地想好了。」,「………考試已經開始。就隨汝自己喜歡地想好了。」,"""... Il test è già iniziato. Puoi pensarne ciò che vuoi.""",[=UP],"""... La prueba ya ha comenzado. Puedes pensar como quieras.""",""".........ﻟﻘﺪ ﺑﺪﺃ ﺍﻻﺧﺘﺒﺎﺭ ﺳﻠﻔًﺎ. ﻓﻜّﺮْ ﻛﻤﺎ ﺗﺸﺎﺀ."""
,"There were no signs from the witch's expression that she was sneering at a person unable to answer the tough question thrust upon them.{n}......She was earnestly asking something of him, and he could even feel a quiet determination.","The witch's expression did not look like a person forcing a tough question on someone and sneering at them. ...She was asking seriously, and he could even sense a quiet determination. ","The witch's expression did not look like one of a person thrusting a tough question on someone and sneering at them.......She was seriously asking, and he could even feel a quiet determination.",魔女の表情に、難問を突きつけ嘲笑うような様子はない。……真剣に何かを問う、静かな気迫さえ感じられた。,魔女の表情に、難問を突きつけ嘲笑うような様子はない。{n}……真剣に何かを問う、静かな気迫さえ感じられた。,"Выражение лица ведьмы не походило на лицо человека, толкающего жертву к сложному вопросу и глумящегося над ней.{n}Она спросила это всерьёз, и он даже ощутил её тихую решимость.","Não havia nenhum sinal na expressão da bruxa de que ela estava zombando de uma pessoa incapaz de responder a difícil questão imposta a ela.{n}......Ela estava gentilmente esperando por ele, e ele até podia sentir um pouco de determinação.",魔女的表情上，没有出难题等着嘲笑我的迹象。{n}……她是在很认真地质问，甚至令人感到了静静的压迫感。,魔女的表情上，沒有出難題等著嘲笑我的跡象。{n}……她是在很認真地質問，甚至令人感到了靜靜的壓迫感。,"L'espressione della strega non sembrava quella di una persona che pone una domanda difficile a qualcuno e lo deride. ... Era seria nella sua domanda, e lui poteva addirittura avvertire una determinazione silenziosa in lei.",[=UP],"La expresión de la bruja no se veía como la de una persona haciendo una dura pregunta a alguien y burlándose.{n}... Ella estaba preguntando seriamente, y él incluso pudo detectar una silenciosa determinación.", ﻟﻢ ﺗَﺒْﺪُ ﻋﻠﻰ ﻭﺟﻪ ﺍﻟﺴﺎﺣﺮﺓ ﺃﻣﺎﺭﺍﺕُ ﺍﻟﺴﺨﺮﻳﺔ ﻣﻦ ﺇﻧﺴﺎﻥٍ ﻳﻌﺠﺰ ﻋﻦ ﺍﻟﺠﻮﺍﺏ ﻋﻠﻰ ﺳﺆﺍﻝٍ ﺛﻘﻴﻞ.{n}......ﺑﻞ ﻛﺎﻧﺖ ﺗﺴﺄﻟﻪ ﺑﺠﺪﻳﺔ، ﻭﺑﺮﺟﺎﺀٍ ﻭﻋﺰﻡٍ ﻋﻤﻴﻘﻴّﻦ.
,"Even as the rain beat upon him, Battler could not shift his eyes from her gaze.","Even though the rain fell on Battler, he did not shift his eyes from that gaze. ","Even though the rain fell on Battler, he did not shift his eyes from that gaze.",戦人は雨に打たれながらも、その眼差しから目を離せずにいる。,[=JP],"Несмотря на дождь, Баттлер продолжал смотреть ей в глаза.","Mesmo com a chuva caindo sobre ele, Battler não foi capaz de desviar seu olhar dos olhos dela.",尽管遭受着雨滴击打，战人的眼珠却无法避开魔女的视线。,儘管遭受著雨滴擊打，戰人的眼珠卻無法避開魔女的視線。,"Nonostante la pioggia cadesse su Battler, egli non spostò gli occhi da quello sguardo.",[=UP],"A pesar de que la lluvia caía sobre Battler, él no movió sus ojos de esa mirada.", ﻭﻣﻊ ﺃﻥّ ﺍﻟﻤﻄﺮ ﻛﺎﻥ ﻳﻬﻮﻱ ﻋﻠﻴﻪ، ﻟﻢ ﻳﺴﺘﻄﻊ ﺑﺎﺗﻠﺮ ﺃﻥ ﻳﺼﺮﻑ ﺑﺼﺮﻩ ﻋﻦ ﻧﻈﺮﺗﻬﺎ.
,......The witch threw her umbrella away.{n}She abandoned herself to the falling rain.,...The witch threw her umbrella away. She abandoned herself to the falling rain. ,......The witch threw her umbrella away.She abandoned herself to the falling rain.,……魔女は傘を、捨てる。雨に打たれるのに任せる。,……魔女は傘を、捨てる。{n}雨に打たれるのに任せる。,......Ведьма отшвырнула зонт.{n}Она полностью отдалась падающему дождю.,......A bruxa jogou seu guarda‐chuva longe.{n}Abandonando a si mesma em meio à chuva que caia.,……魔女扔掉了伞。{n}任凭风吹雨打。,……魔女扔掉了傘。{n}任憑風吹雨打。,... La strega gettò via il suo ombrello. Abbandonò se stessa alla pioggia battente.,[=UP],... La bruja tiró su paraguas.{n}Se abandonó a sí misma a la lluvia que caía., ......ﻃﺮﺣﺖ ﺍﻟﺴﺎﺣﺮﺓُ ﻣﻈﻠّﺘَﻬﺎ.{n}ﻭﺃﻟﻘﺖ ﺑﻨﻔﺴﻬﺎ ﻓﻲ ﻭﺟﻪ ﺍﻟﻤﻄﺮ ﺍﻟﻤﻨﻬﻤﺮ.
,So that the rain would fall on her until Battler answered that question.,So that the rain would fall on her until Battler answered that question. ,[=UP],戦人が、その問いに答えるまでの間、雨に打たれているように。,[=JP],"Чтобы тот лил на неё до тех пор, пока Баттлер не ответит на вопрос.",Aquela chuva iria cair sobre ela até que Battler respondesse sua questão.,就如战人会在对此给出回答的那段时间里遭受雨水击打一般。,就如戰人會在對此給出回答的那段時間裡遭受雨水擊打一般。,In modo che la pioggia cadesse su di lei fino a che Battler non avesse risposto a quella domanda.,[=UP],Así que la lluvia caería sobre ella hasta que Battler respondiera a esa pregunta., ﻟﺘﺪﻉَ ﺍﻟﻐﻴﺚَ ﻳﻬﻤﻲ ﻋﻠﻴﻬﺎ ﻛﻤﺎ ﻳﻬﻤﻲ ﻋﻠﻴﻪ، ﺣﺘﻰ ﻳُﺠﻴﺐ ﻋﻦ ﺳﺆﺍﻟﻬﺎ.
,"......She had chosen to join him, allowing the rain to beat down on her as well, until he reached an answer.",...She had chosen to let the rain fall on her as well until he reached an answer. ,......She had chosen to let the rain fall on her as well until he reached an answer.,……彼女もまた、彼がその答えに至るまでの間、一緒に雨に打たれることを選んだのだ。,[=JP],"Она решила, что дождь будет падать на неё до тех пор, пока он не даст ответ.","......Ela escolheu juntar‐se a ele, permitindo que a chuva caísse sobre ela também, até que ele chegasse a uma resposta.",……她也选择了，在他得出答案之前，陪他一起遭受雨滴击打。,……她也選擇了，在他得出答案之前，陪他一起遭受雨滴擊打。,... Aveva scelto di lasciare che la pioggia cadesse anche su di lei fino a che non avesse trovato una risposta.,[=UP],"... Ella había decidido acompañarle, dejando que la lluvia le cayera encima también, hasta que él consiguiese una respuesta.", ......ﻟﻘﺪ ﺍﺧﺘﺎﺭﺕ ﺃﻥ ﺗﺸﺎﺭﻛﻪ ﺍﻟﺒﻠﻞ، ﻭﺃﻥ ﻳﺒﻠﻠﻬﺎ ﺍﻟﻤﻄﺮُ ﻣﻌﻪ، ﺣﺘﻰ ﻳﺒﻠﻎ ﺍﻟﺠﻮﺍﺏ.
,"For some reason, Battler could tell that.{n}......But, even so, ......he didn't understand.","For some reason, Battler understood that. ...And yet, ...he didn't understand. ","For some reason, Battler knew that.......But, even so, ......he didn't understand.",それを、戦人はなぜか理解する。……しかし、でも、……わからない。,それを、戦人はなぜか理解する。{n}……しかし、でも、……わからない。,Баттлер почему‐то знал это.{n}Но даже при этом... Он всё равно не понимал.,"Por alguma razão, Battler não foi capaz de dizer a ela.{n}......Mas, ainda assim ......ele não havia entendido.",战人不知为何地理解了这点。{n}……可是、但是，……不明白。,戰人不知為何地理解了這點。{n}……可是、但是，……不明白。,"Per qualche ragione, Battler ne era cosciente. ... Ma, nonostante ciò... non capiva.",[=UP],"Por alguna razón, Battler sabía eso.{n}... Pero aun así... no lo entendía.", ﻭﻟﺴﺒﺐٍ ﻣﺎ، ﺃﺣﺲّ ﺑﺎﺗﻠﺮ ﺑﺬﻟﻚ.{n}......ﻭﻣﻊ ﺫﻟﻚ، ......ﻟﻢ ﻳﻔﻬﻢ.
