Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA)
{f:5:Bernkastel},"""Ange doesn't want to read an interesting tale."" ","""Ange doesn't want to read an interesting tale.""",[=UP],「縁寿は面白い物語が読みたいんじゃないのよ。」,「縁寿は面白い物語が読みたいんじゃないのよ」,"""Энджи не хочет читать интересную историю.""","""Ela não quer ler um conto interessante.""",「緣壽可不是想看有趣的故事。」,「缘寿可不是想看有趣的故事。」,"""Ange non vuole leggere un racconto interessante."""
Hachijo Tohya,"""...I promised that child of man that I would write a tale for her sake. So, I'm writing a tale to please her."" ","""......I promised that child of man that I would write a tale for her sake. So, I'm writing a tale to please her.""",[=UP],「……私はあの人の子に、“そなたのために物語を書く”と約束した。だから私は、あやつのために、あやつが喜ぶ物語を書いている。」,「……私はあの人の子に、“そなたのために物語を書く”と約束した。だから私は、あやつのために、あやつが喜ぶ物語を書いている」,"""......Я пообещала этому дитя человека написать для неё историю. Поэтому я пишу историю для того, чтобы угодить ей.""","""......Eu prometi àquele filho do homem que escreveria um conto pelo seu bem. Por isso, estou escrevendo um conto que lhe agrade.""",「……我和那個人子約好的是，“撰寫為了你的故事”。所以我是在寫為了她的，能讓她開心的故事。」,「……我和那个人子约好的是，“撰写为了你的故事”。所以我是在写为了她的，能让她开心的故事。」,"""... Ho dato parola a quella figlia dell'uomo che avrei scritto un racconto per lei. Per cui, sto scrivendo un racconto per accontentarla."""
{f:5:Bernkastel},"""No matter how interesting or uninteresting it is, everything you write is an illusion. Ange doesn't want any of that. ...Haven't you figured that out yet?"" ","""No matter how interesting or uninteresting it is, everything you write is an illusion. Ange doesn't want any of that. ......Haven't you figured that out yet?""",[=UP],「どんなに面白かろうと、面白くなかろうと。あんたが書くそれは全て幻想だわ。縁寿は、そんなものを一切望んでいない。……まだわかんないの？」,[=JP],"""Интересна она или неинтересна, ты пишешь иллюзию. Энджи не хочет ничего подобного. ......Разве ты ещё не поняла?""","""Não importa o quão interessante ou desinteressante ele seja, tudo o que você escreve é uma ilusão. A Ange não quer nada disso. ......Ainda não percebeu?""",「不管是怎麼有趣，還是怎麼沒意思。你所寫的全都是幻想啊。緣壽從來都沒期望過那些。……你還不明白嗎？」,「不管是怎么有趣，还是怎么没意思。你所写的全都是幻想啊。缘寿从来都没期望过那些。……你还不明白吗？」,"""Per quanto sia o non sia interessante, tutto ciò che scrivi è un'illusione. {n}Ange non vuole una cosa del genere. ... Non l'hai ancora capito?"""
Hachijo Tohya,"""......The Book of the Single Truth...was written by Ushiromiya Eva."" ",""".........The Book of the Single Truth...was written by Ushiromiya Eva.""",[=UP],「………“一なる真実の書”は、右代宮絵羽が記した。」,「………“一なる真実の書”は、右代宮絵羽が記した」,""".........Книгу единственной правды... написала Уширомия Ева.""",""".........O Livro da Única Verdade...foi escrito por Ushiromiya Eva.""",「………“唯一真實之書”是，右代宮繪羽記述的。」,「………“唯一真实之书”是，右代宫绘羽记述的。」,"""... Il Libro dell'Unica Verità... fu scritto da Ushiromiya Eva."""
,Hidden amongst the pile of writing paper...was Eva's diary. ,Hidden amongst the pile of writing paper......was Eva's diary.,[=UP],原稿用紙の山に隠れるように、……絵羽の日記があった。,[=JP],В куче писчей бумаги...... был спрятан дневник Евы.,Escondido entre a pilha de papel escrito......estava o diário de Eva.,藏在山一般的稿紙中的是，……繪羽的日記。,藏在山一般的稿纸中的是，……绘羽的日记。,Nascosto tra la pila di carte da lettera... vi era il diario di Eva.
Hachijo Tohya,"""Furthermore, the one who wrote this passed away without revealing it to anyone. ...Being the humble writer that I am, I would like to respect that."" ","""Furthermore, the one who wrote this passed away without revealing it to anyone. ......Being the humble writer that I am, I would like to respect that.""",[=UP],「そして筆者は、これを誰にも明かさずに逝った。……私は物書きの端くれとして、それを尊重したいと思うのだ。」,「そして筆者は、これを誰にも明かさずに逝った。……私は物書きの端くれとして、それを尊重したいと思うのだ」,"""И та, кто написала эту книгу, скончалась, так никому и не показав её. ......Мне, скромному писателю, хотелось бы уважать её решение.""","""Além disso, aquela que escreveu já faleceu sem revelá‐lo a ninguém. ......Sendo a humilde escritora que sou, eu gostaria de respeitar isso.""",「而且其作者，未將其公布給任何人就去世了。……我身為無名小輩的作家，想要尊重它。」,「而且其作者，未将其公布给任何人就去世了。……我身为无名小辈的作家，想要尊重它。」,"""Inoltre, colei che lo scrisse è venuta a mancare senza rivelarlo a nessuno. {n}Da umile scrittrice quale sono, vorrei rispettare ciò."""
{f:5:Bernkastel},"""...Don't make me laugh. Is this coming from the person who entertains herself by taking a tale and tearing out its guts?"" ","""......Don't make me laugh. Is this coming from the person who entertains herself by tearing out the guts of a tale while enjoying a glass of wine by the light of the moon?""","""......Don't make me laugh. Is this coming from the person who entertains herself by taking a tale and tearing out its guts?""",「……笑わせないで。物語のハラワタ引き摺り出して月見で一杯のあんたが、それを語る？」,[=JP],"""......Не смеши меня. И это говорит та, кто развлекается, вырывая внутренности истории?""","""......Não me faça rir. Estou ouvindo isso da pessoa que se diverte arrancando as entranhas dos contos enquanto saboreia uma taça de vinho sob a luz do luar?""",「……別讓人笑話了。會把故事的內臟扯出來當賞月時的下酒菜的你，好意思這麼說？」,「……别让人笑话了。会把故事的内脏扯出来当赏月时的下酒菜的你，好意思这么说？」,"""... Non farmi ridere. Questo lo dice colei che si intrattiene prendendo un racconto e strappandogli le interiora?"""
Hachijo Tohya,"""The truth...is uninteresting."" ","""The truth...is uninteresting.""",[=UP],「真実など、つまらぬぞ。」,「真実など、つまらぬぞ」,"""Правда... неинтересна.""","""A verdade...é desinteressante.""",「真實之類，何等無趣。」,「真实之类，何等无趣。」,"""La verità... non è interessante."""
{f:5:Bernkastel},"""Is that your opinion after tearing apart the guts of so many tales?"" ","""Is that your opinion after tearing apart the guts of so many tales?""",[=UP],「いくつもの物語のハラワタを食い千切ってきた末の感想が、それ？」,[=JP],"""Вот, значит, твоё мнение после того, как ты разорвала внутренности стольких историй?""","""Essa é a sua opinião depois de rasgar as entranhas de tantos contos?""",「把那麼多的故事的內臟給切下啃咬後的感想，就是這個？」,「把那么多的故事的内脏给切下啃咬后的感想，就是这个？」,"""È questa la tua opinione dopo aver lacerato le interiora di così tanti racconti?"""
Hachijo Tohya,"""...... ...You might as well say that."" ",""".................. ...You might as well say that.""","""............You might as well say that.""",「………………。……そういうことでも良い。」,「………………。……そういうことでも良い」,"""............Можно сказать и так.""",""".................. ...Você poderia dizer assim.""",「………………。……這樣也好。」,「………………。……这样也好。」,"""... Si potrebbe dire anche questo."""
,"With a self-mocking laugh, Hachijo set down her fountain pen. ","With a self‐mocking laugh, Hachijo set down her fountain pen.","With a self-mocking laugh, Hachijo set down her fountain pen.",八城は自嘲気味に笑いながら、万年筆を置く。,[=JP],Хачиджо с самоироничным смехом положила перо.,"Com uma risada de autozombaria, Hachijo largou sua caneta tinteiro.",八城自嘲地笑著，放下了鋼筆。,八城自嘲地笑着，放下了钢笔。,"Autoderidendosi con una risata, Hachijo appoggiò la sua stilografica."
Hachijo Tohya,"""I certainly have aged. ...The first thing age taught me was that ""not knowing"" is more precious than ""knowing""."" ","""I certainly have aged. .........The first thing age taught me was that ""not knowing"" is more precious than ""knowing"".""","""I certainly have aged. ......The first thing age taught me was that 'not knowing' is more precious than 'knowing'.""",「私は老いた。………老いて最初に理解したのは、“知る”ことより“知らぬ”ことの方が貴重であるということだ。」,「私は老いた。………老いて最初に理解したのは、“知る”ことより“知らぬ”ことの方が貴重であるということだ」,"""Я постарела. ......Со временем я поняла прежде всего то, что незнание дороже знания.""","""Eu certamente envelheci. .........A primeira coisa que a idade me ensinou foi que ""insciência"" é muito mais precioso que a ""ciência"".""",「我老了。………變老後最先理解的是，比起“知道”的事，“不知道”的事要更加貴重。」,「我老了。………变老后最先理解的是，比起“知道”的事，“不知道”的事要更加贵重。」,"""Sono incanutita. ... La prima cosa che l'età mi ha insegnato è che il ‘non conoscere’ è più prezioso del ‘conoscere’."""
{f:5:Bernkastel},"""That definitely sounds like something an old person would say, but I'll bite. What do you mean?"" ","""That definitely sounds like something an old person would say, but I'll play along. What do you mean?""",[=UP],「年寄り臭そうな話だけど、付き合ってあげる。……どういう意味？」,[=JP],"""Однозначно напоминает слова пожилого человека, но я подыграю. О чём ты?""","""Isso certamente soa como algo que uma pessoa velha diria, mas vou ouvir.{n}O que quer dizer?""",「雖然話題很老氣，不過我還是奉陪吧？……什麼意思？」,「虽然话题很老气，不过我还是奉陪吧？……什么意思？」,"""Sembra assolutamente qualcosa che direbbe una persona anziana, ma ti asseconderò. Cosa vuoi dire?"""
Hachijo Tohya,"""""Knowing"" and ""not knowing"". These two things have a one-way relationship."" ","""""Knowing"" and ""not knowing"". These two things have a one‐way relationship.""","""'Knowing' and 'not knowing'. These two things have a one-way relationship.""",「“知る”ことと“知らぬ”こと。この二つは不可逆的な関係だと言うことだ。」,「“知る”ことと“知らぬ”こと。この二つは不可逆的な関係だと言うことだ」,"""Знание и незнание. У этих двух вещей необратимая связь.""","""""Ciência"" e ""insciência"". Essas duas coisas tem uma relação unilateral.""",「“知道”的事和“不知道”的事。這兩者的關係是不可逆的。」,「“知道”的事和“不知道”的事。这两者的关系是不可逆的。」,"""‘Conoscere’ e ‘non conoscere’. Questi due concetti hanno una relazione unilaterale."""
{f:5:Bernkastel},"""True. ...It's possible to switch from ""not knowing"" to ""knowing"", but you can't do it the other way around."" ","""True. ......It's possible to switch from ""not knowing"" to ""knowing"", but you can't do it the other way around.""","""True. ......It's possible to switch from 'not knowing' to 'knowing', but you can't do it the other way around.""",「そうね。……“知らぬ”から“知る”に移ることは出来ても、“知る”から“知らぬ”には、移れない。」,「そうね。……“知らぬ”から“知る”に移ることは出来ても、“知る”から“知らぬ”には、移れない」,"""Верно. ......Можно перейти от незнания к знанию, но не наоборот.""","""Realmente. ......Você pode passar da ""insciência"" para a ""ciência"", mas o contrário não é possível.""",「是啊。……可以從“不知道”變成“知道”，但是從“知道”變成“不知道”，卻是不可能的。」,「是啊。……可以从“不知道”变成“知道”，但是从“知道”变成“不知道”，却是不可能的。」,"""Vero. ... È possibile passare dal ‘non conoscere’ al ‘conoscere’, ma non si può fare viceversa."""
Hachijo Tohya,"""When I realized that, ...I saw the noble purity resembling virginity...that exists in not knowing."" ","""When I realized that, ......I saw the noble purity resembling virginity...that exists in not knowing.""",[=UP],「それを理解した時。……私は、知らぬことに宿る処女性にも似た高潔なる純粋さを理解したのだ。」,「それを理解した時。……私は、知らぬことに宿る処女性にも似た高潔なる純粋さを理解したのだ」,"""Поняв это, ......я увидела в незнании благородную чистоту, похожую на девственность.""","""Quando percebi isso, ......eu vi a nobre pureza de permanecer virgem...que existe na insciência.""",「理解這點的時候。……我理解了，寄宿於未知事物中的那份比處女還要高潔的純粹。」,「理解这点的时候。……我理解了，寄宿于未知事物中的那份比处女还要高洁的纯粹。」,"""Quando me ne resi conto... vidi la nobile purezza somigliante alla verginità... che esiste nel non conoscere."""
{f:5:Bernkastel},"""............"" ","""..............................""","""............""",「…………………………。」,「…………………………」,[=OG],[=UP],[=JPC],[=JPC],"""..."""
Hachijo Tohya,"""In my attempts to escape boredom, I've torn apart and eaten the guts of as many games and tales as there are stars in the sky. ...But always, my relief from boredom is short-lived. It's all so fleeting that I've started to ignore each tale as an individual story."" ","""In my attempts to escape boredom, I've torn apart and eaten the guts of as many games and tales as there are stars in the sky. ......But always, my relief from boredom is short‐lived. It's all so fleeting that I've lost sight of the value in each individual tale.""","""In my attempts to escape boredom, I've torn apart and eaten the guts of as many games and tales as there are stars in the sky. ......But always, my relief from boredom is short-lived. It's all so fleeting that I've started to ignore each tale as an individual story.""",「私は、退屈から逃れるために、星の数ほどのゲームを、物語を、ハラワタを引き摺り出しては喰らってきた。……しかしいつも、退屈が癒されるのはほんの一瞬で、その儚さゆえに、私は個々の物語を軽んじてきた。」,「私は、退屈から逃れるために、星の数ほどのゲームを、物語を、ハラワタを引き摺り出しては喰らってきた。……しかしいつも、退屈が癒されるのはほんの一瞬で、その儚さゆえに、私は個々の物語を軽んじてきた」,"""В своих попытках избежать скуки я разрывала и съедала внутренности стольких игр и историй, сколько звёзд на небе. ......Но я освобождалась от скуки всегда ненадолго — настолько, что стала игнорировать каждый рассказ как отдельную историю.""","""Em minhas tentativas de escapar do tédio, eu dilacerei e devorei as entranhas de muitos jogos e contos quanto estrelas no céu. ......Mas toda vez, o meu escape do tédio é sempre breve. É tudo tão efêmero que eu perdi de vista o valor em cada conto individual.""",「我為了逃避無聊，將多如繁星一般的遊戲，扯出其內臟來品味。……但是能夠治癒無聊的總是只有一瞬間，正是由於這種虛幻，我才不重視那些個故事。」,「我为了逃避无聊，将多如繁星一般的游戏，扯出其内脏来品味。……但是能够治愈无聊的总是只有一瞬间，正是由于这种虚幻，我才不重视那些个故事。」,"""Nei miei tentativi di fuggire la noia, ho strappato via e mangiato le interiora di tanti giochi e racconti quante sono le stelle nel firmamento. ... Tuttavia, il mio sollievo dal tedio è sempre passeggero. È tutto così effimero che ho deciso di ignorare ogni racconto come storia individuale."""
{f:5:Bernkastel},"""...That's right. If you eat a cat, then you only get to enjoy it for one night. But if you let it live, it might start calling you names and getting sarcastic."" ","""......That's right. If you eat a cat, then you only get to enjoy it for one night. But if you let it live, it might start calling you names and getting sarcastic.""",[=UP],「……そうね。猫を食らえば、お楽しみは一晩でおしまいだわ。でも生かしておけば、やがては悪態をついたり、皮肉を言ったりするようになるかもしれない。」,「……そうね。猫を食らえば、お楽しみは一晩でおしまいだわ。でも生かしておけば、やがては悪態をついたり、皮肉を言ったりするようになるかもしれない」,"""......Верно. Съедая кошку, можно получать удовольствие всего одну ночь. Но если оставишь ей жизнь, она может начать придумывать тебе прозвища и стать саркастичной.""","""......Isso mesmo. Se comer um gato, você só irá aproveitá‐lo por uma noite. Mas se deixá‐lo viver, ele pode passar a usar uma linguagem abusiva e começar a ser sarcástico.""",「……是啊。把貓吃掉的話，樂趣也就只夠一個晚上的。但是讓它活著的話，有朝一日說不定也會罵罵你，諷刺諷刺你呢？」,「……是啊。把猫吃掉的话，乐趣也就只够一个晚上的。但是让它活着的话，有朝一日说不定也会骂骂你，讽刺讽刺你呢？」,"""... Già. Se mangi un gatto, puoi godertelo per una notte. Ma se lo lasci vivere, potrebbe iniziare a darti nomignoli e ad essere sarcastico."""
Hachijo Tohya,"""Indeed. ...Even the annoying way they break into your sweets cupboard or sneak into your bed can be part of their charm."" ","""Indeed. ......Even the annoying way they break into your sweets cupboard or sneak into your bed can be part of their charm.""",[=UP],「そうだな。……勝手に菓子棚を漁ったり、ベッドに忍び込んできて暑苦しいのも、なかなか愉快なものだ。」,「そうだな。……勝手に菓子棚を漁ったり、ベッドに忍び込んできて暑苦しいのも、なかなか愉快なものだ」,"""Именно. ......Даже то, как они раздражающе забираются в буфет со сладостями или в твою постель может быть частью их обаяния.""","""Sem dúvida. ......Até mesmo a forma irritante como invadem o seu guarda‐louças ou se infiltram na sua cama também é parte do charme deles.""",「是啊。……擅自把點心櫃子翻遍，躲在床底忍受悶熱，也是挺愉快的。」,「是啊。……擅自把点心柜子翻遍，躲在床底忍受闷热，也是挺愉快的。」,"""Esattamente. ... Persino il modo irritante in cui irrompono nel tuo armadio dei dolci o si intrufolano nel tuo letto può essere parte del loro fascino."""
,"Hachijo looked around at the books covering every square inch of the room, then softly petted the cat's back. ","Hachijo looked around at the books covering every square inch of the room, then softly pet the cat's back.",[=UP],八城は、書斎を埋め尽くす書物の数々を見やり、その背をそっと撫でる。,[=JP],"Хачиджо оглядела книги, забившие каждый квадратный дюйм комнаты, и мягко погладила кошку по спине.","Hachijo procurou ao redor para ver os livros que cobriam cada centímetro quadrado do cômodo e então, gentilmente acariciou as costas da gata.",八城眺望著書房內擺滿的書，輕輕撫摸貓的背。,八城眺望着书房内摆满的书，轻轻抚摸猫的背。,"Hachijo guardò i libri che coprivano qualunque angolo della stanza, poi accarezzò dolcemente la schiena del gatto."
Hachijo Tohya,"""I might have been able to enjoy a single tale much longer and much more deeply. ...As I've eaten my way through countless tales to escape boredom, I haven't really been eating them. ...I've just been killing them. ...And, in the end, they'll kill me back."" ","""I might have been able to enjoy a single tale much longer and much more deeply. ......As I've eaten my way through countless tales to escape boredom, I haven't really been eating them. ......I've just been killing them. ......And, in the end, they'll kill me too.""",[=UP],「私は１つの物語を、もっともっと深く長く、楽しむことが出来たかもしれない。……退屈から逃れるために、星の数の物語を食い尽くしてきた私は、そもそも初めから、物語を喰らってなどいなかったのだ。……ただ、殺していただけ。……結局は、それが私をも殺すのだ。」,「私は１つの物語を、もっともっと深く長く、楽しむことが出来たかもしれない。……退屈から逃れるために、星の数の物語を食い尽くしてきた私は、そもそも初めから、物語を喰らってなどいなかったのだ。……ただ、殺していただけ。……結局は、それが私をも殺すのだ」,"""Я могла бы наслаждаться одной историей гораздо дольше и глубже. ......Проедая путь через бесчисленные истории ради спасения от скуки, я толком не съедала их. ......Я просто их убивала. ......И в конце концов они тоже меня убьют.""","""Eu poderia ter sido capaz de desfrutar de um único conto por muito mais tempo e muito mais profundamente. ......Enquanto devorava incontáveis contos para escapar do tédio, eu não estive realmente os saboreando. ......Eu apenas os matei. ......E, no fim, eles também me mataram.""",「我說不定能夠將一個故事，深深地慢慢品讀，從中找到快樂。……為了逃避無聊，而將繁星之數般的故事食盡的我，其實原本就不是在吃掉故事。……只是，殺掉它們。……結果是，連我自己也殺了。」,「我说不定能够将一个故事，深深地慢慢品读，从中找到快乐。……为了逃避无聊，而将繁星之数般的故事食尽的我，其实原本就不是在吃掉故事。……只是，杀掉它们。……结果是，连我自己也杀了。」,"""Potrei essere riuscita a godermi un singolo racconto molto più a lungo e più profondamente. ... Divorando innumerevoli racconti per fuggire la noia, in realtà non li stavo mangiando. ... Li stavo semplicemente uccidendo. ... E, alla fine, anch'essi uccideranno me."""
,Hachijo laughed with self-derision. ,Hachijo laughed with self‐derision.,Hachijo laughed with self-derision.,八城は自嘲気味に笑う。,[=JP],Хачиджо засмеялась над самой собой.,Hachijo riu com autoescárnio.,八城自嘲地笑著。,八城自嘲地笑着。,Hachijo rise con autoderisione.
{f:5:Bernkastel},"""...Even in Beato's game, you tried to tear the guts out."" ",""".........Even in Beato's game, you tried to tear the guts out.""","""......Even in Beato's game, you've tried to tear the guts out.""",「………ベアトのゲームだって、ハラワタを引き摺り出そうとしたじゃない。」,「………ベアトのゲームだって、ハラワタを引き摺り出そうとしたじゃない」,"""......Ты пыталась вырвать внутренности даже из игры Беато.""",""".........Mesmo no jogo da Beato, você tentou arrancar as entranhas.""",「………你還不是，打算連貝阿朵的遊戲的內臟都給拽出來嗎？」,「………你还不是，打算连贝阿朵的游戏的内脏都给拽出来吗？」,"""... Persino nel gioco di Beato, hai tentato di strapparne le interiora."""
Hachijo Tohya,"""I just wanted to check my answers. I did try to do it in a way that respected {f:5:Beatrice}, the weaver of this tale."" ","""I just wanted to check my answers. I did try to do it in a way that respected {f:5:Beatrice}, the weaver of this tale.""","""I just wanted to check my answers. I did try to do it in a way that respected Beatrice, the weaver of this tale.""",「答え合わせを希望しただけだ。物語の紡ぎ手であるベアトリーチェには、敬意を表する形としたつもりだがな。」,「答え合わせを希望しただけだ。物語の紡ぎ手であるベアトリーチェには、敬意を表する形としたつもりだがな」,"""Я лишь хотела проверить свои ответы и старалась проверить их так, чтобы не оскорбить {f:5:Беатриче} — создателя этой истории.""","""Eu só queria conferir a minha resposta. Eu tentei fazer isso de forma que respeitasse {f:5:Beatrice}, a tecelã do conto.""",「只是希望對對答案而已。這是對編織出故事的貝阿朵莉切，表示敬意的一種形式。」,「只是希望对对答案而已。这是对编织出故事的贝阿朵莉切，表示敬意的一种形式。」,"""Volevo solo verificare le mie risposte. Ho cercato di farlo in un modo che rispettasse Beatrice, la tessitrice di questo racconto."""
{f:5:Bernkastel},"""...Yeah. ...I think it was pretty well Read, all done so that people who didn't understand wouldn't figure it out."" ",""".........Yeah. ......I think it was pretty well Read, all done so that people who didn't understand wouldn't find the answers.""","""......Yeah. ......I think it was pretty well Read, all done so that people who didn't understand wouldn't find the answers.""",「………そうね。……わかんないヤツにはわかんない、うまい朗読だったと思うわ。」,「………そうね。……わかんないヤツにはわかんない、うまい朗読だったと思うわ」,"""......Да. ......Чтение было неплохим — всё сделано так, чтобы те, кто не понял, не нашли ответы.""",""".........Sim. ......Eu acredito que foi bem Lido, e tudo isso para que as pessoas que não entendessem, não encontrassem as respostas.""",「………是呢。……讓不明白的人就不明白的，出色的朗讀啊。」,「………是呢。……让不明白的人就不明白的，出色的朗读啊。」,"""... Già. ... Penso che sia stato letto piuttosto bene, tutto fatto in modo che coloro che non capivano non avrebbero trovato le risposte."""
Hachijo Tohya,"""Will it make for a better tale if Ange learns the truth, or if she doesn't? ...To be honest, I don't know anymore. So, fully aware that you'll scorn me for it, ...I've decided to stop writing the rest of this tale."" ","""Will it make for a better tale if Ange learns the truth, or if she doesn't? ......To be honest, I don't know anymore. So, fully aware that you'll scorn me for it, ......I've decided to stop writing the rest of this tale.""",[=UP],「縁寿が、真実を知ることと知らぬことと、どちらが良い物語となるのか、……正直なところ、もう私にはわからぬ。だから、そなたに再び軽蔑されることを覚悟の上で、……私はこの物語の続きを描くことを、止めようと思う。」,「縁寿が、真実を知ることと知らぬことと、どちらが良い物語となるのか、……正直なところ、もう私にはわからぬ。だから、そなたに再び軽蔑されることを覚悟の上で、……私はこの物語の続きを描くことを、止めようと思う」,"""Лучшая история получится если Энджи узнает правду или если не узнает? ......Если честно, я уже не знаю. Поэтому, прекрасно понимая, что ты станешь презирать меня...... я решила перестать дописывать эту историю.""","""Será um conto melhor se a Ange aprender a verdade ou se ela não aprender? ......Honestamente, eu já não sei mais. Por isso, ciente de que você vai me menosprezar por isso, ......eu decidi parar de escrever o resto desse conto.""",「緣壽得知真實和不知道真實，到底哪個會成為好的故事，……說實話，我也不知道了。所以，已經做好了被汝再次輕蔑的覺悟，……我打算不再把這個故事繼續寫下去。」,「缘寿得知真实和不知道真实，到底哪个会成为好的故事，……说实话，我也不知道了。所以，已经做好了被汝再次轻蔑的觉悟，……我打算不再把这个故事继续写下去。」,"""Risulterà un racconto migliore se Ange scopre la verità, o se non lo fa? {n}In tutta onestà, non lo capisco più. Perciò, pienamente cosciente del fatto che mi disdegnerai per questo ... ho risolto di smettere di scrivere il resto di questo racconto."""
{f:5:Bernkastel},"""...What do you mean?"" ","""......What do you mean?""",[=UP],「……止めてどうすんの。」,「……止めてどうすんの」,"""......Что ты имеешь в виду?""","""......O que quer dizer?""",「……不寫了要怎麼辦？」,「……不写了要怎么办？」,"""... Cosa vuoi dire?"""
Hachijo Tohya,"""I won't write it. I will merely record it. ...The tale that Ushiromiya Ange weaves herself."" ","""I won't write it. I will merely record it. ......The tale that Ushiromiya Ange weaves herself.""","""I won't write it. I will merely show it. ......The tale that Ushiromiya Ange weaves herself.""",「私は書かぬ。記すだけだ。……右代宮縁寿が自ら紡ぐ物語をな。」,「私は書かぬ。記すだけだ。……右代宮縁寿が自ら紡ぐ物語をな」,"""Я не буду писать. Я просто покажу. ......Историю, которую Уширомия Энджи сплетёт сама.""","""Eu não escreverei. Meramente o gravarei. ......O conto que a própria Ushiromiya Ange tecer.""",「我不是寫。而是記述。……記述右代宮緣壽自己編織出的故事。」,「我不是写。而是记述。……记述右代宫缘寿自己编织出的故事。」,"""Non lo scriverò. Semplicemente, lo mostrerò. ... Il racconto che Ushiromiya Ange medesima tesse."""
{f:5:Bernkastel},"""So, ...you're going to do that sort of thing again?"" ","""So, ......you're going to do that sort of thing again?""",[=UP],「また、……そういうことをするのね。」,「また、……そういうことをするのね」,"""Значит...... опять собираешься сделать то же самое?""","""Então, ......vai fazer aquilo de novo?""",「你，……又要做這種事了呢。」,「你，……又要做这种事了呢。」,"""Quindi... farai di nuovo quel genere di cosa?"""
Hachijo Tohya,"""After growing tired of a thousand years of life, I've decided that choosing not to know the truth is the more noble path. ...However, I now see that it isn't fair to force my opinion on Ange, who hasn't lived even a hundred years."" ","""After growing tired of a thousand years of life, I am of the opinion that deliberately choosing not to learn the truth is the more noble path. ......However, I now see that it isn't fair to force my opinion on Ange, who hasn't lived even a hundred years.""","""After growing tired of a thousand years of life, I've decided that choosing not to know the truth is the more noble path. ......However, I now see that it isn't fair to force my opinion on Ange, who hasn't lived even a hundred years.""",「私は、真実を知らぬことを敢えて選ぶ方が高潔であると、千年を生き飽きた末に思う。……しかし、百年も生きぬ縁寿に、その価値観を押し付けるのも酷であると、今、理解した。」,「私は、真実を知らぬことを敢えて選ぶ方が高潔であると、千年を生き飽きた末に思う。……しかし、百年も生きぬ縁寿に、その価値観を押し付けるのも酷であると、今、理解した」,"""Устав от тысячелетней жизни, я решила, что предпочесть не знать правду — более благородный путь. ......Но теперь я вижу, что несправедливо навязывать моё мнение Энджи, не прожившей и сотни лет.""","""Após me cansar de milhares de anos de vida, eu sou da opinião de que escolher deliberadamente por não aprender a verdade é o caminho mais nobre. ......Contudo, agora eu vejo que não é justo forçar a minha opinião sobre ela, quem não viveu nem cem anos.""",「我活夠了千年後認為，敢選擇不去獲知真實的人是高潔的。……但是，現在理解了，將這個價值觀加在活了還不足百年的緣壽身上，是何等的過分。」,「我活够了千年后认为，敢选择不去获知真实的人是高洁的。……但是，现在理解了，将这个价值观加在活了还不足百年的缘寿身上，是何等的过分。」,"""Dopo essermi stancata di essere vissuta per mille anni, ho deciso che scegliere di non conoscere la verità sia il percorso più nobile. ... Ciononostante, ora comprendo che non sia giusto forzare la mia opinione su Ange, che non ha vissuto nemmeno per cent'anni."""
{f:5:Bernkastel},"""So, ...you're going to leave it in Ange's care?"" ","""So, ......you're going to leave it in Ange's care?""",[=UP],「だから、……縁寿に委ねようと？」,[=JP],"""То есть...... ты оставишь всё ей?""","""Por isso, ......vai deixar aos cuidados da Ange?""",「所以，……就交給緣壽了？」,「所以，……就交给缘寿了？」,"""Allora... lo lascerai in affidamento ad Ange?"""
Hachijo Tohya,"""Yes. I will silently record it as it plays out."" ","""Yes. I will write it as it plays out.""",[=UP],「そうだ。それを、私は淡々と記す。」,「そうだ。それを、私は淡々と記す」,"""Да. Я напишу то, что выйдет в итоге.""","""Sim. Eu anotarei conforme se desenrolar.""",「對。我只是輕描淡寫地記述。」,「对。我只是轻描淡写地记述。」,"""Sì. Lo scriverò mentre viene recitato."""
{f:5:Bernkastel},"""...If you're leaving it to Ange, ...then the rest of this tale is pretty much set in stone, right...?"" ","""......If you're leaving it to Ange, ......then the future course of this tale is all but set in stone, right...?""","""......If you're leaving it to Ange, ......then most of what's left of this tale is pretty much set in stone already, right...?""",「……縁寿に委ねるということは、……もうこの物語の向かう先は、半ば決まったようなものだけど…？」,[=JP],"""......Если выбор за Энджи...... большая часть оставшейся истории уже решена, верно?..""","""......Se está deixando para ela, ......então o curso futuro deste conto já está definido, não...?""",「……交給緣壽就代表著，……這個故事的走向，已經基本上定下了啊…？」,「……交给缘寿就代表着，……这个故事的走向，已经基本上定下了啊…？」,"""... Se lo stai affidando ad Ange... allora molto di quello che rimane di questa storia è praticamente già deciso, giusto...?"""
