Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,"...However, Kanon already knew. That witch came here with a terrifying goal in mind. ","......However, Kanon already knew.{n}That witch had come here with a terrifying goal in mind.","......However, Kanon already knew. That witch had come here with a terrifying goal in mind.",……しかし、もう嘉音は知っている。あの魔女は、恐ろしい目的を持ってここへ帰ってきたのだ。,……しかし、もう嘉音は知っている。{n}あの魔女は、恐ろしい目的を持ってここへ帰ってきたのだ。,......Однако Канону уже было известно.{n}Эта ведьма явилась сюда со страшной целью.,"......Porém, Kanon já sabia.{n}Aquela bruxa havia vindo aqui já com um objetivo aterrorizante em mente.",……不過，嘉音已然知曉。{n}那個魔女，是帶著恐怖的目的回到這裡的。,……不过，嘉音已然知晓。{n}那个魔女，是带着恐怖的目的回到这里的。,"... Tuttavia, Kanon lo sapeva già. Quella strega era venuta qui con un terrificante obiettivo in mente.",Ma Kanon era già conscio di una cosa.{n}Quella strega era tornata lì con un obbiettivo terrificante in mente...,"......Ancak, Kanon çoktan biliyordu.{n}O cadı buraya korkunç bir amaç için gelmişti."
,...The nebulous witch that only they'd been able to see in the past...had now revived so fully that she could walk in openly through the front door... and even have dinner carried to her. ,"......That vague witch, in the past only visible to them, had now walked in openly through the front door, and had revived enough that they could now carry food to her.","......That vague witch that only they had been able to see in the past, had now walked in openly through the front door, and had revived enough that they could now carry food to her.",……かつて自分たちにしか姿の見えなかった、希薄な魔女は、今や玄関から堂々とやってきて、夕食を運ばせるほどの存在に復活したのだ。,[=JP],"......Та призрачная ведьма, которую лишь ему и Шаннон удавалось видеть в прошлом, теперь открыто вошла через парадную дверь, и достаточно возродилась для того, чтобы они могли подносить ей еду.","......Aquela bruxa rarefeita que, no passado, apenas eles podiam ver, agora havia renascido, de tal forma que era capaz de passar livremente pela porta da frente, e ter ainda seu jantar sido trazido até ela por eles.",……曾經只有他們二人能得看到身姿的，那個存在感稀薄的魔女，如今已從大門光明正大地走進了屋來，復活成了一個，能差遣人為她送晚飯的存在了。,……曾经只有他们二人能得看到身姿的，那个存在感稀薄的魔女，如今已从大门光明正大地走进了屋来，复活成了一个，能差遣人为她送晚饭的存在了。,"... Quella strega indistinta che solo loro erano stati capaci di vedere in passato, ora era entrata direttamente dalla porta principale, ed era resuscitata abbastanza da fare in modo che le venisse portato del cibo da loro.","...Quella strega eterea, che solo loro in passato erano stati capaci di vedere, era ora entrata dall'ingresso in pompa magna... ed era tornata in vita come una creatura a cui occorreva portarle la cena...","......Geçmişte sadece onlar tarafından görülebilen o belirsiz cadı, şimdi ön kapıdan açıkça içeri girmişti, ve artık ona yemek götürebilecekleri kadar canlıydı."
,"...Once, when she'd vanished from in front of Kanon... The witch said something about how her own power was still weak. ","...In the past, when she had disappeared from in front of Kanon...{n}...the witch had said something about how her own power was still weak.","...In the past, when she had disappeared from in front of Kanon... The witch had said something about how her own power was still weak.",…かつて嘉音の前から姿を消した時。魔女はまだ自分の力が弱い、という風なことを言っていた。,…かつて嘉音の前から姿を消した時。{n}魔女はまだ自分の力が弱い、という風なことを言っていた。,"...В прошлом, когда она исчезла перед Каноном,{n}ведьма что‐то упомянула о том, что её собственная сила всё ещё слаба.","...No passado, quando ela desapareceu em frente a Kanon...{n}...a bruxa disse algo sobre como seu poder ainda estava fraco.",…過去，魔女在嘉音面前消去身姿時。{n}她曾說過什麼“自己的力量還很微弱”之類的話。,…过去，魔女在嘉音面前消去身姿时。{n}她曾说过什么“自己的力量还很微弱”之类的话。,"... In passato, quando era scomparsa di fronte a Kanon... la strega aveva detto qualcosa a proposito di come i suoi poteri fossero ancora deboli.","In passato, quando era scomparsa di fronte a Kanon...{n}La strega aveva menzionato qualcosa a proposito di come i suoi poteri fossero ancora deboli...","...Geçmişte, Kanon'un önünden kaybolduğunda...{n}...cadı, kendi gücünün hâlâ ne kadar zayıf olduğu hakkında bir şeyler söylemişti."
,"......So, if that witch was now appearing so openly, did it mean she'd finally regained her former power? ",".........Now that the witch could appear openly like this, did that mean that she had finally returned to her former power?",".........Did that mean that the witch, who could now appear openly like this, had finally returned to her former power? ",………なら、こうして堂々と姿を現せるようになった魔女は、今度こそ往年の力を取り戻したというのだろうか。,[=JP],".........Означает ли это, что ведьма, теперь способная появляться в открытую, наконец вернула свою прежнюю силу?",".........Então, se agora a bruxa era capaz de fazer tal aparição, significava que ela finalmente havia recuperado todos os seus poderes?",………那也就是說，變得能像這樣堂堂正正地顯現身形的魔女，這次是已經取回往年的力量了嗎？,………那也就是说，变得能像这样堂堂正正地显现身形的魔女，这次是已经取回往年的力量了吗？,"... Significava forse che la strega, che ora poteva apparire apertamente in tal modo, era finalmente tornata al suo precedente potere?","Che questo volesse dire che la strega, che ora poteva liberamente apparire in tal modo, stavolta era tornata al suo potere di un tempo?",".........Şimdi cadı bu şekilde açıkça ortaya çıkabildiğine göre, bu nihayet eski gücüne döndüğü anlamına mı geliyordu?"
,And she said something else too. ......She definitely said that she'd sown the seeds of love...while fully aware that they would fail. ,And she had said. .........She had said clearly that she had sown the seeds of love with the knowledge that it would fail.,And she had said that..........She had definitely said that she had known of his failure and had sown the seeds of love.,そして言った。………破綻することを知っていて恋のタネを蒔いたと確かに言った。,[=JP],"И она сама сказала это. .........Она точно сказала, что ей известно о его неудаче и о посеянных семенах любви.",E ela também disse. .........Ela disse claramente que havia semeado sementes do amor com o total conhecimento de que isto falharia.,然後她說了。………她確確實實地說了，她明知他們二人的戀愛會失敗，卻還是種下了戀情的種子。,然后她说了。………她确确实实地说了，她明知他们二人的恋爱会失败，却还是种下了恋情的种子。,E lei l'aveva detto. ... Sicuramente aveva saputo del suo fallimento e aveva piantato i semi d'amore.,E aveva detto qualcosa... Era certo che aveva detto di aver piantato dei semi d'amore che sapeva non avrebbero attecchito.,Ve... .........Aşk tohumlarının başarısız olacağını bilerek ektiğini açıkça söylemişti.
,And she said even more. ......She definitely said that the day had finally come...upon which the door to the Golden Land would be opened. ,She had said also. .........She had said clearly that the day had finally come when the door to the Golden Land would be opened., She had said something else..........She had definitely said that the day on which the door to the Golden Land would be opened had finally come.,さらに言った。………黄金郷の扉が開かれる日が、いよいよ訪れたと確かに言った。,[=JP],"Она сказала кое о чём ещё. .........Она определённо сказала, что день, когда откроются двери в Золотую Землю, наконец наступил.",Assim como ela também disse. .........Ela disse claramente que o dia em que a porta para a Terra Dourada seria aberta finalmente havia chegado.,她還說了。………她確確實實地說了，開啟黃金鄉大門的這一天，終於到來了。,她还说了。………她确确实实地说了，开启黄金乡大门的这一天，终于到来了。,Lei aveva detto qualcos'altro. ... Aveva certamente detto che il giorno in cui la porta per la Terra Dorata sarebbe stata aperta era finalmente giunto.,Aveva anche aggiunto qualcos'altro... Era certo che aveva detto che era finalmente giunto il giorno in cui sarebbe stata aperta la porta per la Terra Dorata.,Ayrıca... .........Altın Diyar'ın kapısının aralanacağı günün nihayet geldiğini açıkça söylemişti.
Kanon,"""......Shannon, ...she's planning to hold some bizarre ceremony with the Master, ...and you can bet it'll be something too horrible to imagine. ...And no one will be able to resist."" ",""".........Shannon. ...She will perform some bizarre ritual with the Master, ...and will surely do something unimaginably horrible. ......And no one can resist that.""",""".........Shannon. ...She will hold some bizarre ceremony with the Master, ...and will surely do something unimaginably horrible. ......And no one can resist that.""",「………紗音。…あいつはお館様と何かの怪しげな儀式をし、…きっと想像もできない恐ろしいことをする。……それには誰も抗えない。」,「………紗音。…あいつはお館様と何かの怪しげな儀式をし、…きっと想像もできない恐ろしいことをする。……それには誰も抗えない」,""".........Шаннон. Она и господин собираются провести сегодня какой‐то странный ритуал... И наверняка сотворят что‐то невообразимо ужасное. ......И никто не может противостоять этому.""",""".........Shannon. ...Ela pretende conduzir alguma bizarra cerimônia junto com o Mestre, ...e certamente fará algo inimaginavelmente horrível. ......E ninguém será capaz de resistir.""",「………紗音。…那傢伙會和老爺舉行某種可疑的儀式，…一定會做些連想都想不到的可怕之事。……這誰都無法反抗。」,「………纱音。…那家伙会和老爷举行某种可疑的仪式，…一定会做些连想都想不到的可怕之事。……这谁都无法反抗。」,"""... Shannon. ... Lei terrà qualche bizzarra cerimonia con il Padrone... e farà sicuramente qualcosa di orribile oltre ogni immaginazione. ... E nessuno potrà resistere.""","""...Shannon... Lei terrà una cerimonia riprovevole con il padrone e... farà sicuramente qualcosa di orribile, al di là di ogni nostra immaginazione...{n}E nessuno potrà opporsi a ciò.""",""".........Shannon. ...Efendi ile birlikte tuhaf bir ritüel gerçekleştirecek, ...ve kesinlikle hayal edilemeyecek kadar korkunç bir şey yapacak. ......Ve kimse buna karşı koyamaz."""
Shannon,"""What are you talking about...?"" ","""What are you talking about......?""",[=UP],「何の話なの……？」,[=JP],"""Что ты такое говоришь?..""","""Do que você está falando......?""",「你在說什麼呀……？」,「你在说什么呀……？」,"""Di che cosa stai parlando...?""","""Di cosa stai parlando...?""","""Sen neden bahsediyorsun......?"""
Kanon,"""She came here. ...She came here as the Master requested, so that the door to the Golden Land would open, and so that everything would be returned to the Golden Land. She definitely said that to me!"" ","""She came here...as the Master requested, so that the door to the Golden Land would open, and so that everything would be returned to the Golden Land. She said that to me clearly!""","""She came here. ...As the Master requested, so that the door to the Golden Land would open, and so that everything would be returned to the Golden Land. She definitely said that to me!""",「あいつはやって来たんだ。…お館様が求めた、黄金郷の扉を開き、全てを黄金郷に戻すために。あいつは僕に確かにそう言った！」,[=JP],"""Она пришла сюда. ...Явилась по просьбе господина для того, чтобы открылась дверь в Золотую Землю, и чтобы всё вернулось обратно туда. Она сказала мне именно это!""","""Ela veio aqui...como o Mestre pediu, para que a porta para a Terra Dourada se abra, e para que tudo seja devolvido à Terra Dourada. Ela definitivamente disse isso para mim!""",「那傢伙已經來了。…她是為了老爺所渴求的，開啟黃金鄉大門，將一切返還回黃金鄉而來的。那傢伙確確實實地，對我這麼說了！」,「那家伙已经来了。…她是为了老爷所渴求的，开启黄金乡大门，将一切返还回黄金乡而来的。那家伙确确实实地，对我这么说了！」,"""Lei è venuta qui. ... Come richiesto dal Padrone, così che la porta della Terra Dorata si apra, e così che tutto torni alla Terra Dorata. Lei mi ha di sicuro detto così!""","""È arrivata qui... per far sì che la porta per la Terra Dorata si apra, e che tutto ritorni al suo interno, proprio come il padrone aveva richiesto. È esattamente quello che mi ha detto!""","""Buraya geldi çünkü...Efendi'nin istediği gibi, Altın Diyar'ın kapısı açılsın ve böylelikle her şey Altın Diyar'a geri döndürülsün istiyor. Bunu bana açıkça söyledi!"""
Shannon,""".................."" ",""".................................""","""........................""",「…………………………………。」,「…………………………………」,""".............................................""",[=UP],[=JPC],[=JPC],"""...""",[=ITA],[=UP]
,"In the past, ...the two of them, as furniture working for Kinzo, had been told what opening of the door to the Golden Land meant. ","In the past, ......the two of them, as furniture working for Kinzo, had been told what the opening of the door to the Golden Land meant.","In the past, ......the two of them, as furniture working for Kinzo, had been told what opening of the door to the Golden Land meant.",黄金郷の扉が開くという意味を、……家具として金蔵に仕えた二人は、かつて聞かされていた。,[=JP],"В прошлом им обоим, как мебели, служащей Кинзо, растолковали, что подразумевается под открытием двери в Золотую Землю.","No passado, ......enquanto os dois trabalhavam para Kinzo como mobílias, escutaram o que significara a abertura da porta para a Terra Dourada.",開啟黃金鄉大門意味著什麼，……作為家具為金藏所用的這兩人，曾經是有聽他講過的。,开启黄金乡大门意味着什么，……作为家具为金藏所用的这两人，曾经是有听他讲过的。,"In passato... a loro due, come mobili di Kinzo, era stato detto il significato dell'apertura della porta per la Terra Dorata.","In passato... loro due, in quanto mobili servitori di Kinzo, erano stati messi al corrente sul significato dell'apertura della porta per la Terra Dorata.","Geçmişte, ......Kinzo için çalışan mobilyalar olarak ikisine de Altın Diyar'a açılan kapının ne anlama geldiği söylenmişti."
,"So Shannon understood everything, without having to ask a single question. ......And because of that...she felt a deep despair. ","Therefore, even without asking a single question in response, Shannon understood everything.{n}.........So, ...she grew deeply hopeless."," Therefore, even without asking a single question in response, Shannon understood everything..........So, ...she grew deeply hopeless.",だから、紗音は何の質問を返さずとも、全てを理解する。………だから、…深く絶望した。,だから、紗音は何の質問を返さずとも、全てを理解する。{n}………だから、…深く絶望した。,"Поэтому, даже не задав в ответ ни единого вопроса, Шаннон всё поняла.{n}.........И ощутила глубокую безнадёжность.","Por isso, mesmo sem perguntar uma única questão em resposta, Shannon compreendeu tudo.{n}.........Por causa disso, ...ela ficou profundamente desesperançosa.",正因如此，就算紗音不再追問，她也全都心知肚明。{n}………所以，…她陷入了深深的絕望。,正因如此，就算纱音不再追问，她也全都心知肚明。{n}………所以，…她陷入了深深的绝望。,"Pertanto, anche senza chiedere una sola domanda, Shannon capì tutto. ... Quindi... cominciò a perdere le speranze.","Pertanto, Shannon comprese pienamente la questione, senza neanche porre una singola domanda...{n}Perciò, lei... perse ogni speranza.","Bu nedenle, Shannon tek bir soru bile sormadan, her şeyi anladı.{n}.........Böylece, ...derin bir umutsuzluğa kapıldı."
,...Something tore at Kanon's heart as he looked at that expression twisted with grief... ,...Something tore at Kanon's heart as he saw her expression twist with grief...,...Something tore at Kanon's heart as he looked at that expression twisted with grief...,…その悲しみに歪む表情を見て、嘉音の胸は掻き毟られる…。,[=JP],"...Что‐то разорвалось в сердце Канона, когда он увидел её лицо, полное горя...",...Algo rompeu no coração de Kanon enquanto ele via a expressão dela se contorcer com pesar...,…看著這副因悲傷而扭曲了的神情，嘉音心如刀絞…。,…看着这副因悲伤而扭曲了的神情，嘉音心如刀绞…。,... Qualcosa si ruppe nel cuore di Kanon quando guardò quell'espressione stravolta dall'angoscia...,"Quando Kanon vide quell'espressione stravolta dall'angoscia, sentì il suo cuore spezzarsi...",...Shannon'un yüz ifadesinin kederden altüst olduğunu gören Kanon'un yüreği parçalandı...
Shannon,""".........How could... ......Why, ...why now......?"" ","""............How could... .........Why, ...why now............""","""............How could, .........why, ...why now.........""",「……………そんな。………どうして、…今になって…………。」,「………そんな。………どうして、…今になって…………」,"""............Как же... почему... почему сейчас...""","""............Como poderia... .........Por que, ...por que agora............?""",「………怎麼會。………為什麼，…事到如今…………」,「………怎么会。………为什么，…事到如今…………」,"""... Come può... perché... perché ora...""","""...Come ha potuto... Perché... farlo adesso...?""","""............Nasıl... .........Neden, ...neden şimdi............"""
Kanon,"""...Didn't I tell you? We {i:are} furniture! ...Because you acted like a human, because of love, ......you're incapable of obediently accepting the day our service comes to an end...!"" ","""......Didn't I tell you? We are furniture! ......Because you acted like a human, because you loved, .........you can't obediently accept the day when our service is over...!""","""......Didn't I tell you? We are furniture! ......Because we acted like humans, because of love, .........we can't obediently accept the day when our service is over...!""",「……だから言ったんだ。僕らは家具だって！　……人間の真似事なんかして、恋なんかするから、………僕たちの役目の終わるこの日を、素直に受け容れられない…！」,[=JP],"""......Разве я не говорил тебе? Мы лишь мебель! ......Поскольку мы вели себя как люди, из‐за любви... мы не можем покорно принять тот день, когда нашей службе придёт конец!..""","""......Eu não disse? Nós {i:somos} mobílias! ......Por ter agido como humana, por ter amado, .........você agora é incapaz de aceitar obedientemente o dia em que nosso serviço chegará ao fim...!""",「……所以我說了啊。我們是家具！……都因為姐姐去學人類，去談什麼戀愛，………姐姐你才沒法坦率地接受，結束我們使命的這一天…！」,「……所以我说了啊。我们是家具！……都因为姐姐去学人类，去谈什么恋爱，………姐姐你才没法坦率地接受，结束我们使命的这一天…！」,"""... Non te l'ho detto? Siamo mobili! ... Siccome ci siamo comportati come esseri umani, a causa dell'amore... non riusciamo ad accettare passivamente il giorno in cui il nostro incarico avrà fine...!""","""...Non te l'avevo detto? Noi siamo mobili...! Abbiamo cercato di imitare gli esseri umani e ci siamo innamorati... e non riusciamo ad accettare con obbedienza il giorno in cui i nostri doveri avranno fine...!""","""......Sana söylemedim mi? Biz mobilyayız! ......İnsan gibi davrandığın için, sevdiğin için, .........hizmetimizin bittiği günü boyun eğerek kabullenemiyorsun...!"""
Shannon,"""............Once, I wished this day would come. ......But it never came, year after year... ...I didn't know how long we'd be forced to endure suffering as furniture... ......So I thought. ...I thought that day of rest wouldn't come for all eternity."" ","""..................At one time, I used to wish that this day would come. ......But it never came after so much time... ......I didn't know how long we would have to be tormented as furniture... .........So I thought. ...I thought that day of rest wouldn't come for all eternity.""","""..................At one time, in the past, I wished that this day would come. ......But it never came after so much time.........I didn't know how long we would be able stand being tormented as furniture............So I thought. ...I thought that day of rest wouldn't come for all eternity.""",「………………いつか、…この日が訪れることを、かつては願ってた。……でも、いつまで経っても訪れなくて…。……私たちはいつまで家具として苦しめばいいのか、わからなくて…。………だから私、思ったの。…安息の日なんて、永遠に訪れないんだ、って。」,「………………いつか、…この日が訪れることを、かつては願ってた。……でも、いつまで経っても訪れなくて…。……私たちはいつまで家具として苦しめばいいのか、わからなくて…。………だから私、思ったの。…安息の日なんて、永遠に訪れないんだ、って」,"""..................Когда‐то, в прошлом, я желала наступления этого дня. ......Но время шло и шло, а он всё так и не наступал... Я не знала, как долго нам придётся переносить страдания из‐за того, что мы мебель... .........Поэтому я подумала... я думала, что этот день покоя никогда не придёт.""","""..................Certa vez, eu desejei que esse dia chegasse. ......Mas mesmo depois de tanto tempo, ele nunca chegou... ......Eu não sabia por quanto tempo teríamos que ser atormentados como mobílias... .........Então eu pensei. ...Eu pensei que esse dia de descanso não chegaria por toda a eternidade.""",「………………我曾經是有祈願過，…希望這一天有朝一日能夠到來。……可是，不管等了多少時日都盼不到…。……我不知道我們還要以家具之身，受多久的苦…。………所以，我就覺得。…安息之日什麼的，是永遠不會到來了…」,「………………我曾经是有祈愿过，…希望这一天有朝一日能够到来。……可是，不管等了多少时日都盼不到…。……我不知道我们还要以家具之身，受多久的苦…。………所以，我就觉得。…安息之日什么的，是永远不会到来了…」,"""Per un certo periodo, in passato, ho sperato che questo giorno arrivasse. ... Ma anche dopo tanto tempo non arrivava mai... non sapevo per quanto tempo saremmo riusciti a resistere mentre eravamo tormentati a causa della nostra natura di mobili... quindi pensavo. ... Pensavo che il giorno del riposo non sarebbe mai arrivato.""","""...In passato, avevo sperato nell'arrivo di questo giorno... Ma a prescindere da quanto tempo scorreva, esso non giungeva mai... Non sapevo per quanto tempo avremmo sofferto in quanto mobili... Pertanto arrivai a pensare che... non sarebbe mai arrivato il giorno del nostro riposo...""","""..................Bir zamanlar, bu günün gelmesini dilerdim. ......Ama o kadar zaman geçmesine rağmen hiç gelmedi... ......Mobilya olarak daha ne kadar eziyet çekeceğimizi bilmiyordum... .........O yüzden sandım ki. ...Kurtuluş gününün sonsuza kadar gelmeyeceğini sandım."""
Kanon,"""......I thought the same thing! But I believed that it would definitely come someday! So I never forgot that I'm furniture! But Nee-san, you did forget!"" ",""".........I thought that too! But I believed that it would definitely come someday! So I never forgot that I am furniture! But Nee‐san, you forgot that!""",""".........That's what I thought! But I believed that it would definitely come someday! So I never forgot that I am furniture! But Nee-san, you forgot that!""",「………僕だって、そう思ってたさ！　でも、必ずいつか訪れるって僕は信じてた！　だから、僕は家具としての自覚を忘れなかったんだ！　なのに姉さんは忘れた！」,[=JP],""".........И я думал так же! Но я верил, что он когда‐нибудь обязательно наступит! Поэтому я никогда не забывал, что я мебель! Но ты, нээ‐сан, позабыла об этом!""",""".........Eu também pensei isso! Mas eu acreditei que um dia ele definitivamente chegaria! Por isso eu nunca esqueci que sou uma mobília! Mas você esqueceu isso, nee‐san!""",「………我也有這麼覺得過！但是我相信總有一天它必定會到來！所以我沒有去忘記作為家具的自覺！可是姐姐卻忘了！」,「………我也有这么觉得过！但是我相信总有一天它必定会到来！所以我没有去忘记作为家具的自觉！可是姐姐却忘了！」,"""... Questo era quello che pensavo! Ma credevo che sarebbe sicuramente giunto un giorno! Perciò non ho mai dimenticato che sono un mobile! Ma Nee-san, tu l'hai dimenticato!""","""Anch'io l'ho pensato...! Ma ho sempre creduto che prima o poi sarebbe giunto! Perciò non ho mai dimenticato di essere un mobile! Ma tu invece sì, sorella!""",""".........Ben de öyle düşünmüştüm! Ama bir gün mutlaka geleceğine inandım! Bu yüzden mobilya olduğumu hiç unutmadım! Ama Nee-san, sen bunu unuttun!"""
Shannon,""".........It's...my fault, isn't it... ......It was I who..."" ","""..................It's......my fault, isn't it...... .........Mine......""","""..................It's, ......my fault, isn't it...............I'm......""",「……………………私が、……悪いのね……。………私が………。」,「…………私が、……悪いのね……。………私が………」,"""..................Это... моя вина, не так ли... я...""","""..................É......minha culpa, não é......? .........Minha......""",「…………是我，……不好……。………是我………」,[=CHT],"""... È... colpa mia, vero... io...""","""...È... colpa mia, vero...? Io...""","""..................Bu......benim hatam, değil mi...... .........Benim......"""
Kanon,"""Yeah, it's your fault, Nee-san. ...If only you hadn't experienced love, ...we'd both be happy that this day has finally come! You built up too many pointless regrets! {n}Even though you knew you'd have to leave this world someday!!"" ","""Yeah, it's your fault, Nee‐san. ......If only you hadn't known love... ......We would both be happy that this day has finally come! You built up meaningless attachments!{n} Even though it was a world that you would definitely have to leave!!""","""Yeah, it's your fault, Nee-san. ......If only you hadn't known love.........we would both be happy that this day has finally come! You built up shameless regrets!{n} Even though it was a world that you must not leave!!""",「あぁ、姉さんが悪い。……姉さんさえ恋を覚えなかったら…。……僕たちはようやく訪れた今日を喜び合うはずだった！　姉さんが下らない未練を作ってしまったんだ！{n}　必ず去らなければならない世界なのに！！」,「あぁ、姉さんが悪い。……姉さんさえ恋を覚えなかったら…。……僕たちはようやく訪れた今日を喜び合うはずだった！　姉さんが下らない未練を作ってしまったんだ！{n}必ず去らなければならない世界なのに！！」,"""Да, это твоя вина, нээ‐сан. ......Если бы ты только не познала любовь... мы оба были бы счастливы, что этот день наконец настал! Ты накопила бесстыдные сожаления!{n}Несмотря на то, что ты не должна была покидать того мира!""","""Sim, é sua culpa, nee‐san. ......Se você apenas não tivesse conhecido o amor... ......Ambos estaríamos felizes que este dia finalmente chegou! Você construiu laços sem valor!{n} Mesmo sabendo que você teria que deixar este mundo!!""",「是啊，是姐姐不好。……要是姐姐不去懂得什麼戀愛的話…。……我們本應是會為這總算到來的今天一同歡喜的！可是姐姐卻做了個無聊的留戀！{n}明明這裡是個必定會不得不離去的世界！！」,「是啊，是姐姐不好。……要是姐姐不去懂得什么恋爱的话…。……我们本应是会为这总算到来的今天一同欢喜的！可是姐姐却做了个无聊的留恋！{n}明明这里是个必定会不得不离去的世界！！」,"""Già, è colpa tua, Nee-san. ... Se solo non avessi assaporato l'amore... ora saremmo entrambi felici per l'arrivo di questo giorno! Ti sei creata dei rimpianti senza pudore! {n}Anche se si trattava di un mondo che non dovevi abbandonare!!""","""Già, è colpa tua, sorella... Se tu non avessi scoperto l'amore...{n}ora saremmo entrambi felici per questo giorno finalmente arrivato!{n}Ti sei creata dei rimpianti inutilmente!{n} Anche se eri in un mondo che sapevi avresti lasciato!!""","""Evet, Nee-san bu senin hatan. ......Nee-san, eğer aşkı bilmeseydin... ......İkimiz de bu günün sonunda gelmiş olmasından mutluluk duyardık! Anlamsız bağlar kurdun!{n} Kesinlikle terk etmek zorunda kalacağın bir dünya olmasına rağmen!!"""
Shannon,""".........Will the ceremony...begin tonight...?"" ","""...............Will the ritual...begin tonight...?""","""...............Will the ceremony, ...begin tonight...?""",「……………儀式は、今夜始まるの…？」,[=JP],"""...............Ритуал состоится... сегодня вечером?..""","""...............A cerimônia...começará esta noite...?""",「……………儀式，是在今晚開始嗎…？」,「……………仪式，是在今晚开始吗…？」,"""... La cerimonia... inizierà stanotte...?""","""...La cerimonia inizierà stanotte...?""","""...............Ritüel...bu gece mi başlayacak...?"""
Kanon,"""...Yes. .........And she said one more thing. ...Tonight, George-sama will probably give you an engagement ring, Nee-san."" ","""...Yes. ...............Also, she said this to me. ...Tonight, George‐sama will probably give you an engagement ring, Nee‐san.""","""...Yes. ...............Then, she said this to me. ...Tonight, George-sama will probably give you an engagement ring, Nee-san.""",「…うん。……………あと、あいつは僕に言った。…今夜、譲治さまは姉さんに婚約指輪を贈るだろうって。」,「…うん。……………あと、あいつは僕に言った。…今夜、譲治さまは姉さんに婚約指輪を贈るだろうって」,"""...Да. ...............А затем, она сказала мне следующее. ...Сегодня вечером Джордж‐сама, возможно, предложит тебе обручальное кольцо, нээ‐сан.""","""...Sim. ...............E ela também disse mais uma coisa para mim. ...Hoje à noite, o George‐sama provavelmente lhe dará um anel de noivado, nee‐san.""",「…嗯。……………還有，那傢伙對我說了。…今晚，讓治少爺應該會把訂婚戒指送給姐姐。」,「…嗯。……………还有，那家伙对我说了。…今晚，让治少爷应该会把订婚戒指送给姐姐。」,"""... Sì. ... Poi, lei mi ha detto così. ... Questa notte, George-sama ti darà probabilmente un anello di fidanzamento, Nee-san.""","""...Sì... Ha anche aggiunto questo... Che stanotte, il signorino George probabilmente ti porgerà un anello di fidanzamento.""","""...Evet. ...............Ayrıca, bana bir şey daha söyledi. ...Bu gece, George-sama muhtemelen sana bir nişan yüzüğü verecek, Nee-san."""
Shannon,"""....................."" ","""........................""",[=UP],「……………………。」,「……………………」,""".............................................""",[=UP],[=JPC],[=JPC],"""...""",[=ITA],[=UP]
,"That was a fact. ...George supposedly had an engagement ring hidden in his pocket today. ...And surely, he would hand it over tonight. ","That was a fact. ......George should have snuck in an engagement ring in his pocket today. ......And surely, he would hand it over tonight.","That was a fact.......George should have snuck in an engagement ring in his pocket today.......And surely, he would hand it over tonight.",それは事実。……今日、譲治は懐に婚約指輪を忍ばせてきているはずだ。……きっと今夜、それを渡すだろう。,[=JP],"Это был факт. ......Джордж наверняка припрятал на сегодня в кармане обручальное кольцо. ......И разумеется, он намеревается предложить его сегодня вечером.",Aquilo era um fato. ......George supostamente estaria com um anel de noivado escondido em seu bolso esta noite. ......E certamente ele pretende dar a você esta noite.,這是事實。……今天讓治應該一直都把訂婚戒指藏在了身上。……想來，他一定是會在今晚，把它交給紗音吧。,这是事实。……今天让治应该一直都把订婚戒指藏在了身上。……想来，他一定是会在今晚，把它交给纱音吧。,"Era vero. ... Oggi George doveva aver infilato in tasca un anello di fidanzamento. ... E di certo, l'avrebbe offerto a Shannon quella notte.","Era un dato di fatto... Quel giorno, George doveva aver nascosto in tasca un anello di fidanzamento... E di certo glielo avrebbe dato quella notte.","Bu bir gerçekti. ......George bugün cebinde bir nişan yüzüğü ile gelmiş olmalı. ......Ve kesinlikle, bu gece verecekti."
